# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSS_IN_SOURCE	IPA	TOKENS	SOURCE	COGID	TBL_ID	NOTE
188	Kulung	to learn	learn (vt-5 [1: dǝt- 2: dǝtt- 3: dǝi- 4: dǝn- 5: dǝ:-])	dǝima	d ǝ i m a	Tolsma1999	0	1742	Nepali: siknu. (Tolsma1999)
#
189	Kulung	to lick	lick (vt-3 [1: lɔk- 2: lɔ:- 3: lɔk-])	lɔ:ma	l ɔ: m a	Tolsma1999	0	1674	Nepali: cāṭnu. (Tolsma1999)
#
190	Kulung	to lie down	lie down, fall, topple (vi-6 [1: ut- 2: ui- 3: utt- 4: un- 5: u:-])	uima	u i m a	Tolsma1999	0	1661	Nepali: ḍhalnu. (Tolsma1999)
#
191	Kulung	to plant (vegetals, rice)	plant, pour out (vt-5 [1: let- 2: lett- 3: lei- 4: len- 5: le:-])	leima	l e i m a	Tolsma1999	0	1774	Nepali: ropnu, khanyāunu. (Tolsma1999)
#
192	Kulung	to play	feel itself, play (vi-7 [1: lɔi- 2: lɔ- 3: lǝi- 4: lǝ-])	lǝma	l ǝ m a	Tolsma1999	0	1703	Nepali: lāgnu, khelnu (Tolsma1999)
#
193	Kulung	to push	push, shove (vt-4 [1: tǝl- 2: tǝll- 3: tǝl-])	tǝlma	t ǝ l m a	Tolsma1999	0	1689	Nepali: ghaceḍnu, (Tolsma1999)
#
194	Kulung	to run	run (vi-3 [1: buls- 2: bul-])	bulma	b u l m a	Tolsma1999	0	1544	Nepali: dagurnu. (Tolsma1999)
#
195	Kulung	to scratch	scratch (vt-5 [1: ui- 2: uiy- 3: ui- 4: un- 5: u:-])	uima	u i m a	Tolsma1999	0	1530	Nepali: cithornu. (Tolsma1999)
#
196	Kulung	to see	see (vt-4 [1: khɔN- 2: khɔNN- 3: khɔ:-])	khɔ:ma	kʰ ɔ: m a	Tolsma1999	0	1471	Nepali: dekhnu. (Tolsma1999)
#
197	Kulung	to shoot (an arrow)	1. shoot (e.g. with bow); 2. to break through (of sun) 3. jump over (e.g. rope) (vt-4 [1: ap- 2: app- 3: am-])	amma	a m m a	Tolsma1999	0	1611	Nepali: 2. jhulkinu. 3. hānnu. (Tolsma1999)
#
198	Kulung	to sing	make noise, shout, squeal (pig, goat), sing (of a bird), rumble (of one's belly) (vi-7 [1: kɔi- 2: kɔ- 3: kai- 4: ka-])	kama	k a m a	Tolsma1999	0	1184	Nepali: karāunu. (Tolsma1999)
#
199	Kulung	to sleep	sleep (vi-3 [1: ims- 2: im-])	imma	i m m a	Tolsma1999	0	1646	Nepali: sutnu. (Tolsma1999)
#
200	Kulung	to smell (perceive odor) [transitive]	smell, sniff (vt-2 [1: naps- 2: nam-])	namma	n a m m a	Tolsma1999	0	1707	Nepali: suṃghnu. (Tolsma1999)
#
201	Kulung	to sow (broadcast, scatter seeds)	sow (vt-5 [1: phui- 2: phuiy- 3: phui- 4: phun- 5: phu:-])	phuima	pʰ u i m a	Tolsma1999	0	1597	Nepali: charnu. (Tolsma1999)
#
202	Kulung	to spit	throw, spit (vt-2 [1: dɔks- 2: dɔ:-])	dɔ:ma	d ɔ: m a	Tolsma1999	0	1688	
#
203	Kulung	to stand	stand (vi-3 [1: thɔ rep- 2: thɔ rem-])	thɔ remma	tʰ ɔ _ r e m m a	Tolsma1999	0	1784	Nepali: ubhinu. (Tolsma1999)
#
204	Kulung	to steal	steal (vt-4 [1: khus- 2: khuss- 3: khu-])	khuma	kʰ u m a	Tolsma1999	0	1686	Nepali: cornu. (Tolsma1999)
#
205	Kulung	to think (reflect)	think (vi-3 [1: min- 2: mi:-])	mi:ma	m i: m a	Tolsma1999	0	1726	Nepali: socnu. (Tolsma1999)
#
206	Kulung	to throw	throw, throw away (vt-2 [1: hɔks- 2: hɔ:-])	hɔ:ma	h ɔ: m a	Tolsma1999	0	1687	Nepali: phālnu, phyāṃknu. (Tolsma1999)
#
207	Kulung	to vomit	vomit (vi-3 [1: pas- 2: pa-])	pama	p a m a	Tolsma1999	0	1535	Nepali: bāntā garnu. (Tolsma1999)
#
208	Kulung	to walk	walk (vi-1 [1: lam dum-])	lam dumma	l a m _ d u m m a	Tolsma1999	0	1815	Nepali: hiṃḍnu. (Tolsma1999)
#
209	Kulung	to wipe	wipe, wipe up (vt-5 [1: khui- 2: khuiy- 3: khui- 4: khun- 5: khu:-])	khuima	kʰ u i m a	Tolsma1999	0	1163	Nepali: puchnu. (Tolsma1999)
#
210	Kulung	today	today (adv.)	ese	e s e	Tolsma1999	0	738	Nepali: āja. (Tolsma1999)
#
211	Kulung	tomorrow	tomorrow (adv.)	desa	d e s a	Tolsma1999	0	742	Nepali: bholi. (Tolsma1999)
#
212	Kulung	twenty	score, e.g. ik-khal twenty. (num.)	khal	kʰ a l	Tolsma1999	0	816	
#
213	Kulung	two	two (num.)	nitci	n i t ts i	Tolsma1999	0	798	Nepali: duī. (Tolsma1999)
#
214	Kulung	we [first person plural inclusive]	we (pron.)	kas	k a s	Tolsma1999	0	930	Nepali: hāmī duī-janā. (Tolsma1999)
215	Kulung	we [first person plural inclusive]	we (pron.)	kaska	k a s k a	Tolsma1999	0	930	Nepali: hāmī duī-janā. (Tolsma1999)
#
216	Kulung	wet	be wet (vi-3 [1: ci:- 2: ci-])	cima	ts i m a	Tolsma1999	0	1029	Nepali: bhijnu. (Tolsma1999)
#
217	Kulung	what	with what?, what? (erg) (pron.)	u-sa-i	u s a i	Tolsma1999	0	954	Nepali: ke-le. (Tolsma1999)
#
218	Kulung	where	where? (pron.)	ha:pi	h a: p i	Tolsma1999	0	955	Nepali: kahāṃ. (Tolsma1999)
#
219	Kulung	white	white (adj.)	ɔmlɔ:pa	ɔ m l ɔ: p a	Tolsma1999	0	1006	Nepali: seto. (Tolsma1999)
#
220	Kulung	who	who (pron.)	as-kǝ-y	a s k ǝ j	Tolsma1999	0	953	Nepali: ko-cāhiṃ. (Tolsma1999)
#
221	Kulung	yellow	yellow (adj.)	besarwa	b e s a r w a	Tolsma1999	0	1008	Nepali: paheṃlo. (Tolsma1999)
#
222	Kulung	yesterday	yesterday (adv.)	espa	e s p a	Tolsma1999	0	739	Nepali: hijo. (Tolsma1999)
#
223	Kulung	you [second person plural]	hear (vt-2 [1: yen- 2: ye:-])	ye:ma	j e: m a	Tolsma1999	0	933	Nepali: sunnu. (Tolsma1999)
#
224	Kulung	young	blue, green, young (of firewood), unripe, uncooked (adj.)	gigippa	g i g i p p a	Tolsma1999	0	1059	Nepali: hariyo, nilo, kāco. (Tolsma1999)
