# EDICTOR
@modified: 2015-02-02 16:0
#
ID	IPA	SOURCE	WOLD	TOWEROFBABEL	SCAID	NOTE	CONCEPT	ENTRY_IN_SOURCE	CHINESE	SWADESH_1952	COGID	SWADESH_1955	HANZI	DOCULECT	BORROWING	ALIGNMENT	TOKENS	ABVD	OMEGAWIKI	GLOSS_IN_SOURCE	POS	IELEX	SUBGROUP	MORPHEME_STRUCTURE	PARADIGM_1	PARADIGM_3	PARADIGM_4	PARADIGM_2	DUPLICATES
827			10.38		0		to blow		吹	to blow (of wind)(17)	0			Khaling				to blow (137)	1375415		Verb	blow (17)	Kiranti						
828			10.38		0		to blow		吹	to blow (of wind)(17)	0			Limbu				to blow (137)	1375415		Verb	blow (17)	Kiranti						
829			10.38		0		to blow		吹	to blow (of wind)(17)	0			Wambule				to blow (137)	1375415		Verb	blow (17)	Kiranti						
830			10.38		0		to blow		吹	to blow (of wind)(17)	0			Yakkha				to blow (137)	1375415		Verb	blow (17)	Kiranti						
831			10.38		0		to blow		吹	to blow (of wind)(17)	0			Yamphu				to blow (137)	1375415		Verb	blow (17)	Kiranti						
832			10.38		0		to blow		吹	to blow (of wind)(17)	0			Dulong				to blow (137)	1375415		Verb	blow (17)	Nungish						
833			10.38		0		to blow		吹	to blow (of wind)(17)	0			Jingpo				to blow (137)	1375415		Verb	blow (17)	SAL						
834			10.38		0		to blow		吹	to blow (of wind)(17)	0			Beijing				to blow (137)	1375415		Verb	blow (17)	Sinitic						
835			10.38		0		to blow		吹	to blow (of wind)(17)	0			Caijia				to blow (137)	1375415		Verb	blow (17)	Sinitic						
836			10.38		0		to blow		吹	to blow (of wind)(17)	0			Changsha				to blow (137)	1375415		Verb	blow (17)	Sinitic						
837			10.38		0		to blow		吹	to blow (of wind)(17)	0			Ganzhou				to blow (137)	1375415		Verb	blow (17)	Sinitic						
838			10.38		0		to blow		吹	to blow (of wind)(17)	0			Guangzhou				to blow (137)	1375415		Verb	blow (17)	Sinitic						
839			10.38		0		to blow		吹	to blow (of wind)(17)	0			Meixian				to blow (137)	1375415		Verb	blow (17)	Sinitic						
840	*qʰˤa, *qʰˤa-s		10.38		0		to blow	*qʰˤa, *qʰˤa-s	吹	to blow (of wind)(17)	836		呼	Old_Chinese			qʰˤ a , _ qʰˤ a ◦ s	to blow (137)	1375415	to blow	Verb	blow (17)	Sinitic						
841			10.38		0		to blow		吹	to blow (of wind)(17)	0			Xiamen				to blow (137)	1375415		Verb	blow (17)	Sinitic						
842			10.38		0		to blow		吹	to blow (of wind)(17)	0			Guiqiong				to blow (137)	1375415		Verb	blow (17)	rGyalrongic						
843	ɣɤmɯt		10.38		0		to blow	ɣɤmɯt	吹	to blow (of wind)(17)	577			Japhug			ɣ ɤ m ɯ t	to blow (137)	1375415		Verb	blow (17)	rGyalrongic						
844			10.38		0		to blow		吹	to blow (of wind)(17)	0			Khroskyabs_Wobzi				to blow (137)	1375415		Verb	blow (17)	rGyalrongic						
845			10.38		0		to blow		吹	to blow (of wind)(17)	0			Muya				to blow (137)	1375415		Verb	blow (17)	rGyalrongic						
846			10.38		0		to blow		吹	to blow (of wind)(17)	0			Stau				to blow (137)	1375415		Verb	blow (17)	rGyalrongic						
847			10.38		0		to blow		吹	to blow (of wind)(17)	0			Tangut				to blow (137)	1375415		Verb	blow (17)	rGyalrongic						
848			10.38		0		to blow		吹	to blow (of wind)(17)	0			Zbu				to blow (137)	1375415		Verb	blow (17)	rGyalrongic						
#
849			15.79		0		blunt			dull (knife)(34)	0			Dashi				dull, blunt (82)	1511061		Adjective	dull (35)	Bai						
850			15.79		0		blunt			dull (knife)(34)	0			Zhaozhuang				dull, blunt (82)	1511061		Adjective	dull (35)	Bai						
851			15.79		0		blunt			dull (knife)(34)	0			Ega				dull, blunt (82)	1511061		Adjective	dull (35)	Bai						
852			15.79		0		blunt			dull (knife)(34)	0			Enqi				dull, blunt (82)	1511061		Adjective	dull (35)	Bai						
853	tua₃₁	Allen2007, 426	15.79		88		blunt	tua31		dull (knife)(34)	32			Eryuan		t u a ³¹	t u a ³¹	dull, blunt (82)	1511061	blunt(knife) / 钝(刀)	Adjective	dull (35)	Bai						
854			15.79		0		blunt			dull (knife)(34)	0			Gongxing				dull, blunt (82)	1511061		Adjective	dull (35)	Bai						
855	tua₃₁	Allen2007, 426	15.79		88		blunt	tua31		dull (knife)(34)	32			Heqi		t u a ³¹	t u a ³¹	dull, blunt (82)	1511061	blunt(knife) / 钝(刀)	Adjective	dull (35)	Bai						
856	tua₃₁	Allen2007, 426	15.79		88		blunt	tua31		dull (knife)(34)	32			Jianchuan		t u a ³¹	t u a ³¹	dull, blunt (82)	1511061	blunt(knife) / 钝(刀)	Adjective	dull (35)	Bai						
857			15.79		0		blunt			dull (knife)(34)	0			Jinman				dull, blunt (82)	1511061		Adjective	dull (35)	Bai						
858			15.79		0		blunt			dull (knife)(34)	0			Jinxing				dull, blunt (82)	1511061		Adjective	dull (35)	Bai						
859	ʈɛ₅₅	Allen2007, 426	15.79		91		blunt	ʈɛ55		dull (knife)(34)	32			Luobenzhuo		ʈ ɛ - ⁵⁵	ʈ ɛ ⁵⁵	dull, blunt (82)	1511061	blunt(knife) / 钝(刀)	Adjective	dull (35)	Bai						
860			15.79		0		blunt			dull (knife)(34)	0			Mazhelong				dull, blunt (82)	1511061		Adjective	dull (35)	Bai						
861	ji₃₁mu₃₃	Allen2007, 426	15.79		93		blunt	ji31mu33		dull (knife)(34)	8			Qiliqiao		j i ³¹ ◦ m u ³³	j i ³¹ ◦ m u ³³	dull, blunt (82)	1511061	blunt(knife) / 钝(刀)	Adjective	dull (35)	Bai						
862	tue₃₃	Allen2007, 426	15.79		88		blunt	tue33		dull (knife)(34)	32			Xiangyun		t u e ³³	t u e ³³	dull, blunt (82)	1511061	blunt(knife) / 钝(刀)	Adjective	dull (35)	Bai						
863	tua₃₁	Allen2007, 426	15.79		88		blunt	tua31		dull (knife)(34)	32			Yunlong		t u a ³¹	t u a ³¹	dull, blunt (82)	1511061	blunt(knife) / 钝(刀)	Adjective	dull (35)	Bai						
864			15.79		0		blunt			dull (knife)(34)	0			Zhoucheng				dull, blunt (82)	1511061		Adjective	dull (35)	Bai						
865			15.79		0		blunt			dull (knife)(34)	0			Cone_Tibetan				dull, blunt (82)	1511061		Adjective	dull (35)	Bodic						
866			15.79		0		blunt			dull (knife)(34)	0			Lhasa_Tibetan				dull, blunt (82)	1511061		Adjective	dull (35)	Bodic						
867	rtul		15.79		0		blunt			dull (knife)(34)	0			Old_Tibetan				dull, blunt (82)	1511061		Adjective	dull (35)	Bodic						
868			15.79		0		blunt			dull (knife)(34)	0			Achang_Lianghe				dull, blunt (82)	1511061		Adjective	dull (35)	Burmish						
869			15.79		0		blunt			dull (knife)(34)	0			Achang_Longchuan				dull, blunt (82)	1511061		Adjective	dull (35)	Burmish						
870			15.79		0		blunt			dull (knife)(34)	0			Achang_Luxi				dull, blunt (82)	1511061		Adjective	dull (35)	Burmish						
871			15.79		0		blunt			dull (knife)(34)	0			Atsi				dull, blunt (82)	1511061		Adjective	dull (35)	Burmish						
872			15.79		0		blunt			dull (knife)(34)	0			Bola				dull, blunt (82)	1511061		Adjective	dull (35)	Burmish						
873			15.79		0		blunt			dull (knife)(34)	0			Burmese				dull, blunt (82)	1511061		Adjective	dull (35)	Burmish						
874			15.79		0		blunt			dull (knife)(34)	0			Hpun				dull, blunt (82)	1511061		Adjective	dull (35)	Burmish						
875			15.79		0		blunt			dull (knife)(34)	0			Lashi				dull, blunt (82)	1511061		Adjective	dull (35)	Burmish						
876			15.79		0		blunt			dull (knife)(34)	0			Maru				dull, blunt (82)	1511061		Adjective	dull (35)	Burmish						
877			15.79		0		blunt			dull (knife)(34)	0			Old_Burmese				dull, blunt (82)	1511061		Adjective	dull (35)	Burmish						
878			15.79		0		blunt			dull (knife)(34)	0			Xiandau				dull, blunt (82)	1511061		Adjective	dull (35)	Burmish						
879			15.79		0		blunt			dull (knife)(34)	0			Dumi				dull, blunt (82)	1511061		Adjective	dull (35)	Kiranti						
880			15.79		0		blunt			dull (knife)(34)	0			Khaling				dull, blunt (82)	1511061		Adjective	dull (35)	Kiranti						
881			15.79		0		blunt			dull (knife)(34)	0			Limbu				dull, blunt (82)	1511061		Adjective	dull (35)	Kiranti						
882			15.79		0		blunt			dull (knife)(34)	0			Wambule				dull, blunt (82)	1511061		Adjective	dull (35)	Kiranti						
883			15.79		0		blunt			dull (knife)(34)	0			Yakkha				dull, blunt (82)	1511061		Adjective	dull (35)	Kiranti						
884			15.79		0		blunt			dull (knife)(34)	0			Yamphu				dull, blunt (82)	1511061		Adjective	dull (35)	Kiranti						
885			15.79		0		blunt			dull (knife)(34)	0			Dulong				dull, blunt (82)	1511061		Adjective	dull (35)	Nungish						
886			15.79		0		blunt			dull (knife)(34)	0			Jingpo				dull, blunt (82)	1511061		Adjective	dull (35)	SAL						
887			15.79		0		blunt			dull (knife)(34)	0			Beijing				dull, blunt (82)	1511061		Adjective	dull (35)	Sinitic						
888			15.79		0		blunt			dull (knife)(34)	0			Caijia				dull, blunt (82)	1511061		Adjective	dull (35)	Sinitic						
889			15.79		0		blunt			dull (knife)(34)	0			Changsha				dull, blunt (82)	1511061		Adjective	dull (35)	Sinitic						
890			15.79		0		blunt			dull (knife)(34)	0			Ganzhou				dull, blunt (82)	1511061		Adjective	dull (35)	Sinitic						
891			15.79		0		blunt			dull (knife)(34)	0			Guangzhou				dull, blunt (82)	1511061		Adjective	dull (35)	Sinitic						
892			15.79		0		blunt			dull (knife)(34)	0			Meixian				dull, blunt (82)	1511061		Adjective	dull (35)	Sinitic						
893	*tˤur		15.79		0		blunt	*tˤur		dull (knife)(34)	32		敦	Old_Chinese			tˤ u r	dull, blunt (82)	1511061	dull, blunt	Adjective	dull (35)	Sinitic						10751 (thick)
894			15.79		0		blunt			dull (knife)(34)	0			Xiamen				dull, blunt (82)	1511061		Adjective	dull (35)	Sinitic						
895			15.79		0		blunt			dull (knife)(34)	0			Guiqiong				dull, blunt (82)	1511061		Adjective	dull (35)	rGyalrongic						
896	mɤ-mtɕoʁ		15.79		0		blunt	mɤ-mtɕoʁ		dull (knife)(34)	31			Japhug			m ɤ ◦ m tɕ o ʁ	dull, blunt (82)	1511061		Adjective	dull (35)	rGyalrongic						
897			15.79		0		blunt			dull (knife)(34)	0			Khroskyabs_Wobzi				dull, blunt (82)	1511061		Adjective	dull (35)	rGyalrongic						
898			15.79		0		blunt			dull (knife)(34)	0			Muya				dull, blunt (82)	1511061		Adjective	dull (35)	rGyalrongic						
899			15.79		0		blunt			dull (knife)(34)	0			Stau				dull, blunt (82)	1511061		Adjective	dull (35)	rGyalrongic						
900			15.79		0		blunt			dull (knife)(34)	0			Tangut				dull, blunt (82)	1511061		Adjective	dull (35)	rGyalrongic						
901			15.79		0		blunt			dull (knife)(34)	0			Zbu				dull, blunt (82)	1511061		Adjective	dull (35)	rGyalrongic						
#
902	kua₄₄	Wang2006a, 133	4.16	bone(38)	97		the bone	kua44	骨头	bone(18)	220	bone(10)		Dashi		k u a ⁴⁴ - - - -	k u a ⁴⁴	bone (15)	5983	bone	Noun	bone (18)	Bai						
903			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Zhaozhuang				bone (15)	5983		Noun	bone (18)	Bai						
904	qua₄₄	Wang2006a, 133	4.16	bone(38)	97		the bone	qua44	骨头	bone(18)	220	bone(10)		Ega		q u a ⁴⁴ - - - -	q u a ⁴⁴	bone (15)	5983	bone	Noun	bone (18)	Bai						
905	qua₅₅	Wang2006a, 133	4.16	bone(38)	97		the bone	qua55	骨头	bone(18)	220	bone(10)		Enqi		q u a ⁵⁵ - - - -	q u a ⁵⁵	bone (15)	5983	bone	Noun	bone (18)	Bai						
906	kua₄₄tɯ₂₁	Allen2007, 144	4.16	bone(38)	97		the bone	kua44tɯ21	骨头	bone(18)	220	bone(10)		Eryuan		k u a ⁴⁴ t - ɯ ²¹	k u a ⁴⁴ t ɯ ²¹	bone (15)	5983	bone / 骨头	Noun	bone (18)	Bai						
907	qua₂₄	Wang2006a, 133	4.16	bone(38)	97		the bone	qua24	骨头	bone(18)	220	bone(10)		Gongxing		q u a ²⁴ - - - -	q u a ²⁴	bone (15)	5983	bone	Noun	bone (18)	Bai						
908	kua₄₄tɯ₂₁	Allen2007, 144	4.16	bone(38)	97		the bone	kua44tɯ21	骨头	bone(18)	220	bone(10)		Heqi		k u a ⁴⁴ t - ɯ ²¹	k u a ⁴⁴ t ɯ ²¹	bone (15)	5983	bone / 骨头	Noun	bone (18)	Bai						
909	kua₄₄tɯ₂₁	Allen2007, 144	4.16	bone(38)	97		the bone	kua44tɯ21	骨头	bone(18)	220	bone(10)		Jianchuan		k u a ⁴⁴ t - ɯ ²¹	k u a ⁴⁴ t ɯ ²¹	bone (15)	5983	bone / 骨头	Noun	bone (18)	Bai						
910	qua₅₅	Wang2006a, 133	4.16	bone(38)	97		the bone	qua55	骨头	bone(18)	220	bone(10)		Jinman		q u a ⁵⁵ - - - -	q u a ⁵⁵	bone (15)	5983	bone	Noun	bone (18)	Bai						
911	kuɑ₄₄	Wang2006a, 133	4.16	bone(38)	97		the bone	kuɑ44	骨头	bone(18)	220	bone(10)		Jinxing		k u ɑ ⁴⁴ - - - -	k u ɑ ⁴⁴	bone (15)	5983	bone	Noun	bone (18)	Bai						
912	qua₅₅t͡sɛ₄₄	Allen2007, 144	4.16	bone(38)	97		the bone	qua55tsɛ44	骨头	bone(18)	220	bone(10)		Luobenzhuo		q u a ⁵⁵ t͡s - ɛ ⁴⁴	q u a ⁵⁵ t͡s ɛ ⁴⁴	bone (15)	5983	bone / 骨头	Noun	bone (18)	Bai						
913	kua₄₄	Wang2006a, 133	4.16	bone(38)	97		the bone	kua44	骨头	bone(18)	220	bone(10)		Mazhelong		k u a ⁴⁴ - - - -	k u a ⁴⁴	bone (15)	5983	bone	Noun	bone (18)	Bai						
914	kua₄₄tɯ₂₁	Allen2007, 144	4.16	bone(38)	97		the bone	kua44tɯ21	骨头	bone(18)	220	bone(10)		Qiliqiao		k u a ⁴⁴ t - ɯ ²¹	k u a ⁴⁴ t ɯ ²¹	bone (15)	5983	bone / 骨头	Noun	bone (18)	Bai						
915	kua₄₄tou₂₁	Allen2007, 144	4.16	bone(38)	97		the bone	kua44tou21	骨头	bone(18)	220	bone(10)		Xiangyun		k u a ⁴⁴ t o u ²¹	k u a ⁴⁴ t o u ²¹	bone (15)	5983	bone / 骨头	Noun	bone (18)	Bai						
916	kua₄₄tɯ₂₁	Allen2007, 144	4.16	bone(38)	97		the bone	kua44tɯ21	骨头	bone(18)	220	bone(10)		Yunlong		k u a ⁴⁴ t - ɯ ²¹	k u a ⁴⁴ t ɯ ²¹	bone (15)	5983	bone / 骨头	Noun	bone (18)	Bai						
917	kua₄₄	Wang2006a, 133	4.16	bone(38)	97		the bone	kua44	骨头	bone(18)	220	bone(10)		Zhoucheng		k u a ⁴⁴ - - - -	k u a ⁴⁴	bone (15)	5983	bone	Noun	bone (18)	Bai						
918			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Cone_Tibetan				bone (15)	5983		Noun	bone (18)	Bodic						
919			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Lhasa_Tibetan				bone (15)	5983		Noun	bone (18)	Bodic						
920	rus		4.16	bone(38)	0		the bone	rus	骨头	bone(18)	221	bone(10)	骨	Old_Tibetan			r u s	bone (15)	5983	bone	Noun	bone (18)	Bodic						
921			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Achang_Lianghe				bone (15)	5983		Noun	bone (18)	Burmish						
922			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Achang_Longchuan				bone (15)	5983		Noun	bone (18)	Burmish						
923			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Achang_Luxi				bone (15)	5983		Noun	bone (18)	Burmish						
924			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Atsi				bone (15)	5983		Noun	bone (18)	Burmish						
925			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Bola				bone (15)	5983		Noun	bone (18)	Burmish						
926	rui²		4.16	bone(38)	0		the bone	rui²	骨头	bone(18)	221	bone(10)	骨	Burmese			r u i ²	bone (15)	5983	bone	Noun	bone (18)	Burmish						
927			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Hpun				bone (15)	5983		Noun	bone (18)	Burmish						
928			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Lashi				bone (15)	5983		Noun	bone (18)	Burmish						
929			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Maru				bone (15)	5983		Noun	bone (18)	Burmish						
930			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Old_Burmese				bone (15)	5983		Noun	bone (18)	Burmish						
931			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Xiandau				bone (15)	5983		Noun	bone (18)	Burmish						
932			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Dumi				bone (15)	5983		Noun	bone (18)	Kiranti						
933	solo		4.16	bone(38)	0		the bone	solo	骨头	bone(18)	223	bone(10)	骨	Khaling			s o l o	bone (15)	5983	bone	Noun	bone (18)	Kiranti						
934	yɛt		4.16	bone(38)	0		the bone	yɛt	骨头	bone(18)	221	bone(10)	骨	Limbu			y ɛ t	bone (15)	5983	bone	Noun	bone (18)	Kiranti						
935			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Wambule				bone (15)	5983		Noun	bone (18)	Kiranti						
936			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Yakkha				bone (15)	5983		Noun	bone (18)	Kiranti						
937			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Yamphu				bone (15)	5983		Noun	bone (18)	Kiranti						
938			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Dulong				bone (15)	5983		Noun	bone (18)	Nungish						
939			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Jingpo				bone (15)	5983		Noun	bone (18)	SAL						
940			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Beijing				bone (15)	5983		Noun	bone (18)	Sinitic						
941			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Caijia				bone (15)	5983		Noun	bone (18)	Sinitic						
942			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Changsha				bone (15)	5983		Noun	bone (18)	Sinitic						
943			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Ganzhou				bone (15)	5983		Noun	bone (18)	Sinitic						
944			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Guangzhou				bone (15)	5983		Noun	bone (18)	Sinitic						
945			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Meixian				bone (15)	5983		Noun	bone (18)	Sinitic						
946	*kˤut		4.16	bone(38)	0		the bone	*kˤut	骨头	bone(18)	222	bone(10)	骨	Old_Chinese			kˤ u t	bone (15)	5983	bone	Noun	bone (18)	Sinitic						
947			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Xiamen				bone (15)	5983		Noun	bone (18)	Sinitic						
948			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Guiqiong				bone (15)	5983		Noun	bone (18)	rGyalrongic						
949	ɕɤrɯ		4.16	bone(38)	0		the bone	ɕɤrɯ	骨头	bone(18)	221	bone(10)	骨	Japhug			ɕ ɤ r ɯ	bone (15)	5983	bone	Noun	bone (18)	rGyalrongic						
950			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Khroskyabs_Wobzi				bone (15)	5983		Noun	bone (18)	rGyalrongic						
951			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Muya				bone (15)	5983		Noun	bone (18)	rGyalrongic						
952			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Stau				bone (15)	5983		Noun	bone (18)	rGyalrongic						
953	rjɨr¹		4.16	bone(38)	0		the bone	rjɨr¹	骨头	bone(18)	221	bone(10)	骨	Tangut			r j ɨ r ¹	bone (15)	5983	bone	Noun	bone (18)	rGyalrongic						
954			4.16	bone(38)	0		the bone		骨头	bone(18)	0	bone(10)		Zbu				bone (15)	5983		Noun	bone (18)	rGyalrongic						
#
955			8.55		0		the branch				0			Dashi				branch (113)	6343		Noun		Bai						
956			8.55		0		the branch				0			Zhaozhuang				branch (113)	6343		Noun		Bai						
957			8.55		0		the branch				0			Ega				branch (113)	6343		Noun		Bai						
958			8.55		0		the branch				0			Enqi				branch (113)	6343		Noun		Bai						
959			8.55		0		the branch				0			Eryuan				branch (113)	6343		Noun		Bai						
960			8.55		0		the branch				0			Gongxing				branch (113)	6343		Noun		Bai						
961			8.55		0		the branch				0			Heqi				branch (113)	6343		Noun		Bai						
962			8.55		0		the branch				0			Jianchuan				branch (113)	6343		Noun		Bai						
963			8.55		0		the branch				0			Jinman				branch (113)	6343		Noun		Bai						
964			8.55		0		the branch				0			Jinxing				branch (113)	6343		Noun		Bai						
965			8.55		0		the branch				0			Luobenzhuo				branch (113)	6343		Noun		Bai						
966			8.55		0		the branch				0			Mazhelong				branch (113)	6343		Noun		Bai						
967			8.55		0		the branch				0			Qiliqiao				branch (113)	6343		Noun		Bai						
968			8.55		0		the branch				0			Xiangyun				branch (113)	6343		Noun		Bai						
969			8.55		0		the branch				0			Yunlong				branch (113)	6343		Noun		Bai						
970			8.55		0		the branch				0			Zhoucheng				branch (113)	6343		Noun		Bai						
971			8.55		0		the branch				0			Cone_Tibetan				branch (113)	6343		Noun		Bodic						
972			8.55		0		the branch				0			Lhasa_Tibetan				branch (113)	6343		Noun		Bodic						
973	jal.ga		8.55		0		the branch				0			Old_Tibetan				branch (113)	6343		Noun		Bodic						
974			8.55		0		the branch				0			Achang_Lianghe				branch (113)	6343		Noun		Burmish						
975			8.55		0		the branch				0			Achang_Longchuan				branch (113)	6343		Noun		Burmish						
976			8.55		0		the branch				0			Achang_Luxi				branch (113)	6343		Noun		Burmish						
977			8.55		0		the branch				0			Atsi				branch (113)	6343		Noun		Burmish						
978			8.55		0		the branch				0			Bola				branch (113)	6343		Noun		Burmish						
979			8.55		0		the branch				0			Burmese				branch (113)	6343		Noun		Burmish						
980			8.55		0		the branch				0			Hpun				branch (113)	6343		Noun		Burmish						
981			8.55		0		the branch				0			Lashi				branch (113)	6343		Noun		Burmish						
982			8.55		0		the branch				0			Maru				branch (113)	6343		Noun		Burmish						
983			8.55		0		the branch				0			Old_Burmese				branch (113)	6343		Noun		Burmish						
984			8.55		0		the branch				0			Xiandau				branch (113)	6343		Noun		Burmish						
985			8.55		0		the branch				0			Dumi				branch (113)	6343		Noun		Kiranti						
986			8.55		0		the branch				0			Khaling				branch (113)	6343		Noun		Kiranti						
987			8.55		0		the branch				0			Limbu				branch (113)	6343		Noun		Kiranti						
988			8.55		0		the branch				0			Wambule				branch (113)	6343		Noun		Kiranti						
989			8.55		0		the branch				0			Yakkha				branch (113)	6343		Noun		Kiranti						
990			8.55		0		the branch				0			Yamphu				branch (113)	6343		Noun		Kiranti						
991			8.55		0		the branch				0			Dulong				branch (113)	6343		Noun		Nungish						
992			8.55		0		the branch				0			Jingpo				branch (113)	6343		Noun		SAL						
993			8.55		0		the branch				0			Beijing				branch (113)	6343		Noun		Sinitic						
994			8.55		0		the branch				0			Caijia				branch (113)	6343		Noun		Sinitic						
995			8.55		0		the branch				0			Changsha				branch (113)	6343		Noun		Sinitic						
996			8.55		0		the branch				0			Ganzhou				branch (113)	6343		Noun		Sinitic						
997			8.55		0		the branch				0			Guangzhou				branch (113)	6343		Noun		Sinitic						
998			8.55		0		the branch				0			Meixian				branch (113)	6343		Noun		Sinitic						
999	*ke		8.55		0		the branch	*ke			225		支	Old_Chinese			k e	branch (113)	6343	branch	Noun		Sinitic						
1000			8.55		0		the branch				0			Xiamen				branch (113)	6343		Noun		Sinitic						
1001			8.55		0		the branch				0			Guiqiong				branch (113)	6343		Noun		rGyalrongic						
1002	tɤ-rtaʁ		8.55		0		the branch	tɤ-rtaʁ			224			Japhug			t ɤ ◦ r t a ʁ	branch (113)	6343		Noun		rGyalrongic						
1003			8.55		0		the branch				0			Khroskyabs_Wobzi				branch (113)	6343		Noun		rGyalrongic						
1004			8.55		0		the branch				0			Muya				branch (113)	6343		Noun		rGyalrongic						
1005			8.55		0		the branch				0			Stau				branch (113)	6343		Noun		rGyalrongic						
1006			8.55		0		the branch				0			Tangut				branch (113)	6343		Noun		rGyalrongic						
1007			8.55		0		the branch				0			Zbu				branch (113)	6343		Noun		rGyalrongic						
#
1008	pa₄₂	Wang2006a, 94	4.41	breast(49)	108		the breast	pa42	乳房		226	breast(11)		Dashi		p a ⁴² - - -	p a ⁴²	breast (18)	5992	breasts	Noun	breast (19)	Bai						
1009			4.41	breast(49)	0		the breast		乳房		0	breast(11)		Zhaozhuang				breast (18)	5992		Noun	breast (19)	Bai						
1010	pa₄₂	Wang2006a, 94	4.41	breast(49)	108		the breast	pa42	乳房		226	breast(11)		Ega		p a ⁴² - - -	p a ⁴²	breast (18)	5992	breasts	Noun	breast (19)	Bai						
1011	pa₂₁	Wang2006a, 94	4.41	breast(49)	108		the breast	pa21	乳房		226	breast(11)		Enqi		p a ²¹ - - -	p a ²¹	breast (18)	5992	breasts	Noun	breast (19)	Bai						
1012	pa₄₂	Allen2007, 138	4.41	breast(49)	108		the breast	pa42	乳房		226	breast(11)		Eryuan		p a ⁴² - - -	p a ⁴²	breast (18)	5992	breast / 乳房	Noun	breast (19)	Bai						
1013	ba₂₁	Wang2006a, 94	4.41	breast(49)	108		the breast	ba21	乳房		226	breast(11)		Gongxing		b a ²¹ - - -	b a ²¹	breast (18)	5992	breasts	Noun	breast (19)	Bai						
1014	pa₄₂tu₃₅	Allen2007, 138	4.41	breast(49)	113		the breast	pa42tu35	乳房		226	breast(11)		Heqi		p a ⁴² t u ³⁵	p a ⁴² t u ³⁵	breast (18)	5992	breast / 乳房	Noun	breast (19)	Bai						
1015	pa₄₂	Allen2007, 138	4.41	breast(49)	108		the breast	pa42	乳房		226	breast(11)		Jianchuan		p a ⁴² - - -	p a ⁴²	breast (18)	5992	breast / 乳房	Noun	breast (19)	Bai						
1016	pa₄₂	Wang2006a, 94	4.41	breast(49)	108		the breast	pa42	乳房		226	breast(11)		Jinman		p a ⁴² - - -	p a ⁴²	breast (18)	5992	breasts	Noun	breast (19)	Bai						
1017	pɑ₄₂	Wang2006a, 94	4.41	breast(49)	108		the breast	pɑ42	乳房		226	breast(11)		Jinxing		p ɑ ⁴² - - -	p ɑ ⁴²	breast (18)	5992	breasts	Noun	breast (19)	Bai						
1018	pa₄₄	Allen2007, 138	4.41	breast(49)	108		the breast	pa44	乳房		226	breast(11)		Luobenzhuo		p a ⁴⁴ - - -	p a ⁴⁴	breast (18)	5992	breast / 乳房	Noun	breast (19)	Bai						
1019	ŋɔŋ₃₃	Wang2006a, 94	4.41	breast(49)	119		the breast	[ŋɔŋ33]	乳房		9	breast(11)		Mazhelong		ŋ ɔ ŋ ³³	ŋ ɔ ŋ ³³	breast (18)	5992	breasts	Noun	breast (19)	Bai						
1020	pa₄₂ku₂₁	Allen2007, 138	4.41	breast(49)	120		the breast	pa42ku21	乳房		226	breast(11)		Qiliqiao		p a ⁴² k u ²¹	p a ⁴² k u ²¹	breast (18)	5992	breast / 乳房	Noun	breast (19)	Bai						
