# EDICTOR
@modified: 2015-02-02 16:0
#
ID	IPA	SOURCE	WOLD	TOWEROFBABEL	SCAID	NOTE	CONCEPT	ENTRY_IN_SOURCE	CHINESE	SWADESH_1952	COGID	SWADESH_1955	HANZI	DOCULECT	BORROWING	ALIGNMENT	TOKENS	ABVD	OMEGAWIKI	GLOSS_IN_SOURCE	POS	IELEX	SUBGROUP	MORPHEME_STRUCTURE	PARADIGM_1	PARADIGM_3	PARADIGM_4	PARADIGM_2	DUPLICATES
6884			13.09		0		nine				0			Guiqiong				Nine (205)	6193		Function word		rGyalrongic						
6885	kɯngɯt		13.09		0		nine	kɯngɯt			117			Japhug			k ɯ n g ɯ t	Nine (205)	6193		Function word		rGyalrongic						
6886			13.09		0		nine				0			Khroskyabs_Wobzi				Nine (205)	6193		Function word		rGyalrongic						
6887			13.09		0		nine				0			Muya				Nine (205)	6193		Function word		rGyalrongic						
6888			13.09		0		nine				0			Stau				Nine (205)	6193		Function word		rGyalrongic						
6889			13.09		0		nine				0			Tangut				Nine (205)	6193		Function word		rGyalrongic						
6890			13.09		0		nine				0			Zbu				Nine (205)	6193		Function word		rGyalrongic						
#
6891			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Dashi				nose (27)	5471		Noun	nose (112)	Bai						
6892	pi³³fʋ⁴⁴tɯ²¹		4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Zhaozhuang			p i ³³ f ʋ ⁴⁴ t ɯ ²¹	nose (27)	5471		Noun	nose (112)	Bai						
6893			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Ega				nose (27)	5471		Noun	nose (112)	Bai						
6894			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Enqi				nose (27)	5471		Noun	nose (112)	Bai						
6895	pi₂₁t͡se₄₄	Allen2007, 128	4.23	nose(31)	789		the nose	pi21tse44	鼻子	nose(106)	423	nose(61)		Eryuan		- - - - - - p - i ²¹ t͡s - e - ⁴⁴	p i ²¹ t͡s e ⁴⁴	nose (27)	5471	nose / 鼻子	Noun	nose (112)	Bai						
6896			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Gongxing				nose (27)	5471		Noun	nose (112)	Bai						
6897	vɤ₃₁tɯ₂₁	Allen2007, 128	4.23	nose(31)	790		the nose	vɤ31tɯ21	鼻子	nose(106)	423	nose(61)		Heqi		- - - - - - v - ɤ ³¹ t - ɯ - ²¹	v ɤ ³¹ t ɯ ²¹	nose (27)	5471	nose / 鼻子	Noun	nose (112)	Bai						
6898	ɤ̃₃₁kʰɤ₄₄tɯ₄₂	Allen2007, 128	4.23	nose(31)	791		the nose	ɤ̃31kʰɤ44tɯ42	鼻子	nose(106)	423	nose(61)		Jianchuan		- - - ɤ̃ ∼ ³¹ kʰ - ɤ ⁴⁴ t - ɯ ⁴² -	ɤ̃ ∼ ³¹ kʰ ɤ ⁴⁴ t ɯ ⁴²	nose (27)	5471	nose / 鼻子	Noun	nose (112)	Bai						
6899			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Jinman				nose (27)	5471		Noun	nose (112)	Bai						
6900			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Jinxing				nose (27)	5471		Noun	nose (112)	Bai						
6901	qʰuɛ₅₅ʈɯ₂₁	Allen2007, 128	4.23	nose(31)	793		the nose	qʰuɛ55ʈɯ21	鼻子	nose(106)	423	nose(61)		Luobenzhuo		- - - - - - qʰ u ɛ ⁵⁵ ʈ - ɯ ²¹ -	qʰ u ɛ ⁵⁵ ʈ ɯ ²¹	nose (27)	5471	nose / 鼻子	Noun	nose (112)	Bai						
6902			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Mazhelong				nose (27)	5471		Noun	nose (112)	Bai						
6903	pi₂₁fɤ₄₄tɯ₂₁	Allen2007, 128	4.23	nose(31)	794		the nose	pi21fɤ44tɯ21	鼻子	nose(106)	423	nose(61)		Qiliqiao		p - - i - ²¹ f - ɤ ⁴⁴ t - ɯ - ²¹	p i ²¹ f ɤ ⁴⁴ t ɯ ²¹	nose (27)	5471	nose / 鼻子	Noun	nose (112)	Bai						
6904	pi₃₃tou₃₁	Allen2007, 128	4.23	nose(31)	795		the nose	pi33tou31	鼻子	nose(106)	423	nose(61)		Xiangyun		- - - - - - p - i ³³ t o u - ³¹	p i ³³ t o u ³¹	nose (27)	5471	nose / 鼻子	Noun	nose (112)	Bai						
6905	pi₂₁kʰao₃₃	Allen2007, 128	4.23	nose(31)	796		the nose	pi21kʰao33	鼻子	nose(106)	423	nose(61)		Yunlong		p i ²¹ - - - kʰ a o ³³ - - - - -	p i ²¹ kʰ a o ³³	nose (27)	5471	nose / 鼻子	Noun	nose (112)	Bai						
6906			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Zhoucheng				nose (27)	5471		Noun	nose (112)	Bai						
6907			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Cone_Tibetan				nose (27)	5471		Noun	nose (112)	Bodic						
6908			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Lhasa_Tibetan				nose (27)	5471		Noun	nose (112)	Bodic						
6909	sna		4.23	nose(31)	0		the nose	sna	鼻子	nose(106)	424	nose(61)	鼻	Old_Tibetan			s n a	nose (27)	5471	nose	Noun	nose (112)	Bodic						
6910			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Achang_Lianghe				nose (27)	5471		Noun	nose (112)	Burmish						
6911			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Achang_Longchuan				nose (27)	5471		Noun	nose (112)	Burmish						
6912			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Achang_Luxi				nose (27)	5471		Noun	nose (112)	Burmish						
6913			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Atsi				nose (27)	5471		Noun	nose (112)	Burmish						
6914			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Bola				nose (27)	5471		Noun	nose (112)	Burmish						
6915	hnac		4.23	nose(31)	0		the nose	hnac	鼻子	nose(106)	424	nose(61)	鼻	Burmese			ʰn a c	nose (27)	5471	nose	Noun	nose (112)	Burmish						11473 (two)
6916			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Hpun				nose (27)	5471		Noun	nose (112)	Burmish						
6917			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Lashi				nose (27)	5471		Noun	nose (112)	Burmish						
6918			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Maru				nose (27)	5471		Noun	nose (112)	Burmish						
6919			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Old_Burmese				nose (27)	5471		Noun	nose (112)	Burmish						
6920			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Xiandau				nose (27)	5471		Noun	nose (112)	Burmish						
6921			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Dumi				nose (27)	5471		Noun	nose (112)	Kiranti						
6922	nɵ		4.23	nose(31)	0		the nose	nɵ	鼻子	nose(106)	424	nose(61)	鼻	Khaling			n ɵ	nose (27)	5471	nose	Noun	nose (112)	Kiranti						
6923	nɛbo		4.23	nose(31)	0		the nose	nɛbo	鼻子	nose(106)	424	nose(61)	鼻	Limbu			n ɛ b o	nose (27)	5471	nose	Noun	nose (112)	Kiranti						
6924			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Wambule				nose (27)	5471		Noun	nose (112)	Kiranti						
6925			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Yakkha				nose (27)	5471		Noun	nose (112)	Kiranti						
6926			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Yamphu				nose (27)	5471		Noun	nose (112)	Kiranti						
6927			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Dulong				nose (27)	5471		Noun	nose (112)	Nungish						
6928			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Jingpo				nose (27)	5471		Noun	nose (112)	SAL						
6929			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Beijing				nose (27)	5471		Noun	nose (112)	Sinitic						
6930			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Caijia				nose (27)	5471		Noun	nose (112)	Sinitic						
6931			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Changsha				nose (27)	5471		Noun	nose (112)	Sinitic						
6932			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Ganzhou				nose (27)	5471		Noun	nose (112)	Sinitic						
6933			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Guangzhou				nose (27)	5471		Noun	nose (112)	Sinitic						
6934			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Meixian				nose (27)	5471		Noun	nose (112)	Sinitic						
6935	*m-[b]i[t]-s		4.23	nose(31)	0		the nose	*m-[b]i[t]-s	鼻子	nose(106)	425	nose(61)	鼻	Old_Chinese			m ◦ b i t ◦ s	nose (27)	5471	nose	Noun	nose (112)	Sinitic						
6936			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Xiamen				nose (27)	5471		Noun	nose (112)	Sinitic						
6937			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Guiqiong				nose (27)	5471		Noun	nose (112)	rGyalrongic						
6938	tɯ-ɕna		4.23	nose(31)	0		the nose	tɯ-ɕna	鼻子	nose(106)	424	nose(61)	鼻	Japhug			t ɯ ◦ ɕ n a	nose (27)	5471	nose	Noun	nose (112)	rGyalrongic						
6939			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Khroskyabs_Wobzi				nose (27)	5471		Noun	nose (112)	rGyalrongic						
6940			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Muya				nose (27)	5471		Noun	nose (112)	rGyalrongic						
6941			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Stau				nose (27)	5471		Noun	nose (112)	rGyalrongic						
6942	njii²		4.23	nose(31)	0		the nose	njii²	鼻子	nose(106)	424	nose(61)	鼻	Tangut			n j ii ²	nose (27)	5471	nose	Noun	nose (112)	rGyalrongic						
6943			4.23	nose(31)	0		the nose		鼻子	nose(106)	0	nose(61)		Zbu				nose (27)	5471		Noun	nose (112)	rGyalrongic						
#
6944			24.06	not(32)	0		not		不	not(107)	0	not(62)		Dashi				no, not (195)	5495		Function word	not (113)	Bai						
6945			24.06	not(32)	0		not		不	not(107)	0	not(62)		Zhaozhuang				no, not (195)	5495		Function word	not (113)	Bai						
6946			24.06	not(32)	0		not		不	not(107)	0	not(62)		Ega				no, not (195)	5495		Function word	not (113)	Bai						
6947			24.06	not(32)	0		not		不	not(107)	0	not(62)		Enqi				no, not (195)	5495		Function word	not (113)	Bai						
6948			24.06	not(32)	0		not		不	not(107)	0	not(62)		Eryuan				no, not (195)	5495		Function word	not (113)	Bai						
6949			24.06	not(32)	0		not		不	not(107)	0	not(62)		Gongxing				no, not (195)	5495		Function word	not (113)	Bai						
6950			24.06	not(32)	0		not		不	not(107)	0	not(62)		Heqi				no, not (195)	5495		Function word	not (113)	Bai						
6951			24.06	not(32)	0		not		不	not(107)	0	not(62)		Jianchuan				no, not (195)	5495		Function word	not (113)	Bai						
6952			24.06	not(32)	0		not		不	not(107)	0	not(62)		Jinman				no, not (195)	5495		Function word	not (113)	Bai						
6953			24.06	not(32)	0		not		不	not(107)	0	not(62)		Jinxing				no, not (195)	5495		Function word	not (113)	Bai						
6954			24.06	not(32)	0		not		不	not(107)	0	not(62)		Luobenzhuo				no, not (195)	5495		Function word	not (113)	Bai						
6955			24.06	not(32)	0		not		不	not(107)	0	not(62)		Mazhelong				no, not (195)	5495		Function word	not (113)	Bai						
6956			24.06	not(32)	0		not		不	not(107)	0	not(62)		Qiliqiao				no, not (195)	5495		Function word	not (113)	Bai						
6957			24.06	not(32)	0		not		不	not(107)	0	not(62)		Xiangyun				no, not (195)	5495		Function word	not (113)	Bai						
6958			24.06	not(32)	0		not		不	not(107)	0	not(62)		Yunlong				no, not (195)	5495		Function word	not (113)	Bai						
6959			24.06	not(32)	0		not		不	not(107)	0	not(62)		Zhoucheng				no, not (195)	5495		Function word	not (113)	Bai						
6960			24.06	not(32)	0		not		不	not(107)	0	not(62)		Cone_Tibetan				no, not (195)	5495		Function word	not (113)	Bodic						
6961			24.06	not(32)	0		not		不	not(107)	0	not(62)		Lhasa_Tibetan				no, not (195)	5495		Function word	not (113)	Bodic						
6962	ma-		24.06	not(32)	0		not	ma-	不	not(107)	120	not(62)	無	Old_Tibetan			m a ◦	no, not (195)	5495	not	Function word	not (113)	Bodic						
6963			24.06	not(32)	0		not		不	not(107)	0	not(62)		Achang_Lianghe				no, not (195)	5495		Function word	not (113)	Burmish						
6964			24.06	not(32)	0		not		不	not(107)	0	not(62)		Achang_Longchuan				no, not (195)	5495		Function word	not (113)	Burmish						
6965			24.06	not(32)	0		not		不	not(107)	0	not(62)		Achang_Luxi				no, not (195)	5495		Function word	not (113)	Burmish						
6966			24.06	not(32)	0		not		不	not(107)	0	not(62)		Atsi				no, not (195)	5495		Function word	not (113)	Burmish						
6967			24.06	not(32)	0		not		不	not(107)	0	not(62)		Bola				no, not (195)	5495		Function word	not (113)	Burmish						
6968	ma³		24.06	not(32)	0		not	ma³	不	not(107)	120	not(62)	無	Burmese			m a ³	no, not (195)	5495	not	Function word	not (113)	Burmish						
6969			24.06	not(32)	0		not		不	not(107)	0	not(62)		Hpun				no, not (195)	5495		Function word	not (113)	Burmish						
6970			24.06	not(32)	0		not		不	not(107)	0	not(62)		Lashi				no, not (195)	5495		Function word	not (113)	Burmish						
6971			24.06	not(32)	0		not		不	not(107)	0	not(62)		Maru				no, not (195)	5495		Function word	not (113)	Burmish						
6972			24.06	not(32)	0		not		不	not(107)	0	not(62)		Old_Burmese				no, not (195)	5495		Function word	not (113)	Burmish						
6973			24.06	not(32)	0		not		不	not(107)	0	not(62)		Xiandau				no, not (195)	5495		Function word	not (113)	Burmish						
6974			24.06	not(32)	0		not		不	not(107)	0	not(62)		Dumi				no, not (195)	5495		Function word	not (113)	Kiranti						
6975	mu-		24.06	not(32)	0		not	mu-	不	not(107)	120	not(62)	無	Khaling			m u ◦	no, not (195)	5495	not	Function word	not (113)	Kiranti						
6976	mɛn-		24.06	not(32)	0		not	mɛn-	不	not(107)	120	not(62)	無	Limbu			m ɛ n ◦	no, not (195)	5495	not	Function word	not (113)	Kiranti						
6977			24.06	not(32)	0		not		不	not(107)	0	not(62)		Wambule				no, not (195)	5495		Function word	not (113)	Kiranti						
6978			24.06	not(32)	0		not		不	not(107)	0	not(62)		Yakkha				no, not (195)	5495		Function word	not (113)	Kiranti						
6979			24.06	not(32)	0		not		不	not(107)	0	not(62)		Yamphu				no, not (195)	5495		Function word	not (113)	Kiranti						
6980			24.06	not(32)	0		not		不	not(107)	0	not(62)		Dulong				no, not (195)	5495		Function word	not (113)	Nungish						
6981			24.06	not(32)	0		not		不	not(107)	0	not(62)		Jingpo				no, not (195)	5495		Function word	not (113)	SAL						
6982			24.06	not(32)	0		not		不	not(107)	0	not(62)		Beijing				no, not (195)	5495		Function word	not (113)	Sinitic						
6983			24.06	not(32)	0		not		不	not(107)	0	not(62)		Caijia				no, not (195)	5495		Function word	not (113)	Sinitic						
6984			24.06	not(32)	0		not		不	not(107)	0	not(62)		Changsha				no, not (195)	5495		Function word	not (113)	Sinitic						
6985			24.06	not(32)	0		not		不	not(107)	0	not(62)		Ganzhou				no, not (195)	5495		Function word	not (113)	Sinitic						
6986			24.06	not(32)	0		not		不	not(107)	0	not(62)		Guangzhou				no, not (195)	5495		Function word	not (113)	Sinitic						
6987			24.06	not(32)	0		not		不	not(107)	0	not(62)		Meixian				no, not (195)	5495		Function word	not (113)	Sinitic						
6988	*put		24.06	not(32)	0		not	*put	不	not(107)	121	not(62)	弗	Old_Chinese			p u t	no, not (195)	5495	no, not	Function word	not (113)	Sinitic						
6989			24.06	not(32)	0		not		不	not(107)	0	not(62)		Xiamen				no, not (195)	5495		Function word	not (113)	Sinitic						
6990			24.06	not(32)	0		not		不	not(107)	0	not(62)		Guiqiong				no, not (195)	5495		Function word	not (113)	rGyalrongic						
6991	mɤ-		24.06	not(32)	0		not	mɤ-	不	not(107)	120	not(62)	無	Japhug			m ɤ ◦	no, not (195)	5495	not	Function word	not (113)	rGyalrongic						
6992			24.06	not(32)	0		not		不	not(107)	0	not(62)		Khroskyabs_Wobzi				no, not (195)	5495		Function word	not (113)	rGyalrongic						
6993			24.06	not(32)	0		not		不	not(107)	0	not(62)		Muya				no, not (195)	5495		Function word	not (113)	rGyalrongic						
6994			24.06	not(32)	0		not		不	not(107)	0	not(62)		Stau				no, not (195)	5495		Function word	not (113)	rGyalrongic						
6995	mji¹		24.06	not(32)	0		not	mji¹	不	not(107)	120	not(62)	無	Tangut			m j i ¹	no, not (195)	5495	not	Function word	not (113)	rGyalrongic						
6996			24.06	not(32)	0		not		不	not(107)	0	not(62)		Zbu				no, not (195)	5495		Function word	not (113)	rGyalrongic						
#
6997	ku₃₃	Wang2006a, 1493	14.15		798		old (of person)	ku33	老	old(108)	123			Dashi		k u - ³³	k u ³³	old (162)	5482	old	Adjective	old (114)	Bai						
6998			14.15		0		old (of person)		老	old(108)	0			Zhaozhuang				old (162)	5482		Adjective	old (114)	Bai						
6999	gɯ₄₂	Wang2006a, 1051	14.15		799		old (of person)	gɯ42	老	old(108)	123			Ega		g ɯ - ⁴²	g ɯ ⁴²	old (162)	5482	used, old	Adjective	old (114)	Bai						
7000	gɯ₄₃	Wang2006a, 1051	14.15		799		old (of person)	gɯ43	老	old(108)	123			Enqi		g ɯ - ⁴³	g ɯ ⁴³	old (162)	5482	used, old	Adjective	old (114)	Bai						
7001	kɯ₃₁	Allen2007, 422	14.15		799		old (of person)	kɯ31	老	old(108)	123			Eryuan		k ɯ - ³¹	k ɯ ³¹	old (162)	5482	old / 旧	Adjective	old (114)	Bai						
7002	gɯ₄₂	Wang2006a, 1051	14.15		799		old (of person)	gɯ42	老	old(108)	123			Gongxing		g ɯ - ⁴²	g ɯ ⁴²	old (162)	5482	used, old	Adjective	old (114)	Bai						
7003	kɯ₃₁	Allen2007, 422	14.15		799		old (of person)	kɯ31	老	old(108)	123			Heqi		k ɯ - ³¹	k ɯ ³¹	old (162)	5482	old / 旧	Adjective	old (114)	Bai						
7004	kɯ₂₁	Allen2007, 422	14.15		799		old (of person)	kɯ21	老	old(108)	123			Jianchuan		k ɯ - ²¹	k ɯ ²¹	old (162)	5482	old / 旧	Adjective	old (114)	Bai						
7005	gɯ̃₄₂	Wang2006a, 1051	14.15		799		old (of person)	gɯ̃42	老	old(108)	123			Jinman		g ɯ̃ ∼ ⁴²	g ɯ̃ ∼ ⁴²	old (162)	5482	used, old	Adjective	old (114)	Bai						
7006	ku₃₃	Wang2006a, 1493	14.15		798		old (of person)	ku33	老	old(108)	123			Jinxing		k u - ³³	k u ³³	old (162)	5482	old	Adjective	old (114)	Bai						
7007	gɯ̃₃₃	Allen2007, 422	14.15		799		old (of person)	gɯ̃33	老	old(108)	123			Luobenzhuo		g ɯ̃ ∼ ³³	g ɯ̃ ∼ ³³	old (162)	5482	old / 旧	Adjective	old (114)	Bai						
7008	kǝɯ₂₁	Wang2006a, 1051	14.15		808		old (of person)	kǝɯ21	老	old(108)	123			Mazhelong		k ǝ ɯ ²¹	k ǝ ɯ ²¹	old (162)	5482	used, old	Adjective	old (114)	Bai						
7009	kɯ₃₃	Allen2007, 422	14.15		799		old (of person)	kɯ33	老	old(108)	123			Qiliqiao		k ɯ - ³³	k ɯ ³³	old (162)	5482	old / 旧	Adjective	old (114)	Bai						
7010	kɯ₂₁	Allen2007, 422	14.15		799		old (of person)	kɯ21	老	old(108)	123			Xiangyun		k ɯ - ²¹	k ɯ ²¹	old (162)	5482	old / 旧	Adjective	old (114)	Bai						
7011	kɯ₃₁	Allen2007, 422	14.15		799		old (of person)	kɯ31	老	old(108)	123			Yunlong		k ɯ - ³¹	k ɯ ³¹	old (162)	5482	old / 旧	Adjective	old (114)	Bai						
7012	kɯ₃₁	Wang2006a, 1051	14.15		799		old (of person)	kɯ31	老	old(108)	123			Zhoucheng		k ɯ - ³¹	k ɯ ³¹	old (162)	5482	used, old	Adjective	old (114)	Bai						
7013			14.15		0		old (of person)		老	old(108)	0			Cone_Tibetan				old (162)	5482		Adjective	old (114)	Bodic						
7014			14.15		0		old (of person)		老	old(108)	0			Lhasa_Tibetan				old (162)	5482		Adjective	old (114)	Bodic						
7015	rgas		14.15		0		old (of person)		老	old(108)	0			Old_Tibetan				old (162)	5482		Adjective	old (114)	Bodic						
7016			14.15		0		old (of person)		老	old(108)	0			Achang_Lianghe				old (162)	5482		Adjective	old (114)	Burmish						
7017			14.15		0		old (of person)		老	old(108)	0			Achang_Longchuan				old (162)	5482		Adjective	old (114)	Burmish						
7018			14.15		0		old (of person)		老	old(108)	0			Achang_Luxi				old (162)	5482		Adjective	old (114)	Burmish						
7019			14.15		0		old (of person)		老	old(108)	0			Atsi				old (162)	5482		Adjective	old (114)	Burmish						
7020			14.15		0		old (of person)		老	old(108)	0			Bola				old (162)	5482		Adjective	old (114)	Burmish						
7021			14.15		0		old (of person)		老	old(108)	0			Burmese				old (162)	5482		Adjective	old (114)	Burmish						
7022			14.15		0		old (of person)		老	old(108)	0			Hpun				old (162)	5482		Adjective	old (114)	Burmish						
7023			14.15		0		old (of person)		老	old(108)	0			Lashi				old (162)	5482		Adjective	old (114)	Burmish						
7024			14.15		0		old (of person)		老	old(108)	0			Maru				old (162)	5482		Adjective	old (114)	Burmish						
7025			14.15		0		old (of person)		老	old(108)	0			Old_Burmese				old (162)	5482		Adjective	old (114)	Burmish						
7026			14.15		0		old (of person)		老	old(108)	0			Xiandau				old (162)	5482		Adjective	old (114)	Burmish						
7027			14.15		0		old (of person)		老	old(108)	0			Dumi				old (162)	5482		Adjective	old (114)	Kiranti						
7028			14.15		0		old (of person)		老	old(108)	0			Khaling				old (162)	5482		Adjective	old (114)	Kiranti						
7029			14.15		0		old (of person)		老	old(108)	0			Limbu				old (162)	5482		Adjective	old (114)	Kiranti						
7030			14.15		0		old (of person)		老	old(108)	0			Wambule				old (162)	5482		Adjective	old (114)	Kiranti						
7031			14.15		0		old (of person)		老	old(108)	0			Yakkha				old (162)	5482		Adjective	old (114)	Kiranti						
7032			14.15		0		old (of person)		老	old(108)	0			Yamphu				old (162)	5482		Adjective	old (114)	Kiranti						
7033			14.15		0		old (of person)		老	old(108)	0			Dulong				old (162)	5482		Adjective	old (114)	Nungish						
7034			14.15		0		old (of person)		老	old(108)	0			Jingpo				old (162)	5482		Adjective	old (114)	SAL						
7035			14.15		0		old (of person)		老	old(108)	0			Beijing				old (162)	5482		Adjective	old (114)	Sinitic						
7036			14.15		0		old (of person)		老	old(108)	0			Caijia				old (162)	5482		Adjective	old (114)	Sinitic						
7037			14.15		0		old (of person)		老	old(108)	0			Changsha				old (162)	5482		Adjective	old (114)	Sinitic						
7038			14.15		0		old (of person)		老	old(108)	0			Ganzhou				old (162)	5482		Adjective	old (114)	Sinitic						
7039			14.15		0		old (of person)		老	old(108)	0			Guangzhou				old (162)	5482		Adjective	old (114)	Sinitic						
7040			14.15		0		old (of person)		老	old(108)	0			Meixian				old (162)	5482		Adjective	old (114)	Sinitic						
7041	*C-rˤuʔ		14.15		0		old (of person)	*C-rˤuʔ	老	old(108)	123		老	Old_Chinese			C ◦ rˤ u ʔ	old (162)	5482	old	Adjective	old (114)	Sinitic						
7042			14.15		0		old (of person)		老	old(108)	0			Xiamen				old (162)	5482		Adjective	old (114)	Sinitic						
7043			14.15		0		old (of person)		老	old(108)	0			Guiqiong				old (162)	5482		Adjective	old (114)	rGyalrongic						
7044	rgɤz		14.15		0		old (of person)	%rgɤz	老	old(108)	122			Japhug	1		r g ɤ z	old (162)	5482		Adjective	old (114)	rGyalrongic						
7045			14.15		0		old (of person)		老	old(108)	0			Khroskyabs_Wobzi				old (162)	5482		Adjective	old (114)	rGyalrongic						
7046			14.15		0		old (of person)		老	old(108)	0			Muya				old (162)	5482		Adjective	old (114)	rGyalrongic						
7047			14.15		0		old (of person)		老	old(108)	0			Stau				old (162)	5482		Adjective	old (114)	rGyalrongic						
7048			14.15		0		old (of person)		老	old(108)	0			Tangut				old (162)	5482		Adjective	old (114)	rGyalrongic						
7049			14.15		0		old (of person)		老	old(108)	0			Zbu				old (162)	5482		Adjective	old (114)	rGyalrongic						
#
7050			13.01	one(21)	0		one		一	one(109)	0	one(63)		Dashi				One (197)	6244		Function word	one (115)	Bai						
7051			13.01	one(21)	0		one		一	one(109)	0	one(63)		Zhaozhuang				One (197)	6244		Function word	one (115)	Bai						
7052	a₄₂	Wang2006a, 797	13.01	one(21)	811		one	a42	一	one(109)	124	one(63)		Ega		- a ⁴²	a ⁴²	One (197)	6244	one	Function word	one (115)	Bai						
7053	a₄₃	Wang2006a, 797	13.01	one(21)	811		one	a43	一	one(109)	124	one(63)		Enqi		- a ⁴³	a ⁴³	One (197)	6244	one	Function word	one (115)	Bai						
7054	ji₄₄	Allen2007, 450	13.01	one(21)	813		one	ji44	一	one(109)	124	one(63)		Eryuan		j i ⁴⁴	j i ⁴⁴	One (197)	6244	one / 一	Function word	one (115)	Bai						
7055	a₅₅	Wang2006a, 797	13.01	one(21)	811		one	a55	一	one(109)	124	one(63)		Gongxing		- a ⁵⁵	a ⁵⁵	One (197)	6244	one	Function word	one (115)	Bai						
7056	ji₄₄	Allen2007, 450	13.01	one(21)	813		one	ji44	一	one(109)	124	one(63)		Heqi		j i ⁴⁴	j i ⁴⁴	One (197)	6244	one / 一	Function word	one (115)	Bai						
7057	ji₄₄	Allen2007, 450	13.01	one(21)	813		one	ji44	一	one(109)	124	one(63)		Jianchuan		j i ⁴⁴	j i ⁴⁴	One (197)	6244	one / 一	Function word	one (115)	Bai						
7058	a₄₂	Wang2006a, 797	13.01	one(21)	811		one	a42	一	one(109)	124	one(63)		Jinman		- a ⁴²	a ⁴²	One (197)	6244	one	Function word	one (115)	Bai						
7059	a₄₂	Wang2006a, 797	13.01	one(21)	811		one	a42	一	one(109)	124	one(63)		Jinxing		- a ⁴²	a ⁴²	One (197)	6244	one	Function word	one (115)	Bai						
7060	ʔi₅₅	Allen2007, 450	13.01	one(21)	820		one	ʔi55	一	one(109)	124	one(63)		Luobenzhuo		ʔ i ⁵⁵	ʔ i ⁵⁵	One (197)	6244	one / 一	Function word	one (115)	Bai						
7061	a₂₁	Wang2006a, 797	13.01	one(21)	811		one	a21	一	one(109)	124	one(63)		Mazhelong		- a ²¹	a ²¹	One (197)	6244	one	Function word	one (115)	Bai						
7062	ji₄₄	Allen2007, 450	13.01	one(21)	813		one	ji44	一	one(109)	124	one(63)		Qiliqiao		j i ⁴⁴	j i ⁴⁴	One (197)	6244	one / 一	Function word	one (115)	Bai						
7063	a₃₁	Allen2007, 450	13.01	one(21)	811		one	a31	一	one(109)	124	one(63)		Xiangyun		- a ³¹	a ³¹	One (197)	6244	one / 一	Function word	one (115)	Bai						
7064	ji₄₄	Allen2007, 450	13.01	one(21)	813		one	ji44/a31	一	one(109)	124	one(63)		Yunlong		j i ⁴⁴	j i ⁴⁴	One (197)	6244	one / 一	Function word	one (115)	Bai						
7065	a₃₁	Wang2006a, 797	13.01	one(21)	811		one	a31	一	one(109)	124	one(63)		Zhoucheng		- a ³¹	a ³¹	One (197)	6244	one	Function word	one (115)	Bai						
