NUMBER	GLOSS
1240	bet (verb)
1241	thresh grain (verb)
1242	doze / nod off (verb)
1243	yawn (verb)
1244	hiccup (verb)
1245	belch (verb)
1246	open (verb)
1247	break (thunderbolt) (verb)
1248	thunder (verb)
1249	carry (money) on one (verb)
1250	bring up (children) (verb)
1251	lead (the way) / guide (verb)
1252	wear (a hat) (verb)
1253	wear (a turban) (verb)
1254	wear (a bracelet) (verb)
1255	hold up / delay (verb)
1256	block (the wind) (verb)
1257	fall down (a wall) / topple (verb)
1258	topple / tear down (a wall) (verb)
1259	pound to pieces (verb)
1260	reverse (verb)
1261	pour or throw out (water) (verb)
1262	arrive (verb)
1263	get / acquire (verb)
1264	wait (verb)
1265	quake (earth) (verb)
1266	lower (the head) (verb)
1267	nod (verb)
1268	light (a fire) (verb)
1269	burn (verb)
1270	light (a light) (verb)
1271	pad (verb)
1272	wither (verb)
1273	hold danglingly in the mouth (verb)
1274	drop (verb)
1275	hang (verb)
1276	fish (verb)
1277	fall over / down (verb)
1278	fold up (a quilt) (verb)
1279	bite (mosquito) (verb)
1280	hammer in (a nail) (verb)
1281	lose / mislay (verb)
1282	understand / grasp (verb)
1283	freeze (meat) (verb)
1284	frostbitten, be (hand) (verb)
1285	move (verb)
1286	stir / budge (verb)
1287	read (verb)
1288	block up / plug (verb)
1289	cross (a river) (verb)
1290	snap (thread) (verb, intransitive)
1291	snap (a thread) (verb)
1292	break / snap (stick)
1293	snap / break (a stick) (verb)
1294	heap / stack (hay, grass) (verb)
1295	hide oneself (verb)
1296	chop / cut (meat) (verb)
1297	stamp (one's foot) (verb)
1298	hungry, be (verb)
1299	occur / happen (verb)
1300	develop (career / undertaking)
1301	develop (a career / undertaking) (verb)
1302	swear / vow (verb)
1303	shiver / tremble (verb)
1304	ferment (verb)
1305	fever, have (verb)
1306	worry / anxious, be (verb)
1307	germinate / sprout (verb)
1308	punish (verb)
1309	turn inside out (clothing) or the reverse (verb)
1310	turn over (on bed) (verb)
1311	oppose (verb)
1312	ruminate (verb)
1313	spin (into yarn) (verb)
1314	put sthg. somewhere (verb)
1315	put in (salt) (verb)
1316	put out to pasture (verb)
1317	set on fire (verb)
1318	fly (verb)
1319	divide / share (things) (verb)
1320	divide family property and live apart (offspring) (verb)
1321	separate (verb)
1322	separate (cause to) (verb)
1323	crazy, become (verb)
1324	sew (up) (verb)
1325	apply (ointment) (verb)
1326	hatch / incubate (verb)
1327	put one's hand on (sthg.) for (verb)
1328	satisfy (conditions, requireme (verb)
1329	conform (cause to) / satisfy (verb)
1330	rot (verb)
1331	put (soil) on (verb)
1332	pull (a quilt) over oneself (verb)
1333	dry, be (verb)
1334	go (to market / a fair) (verb)
1335	dare (verb)
1336	work / labor (verb)
1337	tell (verb)
1338	complain about s.b. to his sup (verb)
1339	cut (meat) (verb)
1340	sever (a rope) (verb)
1341	cut off / sever (verb)
1342	mow / cut (grass) (verb)
1343	on the other side (of a riv (verb)
1344	hurt (the foot from grit in the shoe) (verb)
1345	give (verb)
1346	follow (verb)
1347	plough / till (verb)
1348	hook (verb)
1349	enough, be (verb)
1350	assess / estimate (verb)
1351	hire / employ (verb)
1352	shave (hairs) / scrape (verb)
1353	blow (wind) (verb)
1354	hang (on the wall) (verb)
1355	hung, be (verb)
1356	close (the door) (verb)
1357	pen in (sheep) (verb)
1358	manage / control (verb)
1359	fill (with water) (verb)
1360	kneel (verb)
1361	roll (verb)
1362	celebrate (the New Year) (verb)
1363	cross (a bridge) (verb)
1364	go by (two years) / pass (verb)
1365	shy, be / bashful (verb)
1366	afraid, be (verb)
1367	ask s.b. to come here / fetch (verb)
1368	yell / shout (verb)
1369	weld / solder (verb)
1370	drink (verb)
1371	suitable
1372	close (a book) (verb)
1373	hate (verb)
1374	dry by fire (verb)
1375	coax / fool (verb)
1376	regret (verb)
1377	paddle / row (verb)
1378	draw (a picture) (verb)
1379	pregnant, be (verb)
1380	doubt (verb)
1381	repay (a debt) (verb)
1382	return (a pen) (verb)
1383	change (verb)
1384	wave / wield (verb)
1385	return (verb)
1386	return, cause to (verb)
1387	turn one's head to the back (verb)
1388	recall / recollect (verb)
1389	answer / reply (verb)
1390	destroy / exterminate (verb)
1391	destroy (cause to) (verb)
1392	know (to write) (verb)
1393	mix / blend / mingle (verb)
1394	mix (cause to) (verb)
1395	muddle (the water) (verb)
1396	alive, become / active (verb)
1397	support / raise (verb)
1398	get / gain (verb)
1399	mix (powder) with water (verb)
1400	gather ( of water) / build up
1401	accumulate (verb)
1402	gather / assemble (verb)
1403	assemble / muster (a team) (verb)
1404	press (a tube of toothpaste) (verb)
1405	squeeze (for milk) (verb)
1406	pinch (of a shoe) (verb)
1407	remember (verb)
1408	deposit / leave with (verb)
1409	send (a letter) (verb)
1410	envy (verb)
1411	avoid certain food (because of (verb)
1412	buckle up / fasten (a belt) (verb)
1413	pick up (food with chopsticks) (verb)
1414	pick up (verb)
1415	reduce (verb)
1416	scissor (noun)
1417	tell (a story) (verb)
1418	land / descend (verb)
1419	exchange (verb)
1420	turn / hand over / consign (verb)
1421	make friends with (verb)
1422	water / sprinkle / irrigate (verb)
1423	burnt / scorched (verb, intransitive)
1424	chew (verb)
1425	teach (verb)
1426	crow (of cocks) (verb)
1427	crow (of hens) (verb)
1428	meow (verb)
1429	bray (verb)
1430	neigh (verb)
1431	moo (verb)
1432	bark (verb)
1433	grunt (of pigs) (verb)
1434	baa / bleat (verb)
1435	growl (of tigers) (verb)
1436	howl (of wolves) (verb)
1437	called, be / named (verb)
1438	lift (the lid) (verb)
1439	bear (fruit) (verb)
1440	freeze / ice up (verb)
1441	marry (verb)
1442	borrow (money) (verb)
1443	borrow (tools) (verb)
1444	soak / steep (verb)
1445	ban / forbid / prohibit (verb)
1446	immerse / submerge (verb)
1447	enter (a house) (verb)
1448	pass / go by (verb)
1449	startle / disturb (verb)
1450	startled, be / shy (of animals) (verb)
1451	rescue / save (verb)
1452	live / reside (verb)
1453	raise (the hand) (verb)
1454	saw (verb)
1455	get together, all / assemble (verb)
1456	roll up (cloth) (verb)
1457	huddle / curl up (verb)
1458	dig / excavate (verb)
1459	block / obstruct (verb)
1460	obstruct (cause to) / block (verb)
1461	open (a door) (verb)
1462	boiling, be (water) (verb)
1463	blossom (of flowers) (verb)
1464	start / drive (a car) (verb)
1465	start / begin (verb)
1466	open up wasteland (verb)
1467	chop down (trees) (verb)
1468	chop / hew (verb)
1469	watch (verb)
1470	let s.b. see / show (verb)
1471	see (verb)
1472	see ( a doctor) (verb)
1473	shoulder (verb)
1474	warm oneself by (a fire) (verb)
1475	rely / depend on (verb)
1476	kowtow (verb)
1477	cough (verb)
1478	thirsty, be (verb)
1479	carve / engrave (verb)
1480	agree / consent (verb)
1481	gnaw / nibble (verb)
1482	dig out with finger (verb)
1483	buckle / button up (verb)
1484	idle, be / unoccupied (verb)
1485	cry (verb)
1486	sleepy, be (verb)
1487	pull / tug (verb)
1488	empty the bowels (verb)
1489	peppery
1490	leave sthg. behind (verb)
1491	come (verb)
1492	drag for / dredge up (verb)
1493	old, be (verb)
1494	rein in (verb)
1495	tired, be / fatigued (verb)
1496	connect / join (verb)
1497	measure (verb)
1498	dry (clothes) in the air (verb)
1499	chat (verb)
1500	split open / rend (verb)
1501	drench (verb)
1502	flow (of water) (verb)
1503	reserve (seeds) (verb)
1504	deaf, be (verb)
1505	cuddle / embrace (verb)
1506	leak (verb)
1507	s.b.'s turn (verb)
1508	filter / strain (verb)
1509	messy, be / in chaos (verb)
1510	mess up (verb)
1511	pile / stack up (verb)
1512	set (of the sun) (verb)
1513	numb, be (verb)
1514	scold (verb)
1515	bury (verb)
1516	buy (verb)
1517	sell (verb)
1518	full, be / filled up (verb)
1519	have, do not (verb)
1520	cover up (objects) (verb)
1521	cry / chirp (of birds) (verb)
1522	die out (of fire) (verb)
1523	close (the mouth) lightly (verb)
1524	understand (verb)
1525	stroke / touch (verb)
1526	whet (a knife) (verb)
1527	grind (flour) (verb)
1528	take / hold / get (verb)
1529	taken hold of, have / gotten (verb)
1530	scratch (an itch) (verb)
1531	can (verb)
1532	shrivel up / wither (verb)
1533	twist (a towel) (verb)
1534	solidify / congeal (verb)
1535	throw up / vomit (verb)
1536	crawl (of people) (verb)
1537	crawl (of insects) (verb)
1538	climb (a mountain) (verb)
1539	climb up (a tree) (verb)
1540	strike (the table) (verb)
1541	line up (verb)
1542	send / dispatch (a person) (verb)
1543	circle / hover / wheel (verb)
1544	run (verb)
1545	make (tea) (verb)
1546	compensate (verb)
1547	sustain losses (in business) (verb)
1548	wear / bear (verb)
1549	expand / swell (verb)
1550	collide / run into (verb)
1551	drape (a garment) over one's shoulders (verb)
1552	chop (firewood) (verb)
1553	float (verb)
1554	splash / sprinkle (verb)
1555	split up (bamboo strips) (verb)
1556	become worn through (clothing) (verb)
1557	split up (bamboo pole) (verb)
1558	damaged, be (house) / cave in (verb)
1559	broken, be (bowls) (verb)
1560	break / smash (a bowl) (verb)
1561	cut / rip open (verb)
1562	pave / lay (verb)
1563	bully / treat s.b. rough (verb)
1564	deceive / cheat (verb)
1565	build by laying bricks, stones, etc. (verb)
1566	ride (a horse) (verb)
1567	rise / stand up (verb)
1568	pull / lead (a cow) along (verb)
1569	owe (money) (verb)
1570	rob / loot (verb)
1571	knock / strike (verb)
1572	raise (the tail) (verb)
1573	prize / pry (verb)
1574	cut up (vegetable) (verb)
1575	embrace a child cheek to cheek (verb)
1576	drive out / expel (verb)
1577	get / fetch (verb)
1578	marry (a woman) (verb)
1579	go / leave (verb)
1580	recover, fully (from an illness) (verb)
1581	healed, have (of a wound) (verb)
1582	chip (the rim) (verb)
1583	complete, be (verb)
1584	dye (verb)
1585	shout / yell (verb)
1586	make way for / give way (verb)
1587	heat up (cold rice) (verb)
1588	endure / be patient (verb)
1589	look at and distinguish (characters) (verb)
1590	recognize (verb)
1591	throw / toss (verb)
1592	dissolve (verb)
1593	dissolve (cause to) (verb)
1594	knead (dough) (verb)
1595	sprinkle / spray (verb)
1596	piss / pee (verb)
1597	scatter (seeds) (verb)
1598	break up (meeting) / end (verb)
1599	come loose (shoelace) (verb)
1600	untie / undo (verb)
1601	sweep (verb)
1602	kill (verb)
1603	sieve / sift (verb)
1604	dry (clothes) in the sun (verb)
1605	sunbathe (verb)
1606	lightning (verb)
1607	injure / hurt (the arm) (verb)
1608	consult / discuss (verb)
1609	go upstairs (verb)
1610	burn the grass on wasteland (verb)
1611	shoot (an arrow) (verb)
1612	shot, have (the target) (verb)
1613	stretch out (the arm) (verb)
1614	extend / elongate (verb)
1615	draw out / stretch (verb)
1616	seep into / permeate (verb)
1617	grow (verb)
1618	rust (verb)
1619	grow (a boil) (verb)
1620	birth, give to (verb)
1621	angry, be / take offense (verb)
1622	left over, be / remain (verb)
1623	rise / go up (verb)
1624	lose (sthg.) (verb)
1625	make / cause (verb)
1626	release / set free (verb)
1627	try / attempt (verb)
1628	be (verb)
1629	harvest / reap (verb)
1630	receive (verb)
1631	close (an umbrella) (verb)
1632	put in order / tidy (verb)
1633	guard / defend (verb)
1634	comb (verb)
1635	lose (a game) (verb)
1636	familiar with, be / know sthg. o (verb)
1637	cooked, be (rice) / done (verb)
1638	ripe, be (fruit) (verb)
1639	thinner, get (body) (verb)
1640	count (numbers) (verb)
1641	rinse (the mouth) (verb)
1642	fall / tumble down (verb)
1643	fling / toss (verb)
1644	bolt (the door) (verb)
1645	tie (a cow) to (verb)
1646	sleep (verb)
1647	asleep, fall (verb)
1648	suck (verb)
1649	speak (verb)
1650	tear up / rip (verb)
1651	die (verb)
1652	calculate (verb)
1653	break to pieces (grain) (verb)
1654	crush to pieces (verb)
1655	damage / spoil (verb)
1656	lock (the door) (verb)
1657	collapse / cave in / fall down (verb)
1658	step on / trample / stamp (verb)
1659	lift up / carry (verb)
1660	shed (tears) (verb)
1661	lie down (verb)
1662	scald / burn (the hand) (verb)
1663	escape / run away (verb)
1664	beg (for food) (verb)
1665	put on (another layer of cloth (verb)
1666	ache (head) (verb)
1667	kick (verb)
1668	shave (the head) (verb)
1669	cloudy, be (sky) / overcast (verb)
1670	clear, be (weather) / sunny (verb)
1671	dawn (the day) (verb)
1672	dark, get (verb)
1673	fill up (a hollow) (verb)
1674	lick / lap (verb)
1675	choose / pick (verb)
1676	carry (sthg.) with a pole on t (verb)
1677	dance (verb)
1678	jump (verb)
1679	pulse / beat (verb)
1680	paste / stick / glue (verb)
1681	listen (verb)
1682	hear (verb)
1683	stop / cease (verb)
1684	throw out (one's chest) (verb)
1685	notify / inform (verb)
1686	steal (verb)
1687	throw / hurl (verb)
1688	spit (verb)
1689	push / shove (verb)
1690	refuse by making excuses (verb)
1691	back up / retreat (verb)
1692	swallow (verb)
1693	slough off (of a snake) (verb)
1694	pull / drag (a log) (verb)
1695	take off (clothes) (verb)
1696	dislocate (a joint) (verb)
1697	carry (loads; of pack animals) (verb)
1698	dig / scoop out (verb)
1699	cut / gouge out (verb)
1700	curved, become / bent (verb)
1701	bend (verb)
1702	finish / be over (verb)
1703	play / amuse oneself (verb)
1704	forget (verb)
1705	violate / breach (verb)
1706	breastfeed / suckle (verb)
1707	smell (verb)
1708	ask / question (verb)
1709	hold (a pen) (verb)
1710	cover (the mouth) (verb)
1711	inhale (verb)
1712	accustomed to, be / habit of, ha (verb)
1713	wash (clothes) (verb)
1714	like / love (verb)
1715	blind, be (verb)
1716	go downstairs (verb)
1717	birth, give to (piglets) (verb)
1718	lay (eggs) (verb)
1719	fall (rain) (verb)
1720	hang down / droop (verb)
1721	frighten / scare (verb)
1722	cave in / sink (verb)
1723	offer / dedicate (verb)
1724	admire and envy (verb)
1725	believe / trust (verb)
1726	think (verb)
1727	recall / remember (verb)
1728	want (to go) (verb)
1729	look like / resemble (verb)
1730	digest (verb)
1731	disappear / vanish (verb)
1732	subside (of swelling) (verb)
1733	pare / peel with a knife (verb)
1734	careful, be / cautious (verb)
1735	laugh / smile (verb)
1736	write (verb)
1737	diarrhea, have (verb)
1738	blow (one's nose) (verb)
1739	wake up (verb)
1740	rest (verb)
1741	embroider (verb)
1742	learn (verb)
1743	smoke / fumigate (verb)
1744	find / look for (verb)
1745	press / push down (verb)
1746	castrate (cocks) (verb)
1747	grind / pestle (medicine) (verb)
1748	winnow (verb)
1749	itch / tickle (verb)
1750	raise (chickens) (verb)
1751	rock / sway (verb)
1752	shake (one's head) (verb)
1753	bite (verb)
1754	scoop up (water) / ladle out (verb)
1755	want / need (verb)
1756	lead the way (verb)
1757	rely / lean on (verb)
1758	overflow / spill (verb)
1759	withhold the facts / conceal (verb)
1760	win (verb)
1761	welcome, bid s.b. / greet (verb)
1762	embrace / hug (verb)
1763	swim (verb)
1764	have (money) (verb)
1765	there are (people) (verb)
1766	there are (trees on the mountain) (verb)
1767	have (eyes) (verb)
1768	there is (water in the bowl) (verb)
1769	meet / come across (verb)
1770	agree on / arrange (verb)
1771	cross / pass (verb)
1772	dizzy, feel / giddy (verb)
1773	permit / allow (verb)
1774	plant (trees) (verb)
1775	be (in the house) (verb)
1776	increase / gain (verb)
1777	chisel / bore (a hole) (verb)
1778	stick into / stab (verb)
1779	pricked, be (on a thorn) (verb)
1780	blink / wink (verb)
1781	extract (oil) (verb)
1782	pluck (flowers) (verb)
1783	stick down (an envelope) (verb)
1784	stand (verb)
1785	open (the mouth) (verb)
1786	grow up (verb)
1787	go up (water level) / rise (verb)
1788	bloated, feel (of the stomach) (verb)
1789	catch (fire) / be (on fire) (verb)
1790	catch cold (verb)
1791	call together / convene (verb)
1792	found / located (verb)
1793	sting (of wasps) (verb)
1794	cover / hide from view (verb)
1795	shake / quake (verb)
1796	fight / vie for (verb)
1797	steam (verb)
1798	know (verb)
1799	weave / knit (verb)
1800	point at / to / out (verb)
1801	plant / raise (wheat) (verb)
1802	swell (of tissue) (verb)
1803	use or lean on (a walking stic (verb)
1804	cook / boil (verb)
1805	grab / seize / catch (verb)
1806	turn around (verb)
1807	turn (a corner) (verb)
1808	turn (round and round) (verb)
1809	turn (cause to) (verb)
1810	put into a container / pack (verb)
1811	chase after (verb)
1812	prepare / get ready / intend (verb)
1813	catch / capture (verb)
1814	peck at (rice; of a chicken) (verb)
1815	walk (verb)
1816	bore / drill (a hole) (verb)
1817	drill (verb)
1818	drunk, be (verb)
1819	sit down (verb)
1820	do / make (verb)
1821	dream (verb)
1822	do / be in business (verb)
