45	Garo	Garo (Bangladesh)	467573	-sa	s a	one	one	1493
46	Garo	Garo (Bangladesh)	465322	bai-re	b ai r e	outside	outside	762
46	Garo	Garo (Bangladesh)	466296	ha•-gat-e	h a • g a t e	outside	outside	762
47	Garo	Garo (Bangladesh)	466167	git-chak	g i t c h a k	red	red	156
48	Garo	Garo (Bangladesh)	466469	jak-ra	j a k + r a	right hand	right	1019
49	Garo	Garo (Bangladesh)	467858	tam•-bing-a	t a m • b i n g a	round	round	1395
51	Garo	Garo (Bangladesh)	467728	-sin-i|	s i n i|	seven	seven	1704
52	Garo	Garo (Bangladesh)	465857	da-reng-a	d a r e n g a	sharp	sharp	1396
53	Garo	Garo (Bangladesh)	465360	ban-dang-a	b a n d a n g a	short	short	1645
53	Garo	Garo (Bangladesh)	465422	ben-dok-dok	b e n d o k d o k	short	short	1645
55	Garo	Garo (Bangladesh)	465944	-dok	d o k	six	six	1703
56	Garo	Garo (Bangladesh)	465780	chon-a	c h o n a	little; small	small	1246
57	Garo	Garo (Bangladesh)	467111	mrik-a	m r i k a	smooth	smooth	1234
57	Garo	Garo (Bangladesh)	467503	rin-ok-a	r i n o k a	smooth	smooth	1234
58	Garo	Garo (Bangladesh)	465901	dil•-dok-dil•-dok	d i l • d o k d i l • d o k	soft	soft	1856
58	Garo	Garo (Bangladesh)	465926	dip-u dip-u	d i p u _ d i p u	soft	soft	1856
59	Garo	Garo (Bangladesh)	467960	-tong-tang-	t o n g t a n g	direct; straight	straight	1404
59	Garo	Garo (Bangladesh)	465907	dim-breng-a	d i m b r e n g a	straight	straight	1404
60	Garo	Garo (Bangladesh)	465730	-chi-king	c h i k i n g	ten	ten	1515
61	Garo	Garo (Bangladesh)	467979	u-a	u a	that	that	78
62	Garo	Garo (Bangladesh)	467712	sim-il-chak	s i m i l c h a k	ant	the ant	587
64	Garo	Garo (Bangladesh)	467987	wa•-	w a •	bamboo	the bamboo	1927
66	Garo	Garo (Bangladesh)	465288	a-tom	a + t o m	stomach	the belly	1251
67	Garo	Garo (Bangladesh)	465930	do•-	d o •	bird	the bird	937
68	Garo	Garo (Bangladesh)	466335	han•-chi	h a n • c h i	blood	the blood	946
69	Garo	Garo (Bangladesh)	466737	ki◦m-|il	k i m + il	down; fur; hair of body	the body hair (hair or fur)	189
70	Garo	Garo (Bangladesh)	466241	greng	g r e n g	bone	the bone	1394
71	Garo	Garo (Bangladesh)	465508	bi-pek	b i p e k	branch; twig	the branch	1531
72	Garo	Garo (Bangladesh)	467774	sok-me	s o k m e	breast	the breast (female)	1402
73	Garo	Garo (Bangladesh)	465518	bi•-sa	b i • s a	child	the child (young human)	1304
74	Garo	Garo (Bangladesh)	466043	ga-dil-a	g a d i l a	cloud	the cloud	1489
75	Garo	Garo (Bangladesh)	465875	de-me-chik	d e m e c h i k	daughter	the daughter	1357
76	Garo	Garo (Bangladesh)	467509	rip-on-chi	r i p o n c h i	dew	the dew	1977
77	Garo	Garo (Bangladesh)	465162	a-chak	a c h a k	dog	the dog	2009
78	Garo	Garo (Bangladesh)	466435	ja-din-a	j a d i n a	dream	the dream	2374
78	Garo	Garo (Bangladesh)	466617	ju-mang	j u m a n g	dream	the dream	2374
79	Garo	Garo (Bangladesh)	466016	dul-a	d u l a	dust	the dust	2
79	Garo	Garo (Bangladesh)	466298	ha•-gin-dil-a	h a • g i n d i l a	dust	the dust	2
80	Garo	Garo (Bangladesh)	467120	na-chil	n a c h i l	ear	the ear	1247
81	Garo	Garo (Bangladesh)	466324	ha•-mang	h a • m a n g	earth; soil	the earth (soil)	1228
83	Garo	Garo (Bangladesh)	465934	do•-bit-chi	d o • b i t c h i	egg	the egg	744
84	Garo	Garo (Bangladesh)	467040	mik-on	m i k o n	eye; pupil of eye	the eye	1248
85	Garo	Garo (Bangladesh)	465253	a-pa	a p a	father	the father	1217
85	Garo	Garo (Bangladesh)	467255	pa-a	p aa	father	the father	1217
86	Garo	Garo (Bangladesh)	466239	grang	g r a n g	feather; wing	the feather	1201
87	Garo	Garo (Bangladesh)	465173	a-gal	a g a l	fire	the fire	221
88	Garo	Garo (Bangladesh)	467166	na•-tok	n a • t o k	fish	the fish	227
90	Garo	Garo (Bangladesh)	467374	pul	p u l	flower	the flower	239
91	Garo	Garo (Bangladesh)	466274	gu-ri	g u r i	fog; mist	the fog	249
92	Garo	Garo (Bangladesh)	466424	ja•-	j a •	foot; leg	the foot	1301
93	Garo	Garo (Bangladesh)	465609	bring	b r i n g	forest; jungle	the forest	420
95	Garo	Garo (Bangladesh)	465423	beng	b e n g	frog	the frog	503
96	Garo	Garo (Bangladesh)	467034	mik-kang-o	m i kk a n g o	front; in front of	the front (front side)	2194
98	Garo	Garo (Bangladesh)	465533	bi-te	b i t e	fruit	the fruit	1507
99	Garo	Garo (Bangladesh)	465969	do•-mok	d o • m o k	goat	the goat	1502
100	Garo	Garo (Bangladesh)	466701	ken•-a	k e n • a	brush; comb	the grass	606
100	Garo	Garo (Bangladesh)	465172	a-gal	a g a l	grass; thatch	the grass	606
100	Garo	Garo (Bangladesh)	467611	sam	s a m	grass; herb	the grass	606
101	Garo	Garo (Bangladesh)	467827	stil	s t i l	hail	the hail	609
102	Garo	Garo (Bangladesh)	466752	kin-i	k i n + i	hair of head	the hair (of the head)	1040
103	Garo	Garo (Bangladesh)	466449	jak	j a k	arm; hand	the hand	1277
104	Garo	Garo (Bangladesh)	467752	sko	s k o	head	the head	1256
105	Garo	Garo (Bangladesh)	466674	ka•-rong-ti	k a • r o n g t i	heart	the heart	1223
105	Garo	Garo (Bangladesh)	466688	ka•-tong	k a • t o n g	heart	the heart	1223
107	Garo	Garo (Bangladesh)	467727	sing-ga	s i n gg a	horn	the horn (keratinized skin)	1393
108	Garo	Garo (Bangladesh)	466228	go-|ra	g o |r a	horse	the horse	615
109	Garo	Garo (Bangladesh)	467202	nok	n o k	building; family; house; household	the house	1252
110	Garo	Garo (Bangladesh)	465621	bu-ra	b u r a	husband	the husband	1200
110	Garo	Garo (Bangladesh)	467641	se	s e	husband	the husband	1200
111	Garo	Garo (Bangladesh)	465591	bo-rop	b o r o p	ice; snow	the ice	617
112	Garo	Garo (Bangladesh)	466531	ja•-sku	j a • s k u	knee	the knee	1371
114	Garo	Garo (Bangladesh)	465462	bi-jak	b i j a k	leaf	the leaf	628
115	Garo	Garo (Bangladesh)	466826	ku•-chil	k u • c h i l	lip	the lip (the lips)	478
116	Garo	Garo (Bangladesh)	465467	bi-ka	b i k a	liver	the liver	1224
117	Garo	Garo (Bangladesh)	467912	tik	t i k	louse	the louse	1392
118	Garo	Garo (Bangladesh)	466681	ka•-sop	k a • s o p	lungs	the lung	688
119	Garo	Garo (Bangladesh)	466978	me•-a	m e • a	man (male)	the man (male human)	2106
120	Garo	Garo (Bangladesh)	465411	be•-en	b e • e n	body; flesh; meat	the meat	634
121	Garo	Garo (Bangladesh)	466446	ja-jong	j a j o n g	moon	the moon	1313
122	Garo	Garo (Bangladesh)	466079	gang-gu-a	g a n gg u a	mosquito	the mosquito	1509
123	Garo	Garo (Bangladesh)	465215	a-ma	a m a	mother	the mother	1216
123	Garo	Garo (Bangladesh)	466900	ma•-gip-a	m a • g i p a	mother	the mother	1216
124	Garo	Garo (Bangladesh)	466288	ha•-chik	h a • c h i k	hill; mountain; slope	the mountain	639
125	Garo	Garo (Bangladesh)	467000	me-se	m e s e	mouse; rat	the mouse or rat	2139
126	Garo	Garo (Bangladesh)	466857	ku•-sik	k u • s i k	mouth	the mouth	674
127	Garo	Garo (Bangladesh)	466292	ha•-dip-ek	h a • d i p e k	mud	the mud	640
127	Garo	Garo (Bangladesh)	466371	ha•-stap	h a • s t a p	mud	the mud	640
128	Garo	Garo (Bangladesh)	466483	jak-skil	j a k s k i l	claw; finger mail; nail	the nail (fingernail or claw)	2128
129	Garo	Garo (Bangladesh)	467064	ming-a	m i n g a	call; name	the name	1405
130	Garo	Garo (Bangladesh)	466180	git-ok	g i t o k	neck; throat	the neck	1333
131	Garo	Garo (Bangladesh)	467437	reng-si	r e n g s i	needle	the needle (for sewing)	1382
131	Garo	Garo (Bangladesh)	467699	sil-eng-si	s i l e n g s i	needle	the needle (for sewing)	1382
133	Garo	Garo (Bangladesh)	466130	ging	g i n g	nose; snot	the nose	1221
134	Garo	Garo (Bangladesh)	466973	mat-ram	m a t r a m	otter	the otter	15
135	Garo	Garo (Bangladesh)	467994	wak	w a k	pig	the pig	1337
136	Garo	Garo (Bangladesh)	467031	mik-ka	m i kk a	rain	the rain	658
138	Garo	Garo (Bangladesh)	467521	ro-a	r o a	rice seedling; seedling, rice	the rice plant	2026
139	Garo	Garo (Bangladesh)	465709	chi-bi-ma	c h i b i m a	river	the river	666
139	Garo	Garo (Bangladesh)	466076	gang	g a n g	river	the river	666
139	Garo	Garo (Bangladesh)	467200	no-di	n o d i	river	the river	666
140	Garo	Garo (Bangladesh)	467419	ras-ta	r a s t a	road	the road	667
141	Garo	Garo (Bangladesh)	466433	ja•-dil	j a • d i l	root	the root	670
141	Garo	Garo (Bangladesh)	467496	ring-gil-a	r i n g + g i l + a	root	the root	670
142	Garo	Garo (Bangladesh)	465998	do-ri	d o r i	rope; string	the rope	1218
142	Garo	Garo (Bangladesh)	466728	kil-ding	k i l d i n g	string; thread	the rope	1218
143	Garo	Garo (Bangladesh)	466635	kai-sim	k ai s i m	salt	the salt	1274
144	Garo	Garo (Bangladesh)	466334	han•-cheng	h a n • c h e n g	sand	the sand	671
146	Garo	Garo (Bangladesh)	465530	bit-chi-ri	b i t c h i r i	seed	the seed	714
147	Garo	Garo (Bangladesh)	465428	be-ra	b e r a	sheep	the sheep	1331
147	Garo	Garo (Bangladesh)	465970	do•-mok-me-ra	d o • m o k m e r a	sheep	the sheep	1331
148	Garo	Garo (Bangladesh)	466956	ma•-su-ke•-em-a	m a • s u k e • e m a	cow dung; dung	the shit	676
149	Garo	Garo (Bangladesh)	467267	pak-krong	p a kk r o n g	shoulder	the shoulder	1482
150	Garo	Garo (Bangladesh)	466685	kat-chi	k a t c h i	sickle	the sickle	341
151	Garo	Garo (Bangladesh)	465456	bi-gil	b i g i l	leather; skin	the skin	763
152	Garo	Garo (Bangladesh)	467701	sil-ga	s i l g a	sky	the sky	1732
153	Garo	Garo (Bangladesh)	467009	mik-a	m i k a	smoke	the smoke	778
153	Garo	Garo (Bangladesh)	467937	tip-a	t i p a	smoke	the smoke	778
154	Garo	Garo (Bangladesh)	465748	chip-pu	c h i pp u	snake	the snake	730
155	Garo	Garo (Bangladesh)	465591	bo-rop	b o r o p	ice; snow	the snow	784
156	Garo	Garo (Bangladesh)	465883	de-pan-te	d e p a n t e	son	the son	1620
157	Garo	Garo (Bangladesh)	465664	chan-cho-ra cham-cho-ra	c h a n c h o r a _ c h a m c h o r a	sparrow	the sparrow	1854
158	Garo	Garo (Bangladesh)	466265	gu-|ang	g u |a n g	spider	the spider	843
159	Garo	Garo (Bangladesh)	465272	a-sek-ki	a s e kk i	star	the star	1430
160	Garo	Garo (Bangladesh)	466200	gol•-	g o l •	stick	the stick	1295
161	Garo	Garo (Bangladesh)	467543	rong•-te	r o ng + t e	rock; stone	the stone (a piece of)	857
162	Garo	Garo (Bangladesh)	467591	sal	s a l	sun; day; daytime	the sun	1343
163	Garo	Garo (Bangladesh)	466736	ki•-me	k i • m e	tail	the tail	1220
166	Garo	Garo (Bangladesh)	466963	mat-cha	m a t c h a	leopard; tiger	the tiger	846
167	Garo	Garo (Bangladesh)		sre, sri, si-ri	s r e	tongue	the tongue	1205
168	Garo	Garo (Bangladesh)	467986	wa	w a	tooth	the tooth (front)	1380
169	Garo	Garo (Bangladesh)	465560	bol-bi-pang	b o l b i p a n g	tree	the tree	906
170	Garo	Garo (Bangladesh)	465704	chi	c h i	liquid; water	the water	948
171	Garo	Garo (Bangladesh)	466209	gom	g o m	wheat	the wheat	1077
172	Garo	Garo (Bangladesh)	466553	jik	j i k	wife	the wife	1199
173	Garo	Garo (Bangladesh)	468022	wen-a wen-wen-a	w e n a _ w e n w e n a	wind	the wind	960
174	Garo	Garo (Bangladesh)	466239	grang	g r a n g	feather; wing	the wing	1257
176	Garo	Garo (Bangladesh)	466980	me•-chik	m e • c h i k	woman	the woman	962
177	Garo	Garo (Bangladesh)	465557	bol	b o l	wood	the wood (material)	1803
178	Garo	Garo (Bangladesh)	465495	bil-si	b i l s i	year	the year	1226
178	Garo	Garo (Bangladesh)	465546	bo-chor	b o c h o r	year	the year	1226
179	Garo	Garo (Bangladesh)	467983	u•-no	u • n o	there	there	1937
180	Garo	Garo (Bangladesh)	465682	chat-a	c h a t a	thick	thick	1244
180	Garo	Garo (Bangladesh)	465890	dik-a	d i k a	thick	thick	1244
181	Garo	Garo (Bangladesh)		ba.-a	b a + a	thin, of paper	thin (object)	2307
182	Garo	Garo (Bangladesh)	466392	i-a	i a	this	this	1214
183	Garo	Garo (Bangladesh)	467116	na•-a	n a + a	you singular	thou [second person singular]	1215
184	Garo	Garo (Bangladesh)	466184	-git-|tam	g i t |t a m	third; three	three	492
185	Garo	Garo (Bangladesh)	467864	tang-a	t a n g a	alive; live	to be alive	1422
186	Garo	Garo (Bangladesh)	465732	chik-ku-rak-a	c h i kk u r a k a	bite	to bite	1403
187	Garo	Garo (Bangladesh)	467808	spo-a	s p o a	blow	to blow (of wind)	175
188	Garo	Garo (Bangladesh)	465919	ding•-il-a ding•-cha-a	d i n g • i l a _ d i n g • c h aa	burning	to burn [intransitive]	1428
189	Garo	Garo (Bangladesh)	465601	bre-a	b r e a	buy	to buy	1869
190	Garo	Garo (Bangladesh)		chik-pin-ek-a	ch i k + p i n + e k a	chew hard, chew and crush	to chew	321
191	Garo	Garo (Bangladesh)	466391	i•-a	i • a	come; go	to come	1446
191	Garo	Garo (Bangladesh)	467423	re•-a	r e • a	come; go	to come	1446
193	Garo	Garo (Bangladesh)	466240	grap-a	g r a p + a	cry; wail; weep	to cry (weep)	1420
194	Garo	Garo (Bangladesh)		jang-gi gal-a	j a ng + gi _ g a l + a	die, (lit. throw away the jang-gi soul).	to die	1494
195	Garo	Garo (Bangladesh)	465332	bak-a	b a k a	dig	to dig	1418
196	Garo	Garo (Bangladesh)	467493	ring-a	r i n g a	drink; smoke	to drink	1401
197	Garo	Garo (Bangladesh)	465633	cha•-a	c h a • a	eat	to eat	1336
198	Garo	Garo (Bangladesh)	465831	dak-grik-a	d a k g r i k a	fight	to fight	1423
199	Garo	Garo (Bangladesh)	465340	bal-beng-a	b a l b e n g a	float	to float	1574
200	Garo	Garo (Bangladesh)		jo.-ol-a	j o + o l a	flow, of water	to flow	2003
201	Garo	Garo (Bangladesh)	467920	til•-a	t i l • a	fly	to fly (move through air)	1441
202	Garo	Garo (Bangladesh)	466264	gu-al-a	g u a l a	forget	to forget	1523
203	Garo	Garo (Bangladesh)	467531	ron•-a	r o n • a	give; put	to give	1447
204	Garo	Garo (Bangladesh)	466741	kin-a-a	k i n aa	hear; listen	to hear	1408
205	Garo	Garo (Bangladesh)	465994	don-u-a	d o n u a	conceal; hide	to hide (conceal)	602
206	Garo	Garo (Bangladesh)	467952	tom-a	t o m a	hold; lift	to hold	1448
207	Garo	Garo (Bangladesh)	467680	si-kal dak-a	s i k a l _ d a k a	hunt	to hunt	1435
208	Garo	Garo (Bangladesh)	467670	si-et-a	s i e t a	kill	to kill	1417
210	Garo	Garo (Bangladesh)	466301	hai•-a	h ai • a	know; understand	to know (something)	1410
211	Garo	Garo (Bangladesh)	466627	ka•-ding-a	k a • d i n g a	laugh; smile	to laugh	1355
212	Garo	Garo (Bangladesh)	467730	sin-ing-a	s i n i n g a	learn; teach	to learn	504
213	Garo	Garo (Bangladesh)	467810	srak-a	s r a k a	lick	to lick	319
214	Garo	Garo (Bangladesh)	465543	bo•-a ra•-a	b o • a _ r a • a	lie; speak incorrectly	to lie down	215
215	Garo	Garo (Bangladesh)		kim-a	k i m + a	marry, get married	to marry (a man marries a woman)	2164
216	Garo	Garo (Bangladesh)	466191	go-a	g o a	broadcast; cast; plant; shoot; throw	to plant (vegetals, rice)	1486
217	Garo	Garo (Bangladesh)	466641	kal•-a	k a l • a	play	to play	1413
218	Garo	Garo (Bangladesh)	467595	sal-a	s a l a	pull	to pull	1455
219	Garo	Garo (Bangladesh)	467682	sik-do-a	s i k d o a	push	to push	1452
220	Garo	Garo (Bangladesh)	465976	dong-a	d o ng + a	belong; dwell; have; reside	to reside (live)	1099
221	Garo	Garo (Bangladesh)	466684	kat-a	k a t a	run; run away	to run	1519
222	Garo	Garo (Bangladesh)	465607	brik-a	b r i k a	scratch	to scratch	1436
223	Garo	Garo (Bangladesh)	467185	nik-a	n i k a	appear; dream about; look like; see	to see	1409
224	Garo	Garo (Bangladesh)	466191	go-a	g o a	broadcast; cast; plant; shoot; throw	to shoot (an arrow)	1172
225	Garo	Garo (Bangladesh)	467492	ring•-a	r i n g • a	sing	to sing	1261
226	Garo	Garo (Bangladesh)	465806	chu-a	c h u a	sleep	to sleep	1585
227	Garo	Garo (Bangladesh)	467713	sim-il-ot-a	s i m i l o t a	smell; sniff	to smell (perceive odor) [transitive]	1586
228	Garo	Garo (Bangladesh)	466191	go-a	g o a	broadcast; cast; plant; shoot; throw	to sow (broadcast, scatter seeds)	748
229	Garo	Garo (Bangladesh)	465410	be•-el-e gal-a	b e • e l e _ g a l a	spit	to spit	1440
230	Garo	Garo (Bangladesh)	465643	cha-deng-a	c h a d e n g a	stand	to stand	1442
231	Garo	Garo (Bangladesh)	465686	chau•-a	c h au • a	steal	to steal	713
232	Garo	Garo (Bangladesh)	465663	chan-chi-a	c h a n c h i a	believe; suppose; think	to think (reflect)	1415
233	Garo	Garo (Bangladesh)	466191	go-a	g o a	broadcast; cast; plant; shoot; throw	to throw	1456
234	Garo	Garo (Bangladesh)	465721	chi-gal-a	c h i g a l a	vomit	to vomit	1278
235	Garo	Garo (Bangladesh)	467523	ro-am-a	r o a m a	stroll; wander	to walk	1443
236	Garo	Garo (Bangladesh)	467109	mrak-a	m r a k + a	clean off; wipe off	to wipe	1454
237	Garo	Garo (Bangladesh)	465860	da•-sal	d a • s a l	today	today	1283
238	Garo	Garo (Bangladesh)	465222	am-bin-o	a m b i n o	tomorrow	tomorrow	1329
239	Garo	Garo (Bangladesh)	466782	kol-grik	k o l g r i k	twenty	twenty	1710
240	Garo	Garo (Bangladesh)	466139	-gin-i	g i n i	second; two	two	1498
241	Garo	Garo (Bangladesh)	465743	ching-a	c h i n g a	we	we [first person plural inclusive]	1131
242	Garo	Garo (Bangladesh)	467798	so-si-a	s o s i a	wet	wet	1726
243	Garo	Garo (Bangladesh)	465296	ba-	b a	what?	what	1236
243	Garo	Garo (Bangladesh)	466886	ma	m a	what?	what	1236
244	Garo	Garo (Bangladesh)	465373	ba-o	b a o	where	where	1237
245	Garo	Garo (Bangladesh)	465553	bok-a	b o k a	white	white	1335
246	Garo	Garo (Bangladesh)	467571	sa	s a	who?	who	1235
247	Garo	Garo (Bangladesh)	467479	rim-it	r i m i t	yellow	yellow	1424
248	Garo	Garo (Bangladesh)	466989	me-ja-o	m e j a o	yesterday	yesterday	1174
249	Garo	Garo (Bangladesh)	467146	na•-ong	n a + o ng	you plural	you [second person plural]	1213
250	Garo	Garo (Bangladesh)	467339	pi•-sa	p i • s a	child; interest, monetary; young	young	1207
