# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	IELEX	IPA	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	SCAID	SOURCE	SUBGROUP	SWADESH_1952	SWADESH_1955	TOKENS	TOWEROFBABEL	WOLD
8093	rotten (112)	-			腐烂	0	rotten (of fruits)	Dulong		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	Nungish	rotten (especially log)(123)	-	-	-	5125
8094	rotten (112)	-			腐烂	0	rotten (of fruits)	Jingpo		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	SAL	rotten (especially log)(123)	-	-	-	5125
8095	rotten (112)	-			腐烂	0	rotten (of fruits)	Beijing		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	Sinitic	rotten (especially log)(123)	-	-	-	5125
8096	rotten (112)	-			腐烂	0	rotten (of fruits)	Caijia		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	Sinitic	rotten (especially log)(123)	-	-	-	5125
8097	rotten (112)	-			腐烂	0	rotten (of fruits)	Changsha		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	Sinitic	rotten (especially log)(123)	-	-	-	5125
8099	rotten (112)	-			腐烂	0	rotten (of fruits)	Guangzhou		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	Sinitic	rotten (especially log)(123)	-	-	-	5125
8100	rotten (112)	-			腐烂	0	rotten (of fruits)	Meixian		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	Sinitic	rotten (especially log)(123)	-	-	-	5125
8101	rotten (112)	-			腐烂	141	rotten (of fruits)	Old_Chinese		*[b](r)oʔ	rotten	腐	rotten (129)	*[b](r)oʔ		-	7031					Adjective	0	-	Sinitic	rotten (especially log)(123)	-	b r ) o ʔ	-	5125
8102	rotten (112)	-			腐烂	0	rotten (of fruits)	Xiamen		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	Sinitic	rotten (especially log)(123)	-	-	-	5125
8103	rotten (112)	-			腐烂	0	rotten (of fruits)	Guiqiong		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	rGyalrongic	rotten (especially log)(123)	-	-	-	5125
8104	rotten (112)	-			腐烂	140	rotten (of fruits)	Japhug		tsɣi	-	-	rotten (129)	tsɣi		-	7031					Adjective	0	-	rGyalrongic	rotten (especially log)(123)	-	ts ɣ i	-	5125
8105	rotten (112)	-			腐烂	0	rotten (of fruits)	Khroskyabs_Wobzi		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	rGyalrongic	rotten (especially log)(123)	-	-	-	5125
8106	rotten (112)	-			腐烂	0	rotten (of fruits)	Muya		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	rGyalrongic	rotten (especially log)(123)	-	-	-	5125
8107	rotten (112)	-			腐烂	0	rotten (of fruits)	Stau		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	rGyalrongic	rotten (especially log)(123)	-	-	-	5125
8108	rotten (112)	-			腐烂	0	rotten (of fruits)	Tangut		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	rGyalrongic	rotten (especially log)(123)	-	-	-	5125
8109	rotten (112)	-			腐烂	0	rotten (of fruits)	Zbu		-	-	-	rotten (129)	-		-	7031					Adjective	0	-	rGyalrongic	rotten (especially log)(123)	-	-	-	5125
13043						0	rotten (of fruits)	Guzhang			腐爛	腐		fɤ²⁵			7031						0							
13365						0	rotten (of fruits)	Ganzhou		lã4	rotten (125)			lã⁵			7031						0					l ã ∼ ⁵		
13530						0	rotten (of fruits)	Caijia									7031						0							
13790						0	rotten (of fruits)	Jixi				爛		nɔ²²			7031						0							
14050						0	rotten (of fruits)	Changshan									7031						0							
14570						0	rotten (of fruits)	Dancun				爛		lan³²			7031						0							
#
8110	-	- u - ẽ ∼ ³¹			圆	142	round	Dashi		uẽ31	round	-	round (130)	uẽ₃₁		-	5984					Adjective	962	Wang2006a, 990	Bai	-	round(69)	u ẽ ∼ ³¹	round(94)	12.81
8111	-	-			圆	0	round	Zhaozhuang		-	-	-	round (130)	-		-	5984					Adjective	0	-	Bai	-	round(69)	-	round(94)	12.81
8112	-	kʰ u - ɛ - ⁴⁴			圆	142	round	Ega		kʰuɛ44	round	-	round (130)	kʰuɛ₄₄		-	5984					Adjective	963	Wang2006a, 990	Bai	-	round(69)	kʰ u ɛ ⁴⁴	round(94)	12.81
8113	-	ʁ u - ɛ - ²¹			圆	142	round	Enqi		ʁuE21	round	-	round (130)	ʁuɛ₂₁		-	5984					Adjective	964	Wang2006a, 990	Bai	-	round(69)	ʁ u ɛ ²¹	round(94)	12.81
8114	-	-			圆	0	round	Eryuan		-	-	-	round (130)	-		-	5984					Adjective	0	-	Bai	-	round(69)	-	round(94)	12.81
8115	-	- u - e n ¹²			圆	142	round	Gongxing		uen12	round	-	round (130)	uen₁₂		-	5984					Adjective	965	Wang2006a, 990	Bai	-	round(69)	u e n ¹²	round(94)	12.81
8116	-	-			圆	0	round	Heqi		-	-	-	round (130)	-		-	5984					Adjective	0	-	Bai	-	round(69)	-	round(94)	12.81
8117	-	-			圆	0	round	Jianchuan		-	-	-	round (130)	-		-	5984					Adjective	0	-	Bai	-	round(69)	-	round(94)	12.81
8118	-	ŋ u - e - ²¹			圆	142	round	Jinman		ŋue21	round	-	round (130)	ŋue₂₁		-	5984					Adjective	966	Wang2006a, 990	Bai	-	round(69)	ŋ u e ²¹	round(94)	12.81
8119	-	- u - ẽ ∼ ²¹			圆	142	round	Jinxing		uẽ21	round	-	round (130)	uẽ₂₁		-	5984					Adjective	962	Wang2006a, 990	Bai	-	round(69)	u ẽ ∼ ²¹	round(94)	12.81
8120	-	-			圆	0	round	Luobenzhuo		-	-	-	round (130)	-		-	5984					Adjective	0	-	Bai	-	round(69)	-	round(94)	12.81
8121	-	- - v e n ²¹			圆	142	round	Mazhelong		ven21	round	-	round (130)	ven₂₁		-	5984					Adjective	968	Wang2006a, 990	Bai	-	round(69)	v e n ²¹	round(94)	12.81
8122	-	-			圆	0	round	Qiliqiao		-	-	-	round (130)	-		-	5984					Adjective	0	-	Bai	-	round(69)	-	round(94)	12.81
8123	-	-			圆	0	round	Xiangyun		-	-	-	round (130)	-		-	5984					Adjective	0	-	Bai	-	round(69)	-	round(94)	12.81
8124	-	-			圆	0	round	Yunlong		-	-	-	round (130)	-		-	5984					Adjective	0	-	Bai	-	round(69)	-	round(94)	12.81
8125	-	- u - e - ²¹			圆	142	round	Zhoucheng		ue21	round	-	round (130)	ue₂₁		-	5984					Adjective	962	Wang2006a, 990	Bai	-	round(69)	u e ²¹	round(94)	12.81
8126	-	-			圆	0	round	Cone_Tibetan		-	-	-	round (130)	-		-	5984					Adjective	0	-	Bodic	-	round(69)	-	round(94)	12.81
8127	-	-			圆	0	round	Lhasa_Tibetan		-	-	-	round (130)	-		-	5984					Adjective	0	-	Bodic	-	round(69)	-	round(94)	12.81
8128	-	-			圆	145	round	Old_Tibetan		zlum-	round	圓	round (130)	zlum-		-	5984					Adjective	0	-	Bodic	-	round(69)	z l u m ◦	round(94)	12.81
8129	-	-			圆	0	round	Achang_Lianghe		-	-	-	round (130)	-		-	5984					Adjective	0	-	Burmish	-	round(69)	-	round(94)	12.81
8130	-	-			圆	0	round	Achang_Longchuan		-	-	-	round (130)	-		-	5984					Adjective	0	-	Burmish	-	round(69)	-	round(94)	12.81
8131	-	-			圆	0	round	Achang_Luxi		-	-	-	round (130)	-		-	5984					Adjective	0	-	Burmish	-	round(69)	-	round(94)	12.81
8132	-	-			圆	0	round	Atsi		-	-	-	round (130)	-		-	5984					Adjective	0	-	Burmish	-	round(69)	-	round(94)	12.81
8133	-	-			圆	0	round	Bola		-	-	-	round (130)	-		-	5984					Adjective	0	-	Burmish	-	round(69)	-	round(94)	12.81
8134	-	-			圆	146	round	Burmese		wan²	round	圓	round (130)	wan²		-	5984					Adjective	0	-	Burmish	-	round(69)	w a n ²	round(94)	12.81
8135	-	-			圆	0	round	Hpun		-	-	-	round (130)	-		-	5984					Adjective	0	-	Burmish	-	round(69)	-	round(94)	12.81
8136	-	-			圆	0	round	Lashi		-	-	-	round (130)	-		-	5984					Adjective	0	-	Burmish	-	round(69)	-	round(94)	12.81
8137	-	-			圆	0	round	Maru		-	-	-	round (130)	-		-	5984					Adjective	0	-	Burmish	-	round(69)	-	round(94)	12.81
8138	-	-			圆	0	round	Old_Burmese		-	-	-	round (130)	-		-	5984					Adjective	0	-	Burmish	-	round(69)	-	round(94)	12.81
8139	-	-			圆	0	round	Xiandau		-	-	-	round (130)	-		-	5984					Adjective	0	-	Burmish	-	round(69)	-	round(94)	12.81
8140	-	-			圆	0	round	Dumi		-	-	-	round (130)	-		-	5984					Adjective	0	-	Kiranti	-	round(69)	-	round(94)	12.81
8141	-	-			圆	148	round	Khaling		khʌkhʌrmîm	round	圓	round (130)	khʌkhʌrmîm		-	5984					Adjective	0	-	Kiranti	-	round(69)	kʰ ʌ kʰ ʌ r m î m	round(94)	12.81
8142	-	-			圆	147	round	Limbu		kugɔp	round	圓	round (130)	kugɔp		-	5984					Adjective	0	-	Kiranti	-	round(69)	k u g ɔ p	round(94)	12.81
8143	-	-			圆	0	round	Wambule		-	-	-	round (130)	-		-	5984					Adjective	0	-	Kiranti	-	round(69)	-	round(94)	12.81
8144	-	-			圆	0	round	Yakkha		-	-	-	round (130)	-		-	5984					Adjective	0	-	Kiranti	-	round(69)	-	round(94)	12.81
8145	-	-			圆	0	round	Yamphu		-	-	-	round (130)	-		-	5984					Adjective	0	-	Kiranti	-	round(69)	-	round(94)	12.81
8146	-	-			圆	0	round	Dulong		-	-	-	round (130)	-		-	5984					Adjective	0	-	Nungish	-	round(69)	-	round(94)	12.81
8147	-	-			圆	0	round	Jingpo		-	-	-	round (130)	-		-	5984					Adjective	0	-	SAL	-	round(69)	-	round(94)	12.81
8148	-	-			圆	0	round	Beijing		-	-	-	round (130)	-		-	5984					Adjective	0	-	Sinitic	-	round(69)	-	round(94)	12.81
8149	-	-			圆	0	round	Caijia		-	-	-	round (130)	-		-	5984					Adjective	0	-	Sinitic	-	round(69)	-	round(94)	12.81
8150	-	-			圆	0	round	Changsha		-	-	-	round (130)	-		-	5984					Adjective	0	-	Sinitic	-	round(69)	-	round(94)	12.81
8152	-	-			圆	0	round	Guangzhou		-	-	-	round (130)	-		-	5984					Adjective	0	-	Sinitic	-	round(69)	-	round(94)	12.81
8153	-	-			圆	0	round	Meixian		-	-	-	round (130)	-		-	5984					Adjective	0	-	Sinitic	-	round(69)	-	round(94)	12.81
8154	-	-			圆	144	round	Old_Chinese		*ɢʷren	round	圓	round (130)	*ɢʷren		-	5984					Adjective	0	-	Sinitic	-	round(69)	ɢʷ r e n	round(94)	12.81
8155	-	-			圆	0	round	Xiamen		-	-	-	round (130)	-		-	5984					Adjective	0	-	Sinitic	-	round(69)	-	round(94)	12.81
8156	-	-			圆	0	round	Guiqiong		-	-	-	round (130)	-		-	5984					Adjective	0	-	rGyalrongic	-	round(69)	-	round(94)	12.81
8157	-	-			圆	143	round	Japhug		artɯm	round	圓	round (130)	artɯm		-	5984					Adjective	0	-	rGyalrongic	-	round(69)	a r t ɯ m	round(94)	12.81
8158	-	-			圆	0	round	Khroskyabs_Wobzi		-	-	-	round (130)	-		-	5984					Adjective	0	-	rGyalrongic	-	round(69)	-	round(94)	12.81
8159	-	-			圆	0	round	Muya		-	-	-	round (130)	-		-	5984					Adjective	0	-	rGyalrongic	-	round(69)	-	round(94)	12.81
8160	-	-			圆	0	round	Stau		-	-	-	round (130)	-		-	5984					Adjective	0	-	rGyalrongic	-	round(69)	-	round(94)	12.81
8161	-	-			圆	145	round	Tangut		low²	round	圓	round (130)	low²		-	5984					Adjective	0	-	rGyalrongic	-	round(69)	l o w ²	round(94)	12.81
8162	-	-			圆	0	round	Zbu		-	-	-	round (130)	-		-	5984					Adjective	0	-	rGyalrongic	-	round(69)	-	round(94)	12.81
13044						0	round	Guzhang			圓	X		lɤŋ¹³			5984						0							
13366						0	round	Ganzhou		ɥĩ2	round (126)			ɥĩ³			5984						0					ɥ ĩ ∼ ³		
13531						0	round	Caijia									5984						0							
13791						0	round	Jixi				圓		yẽi⁴⁴			5984						0							
14051						0	round	Changshan									5984						0							
14571						0	round	Dancun				圓		jɔn²²			5984						0							
#
8534	Seven (203)	t͡ɕʰ i ⁴⁴			-	150	seven	Dashi		tɕʰi44	seven	-	-	t͡ɕʰi₄₄		-	7004					Function word	999	Wang2006a, 803	Bai	-	-	t͡ɕʰ i ⁴⁴	-	13.07
8535	Seven (203)	-			-	0	seven	Zhaozhuang		-	-	-	-	-		-	7004					Function word	0	-	Bai	-	-	-	-	13.07
8536	Seven (203)	t͡sʰ i ⁴⁴			-	150	seven	Ega		tsʰi44	seven	-	-	t͡sʰi₄₄		-	7004					Function word	999	Wang2006a, 803	Bai	-	-	t͡sʰ i ⁴⁴	-	13.07
8537	Seven (203)	t͡sʰ i ⁵⁵			-	150	seven	Enqi		tsʰi55	seven	-	-	t͡sʰi₅₅		-	7004					Function word	999	Wang2006a, 803	Bai	-	-	t͡sʰ i ⁵⁵	-	13.07
8538	Seven (203)	t͡ɕʰ i ⁴⁴			-	150	seven	Eryuan		tɕʰi44	seven / 七	-	-	t͡ɕʰi₄₄		-	7004					Function word	999	Allen2007, 456	Bai	-	-	t͡ɕʰ i ⁴⁴	-	13.07
8539	Seven (203)	t͡ɕʰ i ²⁴			-	150	seven	Gongxing		tɕʰi24	seven	-	-	t͡ɕʰi₂₄		-	7004					Function word	999	Wang2006a, 803	Bai	-	-	t͡ɕʰ i ²⁴	-	13.07
8540	Seven (203)	t͡ɕʰ i ⁴⁴			-	150	seven	Heqi		tɕʰi44	seven / 七	-	-	t͡ɕʰi₄₄		-	7004					Function word	999	Allen2007, 456	Bai	-	-	t͡ɕʰ i ⁴⁴	-	13.07
8541	Seven (203)	t͡ɕʰ i ⁴⁴			-	150	seven	Jianchuan		tɕʰi44	seven / 七	-	-	t͡ɕʰi₄₄		-	7004					Function word	999	Allen2007, 456	Bai	-	-	t͡ɕʰ i ⁴⁴	-	13.07
8542	Seven (203)	t͡sʰ i ⁵⁵			-	150	seven	Jinman		tsʰi55	seven	-	-	t͡sʰi₅₅		-	7004					Function word	999	Wang2006a, 803	Bai	-	-	t͡sʰ i ⁵⁵	-	13.07
8543	Seven (203)	t͡ɕʰ i ⁴⁴			-	150	seven	Jinxing		tɕʰi44	seven	-	-	t͡ɕʰi₄₄		-	7004					Function word	999	Wang2006a, 803	Bai	-	-	t͡ɕʰ i ⁴⁴	-	13.07
8544	Seven (203)	t͡ɕʰ i ⁴⁴			-	150	seven	Luobenzhuo		tɕʰi44	seven / 七	-	-	t͡ɕʰi₄₄		-	7004					Function word	999	Allen2007, 456	Bai	-	-	t͡ɕʰ i ⁴⁴	-	13.07
8545	Seven (203)	t͡ɕʰ i ⁴⁴			-	150	seven	Mazhelong		tɕʰi44	seven	-	-	t͡ɕʰi₄₄		-	7004					Function word	999	Wang2006a, 803	Bai	-	-	t͡ɕʰ i ⁴⁴	-	13.07
8546	Seven (203)	t͡ɕʰ i ⁴⁴			-	150	seven	Qiliqiao		tɕʰi44	seven / 七	-	-	t͡ɕʰi₄₄		-	7004					Function word	999	Allen2007, 456	Bai	-	-	t͡ɕʰ i ⁴⁴	-	13.07
8547	Seven (203)	t͡ɕʰ i ⁴⁴			-	150	seven	Xiangyun		tɕʰi44	seven / 七	-	-	t͡ɕʰi₄₄		-	7004					Function word	999	Allen2007, 456	Bai	-	-	t͡ɕʰ i ⁴⁴	-	13.07
8548	Seven (203)	t͡ɕʰ i ⁴⁴			-	150	seven	Yunlong		tɕʰi44	seven / 七	-	-	t͡ɕʰi₄₄		-	7004					Function word	999	Allen2007, 456	Bai	-	-	t͡ɕʰ i ⁴⁴	-	13.07
8549	Seven (203)	t͡ɕʰ i ⁴⁴			-	150	seven	Zhoucheng		tɕʰi44	seven	-	-	t͡ɕʰi₄₄		-	7004					Function word	999	Wang2006a, 803	Bai	-	-	t͡ɕʰ i ⁴⁴	-	13.07
8550	Seven (203)	-			-	0	seven	Cone_Tibetan		-	-	-	-	-		-	7004					Function word	0	-	Bodic	-	-	-	-	13.07
8551	Seven (203)	-			-	0	seven	Lhasa_Tibetan		-	-	-	-	-		-	7004					Function word	0	-	Bodic	-	-	-	-	13.07
8552	Seven (203)	-			-	0	seven	Old_Tibetan		-	-	-	-	bdun		-	7004					Function word	0	-	Bodic	-	-	-	-	13.07
8553	Seven (203)	-			-	0	seven	Achang_Lianghe		-	-	-	-	-		-	7004					Function word	0	-	Burmish	-	-	-	-	13.07
8554	Seven (203)	-			-	0	seven	Achang_Longchuan		-	-	-	-	-		-	7004					Function word	0	-	Burmish	-	-	-	-	13.07
8555	Seven (203)	-			-	0	seven	Achang_Luxi		-	-	-	-	-		-	7004					Function word	0	-	Burmish	-	-	-	-	13.07
8556	Seven (203)	-			-	0	seven	Atsi		-	-	-	-	-		-	7004					Function word	0	-	Burmish	-	-	-	-	13.07
8557	Seven (203)	-			-	0	seven	Bola		-	-	-	-	-		-	7004					Function word	0	-	Burmish	-	-	-	-	13.07
8558	Seven (203)	-			-	0	seven	Burmese		-	-	-	-	-		-	7004					Function word	0	-	Burmish	-	-	-	-	13.07
8559	Seven (203)	-			-	0	seven	Hpun		-	-	-	-	-		-	7004					Function word	0	-	Burmish	-	-	-	-	13.07
8560	Seven (203)	-			-	0	seven	Lashi		-	-	-	-	-		-	7004					Function word	0	-	Burmish	-	-	-	-	13.07
8561	Seven (203)	-			-	0	seven	Maru		-	-	-	-	-		-	7004					Function word	0	-	Burmish	-	-	-	-	13.07
8562	Seven (203)	-			-	0	seven	Old_Burmese		-	-	-	-	-		-	7004					Function word	0	-	Burmish	-	-	-	-	13.07
8563	Seven (203)	-			-	0	seven	Xiandau		-	-	-	-	-		-	7004					Function word	0	-	Burmish	-	-	-	-	13.07
8564	Seven (203)	-			-	0	seven	Dumi		-	-	-	-	-		-	7004					Function word	0	-	Kiranti	-	-	-	-	13.07
8565	Seven (203)	-			-	0	seven	Khaling		-	-	-	-	-		-	7004					Function word	0	-	Kiranti	-	-	-	-	13.07
8566	Seven (203)	-			-	0	seven	Limbu		-	-	-	-	-		-	7004					Function word	0	-	Kiranti	-	-	-	-	13.07
8567	Seven (203)	-			-	0	seven	Wambule		-	-	-	-	-		-	7004					Function word	0	-	Kiranti	-	-	-	-	13.07
8568	Seven (203)	-			-	0	seven	Yakkha		-	-	-	-	-		-	7004					Function word	0	-	Kiranti	-	-	-	-	13.07
8569	Seven (203)	-			-	0	seven	Yamphu		-	-	-	-	-		-	7004					Function word	0	-	Kiranti	-	-	-	-	13.07
8570	Seven (203)	-			-	0	seven	Dulong		-	-	-	-	-		-	7004					Function word	0	-	Nungish	-	-	-	-	13.07
8571	Seven (203)	-			-	0	seven	Jingpo		-	-	-	-	-		-	7004					Function word	0	-	SAL	-	-	-	-	13.07
8572	Seven (203)	-			-	0	seven	Beijing		-	-	-	-	-		-	7004					Function word	0	-	Sinitic	-	-	-	-	13.07
8573	Seven (203)	-			-	0	seven	Caijia		-	-	-	-	-		-	7004					Function word	0	-	Sinitic	-	-	-	-	13.07
8574	Seven (203)	-			-	0	seven	Changsha		-	-	-	-	-		-	7004					Function word	0	-	Sinitic	-	-	-	-	13.07
8576	Seven (203)	-			-	0	seven	Guangzhou		-	-	-	-	-		-	7004					Function word	0	-	Sinitic	-	-	-	-	13.07
8577	Seven (203)	-			-	0	seven	Meixian		-	-	-	-	-		-	7004					Function word	0	-	Sinitic	-	-	-	-	13.07
8578	Seven (203)	-			-	150	seven	Old_Chinese		*[tsʰ]i[t]	Seven	七	-	*[tsʰ]i[t]		-	7004					Function word	0	-	Sinitic	-	-	tsʰ i t	-	13.07
8579	Seven (203)	-			-	0	seven	Xiamen		-	-	-	-	-		-	7004					Function word	0	-	Sinitic	-	-	-	-	13.07
8580	Seven (203)	-			-	0	seven	Guiqiong		-	-	-	-	-		-	7004					Function word	0	-	rGyalrongic	-	-	-	-	13.07
8581	Seven (203)	-			-	149	seven	Japhug		kɯɕnɯz	-	-	-	kɯɕnɯz		-	7004					Function word	0	-	rGyalrongic	-	-	k ɯ ɕ n ɯ z	-	13.07
8582	Seven (203)	-			-	0	seven	Khroskyabs_Wobzi		-	-	-	-	-		-	7004					Function word	0	-	rGyalrongic	-	-	-	-	13.07
8583	Seven (203)	-			-	0	seven	Muya		-	-	-	-	-		-	7004					Function word	0	-	rGyalrongic	-	-	-	-	13.07
8584	Seven (203)	-			-	0	seven	Stau		-	-	-	-	-		-	7004					Function word	0	-	rGyalrongic	-	-	-	-	13.07
8585	Seven (203)	-			-	0	seven	Tangut		-	-	-	-	-		-	7004					Function word	0	-	rGyalrongic	-	-	-	-	13.07
8586	Seven (203)	-			-	0	seven	Zbu		-	-	-	-	-		-	7004					Function word	0	-	rGyalrongic	-	-	-	-	13.07
13045						0	seven	Guzhang			七	七		tɕʰi⁴¹			7004						0							
13532						0	seven	Caijia									7004						0							
13792						0	seven	Jixi				七		ʨˈieʔ³²			7004						0							
14052						0	seven	Changshan									7004						0							
14572						0	seven	Dancun				七		tˈit⁵⁵			7004						0							
#
8640	sharp (81)	j i - - ²¹			锋利	152	sharp	Dashi		ji21	sharp	-	sharp (140)	ji₂₁		-	5987					Adjective	1000	Wang2006a, 1020	Bai	sharp (as knife)(133)	-	j i ²¹	-	15.78
8641	sharp (81)	-			锋利	0	sharp	Zhaozhuang		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Bai	sharp (as knife)(133)	-	-	-	15.78
8642	sharp (81)	ɲ i - - ⁴⁴			锋利	152	sharp	Ega		ɲi44	sharp	-	sharp (140)	ɲi₄₄		-	5987					Adjective	1001	Wang2006a, 1020	Bai	sharp (as knife)(133)	-	ɲ i ⁴⁴	-	15.78
8643	sharp (81)	ɲ i - - ⁴³			锋利	152	sharp	Enqi		ɲi43	sharp	-	sharp (140)	ɲi₄₃		-	5987					Adjective	1001	Wang2006a, 1020	Bai	sharp (as knife)(133)	-	ɲ i ⁴³	-	15.78
8644	sharp (81)	j i - - ³¹			锋利	152	sharp	Eryuan		ji31	sharp(knife) / 快(刀)	-	sharp (140)	ji₃₁		-	5987					Adjective	1000	Allen2007, 425	Bai	sharp (as knife)(133)	-	j i ³¹	-	15.78
8645	sharp (81)	ʑ i - - ⁴²			锋利	152	sharp	Gongxing		ʑi42	sharp	-	sharp (140)	ʑi₄₂		-	5987					Adjective	1004	Wang2006a, 1020	Bai	sharp (as knife)(133)	-	ʑ i ⁴²	-	15.78
8646	sharp (81)	j i - - ³¹			锋利	152	sharp	Heqi		ji31	sharp(knife) / 快(刀)	-	sharp (140)	ji₃₁		-	5987					Adjective	1000	Allen2007, 425	Bai	sharp (as knife)(133)	-	j i ³¹	-	15.78
8647	sharp (81)	j i - - ³¹			锋利	152	sharp	Jianchuan		ji31	sharp(knife) / 快(刀)	-	sharp (140)	ji₃₁		-	5987					Adjective	1000	Allen2007, 425	Bai	sharp (as knife)(133)	-	j i ³¹	-	15.78
8648	sharp (81)	j i - - ⁴²			锋利	152	sharp	Jinman		ji42	sharp	-	sharp (140)	ji₄₂		-	5987					Adjective	1000	Wang2006a, 1020	Bai	sharp (as knife)(133)	-	j i ⁴²	-	15.78
8649	sharp (81)	j i - - ³¹			锋利	152	sharp	Jinxing		ji31	sharp	-	sharp (140)	ji₃₁		-	5987					Adjective	1000	Wang2006a, 1020	Bai	sharp (as knife)(133)	-	j i ³¹	-	15.78
8650	sharp (81)	ʑ i - - ⁴⁴			锋利	152	sharp	Luobenzhuo		ʑi44	sharp(knife) / 快(刀)	-	sharp (140)	ʑi₄₄		-	5987					Adjective	1004	Allen2007, 425	Bai	sharp (as knife)(133)	-	ʑ i ⁴⁴	-	15.78
8651	sharp (81)	t͡ɕ i ǝ ɯ ⁴²			锋利	152	sharp	Mazhelong		tɕiǝɯ42	sharp	-	sharp (140)	t͡ɕiǝɯ₄₂		-	5987					Adjective	1011	Wang2006a, 1020	Bai	sharp (as knife)(133)	-	t͡ɕ i ǝ ɯ ⁴²	-	15.78
8652	sharp (81)	j i - - ³³			锋利	152	sharp	Qiliqiao		ji33	sharp(knife) / 快(刀)	-	sharp (140)	ji₃₃		-	5987					Adjective	1000	Allen2007, 425	Bai	sharp (as knife)(133)	-	j i ³³	-	15.78
8653	sharp (81)	j i - - ³¹			锋利	152	sharp	Xiangyun		ji31	sharp(knife) / 快(刀)	-	sharp (140)	ji₃₁		-	5987					Adjective	1000	Allen2007, 425	Bai	sharp (as knife)(133)	-	j i ³¹	-	15.78
8654	sharp (81)	j ɛ - - ³¹			锋利	152	sharp	Yunlong		jɛ31	sharp(knife) / 快(刀)	-	sharp (140)	jɛ₃₁		-	5987					Adjective	1000	Allen2007, 425	Bai	sharp (as knife)(133)	-	j ɛ ³¹	-	15.78
8655	sharp (81)	j i - - ³¹			锋利	152	sharp	Zhoucheng		ji31	sharp	-	sharp (140)	ji₃₁		-	5987					Adjective	1000	Wang2006a, 1020	Bai	sharp (as knife)(133)	-	j i ³¹	-	15.78
8656	sharp (81)	-			锋利	0	sharp	Cone_Tibetan		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Bodic	sharp (as knife)(133)	-	-	-	15.78
8657	sharp (81)	-			锋利	0	sharp	Lhasa_Tibetan		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Bodic	sharp (as knife)(133)	-	-	-	15.78
8658	sharp (81)	-			锋利	0	sharp	Old_Tibetan		-	-	-	sharp (140)	rno-		-	5987					Adjective	0	-	Bodic	sharp (as knife)(133)	-	-	-	15.78
8659	sharp (81)	-			锋利	0	sharp	Achang_Lianghe		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Burmish	sharp (as knife)(133)	-	-	-	15.78
8660	sharp (81)	-			锋利	0	sharp	Achang_Longchuan		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Burmish	sharp (as knife)(133)	-	-	-	15.78
8661	sharp (81)	-			锋利	0	sharp	Achang_Luxi		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Burmish	sharp (as knife)(133)	-	-	-	15.78
8662	sharp (81)	-			锋利	0	sharp	Atsi		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Burmish	sharp (as knife)(133)	-	-	-	15.78
8663	sharp (81)	-			锋利	0	sharp	Bola		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Burmish	sharp (as knife)(133)	-	-	-	15.78
8664	sharp (81)	-			锋利	0	sharp	Burmese		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Burmish	sharp (as knife)(133)	-	-	-	15.78
8665	sharp (81)	-			锋利	0	sharp	Hpun		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Burmish	sharp (as knife)(133)	-	-	-	15.78
8666	sharp (81)	-			锋利	0	sharp	Lashi		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Burmish	sharp (as knife)(133)	-	-	-	15.78
8667	sharp (81)	-			锋利	0	sharp	Maru		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Burmish	sharp (as knife)(133)	-	-	-	15.78
8668	sharp (81)	-			锋利	0	sharp	Old_Burmese		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Burmish	sharp (as knife)(133)	-	-	-	15.78
8669	sharp (81)	-			锋利	0	sharp	Xiandau		-	-	-	sharp (140)	-		-	5987					Adjective	0	-	Burmish	sharp (as knife)(133)	-	-	-	15.78
