# EDICTOR
@modified: 2015-01-20 10:39
#
ID	DOCULECT	CONCEPT	IPA	TOKENS	ALIGNMENT	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	SOURCE	ID_IN_SOURCE	COGID	CHINESE_GLOSS	PST	POS
150	Yunlong	bee	t͡sɿ₅₅fɤ₅₅	t͡s ɿ ₅₅ f ɤ ₅₅	( t͡s ɿ ₅₅ ) f ɤ - ₅₅	tsɿ55fɤ55	bee	Allen2007	71	115	蜜蜂	CVTCVT	?
151	Xiangyun	bee	fɯ̃₅₅	f ɯ̃ ₅₅	( - - - ) f ɯ̃ - ₅₅	fɯ̃55	bee	Allen2007	71	115	蜜蜂	CVT	?
152	Luobenzhuo	bee	t͡ɕɛ̃₅₅ɴ̥ɴ̣₅₅	t͡ɕ ɛ̃ ₅₅ ɴ̥ ɴ̣ ₅₅	( t͡ɕ ɛ̃ ₅₅ ) ɴ̥ - ɴ̣ ₅₅	tɕɛ̃55ɴ̥ɴ̣55	bee	Allen2007	71	115	蜜蜂	CVTccT	?
#
153	Tuoluo	behind	ɣɯ₃₃	ɣ ɯ ₃₃	ɣ ɯ ₃₃ - - - - - -	ɣɯ33	back, behind	Wang2006a	713	208	?	CVT	?
154	Gongxing	behind	ɣe₂₂	ɣ e ₂₂	ɣ e ₂₂ - - - - - -	ɣe22	back, behind	Wang2006a	713	208	?	CVT	?
155	Enqi	behind	ɯ₂₂	ɯ ₂₂	- - - - - - - ɯ ₂₂	ɯ22	back, behind	Wang2006a	713	208	?	VT	?
156	Ega	behind	xɯ̃₂₂	x ɯ̃ ₂₂	x ɯ̃ ₂₂ - - - - - -	xɯ̃22	back, behind	Wang2006a	713	208	?	CVT	?
157	Jinman	behind	xẽ₅₅	x ẽ ₅₅	x ẽ ₅₅ - - - - - -	xẽ55	back, behind	Wang2006a	713	208	?	CVT	?
158	Jinxing	behind	ɣeǝ₃₃	ɣ eǝ ₃₃	ɣ eǝ ₃₃ - - - - - -	ɣeǝ33	back, behind	Wang2006a	713	208	?	CVT	?
159	Dashi	behind	ɣɯ₃₃	ɣ ɯ ₃₃	ɣ ɯ ₃₃ - - - - - -	ɣɯ33	back, behind	Wang2006a	713	208	?	CVT	?
160	Zhoucheng	behind	ɣɯ₃₃	ɣ ɯ ₃₃	ɣ ɯ ₃₃ - - - - - -	ɣɯ33	back, behind	Wang2006a	713	208	?	CVT	?
161	Mazhelong	behind	ɣǝ₃₃	ɣ ǝ ₃₃	ɣ ǝ ₃₃ - - - - - -	ɣǝ33	back, behind	Wang2006a	713	208	?	CVT	?
162	Jianchuan	behind	ɣɯ₃₃mi₄₂	ɣ ɯ ₃₃ m i ₄₂	ɣ ɯ ₃₃ m i ₄₂ - - -	ɣɯ33mi42	behind	Allen2007	26	208	后面	CVTCVT	?
163	Eryuan	behind	ɣɯ₃₃pɔ₃₁	ɣ ɯ ₃₃ p ɔ ₃₁	ɣ ɯ ₃₃ p ɔ ₃₁ - - -	ɣɯ33pɔ31	behind	Allen2007	26	208	后面	CVTCVT	?
164	Heqi	behind	ɣɯ₃₃mi₄₂	ɣ ɯ ₃₃ m i ₄₂	ɣ ɯ ₃₃ m i ₄₂ - - -	ɣɯ33mi42	behind	Allen2007	26	208	后面	CVTCVT	?
165	Lanping	behind	ɣɯ₄₄mi₃₃nɔ₄₄	ɣ ɯ ₄₄ m i ₃₃ n ɔ ₄₄	ɣ ɯ ₄₄ m i ₃₃ n ɔ ₄₄	ɣɯ44mi33nɔ44	behind	Allen2007	26	208	后面	CVTCVTCVT	?
166	Qiliqiao	behind	ɔ₂₁tɔ₃₅mi₄₄	ɔ ₂₁ t ɔ ₃₅ m i ₄₄	- ɔ ₂₁ t ɔ ₃₅ m i ₄₄	ɔ21tɔ35mi44	behind	Allen2007	26	208	后面	VTCVTCVT	?
167	Yunlong	behind	dɔ₃₁xɯ₅₅	d ɔ ₃₁ x ɯ ₅₅	- - - d ɔ ₃₁ x ɯ ₅₅	dɔ31xɯ55	behind	Allen2007	26	208	后面	CVTCVT	?
168	Xiangyun	behind	ɣɯ₃₃sɛ̃₂₁	ɣ ɯ ₃₃ s ɛ̃ ₂₁	ɣ ɯ ₃₃ s ɛ̃ ₂₁ - - -	ɣɯ33sɛ̃21	behind	Allen2007	26	208	后面	CVTCVT	?
169	Luobenzhuo	behind	dɯ̃₃₁xɯ̃₃₃	d ɯ̃ ₃₁ x ɯ̃ ₃₃	- - - d ɯ̃ ₃₁ x ɯ̃ ₃₃	dɯ̃31xɯ̃33	behind	Allen2007	26	208	后面	CVTCVT	?
#
170	Tuoluo	belly;stomach	fɚ₄₂	f ɚ ₄₂	f ɚ ₄₂ - - -	fɚ42	belly	Wang2006a	96	38	?	CVT	?
171	Gongxing	belly;stomach	ʐi₂₁	ʐ i ₂₁	ʐ i ₂₁ - - -	[ʐi21]	belly	Wang2006a	96	38	?	CVT	?
172	Enqi	belly;stomach	fo₂₄	f o ₂₄	f o ₂₄ - - -	fo24	belly	Wang2006a	96	38	?	CVT	?
173	Ega	belly;stomach	xu₄₄	x u ₄₄	x u ₄₄ - - -	xu44	belly	Wang2006a	96	38	?	CVT	?
174	Jinman	belly;stomach	ʐɚ₄₂	ʐ ɚ ₄₂	ʐ ɚ ₄₂ - - -	[ʐɚ42]	belly	Wang2006a	96	38	?	CVT	?
175	Jinxing	belly;stomach	fɤ₄₄	f ɤ ₄₄	f ɤ ₄₄ - - -	fv44	belly	Wang2006a	96	38	?	CVT	?
176	Dashi	belly;stomach	fo₄₄	f o ₄₄	f o ₄₄ - - -	fo44	belly	Wang2006a	96	38	?	CVT	?
177	Zhoucheng	belly;stomach	fɤ₄₄	f ɤ ₄₄	f ɤ ₄₄ - - -	fv44	belly	Wang2006a	96	38	?	CVT	?
178	Mazhelong	belly;stomach	pɯ₄₄	p ɯ ₄₄	p ɯ ₄₄ - - -	pɯ44	belly	Wang2006a	96	38	?	CVT	?
179	Jianchuan	belly;stomach	fɤ₄₄	f ɤ ₄₄	f ɤ ₄₄ - - -	fɤ44	belly,stomach	Allen2007	139	38	肚子	CVT	?
180	Eryuan	belly;stomach	fɤ₄₄	f ɤ ₄₄	f ɤ ₄₄ - - -	fɤ44	belly,stomach	Allen2007	139	38	肚子	CVT	?
181	Heqi	belly;stomach	fɤ₄₄	f ɤ ₄₄	f ɤ ₄₄ - - -	fɤ44	belly,stomach	Allen2007	139	38	肚子	CVT	?
182	Lanping	belly;stomach	ʐɛ₃₁kʰu₃₃	ʐ ɛ ₃₁ kʰ u ₃₃	ʐ ɛ ₃₁ kʰ u ₃₃	ʐɛ31kʰu33	belly,stomach	Allen2007	139	38	肚子	CVTCVT	?
183	Qiliqiao	belly;stomach	fɤ₄₄	f ɤ ₄₄	f ɤ ₄₄ - - -	fɤ44	belly,stomach	Allen2007	139	38	肚子	CVT	?
184	Yunlong	belly;stomach	fɤ₄₄	f ɤ ₄₄	f ɤ ₄₄ - - -	fɤ44	belly,stomach	Allen2007	139	38	肚子	CVT	?
185	Xiangyun	belly;stomach	fɤ₄₄	f ɤ ₄₄	f ɤ ₄₄ - - -	fɤ44	belly,stomach	Allen2007	139	38	肚子	CVT	?
186	Luobenzhuo	belly;stomach	ʐa₄₄	ʐ a ₄₄	ʐ a ₄₄ - - -	ʐa44	belly,stomach	Allen2007	139	38	肚子	CVT	?
#
187	Tuoluo	big	dɔ₂₁	d ɔ ₂₁	d ɔ ₂₁	dɔ21	big	Wang2006a	964	248	?	CVT	?
188	Gongxing	big	da₄₂	d a ₄₂	d a ₄₂	da42	big	Wang2006a	964	248	?	CVT	?
189	Enqi	big	da₄₃	d a ₄₃	d a ₄₃	da43	big	Wang2006a	964	248	?	CVT	?
190	Ega	big	do₄₂	d o ₄₂	d o ₄₂	do42	big	Wang2006a	964	248	?	CVT	?
191	Jinman	big	do₄₂	d o ₄₂	d o ₄₂	do42	big	Wang2006a	964	248	?	CVT	?
192	Jinxing	big	tou₄₂	t ou ₄₂	t ou ₄₂	tou42	big	Wang2006a	964	248	?	CVT	?
193	Dashi	big	tou₄₂	t ou ₄₂	t ou ₄₂	tou42	big	Wang2006a	964	248	?	CVT	?
194	Zhoucheng	big	to₄₂	t o ₄₂	t o ₄₂	to42	big	Wang2006a	964	248	?	CVT	?
195	Mazhelong	big	do₄₂	d o ₄₂	d o ₄₂	do42	big	Wang2006a	964	248	?	CVT	?
196	Jianchuan	big	tou₄₂	t ou ₄₂	t ou ₄₂	tou42	big	Allen2007	386	248	大	CVT	?
197	Eryuan	big	tɔ₃₁	t ɔ ₃₁	t ɔ ₃₁	tɔ31	big	Allen2007	386	248	大	CVT	?
198	Heqi	big	tɔu₄₂	t ɔu ₄₂	t ɔu ₄₂	tɔu42	big	Allen2007	386	248	大	CVT	?
199	Lanping	big	to₃₁	t o ₃₁	t o ₃₁	to31	big	Allen2007	386	248	大	CVT	?
200	Qiliqiao	big	tɔ₃₁	t ɔ ₃₁	t ɔ ₃₁	tɔ31	big	Allen2007	386	248	大	CVT	?
201	Yunlong	big	dao₃₁	d ao ₃₁	d ao ₃₁	dao31	big	Allen2007	386	248	大	CVT	?
202	Xiangyun	big	tɔu₂₁	t ɔu ₂₁	t ɔu ₂₁	tɔu21	big	Allen2007	386	248	大	CVT	?
203	Luobenzhuo	big	ʈao₄₄	ʈ ao ₄₄	ʈ ao ₄₄	ʈao44	big	Allen2007	386	248	大	CVT	?
#
204	Tuoluo	bird	t͡su₄₂	t͡s u ₄₂	t͡s u ₄₂ - - -	tsu42	bird	Wang2006a	326	102	?	CVT	?
205	Gongxing	bird	t͡su₂₄	t͡s u ₂₄	t͡s u ₂₄ - - -	tsu24	bird	Wang2006a	326	102	?	CVT	?
206	Enqi	bird	t͡su₅₅	t͡s u ₅₅	t͡s u ₅₅ - - -	tsu55	bird	Wang2006a	326	102	?	CVT	?
207	Ega	bird	t͡su₄₄	t͡s u ₄₄	t͡s u ₄₄ - - -	tsu44	bird	Wang2006a	326	102	?	CVT	?
208	Jinman	bird	t͡so₅₅	t͡s o ₅₅	t͡s o ₅₅ - - -	tso55	bird	Wang2006a	326	102	?	CVT	?
209	Jinxing	bird	t͡sou₄₄	t͡s ou ₄₄	t͡s ou ₄₄ - - -	tsou44	bird	Wang2006a	326	102	?	CVT	?
210	Dashi	bird	t͡sou₃₃	t͡s ou ₃₃	t͡s ou ₃₃ - - -	tsou33	bird	Wang2006a	326	102	?	CVT	?
211	Zhoucheng	bird	t͡sou₄₄	t͡s ou ₄₄	t͡s ou ₄₄ - - -	tsou44	bird	Wang2006a	326	102	?	CVT	?
212	Mazhelong	bird	t͡so₄₄	t͡s o ₄₄	t͡s o ₄₄ - - -	tso44	bird	Wang2006a	326	102	?	CVT	?
213	Jianchuan	bird	t͡sou₄₄t͡sɿ₃₃	t͡s ou ₄₄ t͡s ɿ ₃₃	t͡s ou ₄₄ t͡s ɿ ₃₃	tsou44tsɿ33	bird	Allen2007	61	102	鸟	CVTCVT	?
214	Eryuan	bird	t͡sɔ₅₅	t͡s ɔ ₅₅	t͡s ɔ ₅₅ - - -	tsɔ55	bird	Allen2007	61	102	鸟	CVT	?
215	Heqi	bird	t͡sou₄₄t͡sɿ₃₃	t͡s ou ₄₄ t͡s ɿ ₃₃	t͡s ou ₄₄ t͡s ɿ ₃₃	tsou44tsɿ33	bird	Allen2007	61	102	鸟	CVTCVT	?
216	Lanping	bird	t͡su₅₅t͡sɿ₅₅	t͡s u ₅₅ t͡s ɿ ₅₅	t͡s u ₅₅ t͡s ɿ ₅₅	tsu55tsɿ55	bird	Allen2007	61	102	鸟	CVTCVT	?
217	Qiliqiao	bird	t͡so₄₄	t͡s o ₄₄	t͡s o ₄₄ - - -	tso44	bird	Allen2007	61	102	鸟	CVT	?
218	Yunlong	bird	t͡su₄₄	t͡s u ₄₄	t͡s u ₄₄ - - -	tsu44	bird	Allen2007	61	102	鸟	CVT	?
219	Xiangyun	bird	t͡sɔ₄₄	t͡s ɔ ₄₄	t͡s ɔ ₄₄ - - -	tsɔ44	bird	Allen2007	61	102	鸟	CVT	?
220	Luobenzhuo	bird	t͡suɔ₅₅	t͡s uɔ ₅₅	t͡s uɔ ₅₅ - - -	tsuɔ55	bird	Allen2007	61	102	鸟	CVT	?
#
221	Tuoluo	bitter	qʰo₃₃	qʰ o ₃₃	qʰ - - o ₃₃ - - -	qʰo33	bitter	Wang2006a	1074	296	?	CVT	?
222	Gongxing	bitter	q|hmu₂₂	q| h m u ₂₂	q| h m u ₂₂ - - -	q|hmu22	bitter	Wang2006a	1074	296	?	CCCVT	?
223	Enqi	bitter	qʰu₂₂	qʰ u ₂₂	qʰ - - u ₂₂ - - -	qʰu22	bitter	Wang2006a	1074	296	?	CVT	?
224	Ega	bitter	qʰu₂₂	qʰ u ₂₂	qʰ - - u ₂₂ - - -	qʰu22	bitter	Wang2006a	1074	296	?	CVT	?
225	Jinman	bitter	qʰu₂₂	qʰ u ₂₂	qʰ - - u ₂₂ - - -	qʰu22	bitter	Wang2006a	1074	296	?	CVT	?
226	Jinxing	bitter	qʰu₂₂	qʰ u ₂₂	qʰ - - u ₂₂ - - -	qʰu22	bitter	Wang2006a	1074	296	?	CVT	?
227	Dashi	bitter	kʰu₃₃	kʰ u ₃₃	kʰ - - u ₃₃ - - -	kʰu33	bitter	Wang2006a	1074	296	?	CVT	?
228	Zhoucheng	bitter	kʰu₃₁	kʰ u ₃₁	kʰ - - u ₃₁ - - -	kʰu31	bitter	Wang2006a	1074	296	?	CVT	?
229	Mazhelong	bitter	kʰu₃₃kʰǝɯ₃₃	kʰ u ₃₃ kʰ ǝɯ ₃₃	kʰ - - u ₃₃ kʰ ǝɯ ₃₃	kʰu33kʰǝɯ33	bitter	Wang2006a	1074	296	?	CVTCVT	?
230	Jianchuan	bitter	kʰu₃₃	kʰ u ₃₃	kʰ - - u ₃₃ - - -	kʰu33	bitter	Allen2007	438	296	苦	CVT	?
231	Eryuan	bitter	kʰu₃₃	kʰ u ₃₃	kʰ - - u ₃₃ - - -	kʰu33	bitter	Allen2007	438	296	苦	CVT	?
232	Heqi	bitter	kʰu₃₃	kʰ u ₃₃	kʰ - - u ₃₃ - - -	kʰu33	bitter	Allen2007	438	296	苦	CVT	?
233	Lanping	bitter	kʰu₄₄	kʰ u ₄₄	kʰ - - u ₄₄ - - -	kʰu44	bitter	Allen2007	438	296	苦	CVT	?
234	Qiliqiao	bitter	kʰu₃₃	kʰ u ₃₃	kʰ - - u ₃₃ - - -	kʰu33	bitter	Allen2007	438	296	苦	CVT	?
235	Yunlong	bitter	kʰu₃₃	kʰ u ₃₃	kʰ - - u ₃₃ - - -	kʰu33	bitter	Allen2007	438	296	苦	CVT	?
236	Xiangyun	bitter	kʰu₃₃	kʰ u ₃₃	kʰ - - u ₃₃ - - -	kʰu33	bitter	Allen2007	438	296	苦	CVT	?
237	Luobenzhuo	bitter	qʰɤ₃₃	qʰ ɤ ₃₃	qʰ - - ɤ ₃₃ - - -	qʰɤ33	bitter	Allen2007	438	296	苦	CVT	?
#
238	Tuoluo	black	xɚ₄₂	x ɚ ₄₂	x ɚ ₄₂	[xɚ42]	black	Wang2006a	1005	267	?	CVT	?
239	Gongxing	black	χe₂₄	χ e ₂₄	χ e ₂₄	χe24	black	Wang2006a	1005	267	?	CVT	?
240	Enqi	black	χɯ₅₅	χ ɯ ₅₅	χ ɯ ₅₅	χɯ55	black	Wang2006a	1005	267	?	CVT	?
241	Ega	black	xɯ₄₄	x ɯ ₄₄	x ɯ ₄₄	xɯ44	black	Wang2006a	1005	267	?	CVT	?
242	Jinman	black	xɯ₅₅	x ɯ ₅₅	x ɯ ₅₅	xɯ55	black	Wang2006a	1005	267	?	CVT	?
243	Jinxing	black	xɯ₄₄	x ɯ ₄₄	x ɯ ₄₄	xɯ44	black	Wang2006a	1005	267	?	CVT	?
244	Dashi	black	xɯ₄₄	x ɯ ₄₄	x ɯ ₄₄	xɯ44	black	Wang2006a	1005	267	?	CVT	?
245	Zhoucheng	black	xɯ₄₄	x ɯ ₄₄	x ɯ ₄₄	xɯ44	black	Wang2006a	1005	267	?	CVT	?
246	Mazhelong	black	xɯ₄₄	x ɯ ₄₄	x ɯ ₄₄	xɯ44	black	Wang2006a	1005	267	?	CVT	?
247	Jianchuan	black	xɯ₄₄	x ɯ ₄₄	x ɯ ₄₄	xɯ44	black	Allen2007	410	267	黑	CVT	?
248	Eryuan	black	xɯ₄₄	x ɯ ₄₄	x ɯ ₄₄	xɯ44	black	Allen2007	410	267	黑	CVT	?
249	Heqi	black	xɯ₄₄	x ɯ ₄₄	x ɯ ₄₄	xɯ44	black	Allen2007	410	267	黑	CVT	?
250	Lanping	black	xɯ₄₄	x ɯ ₄₄	x ɯ ₄₄	xɯ44	black	Allen2007	410	267	黑	CVT	?
251	Qiliqiao	black	xɯ₄₄	x ɯ ₄₄	x ɯ ₄₄	xɯ44	black	Allen2007	410	267	黑	CVT	?
252	Yunlong	black	xɯ₄₄	x ɯ ₄₄	x ɯ ₄₄	xɯ44	black	Allen2007	410	267	黑	CVT	?
253	Xiangyun	black	xou₄₄	x ou ₄₄	x ou ₄₄	xou44	black	Allen2007	410	267	黑	CVT	?
254	Luobenzhuo	black	xɯ₅₅	x ɯ ₅₅	x ɯ ₅₅	xɯ55	black	Allen2007	410	267	黑	CVT	?
#
255	Tuoluo	blood	suɔ₄₂	s uɔ ₄₂	s uɔ ₄₂	suɔ42	blood	Wang2006a	129	46	?	CVT	?
256	Gongxing	blood	sua₂₄	s ua ₂₄	s ua ₂₄	sua24	blood	Wang2006a	129	46	?	CVT	?
257	Enqi	blood	sua₅₅	s ua ₅₅	s ua ₅₅	sua55	blood	Wang2006a	129	46	?	CVT	?
258	Ega	blood	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	blood	Wang2006a	129	46	?	CVT	?
259	Jinman	blood	sua₅₅	s ua ₅₅	s ua ₅₅	sua55	blood	Wang2006a	129	46	?	CVT	?
260	Jinxing	blood	suɑ₄₄	s uɑ ₄₄	s uɑ ₄₄	suɑ44	blood	Wang2006a	129	46	?	CVT	?
261	Dashi	blood	sʰua₄₄	sʰ ua ₄₄	sʰ ua ₄₄	sʰua44	blood	Wang2006a	129	46	?	CVT	?
262	Zhoucheng	blood	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	blood	Wang2006a	129	46	?	CVT	?
263	Mazhelong	blood	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	blood	Wang2006a	129	46	?	CVT	?
264	Jianchuan	blood	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	blood	Allen2007	145	46	血	CVT	?
265	Eryuan	blood	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	blood	Allen2007	145	46	血	CVT	?
266	Heqi	blood	sʰua₄₄	sʰ ua ₄₄	sʰ ua ₄₄	sʰua44	blood	Allen2007	145	46	血	CVT	?
267	Lanping	blood	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	blood	Allen2007	145	46	血	CVT	?
268	Qiliqiao	blood	ʃua₄₄	ʃ ua ₄₄	ʃ ua ₄₄	ʃua44	blood	Allen2007	145	46	血	CVT	?
269	Yunlong	blood	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	blood	Allen2007	145	46	血	CVT	?
270	Xiangyun	blood	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	blood	Allen2007	145	46	血	CVT	?
271	Luobenzhuo	blood	sua₅₅	s ua ₅₅	s ua ₅₅	sua55	blood	Allen2007	145	46	血	CVT	?
#
272	Tuoluo	blow	pʰɯ₅₅	pʰ ɯ ₅₅	pʰ ɯ ₅₅	pʰɯ55	blow (the trumpet)	Wang2006a	1218	326	?	CVT	verb
273	Gongxing	blow	pu₅₅	p u ₅₅	p u ₅₅	pu55	blow (the trumpet)	Wang2006a	1218	326	?	CVT	verb
274	Enqi	blow	pʰɯ₂₄	pʰ ɯ ₂₄	pʰ ɯ ₂₄	pʰɯ24	blow (the trumpet)	Wang2006a	1218	326	?	CVT	verb
275	Ega	blow	pʰɯ₅₅	pʰ ɯ ₅₅	pʰ ɯ ₅₅	pʰɯ55	blow (the trumpet)	Wang2006a	1218	326	?	CVT	verb
276	Jinman	blow	pʰɯ₅₅	pʰ ɯ ₅₅	pʰ ɯ ₅₅	pʰɯ55	blow (the trumpet)	Wang2006a	1218	326	?	CVT	verb
277	Jinxing	blow	pʰɯ₅₅	pʰ ɯ ₅₅	pʰ ɯ ₅₅	pʰɯ55	blow (the trumpet)	Wang2006a	1218	326	?	CVT	verb
278	Dashi	blow	pʰu₅₅	pʰ u ₅₅	pʰ u ₅₅	pʰu55	blow (the trumpet)	Wang2006a	1218	326	?	CVT	verb
279	Zhoucheng	blow	pʰǝɯ₅₅	pʰ ǝɯ ₅₅	pʰ ǝɯ ₅₅	pʰǝɯ55	blow (the trumpet)	Wang2006a	1218	326	?	CVT	verb
280	Mazhelong	blow	pʰǝɯ₅₅	pʰ ǝɯ ₅₅	pʰ ǝɯ ₅₅	pʰǝɯ55	blow (the trumpet)	Wang2006a	1218	326	?	CVT	verb
281	Jianchuan	blow	pʰɯ₅₅	pʰ ɯ ₅₅	pʰ ɯ ₅₅	pʰɯ55	blow	Allen2007	266	326	吹	CVT	verb
282	Eryuan	blow	pʰɯ₅₅	pʰ ɯ ₅₅	pʰ ɯ ₅₅	pʰɯ55	blow	Allen2007	266	326	吹	CVT	verb
283	Heqi	blow	pʰɯ₅₅	pʰ ɯ ₅₅	pʰ ɯ ₅₅	pʰɯ55	blow	Allen2007	266	326	吹	CVT	verb
284	Lanping	blow	pʰu₅₅	pʰ u ₅₅	pʰ u ₅₅	pʰu55	blow	Allen2007	266	326	吹	CVT	verb
285	Qiliqiao	blow	pʰɯ₅₅	pʰ ɯ ₅₅	pʰ ɯ ₅₅	pʰɯ55	blow	Allen2007	266	326	吹	CVT	verb
286	Yunlong	blow	pʰɯ₅₅	pʰ ɯ ₅₅	pʰ ɯ ₅₅	pʰɯ55	blow	Allen2007	266	326	吹	CVT	verb
287	Xiangyun	blow	pʰou₅₅	pʰ ou ₅₅	pʰ ou ₅₅	pʰou55	blow	Allen2007	266	326	吹	CVT	verb
288	Luobenzhuo	blow	pʰɯ₄₄	pʰ ɯ ₄₄	pʰ ɯ ₄₄	pʰɯ44	blow	Allen2007	266	326	吹	CVT	verb
#
289	Tuoluo	boil	huɔ₄₂	h uɔ ₄₂	h uɔ ₄₂	huɔ42	(water) be boiling	Wang2006a	1462	370	?	CVT	verb
290	Gongxing	boil	xua₂₄	x ua ₂₄	x ua ₂₄	xua24	(water) be boiling	Wang2006a	1462	370	?	CVT	verb
291	Enqi	boil	χua₅₅	χ ua ₅₅	χ ua ₅₅	χua55	(water) be boiling	Wang2006a	1462	370	?	CVT	verb
292	Ega	boil	xua₄₄	x ua ₄₄	x ua ₄₄	xua44	(water) be boiling	Wang2006a	1462	370	?	CVT	verb
293	Jinman	boil	xua₅₅	x ua ₅₅	x ua ₅₅	xua55	(water) be boiling	Wang2006a	1462	370	?	CVT	verb
294	Jinxing	boil	xuɑ₄₄	x uɑ ₄₄	x uɑ ₄₄	xuɑ44	(water) be boiling	Wang2006a	1462	370	?	CVT	verb
295	Zhoucheng	boil	xua₄₄	x ua ₄₄	x ua ₄₄	xua44	(water) be boiling	Wang2006a	1462	370	?	CVT	verb
296	Mazhelong	boil	xua₄₄	x ua ₄₄	x ua ₄₄	xua44	(water) be boiling	Wang2006a	1462	370	?	CVT	verb
297	Jianchuan	boil	xua₄₄	x ua ₄₄	x ua ₄₄	xua44	boil(water)	Allen2007	312	370	沸（水开）	CVT	verb
298	Eryuan	boil	xua₄₄	x ua ₄₄	x ua ₄₄	xua44	boil(water)	Allen2007	312	370	沸（水开）	CVT	verb
299	Heqi	boil	xua₄₄	x ua ₄₄	x ua ₄₄	xua44	boil(water)	Allen2007	312	370	沸（水开）	CVT	verb
300	Lanping	boil	xua₄₄	x ua ₄₄	x ua ₄₄	xua44	boil(water)	Allen2007	312	370	沸（水开）	CVT	verb
301	Qiliqiao	boil	xua₄₄	x ua ₄₄	x ua ₄₄	xua44	boil(water)	Allen2007	312	370	沸（水开）	CVT	verb
302	Yunlong	boil	xua₄₄	x ua ₄₄	x ua ₄₄	xua44	boil(water)	Allen2007	312	370	沸（水开）	CVT	verb
303	Xiangyun	boil	xua₄₄	x ua ₄₄	x ua ₄₄	xua44	boil(water)	Allen2007	312	370	沸（水开）	CVT	verb
304	Luobenzhuo	boil	χua₄₄	χ ua ₄₄	χ ua ₄₄	χua44	boil(water)	Allen2007	312	370	沸（水开）	CVT	verb
#
305	Tuoluo	bone	ku₄₂	k u ₄₂	k u ₄₂ - - -	ku42	bone	Wang2006a	133	49	?	CVT	?
306	Gongxing	bone	qua₂₄	q ua ₂₄	q ua ₂₄ - - -	qua24	bone	Wang2006a	133	49	?	CVT	?
307	Enqi	bone	qua₅₅	q ua ₅₅	q ua ₅₅ - - -	qua55	bone	Wang2006a	133	49	?	CVT	?
308	Ega	bone	qua₄₄	q ua ₄₄	q ua ₄₄ - - -	qua44	bone	Wang2006a	133	49	?	CVT	?
309	Jinman	bone	qua₅₅	q ua ₅₅	q ua ₅₅ - - -	qua55	bone	Wang2006a	133	49	?	CVT	?
310	Jinxing	bone	kuɑ₄₄	k uɑ ₄₄	k uɑ ₄₄ - - -	kuɑ44	bone	Wang2006a	133	49	?	CVT	?
311	Dashi	bone	kua₄₄	k ua ₄₄	k ua ₄₄ - - -	kua44	bone	Wang2006a	133	49	?	CVT	?
312	Zhoucheng	bone	kua₄₄	k ua ₄₄	k ua ₄₄ - - -	kua44	bone	Wang2006a	133	49	?	CVT	?
313	Mazhelong	bone	kua₄₄	k ua ₄₄	k ua ₄₄ - - -	kua44	bone	Wang2006a	133	49	?	CVT	?
314	Jianchuan	bone	kua₄₄tɯ₂₁	k ua ₄₄ t ɯ ₂₁	k ua ₄₄ t ɯ ₂₁	kua44tɯ21	bone	Allen2007	144	49	骨头	CVTCVT	?
315	Eryuan	bone	kua₄₄tɯ₂₁	k ua ₄₄ t ɯ ₂₁	k ua ₄₄ t ɯ ₂₁	kua44tɯ21	bone	Allen2007	144	49	骨头	CVTCVT	?
316	Heqi	bone	kua₄₄tɯ₂₁	k ua ₄₄ t ɯ ₂₁	k ua ₄₄ t ɯ ₂₁	kua44tɯ21	bone	Allen2007	144	49	骨头	CVTCVT	?
317	Lanping	bone	kua₄₄t͡se₄₄	k ua ₄₄ t͡s e ₄₄	k ua ₄₄ t͡s e ₄₄	kua44tse44	bone	Allen2007	144	49	骨头	CVTCVT	?
318	Qiliqiao	bone	kua₄₄tɯ₂₁	k ua ₄₄ t ɯ ₂₁	k ua ₄₄ t ɯ ₂₁	kua44tɯ21	bone	Allen2007	144	49	骨头	CVTCVT	?
319	Yunlong	bone	kua₄₄tɯ₂₁	k ua ₄₄ t ɯ ₂₁	k ua ₄₄ t ɯ ₂₁	kua44tɯ21	bone	Allen2007	144	49	骨头	CVTCVT	?
320	Xiangyun	bone	kua₄₄tou₂₁	k ua ₄₄ t ou ₂₁	k ua ₄₄ t ou ₂₁	kua44tou21	bone	Allen2007	144	49	骨头	CVTCVT	?
321	Luobenzhuo	bone	qua₅₅t͡sɛ₄₄	q ua ₅₅ t͡s ɛ ₄₄	q ua ₅₅ t͡s ɛ ₄₄	qua55tsɛ44	bone	Allen2007	144	49	骨头	CVTCVT	?
#
322	Tuoluo	breast	bo₄₂	b o ₄₂	b o - ₄₂ - - -	bo42	breasts	Wang2006a	94	37	?	CVT	?
323	Gongxing	breast	ba₂₁	b a ₂₁	b a - ₂₁ - - -	ba21	breasts	Wang2006a	94	37	?	CVT	?
