# Wordlist

# META
@modified:2015-01-20 10:39

# DATA
ID	IPA	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	POS	DOCULECT	CONCEPT	OMEGAWIKI	CHINESE_GLOSS
7273	ɣɯ₃₅	Allen2007, 363	come / 来	ɣɯ35	?	Xiangyun	come	6056	来
7274	ʧʰua₅₅	Allen2007, 363	come / 来	ʧʰua55	?	Luobenzhuo	come	6056	来
7272	pe₄₄jɯ₃₅	Allen2007, 363	come / 来	pe44jɯ35	?	Yunlong	come	6056	来
#
4890	hɔ₅₅	Wang2006a, 1045	correct; right	hɔ55	?	Tuoluo	correct; right	7026	?
4891	ho₁₂	Wang2006a, 1045	correct; right	ho12	?	Gongxing	correct; right	7026	?
4892	χo₂₄	Wang2006a, 1045	correct; right	χo24	?	Enqi	correct; right	7026	?
4893	xo₅₅	Wang2006a, 1045	correct; right	xo55	?	Ega	correct; right	7026	?
4894	kɤ₄₂	Wang2006a, 1045	correct; right	(kv42)	?	Jinman	correct; right	7026	?
4895	xou₅₅	Wang2006a, 1045	correct; right	xou55	?	Jinxing	correct; right	7026	?
4896	xou₃₅	Wang2006a, 1045	correct; right	xou35	?	Dashi	correct; right	7026	?
4897	xo₃₅	Wang2006a, 1045	correct; right	xo35	?	Zhoucheng	correct; right	7026	?
4898	xo₅₅	Wang2006a, 1045	correct; right	xo55	?	Mazhelong	correct; right	7026	?
#
616	qʰo₄₂	Wang2006a, 1485	cry (verb or noun?, should be made clear later on)	qʰo42	verb	Tuoluo	cry	7709	?
617	qʰu₂₂₄	Wang2006a, 1485	cry (verb or noun?, should be made clear later on)	qʰu224	verb	Gongxing	cry	7709	?
618	qʰu₅₅	Wang2006a, 1485	cry (verb or noun?, should be made clear later on)	qʰu55	verb	Enqi	cry	7709	?
619	qʰu₄₄	Wang2006a, 1485	cry (verb or noun?, should be made clear later on)	qʰu44	verb	Ega	cry	7709	?
620	qʰo₅₅	Wang2006a, 1485	cry (verb or noun?, should be made clear later on)	qʰo55	verb	Jinman	cry	7709	?
621	kʰou₄₄	Wang2006a, 1485	cry (verb or noun?, should be made clear later on)	kʰou44	verb	Jinxing	cry	7709	?
622	mɚ₃₁	Wang2006a, 1485	cry (verb or noun?, should be made clear later on)	mɚ31	verb	Dashi	cry	7709	?
623	kʰɑ₄₄	Wang2006a, 1485	cry (verb or noun?, should be made clear later on)	kʰɑ44	verb	Zhoucheng	cry	7709	?
624	kʰo₄₄	Wang2006a, 1485	cry (verb or noun?, should be made clear later on)	kʰo44	verb	Mazhelong	cry	7709	?
625	kʰou₄₄	Allen2007, 349	cry / 哭	kʰou44	verb	Jianchuan	cry	7709	哭
626	kʰɔ₄₄	Allen2007, 349	cry / 哭	kʰɔ44	verb	Eryuan	cry	7709	哭
627	xʰɛ₅₅kuɔ₅₅	Allen2007, 349	cry / 哭	xʰɛ55kuɔ55	verb	Heqi	cry	7709	哭
628	kʰu₃₃	Allen2007, 349	cry / 哭	kʰu33	verb	Lanping	cry	7709	哭
629	kʰo₄₄	Allen2007, 349	cry / 哭	kʰo44	verb	Qiliqiao	cry	7709	哭
630	kʰu₄₄	Allen2007, 349	cry / 哭	kʰu44	verb	Yunlong	cry	7709	哭
631	kʰɔu₄₄	Allen2007, 349	cry / 哭	kʰɔu44	verb	Xiangyun	cry	7709	哭
632	qʰo₅₅	Allen2007, 349	cry / 哭	qʰo55	verb	Luobenzhuo	cry	7709	哭
#
633	ɕa₄₂	Wang2006a, 1339	cut (meat)	ɕa42	verb	Tuoluo	cut	6043	?
634	sæ₂₄	Wang2006a, 1339	cut (meat)	sæ24	verb	Gongxing	cut	6043	?
635	ɕiæ₅₅	Wang2006a, 1339	cut (meat)	ɕiæ55	verb	Enqi	cut	6043	?
636	ɕa₄₄	Wang2006a, 1339	cut (meat)	ɕa44	verb	Ega	cut	6043	?
637	ɕa₅₅qa₂₁	Wang2006a, 1339	cut (meat)	ɕa55qa21	verb	Jinman	cut	6043	?
638	sa₄₄	Wang2006a, 1339	cut (meat)	sa44	verb	Jinxing	cut	6043	?
639	ʂʰɚ₄₄	Wang2006a, 1339	cut (meat)	ʂʰɚ44	verb	Dashi	cut	6043	?
640	sɛ₄₄	Wang2006a, 1339	cut (meat)	sɛ44	verb	Zhoucheng	cut	6043	?
641	sɚ₄₄	Wang2006a, 1339	cut (meat)	sɚ44	verb	Mazhelong	cut	6043	?
642	sɛ₄₄	Allen2007, 294	cut,reap / 割	sɛ44	verb	Jianchuan	cut	6043	割
643	ʂɛ₄₄	Allen2007, 294	cut,reap / 割	ʂɛ44	verb	Eryuan	cut	6043	割
644	sʰɛ₄₄	Allen2007, 294	cut,reap / 割	sʰɛ44	verb	Heqi	cut	6043	割
645	sɛ₄₄	Allen2007, 294	cut,reap / 割	sɛ44	verb	Lanping	cut	6043	割
646	sɛ₄₄	Allen2007, 294	cut,reap / 割	sɛ44	verb	Qiliqiao	cut	6043	割
647	sɛ₄₄	Allen2007, 294	cut,reap / 割	sɛ44	verb	Yunlong	cut	6043	割
648	sɛ₄₄	Allen2007, 294	cut,reap / 割	sɛ44	verb	Xiangyun	cut	6043	割
649	ɕa₅₅	Allen2007, 294	cut,reap / 割	ɕa55	verb	Luobenzhuo	cut	6043	割
#
713	ɕi₃₃	Wang2006a, 1651	die	ɕi33	verb	Tuoluo	die	6245	?
714	ɕi₂₂	Wang2006a, 1651	die	ɕi22	verb	Gongxing	die	6245	?
715	si₂₂	Wang2006a, 1651	die	si22	verb	Enqi	die	6245	?
716	si₂₂	Wang2006a, 1651	die	si22	verb	Ega	die	6245	?
717	ɕi₂₂	Wang2006a, 1651	die	ɕi22	verb	Jinman	die	6245	?
718	ɕi₃₃	Wang2006a, 1651	die	ɕi33	verb	Jinxing	die	6245	?
719	ɕi₃₃	Wang2006a, 1651	die	ɕi33	verb	Dashi	die	6245	?
720	ɕi₃₃	Wang2006a, 1651	die	ɕi33	verb	Zhoucheng	die	6245	?
721	ɕi₃₃	Wang2006a, 1651	die	ɕi33	verb	Mazhelong	die	6245	?
722	ɕi₃₃	Allen2007, 381	die / 死	ɕi33	verb	Jianchuan	die	6245	死
723	ɕi₃₃	Allen2007, 381	die / 死	ɕi33	verb	Eryuan	die	6245	死
724	ɕi₃₃	Allen2007, 381	die / 死	ɕi33	verb	Heqi	die	6245	死
725	ɕi₄₄	Allen2007, 381	die / 死	ɕi44	verb	Lanping	die	6245	死
726	ɕi₃₃	Allen2007, 381	die / 死	ɕi33	verb	Qiliqiao	die	6245	死
727	ɕi₃₃	Allen2007, 381	die / 死	ɕi33	verb	Yunlong	die	6245	死
728	ɕi₃₃	Allen2007, 381	die / 死	ɕi33	verb	Xiangyun	die	6245	死
729	si₄₄	Allen2007, 381	die / 死	si44	verb	Luobenzhuo	die	6245	死
#
730	qʰuaŋ₃₃	Wang2006a, 289	dog	qʰuaŋ33	?	Tuoluo	dog	966	?
731	qʰuaŋ₂₂	Wang2006a, 289	dog	qʰuaŋ22	?	Gongxing	dog	966	?
732	qʰua₂₂	Wang2006a, 289	dog	qʰua22	?	Enqi	dog	966	?
733	qʰua₂₂	Wang2006a, 289	dog	qʰua22	?	Ega	dog	966	?
734	qʰõ₂₂	Wang2006a, 289	dog	qʰõ22	?	Jinman	dog	966	?
735	kʰuaŋ₃₃	Wang2006a, 289	dog	kʰuaŋ33	?	Dashi	dog	966	?
736	kʰua₃₃	Wang2006a, 289	dog	kʰua33	?	Zhoucheng	dog	966	?
737	kʰuaŋ₃₃	Wang2006a, 289	dog	kʰuaŋ33	?	Mazhelong	dog	966	?
738	kʰũã₃₃	Allen2007, 50	dog / 狗	kʰũã33	?	Jianchuan	dog	966	狗
739	kʰɔ₃₃	Allen2007, 50	dog / 狗	kʰɔ33	?	Eryuan	dog	966	狗
740	kʰũã₃₃	Allen2007, 50	dog / 狗	kʰũã33	?	Heqi	dog	966	狗
741	kʰũã₄₄	Allen2007, 50	dog / 狗	kʰũã44	?	Lanping	dog	966	狗
742	kʰua₃₃	Allen2007, 50	dog / 狗	kʰua33	?	Qiliqiao	dog	966	狗
743	kʰua₃₃	Allen2007, 50	dog / 狗	kʰua33	?	Yunlong	dog	966	狗
744	kʰũã₃₃	Allen2007, 50	dog / 狗	kʰũã33	?	Xiangyun	dog	966	狗
745	qʰõ₃₃	Allen2007, 50	dog / 狗	qʰõ33	?	Luobenzhuo	dog	966	狗
#
4653	mo₂₁	Wang2006a, 699	dream	mo21	?	Tuoluo	dream	8448	?
4654	moŋ₂₄	Wang2006a, 699	dream	moŋ24	?	Gongxing	dream	8448	?
4655	mɯ₄₃	Wang2006a, 699	dream	mɯ43	?	Enqi	dream	8448	?
4656	mɯ̃₅₅	Wang2006a, 699	dream	mɯ̃55	?	Ega	dream	8448	?
4657	mɯ₄₂	Wang2006a, 699	dream	mɯ42	?	Jinman	dream	8448	?
4658	mǝ̃₃₁	Wang2006a, 699	dream	mǝ̃31	?	Jinxing	dream	8448	?
4659	mǝ̃₄₂	Wang2006a, 699	dream	mǝ̃42	?	Dashi	dream	8448	?
4660	mɯ₅₃	Wang2006a, 699	dream	mɯ53	?	Zhoucheng	dream	8448	?
4661	mǝɯ₂₁	Wang2006a, 699	dream	mǝɯ21	?	Mazhelong	dream	8448	?
#
780	ɯ̃₃₃	Wang2006a, 1370	drink	ɯ̃33	verb	Tuoluo	drink	5991	?
781	oŋ₂₂	Wang2006a, 1370	drink	(oŋ22)	verb	Gongxing	drink	5991	?
782	ɯ₂₂	Wang2006a, 1370	drink	ɯ22	verb	Enqi	drink	5991	?
783	ɯ̃₂₂	Wang2006a, 1370	drink	ɯ̃22	verb	Ega	drink	5991	?
784	ɯ̃₂₂	Wang2006a, 1370	drink	ɯ̃22	verb	Jinman	drink	5991	?
785	ǝ̃₃₃	Wang2006a, 1370	drink	ǝ̃33	verb	Jinxing	drink	5991	?
786	ǝ̃₃₃	Wang2006a, 1370	drink	ǝ̃33	verb	Dashi	drink	5991	?
787	ɯ₃₃	Wang2006a, 1370	drink	ɯ33	verb	Zhoucheng	drink	5991	?
788	oŋ₃₃	Wang2006a, 1370	drink	oŋ33	verb	Mazhelong	drink	5991	?
789	ɯ̃₃₃	Allen2007, 261	drink / 喝	ɯ̃33	verb	Jianchuan	drink	5991	喝
790	ɯ₃₃	Allen2007, 261	drink / 喝	ɯ33	verb	Eryuan	drink	5991	喝
791	ɯ₃₃	Allen2007, 261	drink / 喝	ɯ33	verb	Heqi	drink	5991	喝
792	ɯ̃₄₄	Allen2007, 261	drink / 喝	ɯ̃44	verb	Lanping	drink	5991	喝
793	ɯ₃₃	Allen2007, 261	drink / 喝	ɯ33	verb	Qiliqiao	drink	5991	喝
794	ʔɯ₃₃	Allen2007, 261	drink / 喝	ʔɯ33	verb	Yunlong	drink	5991	喝
795	ẽ₃₃	Allen2007, 261	drink / 喝	ẽ33	verb	Xiangyun	drink	5991	喝
796	ɯ̃₃₃	Allen2007, 261	drink / 喝	ɯ̃33	verb	Luobenzhuo	drink	5991	喝
#
6253	ɲi₄₄tõ₄₂	Allen2007, 129	ear / 耳朵	ɲi44tõ42	?	Heqi	ear	5510	耳朵
6254	jɛ̃₃₃tiɯ₃₁kũã₅₅	Allen2007, 129	ear / 耳朵	jɛ̃33tiɯ31kũã55	?	Lanping	ear	5510	耳朵
6255	nɤ₃₃tɔ₄₄	Allen2007, 129	ear / 耳朵	nɤ33tɔ44	?	Qiliqiao	ear	5510	耳朵
6256	ɲɤ₃₃tɯ₃₁	Allen2007, 129	ear / 耳朵	ɲɤ33tɯ31	?	Yunlong	ear	5510	耳朵
6251	jĩ₃₃tɯ₂₁kũã₅₅	Allen2007, 129	ear / 耳朵	jĩ33tɯ21kũã55	?	Jianchuan	ear	5510	耳朵
6257	jɔ₃₃pi₃₁t͡sɿ₃₃	Allen2007, 129	ear / 耳朵	jɔ33pi31tsɿ33	?	Xiangyun	ear	5510	耳朵
6258	ʔẽ₄₄t͡ɕỹ₃₁	Allen2007, 129	ear / 耳朵	ʔẽ44tɕỹ31	?	Luobenzhuo	ear	5510	耳朵
6252	ɲɤ₃₃pi₂₁	Allen2007, 129	ear / 耳朵	ɲɤ33pi21	?	Eryuan	ear	5510	耳朵
#
848	ʑi₂₁	Wang2006a, 22	earth	ʑi21	?	Tuoluo	earth	5481	?
849	d͡ʑi₄₂	Wang2006a, 22	earth	dʑi42	?	Gongxing	earth	5481	?
850	t͡ɕi₄₂	Wang2006a, 22	earth	tɕi42	?	Ega	earth	5481	?
851	d͡ʑi₄₂	Wang2006a, 22	earth	dʑi42	?	Jinman	earth	5481	?
852	t͡ɕi₃₁	Wang2006a, 22	earth	tɕi31	?	Jinxing	earth	5481	?
853	t͡ɕi₃₁	Wang2006a, 22	earth	tɕi31	?	Dashi	earth	5481	?
854	t͡ɕi₃₁	Wang2006a, 22	earth	tɕi31	?	Zhoucheng	earth	5481	?
855	ti₂₁	Wang2006a, 22	earth	ti21	?	Mazhelong	earth	5481	?
856	t͡ɕi₃₁pɛ₂₁	Allen2007, 20	earth / 地	tɕi31pɛ21	?	Jianchuan	earth	5481	地
857	t͡ɕi₃₁	Allen2007, 20	earth / 地	tɕi31	?	Eryuan	earth	5481	地
858	t͡ɕi₃₁pɛ₂₁	Allen2007, 20	earth / 地	tɕi31pɛ21	?	Heqi	earth	5481	地
859	t͡ɕi₃₁	Allen2007, 20	earth / 地	tɕi31	?	Lanping	earth	5481	地
860	t͡ɕi₃₁pɛ₂₁	Allen2007, 20	earth / 地	tɕi31pɛ21	?	Qiliqiao	earth	5481	地
861	t͡ɕi₃₁	Allen2007, 20	earth / 地	tɕi31	?	Yunlong	earth	5481	地
862	ji₃₁pɛ₂₁	Allen2007, 20	earth / 地	ji31pɛ21	?	Xiangyun	earth	5481	地
863	t͡ɕĩ₄₄pa₄₂	Allen2007, 20	earth / 地	tɕĩ44pa42	?	Luobenzhuo	earth	5481	地
3917	tʰoŋ₃₃	Wang2006a, 40	soil; earth	tʰoŋ33	?	Tuoluo	earth	5481	?
3918	tʰy₂₂	Wang2006a, 40	soil; earth	tʰy22	?	Gongxing	earth	5481	?
3919	nɛ₂₁	Wang2006a, 40	soil; earth	nE21	?	Enqi	earth	5481	?
3920	nɛ₂₁₅	Wang2006a, 40	soil; earth	nɛ215	?	Ega	earth	5481	?
3921	ne₂₁	Wang2006a, 40	soil; earth	ne21	?	Jinman	earth	5481	?
3922	tʰu₃₃	Wang2006a, 40	soil; earth	tʰu33	?	Jinxing	earth	5481	?
3923	pʰɚ₅₅le₂₁	Wang2006a, 40	soil; earth	(pʰɚ55le21)	?	Dashi	earth	5481	?
3924	tʰu₃₃	Wang2006a, 40	soil; earth	tʰu33	?	Zhoucheng	earth	5481	?
3925	ne₄₂	Wang2006a, 40	soil; earth	ne42	?	Mazhelong	earth	5481	?
#
864	ʐɤ₃₅	Wang2006a, 353	worm	ʐv35	?	Tuoluo	earthworm;worm	5466	?
865	d͡zao₁₂	Wang2006a, 353	worm	dzao12	?	Gongxing	earthworm;worm	5466	?
866	t͡ɕio₂₁	Wang2006a, 353	worm	tɕio21	?	Enqi	earthworm;worm	5466	?
867	t͡ɕiu₂₁	Wang2006a, 353	worm	tɕiu21	?	Ega	earthworm;worm	5466	?
868	t͡ɕiu₂₁	Wang2006a, 353	worm	tɕiu21	?	Jinman	earthworm;worm	5466	?
869	t͡sɤ̃₂₁	Wang2006a, 353	worm	tsṽ21	?	Jinxing	earthworm;worm	5466	?
870	t͡ʂo₂₁	Wang2006a, 353	worm	tʂo21	?	Dashi	earthworm;worm	5466	?
871	t͡sɤ₂₁	Wang2006a, 353	worm	tsv21	?	Zhoucheng	earthworm;worm	5466	?
872	d͡zõ₂₁	Wang2006a, 353	worm	dzõ21	?	Mazhelong	earthworm;worm	5466	?
873	t͡ɕi₂₁t͡ɕɛ₅₅t͡sɤ₂₁	Allen2007, 81	earthworm / 蚯蚓	tɕi21tɕɛ55tsɤ21	?	Jianchuan	earthworm;worm	5466	蚯蚓
874	kʲi₃₁kɛ₃₅t͡ʂɤ₂₁	Allen2007, 81	earthworm / 蚯蚓	kʲi31kɛ35tʂɤ21	?	Eryuan	earthworm;worm	5466	蚯蚓
875	xua₅₅tʰu₃₃t͡sũɔ̃₂₁	Allen2007, 81	earthworm / 蚯蚓	xua55tʰu33tsũɔ̃21	?	Heqi	earthworm;worm	5466	蚯蚓
876	ku₅₅lu₅₅t͡su₂₁	Allen2007, 81	earthworm / 蚯蚓	ku55lu55tsu21	?	Lanping	earthworm;worm	5466	蚯蚓
877	pi₂₁t͡ɕa₃₅t͡sɤ₂₁	Allen2007, 81	earthworm / 蚯蚓	pi21tɕa35tsɤ21	?	Qiliqiao	earthworm;worm	5466	蚯蚓
878	t͡ɕi₃₁kɛ₃₅t͡ɕao₂₁	Allen2007, 81	earthworm / 蚯蚓	tɕi31kɛ35tɕao21	?	Yunlong	earthworm;worm	5466	蚯蚓
879	ɕi₃₃li₃₃kʲɛ₃₅t͡ɕɛ̃₂₁	Allen2007, 81	earthworm / 蚯蚓	ɕi33li33kʲɛ35tɕɛ̃21	?	Xiangyun	earthworm;worm	5466	蚯蚓
880	qɔ₅₅t͡ɕɤ₃₁	Allen2007, 81	earthworm / 蚯蚓	qɔ55tɕɤ31	?	Luobenzhuo	earthworm;worm	5466	蚯蚓
#
897	ju₄₂	Wang2006a, 1198	eat	ju42	verb	Tuoluo	eat	5827	?
898	ju₄₂	Wang2006a, 1198	eat	ju42	verb	Gongxing	eat	5827	?
899	jɯ₅₅	Wang2006a, 1198	eat	jɯ55	verb	Enqi	eat	5827	?
900	ji₄₄	Wang2006a, 1198	eat	ji44	verb	Ega	eat	5827	?
901	ji₅₅	Wang2006a, 1198	eat	ji55	verb	Jinman	eat	5827	?
902	jɯ₄₄	Wang2006a, 1198	eat	jɯ44	verb	Jinxing	eat	5827	?
903	jɯ₄₄	Wang2006a, 1198	eat	jɯ44	verb	Dashi	eat	5827	?
904	jɯ₄₄	Wang2006a, 1198	eat	jɯ44	verb	Zhoucheng	eat	5827	?
905	ji₄₄	Wang2006a, 1198	eat	ji44	verb	Mazhelong	eat	5827	?
906	jɯ₄₄	Allen2007, 260	eat / 吃	jɯ44	verb	Jianchuan	eat	5827	吃
907	jɯ₄₄	Allen2007, 260	eat / 吃	jɯ44	verb	Eryuan	eat	5827	吃
908	jɯ₄₄	Allen2007, 260	eat / 吃	jɯ44	verb	Heqi	eat	5827	吃
909	jɯ₄₄	Allen2007, 260	eat / 吃	jɯ44	verb	Lanping	eat	5827	吃
910	ɣɯ₃₃	Allen2007, 260	eat / 吃	ɣɯ33	verb	Qiliqiao	eat	5827	吃
911	jɯ₄₄	Allen2007, 260	eat / 吃	jɯ44	verb	Yunlong	eat	5827	吃
912	jou₄₄	Allen2007, 260	eat / 吃	jou44	verb	Xiangyun	eat	5827	吃
913	ji₄₄	Allen2007, 260	eat / 吃	ji44	verb	Luobenzhuo	eat	5827	吃
#
914	sen₄₂	Wang2006a, 450	egg	sen42	?	Gongxing	egg	340828	?
915	sɛ₄₃	Wang2006a, 450	egg	sE43	?	Enqi	egg	340828	?
916	sɛ₄₂	Wang2006a, 450	egg	sɛ42	?	Ega	egg	340828	?
917	sẽ₄₂	Wang2006a, 450	egg	sẽ42	?	Jinman	egg	340828	?
918	sen₄₂	Wang2006a, 450	egg	sen42	?	Jinxing	egg	340828	?
919	sen₄₂	Wang2006a, 450	egg	sen42	?	Dashi	egg	340828	?
920	se₄₂	Wang2006a, 450	egg	se42	?	Zhoucheng	egg	340828	?
921	sɛ₄₂	Wang2006a, 450	egg	sɛ42	?	Mazhelong	egg	340828	?
922	se₄₂	Allen2007, 84	egg / 蛋	se42	?	Jianchuan	egg	340828	蛋
923	se₄₂	Allen2007, 84	egg / 蛋	se42	?	Eryuan	egg	340828	蛋
924	sẽ₄₂	Allen2007, 84	egg / 蛋	sẽ42	?	Heqi	egg	340828	蛋
925	sɛ̃₄₂	Allen2007, 84	egg / 蛋	sɛ̃42	?	Lanping	egg	340828	蛋
926	se₃₂	Allen2007, 84	egg / 蛋	se32	?	Qiliqiao	egg	340828	蛋
927	sɛ₄₂	Allen2007, 84	egg / 蛋	sɛ42	?	Yunlong	egg	340828	蛋
928	sẽ₄₂	Allen2007, 84	egg / 蛋	sẽ42	?	Xiangyun	egg	340828	蛋
929	sæ̃₄₂	Allen2007, 84	egg / 蛋	sæ̃42	?	Luobenzhuo	egg	340828	蛋
#
930	t͡ɕo₄₂	Wang2006a, 804	eight	tɕo42	?	Tuoluo	eight	7005	?
931	t͡ɕua₂₄	Wang2006a, 804	eight	tɕua24	?	Gongxing	eight	7005	?
932	pia₅₅	Wang2006a, 804	eight	pia55	?	Enqi	eight	7005	?
933	t͡ɕya₄₄	Wang2006a, 804	eight	tɕya44	?	Ega	eight	7005	?
934	t͡ɕua₅₅	Wang2006a, 804	eight	tɕua55	?	Jinman	eight	7005	?
935	pio₄₄?	Wang2006a, 804	eight	pio44?	?	Jinxing	eight	7005	?
936	pia₄₄	Wang2006a, 804	eight	pia44	?	Dashi	eight	7005	?
937	pia₄₄	Wang2006a, 804	eight	pia44	?	Zhoucheng	eight	7005	?
938	pia₄₄	Wang2006a, 804	eight	pia44	?	Mazhelong	eight	7005	?
939	pia₄₄	Allen2007, 457	eight / 八	pia44	?	Jianchuan	eight	7005	八
940	pia₄₄	Allen2007, 457	eight / 八	pia44	?	Eryuan	eight	7005	八
941	pia₄₄	Allen2007, 457	eight / 八	pia44	?	Heqi	eight	7005	八
942	pia₄₄	Allen2007, 457	eight / 八	pia44	?	Lanping	eight	7005	八
943	pia₄₄	Allen2007, 457	eight / 八	pia44	?	Qiliqiao	eight	7005	八
944	pia₄₄	Allen2007, 457	eight / 八	pia44	?	Yunlong	eight	7005	八
945	pia₄₄	Allen2007, 457	eight / 八	pia44	?	Xiangyun	eight	7005	八
946	ʧua₄₄	Allen2007, 457	eight / 八	ʧua44	?	Luobenzhuo	eight	7005	八
#
947	uen₃₃	Wang2006a, 79	eye	uen33	?	Tuoluo	eye	5511	?
948	uen₂₂	Wang2006a, 79	eye	uen22	?	Gongxing	eye	5511	?
949	ŋui₂₂	Wang2006a, 79	eye	ŋui22	?	Enqi	eye	5511	?
950	ŋui₂₂	Wang2006a, 79	eye	ŋui22	?	Ega	eye	5511	?
951	mi₂₂	Wang2006a, 79	eye	mi22	?	Jinman	eye	5511	?
952	uẽ₃₃	Wang2006a, 79	eye	uẽ33	?	Jinxing	eye	5511	?
953	uẽ₃₃	Wang2006a, 79	eye	uẽ33	?	Dashi	eye	5511	?
954	ue₃₃	Wang2006a, 79	eye	ue33	?	Zhoucheng	eye	5511	?
955	ŋuɛ₃₃	Wang2006a, 79	eye	ŋuɛ33	?	Mazhelong	eye	5511	?
956	wẽ₃₃	Allen2007, 127	eye / 眼	wẽ33	?	Jianchuan	eye	5511	眼
957	ŋue₃₃	Allen2007, 127	eye / 眼	ŋue33	?	Eryuan	eye	5511	眼
958	wẽ₃₃	Allen2007, 127	eye / 眼	wẽ33	?	Heqi	eye	5511	眼
959	wẽ₄₄	Allen2007, 127	eye / 眼	wẽ44	?	Lanping	eye	5511	眼
960	we₃₃	Allen2007, 127	eye / 眼	we33	?	Qiliqiao	eye	5511	眼
961	ŋue₃₃	Allen2007, 127	eye / 眼	ŋue33	?	Yunlong	eye	5511	眼
962	wẽ₃₃	Allen2007, 127	eye / 眼	wẽ33	?	Xiangyun	eye	5511	眼
963	mi₃₃	Allen2007, 127	eye / 眼	mi33	?	Luobenzhuo	eye	5511	眼
#
964	u₄₂?	Wang2006a, 1274	to drop	(u42?)	verb	Tuoluo	fall down;drop	5622	?
965	t͡ɕɛ₂₄	Wang2006a, 1274	to drop	tɕɛ24	verb	Gongxing	fall down;drop	5622	?
966	dua₂₁	Wang2006a, 1274	to drop	dua21	verb	Enqi	fall down;drop	5622	?
967	tua₄₂	Wang2006a, 1274	to drop	tua42	verb	Ega	fall down;drop	5622	?
968	tua₄₂	Wang2006a, 1274	to drop	tua42	verb	Jinman	fall down;drop	5622	?
969	tuɑ₄₂	Wang2006a, 1274	to drop	tuɑ42	verb	Jinxing	fall down;drop	5622	?
970	nɚ₃₁	Wang2006a, 1274	to drop	(nɚ31)	verb	Dashi	fall down;drop	5622	?
971	tua₄₂	Wang2006a, 1274	to drop	tua42	verb	Zhoucheng	fall down;drop	5622	?
972	d͡ʑiaŋ₂₁	Wang2006a, 1274	to drop	(dʑiaŋ21)	verb	Mazhelong	fall down;drop	5622	?
973	tuɛ₄₄fɛ̃₃₃	Allen2007, 285	fall down / 跌倒	tuɛ44fɛ̃33	verb	Jianchuan	fall down;drop	5622	跌倒
974	to₄₄pa₄₄	Allen2007, 285	fall down / 跌倒	to44pa44	verb	Eryuan	fall down;drop	5622	跌倒
975	tou₄₄	Allen2007, 285	fall down / 跌倒	tou44	verb	Heqi	fall down;drop	5622	跌倒
976	tuɛ₄₄fɛ̃₃₃	Allen2007, 285	fall down / 跌倒	tuɛ44fɛ̃33	verb	Lanping	fall down;drop	5622	跌倒
977	to₄₄xɯ₅₅	Allen2007, 285	fall down / 跌倒	to44xɯ55	verb	Qiliqiao	fall down;drop	5622	跌倒
978	to₄₄fɛ₄₄	Allen2007, 285	fall down / 跌倒	to44fɛ44	verb	Yunlong	fall down;drop	5622	跌倒
979	kũã₃₃t͡sʰɛ̃₃₃	Allen2007, 285	fall down / 跌倒	kũã33tsʰɛ̃33	verb	Xiangyun	fall down;drop	5622	跌倒
980	tu₅₅xa₄₄	Allen2007, 285	fall down / 跌倒	tu55xa44	verb	Luobenzhuo	fall down;drop	5622	跌倒
#
981	tue₃₃	Wang2006a, 974	far	tue33	?	Tuoluo	far	5997	?
982	tiuen₂₂	Wang2006a, 974	far	tiuen22	?	Gongxing	far	5997	?
983	tyɛ₂₂	Wang2006a, 974	far	tyE22	?	Enqi	far	5997	?
984	ti₂₂	Wang2006a, 974	far	ti22	?	Ega	far	5997	?
985	tyi₂₂	Wang2006a, 974	far	tyi22	?	Jinman	far	5997	?
986	tuen₃₃	Wang2006a, 974	far	tuen33	?	Jinxing	far	5997	?
987	tuen₃₃	Wang2006a, 974	far	tuen33	?	Dashi	far	5997	?
988	tue₃₃	Wang2006a, 974	far	tue33	?	Zhoucheng	far	5997	?
989	t͡suen₃₃	Wang2006a, 974	far	tsuen33	?	Mazhelong	far	5997	?
990	tũẽ₃₃	Allen2007, 396	far / 远	tũẽ33	?	Jianchuan	far	5997	远
991	tue₃₃	Allen2007, 396	far / 远	tue33	?	Eryuan	far	5997	远
992	tuẽ₃₃	Allen2007, 396	far / 远	tuẽ33	?	Heqi	far	5997	远
993	tũẽ₄₄	Allen2007, 396	far / 远	tũẽ44	?	Lanping	far	5997	远
994	tue₃₃	Allen2007, 396	far / 远	tue33	?	Qiliqiao	far	5997	远
995	tue₃₃	Allen2007, 396	far / 远	tue33	?	Yunlong	far	5997	远
996	tũẽ₃₃	Allen2007, 396	far / 远	tũẽ33	?	Xiangyun	far	5997	远
997	dy₃₃	Allen2007, 396	far / 远	dy33	?	Luobenzhuo	far	5997	远
#
1261	t͡ʂi₅₅	Wang2006a, 445	grease, fat	tʂi55	?	Tuoluo	fat	5624	?
1262	t͡ʂi₅₅	Wang2006a, 445	grease, fat	tʂi55	?	Gongxing	fat	5624	?
1263	t͡sɿ₂₄	Wang2006a, 445	grease, fat	tsɿ24	?	Enqi	fat	5624	?
1264	t͡sɛ₅₅	Wang2006a, 445	grease, fat	tsɛ55	?	Ega	fat	5624	?
1265	t͡ʂi₅₅	Wang2006a, 445	grease, fat	tʂi55	?	Jinman	fat	5624	?
1266	t͡si₅₅	Wang2006a, 445	grease, fat	tsi55	?	Jinxing	fat	5624	?
