# EDICTOR
@modified: 2015-02-10 12:26
#
ID	IPA	CONCEPT	CHINESE	COGID	DOCULECT	TOKENS	OMEGAWIKI
7014		old (of person)	老	0	Lhasa_Tibetan		5482
7015	rgas	old (of person)	老	0	Old_Tibetan		5482
7016		old (of person)	老	0	Achang_Lianghe		5482
7017		old (of person)	老	0	Achang_Longchuan		5482
7018		old (of person)	老	0	Achang_Luxi		5482
7019		old (of person)	老	0	Atsi		5482
7020		old (of person)	老	0	Bola		5482
7021		old (of person)	老	0	Burmese		5482
7022		old (of person)	老	0	Hpun		5482
7023		old (of person)	老	0	Lashi		5482
7024		old (of person)	老	0	Maru		5482
7025		old (of person)	老	0	Old_Burmese		5482
7026		old (of person)	老	0	Xiandau		5482
7027		old (of person)	老	0	Dumi		5482
7028		old (of person)	老	0	Khaling		5482
7029		old (of person)	老	0	Limbu		5482
7030		old (of person)	老	0	Wambule		5482
7031		old (of person)	老	0	Yakkha		5482
7032		old (of person)	老	0	Yamphu		5482
7033		old (of person)	老	0	Dulong		5482
7034		old (of person)	老	0	Jingpo		5482
7035		old (of person)	老	0	Beijing		5482
7036		old (of person)	老	0	Caijia		5482
7037		old (of person)	老	0	Changsha		5482
7038		old (of person)	老	0	Ganzhou		5482
7039		old (of person)	老	0	Guangzhou		5482
7040		old (of person)	老	0	Meixian		5482
7041	*C-rˤuʔ	old (of person)	老	123	Old_Chinese	C ◦ rˤ u ʔ	5482
7042		old (of person)	老	0	Xiamen		5482
7043		old (of person)	老	0	Guiqiong		5482
7044	rgɤz	old (of person)	老	122	Japhug	r g ɤ z	5482
7045		old (of person)	老	0	Khroskyabs_Wobzi		5482
7046		old (of person)	老	0	Muya		5482
7047		old (of person)	老	0	Stau		5482
7048		old (of person)	老	0	Tangut		5482
7049		old (of person)	老	0	Zbu		5482
#
7050		one	一	0	Dashi		6244
7051		one	一	0	Zhaozhuang		6244
7052	a₄₂	one	一	124	Ega	a ⁴²	6244
7053	a₄₃	one	一	124	Enqi	a ⁴³	6244
7054	ji₄₄	one	一	124	Eryuan	j i ⁴⁴	6244
7055	a₅₅	one	一	124	Gongxing	a ⁵⁵	6244
7056	ji₄₄	one	一	124	Heqi	j i ⁴⁴	6244
7057	ji₄₄	one	一	124	Jianchuan	j i ⁴⁴	6244
7058	a₄₂	one	一	124	Jinman	a ⁴²	6244
7059	a₄₂	one	一	124	Jinxing	a ⁴²	6244
7060	ʔi₅₅	one	一	124	Luobenzhuo	ʔ i ⁵⁵	6244
7061	a₂₁	one	一	124	Mazhelong	a ²¹	6244
7062	ji₄₄	one	一	124	Qiliqiao	j i ⁴⁴	6244
7063	a₃₁	one	一	124	Xiangyun	a ³¹	6244
7064	ji₄₄	one	一	124	Yunlong	j i ⁴⁴	6244
7065	a₃₁	one	一	124	Zhoucheng	a ³¹	6244
7066		one	一	0	Cone_Tibetan		6244
7067		one	一	0	Lhasa_Tibetan		6244
7068	gtɕig	one	一	127	Old_Tibetan	g tɕ i g	6244
7069		one	一	0	Achang_Lianghe		6244
7070		one	一	0	Achang_Longchuan		6244
7071		one	一	0	Achang_Luxi		6244
7072		one	一	0	Atsi		6244
7073		one	一	0	Bola		6244
7074	tac	one	一	127	Burmese	t a c	6244
7075		one	一	0	Hpun		6244
7076		one	一	0	Lashi		6244
7077		one	一	0	Maru		6244
7078		one	一	0	Old_Burmese		6244
7079		one	一	0	Xiandau		6244
7080		one	一	0	Dumi		6244
7081	tûːbʌ	one	一	125	Khaling	t ûː b ʌ	6244
7082	thik	one	一	125	Limbu	tʰ i k	6244
7083		one	一	0	Wambule		6244
7084		one	一	0	Yakkha		6244
7085		one	一	0	Yamphu		6244
7086		one	一	0	Dulong		6244
7087		one	一	0	Jingpo		6244
7088		one	一	0	Beijing		6244
7089		one	一	0	Caijia		6244
7090		one	一	0	Changsha		6244
7091		one	一	0	Ganzhou		6244
7092		one	一	0	Guangzhou		6244
7093		one	一	0	Meixian		6244
7094	*ʔi[t]	one	一	126	Old_Chinese	ʔ i t	6244
7095		one	一	0	Xiamen		6244
7096		one	一	0	Guiqiong		6244
7097	ci	one	一	125	Japhug	c i	6244
7098		one	一	0	Khroskyabs_Wobzi		6244
7099		one	一	0	Muya		6244
7100		one	一	0	Stau		6244
7101	lew¹	one	一	127	Tangut	l e w ¹	6244
7102		one	一	0	Zbu		6244
#
7103	kʰɯ₅₅	to open		683	Dashi	kʰ ɯ ⁵⁵	513017
7104		to open		0	Zhaozhuang		513017
7105	qʰɯ₅₅	to open		683	Ega	qʰ ɯ ⁵⁵	513017
7106	qʰɯ₂₄	to open		683	Enqi	qʰ ɯ ²⁴	513017
7107	kʰɯ₅₅	to open		683	Eryuan	kʰ ɯ ⁵⁵	513017
7108	qʰe₅₅	to open		683	Gongxing	qʰ e ⁵⁵	513017
7109	kʰɯ₅₅	to open		683	Heqi	kʰ ɯ ⁵⁵	513017
7110	kʰɯ₅₅	to open		683	Jianchuan	kʰ ɯ ⁵⁵	513017
7111	qʰɯ̃₅₅	to open		683	Jinman	qʰ ɯ̃ ∼ ⁵⁵	513017
7112	kʰɯ₅₅	to open		683	Jinxing	kʰ ɯ ⁵⁵	513017
7113	qʰɯ̃₅₅	to open		683	Luobenzhuo	qʰ ɯ̃ ∼ ⁵⁵	513017
7114	kʰǝ₅₅	to open		683	Mazhelong	kʰ ǝ ⁵⁵	513017
7115	kʰɯ₅₅	to open		683	Qiliqiao	kʰ ɯ ⁵⁵	513017
7116	kʰou₅₅	to open		683	Xiangyun	kʰ o u ⁵⁵	513017
7117	kʰɯ₅₅	to open		683	Yunlong	kʰ ɯ ⁵⁵	513017
7118	kʰɯ₅₅	to open		683	Zhoucheng	kʰ ɯ ⁵⁵	513017
7119		to open		0	Cone_Tibetan		513017
7120		to open		0	Lhasa_Tibetan		513017
7121	ɴbʲed	to open		0	Old_Tibetan		513017
7122		to open		0	Achang_Lianghe		513017
7123		to open		0	Achang_Longchuan		513017
7124		to open		0	Achang_Luxi		513017
7125		to open		0	Atsi		513017
7126		to open		0	Bola		513017
7127		to open		0	Burmese		513017
7128		to open		0	Hpun		513017
7129		to open		0	Lashi		513017
7130		to open		0	Maru		513017
7131		to open		0	Old_Burmese		513017
7132		to open		0	Xiandau		513017
7133		to open		0	Dumi		513017
7134		to open		0	Khaling		513017
7135		to open		0	Limbu		513017
7136		to open		0	Wambule		513017
7137		to open		0	Yakkha		513017
7138		to open		0	Yamphu		513017
7139		to open		0	Dulong		513017
7140		to open		0	Jingpo		513017
7141		to open		0	Beijing		513017
7142		to open		0	Caijia		513017
7143		to open		0	Changsha		513017
7144		to open		0	Ganzhou		513017
7145		to open		0	Guangzhou		513017
7146		to open		0	Meixian		513017
7147		to open		683	Old_Chinese		513017
7148		to open		0	Xiamen		513017
7149		to open		0	Guiqiong		513017
7150	cɯ	to open		682	Japhug	c ɯ	513017
7151		to open		0	Khroskyabs_Wobzi		513017
7152		to open		0	Muya		513017
7153		to open		0	Stau		513017
7154		to open		0	Tangut		513017
7155		to open		0	Zbu		513017
#
7156		other		0	Dashi		1406403
7157		other		0	Zhaozhuang		1406403
7158		other		0	Ega		1406403
7159		other		0	Enqi		1406403
7160		other		0	Eryuan		1406403
7161		other		0	Gongxing		1406403
7162		other		0	Heqi		1406403
7163		other		0	Jianchuan		1406403
7164		other		0	Jinman		1406403
7165		other		0	Jinxing		1406403
7166		other		0	Luobenzhuo		1406403
7167		other		0	Mazhelong		1406403
7168		other		0	Qiliqiao		1406403
7169		other		0	Xiangyun		1406403
7170		other		0	Yunlong		1406403
7171		other		0	Zhoucheng		1406403
7172		other		0	Cone_Tibetan		1406403
7173		other		0	Lhasa_Tibetan		1406403
7174	gʑan	other		0	Old_Tibetan		1406403
7175		other		0	Achang_Lianghe		1406403
7176		other		0	Achang_Longchuan		1406403
7177		other		0	Achang_Luxi		1406403
7178		other		0	Atsi		1406403
7179		other		0	Bola		1406403
7180		other		0	Burmese		1406403
7181		other		0	Hpun		1406403
7182		other		0	Lashi		1406403
7183		other		0	Maru		1406403
7184		other		0	Old_Burmese		1406403
7185		other		0	Xiandau		1406403
7186		other		0	Dumi		1406403
7187		other		0	Khaling		1406403
7188		other		0	Limbu		1406403
7189		other		0	Wambule		1406403
7190		other		0	Yakkha		1406403
7191		other		0	Yamphu		1406403
7192		other		0	Dulong		1406403
7193		other		0	Jingpo		1406403
7194		other		0	Beijing		1406403
7195		other		0	Caijia		1406403
7196		other		0	Changsha		1406403
7197		other		0	Ganzhou		1406403
7198		other		0	Guangzhou		1406403
7199		other		0	Meixian		1406403
7200		other		129	Old_Chinese	◦	1406403
7201		other		0	Xiamen		1406403
7202		other		0	Guiqiong		1406403
7203	kɯmaʁ	other		128	Japhug	k ɯ m a ʁ	1406403
7204		other		0	Khroskyabs_Wobzi		1406403
7205		other		0	Muya		1406403
7206		other		0	Stau		1406403
7207		other		0	Tangut		1406403
7208		other		0	Zbu		1406403
#
7209		painful		0	Dashi		496633
7210		painful		0	Zhaozhuang		496633
7211		painful		0	Ega		496633
7212		painful		0	Enqi		496633
7213	sɤ₃₁	painful		131	Eryuan	s ɤ ³¹	496633
7214		painful		0	Gongxing		496633
7215	sʰũɔ̃₃₁	painful		131	Heqi	sʰ ũ ∼ ɔ̃ ∼ ³¹	496633
7216	sɤ̃₃₁	painful		131	Jianchuan	s ɤ̃ ∼ ³¹	496633
7217		painful		0	Jinman		496633
7218		painful		0	Jinxing		496633
7219	sõ₃₁	painful		131	Luobenzhuo	s õ ∼ ³¹	496633
7220		painful		0	Mazhelong		496633
7221	sɿ₃₁	painful		131	Qiliqiao	s ɿ ³¹	496633
7222	ɕɛ̃₃₁	painful		131	Xiangyun	ɕ ɛ̃ ∼ ³¹	496633
7223	sɿ₃₁	painful		131	Yunlong	s ɿ ³¹	496633
7224		painful		0	Zhoucheng		496633
7225		painful		0	Cone_Tibetan		496633
7226		painful		0	Lhasa_Tibetan		496633
7227	sdug-	painful		0	Old_Tibetan		496633
7228		painful		0	Achang_Lianghe		496633
7229		painful		0	Achang_Longchuan		496633
7230		painful		0	Achang_Luxi		496633
7231		painful		0	Atsi		496633
7232		painful		0	Bola		496633
7233		painful		0	Burmese		496633
7234		painful		0	Hpun		496633
7235		painful		0	Lashi		496633
7236		painful		0	Maru		496633
7237		painful		0	Old_Burmese		496633
7238		painful		0	Xiandau		496633
7239		painful		0	Dumi		496633
7240		painful		0	Khaling		496633
7241		painful		0	Limbu		496633
7242		painful		0	Wambule		496633
7243		painful		0	Yakkha		496633
7244		painful		0	Yamphu		496633
7245		painful		0	Dulong		496633
7246		painful		0	Jingpo		496633
7247		painful		0	Beijing		496633
7248		painful		0	Caijia		496633
7249		painful		0	Changsha		496633
7250		painful		0	Ganzhou		496633
7251		painful		0	Guangzhou		496633
7252		painful		0	Meixian		496633
7253		painful		131	Old_Chinese	◦	496633
7254		painful		0	Xiamen		496633
7255		painful		0	Guiqiong		496633
7256	mŋɤm	painful		130	Japhug	m ŋ ɤ m	496633
7257		painful		0	Khroskyabs_Wobzi		496633
7258		painful		0	Muya		496633
7259		painful		0	Stau		496633
7260		painful		0	Tangut		496633
7261		painful		0	Zbu		496633
#
7262	jen₂₁	the person	人	427	Dashi	j e n ²¹	333730
7263		the person	人	0	Zhaozhuang		333730
7264	ɲi₂₁	the person	人	427	Ega	ɲ i ²¹	333730
7265	ɲi₂₁	the person	人	427	Enqi	ɲ i ²¹	333730
7266	ɲi₂₁kʲɛ₃₅ɲi₂₁	the person	人	427	Eryuan	ɲ i ²¹ kʲ ɛ ³⁵ ɲ i ²¹	333730
7267	ɲi₁₂	the person	人	427	Gongxing	ɲ i ¹²	333730
7268	jĩ₂₁kɛ̃₃₅jĩ₂₁	the person	人	427	Heqi	j ĩ ∼ ²¹ k ɛ̃ ∼ ³⁵ j ĩ ∼ ²¹	333730
7269	jĩ₂₁kɛ̃₅₅jĩ₂₁	the person	人	427	Jianchuan	j ĩ ∼ ²¹ k ɛ̃ ∼ ⁵⁵ j ĩ ∼ ²¹	333730
7270	ɲi₂₁	the person	人	427	Jinman	ɲ i ²¹	333730
7271	jen₂₁	the person	人	427	Jinxing	j e n ²¹	333730
7272	ɲi₃₁qao₅₅	the person	人	427	Luobenzhuo	ɲ i ³¹ q a o ⁵⁵	333730
7273	ɲien₂₁	the person	人	427	Mazhelong	ɲ i e n ²¹	333730
7274	ɲi₂₁kɛ₃₅	the person	人	427	Qiliqiao	ɲ i ²¹ k ɛ ³⁵	333730
7275	ni₂₁kɛ̃₃₅	the person	人	427	Xiangyun	n i ²¹ k ɛ̃ ∼ ³⁵	333730
7276	ɲi₂₁kɛ₃₅	the person	人	427	Yunlong	ɲ i ²¹ k ɛ ³⁵	333730
7277	ɲi₂₁	the person	人	427	Zhoucheng	ɲ i ²¹	333730
7278		the person	人	0	Cone_Tibetan		333730
7279		the person	人	0	Lhasa_Tibetan		333730
7280	mʲi	the person	人	0	Old_Tibetan		333730
7281		the person	人	0	Achang_Lianghe		333730
7282		the person	人	0	Achang_Longchuan		333730
7283		the person	人	0	Achang_Luxi		333730
7284		the person	人	0	Atsi		333730
7285		the person	人	0	Bola		333730
7286		the person	人	0	Burmese		333730
7287		the person	人	0	Hpun		333730
7288		the person	人	0	Lashi		333730
7289		the person	人	0	Maru		333730
7290		the person	人	0	Old_Burmese		333730
7291		the person	人	0	Xiandau		333730
7292		the person	人	0	Dumi		333730
7293		the person	人	0	Khaling		333730
7294		the person	人	0	Limbu		333730
7295		the person	人	0	Wambule		333730
7296		the person	人	0	Yakkha		333730
7297		the person	人	0	Yamphu		333730
7298		the person	人	0	Dulong		333730
7299		the person	人	0	Jingpo		333730
7300		the person	人	0	Beijing		333730
7301		the person	人	0	Caijia		333730
7302		the person	人	0	Changsha		333730
7303		the person	人	0	Ganzhou		333730
7304		the person	人	0	Guangzhou		333730
7305		the person	人	0	Meixian		333730
7306	*niŋ	the person	人	427	Old_Chinese	n i ŋ	333730
7307		the person	人	0	Xiamen		333730
7308		the person	人	0	Guiqiong		333730
7309	tɯrme	the person	人	426	Japhug	t ɯ r m e	333730
7310		the person	人	0	Khroskyabs_Wobzi		333730
7311		the person	人	0	Muya		333730
7312		the person	人	0	Stau		333730
7313		the person	人	0	Tangut		333730
7314		the person	人	0	Zbu		333730
#
7315		to plant		0	Dashi		619975
7316		to plant		0	Zhaozhuang		619975
7317		to plant		0	Ega		619975
7318		to plant		0	Enqi		619975
7319	t͡sɤ₄₂	to plant		685	Eryuan	t͡s ɤ ⁴²	619975
7320		to plant		0	Gongxing		619975
7321	t͡sũɔ̃₄₂	to plant		685	Heqi	t͡s ũ ∼ ɔ̃ ∼ ⁴²	619975
7322	t͡sɤ̃₄₂	to plant		685	Jianchuan	t͡s ɤ̃ ∼ ⁴²	619975
7323		to plant		0	Jinman		619975
7324		to plant		0	Jinxing		619975
7325	t͡ɕõ₄₂	to plant		685	Luobenzhuo	t͡ɕ õ ∼ ⁴²	619975
7326		to plant		0	Mazhelong		619975
7327	t͡sɤ₃₂	to plant		685	Qiliqiao	t͡s ɤ ³²	619975
7328	kʲɛ₃₅	to plant		685	Xiangyun	kʲ ɛ ³⁵	619975
7329	kɛ₃₃	to plant		685	Yunlong	k ɛ ³³	619975
7330		to plant		0	Zhoucheng		619975
7331		to plant		0	Cone_Tibetan		619975
7332		to plant		0	Lhasa_Tibetan		619975
7333	btab	to plant		0	Old_Tibetan		619975
7334		to plant		0	Achang_Lianghe		619975
7335		to plant		0	Achang_Longchuan		619975
7336		to plant		0	Achang_Luxi		619975
7337		to plant		0	Atsi		619975
7338		to plant		0	Bola		619975
7339		to plant		0	Burmese		619975
7340		to plant		0	Hpun		619975
7341		to plant		0	Lashi		619975
7342		to plant		0	Maru		619975
7343		to plant		0	Old_Burmese		619975
7344		to plant		0	Xiandau		619975
7345		to plant		0	Dumi		619975
7346		to plant		0	Khaling		619975
7347		to plant		0	Limbu		619975
7348		to plant		0	Wambule		619975
7349		to plant		0	Yakkha		619975
7350		to plant		0	Yamphu		619975
7351		to plant		0	Dulong		619975
7352		to plant		0	Jingpo		619975
7353		to plant		0	Beijing		619975
7354		to plant		0	Caijia		619975
7355		to plant		0	Changsha		619975
7356		to plant		0	Ganzhou		619975
7357		to plant		0	Guangzhou		619975
7358		to plant		0	Meixian		619975
7359		to plant		685	Old_Chinese	◦	619975
7360		to plant		0	Xiamen		619975
7361		to plant		0	Guiqiong		619975
7362	ji	to plant		684	Japhug	j i	619975
7363		to plant		0	Khroskyabs_Wobzi		619975
7364		to plant		0	Muya		619975
7365		to plant		0	Stau		619975
7366		to plant		0	Tangut		619975
7367		to plant		0	Zbu		619975
#
7368		to play	玩	0	Dashi		6010
7369		to play	玩	0	Zhaozhuang		6010
7370		to play	玩	0	Ega		6010
7371		to play	玩	0	Enqi		6010
7372	u₃₁t͡ɕʰu₃₁	to play	玩	687	Eryuan	u ³¹ t͡ɕʰ u ³¹	6010
7373		to play	玩	0	Gongxing		6010
7374	vɤ₄₂tɯ₃₃	to play	玩	687	Heqi	v ɤ ⁴² t ɯ ³³	6010
7375	wa₄₂sẽ₂₁	to play	玩	687	Jianchuan	w a ⁴² s ẽ ∼ ²¹	6010
7376		to play	玩	0	Jinman		6010
7377		to play	玩	0	Jinxing		6010
7378	xæ̃₃₅ʐæ₄₂	to play	玩	687	Luobenzhuo	x æ̃ ∼ ³⁵ ʐ æ ⁴²	6010
7379		to play	玩	0	Mazhelong		6010
7380	ɔ₂₁t͡ɕʰɔ₃₃	to play	玩	687	Qiliqiao	ɔ ²¹ t͡ɕʰ ɔ ³³	6010
7381	t͡sʰu₃₁	to play	玩	687	Xiangyun	t͡sʰ u ³¹	6010
7382	wu₃₁t͡ɕʰu₃₁	to play	玩	687	Yunlong	w u ³¹ t͡ɕʰ u ³¹	6010
7383		to play	玩	0	Zhoucheng		6010
7384		to play	玩	0	Cone_Tibetan		6010
7385		to play	玩	0	Lhasa_Tibetan		6010
7386	rtse	to play	玩	0	Old_Tibetan		6010
7387		to play	玩	0	Achang_Lianghe		6010
7388		to play	玩	0	Achang_Longchuan		6010
7389		to play	玩	0	Achang_Luxi		6010
7390		to play	玩	0	Atsi		6010
7391		to play	玩	0	Bola		6010
7392		to play	玩	0	Burmese		6010
7393		to play	玩	0	Hpun		6010
7394		to play	玩	0	Lashi		6010
7395		to play	玩	0	Maru		6010
7396		to play	玩	0	Old_Burmese		6010
7397		to play	玩	0	Xiandau		6010
7398		to play	玩	0	Dumi		6010
7399		to play	玩	0	Khaling		6010
7400		to play	玩	0	Limbu		6010
7401		to play	玩	0	Wambule		6010
7402		to play	玩	0	Yakkha		6010
7403		to play	玩	0	Yamphu		6010
7404		to play	玩	0	Dulong		6010
7405		to play	玩	0	Jingpo		6010
7406		to play	玩	0	Beijing		6010
7407		to play	玩	0	Caijia		6010
7408		to play	玩	0	Changsha		6010
7409		to play	玩	0	Ganzhou		6010
7410		to play	玩	0	Guangzhou		6010
7411		to play	玩	0	Meixian		6010
7412		to play	玩	687	Old_Chinese	◦	6010
7413		to play	玩	0	Xiamen		6010
7414		to play	玩	0	Guiqiong		6010
7415	anɯɣro	to play	玩	686	Japhug	a n ɯ ɣ r o	6010
7416		to play	玩	0	Khroskyabs_Wobzi		6010
7417		to play	玩	0	Muya		6010
7418		to play	玩	0	Stau		6010
7419		to play	玩	0	Tangut		6010
7420		to play	玩	0	Zbu		6010
#
7421	t͡ɕi₃₃	to pull	拉	689	Dashi	t͡ɕ i ³³	6071
7422		to pull	拉	0	Zhaozhuang		6071
7423	kʰɛ₂₂	to pull	拉	689	Ega	kʰ ɛ ²²	6071
7424	d͡ʑi₂₂	to pull	拉	689	Enqi	d͡ʑ i ²²	6071
7425	kʲi₃₃	to pull	拉	689	Eryuan	kʲ i ³³	6071
7426	d͡ʑi₂₂	to pull	拉	689	Gongxing	d͡ʑ i ²²	6071
7427	kʰa₃₃	to pull	拉	689	Heqi	kʰ a ³³	6071
7428	t͡ɕi₃₃	to pull	拉	689	Jianchuan	t͡ɕ i ³³	6071
7429		to pull	拉	0	Jinman		6071
7430	t͡ɕi₃₃	to pull	拉	689	Jinxing	t͡ɕ i ³³	6071
7431	t͡ɕã₄₄	to pull	拉	689	Luobenzhuo	t͡ɕ ã ∼ ⁴⁴	6071
7432	kʰen₅₅	to pull	拉	689	Mazhelong	kʰ e n ⁵⁵	6071
7433	t͡ɕi₃₃	to pull	拉	689	Qiliqiao	t͡ɕ i ³³	6071
7434	t͡ɕi₄₄	to pull	拉	689	Xiangyun	t͡ɕ i ⁴⁴	6071
7435	t͡ɕi₃₃	to pull	拉	689	Yunlong	t͡ɕ i ³³	6071
7436	t͡ɕi₃₃	to pull	拉	689	Zhoucheng	t͡ɕ i ³³	6071
7437		to pull	拉	0	Cone_Tibetan		6071
7438		to pull	拉	0	Lhasa_Tibetan		6071
7439	ɴtʰen	to pull	拉	0	Old_Tibetan		6071
7440		to pull	拉	0	Achang_Lianghe		6071
7441		to pull	拉	0	Achang_Longchuan		6071
7442		to pull	拉	0	Achang_Luxi		6071
7443		to pull	拉	0	Atsi		6071
7444		to pull	拉	0	Bola		6071
7445		to pull	拉	0	Burmese		6071
7446		to pull	拉	0	Hpun		6071
7447		to pull	拉	0	Lashi		6071
7448		to pull	拉	0	Maru		6071
7449		to pull	拉	0	Old_Burmese		6071
7450		to pull	拉	0	Xiandau		6071
7451		to pull	拉	0	Dumi		6071
7452		to pull	拉	0	Khaling		6071
7453		to pull	拉	0	Limbu		6071
7454		to pull	拉	0	Wambule		6071
7455		to pull	拉	0	Yakkha		6071
7456		to pull	拉	0	Yamphu		6071
7457		to pull	拉	0	Dulong		6071
7458		to pull	拉	0	Jingpo		6071
7459		to pull	拉	0	Beijing		6071
7460		to pull	拉	0	Caijia		6071
7461		to pull	拉	0	Changsha		6071
7462		to pull	拉	0	Ganzhou		6071
7463		to pull	拉	0	Guangzhou		6071
7464		to pull	拉	0	Meixian		6071
7465		to pull	拉	689	Old_Chinese	◦	6071
7466		to pull	拉	0	Xiamen		6071
7467		to pull	拉	0	Guiqiong		6071
7468	rɤɕi	to pull	拉	688	Japhug	r ɤ ɕ i	6071
7469		to pull	拉	0	Khroskyabs_Wobzi		6071
7470		to pull	拉	0	Muya		6071
7471		to pull	拉	0	Stau		6071
7472		to pull	拉	0	Tangut		6071
7473		to pull	拉	0	Zbu		6071
#
7474		to push	推	0	Dashi		6068
7475		to push	推	0	Zhaozhuang		6068
7476		to push	推	0	Ega		6068
7477		to push	推	0	Enqi		6068
7478	ma₃₅	to push	推	691	Eryuan	m a ³⁵	6068
7479		to push	推	0	Gongxing		6068
7480	ma₅₅	to push	推	691	Heqi	m a ⁵⁵	6068
7481	mia₅₅	to push	推	691	Jianchuan	m i a ⁵⁵	6068
7482		to push	推	0	Jinman		6068
7483		to push	推	0	Jinxing		6068
7484	pʰa₅₅	to push	推	691	Luobenzhuo	pʰ a ⁵⁵	6068
7485		to push	推	0	Mazhelong		6068
7486	ma₃₅	to push	推	691	Qiliqiao	m a ³⁵	6068
7487	t͡sʰu₅₅	to push	推	691	Xiangyun	t͡sʰ u ⁵⁵	6068
7488	ma₃₅	to push	推	691	Yunlong	m a ³⁵	6068
7489		to push	推	0	Zhoucheng		6068
7490		to push	推	0	Cone_Tibetan		6068
7491		to push	推	0	Lhasa_Tibetan		6068
7492	skul	to push	推	0	Old_Tibetan		6068
7493		to push	推	0	Achang_Lianghe		6068
7494		to push	推	0	Achang_Longchuan		6068
7495		to push	推	0	Achang_Luxi		6068
7496		to push	推	0	Atsi		6068
7497		to push	推	0	Bola		6068
7498		to push	推	0	Burmese		6068
7499		to push	推	0	Hpun		6068
7500		to push	推	0	Lashi		6068
7501		to push	推	0	Maru		6068
7502		to push	推	0	Old_Burmese		6068
7503		to push	推	0	Xiandau		6068
7504		to push	推	0	Dumi		6068
7505		to push	推	0	Khaling		6068
7506		to push	推	0	Limbu		6068
7507		to push	推	0	Wambule		6068
7508		to push	推	0	Yakkha		6068
7509		to push	推	0	Yamphu		6068
7510		to push	推	0	Dulong		6068
7511		to push	推	0	Jingpo		6068
7512		to push	推	0	Beijing		6068
7513		to push	推	0	Caijia		6068
7514		to push	推	0	Changsha		6068
7515		to push	推	0	Ganzhou		6068
7516		to push	推	0	Guangzhou		6068
7517		to push	推	0	Meixian		6068
7518		to push	推	691	Old_Chinese	◦	6068
7519		to push	推	0	Xiamen		6068
7520		to push	推	0	Guiqiong		6068
7521	sthoʁ	to push	推	690	Japhug	s tʰ o ʁ	6068
7522		to push	推	0	Khroskyabs_Wobzi		6068
7523		to push	推	0	Muya		6068
7524		to push	推	0	Stau		6068
7525		to push	推	0	Tangut		6068
7526		to push	推	0	Zbu		6068
#
7527	ɣou₄₂	the rain	雨	428	Dashi	ɣ o u ⁴²	3100
7528	u³³ɕi³⁵	the rain	雨	0	Zhaozhuang	u ³³ ɕ i ³⁵	3100
7529	u₄₂	the rain	雨	428	Ega	u ⁴²	3100
7530	u₂₁	the rain	雨	428	Enqi	u ²¹	3100
7531	vɤ₃₃ɕi₃₃	the rain	雨	428	Eryuan	v ɤ ³³ ɕ i ³³	3100
7532	ʐi₂₂w₂₁	the rain	雨	428	Gongxing	ʐ i ²² w ²¹	3100
7533	vɤ₃₃	the rain	雨	428	Heqi	v ɤ ³³	3100
7534	vɤ₃₃	the rain	雨	428	Jianchuan	v ɤ ³³	3100
7535	u₄₂	the rain	雨	428	Jinman	u ⁴²	3100
7536	ɣou₄₂	the rain	雨	428	Jinxing	ɣ o u ⁴²	3100
7537	dʐʅ₃₃	the rain	雨	428	Luobenzhuo	d ʐ ʅ ³³	3100
7538	ɣo₄₂	the rain	雨	428	Mazhelong	ɣ o ⁴²	3100
7539	vɤ₃₃ɕi₃₃	the rain	雨	428	Qiliqiao	v ɤ ³³ ɕ i ³³	3100
7540	jɛ₃₃	the rain	雨	428	Xiangyun	j ɛ ³³	3100
7541	vɤ₃₃ɕi₃₃	the rain	雨	428	Yunlong	v ɤ ³³ ɕ i ³³	3100
7542	ou₄₂ɤu₃₃ɕi₄₄	the rain	雨	428	Zhoucheng	o u ⁴² ɤ u ³³ ɕ i ⁴⁴	3100
7543		the rain	雨	0	Cone_Tibetan		3100
7544		the rain	雨	0	Lhasa_Tibetan		3100
7545	mʲi	the rain	雨	429	Old_Tibetan	mʲ i	3100
7546		the rain	雨	0	Achang_Lianghe		3100
7547		the rain	雨	0	Achang_Longchuan		3100
7548		the rain	雨	0	Achang_Luxi		3100
7549		the rain	雨	0	Atsi		3100
7550		the rain	雨	0	Bola		3100
7551	lu	the rain	雨	431	Burmese	l u	3100
7552		the rain	雨	0	Hpun		3100
7553		the rain	雨	0	Lashi		3100
7554		the rain	雨	0	Maru		3100
7555		the rain	雨	0	Old_Burmese		3100
7556		the rain	雨	0	Xiandau		3100
7557		the rain	雨	0	Dumi		3100
7558	ɦʌs	the rain	雨	433	Khaling	ɦ ʌ s	3100
7559		the rain	雨	428	Limbu		3100
7560		the rain	雨	0	Wambule		3100
7561		the rain	雨	0	Yakkha		3100
7562		the rain	雨	0	Yamphu		3100
7563		the rain	雨	0	Dulong		3100
7564		the rain	雨	0	Jingpo		3100
7565		the rain	雨	0	Beijing		3100
7566		the rain	雨	0	Caijia		3100
7567		the rain	雨	0	Changsha		3100
7568		the rain	雨	0	Ganzhou		3100
7569		the rain	雨	0	Guangzhou		3100
7570		the rain	雨	0	Meixian		3100
7571	*C.ɢʷ(r)aʔ	the rain	雨	432	Old_Chinese	C ɢʷ r ) a ʔ	3100
7572		the rain	雨	0	Xiamen		3100
7573		the rain	雨	0	Guiqiong		3100
7574	tɯrme	the rain	雨	429	Japhug	t ɯ r m e	3100
