# EDICTOR
@modified: 2015-02-10 12:26
#
ID	IPA	CONCEPT	CHINESE	COGID	DOCULECT	TOKENS	OMEGAWIKI
3808	*mə.li[t]	the fruit	水果	303	Old_Chinese	m ə l i t	6280
3809		the fruit	水果	0	Xiamen		6280
3810		the fruit	水果	0	Guiqiong		6280
3811	sɯmat	the fruit	水果	302	Japhug	s ɯ m a t	6280
3812		the fruit	水果	0	Khroskyabs_Wobzi		6280
3813		the fruit	水果	0	Muya		6280
3814		the fruit	水果	0	Stau		6280
3815		the fruit	水果	0	Tangut		6280
3816		the fruit	水果	0	Zbu		6280
#
3817		full	满	0	Dashi		6040
3818		full	满	0	Zhaozhuang		6040
3819		full	满	0	Ega		6040
3820		full	满	0	Enqi		6040
3821	ma₃₃	full	满	62	Eryuan	m a ³³	6040
3822		full	满	0	Gongxing		6040
3823	ma₃₃	full	满	62	Heqi	m a ³³	6040
3824	ma₃₃	full	满	62	Jianchuan	m a ³³	6040
3825		full	满	0	Jinman		6040
3826		full	满	0	Jinxing		6040
3827	mĩɛ̃₃₃	full	满	62	Luobenzhuo	m ĩ ∼ ɛ̃ ∼ ³³	6040
3828		full	满	0	Mazhelong		6040
3829	ma₂₁	full	满	62	Qiliqiao	m a ²¹	6040
3830	ma₃₃	full	满	62	Xiangyun	m a ³³	6040
3831	ma₃₃	full	满	62	Yunlong	m a ³³	6040
3832		full	满	0	Zhoucheng		6040
3833		full	满	0	Cone_Tibetan		6040
3834		full	满	0	Lhasa_Tibetan		6040
3835	gaŋ	full	满	66	Old_Tibetan	g a ŋ	6040
3836		full	满	0	Achang_Lianghe		6040
3837		full	满	0	Achang_Longchuan		6040
3838		full	满	0	Achang_Luxi		6040
3839		full	满	0	Atsi		6040
3840		full	满	0	Bola		6040
3841	praɲ³	full	满	65	Burmese	p r a ɲ ³	6040
3842		full	满	0	Hpun		6040
3843		full	满	0	Lashi		6040
3844		full	满	0	Maru		6040
3845		full	满	0	Old_Burmese		6040
3846		full	满	0	Xiandau		6040
3847		full	满	0	Dumi		6040
3848	sop-	full	满	69	Khaling	s o p ◦	6040
3849	tims-	full	满	67	Limbu	t i ms ◦	6040
3850		full	满	0	Wambule		6040
3851		full	满	0	Yakkha		6040
3852		full	满	0	Yamphu		6040
3853		full	满	0	Dulong		6040
3854		full	满	0	Jingpo		6040
3855		full	满	0	Beijing		6040
3856		full	满	0	Caijia		6040
3857		full	满	0	Changsha		6040
3858		full	满	0	Ganzhou		6040
3859		full	满	0	Guangzhou		6040
3860		full	满	0	Meixian		6040
3861	*mmanʔ	full	满	68	Old_Chinese	mm a n ʔ	6040
3862		full	满	0	Xiamen		6040
3863		full	满	0	Guiqiong		6040
3864	mtsʰɤt	full	满	63	Japhug	m tsʰ ɤ t	6040
3865		full	满	0	Khroskyabs_Wobzi		6040
3866		full	满	0	Muya		6040
3867		full	满	0	Stau		6040
3868	sə¹	full	满	64	Tangut	s ə ¹	6040
3869		full	满	0	Zbu		6040
#
3870	zi₂₁	to give	给	640	Dashi	z i ²¹	6059
3871		to give	给	0	Zhaozhuang		6059
3872	zi₄₂	to give	给	640	Ega	z i ⁴²	6059
3873	t͡sɿ₄₃	to give	给	640	Enqi	t͡s ɿ ⁴³	6059
3874		to give	给	0	Eryuan		6059
3875	zi₄₂	to give	给	640	Gongxing	z i ⁴²	6059
3876		to give	给	0	Heqi		6059
3877		to give	给	0	Jianchuan		6059
3878	zi₄₂	to give	给	640	Jinman	z i ⁴²	6059
3879	si₃₁	to give	给	640	Jinxing	s i ³¹	6059
3880		to give	给	0	Luobenzhuo		6059
3881	zǝɯ₂₁	to give	给	640	Mazhelong	z ǝ ɯ ²¹	6059
3882		to give	给	0	Qiliqiao		6059
3883		to give	给	0	Xiangyun		6059
3884		to give	给	0	Yunlong		6059
3885	zɯ₄₂	to give	给	640	Zhoucheng	z ɯ ⁴²	6059
3886		to give	给	0	Cone_Tibetan		6059
3887		to give	给	0	Lhasa_Tibetan		6059
3888	ster-	to give	给	643	Old_Tibetan	s t e r ◦	6059
3889		to give	给	0	Achang_Lianghe		6059
3890		to give	给	0	Achang_Longchuan		6059
3891		to give	给	0	Achang_Luxi		6059
3892		to give	给	0	Atsi		6059
3893		to give	给	0	Bola		6059
3894	pe²	to give	给	641	Burmese	p e ²	6059
3895		to give	给	0	Hpun		6059
3896		to give	给	0	Lashi		6059
3897		to give	给	0	Maru		6059
3898		to give	给	0	Old_Burmese		6059
3899		to give	给	0	Xiandau		6059
3900		to give	给	0	Dumi		6059
3901	bi-	to give	给	641	Khaling	b i ◦	6059
3902	pi-	to give	给	641	Limbu	p i ◦	6059
3903		to give	给	0	Wambule		6059
3904		to give	给	0	Yakkha		6059
3905		to give	给	0	Yamphu		6059
3906		to give	给	0	Dulong		6059
3907		to give	给	0	Jingpo		6059
3908		to give	给	0	Beijing		6059
3909		to give	给	0	Caijia		6059
3910		to give	给	0	Changsha		6059
3911		to give	给	0	Ganzhou		6059
3912		to give	给	0	Guangzhou		6059
3913		to give	给	0	Meixian		6059
3914	*pi(t)-s	to give	给	644	Old_Chinese	p i t ) ◦ s	6059
3915		to give	给	0	Xiamen		6059
3916		to give	给	0	Guiqiong		6059
3917	mbi	to give	给	641	Japhug	m b i	6059
3918		to give	给	0	Khroskyabs_Wobzi		6059
3919		to give	给	0	Muya		6059
3920		to give	给	0	Stau		6059
3921	khjow¹	to give	给	642	Tangut	kʰ j o w ¹	6059
3922		to give	给	0	Zbu		6059
#
3923	xu₃₃	good	好	70	Dashi	x u ³³	443659
3924		good	好	0	Zhaozhuang		443659
3925	xo₅₅	good	好	70	Ega	x o ⁵⁵	443659
3926	diæ₂₁	good	好	70	Enqi	d i æ ²¹	443659
3927	fe₃₅	good	好	70	Eryuan	f e ³⁵	443659
3928	d͡zan₁₂	good	好	70	Gongxing	d͡z a n ¹²	443659
3929	xu₃₃	good	好	70	Heqi	x u ³³	443659
3930	t͡ɕʰõ₅₅	good	好	70	Jianchuan	t͡ɕʰ õ ∼ ⁵⁵	443659
3931	xo₂₂	good	好	70	Jinman	x o ²²	443659
3932	xu₃₃	good	好	70	Jinxing	x u ³³	443659
3933	xɯ̃₃₃	good	好	70	Luobenzhuo	x ɯ̃ ∼ ³³	443659
3934	xǝ₃₃	good	好	70	Mazhelong	x ǝ ³³	443659
3935	xu₃₃	good	好	70	Qiliqiao	x u ³³	443659
3936	xu₃₃	good	好	70	Xiangyun	x u ³³	443659
3937	xu₃₃	good	好	70	Yunlong	x u ³³	443659
3938	xu₃₃	good	好	70	Zhoucheng	x u ³³	443659
3939		good	好	0	Cone_Tibetan		443659
3940		good	好	0	Lhasa_Tibetan		443659
3941	jag-	good	好	74	Old_Tibetan	j a g ◦	443659
3942		good	好	0	Achang_Lianghe		443659
3943		good	好	0	Achang_Longchuan		443659
3944		good	好	0	Achang_Luxi		443659
3945		good	好	0	Atsi		443659
3946		good	好	0	Bola		443659
3947	koŋ²	good	好	73	Burmese	k o ŋ ²	443659
3948		good	好	0	Hpun		443659
3949		good	好	0	Lashi		443659
3950		good	好	0	Maru		443659
3951		good	好	0	Old_Burmese		443659
3952		good	好	0	Xiandau		443659
3953		good	好	0	Dumi		443659
3954	nʉ-	good	好	75	Khaling	n ʉ ◦	443659
3955	nu:r-	good	好	75	Limbu	n u: r ◦	443659
3956		good	好	0	Wambule		443659
3957		good	好	0	Yakkha		443659
3958		good	好	0	Yamphu		443659
3959		good	好	0	Dulong		443659
3960		good	好	0	Jingpo		443659
3961		good	好	0	Beijing		443659
3962		good	好	0	Caijia		443659
3963		good	好	0	Changsha		443659
3964		good	好	0	Ganzhou		443659
3965		good	好	0	Guangzhou		443659
3966		good	好	0	Meixian		443659
3967	*qʰˤuʔ	good	好	76	Old_Chinese	qʰˤ u ʔ	443659
3968		good	好	0	Xiamen		443659
3969		good	好	0	Guiqiong		443659
3970	pe	good	好	71	Japhug	p e	443659
3971		good	好	0	Khroskyabs_Wobzi		443659
3972		good	好	0	Muya		443659
3973		good	好	0	Stau		443659
3974	ŋạ²	good	好	72	Tangut	ŋ ạ ²	443659
3975		good	好	0	Zbu		443659
#
3976		the grass	草	0	Dashi		1675
3977		the grass	草	0	Zhaozhuang		1675
3978		the grass	草	0	Ega		1675
3979		the grass	草	0	Enqi		1675
3980	t͡sʰɔ₃₃	the grass	草	305	Eryuan	t͡sʰ ɔ ³³	1675
3981		the grass	草	0	Gongxing		1675
3982	t͡sʰu₃₃	the grass	草	305	Heqi	t͡sʰ u ³³	1675
3983	t͡sʰu₃₃	the grass	草	305	Jianchuan	t͡sʰ u ³³	1675
3984		the grass	草	0	Jinman		1675
3985		the grass	草	0	Jinxing		1675
3986	ʧʰʊ₄₄	the grass	草	305	Luobenzhuo	ʧʰ ʊ ⁴⁴	1675
3987		the grass	草	0	Mazhelong		1675
3988	ʧʰu₃₃	the grass	草	305	Qiliqiao	ʧʰ u ³³	1675
3989	t͡sʰu₃₃	the grass	草	305	Xiangyun	t͡sʰ u ³³	1675
3990	t͡sʰu₃₃	the grass	草	305	Yunlong	t͡sʰ u ³³	1675
3991		the grass	草	0	Zhoucheng		1675
3992		the grass	草	0	Cone_Tibetan		1675
3993		the grass	草	0	Lhasa_Tibetan		1675
3994	rtsʷa	the grass	草	0	Old_Tibetan		1675
3995		the grass	草	0	Achang_Lianghe		1675
3996		the grass	草	0	Achang_Longchuan		1675
3997		the grass	草	0	Achang_Luxi		1675
3998		the grass	草	0	Atsi		1675
3999		the grass	草	0	Bola		1675
4000		the grass	草	0	Burmese		1675
4001		the grass	草	0	Hpun		1675
4002		the grass	草	0	Lashi		1675
4003		the grass	草	0	Maru		1675
4004		the grass	草	0	Old_Burmese		1675
4005		the grass	草	0	Xiandau		1675
4006		the grass	草	0	Dumi		1675
4007		the grass	草	0	Khaling		1675
4008		the grass	草	0	Limbu		1675
4009		the grass	草	0	Wambule		1675
4010		the grass	草	0	Yakkha		1675
4011		the grass	草	0	Yamphu		1675
4012		the grass	草	0	Dulong		1675
4013		the grass	草	0	Jingpo		1675
4014		the grass	草	0	Beijing		1675
4015		the grass	草	0	Caijia		1675
4016		the grass	草	0	Changsha		1675
4017		the grass	草	0	Ganzhou		1675
4018		the grass	草	0	Guangzhou		1675
4019		the grass	草	0	Meixian		1675
4020	*[tsʰ]ˤuʔ	the grass	草	305	Old_Chinese	tsʰˤ u ʔ	1675
4021		the grass	草	0	Xiamen		1675
4022		the grass	草	0	Guiqiong		1675
4023	xɕɤj	the grass	草	304	Japhug	xɕ ɤ j	1675
4024		the grass	草	0	Khroskyabs_Wobzi		1675
4025		the grass	草	0	Muya		1675
4026		the grass	草	0	Stau		1675
4027		the grass	草	0	Tangut		1675
4028		the grass	草	0	Zbu		1675
#
4029		green	绿	0	Dashi		6032
4030		green	绿	0	Zhaozhuang		6032
4031		green	绿	0	Ega		6032
4032		green	绿	0	Enqi		6032
4033	lɤ₄₄	green	绿	77	Eryuan	l ɤ ⁴⁴	6032
4034		green	绿	0	Gongxing		6032
4035	luɔ₄₄	green	绿	77	Heqi	l u ɔ ⁴⁴	6032
4036	lu₄₄	green	绿	77	Jianchuan	l u ⁴⁴	6032
4037		green	绿	0	Jinman		6032
4038		green	绿	0	Jinxing		6032
4039	pa₄₄t͡ɕʰã₃₁	green	绿	77	Luobenzhuo	p a ⁴⁴ t͡ɕʰ ã ∼ ³¹	6032
4040		green	绿	0	Mazhelong		6032
4041	nɤ₃₃	green	绿	77	Qiliqiao	n ɤ ³³	6032
4042	lɯ₄₄	green	绿	77	Xiangyun	l ɯ ⁴⁴	6032
4043	lɤ₃₃	green	绿	77	Yunlong	l ɤ ³³	6032
4044		green	绿	0	Zhoucheng		6032
4045		green	绿	0	Cone_Tibetan		6032
4046		green	绿	0	Lhasa_Tibetan		6032
4047	sŋo-	green	绿	78	Old_Tibetan	s ŋ o ◦	6032
4048		green	绿	0	Achang_Lianghe		6032
4049		green	绿	0	Achang_Longchuan		6032
4050		green	绿	0	Achang_Luxi		6032
4051		green	绿	0	Atsi		6032
4052		green	绿	0	Bola		6032
4053	ɲui	green	绿	78	Burmese	ɲ u i	6032
4054		green	绿	0	Hpun		6032
4055		green	绿	0	Lashi		6032
4056		green	绿	0	Maru		6032
4057		green	绿	0	Old_Burmese		6032
4058		green	绿	0	Xiandau		6032
4059		green	绿	0	Dumi		6032
4060	gigîm	green	绿	80	Khaling	g i g î m	6032
4061	phiŋ	green	绿	79	Limbu	pʰ i ŋ	6032
4062		green	绿	0	Wambule		6032
4063		green	绿	0	Yakkha		6032
4064		green	绿	0	Yamphu		6032
4065		green	绿	0	Dulong		6032
4066		green	绿	0	Jingpo		6032
4067		green	绿	0	Beijing		6032
4068		green	绿	0	Caijia		6032
4069		green	绿	0	Changsha		6032
4070		green	绿	0	Ganzhou		6032
4071		green	绿	0	Guangzhou		6032
4072		green	绿	0	Meixian		6032
4073	*N-sˤ<r>eŋ	green	绿	81	Old_Chinese	N ◦ sˤ < r > e ŋ	6032
4074		green	绿	0	Xiamen		6032
4075		green	绿	0	Guiqiong		6032
4076	arŋi	green	绿	78	Japhug	a r ŋ i	6032
4077		green	绿	0	Khroskyabs_Wobzi		6032
4078		green	绿	0	Muya		6032
4079		green	绿	0	Stau		6032
4080	ŋwər¹	green	绿	78	Tangut	ŋ w ə r ¹	6032
4081		green	绿	0	Zbu		6032
#
4082		to grow		0	Dashi		154737
4083		to grow		0	Zhaozhuang		154737
4084		to grow		0	Ega		154737
4085		to grow		0	Enqi		154737
4086	kɔ₃₅	to grow		646	Eryuan	k ɔ ³⁵	154737
4087		to grow		0	Gongxing		154737
4088	tɔu₄₂	to grow		646	Heqi	t ɔ u ⁴²	154737
4089	kou₅₅	to grow		646	Jianchuan	k o u ⁵⁵	154737
4090		to grow		0	Jinman		154737
4091		to grow		0	Jinxing		154737
4092	dao₄₂	to grow		646	Luobenzhuo	d a o ⁴²	154737
4093		to grow		0	Mazhelong		154737
4094	kuɔ₃₅	to grow		646	Qiliqiao	k u ɔ ³⁵	154737
4095	kuɔ₃₅	to grow		646	Xiangyun	k u ɔ ³⁵	154737
4096	kɔ₃₅dao₃₁	to grow		646	Yunlong	k ɔ ³⁵ d a o ³¹	154737
4097		to grow		0	Zhoucheng		154737
4098		to grow		0	Cone_Tibetan		154737
4099		to grow		0	Lhasa_Tibetan		154737
4100	rgʲa	to grow		0	Old_Tibetan		154737
4101		to grow		0	Achang_Lianghe		154737
4102		to grow		0	Achang_Longchuan		154737
4103		to grow		0	Achang_Luxi		154737
4104		to grow		0	Atsi		154737
4105		to grow		0	Bola		154737
4106		to grow		0	Burmese		154737
4107		to grow		0	Hpun		154737
4108		to grow		0	Lashi		154737
4109		to grow		0	Maru		154737
4110		to grow		0	Old_Burmese		154737
4111		to grow		0	Xiandau		154737
4112		to grow		0	Dumi		154737
4113		to grow		0	Khaling		154737
4114		to grow		0	Limbu		154737
4115		to grow		0	Wambule		154737
4116		to grow		0	Yakkha		154737
4117		to grow		0	Yamphu		154737
4118		to grow		0	Dulong		154737
4119		to grow		0	Jingpo		154737
4120		to grow		0	Beijing		154737
4121		to grow		0	Caijia		154737
4122		to grow		0	Changsha		154737
4123		to grow		0	Ganzhou		154737
4124		to grow		0	Guangzhou		154737
4125		to grow		0	Meixian		154737
4126	*traŋʔ	to grow		646	Old_Chinese	t r a ŋ ʔ	154737
4127		to grow		0	Xiamen		154737
4128		to grow		0	Guiqiong		154737
4129	ndzɤt	to grow		645	Japhug	n d z ɤ t	154737
4130		to grow		0	Khroskyabs_Wobzi		154737
4131		to grow		0	Muya		154737
4132		to grow		0	Stau		154737
4133		to grow		0	Tangut		154737
4134		to grow		0	Zbu		154737
#
4135	ɕa₄₄	the hair	头发	306	Dashi	ɕ a ⁴⁴	446278
4136	tɯ²¹ma³⁵	the hair	头发	0	Zhaozhuang	t ɯ ²¹ m a ³⁵	446278
4137	ti₂₁mi₅₅	the hair	头发	306	Ega	t i ²¹ m i ⁵⁵	446278
4138	tiɯ₂₁miɛ₂₄	the hair	头发	306	Enqi	t i ɯ ²¹ m i ɛ ²⁴	446278
4139	tɯ₂₁ma₃₅	the hair	头发	306	Eryuan	t ɯ ²¹ m a ³⁵	446278
4140	di₂₄miɛ₁₂	the hair	头发	306	Gongxing	d i ²⁴ m i ɛ ¹²	446278
4141	ɕa₄₄	the hair	头发	306	Heqi	ɕ a ⁴⁴	446278
4142	tɯ₂₁ma₅₅	the hair	头发	306	Jianchuan	t ɯ ²¹ m a ⁵⁵	446278
4143	ʈe₂₁me₅₅	the hair	头发	306	Jinman	ʈ e ²¹ m e ⁵⁵	446278
4144	ɕɔ₄₄	the hair	头发	306	Jinxing	ɕ ɔ ⁴⁴	446278
4145	te₃₁me₅₅	the hair	头发	306	Luobenzhuo	t e ³¹ m e ⁵⁵	446278
4146	tɛ₂₁mɛ	the hair	头发	306	Mazhelong	t ɛ ²¹ m ɛ	446278
4147	tɯ₂₁ma₃₅	the hair	头发	306	Qiliqiao	t ɯ ²¹ m a ³⁵	446278
4148	tou₂₁ma₃₅	the hair	头发	306	Xiangyun	t o u ²¹ m a ³⁵	446278
4149	dɯ₂₁ma₃₅	the hair	头发	306	Yunlong	d ɯ ²¹ m a ³⁵	446278
4150	tɯ₂₁ma₃₅	the hair	头发	306	Zhoucheng	t ɯ ²¹ m a ³⁵	446278
4151		the hair	头发	0	Cone_Tibetan		446278
4152		the hair	头发	0	Lhasa_Tibetan		446278
4153	spu	the hair	头发	310	Old_Tibetan	s p u	446278
4154		the hair	头发	0	Achang_Lianghe		446278
4155		the hair	头发	0	Achang_Longchuan		446278
4156		the hair	头发	0	Achang_Luxi		446278
4157		the hair	头发	0	Atsi		446278
4158		the hair	头发	0	Bola		446278
4159	cham paŋ	the hair	头发	308	Burmese	cʰ a m _ p a ŋ	446278
4160		the hair	头发	0	Hpun		446278
4161		the hair	头发	0	Lashi		446278
4162		the hair	头发	0	Maru		446278
4163		the hair	头发	0	Old_Burmese		446278
4164		the hair	头发	0	Xiandau		446278
4165		the hair	头发	0	Dumi		446278
4166	dhōːsʌm	the hair	头发	308	Khaling	dʰ ōːs ʌ m	446278
4167	murik	the hair	头发	307	Limbu	m u r i k	446278
4168		the hair	头发	0	Wambule		446278
4169		the hair	头发	0	Yakkha		446278
4170		the hair	头发	0	Yamphu		446278
4171		the hair	头发	0	Dulong		446278
4172		the hair	头发	0	Jingpo		446278
4173		the hair	头发	0	Beijing		446278
4174		the hair	头发	0	Caijia		446278
4175		the hair	头发	0	Changsha		446278
4176		the hair	头发	0	Ganzhou		446278
4177		the hair	头发	0	Guangzhou		446278
4178		the hair	头发	0	Meixian		446278
4179	*C.mˤaw	the hair	头发	309	Old_Chinese	C mˤ a w	446278
4180		the hair	头发	0	Xiamen		446278
4181		the hair	头发	0	Guiqiong		446278
4182	tɤ-rme	the hair	头发	307	Japhug	t ɤ ◦ r m e	446278
4183		the hair	头发	0	Khroskyabs_Wobzi		446278
4184		the hair	头发	0	Muya		446278
4185		the hair	头发	0	Stau		446278
4186	mej²	the hair	头发	307	Tangut	m e j ²	446278
4187		the hair	头发	0	Zbu		446278
#
4188	ʂʰɯ₃₃	the hand	手	311	Dashi	ʂʰ ɯ ³³	5616
4189		the hand	手	0	Zhaozhuang		5616
4190	ɕi₂₂	the hand	手	311	Ega	ɕ i ²²	5616
4191	ɕiɯ₂₂	the hand	手	311	Enqi	ɕ i ɯ ²²	5616
4192	ʂɯ₃₃	the hand	手	311	Eryuan	ʂ ɯ ³³	5616
4193	ʂi₂₂	the hand	手	311	Gongxing	ʂ i ²²	5616
4194	sʰɯ₃₃	the hand	手	311	Heqi	sʰ ɯ ³³	5616
4195	sɯ₃₃	the hand	手	311	Jianchuan	s ɯ ³³	5616
4196	ɕi₂₂	the hand	手	311	Jinman	ɕ i ²²	5616
4197	sɯ₃₃	the hand	手	311	Jinxing	s ɯ ³³	5616
4198	ɕi₃₃	the hand	手	311	Luobenzhuo	ɕ i ³³	5616
4199	sǝɯ₃₃	the hand	手	311	Mazhelong	s ǝ ɯ ³³	5616
4200	sɯ₃₃	the hand	手	311	Qiliqiao	s ɯ ³³	5616
4201	sou₃₃	the hand	手	311	Xiangyun	s o u ³³	5616
4202	ʃɤ₃₃	the hand	手	311	Yunlong	ʃ ɤ ³³	5616
4203	sɯ₃₃	the hand	手	311	Zhoucheng	s ɯ ³³	5616
4204		the hand	手	0	Cone_Tibetan		5616
4205		the hand	手	0	Lhasa_Tibetan		5616
4206	lag.pa	the hand	手	312	Old_Tibetan	l a g p a	5616
4207		the hand	手	0	Achang_Lianghe		5616
4208		the hand	手	0	Achang_Longchuan		5616
4209		the hand	手	0	Achang_Luxi		5616
4210		the hand	手	0	Atsi		5616
4211		the hand	手	0	Bola		5616
4212	lak	the hand	手	312	Burmese	l a k	5616
4213		the hand	手	0	Hpun		5616
4214		the hand	手	0	Lashi		5616
4215		the hand	手	0	Maru		5616
4216		the hand	手	0	Old_Burmese		5616
4217		the hand	手	0	Xiandau		5616
4218		the hand	手	0	Dumi		5616
4219	khʌ̄r	the hand	手	315	Khaling	kʰ ʌ̄ r	5616
4220	huk	the hand	手	313	Limbu	ʰu k	5616
4221		the hand	手	0	Wambule		5616
4222		the hand	手	0	Yakkha		5616
4223		the hand	手	0	Yamphu		5616
4224		the hand	手	0	Dulong		5616
4225		the hand	手	0	Jingpo		5616
4226		the hand	手	0	Beijing		5616
4227		the hand	手	0	Caijia		5616
4228		the hand	手	0	Changsha		5616
4229		the hand	手	0	Ganzhou		5616
4230		the hand	手	0	Guangzhou		5616
4231		the hand	手	0	Meixian		5616
4232	*n̥uʔ	the hand	手	314	Old_Chinese	n̥ u ʔ	5616
4233		the hand	手	0	Xiamen		5616
4234		the hand	手	0	Guiqiong		5616
4235	tɯ-jaʁ	the hand	手	312	Japhug	t ɯ ◦ j a ʁ	5616
4236		the hand	手	0	Khroskyabs_Wobzi		5616
4237		the hand	手	0	Muya		5616
4238		the hand	手	0	Stau		5616
4239	lạ¹	the hand	手	312	Tangut	l ạ ¹	5616
4240		the hand	手	0	Zbu		5616
#
4241		he or she [third person singular]	他	0	Dashi		5454
4242		he or she [third person singular]	他	0	Zhaozhuang		5454
4243		he or she [third person singular]	他	0	Ega		5454
4244		he or she [third person singular]	他	0	Enqi		5454
4245		he or she [third person singular]	他	0	Eryuan		5454
4246		he or she [third person singular]	他	0	Gongxing		5454
4247		he or she [third person singular]	他	0	Heqi		5454
4248		he or she [third person singular]	他	0	Jianchuan		5454
4249		he or she [third person singular]	他	0	Jinman		5454
4250		he or she [third person singular]	他	0	Jinxing		5454
4251		he or she [third person singular]	他	0	Luobenzhuo		5454
4252		he or she [third person singular]	他	0	Mazhelong		5454
4253		he or she [third person singular]	他	0	Qiliqiao		5454
4254		he or she [third person singular]	他	0	Xiangyun		5454
4255		he or she [third person singular]	他	0	Yunlong		5454
4256		he or she [third person singular]	他	0	Zhoucheng		5454
4257		he or she [third person singular]	他	0	Cone_Tibetan		5454
4258		he or she [third person singular]	他	0	Lhasa_Tibetan		5454
4259	kʰo	he or she [third person singular]	他	0	Old_Tibetan		5454
4260		he or she [third person singular]	他	0	Achang_Lianghe		5454
4261		he or she [third person singular]	他	0	Achang_Longchuan		5454
4262		he or she [third person singular]	他	0	Achang_Luxi		5454
4263		he or she [third person singular]	他	0	Atsi		5454
4264		he or she [third person singular]	他	0	Bola		5454
4265		he or she [third person singular]	他	0	Burmese		5454
4266		he or she [third person singular]	他	0	Hpun		5454
4267		he or she [third person singular]	他	0	Lashi		5454
4268		he or she [third person singular]	他	0	Maru		5454
4269		he or she [third person singular]	他	0	Old_Burmese		5454
4270		he or she [third person singular]	他	0	Xiandau		5454
4271		he or she [third person singular]	他	0	Dumi		5454
4272		he or she [third person singular]	他	0	Khaling		5454
4273		he or she [third person singular]	他	0	Limbu		5454
4274		he or she [third person singular]	他	0	Wambule		5454
4275		he or she [third person singular]	他	0	Yakkha		5454
4276		he or she [third person singular]	他	0	Yamphu		5454
4277		he or she [third person singular]	他	0	Dulong		5454
4278		he or she [third person singular]	他	0	Jingpo		5454
4279		he or she [third person singular]	他	0	Beijing		5454
4280		he or she [third person singular]	他	0	Caijia		5454
4281		he or she [third person singular]	他	0	Changsha		5454
4282		he or she [third person singular]	他	0	Ganzhou		5454
4283		he or she [third person singular]	他	0	Guangzhou		5454
4284		he or she [third person singular]	他	0	Meixian		5454
4285	*ʔij	he or she [third person singular]	他	83	Old_Chinese	ʔ i j	5454
4286		he or she [third person singular]	他	0	Xiamen		5454
4287		he or she [third person singular]	他	0	Guiqiong		5454
4288	ɯʑo	he or she [third person singular]	他	82	Japhug	ɯ ʑ o	5454
4289		he or she [third person singular]	他	0	Khroskyabs_Wobzi		5454
4290		he or she [third person singular]	他	0	Muya		5454
4291		he or she [third person singular]	他	0	Stau		5454
4292		he or she [third person singular]	他	0	Tangut		5454
4293		he or she [third person singular]	他	0	Zbu		5454
#
4294	ti₄₂	the head	头	316	Dashi	t i ⁴²	5527
4295	tɯ²¹pɔ³³	the head	头	0	Zhaozhuang	t ɯ ²¹ p ɔ ³³	5527
4296	t͡ɕu₂₂	the head	头	316	Ega	t͡ɕ u ²²	5527
4297	tiu₂₁	the head	头	316	Enqi	t i u ²¹	5527
4298	tɯ₂₁pɔ₂₁	the head	头	316	Eryuan	t ɯ ²¹ p ɔ ²¹	5527
4299	di₂₁	the head	头	316	Gongxing	d i ²¹	5527
4300	tɯ₂₁pɔ₂₁	the head	头	316	Heqi	t ɯ ²¹ p ɔ ²¹	5527
4301	tɯ₂₁po₂₁	the head	头	316	Jianchuan	t ɯ ²¹ p o ²¹	5527
4302	ʈo₂₂	the head	头	316	Jinman	ʈ o ²²	5527
4303	tǝ₃₁	the head	头	316	Jinxing	t ǝ ³¹	5527
4304	ʈʊ₃₃pao₃₁	the head	头	316	Luobenzhuo	ʈ ʊ ³³ p a o ³¹	5527
4305	ta₄₂	the head	头	316	Mazhelong	t a ⁴²	5527
4306	tɯ₂₁pɔ₂₁	the head	头	316	Qiliqiao	t ɯ ²¹ p ɔ ²¹	5527
4307	tou₂₁po₂₁	the head	头	316	Xiangyun	t o u ²¹ p o ²¹	5527
4308	dɯ₂₁pao₂₁	the head	头	316	Yunlong	d ɯ ²¹ p a o ²¹	5527
4309	tɯ₃₁	the head	头	316	Zhoucheng	t ɯ ³¹	5527
4310		the head	头	0	Cone_Tibetan		5527
4311		the head	头	0	Lhasa_Tibetan		5527
4312	mgo	the head	头	317	Old_Tibetan	m g o	5527
4313		the head	头	0	Achang_Lianghe		5527
4314		the head	头	0	Achang_Longchuan		5527
4315		the head	头	0	Achang_Luxi		5527
4316		the head	头	0	Atsi		5527
4317		the head	头	0	Bola		5527
4318	ʔu²kʰoŋ²	the head	头	318	Burmese	ʔ u ² kʰ o ŋ ²	5527
4319		the head	头	0	Hpun		5527
4320		the head	头	0	Lashi		5527
4321		the head	头	0	Maru		5527
4322		the head	头	0	Old_Burmese		5527
4323		the head	头	0	Xiandau		5527
4324		the head	头	0	Dumi		5527
4325	dhōŋ	the head	头	321	Khaling	dʰ ō ŋ	5527
4326	thɛgek	the head	头	319	Limbu	tʰ ɛ g e k	5527
4327		the head	头	0	Wambule		5527
4328		the head	头	0	Yakkha		5527
4329		the head	头	0	Yamphu		5527
4330		the head	头	0	Dulong		5527
4331		the head	头	0	Jingpo		5527
4332		the head	头	0	Beijing		5527
4333		the head	头	0	Caijia		5527
4334		the head	头	0	Changsha		5527
4335		the head	头	0	Ganzhou		5527
4336		the head	头	0	Guangzhou		5527
4337		the head	头	0	Meixian		5527
4338	*l̥uʔ	the head	头	320	Old_Chinese	l̥ u ʔ	5527
4339		the head	头	0	Xiamen		5527
