# Wordlist

# DATA
ID	SRCABBR	STEDT_GLOSS	CONCEPT	RN	GFN	SRCID	LGID	DOCULECT	REFLEX
45261	ZMYYC	February	February	183924		77.26	1663	Yi (Mojiang)	ni²¹xo²¹
46266	ZMYYC	February	February	183923		77.24	1664	Yi (Nanhua)	bɯ̱³³si²¹ɕo³³
47270	ZMYYC	February	February	183897		77.23	1666	Yi (Nanjian)	ʐɿ²¹ŋɑ³³
48274	ZMYYC	February (sheep month)	February	183896		77.21	1670	Yi (Xide)	ʑo³³ɬɯ⁴⁴
49278	ZMYYC	February	February	183900		77.29	1676	Naxi (Yongning)	ȵi³³ɬe³³mi³³
50282	ZMYYC	February	February	183932		77.42	1693	Atsi [Zaiwa]	lŏ̱⁵⁵mo⁵⁵i⁵⁵khjap⁵⁵
51287	ZMYYC	February	February	183919		77.16	1699	Queyu (Yajiang) [Zhaba]	da³⁵wa⁵⁵ȵi⁵⁵pa⁵³
#
969	ZMYYC	I	I	229398		969.41	200	Achang (Longchuan)	ŋɔ⁵⁵
1973	ZMYYC	I	I	229425		969.44	269	Anong	ŋɑ⁵⁵
2977	ZMYYC	I	I	229396		969.37	311	Bai (Bijiang)	ŋo⁴²
3981	ZMYYC	I	I	229395		969.35	314	Bai (Dali)	ŋo³¹
4985	ZMYYC	I	I	229421		969.36	317	Bai (Jianchuan)	ŋo³¹
5989	ZMYYC	I	I	229403		969.51	368	Bokar Lhoba	ŋoː
6993	ZMYYC	I	I	229397		969.39	411	Burmese (Written)	ŋɑ²
7997	ZMYYC	I	I	229418		969.30	418	Hani (Caiyuan)	ŋa⁵⁵
9001	ZMYYC	I	I	229402		969.49	509	Darang [Taraon]	xɑŋ³⁵
10005	ZMYYC	I	I	229393		969.31	510	Hani (Dazhai)	ŋa⁵⁵
11009	ZMYYC	I	I	229426		969.46	537	Trung [Dulong]	ŋɑ⁵³
12013	ZMYYC	I	I	229410		969.14	557	Ergong (Danba)	ŋɛ
13017	ZMYYC	I	I	229412		969.18	561	Ersu	ɑ⁵⁵
14022	ZMYYC	I	I	229427		969.48	592	Kaman [Miju]	ki⁵³
15026	ZMYYC	I	I	229386		969.17	595	Guiqiong	ŋø³⁵
16030	ZMYYC	I	I	229428		969.50	662	Idu	ŋɑ³⁵
17034	ZMYYC	I	I	229401		969.47	690	Jingpho	ŋai³³
18038	ZMYYC	I	I	229420		969.34	696	Jinuo	ŋɔ³¹
19042	ZMYYC	I	I	229394		969.33	851	Lahu (Black)	ŋᴀ³¹
20046	ZMYYC	I	I	229417		969.28	908	Naxi (Lijiang)	ŋə³¹
21050	ZMYYC	I	I	229391		969.27	942	Lisu	ŋuɑ⁴⁴
22054	ZMYYC	I	I	229399		969.43	1034	Maru [Langsu]	ŋɔ³¹
23058	ZMYYC	I	I	229382		969.7	1088	Tsangla (Motuo)	dʑaŋ
24063	ZMYYC	I	I	229406		969.6	1092	Tshona (Mama)	ŋe¹³
25067	ZMYYC	I	I	229385		969.15	1136	Muya [Minyak]	ŋɯ⁵⁵
26071	ZMYYC	I	I	229387		969.19	1147	Namuyi	ŋa⁵⁵
27075	ZMYYC	I	I	229400		969.45	1215	Nusu (Bijiang)	ŋɑ³⁵
28079	ZMYYC	I	I	229384		969.11	1306	Pumi (Qinghua)	ɛ⁵⁵
29083	ZMYYC	I	I	229408		969.10	1309	Pumi (Taoba)	a³⁵
30087	ZMYYC	I	I	229407		969.8	1320	Qiang (Mawo)	qɑ
31091	ZMYYC	I	I	229383		969.9	1323	Qiang (Taoping)	ŋɑ⁵⁵; qɑ⁵⁵
32095	ZMYYC	I	I	229409		969.12	1340	rGyalrong	ŋa
33099	ZMYYC	I	I	229380		969.3	1380	Tibetan (Khams:Dege)	ŋa¹³
34103	ZMYYC	I	I	229413		969.20	1409	Xumi	ŋɐ⁵⁵
35107	ZMYYC	I	I	229419		969.32	1416	Hani (Shuikui)	ŋɔ⁵⁵
36111	ZMYYC	I	I	229423		969.40	1428	Burmese (Spoken Rangoon)	ŋɑ²²
37115	ZMYYC	I	I	229429		969.52	1431	Sulung [Puroik]	goh⁵³
38121	ZMYYC	I	I	232185		969.13	1496	Tangut [Xixia]	--
39123	ZMYYC	I	I	229405		969.4	1550	Tibetan (Amdo:Bla-brang)	ŋa
40127	ZMYYC	I	I	229404		969.2	1557	Tibetan (Lhasa)	ŋa¹³
41131	ZMYYC	I	I	229379		969.1	1582	Tibetan (Written)	ŋa
42135	ZMYYC	I	I	229381		969.5	1585	Tibetan (Amdo:Zeku)	ŋa
43139	ZMYYC	I	I	229422		969.38	1615	Tujia	ŋa³⁵
44143	ZMYYC	I	I	229414		969.22	1658	Yi (Dafang)	ŋo²¹
45148	ZMYYC	I	I	229390		969.25	1662	Yi (Mile)	ŋo³³
46153	ZMYYC	I	I	229416		969.26	1663	Yi (Mojiang)	ŋo²¹
47158	ZMYYC	I	I	229415		969.24	1664	Yi (Nanhua)	ŋo³³
48162	ZMYYC	I	I	229389		969.23	1666	Yi (Nanjian)	ŋɑ⁵⁵
49166	ZMYYC	I	I	229388		969.21	1670	Yi (Xide)	ŋa³³
50170	ZMYYC	I	I	229392		969.29	1676	Naxi (Yongning)	ȵɑ³³
51174	ZMYYC	I	I	229424		969.42	1693	Atsi [Zaiwa]	ŋo⁵¹
52179	ZMYYC	I	I	229411		969.16	1699	Queyu (Yajiang) [Zhaba]	ŋa³⁵
#
76	ZMYYC	January	January	183855		76.41	200	Achang (Longchuan)	tă³¹pau⁵¹l̥ɔ³⁵
1080	ZMYYC	January	January	183882		76.44	269	Anong	thi⁵⁵sɿ³¹lɑ⁵⁵
2084	ZMYYC	January	January	183853		76.37	311	Bai (Bijiang)	ɖo³³ŋo³³ŋuɑ⁴⁴
3088	ZMYYC	January	January	183852		76.35	314	Bai (Dali)	tseʴ³⁵uɑ⁴⁴
4092	ZMYYC	January	January	183878		76.36	317	Bai (Jianchuan)	tsi⁵⁵ŋuɑ⁴⁴
5096	ZMYYC	January	January	183860		76.51	368	Bokar Lhoba	lup seː
6100	ZMYYC	January	January	183854		76.39	411	Burmese (Written)	tɑn²khu³
7104	ZMYYC	January	January	183875		76.30	418	Hani (Caiyuan)	tsɤŋ³³je³³
8108	ZMYYC	January	January	183859		76.49	509	Darang [Taraon]	xɑ⁵⁵lo⁵³khɯn⁵⁵
9112	ZMYYC	January	January	183850		76.31	510	Hani (Dazhai)	dʑo³¹dza³¹si³¹
10116	ZMYYC	January	January	183883		76.46	537	Trung [Dulong]	tĭʔ⁵⁵sɯ³¹lɑ⁵⁵
11120	ZMYYC	January	January	183867		76.14	557	Ergong (Danba)	to mbo
12124	ZMYYC	January	January	183869		76.18	561	Ersu	tʃɿ³³i⁵⁵ɬɑ³³
13129	ZMYYC	January	January	183884		76.48	592	Kaman [Miju]	lɑi⁵³kɯ⁵⁵mu⁵³
14133	ZMYYC	January	January	183843		76.17	595	Guiqiong	dɔ̃³³bu⁵⁵li⁵³
15137	ZMYYC	January	January	183885		76.50	662	Idu	e⁵⁵lɑ⁵⁵ge⁵⁵
16141	ZMYYC	January	January	183858		76.47	690	Jingpho	khʒu³³ta̱³³
17145	ZMYYC	January	January	183877		76.34	696	Jinuo	ɬɔ³³mɔ³³
18149	ZMYYC	January	January	183851		76.33	851	Lahu (Black)	tsu³³ze³³xᴀ³³pᴀ³³
19153	ZMYYC	January	January	183874		76.28	908	Naxi (Lijiang)	ʑə³¹pe³¹
20157	ZMYYC	January	January	183848		76.27	942	Lisu	kho⁴¹ʃɿ⁴¹hɑ³³
21161	ZMYYC	January	January	183856		76.43	1034	Maru [Langsu]	lɔ̱⁵⁵tə̆³¹khjɛʔ⁵⁵
22165	ZMYYC	January	January	183839		76.7	1088	Tsangla (Motuo)	dawa daŋ pa; bruʔda
23170	ZMYYC	January	January	183863		76.6	1092	Tshona (Mama)	le⁵³theʔ⁵³
24174	ZMYYC	January	January	183842		76.15	1136	Muya [Minyak]	dɛ³³wɛ⁵⁵tɑ̃³⁵bu⁵⁵
25178	ZMYYC	January	January	183844		76.19	1147	Namuyi	tɕi³³ɬi⁵⁵
26182	ZMYYC	January	January	183857		76.45	1215	Nusu (Bijiang)	thi⁵³ɬɑ³¹
27186	ZMYYC	January	January	183841		76.11	1306	Pumi (Qinghua)	ɣu¹³ʂi¹³ɬi⁵⁵
28190	ZMYYC	January	January	183865		76.10	1309	Pumi (Taoba)	tə⁵⁵li⁵⁵mei³⁵
29194	ZMYYC	January	January	183864		76.8	1320	Qiang (Mawo)	aʂ
30198	ZMYYC	January	January	183840		76.9	1323	Qiang (Taoping)	χpe⁵⁵ʂɿ³³
31202	ZMYYC	January	January	183866		76.12	1340	rGyalrong	zla wa taŋ mbo
32206	ZMYYC	January	January	183837		76.3	1380	Tibetan (Khams:Dege)	da¹³wa⁵³tɑŋ¹³bo⁵³
33210	ZMYYC	January	January	183870		76.20	1409	Xumi	dʑi³⁵ɬɯ⁵⁵
34214	ZMYYC	January	January	183876		76.32	1416	Hani (Shuikui)	xv̱̩³¹ʃɿ̄³¹pɔ³³l̥ɔ³³
35218	ZMYYC	January	January	183880		76.40	1428	Burmese (Spoken Rangoon)	tɑ̃²²khu⁵⁵
36222	ZMYYC	January	January	183886		76.52	1431	Sulung [Puroik]	da³³tə³³aŋ³³bo³³
37889	ZMYYC	January	January	231953		76.13	1496	Tangut [Xixia]	--
38230	ZMYYC	January	January	183862		76.4	1550	Tibetan (Amdo:Bla-brang)	hdʑa lo
39234	ZMYYC	January	January	183861		76.2	1557	Tibetan (Lhasa)	ta¹³wa¹³thaŋ¹³ko⁵³
40238	ZMYYC	January	January	183836		76.1	1582	Tibetan (Written)	zla ba daŋ po
41242	ZMYYC	January	January	183838		76.5	1585	Tibetan (Amdo:Zeku)	rdza toŋ ŋu
42246	ZMYYC	January	January	183879		76.38	1615	Tujia	tsən⁵⁵jie⁵⁵
43250	ZMYYC	January	January	183871		76.22	1658	Yi (Dafang)	lu⁵⁵ho²¹
44255	ZMYYC	January	January	183847		76.25	1662	Yi (Mile)	khu̱²¹ɕi²¹ɬo³³
45260	ZMYYC	January	January	183873		76.26	1663	Yi (Mojiang)	khu̱²¹ɕi̱²¹xo²¹
46265	ZMYYC	January	January	183872		76.24	1664	Yi (Nanhua)	khu̱⁵⁵ɕi̱⁵⁵ɕo³³
47269	ZMYYC	January	January	183846		76.23	1666	Yi (Nanjian)	ko²¹xɯ²¹lɑ³³
48273	ZMYYC	January (horse month)	January	183845		76.21	1670	Yi (Xide)	m̩(u)³³ɬɯ²¹
49277	ZMYYC	January	January	183849		76.29	1676	Naxi (Yongning)	dɿ³³ɬe³³mi³³
50281	ZMYYC	January	January	183881		76.42	1693	Atsi [Zaiwa]	lŏ̱⁵⁵mo⁵⁵lă²¹khjap⁵⁵
51286	ZMYYC	January	January	183868		76.16	1699	Queyu (Yajiang) [Zhaba]	da³⁵wa⁵⁵tã³⁵bu⁵³
#
82	ZMYYC	July	July	184161		82.41	200	Achang (Longchuan)	ȵit⁵⁵pau⁵¹l̥ɔ³⁵
1086	ZMYYC	July	July	184188		82.44	269	Anong	sɿn³⁵sɿ³¹lɑ⁵⁵
2090	ZMYYC	July	July	184159		82.37	311	Bai (Bijiang)	tshi⁴⁴ŋuɑ⁴⁴
3094	ZMYYC	July	July	184158		82.35	314	Bai (Dali)	tɕhi⁴⁴uɑ⁴⁴
4098	ZMYYC	July	July	184184		82.36	317	Bai (Jianchuan)	tɕhi⁴⁴ŋuɑ⁵⁵
5102	ZMYYC	July	July	184166		82.51	368	Bokar Lhoba	*
6106	ZMYYC	July	July	184160		82.39	411	Burmese (Written)	thi²tɑŋ³kjwɑt
7110	ZMYYC	July	July	184181		82.30	418	Hani (Caiyuan)	*
8114	ZMYYC	July	July	184165		82.49	509	Darang [Taraon]	xɑ⁵⁵lo⁵³weŋ⁵³
9118	ZMYYC	July	July	184156		82.31	510	Hani (Dazhai)	sɿ̄³¹la³³
10122	ZMYYC	July	July	184189		82.46	537	Trung [Dulong]	sɯ³¹ɲĭt⁵⁵sɯ³¹lɑ⁵⁵
11126	ZMYYC	July	July	184173		82.14	557	Ergong (Danba)	ɦɛ vdem pa
12130	ZMYYC	July	July	184175		82.18	561	Ersu	tshɿ⁵⁵i⁵⁵ɬɑ³³
13135	ZMYYC	July	July	184190		82.48	592	Kaman [Miju]	lɑi⁵³kɯ³¹nɯn⁵³
14139	ZMYYC	July	July	184149		82.17	595	Guiqiong	dɛ̃³⁵pu⁵³
15143	ZMYYC	July	July	184191		82.50	662	Idu	e⁵⁵lɑ⁵⁵i⁵⁵ɦoŋ⁵⁵
16147	ZMYYC	July	July	184164		82.47	690	Jingpho	ʃi³¹mă³¹ʒi³¹ta̱³³
17151	ZMYYC	July	July	184183		82.34	696	Jinuo	ɕi⁵⁵ɬɔ³³
18155	ZMYYC	July	July	184157		82.33	851	Lahu (Black)	tshi³¹ze³³xᴀ³³pᴀ³³
19159	ZMYYC	July	July	184180		82.28	908	Naxi (Lijiang)	sa³³me³³
20163	ZMYYC	July	July	184154		82.27	942	Lisu	ʃɿ³¹hɑ³³
21167	ZMYYC	July	July	184162		82.43	1034	Maru [Langsu]	lɔ̱⁵⁵na̱t⁵⁵khjɛʔ⁵⁵
22171	ZMYYC	July	July	184145		82.7	1088	Tsangla (Motuo)	dawa dunpa; khida
23176	ZMYYC	July	July	184169		82.6	1092	Tshona (Mama)	le⁵³nis⁵⁵
24180	ZMYYC	July	July	184148		82.15	1136	Muya [Minyak]	dɛ³³wɛ⁵⁵dø³⁵mbɛ⁵³
25184	ZMYYC	July	July	184150		82.19	1147	Namuyi	ʂɿ³³ɬi⁵⁵
26188	ZMYYC	July	July	184163		82.45	1215	Nusu (Bijiang)	n̥⁵³ə̃ʴ⁵⁵ɬɑ³¹
27192	ZMYYC	July	July	184147		82.11	1306	Pumi (Qinghua)	qa⁵⁵ɣuɑ̃⁵⁵ʒi¹³
28196	ZMYYC	July	July	184171		82.10	1309	Pumi (Taoba)	n̥ə³⁵li⁵⁵mei³⁵
29200	ZMYYC	July	July	184170		82.8	1320	Qiang (Mawo)	stəʂ
30204	ZMYYC	July	July	184146		82.9	1323	Qiang (Taoping)	ɕiŋ³¹ʂɿ³³
31208	ZMYYC	July	July	184172		82.12	1340	rGyalrong	zla wa bdən mbɐ
32212	ZMYYC	July	July	184143		82.3	1380	Tibetan (Khams:Dege)	da¹³wa⁵³dɛn⁵⁵pa⁵³
33216	ZMYYC	July	July	184176		82.20	1409	Xumi	ʂɛ̃⁵⁵ɬɯ³³
34220	ZMYYC	July	July	184182		82.32	1416	Hani (Shuikui)	ʃɿ̄³¹l̥ɔ³³
35224	ZMYYC	July	July	184186		82.40	1428	Burmese (Spoken Rangoon)	tθi²²tĩ⁵⁵tɕuʔ⁴⁴
36228	ZMYYC	July	July	184192		82.52	1431	Sulung [Puroik]	ɕiŋ³³tə³³aŋ³³bo³³
37956	ZMYYC	July	July	232020		82.13	1496	Tangut [Xixia]	--
38236	ZMYYC	July	July	184168		82.4	1550	Tibetan (Amdo:Bla-brang)	hda dən
39240	ZMYYC	July	July	184167		82.2	1557	Tibetan (Lhasa)	ta¹³wa¹³tỹ¹³pa⁵³
40244	ZMYYC	July	July	184142		82.1	1582	Tibetan (Written)	zla ba bdun pa
41248	ZMYYC	July	July	184144		82.5	1585	Tibetan (Amdo:Zeku)	rdza wdən mba
42252	ZMYYC	July	July	184185		82.38	1615	Tujia	tɕhi³⁵jie⁵⁵
43256	ZMYYC	July	July	184177		82.22	1658	Yi (Dafang)	ɳɔ¹³ho⁵⁵
44261	ZMYYC	July	July	184153		82.25	1662	Yi (Mile)	ʂi²¹ɬo³³
45266	ZMYYC	July	July	184179		82.26	1663	Yi (Mojiang)	ɕi²¹xo²¹
46271	ZMYYC	July	July	184178		82.24	1664	Yi (Nanhua)	ɕi²¹ɕo³³
47275	ZMYYC	July	July	184152		82.23	1666	Yi (Nanjian)	xɯ²¹lɑ³³
48279	ZMYYC	July (rat month)	July	184151		82.21	1670	Yi (Xide)	he³³ɬɯ²¹
49283	ZMYYC	July	July	184155		82.29	1676	Naxi (Yongning)	ʂɿ³³ɬe³³mi³³
50287	ZMYYC	July	July	184187		82.42	1693	Atsi [Zaiwa]	lŏ̱⁵⁵mo⁵⁵ŋji̱t⁵⁵khjap⁵⁵
51292	ZMYYC	July	July	184174		82.16	1699	Queyu (Yajiang) [Zhaba]	da³⁵wa⁵⁵dẽ³⁵pa⁵³
#
81	ZMYYC	June	June	184110		81.41	200	Achang (Longchuan)	xʐoʔ⁵⁵pau⁵¹l̥ɔ³⁵
1085	ZMYYC	June	June	184137		81.44	269	Anong	kuŋ⁵⁵sɿ³¹lɑ⁵⁵
2089	ZMYYC	June	June	184108		81.37	311	Bai (Bijiang)	fu⁴⁴ŋuɑ⁴⁴
3093	ZMYYC	June	June	184107		81.35	314	Bai (Dali)	fv⁴⁴uɑ⁴⁴
4097	ZMYYC	June	June	184133		81.36	317	Bai (Jianchuan)	fv⁴⁴ŋuɑ⁴⁴
5101	ZMYYC	June	June	184115		81.51	368	Bokar Lhoba	*
6105	ZMYYC	June	June	184109		81.39	411	Burmese (Written)	tɔ²thɑ¹lɑŋ³
7109	ZMYYC	June	June	184130		81.30	418	Hani (Caiyuan)	*
8113	ZMYYC	June	June	184114		81.49	509	Darang [Taraon]	xɑ⁵⁵lo⁵³tɑ³¹xɹo⁵³
9117	ZMYYC	June	June	184105		81.31	510	Hani (Dazhai)	ku̱³¹la³³
10121	ZMYYC	June	June	184138		81.46	537	Trung [Dulong]	kɹŭʔ⁵⁵sɯ³¹lɑ⁵⁵
11125	ZMYYC	June	June	184122		81.14	557	Ergong (Danba)	ɦɛ dʐu pa
12129	ZMYYC	June	June	184124		81.18	561	Ersu	əʴ⁵⁵i⁵⁵ɬɑ³³
13134	ZMYYC	June	June	184139		81.48	592	Kaman [Miju]	lɑi⁵³kɯ³¹tɑm⁵³
14138	ZMYYC	June	June	184098		81.17	595	Guiqiong	dʐu³⁵pu⁵³
15142	ZMYYC	June	June	184140		81.50	662	Idu	e⁵⁵lɑ⁵⁵tɑ⁵⁵hɹo⁵³
16146	ZMYYC	June	June	184113		81.47	690	Jingpho	să³³ŋan³³ta̱³³
17150	ZMYYC	June	June	184132		81.34	696	Jinuo	tɕho⁵⁵ɬɔ³³
18154	ZMYYC	June	June	184106		81.33	851	Lahu (Black)	lu³¹ze³³xᴀ³³pᴀ³³
19158	ZMYYC	June	June	184129		81.28	908	Naxi (Lijiang)	tʂhuɑ⁵⁵me³³
20162	ZMYYC	June	June	184103		81.27	942	Lisu	tʃho⁴¹hɑ³³
21166	ZMYYC	June	June	184111		81.43	1034	Maru [Langsu]	lɔ̱⁵⁵khjauk⁵⁵khjɛʔ⁵⁵
22170	ZMYYC	June	June	184094		81.7	1088	Tsangla (Motuo)	dawa dʐukpa; dʑada
23175	ZMYYC	June	June	184118		81.6	1092	Tshona (Mama)	lə⁵³kroʔ¹³
24179	ZMYYC	June	June	184097		81.15	1136	Muya [Minyak]	dɛ³³wɛ⁵⁵tʂu³⁵pɛ⁵³
25183	ZMYYC	June	June	184099		81.19	1147	Namuyi	qhu³³ɬi⁵⁵
26187	ZMYYC	June	June	184112		81.45	1215	Nusu (Bijiang)	khɹu⁵³ɬɑ³¹
27191	ZMYYC	June	June	184096		81.11	1306	Pumi (Qinghua)	qa⁵⁵xiɛ̃⁵⁵ʒi¹³
28195	ZMYYC	June	June	184120		81.10	1309	Pumi (Taoba)	tʂhu³⁵li⁵⁵mei³⁵
29199	ZMYYC	June	June	184119		81.8	1320	Qiang (Mawo)	χtʂuʂ
30203	ZMYYC	June	June	184095		81.9	1323	Qiang (Taoping)	χtʂu⁵⁵ʂɿ³³
31207	ZMYYC	June	June	184121		81.12	1340	rGyalrong	zla wa tʂək pɐ
32211	ZMYYC	June	June	184092		81.3	1380	Tibetan (Khams:Dege)	da¹³wa⁵³tʂuʔ³¹pa⁵³
33215	ZMYYC	June	June	184125		81.20	1409	Xumi	tɕho⁵⁵ɬɯ³³
34219	ZMYYC	June	June	184131		81.32	1416	Hani (Shuikui)	khv̩̱³¹l̥ɔ³³
35223	ZMYYC	June	June	184135		81.40	1428	Burmese (Spoken Rangoon)	tɔ²²tθɑ⁵³lĩ⁵⁵
36227	ZMYYC	June	June	184141		81.52	1431	Sulung [Puroik]	ɕiŋ³³ɣo³³aŋ³³bo³³
37945	ZMYYC	June	June	232009		81.13	1496	Tangut [Xixia]	--
38235	ZMYYC	June	June	184117		81.4	1550	Tibetan (Amdo:Bla-brang)	hda tʂək
39239	ZMYYC	June	June	184116		81.2	1557	Tibetan (Lhasa)	ta¹³wa¹³tʂhuʔ¹³pa⁵³
40243	ZMYYC	June	June	184091		81.1	1582	Tibetan (Written)	zla ba drug pa
41247	ZMYYC	June	June	184093		81.5	1585	Tibetan (Amdo:Zeku)	rdza tʂək ka
42251	ZMYYC	June	June	184134		81.38	1615	Tujia	lu³⁵jie⁵⁵
43255	ZMYYC	June	June	184126		81.22	1658	Yi (Dafang)	hɔ²¹ho³³
44260	ZMYYC	June	June	184102		81.25	1662	Yi (Mile)	tʂhu̱²¹ɬo³³
45265	ZMYYC	June	June	184128		81.26	1663	Yi (Mojiang)	tshu̱²¹xo²¹
46270	ZMYYC	June	June	184127		81.24	1664	Yi (Nanhua)	tɕhu̱⁵⁵ɕo³³
47274	ZMYYC	June	June	184101		81.23	1666	Yi (Nanjian)	kho²¹lɑ³³
48278	ZMYYC	June (pig month)	June	184100		81.21	1670	Yi (Xide)	vo⁵⁵ɬɯ²¹
49282	ZMYYC	June	June	184104		81.29	1676	Naxi (Yongning)	khəɹ³³ɬe³³mi³³
50286	ZMYYC	June	June	184136		81.42	1693	Atsi [Zaiwa]	lŏ̱⁵⁵mo⁵⁵khjuʔ⁵⁵khjap⁵⁵
51291	ZMYYC	June	June	184123		81.16	1699	Queyu (Yajiang) [Zhaba]	da³⁵wa⁵⁵tʂu³⁵pa⁵³
#
78	ZMYYC	March	March	183957		78.41	200	Achang (Longchuan)	sum³¹pau⁵¹l̥ɔ³⁵
1082	ZMYYC	March	March	183984		78.44	269	Anong	sɔm⁵⁵sɿ³¹lɑ⁵⁵
2086	ZMYYC	March	March	183955		78.37	311	Bai (Bijiang)	sɑ̃⁵⁵ŋuɑ⁴⁴
3090	ZMYYC	March	March	183954		78.35	314	Bai (Dali)	sɑ⁵⁵uɑ⁴⁴
4094	ZMYYC	March	March	183980		78.36	317	Bai (Jianchuan)	sɑ̃⁵⁵ŋuɑ⁴⁴
5098	ZMYYC	March	March	183962		78.51	368	Bokar Lhoba	*
6102	ZMYYC	March	March	183956		78.39	411	Burmese (Written)	nɑ¹jun²
7106	ZMYYC	March	March	183977		78.30	418	Hani (Caiyuan)	*
8110	ZMYYC	March	March	183961		78.49	509	Darang [Taraon]	xɑ⁵⁵lo⁵³kɑ³¹sɯŋ³⁵
9114	ZMYYC	March	March	183952		78.31	510	Hani (Dazhai)	sɔ³¹la³³
10118	ZMYYC	March	March	183985		78.46	537	Trung [Dulong]	ɑ³¹sɯ̆m⁵³sɯ³¹lɑ⁵⁵
11122	ZMYYC	March	March	183969		78.14	557	Ergong (Danba)	ɦɛ səm pa
12126	ZMYYC	March	March	183971		78.18	561	Ersu	suɑ³³i⁵⁵ɬɑ³³
13131	ZMYYC	March	March	183986		78.48	592	Kaman [Miju]	lɑi⁵³kɯ³¹sɑ̆m⁵⁵
14135	ZMYYC	March	March	183945		78.17	595	Guiqiong	sɔ̃⁵⁵pu⁵³
15139	ZMYYC	March	March	183987		78.50	662	Idu	e⁵⁵lɑ⁵⁵kɑ³¹soŋ³⁵
16143	ZMYYC	March	March	183960		78.47	690	Jingpho	wut³¹ta̱³³
17147	ZMYYC	March	March	183979		78.34	696	Jinuo	sø³³ɬɔ³³
18151	ZMYYC	March	March	183953		78.33	851	Lahu (Black)	sᴀ³³ze³³xᴀ³³pᴀ³³
19155	ZMYYC	March	March	183976		78.28	908	Naxi (Lijiang)	sɑ⁵⁵uɑ³³
20159	ZMYYC	March	March	183950		78.27	942	Lisu	sɑ⁴⁴hɑ³³
21163	ZMYYC	March	March	183958		78.43	1034	Maru [Langsu]	lɔ̱⁵⁵sam³¹khjɛʔ⁵⁵
22167	ZMYYC	March	March	183941		78.7	1088	Tsangla (Motuo)	dawa sumpa; taida
23172	ZMYYC	March	March	183965		78.6	1092	Tshona (Mama)	le⁵³sum⁵³
24176	ZMYYC	March	March	183944		78.15	1136	Muya [Minyak]	dɛ³³wɛ⁵⁵so⁵⁵mbɛ⁵³
25180	ZMYYC	March	March	183946		78.19	1147	Namuyi	so⁵⁵ɬi⁵⁵
26184	ZMYYC	March	March	183959		78.45	1215	Nusu (Bijiang)	sɔ³⁵ɬɑ³¹
27188	ZMYYC	March	March	183943		78.11	1306	Pumi (Qinghua)	sã⁵⁵uɑ̃⁵⁵ɬi⁵⁵
28192	ZMYYC	March	March	183967		78.10	1309	Pumi (Taoba)	sõ³⁵li⁵⁵mei³⁵
29196	ZMYYC	March	March	183966		78.8	1320	Qiang (Mawo)	khsiʂ
30200	ZMYYC	March	March	183942		78.9	1323	Qiang (Taoping)	tshi⁵⁵ʂɿ³³
31204	ZMYYC	March	March	183968		78.12	1340	rGyalrong	zla wa ksəm pɐ
32208	ZMYYC	March	March	183939		78.3	1380	Tibetan (Khams:Dege)	da¹³wa⁵³suŋ⁵⁵ba⁵³
33212	ZMYYC	March	March	183972		78.20	1409	Xumi	sɐ⁵⁵ɬɯ³³
34216	ZMYYC	March	March	183978		78.32	1416	Hani (Shuikui)	su³¹l̥ɔ³³
35220	ZMYYC	March	March	183982		78.40	1428	Burmese (Spoken Rangoon)	nɑ⁵³jõ²²
36224	ZMYYC	March	March	183988		78.52	1431	Sulung [Puroik]	lɯk³³tsər³³aŋ³³bo³³
37911	ZMYYC	March	March	231975		78.13	1496	Tangut [Xixia]	--
38232	ZMYYC	March	March	183964		78.4	1550	Tibetan (Amdo:Bla-brang)	hda səm
39236	ZMYYC	March	March	183963		78.2	1557	Tibetan (Lhasa)	ta¹³wa¹³sum⁵⁵pa⁵³
40240	ZMYYC	March	March	183938		78.1	1582	Tibetan (Written)	zla ba gsum pa
41244	ZMYYC	March	March	183940		78.5	1585	Tibetan (Amdo:Zeku)	rdza ɣsəm mba
42248	ZMYYC	March	March	183981		78.38	1615	Tujia	san⁵⁵jie⁵⁵
43252	ZMYYC	March	March	183973		78.22	1658	Yi (Dafang)	lɒ³³ho²¹
44257	ZMYYC	March	March	183949		78.25	1662	Yi (Mile)	si⁵⁵ɬo³³
45262	ZMYYC	March	March	183975		78.26	1663	Yi (Mojiang)	sɒ³³xo²¹
46267	ZMYYC	March	March	183974		78.24	1664	Yi (Nanhua)	sᴀ̱³³ŋᴀ̱³³ɕo³³
47271	ZMYYC	March	March	183948		78.23	1666	Yi (Nanjian)	sɑ³³ŋɑ³³lɑ³³
48275	ZMYYC	March (monkey month)	March	183947		78.21	1670	Yi (Xide)	ȵu⁵⁵ɬɯ²¹
49279	ZMYYC	March	March	183951		78.29	1676	Naxi (Yongning)	so³³ɬe³³mi³³
50283	ZMYYC	March	March	183983		78.42	1693	Atsi [Zaiwa]	lŏ̱⁵⁵mo⁵⁵sum²¹khjap⁵⁵
51288	ZMYYC	March	March	183970		78.16	1699	Queyu (Yajiang) [Zhaba]	da³⁵wa⁵⁵sõ⁵⁵pa⁵³
#
80	ZMYYC	May	May	184059		80.41	200	Achang (Longchuan)	ŋɔ³¹pau⁵¹l̥ɔ³⁵
1084	ZMYYC	May	May	184086		80.44	269	Anong	phɔŋ³¹sɿ³¹lɑ⁵⁵
