# Wordlist

# META
@modified:2015-01-20 10:39
@tree:(((Luobenzhuo,(Enqi,(Ega,Jinman))),(Gongxing,Tuoluo)),(Mazhelong,((Xiangyun,((Qiliqiao,(Eryuan,Yunlong)),(Lanping,(Heqi,Jianchuan)))),(Zhoucheng,(Dashi,Jinxing)))));

# DATA
ID	GLOSS_IN_SOURCE	SOURCE	ENTRY_IN_SOURCE	POS	CHINESE_GLOSS	DOCULECT	IPA	CONCEPT	ID_IN_SOURCE	PST	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
2952	snake	Allen2007	kʰɤ33	?	蛇	Yunlong	kʰɤ₃₃	snake	70	CVT	kʰ ɤ ₃₃	1 7 8	AXT	KE4	16	16.K.C 16.E.V 16.4.T	1.6 3.0 1.0	0
2953	snake	Allen2007	kʰɛ33	?	蛇	Xiangyun	kʰɛ₃₃	snake	70	CVT	kʰ ɛ ₃₃	1 7 8	AXT	KE4	15	15.K.C 15.E.V 15.4.T	1.6 3.0 1.0	0
2954	snake	Allen2007	tɕʰɛ̃33	?	蛇	Luobenzhuo	t͡ɕʰɛ̃₃₃	snake	70	CVT	t͡ɕʰ ɛ̃ ₃₃	1 7 8	AXT	TE4	11	11.T.C 11.E.V 11.4.T	1.6 3.0 1.0	0
4265	snake	Wang2006a	tʂʰɚ̃33	?	?	Tuoluo	t͡ʂʰɚ̃₃₃	snake	347	CVT	t͡ʂʰ ɚ̃ ₃₃	1 7 8	AXT	TE4	14	14.T.C 14.E.V 14.4.T	1.6 3.0 1.0	1
4266	snake	Wang2006a	tʂʰi22	?	?	Gongxing	t͡ʂʰi₂₂	snake	347	CVT	t͡ʂʰ i ₂₂	1 7 8	AXT	TI1	5	5.T.C 5.I.V 5.1.T	1.6 3.0 1.0	1
4267	snake	Wang2006a	tsʰɿ22	?	?	Enqi	t͡sʰɿ₂₂	snake	347	CVT	t͡sʰ ɿ ₂₂	1 7 8	AXT	TI1	3	3.T.C 3.I.V 3.1.T	1.6 3.0 1.0	1
4268	snake	Wang2006a	ʃʰɛ22	?	?	Ega	ʃʰɛ₂₂	snake	347	CVT	ʃʰ ɛ ₂₂	3 7 8	AXT	SE1	2	2.S.C 2.E.V 2.1.T	1.6 3.0 1.0	0
4269	snake	Wang2006a	tɕ↑iɚ̃22	?	?	Jinman	t͡ɕ↑iɚ̃₂₂	snake	347	cCVT	t͡ɕ ↑ i ɚ̃ ₂₂	2 0 7 7 8	ACYYT	C0IE1	8	8.C.C 8.0.C 8.I.V 8.E.V 8.1.T	1.6 1.2 3.0 3.0 1.0	0
4270	snake	Wang2006a	tɕʰiu33	?	?	Mazhelong	t͡ɕʰiu₃₃	snake	347	CVT	t͡ɕʰ i u ₃₃	1 7 7 8	AXYT	TIY4	12	12.T.C 12.I.V 12.Y.V 12.4.T	1.6 3.0 3.0 1.0	1
#
2963	snow	Wang2006a	sue42	?	?	Tuoluo	sue₄₂	snow	12	CVT	s u e ₄₂	3 7 7 8	AXYT	SYE3	14	14.S.C 14.Y.V 14.E.V 14.3.T	1.6 3.0 3.0 1.0	0
2964	snow	Wang2006a	suɛ42	?	?	Gongxing	suɛ₄₂	snow	12	CVT	s u ɛ ₄₂	3 7 7 8	AXYT	SYE3	5	5.S.C 5.Y.V 5.E.V 5.3.T	1.6 3.0 3.0 1.0	0
2965	snow	Wang2006a	suE55	?	?	Enqi	suɛ₅₅	snow	12	CVT	s u ɛ ₅₅	3 7 7 8	AXYT	SYE5	3	3.S.C 3.Y.V 3.E.V 3.5.T	1.6 3.0 3.0 1.0	0
2966	snow	Wang2006a	suɛ44	?	?	Ega	suɛ₄₄	snow	12	CVT	s u ɛ ₄₄	3 7 7 8	AXYT	SYE5	2	2.S.C 2.Y.V 2.E.V 2.5.T	1.6 3.0 3.0 1.0	0
2967	snow	Wang2006a	sue55	?	?	Jinman	sue₅₅	snow	12	CVT	s u e ₅₅	3 7 7 8	AXYT	SYE5	8	8.S.C 8.Y.V 8.E.V 8.5.T	1.6 3.0 3.0 1.0	0
2968	snow	Wang2006a	sui44	?	?	Jinxing	sui₄₄	snow	12	CVT	s u i ₄₄	3 7 7 8	AXYT	SYI5	9	9.S.C 9.Y.V 9.I.V 9.5.T	1.6 3.0 3.0 1.0	0
2969	snow	Wang2006a	sʰue44	?	?	Dashi	sʰue₄₄	snow	12	CVT	sʰ u e ₄₄	3 7 7 8	AXYT	SYE5	1	1.S.C 1.Y.V 1.E.V 1.5.T	1.6 3.0 3.0 1.0	0
2970	snow	Wang2006a	sue44	?	?	Zhoucheng	sue₄₄	snow	12	CVT	s u e ₄₄	3 7 7 8	AXYT	SYE5	17	17.S.C 17.Y.V 17.E.V 17.5.T	1.6 3.0 3.0 1.0	0
2971	snow	Wang2006a	ɕyɛ44	?	?	Mazhelong	ɕyɛ₄₄	snow	12	CVT	ɕ y ɛ ₄₄	3 7 7 8	AXYT	SYE5	12	12.S.C 12.Y.V 12.E.V 12.5.T	1.6 3.0 3.0 1.0	0
2972	snow	Allen2007	sue44	?	雪	Jianchuan	sue₄₄	snow	11	CVT	s u e ₄₄	3 7 7 8	AXYT	SYE5	7	7.S.C 7.Y.V 7.E.V 7.5.T	1.6 3.0 3.0 1.0	0
2973	snow	Allen2007	sue44	?	雪	Eryuan	sue₄₄	snow	11	CVT	s u e ₄₄	3 7 7 8	AXYT	SYE5	4	4.S.C 4.Y.V 4.E.V 4.5.T	1.6 3.0 3.0 1.0	0
2974	snow	Allen2007	sʰue44	?	雪	Heqi	sʰue₄₄	snow	11	CVT	sʰ u e ₄₄	3 7 7 8	AXYT	SYE5	6	6.S.C 6.Y.V 6.E.V 6.5.T	1.6 3.0 3.0 1.0	0
2975	snow	Allen2007	sue44	?	雪	Lanping	sue₄₄	snow	11	CVT	s u e ₄₄	3 7 7 8	AXYT	SYE5	10	10.S.C 10.Y.V 10.E.V 10.5.T	1.6 3.0 3.0 1.0	0
2976	snow	Allen2007	ɕy44	?	雪	Qiliqiao	ɕy₄₄	snow	11	CVT	ɕ y ₄₄	3 7 8	AXT	SY5	13	13.S.C 13.Y.V 13.5.T	1.6 3.0 1.0	0
2977	snow	Allen2007	ɕyɛ44	?	雪	Yunlong	ɕyɛ₄₄	snow	11	CVT	ɕ y ɛ ₄₄	3 7 7 8	AXYT	SYE5	16	16.S.C 16.Y.V 16.E.V 16.5.T	1.6 3.0 3.0 1.0	0
2978	snow	Allen2007	sue44	?	雪	Xiangyun	sue₄₄	snow	11	CVT	s u e ₄₄	3 7 7 8	AXYT	SYE5	15	15.S.C 15.Y.V 15.E.V 15.5.T	1.6 3.0 3.0 1.0	0
2979	snow	Allen2007	suɛ55	?	雪	Luobenzhuo	suɛ₅₅	snow	11	CVT	s u ɛ ₅₅	3 7 7 8	AXYT	SYE5	11	11.S.C 11.Y.V 11.E.V 11.5.T	1.6 3.0 3.0 1.0	0
#
2980	soak; steep	Wang2006a	zi35	verb	?	Tuoluo	zi₃₅	soak	1444	CVT	z i ₃₅	3 7 8	AXT	SI2	14	14.S.C 14.I.V 14.2.T	1.6 3.0 1.0	0
2981	soak; steep	Wang2006a	dzi12	verb	?	Gongxing	d͡zi₁₂	soak	1444	CVT	d͡z i ₁₂	2 7 8	AXT	CI2	5	5.C.C 5.I.V 5.2.T	1.6 3.0 1.0	0
2982	soak; steep	Wang2006a	tsi21	verb	?	Enqi	t͡si₂₁	soak	1444	CVT	t͡s i ₂₁	2 7 8	AXT	CI3	3	3.C.C 3.I.V 3.3.T	1.6 3.0 1.0	0
2983	soak; steep	Wang2006a	(ɲya55)	verb	?	Ega	ɲya₅₅	soak	1444	CVT	ɲ y a ₅₅	4 7 7 8	AXYT	NYA5	2	2.N.C 2.Y.V 2.A.V 2.5.T	1.6 3.0 3.0 1.0	0
2984	soak; steep	Wang2006a	(ɲiua55)	verb	?	Jinman	ɲiua₅₅	soak	1444	CVT	ɲ i u a ₅₅	4 7 7 7 8	AXYYT	NIYA5	8	8.N.C 8.I.V 8.Y.V 8.A.V 8.5.T	1.6 3.0 3.0 3.0 1.0	0
2985	soak; steep	Wang2006a	(pʰɑ44)	verb	?	Jinxing	pʰɑ₄₄	soak	1444	CVT	pʰ ɑ ₄₄	1 7 8	AXT	PA5	9	9.P.C 9.A.V 9.5.T	1.6 3.0 1.0	0
2986	soak; steep	Wang2006a	tsi21	verb	?	Dashi	t͡si₂₁	soak	1444	CVT	t͡s i ₂₁	2 7 8	AXT	CI3	1	1.C.C 1.I.V 1.3.T	1.6 3.0 1.0	0
2987	soak; steep	Wang2006a	tsi21	verb	?	Zhoucheng	t͡si₂₁	soak	1444	CVT	t͡s i ₂₁	2 7 8	AXT	CI3	17	17.C.C 17.I.V 17.3.T	1.6 3.0 1.0	0
2988	soak; steep	Wang2006a	(ɣɚ44)	verb	?	Mazhelong	ɣɚ₄₄	soak	1444	CVT	ɣ ɚ ₄₄	3 7 8	AXT	GE5	12	12.G.C 12.E.V 12.5.T	1.6 3.0 1.0	0
2989	soak(seeds)	Allen2007	tsɯ21	verb	浸（种）	Jianchuan	t͡sɯ₂₁	soak	311	CVT	t͡s ɯ ₂₁	2 7 8	AXT	CI3	7	7.C.C 7.I.V 7.3.T	1.6 3.0 1.0	0
2990	soak(seeds)	Allen2007	tsɯ21	verb	浸（种）	Eryuan	t͡sɯ₂₁	soak	311	CVT	t͡s ɯ ₂₁	2 7 8	AXT	CI3	4	4.C.C 4.I.V 4.3.T	1.6 3.0 1.0	0
2991	soak(seeds)	Allen2007	tsɿ21	verb	浸（种）	Heqi	t͡sɿ₂₁	soak	311	CVT	t͡s ɿ ₂₁	2 7 8	AXT	CI3	6	6.C.C 6.I.V 6.3.T	1.6 3.0 1.0	0
2992	soak(seeds)	Allen2007	pʰao55/tsɯ21	verb	浸（种）	Lanping	pʰao₅₅	soak	311	CVT	pʰ a o ₅₅	1 7 7 8	AXYT	PAU5	10	10.P.C 10.A.V 10.U.V 10.5.T	1.6 3.0 3.0 1.0	0
2993	soak(seeds)	Allen2007	tsɿ21	verb	浸（种）	Qiliqiao	t͡sɿ₂₁	soak	311	CVT	t͡s ɿ ₂₁	2 7 8	AXT	CI3	13	13.C.C 13.I.V 13.3.T	1.6 3.0 1.0	0
2994	soak(seeds)	Allen2007	pʰao33	verb	浸（种）	Yunlong	pʰao₃₃	soak	311	CVT	pʰ a o ₃₃	1 7 7 8	AXYT	PAU4	16	16.P.C 16.A.V 16.U.V 16.4.T	1.6 3.0 3.0 1.0	0
2995	soak(seeds)	Allen2007	zɿ21	verb	浸（种）	Xiangyun	zɿ₂₁	soak	311	CVT	z ɿ ₂₁	3 7 8	AXT	SI3	15	15.S.C 15.I.V 15.3.T	1.6 3.0 1.0	0
2996	soak(seeds)	Allen2007	ɲũã55	verb	浸（种）	Luobenzhuo	ɲũã₅₅	soak	311	CVT	ɲ ũ ã ₅₅	4 7 7 8	AXYT	NYA5	11	11.N.C 11.Y.V 11.A.V 11.5.T	1.6 3.0 3.0 1.0	0
#
2997	son	Wang2006a	tsi33	?	?	Tuoluo	t͡si₃₃	son	220	CVT	t͡s i ₃₃	2 7 8	AXT	CI4	14	14.C.C 14.I.V 14.4.T	1.6 3.0 1.0	0
2998	son	Wang2006a	tsi22	?	?	Gongxing	t͡si₂₂	son	220	CVT	t͡s i ₂₂	2 7 8	AXT	CI1	5	5.C.C 5.I.V 5.1.T	1.6 3.0 1.0	0
2999	son	Wang2006a	tsi22	?	?	Enqi	t͡si₂₂	son	220	CVT	t͡s i ₂₂	2 7 8	AXT	CI1	3	3.C.C 3.I.V 3.1.T	1.6 3.0 1.0	0
3000	son	Wang2006a	tsi22	?	?	Ega	t͡si₂₂	son	220	CVT	t͡s i ₂₂	2 7 8	AXT	CI1	2	2.C.C 2.I.V 2.1.T	1.6 3.0 1.0	0
3001	son	Wang2006a	tsi22	?	?	Jinman	t͡si₂₂	son	220	CVT	t͡s i ₂₂	2 7 8	AXT	CI1	8	8.C.C 8.I.V 8.1.T	1.6 3.0 1.0	0
3002	son	Wang2006a	tsi33	?	?	Jinxing	t͡si₃₃	son	220	CVT	t͡s i ₃₃	2 7 8	AXT	CI4	9	9.C.C 9.I.V 9.4.T	1.6 3.0 1.0	0
3003	son	Wang2006a	tsi33	?	?	Dashi	t͡si₃₃	son	220	CVT	t͡s i ₃₃	2 7 8	AXT	CI4	1	1.C.C 1.I.V 1.4.T	1.6 3.0 1.0	0
3004	son	Wang2006a	tsi33	?	?	Zhoucheng	t͡si₃₃	son	220	CVT	t͡s i ₃₃	2 7 8	AXT	CI4	17	17.C.C 17.I.V 17.4.T	1.6 3.0 1.0	1
3005	son	Wang2006a	tsi33	?	?	Mazhelong	t͡si₃₃	son	220	CVT	t͡s i ₃₃	2 7 8	AXT	CI4	12	12.C.C 12.I.V 12.4.T	1.6 3.0 1.0	0
3006	son	Allen2007	tsɿ33	?	儿子	Jianchuan	t͡sɿ₃₃	son	165	CVT	t͡s ɿ ₃₃	2 7 8	AXT	CI4	7	7.C.C 7.I.V 7.4.T	1.6 3.0 1.0	0
3007	son	Allen2007	tsɿ33	?	儿子	Eryuan	t͡sɿ₃₃	son	165	CVT	t͡s ɿ ₃₃	2 7 8	AXT	CI4	4	4.C.C 4.I.V 4.4.T	1.6 3.0 1.0	0
3008	son	Allen2007	tsɿ33	?	儿子	Heqi	t͡sɿ₃₃	son	165	CVT	t͡s ɿ ₃₃	2 7 8	AXT	CI4	6	6.C.C 6.I.V 6.4.T	1.6 3.0 1.0	0
3009	son	Allen2007	tsɿ33jĩ21	?	儿子	Lanping	t͡sɿ₃₃jĩ₂₁	son	165	CVTCVT	t͡s ɿ ₃₃ j ĩ ₂₁	2 7 8 6 7 8	AXTBYT	CI4JI3	10	10.C.C 10.I.V 10.4.T 10.J.C 10.I.V 10.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3010	son	Allen2007	tsɿ33	?	儿子	Qiliqiao	t͡sɿ₃₃	son	165	CVT	t͡s ɿ ₃₃	2 7 8	AXT	CI4	13	13.C.C 13.I.V 13.4.T	1.6 3.0 1.0	1
3011	son	Allen2007	tsɿ33	?	儿子	Yunlong	t͡sɿ₃₃	son	165	CVT	t͡s ɿ ₃₃	2 7 8	AXT	CI4	16	16.C.C 16.I.V 16.4.T	1.6 3.0 1.0	0
3012	son	Allen2007	tsɿ33	?	儿子	Xiangyun	t͡sɿ₃₃	son	165	CVT	t͡s ɿ ₃₃	2 7 8	AXT	CI4	15	15.C.C 15.I.V 15.4.T	1.6 3.0 1.0	0
3013	son	Allen2007	tɕi33	?	儿子	Luobenzhuo	t͡ɕi₃₃	son	165	CVT	t͡ɕ i ₃₃	2 7 8	AXT	CI4	11	11.C.C 11.I.V 11.4.T	1.6 3.0 1.0	1
#
3014	(soul); spirit	Wang2006a	pʰaŋ21maŋ21	?	?	Tuoluo	pʰaŋ₂₁maŋ₂₁	soul	673	CVcTCVcT	pʰ a ŋ ₂₁ m a ŋ ₂₁	1 7 4 8 4 7 4 8	AXLTBYLT	PAN3MAN3	14	14.P.C 14.A.V 14.N.c 14.3.T 14.M.C 14.A.V 14.N.c 14.3.T	1.6 3.0 1.1 1.0 1.3 3.0 1.1 1.0	0
3015	(soul); spirit	Wang2006a	pʰan42man22	?	?	Gongxing	pʰan₄₂man₂₂	soul	673	CVcTCVcT	pʰ a n ₄₂ m a n ₂₂	1 7 4 8 4 7 4 8	AXLTBYLT	PAN3MAN1	5	5.P.C 5.A.V 5.N.c 5.3.T 5.M.C 5.A.V 5.N.c 5.1.T	1.6 3.0 1.1 1.0 1.3 3.0 1.1 1.0	0
3016	(soul); spirit	Wang2006a	pʰæ43ma43	?	?	Enqi	pʰæ₄₃ma₄₃	soul	673	CVTCVT	pʰ æ ₄₃ m a ₄₃	1 7 8 4 7 8	AXTBYT	PE3MA3	3	3.P.C 3.E.V 3.3.T 3.M.C 3.A.V 3.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3017	(soul); spirit	Wang2006a	p'h,42ma42	?	?	Ega	p'h,₄₂ma₄₂	soul	673	CVcTCVT	p 'h , ₄₂ m a ₄₂	1 3 0 8 4 7 8	AXLTBYT	PH03MA3	2	2.P.C 2.H.V 2.0.c 2.3.T 2.M.C 2.A.V 2.3.T	1.6 3.0 1.1 1.0 1.3 3.0 1.0	0
3018	(soul); spirit	Wang2006a	pʰã42mã42	?	?	Jinman	pʰã₄₂mã₄₂	soul	673	CVTCVT	pʰ ã ₄₂ m ã ₄₂	1 7 8 4 7 8	AXTBYT	PA3MA3	8	8.P.C 8.A.V 8.3.T 8.M.C 8.A.V 8.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3019	(soul); spirit	Wang2006a	p'h,an31man31	?	?	Jinxing	p'h,an₃₁man₃₁	soul	673	CVCVcTCVcT	p 'h , a n ₃₁ m a n ₃₁	1 3 0 7 4 8 4 7 4 8	AXBYLTBYLT	PH0AN3MAN3	9	9.P.C 9.H.V 9.0.C 9.A.V 9.N.c 9.3.T 9.M.C 9.A.V 9.N.c 9.3.T	1.6 3.0 1.3 3.0 1.1 1.0 1.3 3.0 1.1 1.0	0
3020	(soul); spirit	Wang2006a	pʰo31miɛ31	?	?	Zhoucheng	pʰo₃₁miɛ₃₁	soul	673	CVTCVT	pʰ o ₃₁ m i ɛ ₃₁	1 7 8 4 7 7 8	AXTBYYT	PU3MIE3	17	17.P.C 17.U.V 17.3.T 17.M.C 17.I.V 17.E.V 17.3.T	1.6 3.0 1.0 1.3 3.0 3.0 1.0	0
3021	(soul); spirit	Wang2006a	pʰɚ21mɚ̃21	?	?	Mazhelong	pʰɚ₂₁mɚ̃₂₁	soul	673	CVTCVT	pʰ ɚ ₂₁ m ɚ̃ ₂₁	1 7 8 4 7 8	AXTBYT	PE3ME3	12	12.P.C 12.E.V 12.3.T 12.M.C 12.E.V 12.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3022	soul	Allen2007	pʰɛ31mɛ31	?	魂	Jianchuan	pʰɛ₃₁mɛ₃₁	soul	248	CVTCVT	pʰ ɛ ₃₁ m ɛ ₃₁	1 7 8 4 7 8	AXTBYT	PE3ME3	7	7.P.C 7.E.V 7.3.T 7.M.C 7.E.V 7.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3023	soul	Allen2007	pʰɛ31mɛ31	?	魂	Eryuan	pʰɛ₃₁mɛ₃₁	soul	248	CVTCVT	pʰ ɛ ₃₁ m ɛ ₃₁	1 7 8 4 7 8	AXTBYT	PE3ME3	4	4.P.C 4.E.V 4.3.T 4.M.C 4.E.V 4.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3024	soul	Allen2007	pʰɯ31mɛ31	?	魂	Heqi	pʰɯ₃₁mɛ₃₁	soul	248	CVTCVT	pʰ ɯ ₃₁ m ɛ ₃₁	1 7 8 4 7 8	AXTBYT	PI3ME3	6	6.P.C 6.I.V 6.3.T 6.M.C 6.E.V 6.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3025	soul	Allen2007	pʰa44ma33	?	魂	Lanping	pʰa₄₄ma₃₃	soul	248	CVTCVT	pʰ a ₄₄ m a ₃₃	1 7 8 4 7 8	AXTBYT	PA5MA4	10	10.P.C 10.A.V 10.5.T 10.M.C 10.A.V 10.4.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3026	soul	Allen2007	sɿ21tsʰɛ55	?	魂	Qiliqiao	sɿ₂₁t͡sʰɛ₅₅	soul	248	CVTCVT	s ɿ ₂₁ t͡sʰ ɛ ₅₅	3 7 8 1 7 8	AXTBYT	SI3TE5	13	13.S.C 13.I.V 13.3.T 13.T.C 13.E.V 13.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3027	soul	Allen2007	pʰɛ31mɛ31	?	魂	Yunlong	pʰɛ₃₁mɛ₃₁	soul	248	CVTCVT	pʰ ɛ ₃₁ m ɛ ₃₁	1 7 8 4 7 8	AXTBYT	PE3ME3	16	16.P.C 16.E.V 16.3.T 16.M.C 16.E.V 16.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3028	soul	Allen2007	pʰɛ̃31mɛ21	?	魂	Xiangyun	pʰɛ̃₃₁mɛ₂₁	soul	248	CVTCVT	pʰ ɛ̃ ₃₁ m ɛ ₂₁	1 7 8 4 7 8	AXTBYT	PE3ME3	15	15.P.C 15.E.V 15.3.T 15.M.C 15.E.V 15.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3029	soul	Allen2007	pʰa44ma44	?	魂	Luobenzhuo	pʰa₄₄ma₄₄	soul	248	CVTCVT	pʰ a ₄₄ m a ₄₄	1 7 8 4 7 8	AXTBYT	PA5MA5	11	11.P.C 11.A.V 11.5.T 11.M.C 11.A.V 11.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
#
3030	sound	Wang2006a	tʰiaŋ55	?	?	Tuoluo	tʰiaŋ₅₅	sound;voice	161	CVcT	tʰ i a ŋ ₅₅	1 7 7 4 8	AXYLT	TIAN5	14	14.T.C 14.I.V 14.A.V 14.N.c 14.5.T	1.6 3.0 3.0 1.1 1.0	1
3031	sound	Wang2006a	tʰian55	?	?	Gongxing	tʰian₅₅	sound;voice	161	CVcT	tʰ i a n ₅₅	1 7 7 4 8	AXYLT	TIAN5	5	5.T.C 5.I.V 5.A.V 5.N.c 5.5.T	1.6 3.0 3.0 1.1 1.0	0
3032	sound	Wang2006a	tʰiæ24	?	?	Enqi	tʰiæ₂₄	sound;voice	161	CVT	tʰ i æ ₂₄	1 7 7 8	AXYT	TIE2	3	3.T.C 3.I.V 3.E.V 3.2.T	1.6 3.0 3.0 1.0	1
3033	sound	Wang2006a	tɕʰia55	?	?	Ega	t͡ɕʰia₅₅	sound;voice	161	CVT	t͡ɕʰ i a ₅₅	1 7 7 8	AXYT	TIA5	2	2.T.C 2.I.V 2.A.V 2.5.T	1.6 3.0 3.0 1.0	1
3034	sound	Wang2006a	ʈã55	?	?	Jinman	ʈã₅₅	sound;voice	161	CVT	ʈ ã ₅₅	1 7 8	AXT	TA5	8	8.T.C 8.A.V 8.5.T	1.6 3.0 1.0	0
3035	sound	Wang2006a	tsʰan55	?	?	Jinxing	t͡sʰan₅₅	sound;voice	161	CVcT	t͡sʰ a n ₅₅	1 7 4 8	AXLT	TAN5	9	9.T.C 9.A.V 9.N.c 9.5.T	1.6 3.0 1.1 1.0	1
3036	sound	Wang2006a	tʂʰɚ̃55	?	?	Dashi	t͡ʂʰɚ̃₅₅	sound;voice	161	CVT	t͡ʂʰ ɚ̃ ₅₅	1 7 8	AXT	TE5	1	1.T.C 1.E.V 1.5.T	1.6 3.0 1.0	1
3037	sound	Wang2006a	tsʰɛ55	?	?	Zhoucheng	t͡sʰɛ₅₅	sound;voice	161	CVT	t͡sʰ ɛ ₅₅	1 7 8	AXT	TE5	17	17.T.C 17.E.V 17.5.T	1.6 3.0 1.0	1
3038	sound	Wang2006a	tsʰɚ55	?	?	Mazhelong	t͡sʰɚ₅₅	sound;voice	161	CVT	t͡sʰ ɚ ₅₅	1 7 8	AXT	TE5	12	12.T.C 12.E.V 12.5.T	1.6 3.0 1.0	1
3039	sound,voice	Allen2007	tsʰɛ̃55tɕʰi44	?	声音	Jianchuan	t͡sʰɛ̃₅₅t͡ɕʰi₄₄	sound;voice	241	CVTCVT	t͡sʰ ɛ̃ ₅₅ t͡ɕʰ i ₄₄	1 7 8 1 7 8	AXTBYT	TE5TI5	7	7.T.C 7.E.V 7.5.T 7.T.C 7.I.V 7.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3040	sound,voice	Allen2007	tʂʰɛ55kʲʰi44	?	声音	Eryuan	t͡ʂʰɛ₅₅kʲʰi₄₄	sound;voice	241	CVTCVT	t͡ʂʰ ɛ ₅₅ kʲʰ i ₄₄	1 7 8 1 7 8	AXTBYT	TE5KI5	4	4.T.C 4.E.V 4.5.T 4.K.C 4.I.V 4.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3041	sound,voice	Allen2007	tsʰɛ̃55tɕʰi44	?	声音	Heqi	t͡sʰɛ̃₅₅t͡ɕʰi₄₄	sound;voice	241	CVTCVT	t͡sʰ ɛ̃ ₅₅ t͡ɕʰ i ₄₄	1 7 8 1 7 8	AXTBYT	TE5TI5	6	6.T.C 6.E.V 6.5.T 6.T.C 6.I.V 6.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3042	sound,voice	Allen2007	tsʰɯ̃55tɕʰi42	?	声音	Lanping	t͡sʰɯ̃₅₅t͡ɕʰi₄₂	sound;voice	241	CVTCVT	t͡sʰ ɯ̃ ₅₅ t͡ɕʰ i ₄₂	1 7 8 1 7 8	AXTBYT	TI5TI3	10	10.T.C 10.I.V 10.5.T 10.T.C 10.I.V 10.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3043	sound,voice	Allen2007	tsʰɛ55tɕʰi44	?	声音	Qiliqiao	t͡sʰɛ₅₅t͡ɕʰi₄₄	sound;voice	241	CVTCVT	t͡sʰ ɛ ₅₅ t͡ɕʰ i ₄₄	1 7 8 1 7 8	AXTBYT	TE5TI5	13	13.T.C 13.E.V 13.5.T 13.T.C 13.I.V 13.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3044	sound,voice	Allen2007	tsʰɛ55tɕʰi44	?	声音	Yunlong	t͡sʰɛ₅₅t͡ɕʰi₄₄	sound;voice	241	CVTCVT	t͡sʰ ɛ ₅₅ t͡ɕʰ i ₄₄	1 7 8 1 7 8	AXTBYT	TE5TI5	16	16.T.C 16.E.V 16.5.T 16.T.C 16.I.V 16.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3045	sound,voice	Allen2007	tsʰɛ̃55tɕʰi44	?	声音	Xiangyun	t͡sʰɛ̃₅₅t͡ɕʰi₄₄	sound;voice	241	CVTCVT	t͡sʰ ɛ̃ ₅₅ t͡ɕʰ i ₄₄	1 7 8 1 7 8	AXTBYT	TE5TI5	15	15.T.C 15.E.V 15.5.T 15.T.C 15.I.V 15.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3046	sound,voice	Allen2007	cʰã44	?	声音	Luobenzhuo	cʰã₄₄	sound;voice	241	CVT	cʰ ã ₄₄	1 7 8	AXT	CA5	11	11.C.C 11.A.V 11.5.T	1.6 3.0 1.0	0
#
3047	soup	Wang2006a	xaŋ55	?	?	Tuoluo	xaŋ₅₅	soup	451	CVcT	x a ŋ ₅₅	3 7 4 8	AXLT	GAN5	14	14.G.C 14.A.V 14.N.c 14.5.T	1.6 3.0 1.1 1.0	0
3048	soup	Wang2006a	han55	?	?	Gongxing	han₅₅	soup	451	CVcT	h a n ₅₅	3 7 4 8	AXLT	HAN5	5	5.H.C 5.A.V 5.N.c 5.5.T	1.6 3.0 1.1 1.0	0
3049	soup	Wang2006a	χæ24	?	?	Enqi	χæ₂₄	soup	451	CVT	χ æ ₂₄	3 7 8	AXT	GE2	3	3.G.C 3.E.V 3.2.T	1.6 3.0 1.0	0
3050	soup	Wang2006a	xã55	?	?	Ega	xã₅₅	soup	451	CVT	x ã ₅₅	3 7 8	AXT	GA5	2	2.G.C 2.A.V 2.5.T	1.6 3.0 1.0	1
3051	soup	Wang2006a	xã55	?	?	Jinman	xã₅₅	soup	451	CVT	x ã ₅₅	3 7 8	AXT	GA5	8	8.G.C 8.A.V 8.5.T	1.6 3.0 1.0	0
3052	soup	Wang2006a	xan55	?	?	Jinxing	xan₅₅	soup	451	CVcT	x a n ₅₅	3 7 4 8	AXLT	GAN5	9	9.G.C 9.A.V 9.N.c 9.5.T	1.6 3.0 1.1 1.0	0
