# Wordlist

# META
@modified:2015-01-20 10:39

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	ALIGNMENT	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	SOURCE	ID_IN_SOURCE	COGID	CHINESE_GLOSS	PST	POS
984	Ega	far	ti₂₂	t i ₂₂	t i - ₂₂	ti22	far	Wang2006a	974	253	?	CVT	?
985	Jinman	far	tyi₂₂	t yi ₂₂	t yi - ₂₂	tyi22	far	Wang2006a	974	253	?	CVT	?
986	Jinxing	far	tuen₃₃	t ue n ₃₃	t ue n ₃₃	tuen33	far	Wang2006a	974	253	?	CVcT	?
987	Dashi	far	tuen₃₃	t ue n ₃₃	t ue n ₃₃	tuen33	far	Wang2006a	974	253	?	CVcT	?
988	Zhoucheng	far	tue₃₃	t ue ₃₃	t ue - ₃₃	tue33	far	Wang2006a	974	253	?	CVT	?
989	Mazhelong	far	t͡suen₃₃	t͡s ue n ₃₃	t͡s ue n ₃₃	tsuen33	far	Wang2006a	974	253	?	CVcT	?
#
4045	Tuoluo	fart	fɚ₂₁	f ɚ ₂₁	- f ɚ ₂₁	fɚ21	fart	Wang2006a	153	58	?	CVT	?
4046	Gongxing	fart	pfʰu₅₅	p fʰ u ₅₅	p fʰ u ₅₅	pfʰu55	fart	Wang2006a	153	58	?	CCVT	?
4047	Enqi	fart	fɛ₄₃	f ɛ ₄₃	- f ɛ ₄₃	fE43	fart	Wang2006a	153	58	?	CVT	?
4048	Ega	fart	fɛ₂₂	f ɛ ₂₂	- f ɛ ₂₂	fɛ22	fart	Wang2006a	153	58	?	CVT	?
4049	Jinman	fart	fe₄₂	f e ₄₂	- f e ₄₂	fe42	fart	Wang2006a	153	58	?	CVT	?
4050	Jinxing	fart	fɤ₃₁	f ɤ ₃₁	- f ɤ ₃₁	fv31	fart	Wang2006a	153	58	?	CVT	?
4051	Dashi	fart	fɤ₃₁	f ɤ ₃₁	- f ɤ ₃₁	fv31	fart	Wang2006a	153	58	?	CVT	?
4052	Mazhelong	fart	pʰi₂₁	pʰ i ₂₁	pʰ - i ₂₁	[pʰi21]	fart	Wang2006a	153	58	?	CVT	?
#
1261	Tuoluo	fat	t͡ʂi₅₅	t͡ʂ i ₅₅	t͡ʂ i ₅₅	tʂi55	grease, fat	Wang2006a	445	148	?	CVT	?
1262	Gongxing	fat	t͡ʂi₅₅	t͡ʂ i ₅₅	t͡ʂ i ₅₅	tʂi55	grease, fat	Wang2006a	445	148	?	CVT	?
1263	Enqi	fat	t͡sɿ₂₄	t͡s ɿ ₂₄	t͡s ɿ ₂₄	tsɿ24	grease, fat	Wang2006a	445	148	?	CVT	?
1264	Ega	fat	t͡sɛ₅₅	t͡s ɛ ₅₅	t͡s ɛ ₅₅	tsɛ55	grease, fat	Wang2006a	445	148	?	CVT	?
1265	Jinman	fat	t͡ʂi₅₅	t͡ʂ i ₅₅	t͡ʂ i ₅₅	tʂi55	grease, fat	Wang2006a	445	148	?	CVT	?
1266	Jinxing	fat	t͡si₅₅	t͡s i ₅₅	t͡s i ₅₅	tsi55	grease, fat	Wang2006a	445	148	?	CVT	?
1267	Dashi	fat	t͡ʂi₅₅	t͡ʂ i ₅₅	t͡ʂ i ₅₅	tʂi55	grease, fat	Wang2006a	445	148	?	CVT	?
1268	Zhoucheng	fat	t͡si₃₅	t͡s i ₃₅	t͡s i ₃₅	tsi35	grease, fat	Wang2006a	445	148	?	CVT	?
1269	Mazhelong	fat	t͡si₅₅	t͡s i ₅₅	t͡s i ₅₅	tsi55	grease, fat	Wang2006a	445	148	?	CVT	?
#
998	Tuoluo	father	bo₃₃	b o ₃₃	- - b o ₃₃	bo33	father	Wang2006a	218	72	?	CVT	?
#
3988	Tuoluo	female genitals	t͡ɕyi₄₂	t͡ɕ yi ₄₂	t͡ɕ yi ₄₂	tɕyi42	female genitals	Wang2006a	118	43	?	CVT	?
3989	Gongxing	female genitals	t͡ɕy₂₄	t͡ɕ y ₂₄	t͡ɕ y ₂₄	tɕy24	female genitals	Wang2006a	118	43	?	CVT	?
3990	Enqi	female genitals	pi₅₅	p i ₅₅	p i ₅₅	pi55	female genitals	Wang2006a	118	43	?	CVT	?
3991	Ega	female genitals	t͡ɕyi₄₄	t͡ɕ yi ₄₄	t͡ɕ yi ₄₄	tɕyi44	female genitals	Wang2006a	118	43	?	CVT	?
3992	Jinman	female genitals	t͡ɕyi₅₅	t͡ɕ yi ₅₅	t͡ɕ yi ₅₅	tɕyi55	female genitals	Wang2006a	118	43	?	CVT	?
3993	Jinxing	female genitals	pi₄₄	p i ₄₄	p i ₄₄	pi44	female genitals	Wang2006a	118	43	?	CVT	?
3994	Dashi	female genitals	pi₄₄	p i ₄₄	p i ₄₄	pi44	female genitals	Wang2006a	118	43	?	CVT	?
#
4591	Tuoluo	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	fertilizer; manure	Wang2006a	623	191	?	CVT	?
4592	Gongxing	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	fertilizer; manure	Wang2006a	623	191	?	CVT	?
4593	Enqi	fertilizer; manure	t͡ɕʰi₂₄	t͡ɕʰ i ₂₄	t͡ɕʰ i ₂₄	tɕʰi24	fertilizer; manure	Wang2006a	623	191	?	CVT	?
4594	Ega	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	fertilizer; manure	Wang2006a	623	191	?	CVT	?
4595	Jinman	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	fertilizer; manure	Wang2006a	623	191	?	CVT	?
4596	Jinxing	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	fertilizer; manure	Wang2006a	623	191	?	CVT	?
4597	Dashi	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	fertilizer; manure	Wang2006a	623	191	?	CVT	?
4598	Zhoucheng	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	fertilizer; manure	Wang2006a	623	191	?	CVT	?
4599	Mazhelong	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	fertilizer; manure	Wang2006a	623	191	?	CVT	?
#
5103	Tuoluo	fight	tɔ₄₂	t ɔ ₄₂	- - - t ɔ - ₄₂	tɔ42	fight	Wang2006a	1234	328	?	CVT	?
5104	Gongxing	fight	taŋ₂₄	t a ŋ ₂₄	- - - t a ŋ ₂₄	taŋ24	fight	Wang2006a	1234	328	?	CVcT	?
5105	Enqi	fight	sa₂₄t͡sa₅₅	s a ₂₄ t͡s a ₅₅	s a ₂₄ t͡s a - ₅₅	(sa24tsa55)	fight	Wang2006a	1234	328	?	CVTCVT	?
5106	Ega	fight	so₅₅qa₂₁	s o ₅₅ q a ₂₁	s o ₅₅ q a - ₂₁	(so55qa21)	fight	Wang2006a	1234	328	?	CVTCVT	?
5107	Jinman	fight	so₅₅qã₄₂	s o ₅₅ q ã ₄₂	s o ₅₅ q ã - ₄₂	(so55qã42)	fight	Wang2006a	1234	328	?	CVTCVT	?
5108	Jinxing	fight	tan₄₄	t a n ₄₄	- - - t a n ₄₄	tan44	fight	Wang2006a	1234	328	?	CVcT	?
5109	Dashi	fight	tɚ̃₄₄	t ɚ̃ ₄₄	- - - t ɚ̃ - ₄₄	tɚ̃44	fight	Wang2006a	1234	328	?	CVT	?
5110	Zhoucheng	fight	tɛ₄₄	t ɛ ₄₄	- - - t ɛ - ₄₄	tɛ44	fight	Wang2006a	1234	328	?	CVT	?
5111	Mazhelong	fight	tɚ̃₄₄	t ɚ̃ ₄₄	- - - t ɚ̃ - ₄₄	tɚ̃44	fight	Wang2006a	1234	328	?	CVT	?
#
5077	Tuoluo	fill (a bowl with rice)	qɚ₅₅	q ɚ ₅₅	q ɚ ₅₅	qɚ55	fill (a bowl with rice)	Wang2006a	1194	323	?	CVT	?
5078	Gongxing	fill (a bowl with rice)	qe₅₅	q e ₅₅	q e ₅₅	qe55	fill (a bowl with rice)	Wang2006a	1194	323	?	CVT	?
5079	Enqi	fill (a bowl with rice)	qɯ₂₄	q ɯ ₂₄	q ɯ ₂₄	qɯ24	fill (a bowl with rice)	Wang2006a	1194	323	?	CVT	?
5080	Ega	fill (a bowl with rice)	qɯ₅₅	q ɯ ₅₅	q ɯ ₅₅	qɯ55	fill (a bowl with rice)	Wang2006a	1194	323	?	CVT	?
5081	Jinman	fill (a bowl with rice)	qɯ₅₅	q ɯ ₅₅	q ɯ ₅₅	qɯ55	fill (a bowl with rice)	Wang2006a	1194	323	?	CVT	?
5082	Jinxing	fill (a bowl with rice)	kɯ₅₅	k ɯ ₅₅	k ɯ ₅₅	kɯ55	fill (a bowl with rice)	Wang2006a	1194	323	?	CVT	?
5083	Dashi	fill (a bowl with rice)	kɯ₃₅	k ɯ ₃₅	k ɯ ₃₅	kɯ35	fill (a bowl with rice)	Wang2006a	1194	323	?	CVT	?
5084	Zhoucheng	fill (a bowl with rice)	kɯ₃₅	k ɯ ₃₅	k ɯ ₃₅	kɯ35	fill (a bowl with rice)	Wang2006a	1194	323	?	CVT	?
5085	Mazhelong	fill (a bowl with rice)	kǝ₅₅	k ǝ ₅₅	k ǝ ₅₅	kǝ55	fill (a bowl with rice)	Wang2006a	1194	323	?	CVT	?
#
1007	Tuoluo	finger	ɕɨɯ₃₃t͡ʂɚ₃₃	ɕ ɨɯ ₃₃ t͡ʂ ɚ ₃₃	ɕ ɨɯ ₃₃ - - - t͡ʂ ɚ ₃₃ - - -	ɕɨɯ33tʂɚ33	finger	Wang2006a	109	41	?	CVTCVT	?
1008	Gongxing	finger	ʂi₂₂t͡ʂi₂₂	ʂ i ₂₂ t͡ʂ i ₂₂	ʂ i ₂₂ - - - t͡ʂ i ₂₂ - - -	ʂi22tʂi22	finger	Wang2006a	109	41	?	CVTCVT	?
1009	Enqi	finger	ɕiɯ₂₂t͡sɿ₂₂	ɕ iɯ ₂₂ t͡s ɿ ₂₂	ɕ iɯ ₂₂ - - - t͡s ɿ ₂₂ - - -	ɕiɯ22tsɿ22	finger	Wang2006a	109	41	?	CVTCVT	?
1010	Ega	finger	ɕi₂₂t͡sɛ₂₂	ɕ i ₂₂ t͡s ɛ ₂₂	ɕ i ₂₂ - - - t͡s ɛ ₂₂ - - -	ɕi22tsɛ22	finger	Wang2006a	109	41	?	CVTCVT	?
1011	Jinman	finger	ɕi₂₂t͡ʂɚ₂₂	ɕ i ₂₂ t͡ʂ ɚ ₂₂	ɕ i ₂₂ - - - t͡ʂ ɚ ₂₂ - - -	ɕi22tʂɚ22	finger	Wang2006a	109	41	?	CVTCVT	?
1012	Jinxing	finger	sɯ₃₃t͡si₃₃	s ɯ ₃₃ t͡s i ₃₃	s ɯ ₃₃ - - - t͡s i ₃₃ - - -	sɯ33tsi33	finger	Wang2006a	109	41	?	CVTCVT	?
1013	Dashi	finger	ʂɯ₃₃ti₃₁	ʂ ɯ ₃₃ t i ₃₁	ʂ ɯ ₃₃ t i ₃₁ - - - - - -	ʂɯ33ti31	finger	Wang2006a	109	41	?	CVTCVT	?
1014	Zhoucheng	finger	sɯ₃₃t͡si₃₃	s ɯ ₃₃ t͡s i ₃₃	s ɯ ₃₃ - - - t͡s i ₃₃ - - -	sɯ33tsi33	finger	Wang2006a	109	41	?	CVTCVT	?
1015	Mazhelong	finger	sǝɯ₃₃t͡si₄₄	s ǝɯ ₃₃ t͡s i ₄₄	s ǝɯ ₃₃ - - - t͡s i ₄₄ - - -	sǝɯ33tsi44	finger	Wang2006a	109	41	?	CVTCVT	?
#
1024	Tuoluo	finger-nail	ɕiɯ₃₃qa₄₂	ɕ iɯ ₃₃ q a ₄₂	ɕ iɯ ₃₃ - - - - - - q a ₄₂	ɕiɯ33qa42	nail	Wang2006a	113	42	?	CVTCVT	?
1025	Gongxing	finger-nail	t͡ʂi₂₄qa₂₄	t͡ʂ i ₂₄ q a ₂₄	t͡ʂ i ₂₄ - - - - - - q a ₂₄	tʂi24qa24	nail	Wang2006a	113	42	?	CVTCVT	?
1026	Enqi	finger-nail	tiɯ₂₁qa₂₄	t iɯ ₂₁ q a ₂₄	t iɯ ₂₁ - - - - - - q a ₂₄	tiɯ21qa24	nail	Wang2006a	113	42	?	CVTCVT	?
1027	Ega	finger-nail	ɕi₂₂qa₄₄	ɕ i ₂₂ q a ₄₄	ɕ i ₂₂ - - - - - - q a ₄₄	ɕi22qa44	nail	Wang2006a	113	42	?	CVTCVT	?
1028	Jinman	finger-nail	qa₄₄	q a ₄₄	- - - - - - - - - q a ₄₄	qa44	nail	Wang2006a	113	42	?	CVT	?
1029	Jinxing	finger-nail	sɯ₃₃ka₄₄	s ɯ ₃₃ k a ₄₄	s ɯ ₃₃ - - - - - - k a ₄₄	sɯ33ka44	nail	Wang2006a	113	42	?	CVTCVT	?
1030	Dashi	finger-nail	ʂɯ₃₃ka₄₄	ʂ ɯ ₃₃ k a ₄₄	ʂ ɯ ₃₃ - - - - - - k a ₄₄	ʂɯ33ka44	nail	Wang2006a	113	42	?	CVTCVT	?
1031	Zhoucheng	finger-nail	sɯ₃₃ka₄₄	s ɯ ₃₃ k a ₄₄	s ɯ ₃₃ - - - - - - k a ₄₄	sɯ33ka44	nail	Wang2006a	113	42	?	CVTCVT	?
1032	Mazhelong	finger-nail	sǝɯ₃₃kɚ₄₄	s ǝɯ ₃₃ k ɚ ₄₄	s ǝɯ ₃₃ - - - - - - k ɚ ₄₄	sǝɯ33kɚ44	nail	Wang2006a	113	42	?	CVTCVT	?
#
1041	Tuoluo	fire	xue₃₃	x ue ₃₃	x ue ₃₃	xue33	fire	Wang2006a	18	10	?	CVT	?
1042	Gongxing	fire	xuɛ₂₂	x uɛ ₂₂	x uɛ ₂₂	xuɛ22	fire	Wang2006a	18	10	?	CVT	?
1043	Enqi	fire	xui₂₂	x ui ₂₂	x ui ₂₂	xui22	fire	Wang2006a	18	10	?	CVT	?
1044	Ega	fire	fi₂₂	f i ₂₂	f i ₂₂	fi22	fire	Wang2006a	18	10	?	CVT	?
1045	Jinman	fire	fi₂₂	f i ₂₂	f i ₂₂	fi22	fire	Wang2006a	18	10	?	CVT	?
1046	Jinxing	fire	xui₃₃	x ui ₃₃	x ui ₃₃	xui33	fire	Wang2006a	18	10	?	CVT	?
1047	Dashi	fire	xui₃₃	x ui ₃₃	x ui ₃₃	xui33	fire	Wang2006a	18	10	?	CVT	?
1048	Zhoucheng	fire	xui₃₃	x ui ₃₃	x ui ₃₃	xui33	fire	Wang2006a	18	10	?	CVT	?
1049	Mazhelong	fire	fi₃₃	f i ₃₃	f i ₃₃	fi33	fire	Wang2006a	18	10	?	CVT	?
#
1058	Tuoluo	firewood	ɕien₅₅	ɕ ie n ₅₅	ɕ ie n ₅₅	ɕien55	firewood	Wang2006a	534	172	?	CVcT	?
1059	Gongxing	firewood	χien₅₅	χ ie n ₅₅	χ ie n ₅₅	χien55	firewood	Wang2006a	534	172	?	CVcT	?
1060	Enqi	firewood	si₂₄	s i ₂₄	s i - ₂₄	si24	firewood	Wang2006a	534	172	?	CVT	?
1061	Ega	firewood	sɛ₅₅	s ɛ ₅₅	s ɛ - ₅₅	sɛ55	firewood	Wang2006a	534	172	?	CVT	?
1062	Jinman	firewood	sẽ₅₅	s ẽ ₅₅	s ẽ - ₅₅	sẽ55	firewood	Wang2006a	534	172	?	CVT	?
1063	Jinxing	firewood	ɕien₅₅	ɕ ie n ₅₅	ɕ ie n ₅₅	ɕien55	firewood	Wang2006a	534	172	?	CVcT	?
1064	Dashi	firewood	ɕien₅₅	ɕ ie n ₅₅	ɕ ie n ₅₅	ɕien55	firewood	Wang2006a	534	172	?	CVcT	?
1065	Zhoucheng	firewood	ɕi₃₅	ɕ i ₃₅	ɕ i - ₃₅	ɕi35	firewood	Wang2006a	534	172	?	CVT	?
1066	Mazhelong	firewood	ɕen₅₅	ɕ e n ₅₅	ɕ e n ₅₅	ɕen55	firewood	Wang2006a	534	172	?	CVcT	?
#
1075	Tuoluo	fish	ŋɤ₅₅	ŋ ɤ ₅₅	ŋ ɤ - ₅₅	ŋv55	fish	Wang2006a	351	108	?	CVT	?
1076	Gongxing	fish	ŋo₅₅	ŋ o ₅₅	ŋ o - ₅₅	ŋo55	fish	Wang2006a	351	108	?	CVT	?
1077	Enqi	fish	ŋo₂₄	ŋ o ₂₄	ŋ o - ₂₄	ŋo24	fish	Wang2006a	351	108	?	CVT	?
1078	Ega	fish	ŋu₅₅	ŋ u ₅₅	ŋ u - ₅₅	ŋu55	fish	Wang2006a	351	108	?	CVT	?
1079	Jinman	fish	ŋu₅₅	ŋ u ₅₅	ŋ u - ₅₅	ŋu55	fish	Wang2006a	351	108	?	CVT	?
1080	Jinxing	fish	ṃ₅₅	ṃ ₅₅	- - ṃ ₅₅	ṃ55	fish	Wang2006a	351	108	?	cT	?
1081	Dashi	fish	võ₃₅	v õ ₃₅	v õ - ₃₅	võ35	fish	Wang2006a	351	108	?	CVT	?
1082	Zhoucheng	fish	ŋo₃₅	ŋ o ₃₅	ŋ o - ₃₅	ŋo35	fish	Wang2006a	351	108	?	CVT	?
1083	Mazhelong	fish	oŋ₅₅	o ŋ ₅₅	- o ŋ ₅₅	oŋ55	fish	Wang2006a	351	108	?	VcT	?
#
1092	Tuoluo	five	ŋɤ₃₃	ŋ ɤ ₃₃	ŋ ɤ ₃₃	ŋv33	five	Wang2006a	801	221	?	CVT	?
1093	Gongxing	five	ŋo₂₂	ŋ o ₂₂	ŋ o ₂₂	ŋo22	five	Wang2006a	801	221	?	CVT	?
1094	Enqi	five	ŋu₂₂	ŋ u ₂₂	ŋ u ₂₂	ŋu22	five	Wang2006a	801	221	?	CVT	?
1095	Ega	five	ŋu₂₂	ŋ u ₂₂	ŋ u ₂₂	ŋu22	five	Wang2006a	801	221	?	CVT	?
1096	Jinman	five	ŋu₂₂	ŋ u ₂₂	ŋ u ₂₂	ŋu22	five	Wang2006a	801	221	?	CVT	?
1097	Jinxing	five	ṽ₃₃	ṽ ₃₃	ṽ - ₃₃	ṽ33	five	Wang2006a	801	221	?	cT	?
1098	Dashi	five	õ₃₃	õ ₃₃	- õ ₃₃	õ33	five	Wang2006a	801	221	?	VT	?
1099	Zhoucheng	five	mu₃₃	m u ₃₃	m u ₃₃	mu33	five	Wang2006a	801	221	?	CVT	?
#
5513	Tuoluo	fling; toss	ʂɚ̃₅₅	ʂ ɚ̃ ₅₅	ʂ ɚ̃ - ₅₅	ʂɚ̃55	fling; toss	Wang2006a	1643	409	?	CVT	?
5514	Gongxing	fling; toss	ʂi₅₅	ʂ i ₅₅	ʂ i - ₅₅	ʂi55	fling; toss	Wang2006a	1643	409	?	CVT	?
5515	Enqi	fling; toss	sɿ₂₄	s ɿ ₂₄	s ɿ - ₂₄	sɿ24	fling; toss	Wang2006a	1643	409	?	CVT	?
5516	Ega	fling; toss	sɛ₅₅	s ɛ ₅₅	s ɛ - ₅₅	sɛ55	fling; toss	Wang2006a	1643	409	?	CVT	?
5517	Jinman	fling; toss	ʂɚ̃₅₅	ʂ ɚ̃ ₅₅	ʂ ɚ̃ - ₅₅	ʂɚ̃55	fling; toss	Wang2006a	1643	409	?	CVT	?
5518	Jinxing	fling; toss	san₅₅	s a n ₅₅	s a n ₅₅	san55	fling; toss	Wang2006a	1643	409	?	CVcT	?
5519	Dashi	fling; toss	ju₃₃	j u ₃₃	j u - ₃₃	(ju33)	fling; toss	Wang2006a	1643	409	?	CVT	?
5520	Mazhelong	fling; toss	suɛ₄₂	s uɛ ₄₂	s uɛ - ₄₂	[suɛ42]	fling; toss	Wang2006a	1643	409	?	CVT	?
#
5422	Tuoluo	float	bɯ₃₅	b ɯ ₃₅	b ɯ ₃₅	bɯ35	float	Wang2006a	1553	393	?	CVT	?
5423	Gongxing	float	bu₁₂	b u ₁₂	b u ₁₂	bu12	float	Wang2006a	1553	393	?	CVT	?
5424	Enqi	float	bɯ₂₁	b ɯ ₂₁	b ɯ ₂₁	bɯ21	float	Wang2006a	1553	393	?	CVT	?
5425	Ega	float	pɯ₂₁	p ɯ ₂₁	p ɯ ₂₁	pɯ21	float	Wang2006a	1553	393	?	CVT	?
5426	Jinman	float	pɯ₂₁	p ɯ ₂₁	p ɯ ₂₁	pɯ21	float	Wang2006a	1553	393	?	CVT	?
5427	Jinxing	float	pɯ₂₁	p ɯ ₂₁	p ɯ ₂₁	pɯ21	float	Wang2006a	1553	393	?	CVT	?
5428	Dashi	float	pu₂₁	p u ₂₁	p u ₂₁	pu21	float	Wang2006a	1553	393	?	CVT	?
5429	Zhoucheng	float	pɯ₂₁	p ɯ ₂₁	p ɯ ₂₁	pɯ21	float	Wang2006a	1553	393	?	CVT	?
5430	Mazhelong	float	pǝɯ₂₁	p ǝɯ ₂₁	p ǝɯ ₂₁	pǝɯ21	float	Wang2006a	1553	393	?	CVT	?
#
1108	Tuoluo	fly	fɚ₅₅	f ɚ ₅₅	f - ɚ ₅₅	fɚ55	fly	Wang2006a	1318	341	?	CVT	verb
1109	Gongxing	fly	pfu₅₅	p f u ₅₅	p f u ₅₅	pfu55	fly	Wang2006a	1318	341	?	CCVT	verb
1110	Enqi	fly	fɛ₂₄	f ɛ ₂₄	f - ɛ ₂₄	fE24	fly	Wang2006a	1318	341	?	CVT	verb
1111	Ega	fly	xuɛ₅₅	x uɛ ₅₅	- x uɛ ₅₅	xuɛ55	fly	Wang2006a	1318	341	?	CVT	verb
1112	Jinman	fly	fi₅₅	f i ₅₅	f - i ₅₅	fi55	fly	Wang2006a	1318	341	?	CVT	verb
1113	Jinxing	fly	fɤ₅₅	f ɤ ₅₅	f - ɤ ₅₅	fv55	fly	Wang2006a	1318	341	?	CVT	verb
1114	Dashi	fly	fɤ₃₅	f ɤ ₃₅	f - ɤ ₃₅	fv35	fly	Wang2006a	1318	341	?	CVT	verb
1115	Zhoucheng	fly	fɤ₃₅	f ɤ ₃₅	f - ɤ ₃₅	fv35	fly	Wang2006a	1318	341	?	CVT	verb
1116	Mazhelong	fly	pi₅₅	p i ₅₅	p - i ₅₅	pi55	fly	Wang2006a	1318	341	?	CVT	verb
#
1117	Tuoluo	foot	ko₄₂	k o ₄₂	k o ₄₂	ko42	foot	Wang2006a	103	39	?	CVT	?
1118	Gongxing	foot	ku₂₄	k u ₂₄	k u ₂₄	ku24	foot	Wang2006a	103	39	?	CVT	?
1119	Enqi	foot	ku₅₅	k u ₅₅	k u ₅₅	ku55	foot	Wang2006a	103	39	?	CVT	?
1120	Ega	foot	ku₄₄	k u ₄₄	k u ₄₄	ku44	foot	Wang2006a	103	39	?	CVT	?
1121	Jinman	foot	ko₅₅	k o ₅₅	k o ₅₅	ko55	foot	Wang2006a	103	39	?	CVT	?
1122	Jinxing	foot	kou₄₄	k ou ₄₄	k ou ₄₄	kou44	foot	Wang2006a	103	39	?	CVT	?
1123	Dashi	foot	kou₄₄	k ou ₄₄	k ou ₄₄	kou44	foot	Wang2006a	103	39	?	CVT	?
1124	Zhoucheng	foot	ko₄₄	k o ₄₄	k o ₄₄	ko44	foot	Wang2006a	103	39	?	CVT	?
1125	Mazhelong	foot	ko₄₄	k o ₄₄	k o ₄₄	ko44	foot	Wang2006a	103	39	?	CVT	?
#
3943	Tuoluo	forest	diɯ₂₁koŋ̯̥	d iɯ ₂₁ k o ŋ̯̥	d - iɯ - ₂₁ k o ŋ̯̥ -	diɯ21koŋ̯̥	forest	Wang2006a	50	26	?	CVTCVc	?
3944	Gongxing	forest	dʐi₁₂goŋ₅₅	d ʐ i ₁₂ g o ŋ ₅₅	d ʐ i - ₁₂ g o ŋ ₅₅	dʐi12goŋ55	forest	Wang2006a	50	26	?	CCVTCVcT	?
3945	Enqi	forest	diɯ₄₃kɯ₄₃	d iɯ ₄₃ k ɯ ₄₃	d - iɯ - ₄₃ k ɯ - ₄₃	diɯ43kɯ43	forest	Wang2006a	50	26	?	CVTCVT	?
3946	Ega	forest	d͡ʑi₄₂kɯ₄₂	d͡ʑ i ₄₂ k ɯ ₄₂	d͡ʑ - i - ₄₂ k ɯ - ₄₂	dʑi42kɯ42	forest	Wang2006a	50	26	?	CVTCVT	?
3947	Jinman	forest	ɖɯ₄₂kɯ̃₄₂	ɖ ɯ ₄₂ k ɯ̃ ₄₂	ɖ - ɯ - ₄₂ k ɯ̃ - ₄₂	ɖɯ42kɯ̃42	forest	Wang2006a	50	26	?	CVTCVT	?
3948	Jinxing	forest	t͡sɯ₃₁suɑ̃₅₅	t͡s ɯ ₃₁ s uɑ̃ ₅₅	t͡s - ɯ - ₃₁ s uɑ̃ - ₅₅	tsɯ31suɑ̃55	forest	Wang2006a	50	26	?	CVTCVT	?
3949	Dashi	forest	t͡ʂɯ₂₁jɚ₅₅	t͡ʂ ɯ ₂₁ j ɚ ₅₅	t͡ʂ - ɯ - ₂₁ j ɚ - ₅₅	tʂɯ21jɚ55	forest	Wang2006a	50	26	?	CVTCVT	?
3950	Zhoucheng	forest	t͡sɯ₃₁sua₃₅	t͡s ɯ ₃₁ s ua ₃₅	t͡s - ɯ - ₃₁ s ua - ₃₅	tsɯ31sua35	forest	Wang2006a	50	26	?	CVTCVT	?
3951	Mazhelong	forest	ɕen₅₅koŋ₃₃	ɕ e n ₅₅ k o ŋ ₃₃	- ɕ e n ₅₅ k o ŋ ₃₃	ɕen55koŋ33	forest	Wang2006a	50	26	?	CVcTCVcT	?
#
1134	Tuoluo	four	ɕi₄₂	ɕ i ₄₂	ɕ i ₄₂	ɕi42	four	Wang2006a	800	220	?	CVT	?
1135	Gongxing	four	ɕi₂₄	ɕ i ₂₄	ɕ i ₂₄	ɕi24	four	Wang2006a	800	220	?	CVT	?
1136	Enqi	four	si₅₅	s i ₅₅	s i ₅₅	si55	four	Wang2006a	800	220	?	CVT	?
1137	Ega	four	si₄₄	s i ₄₄	s i ₄₄	si44	four	Wang2006a	800	220	?	CVT	?
1138	Jinman	four	ɕi₄₄	ɕ i ₄₄	ɕ i ₄₄	ɕi44	four	Wang2006a	800	220	?	CVT	?
1139	Jinxing	four	ɕi₄₄	ɕ i ₄₄	ɕ i ₄₄	ɕi44	four	Wang2006a	800	220	?	CVT	?
1140	Dashi	four	ɕi₄₄	ɕ i ₄₄	ɕ i ₄₄	ɕi44	four	Wang2006a	800	220	?	CVT	?
1141	Zhoucheng	four	ɕi₄₄	ɕ i ₄₄	ɕ i ₄₄	ɕi44	four	Wang2006a	800	220	?	CVT	?
1142	Mazhelong	four	ɕi₄₄	ɕ i ₄₄	ɕ i ₄₄	ɕi44	four	Wang2006a	800	220	?	CVT	?
#
1151	Tuoluo	fragrant	ɕoŋ₅₅	ɕ o ŋ ₅₅	ɕ o ŋ ₅₅	ɕoŋ55	fragrant (smell)	Wang2006a	1069	293	?	CVcT	?
1152	Gongxing	fragrant	ɕioŋ₅₅	ɕ io ŋ ₅₅	ɕ io ŋ ₅₅	ɕioŋ55	fragrant (smell)	Wang2006a	1069	293	?	CVcT	?
1153	Enqi	fragrant	ɕio₂₄	ɕ io ₂₄	ɕ io - ₂₄	ɕio24	fragrant (smell)	Wang2006a	1069	293	?	CVT	?
1154	Ega	fragrant	mɛ₄₄	m ɛ ₄₄	m ɛ - ₄₄	mɛ44	fragrant (smell)	Wang2006a	1069	293	?	CVT	?
