ID	DOCULECT	CONCEPT	RGEN	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	IPA	TOKENS
297	Ukhrul	to learn	525984	504	1742	read, study	kə-pa	k ə p a
298	Ukhrul	to learn	528529	504	1742	learn	kə-tɐm	k ə t ɐ m
299	Ukhrul	to lick	525787	319	1674	lick	kʰə-mə-|lek	kʰ ə m ə |l e k
300	Ukhrul	to lick	527836	319	1674	lick	kʰə-mə-rɐk	kʰ ə m ə r ɐ k
301	Ukhrul	to lie down	528395	215	1661	lie down	kʰə-ŋə-jaj	kʰ ə ŋ ə j a j
302	Ukhrul	to lie down	526803	215	1661	sleep; lie down	kə-pi	k ə p i
303	Ukhrul	to marry (a man marries a woman)	526029	2164	1578	marry (speaking of the man or woman)	ʃak kə-tsa	ʃak kə-tsa
304	Ukhrul	to plant (vegetals, rice)	526924	1486	1774	awaken, wake up; leave, depart; sprout (plant), grow	kə-tʰuj	k ə tʰ u j
305	Ukhrul	to plant (vegetals, rice)	527119	1486	1774	plant; put stones for hearth	kə-ʃom	k ə ʃ o m
306	Ukhrul	to play	527858	1413	1703	play	kʰə-ŋə-rew	kʰ ə ŋ ə r e w
307	Ukhrul	to play	528390	1413	1703	play (football, etc.)	kʰə-ŋə-jɐp	kʰ ə ŋ ə j ɐ p
308	Ukhrul	to play	528639	1413	1703	play (football)	kʰə-ŋə-caj	kʰ ə ŋ ə c a j
309	Ukhrul	to pull	527312	1455	1568	drag, pull (v.)	kʰə-ŋə-kʰun	kʰ ə ŋ ə kʰ u n
310	Ukhrul	to pull	527005	1455	1568	pull, smoke	kə-ʃɐj	k ə ʃ ɐ j
311	Ukhrul	to push	527443	1452	1689	press, push, seal	kʰə-nɐm	kʰ ə n ɐ m
312	Ukhrul	to push	526040	1452	1689	press, stuff, push	kʰə-nam	kʰ ə n a m
313	Ukhrul	to reside (live)	526066	1099	1452	sit, reside; do continuously (postp.)	kə-pam	k ə p a m
314	Ukhrul	to run	526784	1519	1544	run, flee	kʰə-ŋə-sɐm	kʰ ə ŋ ə s ɐ m
315	Ukhrul	to run	525765	1519	1544	run	kə-joŋ	k ə j o ŋ
316	Ukhrul	to run	526079	1519	1544	run	kʰə-ŋə-sam	kʰ ə ŋ ə s a m
317	Ukhrul	to run	526894	1519	1544	run	kʰə-joŋ	kʰ ə j o ŋ
318	Ukhrul	to scratch	525799	1436	1530	scratch / scrape	kə-kʰot	k ə kʰ o t
319	Ukhrul	to scratch	528210	1436	1530	scrape, rub	kʰə-mit	kʰ ə m i t
320	Ukhrul	to see	525974	1409	1471	look at, watch, see; as postp. experience, try	kʰə-jaŋ	kʰ ə j a ŋ
321	Ukhrul	to see	528560	1409	1471	see	kə-tʰɐj	k ə tʰ ɐ j
322	Ukhrul	to see	526730	1409	1471	know; see	kə-tʰej	k ə tʰ e j
323	Ukhrul	to shoot (an arrow)	526656	1172	1611	shoot	kə-kap	k ə k a p
324	Ukhrul	to sleep	526803	1585	1646	sleep; lie down	kə-pi	k ə p i
325	Ukhrul	to smell (perceive odor) [transitive]	528078	1586	1707	sniff (of dogs)	kə-kə-sim	k ə k ə s i m
326	Ukhrul	to smell (perceive odor) [transitive]	526651	1586	1707	smell	kʰə-ŋə-nɐm	kʰ ə ŋ ə n ɐ m
327	Ukhrul	to spit	528610	1440	1688	make wet, spit	kʰə-mə-cor	kʰ ə m ə c o r
328	Ukhrul	to spit	526074	1440	1688	spit	kʰə-mə-co	kʰ ə m ə c o
329	Ukhrul	to spit	526794	1440	1688	spit	mə-cor-ru	m ə c o rr u
330	Ukhrul	to spit	527107	1440	1688	spit	kʰə-mə-ʃo	kʰ ə m ə ʃ o
331	Ukhrul	to stand	526122	1442	1784	keep erect, standing	kə-kʰə-niŋ	k ə kʰ ə n i ŋ
332	Ukhrul	to stand	526643	1442	1784	stand; be proud	kʰə-ŋə-niŋ	kʰ ə ŋ ə n i ŋ
333	Ukhrul	to steal	526648	713	1686	steal	kʰə-li	kʰ ə l i
334	Ukhrul	to steal	527747	713	1686	steal	kʰə-ri	kʰ ə r i
335	Ukhrul	to think (reflect)	526662	1415	1726	think	kə-pʰə-niŋ	k ə pʰ ə n i ŋ
336	Ukhrul	to throw	527991	1456	1687	throw (small things)	kə-her	k ə h e r
337	Ukhrul	to throw	525950	1456	1687	throw	kə-tʰam	k ə tʰ a m
338	Ukhrul	to throw	528556	1456	1687	throw	kə-tɐɐm	k ə t ɐɐ m
339	Ukhrul	to throw	527947	1456	1687	throw (a stick or a log of wood)	kə-kə-haj	k ə k ə h a j
340	Ukhrul	to vomit	526907	1278	1535	vomit	kʰə-mə-law	kʰ ə m ə l a w
341	Ukhrul	to vomit	527877	1278	1535	vomit	kʰə-mə-lo	kʰ ə m ə l o
342	Ukhrul	to walk	528142	1443	1815	make to walk or go	kə-ci-tsɐt	k ə c i ts ɐ t
343	Ukhrul	to walk	525766	1443	1815	walk	kə-tsat	k ə ts a t
344	Ukhrul	to walk	528143	1443	1815	walk, go	kə-tsɐt	k ə ts ɐ t
345	Ukhrul	today	528557	1283	738	dawn; day	kə-tʰɐŋ	k ə tʰ ɐ ŋ
346	Ukhrul	today	526692	1283	738	sun / day	tsi-mik	ts i m i k
347	Ukhrul	tomorrow	525982	1329	742	tomorrow	ʔa-kʰama	ʔ a kʰ a m a
348	Ukhrul	two	526773	1498	798	two	kʰə-ni	kʰ ə n i
349	Ukhrul	wet	526170	1726	1029	wet	kʰə-ju	kʰ ə j u
350	Ukhrul	wet	528262	1726	1029	wet (be v.)	kʰə-jɯ	kʰ ə j ɯ
351	Ukhrul	wet	526828	1726	1029	damp; gentle, mild mannered, humble (be v.)	kʰə-nim	kʰ ə n i m
352	Ukhrul	white	525748	1335	1006	white	kə-car	k ə c a r
353	Ukhrul	white	526717	1335	1006	white (be v.)	kə-cɐr	k ə c ɐ r
354	Ukhrul	who	525963	1235	953	who	kʰi-pa	kʰ i p a
355	Ukhrul	yesterday	525952	1174	739	yesterday	ʔa-ja	ʔ a j a
