ID	DOCULECT	CONCEPT	RGEN	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	IPA	TOKENS
314	Hayu	to vomit	121393	1278	1535	return,  talk back, spit out, vomit (vtt, vr)	lɩp	l ɩ p
315	Hayu	to walk	121379	1443	1815	go; [passive or detrimental auxiliary] (vi, vr)	la(t)	l a
316	Hayu	to walk	120362	1443	1815	walk, leave, depart (vr)	khok	kh o k
317	Hayu	to walk	121267	1443	1815	turn, spin, wander (vr, vtt)	yin	y i n
318	Hayu	to wipe	121281	1454	1163	wipe (vt, vtt)	yu	y u
319	Hayu	to wipe	120586	1454	1163	wipe (the mouth, after eating) (vt, vtt)	tshup	tsh u p
320	Hayu	today	120910	1283	738	day, by day (n, adv)	nuʔma	n u ʔ m a
321	Hayu	today	120689	1283	738	today (adv)	tɩrɩ	t ɩ r ɩ
322	Hayu	tomorrow	120905	1329	742	tomorrow, the next day (adv)	nukun	n u k u n
323	Hayu	two	120868	1498	798	two (non-human) (num)	naʔʊŋ	n a ʔ ʊ ŋ
324	Hayu	two	120869	1498	798	two (human) (num)	nakpu	n a k p u
325	Hayu	two	120870	1498	798	two (human) (vr)	naŋ	n a ŋ
326	Hayu	wet	120876	1726	1029	wet, be soaked (esp. by rain) (vtt (im)	nat	n a t
327	Hayu	white	120811	1335	1006	white (n (?))	dawaŋ	d a w a ŋ
328	Hayu	white	120812	1335	1006	white (adj)	dawaŋ◦mi	d a w a ŋ ◦ m i
329	Hayu	who	121519	1235	953	who? (pron in)	su	s u
330	Hayu	yellow	121610	1424	1008	yellow (adj)	helduŋmi	h e l d u ŋ m i
331	Hayu	yesterday	120686	1174	739	yesterday (adv)	tɩ̃ːdzoŋ	t ɩ̃ː d z o ŋ
332	Hayu	young	120554	1207	1059	young (of an animal), shoot (of a plant) (n)	tsoʔla	ts o ʔ l a
