ID	DOCULECT	CONCEPT	RGEN	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	IPA	TOKENS
268	Bahing	to kill	122789	1417	1602	kill (vt)	sat-	s a t
269	Bahing	to knead	122345	274	1594	knead, trample mud or (vt)	nok-	n o k
270	Bahing	to know (something)	122777	1410	1398	know, recognize (vt)	sɛnt-	s ɛ n t
271	Bahing	to know (something)	122154	1410	1398	know (v)	dzok-	d z o k
272	Bahing	to know (something)	122217	1410	1398	know (vt)	tutt-	t u tt
273	Bahing	to laugh	122645	1355	1735	laugh (vr)	ris-	r i s
274	Bahing	to learn	122067	504	1742	learn (vr)	tsɛs-, tsɛis-, tsɛĩs-	tsɛs-, tsɛis-, tsɛĩs-
275	Bahing	to lick	122214	319	1674	lick (v)	tuk-	t u k
276	Bahing	to lie down	122004	215	1661	lie down, recline (vi)	gles-	g l e s
277	Bahing	to plant (vegetals, rice)	121926	1486	1774	plant or drive a stake (vt)	khruk-	kh r u k
278	Bahing	to plant (vegetals, rice)	122183	1486	1774	plant (vt)	tɛmt-	t ɛ m t
279	Bahing	to play	122088	1413	1703	play (vr)	tsams-	ts a ms
280	Bahing	to play	122450	1413	1703	play (cymbals) (vt)	phokt-	ph o k t
281	Bahing	to pull	122827	1455	1568	pull, drag (esp. by the nape) (v)	sœl-	s œ l
282	Bahing	to push	122324	1452	1689	push (v)	nɛpt-	n ɛ p t
283	Bahing	to reside (live)	122528	1099	1452	live	blœn-	b l œ n
284	Bahing	to run	121707	1519	1544	run (v)	œn-	œ n
285	Bahing	to scratch	122552	1436	1530	scratch (oneself) (vr)	ʔbams-	ʔ b a ms
286	Bahing	to scratch	122864	1436	1530	scrape, whittle, peel off strips of bamboo (vt)	hip-	h i p
287	Bahing	to scratch	122551	1436	1530	scratch (vt)	ʔbapt-	ʔ b a p t
288	Bahing	to scratch	121902	1436	1530	scrape, shave, shear, cultivate (vt)	khœr-	kh œ r
289	Bahing	to scratch	122516	1436	1530	claw, scratch (vt)	bramt-	b r a m t
290	Bahing	to shoot (an arrow)	121698	1172	1611	shoot, throw a projectile (vt)	ap-	a p
291	Bahing	to shoot (an arrow)	122436	1172	1611	shoot (vt)	phɛktso	ph ɛ k ts o
292	Bahing	to shoot (an arrow)	122701	1172	1611	sprout (n)	lim	l i m
293	Bahing	to sleep	121682	1585	1646	sleep (v)	ip-	i p
294	Bahing	to sleep	122004	1585	1646	lie down, recline (vi)	gles-	g l e s
295	Bahing	to sow (broadcast, scatter seeds)	121755	748	1597	seed (n)	waːtser	w aː ts e r
296	Bahing	to spit	121930	1440	1688	spit, saliva (n)	khlɔkti	kh l ɔ k t i
297	Bahing	to spit	122206	1440	1688	saliva, spit (n)	toksi	t o ks i
298	Bahing	to spit	122178	1440	1688	spit, empty the mouth of spit (v)	te-	t e
299	Bahing	to stand	122664	1442	1784	stand (vr)	rap-	r a p
300	Bahing	to stand	122665	1442	1784	stand (vr)	raps-	r a ps
301	Bahing	to steal	121845	713	1686	steal (v)	ky-	k y
302	Bahing	to throw	122466	1456	1687	throw (esp. stones at so.) (vt)	phlɛmt-	ph l ɛ m t
303	Bahing	to vomit	122573	1278	1535	vomit (v)	me-	m e
304	Bahing	to vomit	122574	1278	1535	vomit (n)	metɔŋ khli	metɔŋ khli
305	Bahing	to walk	122254	1443	1815	go (vi)	di-	d i
306	Bahing	to walk	121967	1443	1815	walk (vi)	gɔk-	g ɔ k
307	Bahing	to wipe	122429	1454	1163	sweep, wipe (vt)	phik-	ph i k
308	Bahing	today	121694	1283	738	today (adv)	ana	a n a
309	Bahing	tomorrow	122260	1329	742	tomorrow (adv)	dilla	d i ll a
310	Bahing	two	122307	1498	798	two (num)	niksi	n i ks i
311	Bahing	wet	122611	1726	1029	get wet, soaked (v)	møt-	m ø t
312	Bahing	wet	122166	1726	1029	get wet (vr)	dz(h)is-	d z i s
313	Bahing	white	122497	1335	1006	white (adj)	bubu(m)	b u b u
314	Bahing	who	122850	1235	953	who? (interr)	sy	s y
315	Bahing	yellow	121706	1424	1008	yellow (n)	ɔm-ɔm	ɔ m ɔ m
316	Bahing	yellow	121708	1424	1008	yellow (of plants) (v)	om-	o m
317	Bahing	yesterday	122788	1174	739	yesterday (adv)	sãːti	s ãː t i
