ID	DOCULECT	CONCEPT	RGEN	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	IPA	TOKENS
153	Kanauri	the ear	337671	1247	81	ear (n)	kāṇöṅ	k ā ṇ ö ṅ
154	Kanauri	the earth (soil)	336920	1228	40	dirt / dust (n)	bŏna	b ŏ n a
155	Kanauri	the earth (soil)	336953	1228	40	earth / soil / ashes (n)	bŏspā	b ŏs p ā
156	Kanauri	the earth (soil)	338075	1228	40	earth / soil (n)	maṭiṅ	m a ṭ i ṅ
157	Kanauri	the earth (soil)	337869	1228	40	dirt (n)	krī	k r ī
158	Kanauri	the egg	338000	744	450	egg (n)	līṭ(h)	l ī ṭ
159	Kanauri	the eye	338111	1248	79	eye (n)	migʻ	m i gʻ
160	Kanauri	the father	336703	1217	218	father (n)	apa	a p a
161	Kanauri	the father	336836	1217	218	father	bau	b a u
162	Kanauri	the father	336897	1217	218	father (n)	bɔ̆ba	b ɔ̆ b a
163	Kanauri	the father	336917	1217	218	father (n)	bon	b o n
164	Kanauri	the father	336918	1217	218	father (n)	bonn	b o nn
165	Kanauri	the feather	338369	1201	299	fan / feather / tail (bird's) (n)	pa◦khöṅ	p a ◦ kh ö ṅ
166	Kanauri	the feather	338500	1201	299	feather (n)	pöl(h)	p ö l
167	Kanauri	the fire	339460	221	18	heat / summer (n)	ẕẖāṅ	ẕ ẖ ā ṅ
168	Kanauri	the fire	338084	221	18	fire (n)	mẽ̄	m ẽ̄
169	Kanauri	the fish	338078	227	351	fish (n)	matshī	m a tsh ī
170	Kanauri	the fish	338079	227	351	fish (v)	matshī tsŭmmigʻ	matshī tsŭmmigʻ
171	Kanauri	the flea	338832	232	355	flea (n)	s̱ẖpögʻ	s̱ ẖ p ö gʻ
172	Kanauri	the flower	339349	239	377	flower (n)	ū	ū
173	Kanauri	the fog	337301	249	16	smoke / vapor / mist (n)	dŭböṅ	d ŭ b ö ṅ
174	Kanauri	the foot	336766	1301	103	foot / paw / leg / leg of bed	baṅ	b a ṅ
175	Kanauri	the foot	339412	1301	103	foot, on	yŭnō	y ŭ n ō
176	Kanauri	the forest	336956	420	50	bush (n)	gāṭo bōṭhöṅ	gāṭo bōṭhöṅ
177	Kanauri	the fox	338865	1312	325	fox (n)	s̱ẖyāl	s̱ ẖ y ā l
178	Kanauri	the frog	339132	503	349	frog (n)	tiplŏkṭh	t i p l ŏ k ṭh
179	Kanauri	the front (front side)	338339	2194	712	in front (adv)	oms	o ms
180	Kanauri	the fruit	338460	1507	378	fruit (n)	phɔ̆lăṅ	ph ɔ̆ l ă ṅ
181	Kanauri	the goat	336750	1502	276	goat (female)	bakhör	b a kh ö r
182	Kanauri	the goat	338525	1502	276	goat (male, breeding) (n)	pɔ̆rāṭös	p ɔ̆ r ā ṭ ös
183	Kanauri	the goat	336730	1502	276	goat (male)	aẕẖ	a ẕ ẖ
184	Kanauri	the grass	337107	606	436	grass, stack of	ci koṭō	ci koṭō
185	Kanauri	the grass	339320	606	436	grass (kind of, very tall) (n)	tūbăl(h)	t ū b ă l
186	Kanauri	the grass	337295	606	436	grass (kind of) (n)	drömöṅ	d r ö m ö ṅ
187	Kanauri	the grass	338194	606	436	grass (kind of) (n)	myagʻ	m y a gʻ
188	Kanauri	the grass	338360	606	436	jungle (treeless, grass, in Tibet) (n)	paböṅ	p a b ö ṅ
189	Kanauri	the grass	337105	606	436	grass / fodder (n)	cī(h)	c ī
190	Kanauri	the hair (of the head)	337863	1040	75	hair (n)	krā	k r ā
191	Kanauri	the hand	337455	1277	107	hand / arm (n)	gŭdʻ	g ŭ dʻ
192	Kanauri	the hand	337454	1277	107	hand, arm (n)	gu	g u
193	Kanauri	the head	336754	1256	74	head / summit / mountain-peak	băl(h)	b ă l
194	Kanauri	the head	336758	1256	74	head (diminutive) (n)	bălts	b ă l ts
195	Kanauri	the heart	337234	1223	144	heart (n)	dĭl	d ĭ l
196	Kanauri	the heart	339496	1223	144	heart (n)	zŭīā	z ŭ ī ā
197	Kanauri	the hoof	337744	152	264	hoof (n)	khŏ◦cöb	kh ŏ ◦ c ö b
198	Kanauri	the horn (keratinized skin)	338691	1393	263	horn (n)	rŭdʻ	r ŭ dʻ
199	Kanauri	the house	337803	1252	494	house (n)	kim	k i m
200	Kanauri	the house	337851	1252	494	house (n)	kōṭhī	k ō ṭh ī
201	Kanauri	the house	339275	1252	494	house	kim◦tsō	k i m ◦ ts ō
202	Kanauri	the house	339232	1252	494	hut (thatched, temporary, in fields) (n)	tshaṇī	tsh a ṇ ī
203	Kanauri	the ice	338954	617	17	ice / snow (perpetual) (n)	stil(h)	s t i l
204	Kanauri	the ice	339069	617	17	ice / perpetual snow (n)	ṭhāṇöṅ	ṭh ā ṇ ö ṅ
205	Kanauri	the knee	338533	1371	101	knee (n)	pös̱ẖ◦pöṅ	p ös̱ ẖ ◦ p ö ṅ
206	Kanauri	the lake	337887	624	31	lake / tank (n)	kŭlḍöṅ	k ŭ l ḍ ö ṅ
207	Kanauri	the leaf	338415	628	376	leaf (n)	patröṅ	p a t r ö ṅ
208	Kanauri	the lip (the lips)	339333	478	85	lip (n)	tunöṅ	t u n ö ṅ
209	Kanauri	the liver	338790	1224	145	liver (n)	s̱ẖiṅ	s̱ ẖ i ṅ
210	Kanauri	the man (male human)	338110	2106	173	man (n)	mĩ̄	m ĩ̄
211	Kanauri	the man (male human)	338355	2106	173	man (sfx)	-pā	p ā
212	Kanauri	the man (male human)	337084	2106	173	man (not woman) (n)	choṅmĩ̄	ch o ṅ m ĩ̄
213	Kanauri	the man (male human)	338157	2106	173	man (not woman) (n)	morchaṅ	m o r ch a ṅ
214	Kanauri	the meat	338863	634	443	game / meat (n)	s̱ẖyā	s̱ ẖ y ā
215	Kanauri	the moon	337405	1313	4	moon (n)	gŏlsöṅ	g ŏ ls ö ṅ
216	Kanauri	the mosquito	337477	1509	360	mosquito / insect (large, brown, stinging) (n)	guzör	g u z ö r
