# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	IELEX	IPA	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	SCAID	SOURCE	SUBGROUP	SWADESH_1952	SWADESH_1955	TOKENS	TOWEROFBABEL	WOLD	STEDT_TAXON_NAME	STEDT_RN	REFLEX	LGID	GFN	SRCID	SRCABBR	RGEN	STEDT_GLOSS
21152						0	to hide (conceal)	Yi_Weishan						tʂɑ⁵⁵									0	STEDT/TBL	Northern Loloish			tʂ ɑ ⁵⁵			Yi (Weishan)	53453	tʂɑ⁵⁵	1833		1169.36	TBL	404638	hide (sthg.)
21491						0	to hide (conceal)	Gazhuo						kɛ³³xoa³⁵									0	STEDT/TBL	Northern Loloish			k ɛ ³³ ◦ x o a ³⁵			Gazhuo	75437	kɛ³³xoa³⁵	1845		1169.47	TBL	404649	hide (sthg.)
21508						0	to hide (conceal)	Pumi_Lanping						tha¹³ ʃtʃu⁵⁵									0	STEDT/TBL	Qiangic			th a ¹³ _ ʃ ◦ tʃ u ⁵⁵			Pumi (Lanping)	89211	tha¹³ ʃtʃu⁵⁵	1853		1169.09	TBL	404611	hide (sthg.)
21523						0	to hide (conceal)	Yi_Sani						tʂhɤ⁴⁴									0	STEDT/TBL	Central Loloish			tʂh ɤ ⁴⁴			Yi (Sani)	59104	tʂhɤ⁴⁴	1836		1169.39	TBL	404641	hide (sthg.)
22629						0	to hide (conceal)	Bai_Jianchuan						tsõ⁴² (vu³³tɑ̱̃²¹)									0	STEDT/TBL	Bai			ts õ ∼ ⁴² _ ( v u ³³ ◦ t ɑ̱̃ ∼ ²¹ )			Bai (Jianchuan)	77224	tsõ⁴² (vu³³tɑ̱̃²¹)	1846		1169.48	TBL	404650	hide (sthg.)
22669						0	to hide (conceal)	Tibetan_Xiahe						ʑa									0	STEDT/TBL	Tibetan			ʑ a			Tibetan (Xiahe)	60914	ʑa	1837		1169.04	TBL	404606	hide (sthg.)
22704						0	to hide (conceal)	Dulong						mɑ⁵⁵									0	STEDT/TBL	Nungic			m ɑ ⁵⁵			Dulong	23817	mɑ⁵⁵	1816		1169.20	TBL	404622	hide (sthg.)
22841						0	to hide (conceal)	Kaman_Miju						thi³⁵									0	STEDT/TBL	Deng			th i ³⁵			Kaman [Miju]	28485	thi³⁵	1819		1169.23	TBL	404625	hide (sthg.)
23154						0	to hide (conceal)	Muya						qhə̱³³zə̱⁵³									0	STEDT/TBL	Qiangic			qh ə̱ ³³ ◦ z ə̱ ⁵³			Muya	12545	qhə̱³³zə̱⁵³	1810		1169.15	TBL	404617	hide (sthg.)
23914						0	to hide (conceal)	Bokar						pa tɕiŋ									0	STEDT/TBL	Western Tani			p a _ tɕ i ŋ			Bokar	30059	pa tɕiŋ	1820		1169.24	TBL	404626	hide (sthg.)
24391						0	to hide (conceal)	Guiqiong						ji³⁵pe⁵⁵									0	STEDT/TBL	Qiangic			j i ³⁵ ◦ p e ⁵⁵			Guiqiong	14398	ji³⁵pe⁵⁵	1811		1169.16	TBL	404618	hide (sthg.)
24846						0	to hide (conceal)	Nusu_Central						sɯ³³									0	STEDT/TBL	Northern Loloish			s ɯ ³³			Nusu (Central)	49637	sɯ³³	1831		1169.34	TBL	404636	hide (sthg.)
24850						0	to hide (conceal)	Tibetan_Alike						rwi									0	STEDT/TBL	Tibetan			r w i			Tibetan (Alike)	80589	rwi	1848		1169.05	TBL	404607	hide (sthg.)
24975						0	to hide (conceal)	Lyuzu						the³³ȵæ⁵³əɹ⁵³dʐu̵³³									0	STEDT/TBL	Qiangic			th e ³³ ◦ ȵ æ ⁵³ ə ɹ ⁵³ ◦ dʐ u̵ ³³			Lyuzu	17965	the³³ȵæ⁵³əɹ⁵³dʐu̵³³	1813		1169.18	TBL	404654	hide (sthg.)
25083						0	to hide (conceal)	Hani_Lüchun						xø³¹ɣe̱³¹									0	STEDT/TBL	Southern Loloish			x ø ³¹ ◦ ɣ e̱ ³¹			Hani (Lüchun)	64523	xø³¹ɣe̱³¹	1839		1169.41	TBL	404643	hide (sthg.)
25120						0	to hide (conceal)	Yidu						mu⁵⁵									0	STEDT/TBL	Deng			m u ⁵⁵			Yidu	31827	mu⁵⁵	1821		1169.25	TBL	404627	hide (sthg.)
25159						0	to hide (conceal)	Tujia						su⁵⁵su⁵⁵									0	STEDT/TBL	Tujia			s u ⁵⁵ ◦ s u ⁵⁵			Tujia	79043	su⁵⁵su⁵⁵	1847		1169.49	TBL	404651	hide (sthg.)
25333						0	to hide (conceal)	Lisu						tʃi̱³³									0	STEDT/TBL	Central Loloish			tʃ i̱ ³³			Lisu	62703	tʃi̱³³	1838		1169.40	TBL	404642	hide (sthg.)
25460						0	to hide (conceal)	Qiang_Mawo						stuə									0	STEDT/TBL	Qiangic			s ◦ t u ə			Qiang (Mawo)	87307	stuə	1852		1169.08	TBL	404610	hide (sthg.)
25575						0	to hide (conceal)	Xumi						lɛ⁵⁵guɛ⁵³									0	STEDT/TBL	Qiangic			l ɛ ⁵⁵ ◦ g u ɛ ⁵³			Xumi	16093	lɛ⁵⁵guɛ⁵³	1812		1169.17	TBL	404619	hide (sthg.)
25675						0	to hide (conceal)	Darang_Taraon						moŋ³⁵									0	STEDT/TBL	Deng			m o ŋ ³⁵			Darang [Taraon]	27059	moŋ³⁵	1818		1169.22	TBL	404624	hide (sthg.)
25723						0	to hide (conceal)	Tibetan_Lhasa						khəp¹³²									0	STEDT/TBL	Tibetan			kh ə p ¹³²			Tibetan (Lhasa)	21841	khəp¹³²	1815		1169.02	TBL	404604	hide (sthg.)
#
4612	to hit (72)	-			打	0	to hit	Dashi		-	-	-	hit (77)	-		-	6044					Verb	0	-	Bai	to hit(73)	-	-	-	9.21	Dashi								
4613	to hit (72)	-			打	0	to hit	Zhaozhuang		-	-	-	hit (77)	-		-	6044					Verb	0	-	Bai	to hit(73)	-	-	-	9.21	Zhaozhuang								
4614	to hit (72)	-			打	0	to hit	Ega		-	-	-	hit (77)	-		-	6044					Verb	0	-	Bai	to hit(73)	-	-	-	9.21	Ega								
4615	to hit (72)	-			打	0	to hit	Enqi		-	-	-	hit (77)	-		-	6044					Verb	0	-	Bai	to hit(73)	-	-	-	9.21	Enqi								
4616	to hit (72)	p o - ⁴⁴			打	658	to hit	Eryuan		po44	hit(table) / 拍（桌子）	-	hit (77)	po₄₄		-	6044					Verb	463	Allen2007, 270	Bai	to hit(73)	-	p o ⁴⁴	-	9.21	Eryuan								
4617	to hit (72)	-			打	0	to hit	Gongxing		-	-	-	hit (77)	-		-	6044					Verb	0	-	Bai	to hit(73)	-	-	-	9.21	Gongxing								
4618	to hit (72)	p ɔ u ⁴⁴			打	658	to hit	Heqi		pɔu44	hit(table) / 拍（桌子）	-	hit (77)	pɔu₄₄		-	6044					Verb	464	Allen2007, 270	Bai	to hit(73)	-	p ɔ u ⁴⁴	-	9.21	Heqi								
4619	to hit (72)	p o - ⁴⁴			打	658	to hit	Jianchuan		po44	hit(table) / 拍（桌子）	-	hit (77)	po₄₄		-	6044					Verb	463	Allen2007, 270	Bai	to hit(73)	-	p o ⁴⁴	-	9.21	Jianchuan								
4620	to hit (72)	-			打	0	to hit	Jinman		-	-	-	hit (77)	-		-	6044					Verb	0	-	Bai	to hit(73)	-	-	-	9.21	Jinman								
4621	to hit (72)	-			打	0	to hit	Jinxing		-	-	-	hit (77)	-		-	6044					Verb	0	-	Bai	to hit(73)	-	-	-	9.21	Jinxing								
4622	to hit (72)	p o - ³³			打	658	to hit	Luobenzhuo		po33	hit(table) / 拍（桌子）	-	hit (77)	po₃₃		-	6044					Verb	463	Allen2007, 270	Bai	to hit(73)	-	p o ³³	-	9.21	Luobenzhuo								
4623	to hit (72)	-			打	0	to hit	Mazhelong		-	-	-	hit (77)	-		-	6044					Verb	0	-	Bai	to hit(73)	-	-	-	9.21	Mazhelong								
4624	to hit (72)	p o - ⁴⁴			打	658	to hit	Qiliqiao		po44	hit(table) / 拍（桌子）	-	hit (77)	po₄₄		-	6044					Verb	463	Allen2007, 270	Bai	to hit(73)	-	p o ⁴⁴	-	9.21	Qiliqiao								
4625	to hit (72)	p ɔ u ⁴⁴			打	658	to hit	Xiangyun		pɔu44	hit(table) / 拍（桌子）	-	hit (77)	pɔu₄₄		-	6044					Verb	464	Allen2007, 270	Bai	to hit(73)	-	p ɔ u ⁴⁴	-	9.21	Xiangyun								
4626	to hit (72)	p o - ⁴⁴			打	658	to hit	Yunlong		po44	hit(table) / 拍（桌子）	-	hit (77)	po₄₄		-	6044					Verb	463	Allen2007, 270	Bai	to hit(73)	-	p o ⁴⁴	-	9.21	Yunlong								
4627	to hit (72)	-			打	0	to hit	Zhoucheng		-	-	-	hit (77)	-		-	6044					Verb	0	-	Bai	to hit(73)	-	-	-	9.21	Zhoucheng								
4628	to hit (72)	-			打	0	to hit	Cone_Tibetan		-	-	-	hit (77)	-		-	6044					Verb	0	-	Bodic	to hit(73)	-	-	-	9.21	Cone_Tibetan								
4629	to hit (72)	-			打	0	to hit	Lhasa_Tibetan		-	-	-	hit (77)	-		-	6044					Verb	0	-	Bodic	to hit(73)	-	-	-	9.21	Lhasa_Tibetan								
4630	to hit (72)	-			打	0	to hit	Old_Tibetan		-	-	-	hit (77)	rduŋ		-	6044					Verb	0	-	Bodic	to hit(73)	-	-	-	9.21	Old_Tibetan								
4631	to hit (72)	-			打	0	to hit	Achang_Lianghe		-	-	-	hit (77)	-		-	6044					Verb	0	-	Burmish	to hit(73)	-	-	-	9.21	Achang_Lianghe								
4632	to hit (72)	-			打	0	to hit	Achang_Longchuan		-	-	-	hit (77)	-		-	6044					Verb	0	-	Burmish	to hit(73)	-	-	-	9.21	Achang_Longchuan								
4633	to hit (72)	-			打	0	to hit	Achang_Luxi		-	-	-	hit (77)	-		-	6044					Verb	0	-	Burmish	to hit(73)	-	-	-	9.21	Achang_Luxi								
4634	to hit (72)	-			打	0	to hit	Atsi		-	-	-	hit (77)	-		-	6044					Verb	0	-	Burmish	to hit(73)	-	-	-	9.21	Atsi								
4635	to hit (72)	-			打	0	to hit	Bola		-	-	-	hit (77)	-		-	6044					Verb	0	-	Burmish	to hit(73)	-	-	-	9.21	Bola								
4636	to hit (72)	-			打	0	to hit	Burmese		-	-	-	hit (77)	-		-	6044					Verb	0	-	Burmish	to hit(73)	-	-	-	9.21	Burmese								
4637	to hit (72)	-			打	0	to hit	Hpun		-	-	-	hit (77)	-		-	6044					Verb	0	-	Burmish	to hit(73)	-	-	-	9.21	Hpun								
4638	to hit (72)	-			打	0	to hit	Lashi		-	-	-	hit (77)	-		-	6044					Verb	0	-	Burmish	to hit(73)	-	-	-	9.21	Lashi								
4639	to hit (72)	-			打	0	to hit	Maru		-	-	-	hit (77)	-		-	6044					Verb	0	-	Burmish	to hit(73)	-	-	-	9.21	Maru								
4640	to hit (72)	-			打	0	to hit	Old_Burmese		-	-	-	hit (77)	-		-	6044					Verb	0	-	Burmish	to hit(73)	-	-	-	9.21	Old_Burmese								
4641	to hit (72)	-			打	0	to hit	Xiandau		-	-	-	hit (77)	-		-	6044					Verb	0	-	Burmish	to hit(73)	-	-	-	9.21	Xiandau								
4642	to hit (72)	-			打	0	to hit	Dumi		-	-	-	hit (77)	-		-	6044					Verb	0	-	Kiranti	to hit(73)	-	-	-	9.21	Dumi								
4643	to hit (72)	-			打	0	to hit	Khaling		-	-	-	hit (77)	-		-	6044					Verb	0	-	Kiranti	to hit(73)	-	-	-	9.21	Khaling								
4644	to hit (72)	-			打	0	to hit	Limbu		-	-	-	hit (77)	-		-	6044					Verb	0	-	Kiranti	to hit(73)	-	-	-	9.21	Limbu								
4645	to hit (72)	-			打	0	to hit	Wambule		-	-	-	hit (77)	-		-	6044					Verb	0	-	Kiranti	to hit(73)	-	-	-	9.21	Wambule								
4646	to hit (72)	-			打	0	to hit	Yakkha		-	-	-	hit (77)	-		-	6044					Verb	0	-	Kiranti	to hit(73)	-	-	-	9.21	Yakkha								
4647	to hit (72)	-			打	0	to hit	Yamphu		-	-	-	hit (77)	-		-	6044					Verb	0	-	Kiranti	to hit(73)	-	-	-	9.21	Yamphu								
4648	to hit (72)	-			打	0	to hit	Dulong		-	-	-	hit (77)	-		-	6044					Verb	0	-	Nungish	to hit(73)	-	-	-	9.21	Dulong								
4649	to hit (72)	-			打	0	to hit	Jingpo		-	-	-	hit (77)	-		-	6044					Verb	0	-	SAL	to hit(73)	-	-	-	9.21	Jingpo								
4650	to hit (72)	-			打	0	to hit	Beijing		-	-	-	hit (77)	-		-	6044					Verb	0	-	Sinitic	to hit(73)	-	-	-	9.21	Beijing								
4651	to hit (72)	-			打	0	to hit	Caijia		-	-	-	hit (77)	-		-	6044					Verb	0	-	Sinitic	to hit(73)	-	-	-	9.21	Caijia								
4652	to hit (72)	-			打	0	to hit	Changsha		-	-	-	hit (77)	-		-	6044					Verb	0	-	Sinitic	to hit(73)	-	-	-	9.21	Changsha								
4654	to hit (72)	-			打	0	to hit	Guangzhou		-	-	-	hit (77)	-		-	6044					Verb	0	-	Sinitic	to hit(73)	-	-	-	9.21	Guangzhou								
4655	to hit (72)	-			打	0	to hit	Meixian		-	-	-	hit (77)	-		-	6044					Verb	0	-	Sinitic	to hit(73)	-	-	-	9.21	Meixian								
4656	to hit (72)	-			打	658	to hit	Old_Chinese		*kˤik	to hit	擊	hit (77)	*kˤik		-	6044					Verb	0	-	Sinitic	to hit(73)	-	kˤ i k	-	9.21	Old_Chinese								
4657	to hit (72)	-			打	0	to hit	Xiamen		-	-	-	hit (77)	-		-	6044					Verb	0	-	Sinitic	to hit(73)	-	-	-	9.21	Xiamen								
4658	to hit (72)	-			打	0	to hit	Guiqiong		-	-	-	hit (77)	-		-	6044					Verb	0	-	rGyalrongic	to hit(73)	-	-	-	9.21	Guiqiong								
4659	to hit (72)	-			打	657	to hit	Japhug		ʁndɯ	-	-	hit (77)	ʁndɯ		-	6044					Verb	0	-	rGyalrongic	to hit(73)	-	ʁ n d ɯ	-	9.21	Japhug								
4660	to hit (72)	-			打	0	to hit	Khroskyabs_Wobzi		-	-	-	hit (77)	-		-	6044					Verb	0	-	rGyalrongic	to hit(73)	-	-	-	9.21	Khroskyabs_Wobzi								
4661	to hit (72)	-			打	0	to hit	Muya		-	-	-	hit (77)	-		-	6044					Verb	0	-	rGyalrongic	to hit(73)	-	-	-	9.21	Muya								
4662	to hit (72)	-			打	0	to hit	Stau		-	-	-	hit (77)	-		-	6044					Verb	0	-	rGyalrongic	to hit(73)	-	-	-	9.21	Stau								
4663	to hit (72)	-			打	0	to hit	Tangut		-	-	-	hit (77)	-		-	6044					Verb	0	-	rGyalrongic	to hit(73)	-	-	-	9.21	Tangut								
4664	to hit (72)	-			打	0	to hit	Zbu		-	-	-	hit (77)	-		-	6044					Verb	0	-	rGyalrongic	to hit(73)	-	-	-	9.21	Zbu								
13313						0	to hit	Ganzhou		ta3	hit (75)			ta⁴			6044						0					t a ⁴			Ganzhou								
13682						0	to hit	Caijia									6044						0								Caijia								
13942						0	to hit	Jixi				搉		kˈoʔ³²			6044						0								Jixi								
14202						0	to hit	Changshan									6044						0								Changshan								
#
4665	to hold (89)	-			拿	0	to hold	Dashi		-	-	-	hold (78)	-		-	6060					Verb	0	-	Bai	to hold (in hand)(74)	-	-	-	11.15	Dashi								
4666	to hold (89)	-			拿	0	to hold	Zhaozhuang		-	-	-	hold (78)	-		-	6060					Verb	0	-	Bai	to hold (in hand)(74)	-	-	-	11.15	Zhaozhuang								
4667	to hold (89)	-			拿	0	to hold	Ega		-	-	-	hold (78)	-		-	6060					Verb	0	-	Bai	to hold (in hand)(74)	-	-	-	11.15	Ega								
4668	to hold (89)	-			拿	0	to hold	Enqi		-	-	-	hold (78)	-		-	6060					Verb	0	-	Bai	to hold (in hand)(74)	-	-	-	11.15	Enqi								
4669	to hold (89)	n a - ³⁵			拿	660	to hold	Eryuan		na35	hold / 拿	-	hold (78)	na₃₅		-	6060					Verb	465	Allen2007, 269	Bai	to hold (in hand)(74)	-	n a ³⁵	-	11.15	Eryuan								
4670	to hold (89)	-			拿	0	to hold	Gongxing		-	-	-	hold (78)	-		-	6060					Verb	0	-	Bai	to hold (in hand)(74)	-	-	-	11.15	Gongxing								
4671	to hold (89)	kʰ e - ⁴⁴			拿	660	to hold	Heqi		kʰe44	hold / 拿	-	hold (78)	kʰe₄₄		-	6060					Verb	466	Allen2007, 269	Bai	to hold (in hand)(74)	-	kʰ e ⁴⁴	-	11.15	Heqi								
4672	to hold (89)	n e - ⁴⁴			拿	660	to hold	Jianchuan		ne44	hold / 拿	-	hold (78)	ne₄₄		-	6060					Verb	465	Allen2007, 269	Bai	to hold (in hand)(74)	-	n e ⁴⁴	-	11.15	Jianchuan								
4673	to hold (89)	-			拿	0	to hold	Jinman		-	-	-	hold (78)	-		-	6060					Verb	0	-	Bai	to hold (in hand)(74)	-	-	-	11.15	Jinman								
4674	to hold (89)	-			拿	0	to hold	Jinxing		-	-	-	hold (78)	-		-	6060					Verb	0	-	Bai	to hold (in hand)(74)	-	-	-	11.15	Jinxing								
4675	to hold (89)	qʰ æ - ⁵⁵			拿	660	to hold	Luobenzhuo		qʰæ55	hold / 拿	-	hold (78)	qʰæ₅₅		-	6060					Verb	466	Allen2007, 269	Bai	to hold (in hand)(74)	-	qʰ æ ⁵⁵	-	11.15	Luobenzhuo								
4676	to hold (89)	-			拿	0	to hold	Mazhelong		-	-	-	hold (78)	-		-	6060					Verb	0	-	Bai	to hold (in hand)(74)	-	-	-	11.15	Mazhelong								
4677	to hold (89)	n e - ⁴⁴			拿	660	to hold	Qiliqiao		ne44	hold / 拿	-	hold (78)	ne₄₄		-	6060					Verb	465	Allen2007, 269	Bai	to hold (in hand)(74)	-	n e ⁴⁴	-	11.15	Qiliqiao								
4678	to hold (89)	k ã ∼ ³³			拿	660	to hold	Xiangyun		kã33	hold / 拿	-	hold (78)	kã₃₃		-	6060					Verb	466	Allen2007, 269	Bai	to hold (in hand)(74)	-	k ã ∼ ³³	-	11.15	Xiangyun								
4679	to hold (89)	l a - ⁵⁵			拿	660	to hold	Yunlong		la55	hold / 拿	-	hold (78)	la₅₅		-	6060					Verb	472	Allen2007, 269	Bai	to hold (in hand)(74)	-	l a ⁵⁵	-	11.15	Yunlong								
4680	to hold (89)	-			拿	0	to hold	Zhoucheng		-	-	-	hold (78)	-		-	6060					Verb	0	-	Bai	to hold (in hand)(74)	-	-	-	11.15	Zhoucheng								
4681	to hold (89)	-			拿	0	to hold	Cone_Tibetan		-	-	-	hold (78)	-		-	6060					Verb	0	-	Bodic	to hold (in hand)(74)	-	-	-	11.15	Cone_Tibetan								
4682	to hold (89)	-			拿	0	to hold	Lhasa_Tibetan		-	-	-	hold (78)	-		-	6060					Verb	0	-	Bodic	to hold (in hand)(74)	-	-	-	11.15	Lhasa_Tibetan								
4683	to hold (89)	-			拿	0	to hold	Old_Tibetan		-	-	-	hold (78)	bzuŋ		-	6060					Verb	0	-	Bodic	to hold (in hand)(74)	-	-	-	11.15	Old_Tibetan								
4684	to hold (89)	-			拿	0	to hold	Achang_Lianghe		-	-	-	hold (78)	-		-	6060					Verb	0	-	Burmish	to hold (in hand)(74)	-	-	-	11.15	Achang_Lianghe								
4685	to hold (89)	-			拿	0	to hold	Achang_Longchuan		-	-	-	hold (78)	-		-	6060					Verb	0	-	Burmish	to hold (in hand)(74)	-	-	-	11.15	Achang_Longchuan								
4686	to hold (89)	-			拿	0	to hold	Achang_Luxi		-	-	-	hold (78)	-		-	6060					Verb	0	-	Burmish	to hold (in hand)(74)	-	-	-	11.15	Achang_Luxi								
4687	to hold (89)	-			拿	0	to hold	Atsi		-	-	-	hold (78)	-		-	6060					Verb	0	-	Burmish	to hold (in hand)(74)	-	-	-	11.15	Atsi								
4688	to hold (89)	-			拿	0	to hold	Bola		-	-	-	hold (78)	-		-	6060					Verb	0	-	Burmish	to hold (in hand)(74)	-	-	-	11.15	Bola								
4689	to hold (89)	-			拿	0	to hold	Burmese		-	-	-	hold (78)	-		-	6060					Verb	0	-	Burmish	to hold (in hand)(74)	-	-	-	11.15	Burmese								
4690	to hold (89)	-			拿	0	to hold	Hpun		-	-	-	hold (78)	-		-	6060					Verb	0	-	Burmish	to hold (in hand)(74)	-	-	-	11.15	Hpun								
4691	to hold (89)	-			拿	0	to hold	Lashi		-	-	-	hold (78)	-		-	6060					Verb	0	-	Burmish	to hold (in hand)(74)	-	-	-	11.15	Lashi								
4692	to hold (89)	-			拿	0	to hold	Maru		-	-	-	hold (78)	-		-	6060					Verb	0	-	Burmish	to hold (in hand)(74)	-	-	-	11.15	Maru								
4693	to hold (89)	-			拿	0	to hold	Old_Burmese		-	-	-	hold (78)	-		-	6060					Verb	0	-	Burmish	to hold (in hand)(74)	-	-	-	11.15	Old_Burmese								
4694	to hold (89)	-			拿	0	to hold	Xiandau		-	-	-	hold (78)	-		-	6060					Verb	0	-	Burmish	to hold (in hand)(74)	-	-	-	11.15	Xiandau								
4695	to hold (89)	-			拿	0	to hold	Dumi		-	-	-	hold (78)	-		-	6060					Verb	0	-	Kiranti	to hold (in hand)(74)	-	-	-	11.15	Dumi								
4696	to hold (89)	-			拿	0	to hold	Khaling		-	-	-	hold (78)	-		-	6060					Verb	0	-	Kiranti	to hold (in hand)(74)	-	-	-	11.15	Khaling								
4697	to hold (89)	-			拿	0	to hold	Limbu		-	-	-	hold (78)	-		-	6060					Verb	0	-	Kiranti	to hold (in hand)(74)	-	-	-	11.15	Limbu								
4698	to hold (89)	-			拿	0	to hold	Wambule		-	-	-	hold (78)	-		-	6060					Verb	0	-	Kiranti	to hold (in hand)(74)	-	-	-	11.15	Wambule								
4699	to hold (89)	-			拿	0	to hold	Yakkha		-	-	-	hold (78)	-		-	6060					Verb	0	-	Kiranti	to hold (in hand)(74)	-	-	-	11.15	Yakkha								
4700	to hold (89)	-			拿	0	to hold	Yamphu		-	-	-	hold (78)	-		-	6060					Verb	0	-	Kiranti	to hold (in hand)(74)	-	-	-	11.15	Yamphu								
4701	to hold (89)	-			拿	0	to hold	Dulong		-	-	-	hold (78)	-		-	6060					Verb	0	-	Nungish	to hold (in hand)(74)	-	-	-	11.15	Dulong								
4702	to hold (89)	-			拿	0	to hold	Jingpo		-	-	-	hold (78)	-		-	6060					Verb	0	-	SAL	to hold (in hand)(74)	-	-	-	11.15	Jingpo								
4703	to hold (89)	-			拿	0	to hold	Beijing		-	-	-	hold (78)	-		-	6060					Verb	0	-	Sinitic	to hold (in hand)(74)	-	-	-	11.15	Beijing								
4704	to hold (89)	-			拿	0	to hold	Caijia		-	-	-	hold (78)	-		-	6060					Verb	0	-	Sinitic	to hold (in hand)(74)	-	-	-	11.15	Caijia								
4705	to hold (89)	-			拿	0	to hold	Changsha		-	-	-	hold (78)	-		-	6060					Verb	0	-	Sinitic	to hold (in hand)(74)	-	-	-	11.15	Changsha								
4707	to hold (89)	-			拿	0	to hold	Guangzhou		-	-	-	hold (78)	-		-	6060					Verb	0	-	Sinitic	to hold (in hand)(74)	-	-	-	11.15	Guangzhou								
4708	to hold (89)	-			拿	0	to hold	Meixian		-	-	-	hold (78)	-		-	6060					Verb	0	-	Sinitic	to hold (in hand)(74)	-	-	-	11.15	Meixian								
4709	to hold (89)	-			拿	660	to hold	Old_Chinese		*[t]ip	to hold	執	hold (78)	*[t]ip		-	6060					Verb	0	-	Sinitic	to hold (in hand)(74)	-	t i p	-	11.15	Old_Chinese								
4710	to hold (89)	-			拿	0	to hold	Xiamen		-	-	-	hold (78)	-		-	6060					Verb	0	-	Sinitic	to hold (in hand)(74)	-	-	-	11.15	Xiamen								
4711	to hold (89)	-			拿	0	to hold	Guiqiong		-	-	-	hold (78)	-		-	6060					Verb	0	-	rGyalrongic	to hold (in hand)(74)	-	-	-	11.15	Guiqiong								
4712	to hold (89)	-			拿	659	to hold	Japhug		ndo	-	-	hold (78)	ndo		-	6060					Verb	0	-	rGyalrongic	to hold (in hand)(74)	-	n d o	-	11.15	Japhug								
4713	to hold (89)	-			拿	0	to hold	Khroskyabs_Wobzi		-	-	-	hold (78)	-		-	6060					Verb	0	-	rGyalrongic	to hold (in hand)(74)	-	-	-	11.15	Khroskyabs_Wobzi								
4714	to hold (89)	-			拿	0	to hold	Muya		-	-	-	hold (78)	-		-	6060					Verb	0	-	rGyalrongic	to hold (in hand)(74)	-	-	-	11.15	Muya								
4715	to hold (89)	-			拿	0	to hold	Stau		-	-	-	hold (78)	-		-	6060					Verb	0	-	rGyalrongic	to hold (in hand)(74)	-	-	-	11.15	Stau								
4716	to hold (89)	-			拿	0	to hold	Tangut		-	-	-	hold (78)	-		-	6060					Verb	0	-	rGyalrongic	to hold (in hand)(74)	-	-	-	11.15	Tangut								
4717	to hold (89)	-			拿	0	to hold	Zbu		-	-	-	hold (78)	-		-	6060					Verb	0	-	rGyalrongic	to hold (in hand)(74)	-	-	-	11.15	Zbu								
13196						0	to hold	Guzhang			握	握		u¹³			6060						0								Guzhang								
13314						0	to hold	Ganzhou		la1	hold (76)			la²			6060						0					l a ²			Ganzhou								
13683						0	to hold	Caijia									6060						0								Caijia								
14203						0	to hold	Changshan									6060						0								Changshan								
15021						0	to hold	Xumi						zĩ³⁵									0	STEDT/TBL	Qiangic			z ĩ ∼ ³⁵			Xumi	16633	zĩ³⁵	1812	v.	1709.17	TBL	429318	hold (a pen)
15497						0	to hold	Nusu_Central						tsɔ̱⁵³									0	STEDT/TBL	Northern Loloish			ts ɔ̱ ⁵³			Nusu (Central)	50133	tsɔ̱⁵³	1831	v.	1709.34	TBL	429334	hold (a pen)
15499						0	to hold	Tujia						khɯ⁵⁵tshi²¹									0	STEDT/TBL	Tujia			kh ɯ ⁵⁵ ◦ tsh i ²¹			Tujia	79353	khɯ⁵⁵tshi²¹	1847	v.	1709.49	TBL	429349	hold (a pen)
15683						0	to hold	Tibetan_Batang						ndʑᴜ²³¹									0	STEDT/TBL	Tibetan			n ◦ dʑ ᴜ ²³¹			Tibetan (Batang)	41168	ndʑᴜ²³¹	1826	v.	1709.03	TBL	429306	hold (a pen)
16046						0	to hold	Bokar						gok bom									0	STEDT/TBL	Western Tani			g o k _ b o m			Bokar	30612	gok bom	1820	v.	1709.24	TBL	429325	hold (a pen)
16105						0	to hold	Tibetan_Written						ɦdzin									0	STEDT/TBL	Tibetan			ɦ ◦ dz i n			Tibetan (Written)	1911	ɦdzin	1804	v.	1709.01	TBL	429304	hold (a pen)
16106						0	to hold	Tibetan_Written						zin									0	STEDT/TBL	Tibetan			z i n			Tibetan (Written)	1912	zin	1804	v.	1709.01	TBL	429350	hold (a pen)
16229						0	to hold	Lyuzu						de³³te⁵³									0	STEDT/TBL	Qiangic			d e ³³ ◦ t e ⁵³			Lyuzu	18500	de³³te⁵³	1813	v.	1709.18	TBL	429319	hold (a pen)
16230						0	to hold	Lyuzu						khe³³tʂu⁵³									0	STEDT/TBL	Qiangic			kh e ³³ ◦ tʂ u ⁵³			Lyuzu	18501	khe³³tʂu⁵³	1813	v.	1709.18	TBL	429353	hold (a pen)
16532						0	to hold	Lahu_Lancang						tɕɑ³⁵									0	STEDT/TBL	Central Loloish			tɕ ɑ ³⁵			Lahu (Lancang)	68682	tɕɑ³⁵	1841	v.	1709.43	TBL	429343	hold (a pen)
16805						0	to hold	Yi_Xide						zi²¹									0	STEDT/TBL	Northern Loloish			z i ²¹			Yi (Xide)	52117	zi²¹	1832	v.	1709.35	TBL	429335	hold (a pen)
