# Wordlist

# DATA
ID	POS	CONCEPT	LGID	RGEN	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	DOCULECT	SRCID	SRCABBR	ID_IN_SOURCE	IPA	TOKENS	SOURCE	TAXON_NAME_IN_SOURCE	SUBGROUP
51015	n/adv	outside	1832	381773	outside	hi³³	Yi_Xide	0714.35	TBL	51015	hi³³	h i ³³	STEDT/TBL	Yi (Xide)	Northern Loloish
13972	n/adv	outside	1811	381754	outside	tʃhə⁵⁵mu̵⁵⁵	Guiqiong	0714.16	TBL	13972	tʃhə⁵⁵mu̵⁵⁵	tʃh ə ⁵⁵ ◦ m u̵ ⁵⁵	STEDT/TBL	Guiqiong	Qiangic
67687	n/adv	outside	1841	381781	outside	ɔ³¹bɑ³¹	Lahu_Lancang	0714.43	TBL	67687	ɔ³¹bɑ³¹	ɔ ³¹ ◦ b ɑ ³¹	STEDT/TBL	Lahu (Lancang)	Central Loloish
2799	n/adv	outside	1805	381748	outside	ȵo³⁵	Pumi_Jiulong	0714.10	TBL	2799	ȵo³⁵	ȵ o ³⁵	STEDT/TBL	Pumi (Jiulong)	Qiangic
49194	n/adv	outside	1831	381772	outside	dzɚ³³	Nusu_Central	0714.34	TBL	49194	dzɚ³³	dz ɚ ³³	STEDT/TBL	Nusu (Central)	Northern Loloish
19350	n/adv	outside	1814	381757	outside	ʃiŋ³¹kan³¹	Jingpho	0714.19	TBL	19350	ʃiŋ³¹kan³¹	ʃ i ŋ ³¹ ◦ k a n ³¹	STEDT/TBL	Jingpho	Jingpho
85116	n/adv	outside	1851	381745	outside	tɕhi	Motuo_Menba	0714.07	TBL	85116	tɕhi	tɕh i	STEDT/TBL	Motuo Menba	Bodic
64074	n/adv	outside	1839	381779	outside	la³¹ȵi⁵⁵	Hani_Lüchun	0714.41	TBL	64074	la³¹ȵi⁵⁵	l a ³¹ ◦ ȵ i ⁵⁵	STEDT/TBL	Hani (Lüchun)	Southern Loloish
52981	n/adv	outside	1833	381774	outside	ʔi⁵⁵ɕi⁵⁵	Yi_Weishan	0714.36	TBL	52981	ʔi⁵⁵ɕi⁵⁵	ʔ i ⁵⁵ ◦ ɕ i ⁵⁵	STEDT/TBL	Yi (Weishan)	Northern Loloish
69516	n/adv	outside	1842	381782	outside	tso⁴²no⁴²	Jinuo	0714.44	TBL	69516	tso⁴²no⁴²	ts o ⁴² ◦ n o ⁴²	STEDT/TBL	Jinuo	Central Loloish
4450	n/adv	outside	1806	381749	outside	wu phji	rGyalrong_Maerkang	0714.11	TBL	4450	wu phji	w u _ ph j i	STEDT/TBL	rGyalrong (Maerkang)	rGyalrong
86815	n/adv	outside	1852	381746	outside (proximal)	khuɛj tɑ	Qiang_Mawo	0714.08	TBL	86815	khuɛj tɑ	kh u ɛ j _ t ɑ	STEDT/TBL	Qiang (Mawo)	Qiangic
86816	n/adv	outside	1852	381790	outside (distal)	ʁuɑ lɑ	Qiang_Mawo	0714.08	TBL	86816	ʁuɑ lɑ	ʁ u ɑ _ l ɑ	STEDT/TBL	Qiang (Mawo)	Qiangic
21326	n/adv	outside	1815	381789	outside	tɕhi⁵⁵lo⁵²	Tibetan_Lhasa	0714.02	TBL	21326	tɕhi⁵⁵lo⁵²	tɕh i ⁵⁵ ◦ l o ⁵²	STEDT/TBL	Tibetan (Lhasa)	Tibetan
54874	n/adv	outside	1834	381775	outside	ȵo⁵⁵bæ²¹	Yi_Nanhua	0714.37	TBL	54874	ȵo⁵⁵bæ²¹	ȵ o ⁵⁵ ◦ b æ ²¹	STEDT/TBL	Yi (Nanhua)	Northern Loloish
80159	n/adv	outside	1848	381743	outside	wɕən so	Tibetan_Alike	0714.05	TBL	80159	wɕən so	wɕ ə n _ s o	STEDT/TBL	Tibetan (Alike)	Tibetan
71360	n/adv	outside	1843	381783	outside	mu²¹ty⁵⁵	Naxi	0714.45	TBL	71360	mu²¹ty⁵⁵	m u ²¹ ◦ t y ⁵⁵	STEDT/TBL	Naxi	Naxi
6365	n/adv	outside	1807	381750	outside	phi su	Daofu	0714.12	TBL	6365	phi su	ph i _ s u	STEDT/TBL	Daofu	rGyalrongic
88751	n/adv	outside	1853	381747	outside	no⁵⁵	Pumi_Lanping	0714.09	TBL	88751	no⁵⁵	n o ⁵⁵	STEDT/TBL	Pumi (Lanping)	Qiangic
21325	n/adv	outside	1815	381740	outside	tɕhi⁵⁵	Tibetan_Lhasa	0714.02	TBL	21325	tɕhi⁵⁵	tɕh i ⁵⁵	STEDT/TBL	Tibetan (Lhasa)	Tibetan
73191	n/adv	outside	1844	381784	outside	dzæ⁵⁵kæ⁵³	Namuyi	0714.46	TBL	73191	dzæ⁵⁵kæ⁵³	dz æ ⁵⁵ ◦ k æ ⁵³	STEDT/TBL	Namuyi	Qiangic
8293	n/adv	outside	1808	381751	outside	ʁa¹³wə⁵⁵	Queyu_Xinlong	0714.13	TBL	8293	ʁa¹³wə⁵⁵	ʁ a ¹³ ◦ w ə ⁵⁵	STEDT/TBL	Queyu (Xinlong)	Qiangic
23357	n/adv	outside	1816	381758	outside	kɔ⁵⁵pɑʔ⁵⁵	Dulong	0714.20	TBL	23357	kɔ⁵⁵pɑʔ⁵⁵	k ɔ ⁵⁵ ◦ p ɑ ʔ ⁵⁵	STEDT/TBL	Dulong	Nungic
75012	n/adv	outside	1845	381785	outside	ŋa³⁵tso³³	Gazhuo	0714.47	TBL	75012	ŋa³⁵tso³³	ŋ a ³⁵ ◦ ts o ³³	STEDT/TBL	Gazhuo	Northern Loloish
58649	n/adv	outside	1836	381777	outside	tʂhɑ⁴⁴n̩⁵⁵	Yi_Sani	0714.39	TBL	58649	tʂhɑ⁴⁴n̩⁵⁵	tʂh ɑ ⁴⁴ n̩ ⁵⁵	STEDT/TBL	Yi (Sani)	Central Loloish
10129	n/adv	outside	1809	381752	outside	nu³³pi⁵⁵	Zhaba_Daofu_County	0714.14	TBL	10129	nu³³pi⁵⁵	n u ³³ ◦ p i ⁵⁵	STEDT/TBL	Zhaba (Daofu County)	Qiangic
31437	n/adv	outside	1821	381763	outside	kɑŋ⁵⁵ bɑŋ⁵⁵	Yidu	0714.25	TBL	31437	kɑŋ⁵⁵ bɑŋ⁵⁵	k ɑ ŋ ⁵⁵ _ b ɑ ŋ ⁵⁵	STEDT/TBL	Yidu	Deng
26659	n/adv	outside	1818	381760	outside	ɑ³¹bɯŋ⁵⁵	Darang_Taraon	0714.22	TBL	26659	ɑ³¹bɯŋ⁵⁵	ɑ ³¹ ◦ b ɯ ŋ ⁵⁵	STEDT/TBL	Darang [Taraon]	Deng
83287	n/adv	outside	1850	381744	outside	tɕhin⁵³	Cuona_Menba	0714.06	TBL	83287	tɕhin⁵³	tɕh i n ⁵³	STEDT/TBL	Cuona Menba	Bodic
76720	n/adv	outside	1846	381786	outside	ŋuɑ̱³³	Bai_Jianchuan	0714.48	TBL	76720	ŋuɑ̱³³	ŋ u ɑ̱ ³³	STEDT/TBL	Bai (Jianchuan)	Bai
60477	n/adv	outside	1837	381742	outside	ɕən tso	Tibetan_Xiahe	0714.04	TBL	60477	ɕən tso	ɕ ə n _ ts o	STEDT/TBL	Tibetan (Xiahe)	Tibetan
40117	n/adv	outside	1826	381741	outside	ɕhe⁵³	Tibetan_Batang	0714.03	TBL	40117	ɕhe⁵³	ɕh e ⁵³	STEDT/TBL	Tibetan (Batang)	Tibetan
28084	n/adv	outside	1819	381761	outside	ɑ³¹mphɑ³⁵xɑi⁵⁵	Kaman_Miju	0714.23	TBL	28084	ɑ³¹mphɑ³⁵xɑi⁵⁵	ɑ ³¹ m ◦ ph ɑ ³⁵ ◦ x ɑ i ⁵⁵	STEDT/TBL	Kaman [Miju]	Deng
12054	n/adv	outside	1810	381753	outside	le⁵³	Muya	0714.15	TBL	12054	le⁵³	l e ⁵³	STEDT/TBL	Muya	Qiangic
56719	n/adv	outside	1835	381776	outside	ȵe⁵⁵	Yi_Wuding	0714.38	TBL	56719	ȵe⁵⁵	ȵ e ⁵⁵	STEDT/TBL	Yi (Wuding)	Northern Loloish
25182	n/adv	outside	1817	381759	outside	di³¹tɕhiŋ⁵⁵	Nung	0714.21	TBL	25182	di³¹tɕhiŋ⁵⁵	d i ³¹ ◦ tɕh i ŋ ⁵⁵	STEDT/TBL	Nung	Nungic
62240	n/adv	outside	1838	381778	outside	bɑ³³si³³	Lisu	0714.40	TBL	62240	bɑ³³si³³	b ɑ ³³ ◦ s i ³³	STEDT/TBL	Lisu	Central Loloish
78657	n/adv	outside	1847	381787	outside	wo³⁵tha²¹	Tujia	0714.49	TBL	78657	wo³⁵tha²¹	w o ³⁵ ◦ th a ²¹	STEDT/TBL	Tujia	Tujia
29582	n/adv	outside	1820	381762	outside	a ju	Bokar	0714.24	TBL	29582	a ju	a _ j u	STEDT/TBL	Bokar	Western Tani
15636	n/adv	outside	1812	381755	outside	dʑa⁵⁵mɛ̃⁵⁵	Xumi	0714.17	TBL	15636	dʑa⁵⁵mɛ̃⁵⁵	dʑ a ⁵⁵ ◦ m ɛ̃ ∼ ⁵⁵	STEDT/TBL	Xumi	Qiangic
81729	n/adv	outside	1849	381788	outside	da³¹khlø̱⁵⁵	Karen	0714.50	TBL	81729	da³¹khlø̱⁵⁵	d a ³¹ ◦ kh l ø̱ ⁵⁵	STEDT/TBL	Karen	Karenic
#
49491		red	1831	396914	red	ȵ̥e³³	Nusu_Central	1007.34	TBL	49491	ȵ̥e³³	ȵ̥ e ³³	STEDT/TBL	Nusu (Central)	Northern Loloish
19652		red	1814	396899	red	khje³³	Jingpho	1007.19	TBL	19652	khje³³	kh j e ³³	STEDT/TBL	Jingpho	Jingpho
1142		red	1804	396881	red	dmar po	Tibetan_Written	1007.01	TBL	1142	dmar po	d m a r _ p o	STEDT/TBL	Tibetan (Written)	Tibetan
17814		red	1813	396898	red	de³³ȵi⁵³	Lyuzu	1007.18	TBL	17814	de³³ȵi⁵³	d e ³³ ◦ ȵ i ⁵³	STEDT/TBL	Lyuzu	Qiangic
83580		red	1850	396886	red	leu⁵⁵	Cuona_Menba	1007.06	TBL	83580	leu⁵⁵	l e u ⁵⁵	STEDT/TBL	Cuona Menba	Bodic
51330		red	1832	396915	red	ɑ³³n̥i³³	Yi_Xide	1007.35	TBL	51330	ɑ³³n̥i³³	ɑ ³³ ◦ n̥ i ³³	STEDT/TBL	Yi (Xide)	Northern Loloish
67980		red	1841	396923	red	ni³³	Lahu_Lancang	1007.43	TBL	67980	ni³³	n i ³³	STEDT/TBL	Lahu (Lancang)	Central Loloish
3102		red	1805	396890	red	ne³⁵tsɑ⁵⁵tsɑ¹¹	Pumi_Jiulong	1007.10	TBL	3102	ne³⁵tsɑ⁵⁵tsɑ¹¹	n e ³⁵ ◦ ts ɑ ⁵⁵ ◦ ts ɑ ¹¹	STEDT/TBL	Pumi (Jiulong)	Qiangic
85420		red	1851	396887	red	tsa lo	Motuo_Menba	1007.07	TBL	85420	tsa lo	ts a _ l o	STEDT/TBL	Motuo Menba	Bodic
66180		red	1840	396922	red	ȵi⁵⁵	Hani_Mojiang	1007.42	TBL	66180	ȵi⁵⁵	ȵ i ⁵⁵	STEDT/TBL	Hani (Mojiang)	Southern Loloish
53283		red	1833	396916	red	ʔn̩⁵⁵	Yi_Weishan	1007.36	TBL	53283	ʔn̩⁵⁵	ʔ n̩ ⁵⁵	STEDT/TBL	Yi (Weishan)	Northern Loloish
6685		red	1807	396931	red	gɛ ngi	Daofu	1007.12	TBL	6685	gɛ ngi	g ɛ _ n ◦ g i	STEDT/TBL	Daofu	rGyalrongic
69810		red	1842	396924	red	a³³nɤ⁴⁴	Jinuo	1007.44	TBL	69810	a³³nɤ⁴⁴	a ³³ ◦ n ɤ ⁴⁴	STEDT/TBL	Jinuo	Central Loloish
4746		red	1806	396891	red	kə wu rnᴇ	rGyalrong_Maerkang	1007.11	TBL	4746	kə wu rnᴇ	k ə _ w u _ r ◦ n ᴇ	STEDT/TBL	rGyalrong (Maerkang)	rGyalrong
87132		red	1852	396888	red	ɕy pu	Qiang_Mawo	1007.08	TBL	87132	ɕy pu	ɕ y _ p u	STEDT/TBL	Qiang (Mawo)	Qiangic
21644		red	1815	396882	red	maː⁵⁵po⁵⁵	Tibetan_Lhasa	1007.02	TBL	21644	maː⁵⁵po⁵⁵	m aː ⁵⁵ ◦ p o ⁵⁵	STEDT/TBL	Tibetan (Lhasa)	Tibetan
82018		red	1849	396930	red	a³¹ɣo³³	Karen	1007.50	TBL	82018	a³¹ɣo³³	a ³¹ ◦ ɣ o ³³	STEDT/TBL	Karen	Karenic
55173		red	1834	396917	red	ȵi³³	Yi_Nanhua	1007.37	TBL	55173	ȵi³³	ȵ i ³³	STEDT/TBL	Yi (Nanhua)	Northern Loloish
71670		red	1843	396925	red	xy²¹	Naxi	1007.45	TBL	71670	xy²¹	x y ²¹	STEDT/TBL	Naxi	Naxi
26945		red	1818	396902	red	ɕi⁵³	Darang_Taraon	1007.22	TBL	26945	ɕi⁵³	ɕ i ⁵³	STEDT/TBL	Darang [Taraon]	Deng
6684		red	1807	396892	red	ngi ngi	Daofu	1007.12	TBL	6684	ngi ngi	n ◦ g i _ n ◦ g i	STEDT/TBL	Daofu	rGyalrongic
23655		red	1816	396900	red	ɕɑ·ŋ⁵³	Dulong	1007.20	TBL	23655	ɕɑ·ŋ⁵³	ɕ ɑ ◦ · ŋ ⁵³	STEDT/TBL	Dulong	Nungic
40426		red	1826	396883	red	mɑ⁵⁵mɑ⁵⁵	Tibetan_Batang	1007.03	TBL	40426	mɑ⁵⁵mɑ⁵⁵	m ɑ ⁵⁵ ◦ m ɑ ⁵⁵	STEDT/TBL	Tibetan (Batang)	Tibetan
57024		red	1835	396918	red	ne¹¹	Yi_Wuding	1007.38	TBL	57024	ne¹¹	n e ¹¹	STEDT/TBL	Yi (Wuding)	Northern Loloish
73488		red	1844	396926	red	ɬuo⁵³χuo³¹	Namuyi	1007.46	TBL	73488	ɬuo⁵³χuo³¹	ɬ u o ⁵³ ◦ χ u o ³¹	STEDT/TBL	Namuyi	Qiangic
8601		red	1808	396893	red	ȵ̥e⁵⁵ȵ̥e³³	Queyu_Xinlong	1007.13	TBL	8601	ȵ̥e⁵⁵ȵ̥e³³	ȵ̥ e ⁵⁵ ◦ ȵ̥ e ³³	STEDT/TBL	Queyu (Xinlong)	Qiangic
25469		red	1817	396901	red	tsɑ⁵⁵sɯ³¹	Nung	1007.21	TBL	25469	tsɑ⁵⁵sɯ³¹	ts ɑ ⁵⁵ ◦ s ɯ ³¹	STEDT/TBL	Nung	Nungic
75305		red	1845	396927	red	ŋ²⁴	Gazhuo	1007.47	TBL	75305	ŋ²⁴	ŋ ²⁴	STEDT/TBL	Gazhuo	Northern Loloish
58947		red	1836	396919	red	n̩⁴⁴phɤ¹¹	Yi_Sani	1007.39	TBL	58947	n̩⁴⁴phɤ¹¹	n̩ ⁴⁴ ◦ ph ɤ ¹¹	STEDT/TBL	Yi (Sani)	Central Loloish
58948		red	1836	396932	red	n̩⁴⁴je¹¹	Yi_Sani	1007.39	TBL	58948	n̩⁴⁴je¹¹	n̩ ⁴⁴ ◦ j e ¹¹	STEDT/TBL	Yi (Sani)	Central Loloish
89047		red	1853	396889	red	ȵø⁵⁵	Pumi_Lanping	1007.09	TBL	89047	ȵø⁵⁵	ȵ ø ⁵⁵	STEDT/TBL	Pumi (Lanping)	Qiangic
10443		red	1809	396894	red	ȵi⁵⁵ȵi³³	Zhaba_Daofu_County	1007.14	TBL	10443	ȵi⁵⁵ȵi³³	ȵ i ⁵⁵ ◦ ȵ i ³³	STEDT/TBL	Zhaba (Daofu County)	Qiangic
77040		red	1846	396928	red	tsha̱³³	Bai_Jianchuan	1007.48	TBL	77040	tsha̱³³	tsh a̱ ³³	STEDT/TBL	Bai (Jianchuan)	Bai
60767		red	1837	396884	red	hma ro	Tibetan_Xiahe	1007.04	TBL	60767	hma ro	h m a _ r o	STEDT/TBL	Tibetan (Xiahe)	Tibetan
28373		red	1819	396903	red	kɑu⁵³sɑi³⁵	Kaman_Miju	1007.23	TBL	28373	kɑu⁵³sɑi³⁵	k ɑ u ⁵³ ◦ s ɑ i ³⁵	STEDT/TBL	Kaman [Miju]	Deng
12381		red	1810	396895	red	ni⁵⁵ni³³	Muya	1007.15	TBL	12381	ni⁵⁵ni³³	n i ⁵⁵ ◦ n i ³³	STEDT/TBL	Muya	Qiangic
29888		red	1820	396904	red	lɯŋ kaŋ	Bokar	1007.24	TBL	29888	lɯŋ kaŋ	l ɯ ŋ _ k a ŋ	STEDT/TBL	Bokar	Western Tani
62539		red	1838	396920	red	si³¹	Lisu	1007.40	TBL	62539	si³¹	s i ³¹	STEDT/TBL	Lisu	Central Loloish
78946		red	1847	396929	red	mian⁵⁵tɕie⁵⁵	Tujia	1007.49	TBL	78946	mian⁵⁵tɕie⁵⁵	m i a n ⁵⁵ ◦ tɕ i e ⁵⁵	STEDT/TBL	Tujia	Tujia
14270		red	1811	396896	red	ȵĩ⁵⁵hĩ⁵⁵	Guiqiong	1007.16	TBL	14270	ȵĩ⁵⁵hĩ⁵⁵	ȵ ĩ ∼ ⁵⁵ ◦ h ĩ ∼ ⁵⁵	STEDT/TBL	Guiqiong	Qiangic
80456		red	1848	396885	red	ɣmæ ro	Tibetan_Alike	1007.05	TBL	80456	ɣmæ ro	ɣ m æ _ r o	STEDT/TBL	Tibetan (Alike)	Tibetan
64369		red	1839	396921	red	ȵi⁵⁵	Hani_Lüchun	1007.41	TBL	64369	ȵi⁵⁵	ȵ i ⁵⁵	STEDT/TBL	Hani (Lüchun)	Southern Loloish
31725		red	1821	396905	red	ɕi⁵⁵nɑ⁵³	Yidu	1007.25	TBL	31725	ɕi⁵⁵nɑ⁵³	ɕ i ⁵⁵ ◦ n ɑ ⁵³	STEDT/TBL	Yidu	Deng
15935		red	1812	396897	red	hi³³lɪ³³lɪ⁵⁵	Xumi	1007.17	TBL	15935	hi³³lɪ³³lɪ⁵⁵	h i ³³ ◦ l ɪ ³³ ◦ l ɪ ⁵⁵	STEDT/TBL	Xumi	Qiangic
#
49191	n/adv	right	1831	381613	right	ia³³	Nusu_Central	0711.34	TBL	49191	ia³³	i a ³³	STEDT/TBL	Nusu (Central)	Northern Loloish
65879	n/adv	right	1840	381621	right	ɔ⁵⁵mɔ⁵⁵	Hani_Mojiang	0711.42	TBL	65879	ɔ⁵⁵mɔ⁵⁵	ɔ ⁵⁵ ◦ m ɔ ⁵⁵	STEDT/TBL	Hani (Mojiang)	Southern Loloish
825	n/adv	right	1804	381580	right	g -- |jas	Tibetan_Written	0711.01	TBL	825	g -- |jas	??? g   - -   | j a s	STEDT/TBL	Tibetan (Written)	Tibetan
21320	n/adv	right	1815	381581	right	jɛ⁵²	Tibetan_Lhasa	0711.02	TBL	21320	jɛ⁵²	j ɛ ⁵²	STEDT/TBL	Tibetan (Lhasa)	Tibetan
83284	n/adv	right	1850	381585	right	jɛː⁵⁵	Cuona_Menba	0711.06	TBL	83284	jɛː⁵⁵	j ɛː ⁵⁵	STEDT/TBL	Cuona Menba	Bodic
51012	n/adv	right	1832	381614	right	lɑ³⁴ʑi³³	Yi_Xide	0711.35	TBL	51012	lɑ³⁴ʑi³³	l ɑ ³⁴ ◦ ʑ i ³³	STEDT/TBL	Yi (Xide)	Northern Loloish
67684	n/adv	right	1841	381622	right	lɑ²¹ɕɑ³³	Lahu_Lancang	0711.43	TBL	67684	lɑ²¹ɕɑ³³	l ɑ ²¹ ◦ ɕ ɑ ³³	STEDT/TBL	Lahu (Lancang)	Central Loloish
60474	n/adv	right	1837	381583	right	hje	Tibetan_Xiahe	0711.04	TBL	60474	hje	h j e	STEDT/TBL	Tibetan (Xiahe)	Tibetan
2796	n/adv	right	1805	381589	right	ʑi³⁵	Pumi_Jiulong	0711.10	TBL	2796	ʑi³⁵	ʑ i ³⁵	STEDT/TBL	Pumi (Jiulong)	Qiangic
19346	n/adv	right	1814	381598	right	khʒa⁵⁵	Jingpho	0711.19	TBL	19346	khʒa⁵⁵	khʒ a ⁵⁵	STEDT/TBL	Jingpho	Jingpho
19347	n/adv	right	1814	381630	right	laʔ³¹khʒa⁵⁵	Jingpho	0711.19	TBL	19347	laʔ³¹khʒa⁵⁵	l a ʔ ³¹ ◦ khʒ a ⁵⁵	STEDT/TBL	Jingpho	Jingpho
85113	n/adv	right	1851	381586	right	la ȵuŋ	Motuo_Menba	0711.07	TBL	85113	la ȵuŋ	l a _ ȵ u ŋ	STEDT/TBL	Motuo Menba	Bodic
29579	n/adv	right	1820	381603	right	lok bik	Bokar	0711.24	TBL	29579	lok bik	l o k _ b i k	STEDT/TBL	Bokar	Western Tani
52978	n/adv	right	1833	381615	right	ʐɑ³³	Yi_Weishan	0711.36	TBL	52978	ʐɑ³³	ʐ ɑ ³³	STEDT/TBL	Yi (Weishan)	Northern Loloish
69513	n/adv	right	1842	381623	right	la³³mɔ⁵⁵	Jinuo	0711.44	TBL	69513	la³³mɔ⁵⁵	l a ³³ ◦ m ɔ ⁵⁵	STEDT/TBL	Jinuo	Central Loloish
4447	n/adv	right	1806	381590	right	kɑ cçhɑ	rGyalrong_Maerkang	0711.11	TBL	4447	kɑ cçhɑ	k ɑ _ c çh ɑ	STEDT/TBL	rGyalrong (Maerkang)	rGyalrong
86812	n/adv	right	1852	381587	right	nɑ	Qiang_Mawo	0711.08	TBL	86812	nɑ	n ɑ	STEDT/TBL	Qiang (Mawo)	Qiangic
64071	n/adv	right	1839	381620	right	dʑa³³ma⁵⁵	Hani_Lüchun	0711.41	TBL	64071	dʑa³³ma⁵⁵	dʑ a ³³ ◦ m a ⁵⁵	STEDT/TBL	Hani (Lüchun)	Southern Loloish
71357	n/adv	right	1843	381624	right	i²¹tɕy²¹	Naxi	0711.45	TBL	71357	i²¹tɕy²¹	i ²¹ ◦ tɕ y ²¹	STEDT/TBL	Naxi	Naxi
6360	n/adv	right	1807	381591	right	ʁje	Daofu	0711.12	TBL	6360	ʁje	ʁ j e	STEDT/TBL	Daofu	rGyalrongic
17508	n/adv	right	1813	381597	right	le³³tɕy⁵³	Lyuzu	0711.18	TBL	17508	le³³tɕy⁵³	l e ³³ ◦ tɕ y ⁵³	STEDT/TBL	Lyuzu	Qiangic
88748	n/adv	right	1853	381588	right	ʒe⁵⁵dʑe¹³	Pumi_Lanping	0711.09	TBL	88748	ʒe⁵⁵dʑe¹³	ʒ e ⁵⁵ ◦ dʑ e ¹³	STEDT/TBL	Pumi (Lanping)	Qiangic
40114	n/adv	right	1826	381582	right	tʂõ¹³kᴜ⁵³	Tibetan_Batang	0711.03	TBL	40114	tʂõ¹³kᴜ⁵³	tʂ õ ∼ ¹³ ◦ k ᴜ ⁵³	STEDT/TBL	Tibetan (Batang)	Tibetan
73188	n/adv	right	1844	381625	right	ja³³næ³¹	Namuyi	0711.46	TBL	73188	ja³³næ³¹	j a ³³ ◦ n æ ³¹	STEDT/TBL	Namuyi	Qiangic
8290	n/adv	right	1808	381592	right	sto⁵⁵ʁʑye⁵⁵	Queyu_Xinlong	0711.13	TBL	8290	sto⁵⁵ʁʑye⁵⁵	s ◦ t o ⁵⁵ ◦ ʁʑ y e ⁵⁵	STEDT/TBL	Queyu (Xinlong)	Qiangic
58646	n/adv	right	1836	381618	right	ɒ⁴⁴ʐɒ⁵⁵	Yi_Sani	0711.39	TBL	58646	ɒ⁴⁴ʐɒ⁵⁵	ɒ ⁴⁴ ◦ ʐ ɒ ⁵⁵	STEDT/TBL	Yi (Sani)	Central Loloish
25179	n/adv	right	1817	381600	right	lɛ³¹iɛ⁵⁵	Nung	0711.21	TBL	25179	lɛ³¹iɛ⁵⁵	l ɛ ³¹ i ɛ ⁵⁵	STEDT/TBL	Nung	Nungic
23354	n/adv	right	1816	381599	right	ɑ³¹bɹɑŋ⁵³	Dulong	0711.20	TBL	23354	ɑ³¹bɹɑŋ⁵³	ɑ ³¹ ◦ b ɹ ɑ ŋ ⁵³	STEDT/TBL	Dulong	Nungic
54869	n/adv	right	1834	381616	right	ʐo³³	Yi_Nanhua	0711.37	TBL	54869	ʐo³³	ʐ o ³³	STEDT/TBL	Yi (Nanhua)	Northern Loloish
75009	n/adv	right	1845	381626	right	la⁵³tɕho³¹pha⁵⁵	Gazhuo	0711.47	TBL	75009	la⁵³tɕho³¹pha⁵⁵	l a ⁵³ ◦ tɕh o ³¹ ◦ ph a ⁵⁵	STEDT/TBL	Gazhuo	Northern Loloish
10126	n/adv	right	1809	381593	right	ʂty⁵⁵ŋo⁵⁵	Zhaba_Daofu_County	0711.14	TBL	10126	ʂty⁵⁵ŋo⁵⁵	ʂ ◦ t y ⁵⁵ ◦ ŋ o ⁵⁵	STEDT/TBL	Zhaba (Daofu County)	Qiangic
26656	n/adv	right	1818	381601	right	tɯ³¹tɕɑ⁵⁵	Darang_Taraon	0711.22	TBL	26656	tɯ³¹tɕɑ⁵⁵	t ɯ ³¹ ◦ tɕ ɑ ⁵⁵	STEDT/TBL	Darang [Taraon]	Deng
76717	n/adv	right	1846	381627	right	tsa̱²¹	Bai_Jianchuan	0711.48	TBL	76717	tsa̱²¹	ts a̱ ²¹	STEDT/TBL	Bai (Jianchuan)	Bai
28081	n/adv	right	1819	381602	right	kɯ³¹jɑu⁵³	Kaman_Miju	0711.23	TBL	28081	kɯ³¹jɑu⁵³	k ɯ ³¹ ◦ j ɑ u ⁵³	STEDT/TBL	Kaman [Miju]	Deng
12051	n/adv	right	1810	381594	right	mi⁵⁵rɐ⁵⁵	Muya	0711.15	TBL	12051	mi⁵⁵rɐ⁵⁵	m i ⁵⁵ ◦ r ɐ ⁵⁵	STEDT/TBL	Muya	Qiangic
56716	n/adv	right	1835	381617	right	se⁵⁵	Yi_Wuding	0711.38	TBL	56716	se⁵⁵	s e ⁵⁵	STEDT/TBL	Yi (Wuding)	Northern Loloish
62237	n/adv	right	1838	381619	right	lɛ̱³¹ʑɛ̱³³	Lisu	0711.40	TBL	62237	lɛ̱³¹ʑɛ̱³³	l ɛ̱ ³¹ ◦ ʑ ɛ̱ ³³	STEDT/TBL	Lisu	Central Loloish
78654	n/adv	right	1847	381628	right	pu⁵⁵tɕie⁵⁵	Tujia	0711.49	TBL	78654	pu⁵⁵tɕie⁵⁵	p u ⁵⁵ ◦ tɕ i e ⁵⁵	STEDT/TBL	Tujia	Tujia
13969	n/adv	right	1811	381595	right	tʂuɑ̃³¹la⁵⁵	Guiqiong	0711.16	TBL	13969	tʂuɑ̃³¹la⁵⁵	tʂ u ɑ̃ ∼ ³¹ ◦ l a ⁵⁵	STEDT/TBL	Guiqiong	Qiangic
80156	n/adv	right	1848	381584	right	ɣji	Tibetan_Alike	0711.05	TBL	80156	ɣji	ɣ j i	STEDT/TBL	Tibetan (Alike)	Tibetan
31434	n/adv	right	1821	381604	right	e⁵⁵tɕɑ⁵⁵ȵu⁵⁵	Yidu	0711.25	TBL	31434	e⁵⁵tɕɑ⁵⁵ȵu⁵⁵	e ⁵⁵ ◦ tɕ ɑ ⁵⁵ ◦ ȵ u ⁵⁵	STEDT/TBL	Yidu	Deng
15633	n/adv	right	1812	381596	right	ʑæ³³ (li⁵⁵)	Xumi	0711.17	TBL	15633	ʑæ³³ (li⁵⁵)	ʑ æ ³³ _ ( l i ⁵⁵ )	STEDT/TBL	Xumi	Qiangic
81726	n/adv	right	1849	381629	right	tsȳ⁵⁵ thuɛ̱⁵⁵	Karen	0711.50	TBL	81726	tsȳ⁵⁵ thuɛ̱⁵⁵	ts ȳ ⁵⁵ _ th u ɛ̱ ⁵⁵	STEDT/TBL	Karen	Karenic
#
49476		round	1831	396016	circle / circular	ui³³	Nusu_Central	0990.34	TBL	49476	ui³³	u i ³³	STEDT/TBL	Nusu (Central)	Northern Loloish
