# Wordlist

# DATA
ID	POS	CONCEPT	LGID	RGEN	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	DOCULECT	SRCID	SRCABBR	ID_IN_SOURCE	IPA	TOKENS	SOURCE	TAXON_NAME_IN_SOURCE	SUBGROUP
9444	n	the hair (of the head)	1809	348851	hair	gu³tshɪ⁵⁵	Zhaba_Daofu_County	0075.14	TBL	9444	gu³tshɪ⁵⁵	g u ³ ◦ tsh ɪ ⁵⁵	STEDT/TBL	Zhaba (Daofu County)	Qiangic
28894	n	the hair (of the head)	1820	348861	hair	dum mɯ	Bokar	0075.24	TBL	28894	dum mɯ	d u m _ m ɯ	STEDT/TBL	Bokar	Western Tani
26020	n	the hair (of the head)	1818	348859	hair	thɯŋ³⁵	Darang_Taraon	0075.22	TBL	26020	thɯŋ³⁵	th ɯ ŋ ³⁵	STEDT/TBL	Darang [Taraon]	Deng
76049	n	the hair (of the head)	1846	348885	hair	tiə⁴²mɑ⁵⁵	Bai_Jianchuan	0075.48	TBL	76049	tiə⁴²mɑ⁵⁵	t i ə ⁴² ◦ m ɑ ⁵⁵	STEDT/TBL	Bai (Jianchuan)	Bai
27440	n	the hair (of the head)	1819	348860	hair	ɕɑm⁵⁵	Kaman_Miju	0075.23	TBL	27440	ɕɑm⁵⁵	ɕ ɑ m ⁵⁵	STEDT/TBL	Kaman [Miju]	Deng
11370	n	the hair (of the head)	1810	348852	hair	ʁɐ̱⁵³mo³³	Muya	0075.15	TBL	11370	ʁɐ̱⁵³mo³³	ʁ ɐ̱ ⁵³ ◦ m o ³³	STEDT/TBL	Muya	Qiangic
78018	n	the hair (of the head)	1847	348886	hair	sa³⁵tɕhi⁵⁵	Tujia	0075.49	TBL	78018	sa³⁵tɕhi⁵⁵	s a ³⁵ ◦ tɕh i ⁵⁵	STEDT/TBL	Tujia	Tujia
56069	n	the hair (of the head)	1835	348875	hair	u³³tshe³³	Yi_Wuding	0075.38	TBL	56069	u³³tshe³³	u ³³ ◦ tsh e ³³	STEDT/TBL	Yi (Wuding)	Northern Loloish
13301	n	the hair (of the head)	1811	348853	hair	ʐu³¹pu⁵⁵	Guiqiong	0075.16	TBL	13301	ʐu³¹pu⁵⁵	ʐ u ³¹ ◦ p u ⁵⁵	STEDT/TBL	Guiqiong	Qiangic
18691	n	the hair (of the head)	1814	348856	hair	kɑ̱̆⁵⁵|ʒa⁵⁵	Jingpho	0075.19	TBL	18691	kɑ̱̆⁵⁵|ʒa⁵⁵	k ɑ̱̆ ⁵⁵| ◦ ʒ a ⁵⁵	STEDT/TBL	Jingpho	Jingpho
30798	n	the hair (of the head)	1821	348862	hair	thoŋ⁵⁵bɹɑ⁵⁵	Yidu	0075.25	TBL	30798	thoŋ⁵⁵bɹɑ⁵⁵	th o ŋ ⁵⁵ ◦ b ɹ ɑ ⁵⁵	STEDT/TBL	Yidu	Deng
59818	n	the hair (of the head)	1837	348841	hair	htɕa	Tibetan_Xiahe	0075.04	TBL	59818	htɕa	h ◦ tɕ a	STEDT/TBL	Tibetan (Xiahe)	Tibetan
14963	n	the hair (of the head)	1812	348854	hair	ʁᴜ³³mõ⁵⁵	Xumi	0075.17	TBL	14963	ʁᴜ³³mõ⁵⁵	ʁ ᴜ ³³ ◦ m õ ∼ ⁵⁵	STEDT/TBL	Xumi	Qiangic
81090	n	the hair (of the head)	1849	348887	hair	kho³¹tθø⁵⁵	Karen	0075.50	TBL	81090	kho³¹tθø⁵⁵	kh o ³¹ ◦ tθ ø ⁵⁵	STEDT/TBL	Karen	Karenic
48540	n	the hair (of the head)	1831	348871	hair	tsha³³	Nusu_Central	0075.34	TBL	48540	tsha³³	tsh a ³³	STEDT/TBL	Nusu (Central)	Northern Loloish
65215	n	the hair (of the head)	1840	348879	hair	tshɛ⁵⁵khu⁵⁵	Hani_Mojiang	0075.42	TBL	65215	tshɛ⁵⁵khu⁵⁵	tsh ɛ ⁵⁵ ◦ kh u ⁵⁵	STEDT/TBL	Hani (Mojiang)	Southern Loloish
#
131	nbp	the hand	1804	350489	hand	lag pa	Tibetan_Written	0107.01	TBL	131	lag pa	l a g _ p a	STEDT/TBL	Tibetan (Written)	Tibetan
16865	nbp	the hand	1813	350506	hand	le³³pi⁵³	Lyuzu	0107.18	TBL	16865	le³³pi⁵³	l e ³³ ◦ p i ⁵³	STEDT/TBL	Lyuzu	Qiangic
82679	nbp	the hand	1850	350494	hand	laʔ⁵³	Cuona_Menba	0107.06	TBL	82679	laʔ⁵³	l a ʔ ⁵³	STEDT/TBL	Cuona Menba	Bodic
27472	nbp	the hand	1819	350511	hand	ɹɑ̆u⁵³	Kaman_Miju	0107.23	TBL	27472	ɹɑ̆u⁵³	ɹ ɑ̆ u ⁵³	STEDT/TBL	Kaman [Miju]	Deng
50359	nbp	the hand	1832	350523	hand	lo⁵⁵	Yi_Xide	0107.35	TBL	50359	lo⁵⁵	l o ⁵⁵	STEDT/TBL	Yi (Xide)	Northern Loloish
67074	nbp	the hand	1841	350531	hand	lɑ²¹ɕɛ³³	Lahu_Lancang	0107.43	TBL	67074	lɑ²¹ɕɛ³³	l ɑ ²¹ ◦ ɕ ɛ ³³	STEDT/TBL	Lahu (Lancang)	Central Loloish
2157	nbp	the hand	1805	350498	hand	jə¹³	Pumi_Jiulong	0107.10	TBL	2157	jə¹³	j ə ¹³	STEDT/TBL	Pumi (Jiulong)	Qiangic
2158	nbp	the hand	1805	350539	hand	ja¹³	Pumi_Jiulong	0107.10	TBL	2158	ja¹³	j a ¹³	STEDT/TBL	Pumi (Jiulong)	Qiangic
18723	nbp	the hand	1814	350507	hand	ta̱ʔ⁵⁵	Jingpho	0107.19	TBL	18723	ta̱ʔ⁵⁵	t a̱ ʔ ⁵⁵	STEDT/TBL	Jingpho	Jingpho
84457	nbp	the hand	1851	350495	hand	ga |daŋ	Motuo_Menba	0107.07	TBL	84457	ga |daŋ	g a _ |d a ŋ	STEDT/TBL	Motuo Menba	Bodic
48572	nbp	the hand	1831	350522	hand	la̱⁵³	Nusu_Central	0107.34	TBL	48572	la̱⁵³	l a̱ ⁵³	STEDT/TBL	Nusu (Central)	Northern Loloish
52353	nbp	the hand	1833	350524	hand	lɪ̱²¹phɪ̱³³	Yi_Weishan	0107.36	TBL	52353	lɪ̱²¹phɪ̱³³	l ɪ̱ ²¹ ◦ ph ɪ̱ ³³	STEDT/TBL	Yi (Weishan)	Northern Loloish
68903	nbp	the hand	1842	350532	hand	la⁵⁵pu⁴⁴	Jinuo	0107.44	TBL	68903	la⁵⁵pu⁴⁴	l a ⁵⁵ ◦ p u ⁴⁴	STEDT/TBL	Jinuo	Central Loloish
3825	nbp	the hand	1806	350499	hand	tɐ |jɐk	rGyalrong_Maerkang	0107.11	TBL	3825	tɐ |jɐk	t ɐ _ |j ɐ k	STEDT/TBL	rGyalrong (Maerkang)	rGyalrong
58037	nbp	the hand	1836	350527	hand	le²phe⁴⁴	Yi_Sani	0107.39	TBL	58037	le²phe⁴⁴	l e ² ◦ ph e ⁴⁴	STEDT/TBL	Yi (Sani)	Central Loloish
86165	nbp	the hand	1852	350496	hand	jə pɑ	Qiang_Mawo	0107.08	TBL	86165	jə pɑ	j ə _ p ɑ	STEDT/TBL	Qiang (Mawo)	Qiangic
88107	nbp	the hand	1853	350497	hand	ʒɛ¹³	Pumi_Lanping	0107.09	TBL	88107	ʒɛ¹³	ʒ ɛ ¹³	STEDT/TBL	Pumi (Lanping)	Qiangic
5681	nbp	the hand	1807	350500	hand	ɮa	Daofu	0107.12	TBL	5681	ɮa	ɮ a	STEDT/TBL	Daofu	rGyalrongic
22724	nbp	the hand	1816	350508	hand	uɹ⁵⁵	Dulong	0107.20	TBL	22724	uɹ⁵⁵	u ɹ ⁵⁵	STEDT/TBL	Dulong	Nungic
39468	nbp	the hand	1826	350491	hand	la¹³pa⁵³	Tibetan_Batang	0107.03	TBL	39468	la¹³pa⁵³	l a ¹³ ◦ p a ⁵³	STEDT/TBL	Tibetan (Batang)	Tibetan
72563	nbp	the hand	1844	350534	hand	læ³¹kæ³¹	Namuyi	0107.46	TBL	72563	læ³¹kæ³¹	l æ ³¹ ◦ k æ ³¹	STEDT/TBL	Namuyi	Qiangic
54248	nbp	the hand	1834	350525	hand	le̱²¹	Yi_Nanhua	0107.37	TBL	54248	le̱²¹	l e̱ ²¹	STEDT/TBL	Yi (Nanhua)	Northern Loloish
7660	nbp	the hand	1808	350501	hand	le⁵⁵pa⁵⁵	Queyu_Xinlong	0107.13	TBL	7660	le⁵⁵pa⁵⁵	l e ⁵⁵ ◦ p a ⁵⁵	STEDT/TBL	Queyu (Xinlong)	Qiangic
24569	nbp	the hand	1817	350509	hand	ɑ³¹vu³⁵	Nung	0107.21	TBL	24569	ɑ³¹vu³⁵	ɑ ³¹ ◦ v u ³⁵	STEDT/TBL	Nung	Nungic
74398	nbp	the hand	1845	350535	hand	la⁵³pha⁵⁵	Gazhuo	0107.47	TBL	74398	la⁵³pha⁵⁵	l a ⁵³ ◦ ph a ⁵⁵	STEDT/TBL	Gazhuo	Northern Loloish
56101	nbp	the hand	1835	350526	hand	lɑ̱⁵⁵	Yi_Wuding	0107.38	TBL	56101	lɑ̱⁵⁵	l ɑ̱ ⁵⁵	STEDT/TBL	Yi (Wuding)	Northern Loloish
9480	nbp	the hand	1809	350502	hand	ja³³pa⁵⁵	Zhaba_Daofu_County	0107.14	TBL	9480	ja³³pa⁵⁵	j a ³³ ◦ p a ⁵⁵	STEDT/TBL	Zhaba (Daofu County)	Qiangic
26052	nbp	the hand	1818	350510	hand	ɑ³¹tio⁵⁵	Darang_Taraon	0107.22	TBL	26052	ɑ³¹tio⁵⁵	ɑ ³¹ ◦ t i o ⁵⁵	STEDT/TBL	Darang [Taraon]	Deng
65248	nbp	the hand	1840	350530	hand	a³¹la³¹	Hani_Mojiang	0107.42	TBL	65248	a³¹la³¹	a ³¹ ◦ l a ³¹	STEDT/TBL	Hani (Mojiang)	Southern Loloish
76084	nbp	the hand	1846	350536	hand	sɿ³³	Bai_Jianchuan	0107.48	TBL	76084	sɿ³³	s ɿ ³³	STEDT/TBL	Bai (Jianchuan)	Bai
11403		the hand	1810	350503	hand	ɤi⁵³	Muya	0107.15	TBL	11403	ɤi⁵³	ɤ i ⁵³	STEDT/TBL	Muya	Qiangic
28928	nbp	the hand	1820	350512	hand	a lok	Bokar	0107.24	TBL	28928	a lok	a _ l o k	STEDT/TBL	Bokar	Western Tani
78050	nbp	the hand	1847	350537	hand	tɕie³⁵	Tujia	0107.49	TBL	78050	tɕie³⁵	tɕ i e ³⁵	STEDT/TBL	Tujia	Tujia
13334	nbp	the hand	1811	350504	hand	kuɔ⁵⁵	Guiqiong	0107.16	TBL	13334	kuɔ⁵⁵	k u ɔ ⁵⁵	STEDT/TBL	Guiqiong	Qiangic
79534	nbp	the hand	1848	350493	hand	lok kwæ	Tibetan_Alike	0107.05	TBL	79534	lok kwæ	l o k _ k w æ	STEDT/TBL	Tibetan (Alike)	Tibetan
63456	nbp	the hand	1839	350529	hand	a³¹la̱³¹	Hani_Lüchun	0107.41	TBL	63456	a³¹la̱³¹	a ³¹ ◦ l a̱ ³¹	STEDT/TBL	Hani (Lüchun)	Southern Loloish
30830	nbp	the hand	1821	350513	hand	kɑ³¹tio⁵³	Yidu	0107.25	TBL	30830	kɑ³¹tio⁵³	k ɑ ³¹ ◦ t i o ⁵³	STEDT/TBL	Yidu	Deng
70728	nbp	the hand	1843	350533	hand	lɑ²¹	Naxi	0107.45	TBL	70728	lɑ²¹	l ɑ ²¹	STEDT/TBL	Naxi	Naxi
14996	nbp	the hand	1812	350505	hand	li³⁵	Xumi	0107.17	TBL	14996	li³⁵	l i ³⁵	STEDT/TBL	Xumi	Qiangic
59850	nbp	the hand	1837	350492	hand	laχ kwa	Tibetan_Xiahe	0107.04	TBL	59850	laχ kwa	l a χ _ k w a	STEDT/TBL	Tibetan (Xiahe)	Tibetan
61622	nbp	the hand	1838	350528	hand	lɛ̱³¹phɛ³⁵	Lisu	0107.40	TBL	61622	lɛ̱³¹phɛ³⁵	l ɛ̱ ³¹ ◦ ph ɛ ³⁵	STEDT/TBL	Lisu	Central Loloish
81122	nbp	the hand	1849	350538	hand	tsy̱³¹de̱⁵⁵	Karen	0107.50	TBL	81122	tsy̱³¹de̱⁵⁵	ts y̱ ³¹ ◦ d e̱ ⁵⁵	STEDT/TBL	Karen	Karenic
20600	nbp	the hand	1815	350490	hand	lak¹³pa⁵⁵	Tibetan_Lhasa	0107.02	TBL	20600	lak¹³pa⁵⁵	l a k ¹³ ◦ p a ⁵⁵	STEDT/TBL	Tibetan (Lhasa)	Tibetan
#
91	n	the head	1804	348782	head	mgo	Tibetan_Written	0074.01	TBL	91	mgo	m ◦ g o	STEDT/TBL	Tibetan (Written)	Tibetan
82646	n	the head	1850	348787	head	kɔk³⁵theʔ⁵³	Cuona_Menba	0074.06	TBL	82646	kɔk³⁵theʔ⁵³	k ɔ k ³⁵ ◦ th e ʔ ⁵³	STEDT/TBL	Cuona Menba	Bodic
18690	n	the head	1814	348800	head	po³³	Jingpho	0074.19	TBL	18690	po³³	p o ³³	STEDT/TBL	Jingpho	Jingpho
84423	n	the head	1851	348788	head	ɕa raŋ	Motuo_Menba	0074.07	TBL	84423	ɕa raŋ	ɕ a _ r a ŋ	STEDT/TBL	Motuo Menba	Bodic
52320	n	the head	1833	348817	head	ʔy²¹dy⁵⁵	Yi_Weishan	0074.36	TBL	52320	ʔy²¹dy⁵⁵	ʔ y ²¹ ◦ d y ⁵⁵	STEDT/TBL	Yi (Weishan)	Northern Loloish
16832	n	the head	1813	348799	head	wu³³li⁵³	Lyuzu	0074.18	TBL	16832	wu³³li⁵³	w u ³³ ◦ l i ⁵³	STEDT/TBL	Lyuzu	Qiangic
68870	n	the head	1842	348825	head	vu⁴⁴ khɛ⁴⁴	Jinuo	0074.44	TBL	68870	vu⁴⁴ khɛ⁴⁴	v u ⁴⁴ _ kh ɛ ⁴⁴	STEDT/TBL	Jinuo	Central Loloish
3792	n	the head	1806	348792	head	tɑ ko	rGyalrong_Maerkang	0074.11	TBL	3792	tɑ ko	t ɑ _ k o	STEDT/TBL	rGyalrong (Maerkang)	rGyalrong
50321	n	the head	1832	348816	head	o³³	Yi_Xide	0074.35	TBL	50321	o³³	o ³³	STEDT/TBL	Yi (Xide)	Northern Loloish
88074	n	the head	1853	348790	head	qho⁵⁵	Pumi_Lanping	0074.09	TBL	88074	qho⁵⁵	qh o ⁵⁵	STEDT/TBL	Pumi (Lanping)	Qiangic
54214	n	the head	1834	348818	head	u⁵⁵də³³	Yi_Nanhua	0074.37	TBL	54214	u⁵⁵də³³	u ⁵⁵ ◦ d ə ³³	STEDT/TBL	Yi (Nanhua)	Northern Loloish
70693	n	the head	1843	348826	head	kv̩³³	Naxi	0074.45	TBL	70693	kv̩³³	k v̩ ³³	STEDT/TBL	Naxi	Naxi
70694	n	the head	1843	348837	head	ku³³|ly³³	Naxi	0074.45	TBL	70694	ku³³|ly³³	k u ³³| ◦ l y ³³	STEDT/TBL	Naxi	Naxi
63423	n	the head	1839	348822	head	u³¹du³¹	Hani_Lüchun	0074.41	TBL	63423	u³¹du³¹	u ³¹ ◦ d u ³¹	STEDT/TBL	Hani (Lüchun)	Southern Loloish
5645	n	the head	1807	348793	head	ʁə	Daofu	0074.12	TBL	5645	ʁə	ʁ ə	STEDT/TBL	Daofu	rGyalrongic
22685	n	the head	1816	348801	head	ɑ³¹pɛʔ⁵⁵	Dulong	0074.20	TBL	22685	ɑ³¹pɛʔ⁵⁵	ɑ ³¹ ◦ p ɛ ʔ ⁵⁵	STEDT/TBL	Dulong	Nungic
22686	n	the head	1816	348833	head	ɑŋ⁵⁵u⁵⁵	Dulong	0074.20	TBL	22686	ɑŋ⁵⁵u⁵⁵	ɑ ŋ ⁵⁵ u ⁵⁵	STEDT/TBL	Dulong	Nungic
22687	n	the head	1816	348834	head	u⁵⁵	Dulong	0074.20	TBL	22687	u⁵⁵	u ⁵⁵	STEDT/TBL	Dulong	Nungic
39435	n	the head	1826	348784	head	ŋgᴜ⁵³	Tibetan_Batang	0074.03	TBL	39435	ŋgᴜ⁵³	ŋ ◦ g ᴜ ⁵³	STEDT/TBL	Tibetan (Batang)	Tibetan
56068	n	the head	1835	348819	head	u³³	Yi_Wuding	0074.38	TBL	56068	u³³	u ³³	STEDT/TBL	Yi (Wuding)	Northern Loloish
72527	n	the head	1844	348827	head	ʁuo⁵³əʴ³¹ ( lu̵³¹ )	Namuyi	0074.46	TBL	72527	ʁuo⁵³əʴ³¹ ( lu̵³¹ )	ʁ u o ⁵³ əʴ ³¹ _ ( _ l u̵ ³¹ _ )	STEDT/TBL	Namuyi	Qiangic
50322	n	the head	1832	348836	head	i³³tɕhi³³	Yi_Xide	0074.35	TBL	50322	i³³tɕhi³³	i ³³ ◦ tɕh i ³³	STEDT/TBL	Yi (Xide)	Northern Loloish
24536	n	the head	1817	348802	head	ɑ³¹phuŋ⁵⁵	Nung	0074.21	TBL	24536	ɑ³¹phuŋ⁵⁵	ɑ ³¹ ◦ ph u ŋ ⁵⁵	STEDT/TBL	Nung	Nungic
20561	n	the head	1815	348783	head	ko¹³	Tibetan_Lhasa	0074.02	TBL	20561	ko¹³	k o ¹³	STEDT/TBL	Tibetan (Lhasa)	Tibetan
30797	n	the head	1821	348806	head	e⁵⁵ko⁵⁵ɹɑ⁵⁵	Yidu	0074.25	TBL	30797	e⁵⁵ko⁵⁵ɹɑ⁵⁵	e ⁵⁵ ◦ k o ⁵⁵ ◦ ɹ ɑ ⁵⁵	STEDT/TBL	Yidu	Deng
74365	n	the head	1845	348828	head	ji³¹tsɿ³³	Gazhuo	0074.47	TBL	74365	ji³¹tsɿ³³	j i ³¹ ◦ ts ɿ ³³	STEDT/TBL	Gazhuo	Northern Loloish
58004	n	the head	1836	348820	head	o⁵⁵qo¹¹	Yi_Sani	0074.39	TBL	58004	o⁵⁵qo¹¹	o ⁵⁵ ◦ q o ¹¹	STEDT/TBL	Yi (Sani)	Central Loloish
67041	n	the head	1841	348824	head	o³⁵qo¹¹	Lahu_Lancang	0074.43	TBL	67041	o³⁵qo¹¹	o ³⁵ ◦ q o ¹¹	STEDT/TBL	Lahu (Lancang)	Central Loloish
9442	n	the head	1809	348795	head	gu¹³	Zhaba_Daofu_County	0074.14	TBL	9442	gu¹³	g u ¹³	STEDT/TBL	Zhaba (Daofu County)	Qiangic
9443	n	the head	1809	348832	head	gu³³po⁵⁵lo³³	Zhaba_Daofu_County	0074.14	TBL	9443	gu³³po⁵⁵lo³³	g u ³³ ◦ p o ⁵⁵ ◦ l o ³³	STEDT/TBL	Zhaba (Daofu County)	Qiangic
26019	n	the head	1818	348803	head	kɹu⁵³	Darang_Taraon	0074.22	TBL	26019	kɹu⁵³	k ɹ u ⁵³	STEDT/TBL	Darang [Taraon]	Deng
81089	n	the head	1849	348831	head	kho³¹tθa̱³¹	Karen	0074.50	TBL	81089	kho³¹tθa̱³¹	kh o ³¹ ◦ tθ a̱ ³¹	STEDT/TBL	Karen	Karenic
76048	n	the head	1846	348829	head	tiə⁴²po⁴²	Bai_Jianchuan	0074.48	TBL	76048	tiə⁴²po⁴²	t i ə ⁴² ◦ p o ⁴²	STEDT/TBL	Bai (Jianchuan)	Bai
27439	n	the head	1819	348804	head	kɯu⁵³	Kaman_Miju	0074.23	TBL	27439	kɯu⁵³	k ɯ u ⁵³	STEDT/TBL	Kaman [Miju]	Deng
11369	n	the head	1810	348796	head	ʁɐ̱⁵³lø³³	Muya	0074.15	TBL	11369	ʁɐ̱⁵³lø³³	ʁ ɐ̱ ⁵³ ◦ l ø ³³	STEDT/TBL	Muya	Qiangic
78017	n	the head	1847	348830	head	kho⁵⁵pa⁵⁵	Tujia	0074.49	TBL	78017	kho⁵⁵pa⁵⁵	kh o ⁵⁵ ◦ p a ⁵⁵	STEDT/TBL	Tujia	Tujia
28893	n	the head	1820	348805	head	dum pɯr	Bokar	0074.24	TBL	28893	dum pɯr	d u m _ p ɯ r	STEDT/TBL	Bokar	Western Tani
13300	n	the head	1811	348797	head	wã³¹jɛ̃⁵⁵	Guiqiong	0074.16	TBL	13300	wã³¹jɛ̃⁵⁵	w ã ∼ ³¹ ◦ j ɛ̃ ∼ ⁵⁵	STEDT/TBL	Guiqiong	Qiangic
79501	n	the head	1848	348786	head	ngo	Tibetan_Alike	0074.05	TBL	79501	ngo	n ◦ g o	STEDT/TBL	Tibetan (Alike)	Tibetan
86130	n	the head	1852	348789	head	qə pɑtʂ	Qiang_Mawo	0074.08	TBL	86130	qə pɑtʂ	q ə _ p ɑ tʂ	STEDT/TBL	Qiang (Mawo)	Qiangic
61588	n	the head	1838	348821	head	o⁵⁵du̱³³	Lisu	0074.40	TBL	61588	o⁵⁵du̱³³	o ⁵⁵ ◦ d u̱ ³³	STEDT/TBL	Lisu	Central Loloish
2124	n	the head	1805	348791	head	qhuo⁵⁵	Pumi_Jiulong	0074.10	TBL	2124	qhuo⁵⁵	qh u o ⁵⁵	STEDT/TBL	Pumi (Jiulong)	Qiangic
59817	n	the head	1837	348785	head	ngo tə	Tibetan_Xiahe	0074.04	TBL	59817	ngo tə	n ◦ g o _ t ə	STEDT/TBL	Tibetan (Xiahe)	Tibetan
14962	n	the head	1812	348798	head	ʁᴜ³³qhᴜ³³lu⁵³	Xumi	0074.17	TBL	14962	ʁᴜ³³qhᴜ³³lu⁵³	ʁ ᴜ ³³ ◦ qh ᴜ ³³ ◦ l u ⁵³	STEDT/TBL	Xumi	Qiangic
48539	n	the head	1831	348815	head	u³¹phu⁵⁵	Nusu_Central	0074.34	TBL	48539	u³¹phu⁵⁵	u ³¹ ◦ ph u ⁵⁵	STEDT/TBL	Nusu (Central)	Northern Loloish
7625	n	the head	1808	348794	head	qho⁵⁵	Queyu_Xinlong	0074.13	TBL	7625	qho⁵⁵	qh o ⁵⁵	STEDT/TBL	Queyu (Xinlong)	Qiangic
65214	n	the head	1840	348823	head	v̩³¹tv̩³¹	Hani_Mojiang	0074.42	TBL	65214	v̩³¹tv̩³¹	v̩ ³¹ ◦ t v̩ ³¹	STEDT/TBL	Hani (Mojiang)	Southern Loloish
#
174	n	the heart	1804	352385	heart	sȵiŋ	Tibetan_Written	0144.01	TBL	174	sȵiŋ	s ȵ i ŋ	STEDT/TBL	Tibetan (Written)	Tibetan
16902	n	the heart	1813	352402	heart	ti⁵³mi⁵³	Lyuzu	0144.18	TBL	16902	ti⁵³mi⁵³	t i ⁵³ ◦ m i ⁵³	STEDT/TBL	Lyuzu	Qiangic
82716	n	the heart	1850	352390	heart	niŋ⁵⁵	Cuona_Menba	0144.06	TBL	82716	niŋ⁵⁵	n i ŋ ⁵⁵	STEDT/TBL	Cuona Menba	Bodic
50396	n	the heart	1832	352419	heart	he³³mɑ⁵⁵	Yi_Xide	0144.35	TBL	50396	he³³mɑ⁵⁵	h e ³³ ◦ m ɑ ⁵⁵	STEDT/TBL	Yi (Xide)	Northern Loloish
67111	n	the heart	1841	352427	heart	ni³³mɑ³³ɕi¹¹	Lahu_Lancang	0144.43	TBL	67111	ni³³mɑ³³ɕi¹¹	n i ³³ ◦ m ɑ ³³ ◦ ɕ i ¹¹	STEDT/TBL	Lahu (Lancang)	Central Loloish
2195	n	the heart	1805	352394	heart	xuə⁵⁵	Pumi_Jiulong	0144.10	TBL	2195	xuə⁵⁵	x u ə ⁵⁵	STEDT/TBL	Pumi (Jiulong)	Qiangic
84494	n	the heart	1851	352391	heart	thiŋ lom	Motuo_Menba	0144.07	TBL	84494	thiŋ lom	th i ŋ _ l o m	STEDT/TBL	Motuo Menba	Bodic
52392	n	the heart	1833	352420	heart	ʔm̩̱²¹mɑ²¹	Yi_Weishan	0144.36	TBL	52392	ʔm̩̱²¹mɑ²¹	ʔ m̩̱ ²¹ ◦ m ɑ ²¹	STEDT/TBL	Yi (Weishan)	Northern Loloish
68940	n	the heart	1842	352428	heart	nɤ⁴²sɤ⁴⁴	Jinuo	0144.44	TBL	68940	nɤ⁴²sɤ⁴⁴	n ɤ ⁴² ◦ s ɤ ⁴⁴	STEDT/TBL	Jinuo	Central Loloish
3862	n	the heart	1806	352395	heart	tə ʃnᴇ	rGyalrong_Maerkang	0144.11	TBL	3862	tə ʃnᴇ	t ə _ ʃ n ᴇ	STEDT/TBL	rGyalrong (Maerkang)	rGyalrong
20644	n	the heart	1815	352386	heart	ȵiŋ⁵⁵	Tibetan_Lhasa	0144.02	TBL	20644	ȵiŋ⁵⁵	ȵ i ŋ ⁵⁵	STEDT/TBL	Tibetan (Lhasa)	Tibetan
86204	n	the heart	1852	352392	heart	ɕtɕɪj miɛ	Qiang_Mawo	0144.08	TBL	86204	ɕtɕɪj miɛ	ɕ ◦ tɕ ɪ j _ m i ɛ	STEDT/TBL	Qiang (Mawo)	Qiangic
54287	n	the heart	1834	352421	heart	ȵi̱⁵³mo³³	Yi_Nanhua	0144.37	TBL	54287	ȵi̱⁵³mo³³	ȵ i̱ ⁵³ ◦ m o ³³	STEDT/TBL	Yi (Nanhua)	Northern Loloish
70768	n	the heart	1843	352429	heart	nv̩⁵⁵me³³	Naxi	0144.45	TBL	70768	nv̩⁵⁵me³³	n v̩ ⁵⁵ ◦ m e ³³	STEDT/TBL	Naxi	Naxi
5719	n	the heart	1807	352396	heart	zjar	Daofu	0144.12	TBL	5719	zjar	z j a r	STEDT/TBL	Daofu	rGyalrongic
88149	n	the heart	1853	352393	heart	skhyɛ⁵⁵	Pumi_Lanping	0144.09	TBL	88149	skhyɛ⁵⁵	s ◦ kh y ɛ ⁵⁵	STEDT/TBL	Pumi (Lanping)	Qiangic
39505	n	the heart	1826	352387	heart	ȵĩ⁵⁵	Tibetan_Batang	0144.03	TBL	39505	ȵĩ⁵⁵	ȵ ĩ ∼ ⁵⁵	STEDT/TBL	Tibetan (Batang)	Tibetan
56138	n	the heart	1835	352422	heart	ȵi̱²mu̱²	Yi_Wuding	0144.38	TBL	56138	ȵi̱²mu̱²	ȵ i̱ ² ◦ m u̱ ²	STEDT/TBL	Yi (Wuding)	Northern Loloish
72601	n	the heart	1844	352430	heart	ȵi³³mi⁵⁵	Namuyi	0144.46	TBL	72601	ȵi³³mi⁵⁵	ȵ i ³³ ◦ m i ⁵⁵	STEDT/TBL	Namuyi	Qiangic
61659	n	the heart	1838	352424	heart	ni³⁵mɑ³³	Lisu	0144.40	TBL	61659	ni³⁵mɑ³³	n i ³⁵ ◦ m ɑ ³³	STEDT/TBL	Lisu	Central Loloish
7697	n	the heart	1808	352397	heart	sme⁵⁵rmi³³	Queyu_Xinlong	0144.13	TBL	7697	sme⁵⁵rmi³³	s m e ⁵⁵ r ◦ m i ³³	STEDT/TBL	Queyu (Xinlong)	Qiangic
24606	n	the heart	1817	352405	heart	ȵi³¹ɹɯm³¹	Nung	0144.21	TBL	24606	ȵi³¹ɹɯm³¹	ȵ i ³¹ ◦ ɹ ɯ m ³¹	STEDT/TBL	Nung	Nungic
74435	n	the heart	1845	352431	heart	si³³tsa³²³	Gazhuo	0144.47	TBL	74435	si³³tsa³²³	s i ³³ ◦ ts a ³²³	STEDT/TBL	Gazhuo	Northern Loloish
58074	n	the heart	1836	352423	heart	n̩⁴⁴mɑ³³	Yi_Sani	0144.39	TBL	58074	n̩⁴⁴mɑ³³	n̩ ⁴⁴ ◦ m ɑ ³³	STEDT/TBL	Yi (Sani)	Central Loloish
13371	n	the heart	1811	352400	heart	tɔ̃³¹jɔ̃⁵⁵	Guiqiong	0144.16	TBL	13371	tɔ̃³¹jɔ̃⁵⁵	t ɔ̃ ∼ ³¹ ◦ j ɔ̃ ∼ ⁵⁵	STEDT/TBL	Guiqiong	Qiangic
