lexicon.rn	analysis	user_an	other_an	lexicon.reflex	lexicon.gloss	lexicon.gfn	languagenames.lgid	languagenames.language	languagegroups.grpid	languagegroups.grpno	languagegroups.grp	citation	languagenames.srcabbr	lexicon.srcid	lexicon.semkey	chapters.chaptertitle	num_notes
222773				dʑe oː	blue		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	839.51	9.4	Colors	0
222926				dʑe oː	green		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	842.51	9.4	Colors	0
224558				dʑi dʑa	true		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	874.51	9.6.1.1	Positive Qualities	0
231086				dʑi dʑaː	certainly		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	1002.51	7.2	Epistemics	0
219356	6358			dʑit	melt		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	772.51	9.5	Change of state	0
193601	372,s			dʑiː◦pa	sinew		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	267.51	1.6.6.1	Sinew/Tendon/Ligament	0
210176	6363			dʑoŋ	carry on a pole (two people)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	592.51	6.2.2.2.1	Carry	0
224099	6205			dʑu dʑaŋ|	wet		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	865.51	6.6	Verbs requiring liquids	0
209207				dʑuk	run		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	573.51	6.7.4	Regular, Cyclic, Smoothly	0
219407				dʑur	change / transform		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	773.51	9.5	Change of state	0
211145	5539			dʑuː	milk	v	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	611.51			0
206759			5:b	dʑɛ kap	country / nation		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	525.51	9.10.3	Governable units (towns, parts of towns)	 2
199160	p,2256			e tɕe	clothes		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	376.51	5.11.8.2.1	Clothes (general)	0
202118				en taː	mill		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	434.51	3.1.10	Verbs involving plants	0
194366	576			eː	excrement		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	282.51	1.8.5	Feces/Shit/Dung/Filth/Excrement	0
204005	576			eː	dung / manure		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	471.51	1.8.5	Feces/Shit/Dung/Filth/Excrement	0
203291				gam	trunk / box		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	457.51	1.4.1	Torso/Trunk	0
207269	2231			gam	bite		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	535.51	1.3.4.4	Bite/Hold in Mouth	0
220121	2231			gam	sting	v	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	787.51	2.4.2	Sting	0
214052				gap tɕiŋ	hide	v.t.	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	668.51	1.6.5.1	Hide/Leather	0
210635	6323			gaː	cut		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	601.51	6.9.3	Chop, slice	0
199823				ge dʑen	silk (cloth)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	389.51	5.1	Waste products	0
195896			5:bTibetan	ge gen	teacher		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	312.51	6.19	Social action	0
202322				ge tɕaː	lock		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	438.51	1.2.3	Hair of Head	0
195590				gen poː	official		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	306.51	5.8	Religion	0
209411				get	fall (down)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	577.51	6.1.1.4.2	Fall	0
214358	1646			geː	want		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	674.51	8.3.1.14.3	Desirable	0
223436				gi	thin (of people)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	852.51	9.7.2	Verbs referring to size/shape	0
185543				go daː	bovine		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	109.51	2.1.2	Bovine	0
198038			5:b	go dʑuŋ	window		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	354.51	5.11.9.3	Parts of the structure	0
208085	6316,m			gok bom	grip / hold		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	551.51	6.16	Holding	0
206045	6324			gom	language		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	511.51	5.8	Religion	0
218744				gom get laː	collapse		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	760.51	9.5	Change of state	0
195386	6324,6449			gom maŋ	mute		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	302.51	1.5.3.2	Five	0
198497			5:bTibetan	gom pa	temple		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	363.51	1.2.5.1	Forehead/Temples	0
228944	6326			gop	handspan		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	960.51	1.5.9.4	Span/Handspan	0
215327				goŋ	return	v.t.	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	693.51	6.2.2.1	Assorted action verbs	0
190541				gu jiŋ	cabbage (Chinese)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	207.51	3.1.5.1	Leafy vegetables	0
208850				gu mɯ	kneel		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	566.51	1.5.8.4.1	Knee-deep	0
192734	6327,1327			gur bɯŋ	shoulder		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	250.51	1.4.3	Shoulder	0
195131				guŋ ȵiŋ	enemy		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	297.51	4.2.6	Military roles	0
215837				guː	divide		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	703.51	6.10.4	Intentional separation - Sort	0
209309	6339			gə:	carry on back		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	575.51	6.2.2.2.1	Carry	0
209462				gɛː	crawl		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	578.51	6.7.9	Manner is primary	0
215378	m,2158			gɯ biː	give / send / deliver		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	694.51	6.23	Giving	0
216041				gɯ tum raː	encounter / meet		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	707.51	6.13.4	Mix	0
223640				gɯr jit	turbid / muddy		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	856.51	6.6	Verbs requiring liquids	0
218897				gɯr; dʑir	rotate / spin		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	763.51	6.7.6	Circularly	0
180749				ha təŋ	hail		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	15.51	3.2.1	Weather and seasons	0
183095	454,476			ham paŋ	edge		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	61.51	9.2.7	Extent	0
212165	3515,m			ham pɯ	dry (clothes) near fire		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	631.51	6.6	Verbs requiring liquids	0
230831				haː dʑa	very		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	997.51	7.1.2.2	Degree	0
209717	6664,m			hu ru	wake up		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	583.51	1.1.4	Wake/Conscious/Alert	0
202169				huŋ ŋi	pestle		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	435.51	5.5	Cooking Implements	0
223181				həi	beautiful		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	847.51	7.1.3	Human qualities and appearance	0
230219				hɯː	who		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	985.51	10.5.3	WH words	0
200333	p,6299			i din	meat / flesh		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	399.51	1.1.1.1	Flesh/Meat	0
190490				i dʑoː	vegetable		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	206.51	3.1.2	Plant parts and types	0
193346	m,3331			i jin	buttocks		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	262.51	1.4.10	Buttocks/Rump	0
186053	p,1764			i kiː	dog		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	119.51	2.1.11	Canine	0
224762				i po	easy		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	878.51	9.6.1.1	Positive Qualities	0
220427				i rop	begin		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	793.51	9.5	Change of state	0
211859				i ten biː	correct / change		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	625.51	8.3.3.9	Correct	0
208238				i tɕum	wring (e.g. wet cloth)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	554.51	6.7.6	Circularly	0
180494	m,189			i ɕi	water		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	10.51	3.2.3	Water and other liquids	0
194417	p,650			i ɕiː	urine		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	283.51	1.8.4	Urine/Piss	0
209768	6573,m			i; mo	do		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	584.51	6.1.1.1	To do/act	0
209156	6347			in	walk		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	572.51	6.7.4	Regular, Cyclic, Smoothly	0
217622	6347			in	go		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	738.51	6.7.2	Outward	0
217673	6347			in	return / go back		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	739.51	6.2.2.1	Assorted action verbs	0
211196	6347,m			in gəː	lead (animal)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	612.51	6.2.2.1	Assorted action verbs	0
217826	6347,m			in pe	pass by		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	742.51	6.7.10	Move with something else	0
201761	2411			iː	bow (weapon)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	427.51	5.15	War and violence	0
183146				ja	time		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	62.51	9.1.5	Other Intervals	0
204872				ja lə	interest	n	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	488.51	8.3.2.6.1	Admire	0
206708	6349			ja |lo	soul / spirit		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	524.51	1.10	Mind	0
207371	629			jak	lick		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	537.51	1.3.3.1	Lick	0
197987	6563,m			jap go	door		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	353.51	5.11.9.3	Parts of the structure	0
220376	6353,m			jaŋ nə	rot / spoil		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	792.51	3.1.10	Verbs involving plants	0
194927				jaŋ paŋ	young man		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	293.51	7.1.8.3	Neutral term	0
189317				jaː	bamboo		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	183.51	3.1.1	Names of trees and shrubs	0
200792				jaː	ax		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	408.51	5.11.5.3	Cutting/Boring	0
221243				jaːro	long		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	809.51	9.7.2	Verbs referring to size/shape	0
221090				jer kiː	pointed		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	806.51	6.2.2.2	Move an object	0
208136	6564			jet	twist together		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	552.51	6.7.6	Circularly	0
225680	1830			jet	full / satiated		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	896.51	1.1.3.2	Satiated/Full/Enough	0
205229				ji kə	word / character		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	495.51	8.5.10.2	Garrulosity, verbosity	0
208595				ji tɕin	reach out(hand)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	561.51	6.21	Acquisitions	0
193907	1390			jin	liver		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	273.51	1.7.3	Liver	0
216194	6642			jit	hit / beat		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	710.51	6.8	Striking, hitting verbs	0
212216	6657			jiː	warm (oneself) near fire		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	632.51	7.1.2.3	Temperature	0
203189				jiː pam	bed		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	455.51	1.5.3.2	Five	0
192428	632,2813			jiː tɕuŋ	tooth		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	244.51	1.3.4	Tooth	0
225119				jiːpoː	warm		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	885.51	7.1.2.3	Temperature	0
231188	6679			jo	don't		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	1004.51	10.4.2.1	Mood	0
202730	6571			jok |tɕik	chopper		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	446.51	6.9.3	Chop, slice	0
207575	m,6451			jom mit	swallow	v.i.	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	541.51	1.3.5.6	Swallow	0
209666	127			jup	sleep		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	582.51	1.1.4.1	Sleep/Be asleep	0
184778				jup ken	day, first of month		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	94.51	1.5.3.2	Five	0
185084				jup kɛː	day, twentieth of month		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	100.51	1.5.3.2	Five	0
206453	127,126			jup moŋ	dream		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	519.51	1.1.4.2	Dream	0
184880	m,1306			jup ŋo	day, fifth of month		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	96.51	1.5.3.2	Five	0
185033	m,p,6168,m,m			jup ɯ jɯŋ la kɯ	day, sixteenth of month		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	99.51	1.5.3.2	Five	0
184982	m,p,6168,m,1306			jup ɯ jɯŋ la ŋo	day, fifteenth of month		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	98.51	1.5.3.2	Five	0
184931	m,p,6168,m			jup ɯ jɯŋ la◦ken	day, eleventh of month		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	97.51	1.5.3.2	Five	0
184829	m,2666			jup ɦum	day, third of month		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	95.51	1.5.3.2	Five	0
185135	m,2666,6168			jup ɦum jɯŋ	day, thirtieth of month		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	101.51	1.5.3.2	Five	0
203648			5:bTibetan	jəŋ la	candle		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	464.51	5.11.5.5	Tools pertaining to fire	0
185441				ka juŋ	past, in the		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	107.51	9.1.5	Other Intervals	0
202526				ka maː	lid		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	442.51	5.1	Waste products	0
182942				ka mɯk	underneath	n	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	58.51	9.2.2	Down	0
223538				ka naŋ	dirty		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	854.51	3.2.11	Ground/Earth/Soil/Dirt	0
224915				ka tak	tight		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	881.51	7.1.5.1	General - form	0
218183				kam; loː	dry in the sun		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	749.51	6.6	Verbs requiring liquids	0
216602	1103			kap	weep		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	718.51	1.8.8.2	Cry/Weep	0
199670	2128,m			kar puː	mat		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	386.51	5.11.9.4	Furnishings	0
198140				kar ɕɯ	lime		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	356.51	3.1.5	Fruits and vegetables	0
197885				kaː	pole		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	351.51	9.7.1	Shape and size	0
210941				kaː	graze	v.t.	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	607.51			0
225323	229,m			kaː tɕak	bitter		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	889.51	7.1.4.4	Taste	0
222875				kaː◦jaŋ	black		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	841.51	9.4	Colors	0
200384				ke taː	dish		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	400.51	5.5	Cooking Implements	0
184625	m,6432			ken loː	day before yesterday		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	91.51	1.5.3.2	Five	0
216245	6705,m			ket ȵɛː	escape		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	711.51	6.7.2	Outward	0
225731	104			kin |noŋ	hungry		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	897.51	1.1.3	Hungry	0
193244	2125,2111			kiː poŋ	belly		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	260.51	1.4.7	Belly/Abdomen	0
223997				ko lɛː	slow		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	863.51	9.6.2.1	Negative Qualities	0
230729				ko lɛː	slowly		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	995.51	9.1.1	Adverbial uses	0
226853	6204			ko noŋ|	nine		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	919.51	9.9	Numbers and numeric expression	0
198650				ko rə	vegetable garden		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	366.51	3.1.2	Plant parts and types	0
209054	6384,m			kor boŋ	step / pass over (ditch)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	570.51	6.7.4	Regular, Cyclic, Smoothly	0
217775	6384,m			kor boŋ	cross (river)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	741.51	6.7.10	Move with something else	0
221141			5:bTibetan	korkor	round		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	807.51	9.7.1	Shape and size	0
206912	6373			koŋ	look		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	528.51	1.2.6.11	Behold	0
197936				koŋ kor	beam		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	352.51	5.11.9	Dwellings	0
206963	6373,m			koŋ poŋ	see		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	529.51	1.2.6.10	See/Look	0
210431	2325			koː	dig		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	597.51	6.11	Digging, excavation	0
212930				koː	put on / wear		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	646.51	6.17	Putting	0
229760				koː	he / she		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	976.51	4.1	Pronouns	0
183452	m,2501			koː ȵiŋ	year before last		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	68.51	9.1.2	Months and Years	0
201455				ku pɛː	thread		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	421.51	5.11.6	Textile	0
186818	6411			ku |buŋ	rat / mouse		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	134.51	2.1.1	Rodents	0
224456	6228			kum tɕi	early		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	872.51	9.1.1	Adverbial uses	0
207065	m,6667			kup ko	open (general term)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	531.51	6.2.2.6.1	Open	0
203138				kup tɕaː	stool		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	454.51	5.11.9.4	Furnishings	0
185798	5357			kuru	donkey		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	114.51	2.1.7	Equine	0
225221	6406,m			kuː tɕup	sour		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	887.51	7.1.4.4	Taste	0
215990	m,5577			kə jaŋ	wait		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	706.51	6.1.1.6	Wait	0
222518				kə nə	dark		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	834.51	9.4	Colors	0
223232				kə ru	ugly		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	848.51	7.1.3	Human qualities and appearance	0
181565				kə te	earth		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	31.51	3.2.11	Ground/Earth/Soil/Dirt	0
216296				kər	chase / run after		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	712.51	6.7.10	Move with something else	0
216347				kər	drive away		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	713.51	6.7.10	Move with something else	0
211961	6408,6378			kəŋ; keː	cook / boil (rice)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	627.51	5.5	Cooking Implements	0
206096				kɛː	voice		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	512.51	8.5.5	Sounds	0
227414				kɛː	twenty		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	930.51	9.9	Numbers and numeric expression	0
227465	m,p,6383			kɛː a ken	twenty-one		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	931.51	9.9	Numbers and numeric expression	0
213746				kɛːpen	untie		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	662.51	6.13.1	Tying	0
227669	2621,6168			kɯ jɯŋ	sixty		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	935.51	9.9	Numbers and numeric expression	0
226751	2505			kɯ nɯ|	seven		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	917.51	9.9	Numbers and numeric expression	0
193499				kɯŋ rum	armpit		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	265.51	1.5.1.2.3	Underarm/Armpit	0
211502	6175			kɯː	count		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	618.51	6.2.2.2	Move an object	0
211553	6175			kɯː	calculate		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	619.51	8.3.1.13.1	Think	0
193448				la jək	leg		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	264.51	1.5.7	Leg	0
199211				la lup	sleeve		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	377.51	5.11.8.2.3	Parts of clothing	0
204158	1017			lam tə	road / way		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	474.51	9.10.1	Roads and Ways	0
