lexicon.rn	analysis	user_an	other_an	lexicon.reflex	lexicon.gloss	lexicon.gfn	languagenames.lgid	languagenames.language	languagegroups.grpid	languagegroups.grpno	languagegroups.grp	citation	languagenames.srcabbr	lexicon.srcid	lexicon.semkey	chapters.chaptertitle	num_notes
185365				a³³bia⁵³	night		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	105.52	9.1.4	Times of Day	0
225349				a³³bio⁵³	bitter		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	889.52	7.1.4.4	Taste	0
220810				a³³bua³³	big		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	800.52	9.7.2	Verbs referring to size/shape	0
197452				a³³bua⁵³	son-in-law		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	342.52	4.7.4	Related by marriage	0
186844	m,2796			a³³buɛ⁵³	rat / mouse		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	134.52	2.1.1	Rodents	0
206377	p,2169			a³³bɛʴŋ³³	name		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	517.52	5.8	Religion	0
221167				a³³bɯ³³	round		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	807.52	9.7.1	Shape and size	0
182611				a³³bɯ⁵³	front		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	51.52	1.4.4	Front	0
230551				a³³bɯ⁵³	first		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	991.52	9.9	Numbers and numeric expression	0
195463				a³³bɹɑ³³bo¹¹	mad person		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	303.52	8.3.1.11.3	Thrilled, Dizzy	0
225247				a³³cen³³	sour		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	887.52	7.1.4.4	Taste	0
193780				a³³chəʴi³³	kidney		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	270.52	1.7.5	Kidney	0
224125			5:p,5:3567?	a³³çiak³³	wet		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	865.52	6.6	Verbs requiring liquids	0
222493				a³³ciaŋ³³	bright		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	833.52	7.1.11.1	Light	0
200155				a³³cit³³mə³³luat³³	dinner		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	395.52	5.5	Cooking Implements	0
221677				a³³ciɛ³³	far		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	817.52	9.2.4	Apart	0
196432				a³³ciɛ⁵³	aunt (paternal, elder)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	322.52	4.7.1	Previous generation	0
196534				a³³ciɛ⁵³	aunt (wife of younger paternal		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	324.52	4.7.1	Previous generation	0
222544				a³³ciȶ³³	dark		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	834.52	9.4	Colors	0
225451				a³³cɛt³³	salty		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	891.52	3.2.4	Elements, metals, alloys	0
221626	p,5728			a³³dak⁵³	narrow		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	816.52	9.7.2	Verbs referring to size/shape	0
197299				a³³du³³fu¹¹	son		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	339.52	4.7.3	Later generation	0
197350				a³³du³³mui⁵³	daughter		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	340.52	4.7.3	Later generation	0
197503				a³³du³³ɣæ¹¹	nephew		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	343.52	4.7.3	Later generation	0
197554				a³³du³³ɣæ¹¹	niece		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	344.52	4.7.3	Later generation	0
196942				a³³dzi¹¹muɛ³³	mother-in-law		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	332.52	4.7.4	Related by marriage	0
221116				a³³dzuaŋ³³	pointed		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	806.52	6.2.2.2	Move an object	0
183223				a³³dɯ⁵³	year		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	63.52	9.1.2	Months and Years	0
183274				a³³dɯ⁵³	year / age		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	64.52	9.1.2	Months and Years	0
223768				a³³dɯ⁵³ba³³bua³³	young		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	858.52	7.1.8.3	Neutral term	0
195055				a³³dʑiaŋ³³	child		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	295.52	1.5.3.2	Five	0
221779				a³³dʑɛ³³	many / much		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	819.52	9.9	Numbers and numeric expression	0
224176	2651			a³³faȶ³³|	new		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	866.52	9.6.1.1	Positive Qualities	0
217189				a³³fa⁵³mi³³	hate		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	729.52	8.3.1.1.2	Dislike	0
194800				a³³fu¹¹	man (male person)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	290.52	1.9.6.1	Pregnant	0
194953				a³³fu¹¹dʑiaŋ	young man		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	293.52	7.1.8.3	Neutral term	0
221932				a³³gok³³gok³³	crooked		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	822.52	9.7.2	Verbs referring to size/shape	0
228307				a³³guaŋ⁵³	half		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	947.52	9.8	Measure Words	0
196687				a³³gue⁵³	uncle (maternal)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	327.52	4.7.1	Previous generation	0
220912				a³³gɹa³³	high / tall		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	802.52	7.1.5.3	Position - high/low	0
224686				a³³gɹa¹¹	expensive		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	876.52	5.9	Monetary Terms	0
223207			5:p,5:1807?	a³³gɹaŋ⁵³	beautiful		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	847.52	7.1.3	Human qualities and appearance	0
223411	p,1807?			a³³gɹaŋ⁵³	lean (meat)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	851.52	1.1.1	Body	0
223462			5:p,5:1807?	a³³gɹaŋ⁵³	thin (of people)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	852.52	9.7.2	Verbs referring to size/shape	0
223105				a³³hiet³³	thin (watery)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	845.52	9.7.2	Verbs referring to size/shape	0
219637				a³³hi³³də³³	tremble		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	777.52	6.7.3	Awkwardly, Irregularly, Abruptly	0
225196				a³³hɔ³³	cool		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	886.52	7.1.2.3	Temperature	0
181795				a³³in³³	gold		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	35.52	3.2.4	Elements, metals, alloys	0
222697				a³³jiȶ³³	red		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	837.52	9.4	Colors	0
229990				a³³jo³³bi³³	others		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	980.52	8.1	Abstract Entities	0
188731	R			a³³juȶ³³	wing		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	171.52	1.5.1.3	Wing	0
224788				a³³kaȶ³³niaŋ¹¹	easy		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	878.52	9.6.1.1	Positive Qualities	0
195361				a³³kui⁵³pak³³	deaf person		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	301.52	1.2.7.5	Deaf	0
192607				a³³ku³³	chin		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	247.52	1.2.5.3	Chin	0
230602				a³³kuŋ⁵³	later (in time)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	992.52	9.1.5	Other Intervals	0
192301				a³³kuȶ³³	ear		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	241.52	1.2.7	Ear	0
196993				a³³kɔ³³	brother (elder)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	333.52	1.5.3.2	Five	0
197044				a³³kɔ³³	sister (elder)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	334.52	4.7.2	Same generation	0
224941				a³³kɔ¹¹	tight		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	881.52	7.1.5.1	General - form	0
189394				a³³kɔ⁵³	bamboo shoot		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	184.52	3.1.1	Names of trees and shrubs	0
190312				a³³kək³³	melon		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	202.52	3.1.5	Fruits and vegetables	0
195310				a³³kək³³pəȶ⁵³	blind person		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	300.52	1.2.6.14.2	Blind	0
188986				a³³kə³³vuaŋ³³	horn		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	176.52	1.2.2	Horn(ed)/Antler	0
191740				a³³kə³³zuoŋ³³	thorn		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	230.52	3.1.2	Plant parts and types	0
193576	p,589			a³³kə⁵³	skin		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	266.52	1.6.5	Skin	0
196891				a³³kɯ³³	father-in-law		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	331.52	4.7.4	Related by marriage	0
222340	p,2415			a³³lei³³	heavy		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	830.52	9.6.2	Negative Qualities	0
186130				a³³li³³	cat		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	120.52	2.1.3	Feline	0
182866				a³³lo⁵³lui³³	middle		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	56.52	1.9.4	Breast	0
188884				a³³læ³³	claw		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	174.52	1.5.10.4	Claw/Talon/Pincer	0
225145				a³³lək³³	warm		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	885.52	7.1.2.3	Temperature	0
181540				a³³lɛ⁵³	slope		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	30.52	3.2.5	Landforms and geographical features	0
222136				a³³lɛ⁵³	steep		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	826.52	7.1.5.3	Position - high/low	0
222238				a³³lɛ⁵³	slanting, not upright		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	828.52	7.1.5.1	General - form	0
181030				a³³man³³	lake		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	20.52	3.2.5	Landforms and geographical features	0
223717				a³³mat³³	old (of people)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	857.52	7.1.8.3	Neutral term	0
196330				a³³ma³³	mother		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	320.52	4.7.1	Previous generation	0
221371				a³³maŋ³³	thick		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	811.52	9.7.2	Verbs referring to size/shape	0
194902				a³³maȶ³³	old person		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	292.52	7.1.8.3	Neutral term	0
225655				a³³mui³³naŋ³³	fishy		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	895.52	2.2.5	Fish and Mollusks	0
194851				a³³mui⁵³	woman		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	291.52	1.9.3	Navel	0
195004				a³³mui⁵³dʑiaŋ³³	young woman		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	294.52	7.1.8.3	Neutral term	0
188782				a³³muȵ³³	hair / fur		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	172.52	1.2.3	Hair of Head	0
196636				a³³mə³³tɕyȶ⁵³	aunt (paternal)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	326.52	4.7.1	Previous generation	0
196840				a³³mə³³tɕyȶ⁵³	aunt (maternal)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	330.52	4.7.1	Previous generation	0
220963				a³³məʴŋ⁵³	low		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	803.52	7.1.5.3	Position - high/low	0
181489				a³³nan³³	plain		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	29.52	3.2.5	Landforms and geographical features	0
225604				a³³naŋ³³mua⁵³	stinky		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	894.52	7.1.4.5	Smell	0
225502				a³³naŋ³³niaŋ¹¹	fragrant		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	892.52	3.1.10	Verbs involving plants	0
222085				a³³naȵ³³	flat / level(land)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	825.52	7.1.5.1	General - form	0
223870				a³³niaŋ¹¹	good		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	860.52	9.6.1.1	Positive Qualities	0
193219	p,254			a³³niɛ¹¹	breast		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	259.52	1.4.4.3	Chest	0
197095				a³³nua¹¹	brother (younger)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	335.52	1.5.3.2	Five	0
197146				a³³nua¹¹	sister (younger)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	336.52	4.7.2	Same generation	0
221728	p,2496			a³³nui³³	near		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	818.52	9.2.3	Sideways	0
216679	p,1359			a³³pak¹¹	love		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	719.52	8.3.1.1.1	Like	0
216730				a³³pak¹¹	like		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	720.52	8.3.1.1.1	Like	0
196279				a³³pa³³	father		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	319.52	4.7.1	Previous generation	0
193933				a³³pie⁵³	liver		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	273.52	1.7.3	Liver	0
222799				a³³pi³³	blue		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	839.52	9.4	Colors	0
225298				a³³piȵ³³	sweet		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	888.52	7.1.4.4	Taste	0
221473				a³³piȶ³³	thick		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	813.52	9.7.2	Verbs referring to size/shape	0
202552				a³³poŋ⁵³	lid		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	442.52	5.1	Waste products	0
202042				a³³poʴ³³	dustpan / winnowing sieve		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	432.52	5.1	Waste products	0
194086				a³³pə³³gei⁵³	bladder		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	276.52	1.7.8	Bladder	0
221422				a³³pə³³mi³³	thin (slender)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	812.52	9.7.2	Verbs referring to size/shape	0
228613				a³³pəʴt³³	classifier for long objects		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	953.52	10.1.3	Classifiers	0
193984				a³³pɯ³³ɕiə⁵³	lung		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	274.52	1.7.2	Lung	0
221269				a³³pɹaŋ⁵³	long		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	809.52	9.7.2	Verbs referring to size/shape	0
222034				a³³pɹaŋ⁵³	upright		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	824.52	7.1.5.3	Position - high/low	0
185263	p,144			a³³pɹæʴ⁵³	morning		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	103.52	9.1.4	Times of Day	0
200053				a³³pɹæ⁵³mə³³luat³³	breakfast		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	393.52	5.5	Cooking Implements	0
224482	p,144			a³³pɹəʴ⁵³	early		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	872.52	9.1.1	Adverbial uses	0
223972				a³³riak³³	fast		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	862.52	9.6.1.1	Positive Qualities	0
230806				a³³riak³³	fast (adv.)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	996.52	9.6.1.1	Positive Qualities	0
225553				a³³riek³³	delicious		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	893.52	7.1.4.4	Taste	0
222850				a³³rioŋ³³	white		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	840.52	9.4	Colors	0
191689				a³³riŋ³³	ear (of grain-producing plant)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	229.52	1.2.7	Ear	0
222748				a³³riɛ³³	yellow		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	838.52	9.4	Colors	0
222952				a³³riɛ³³	green		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	842.52	9.4	Colors	0
193729				a³³riȶ³³	stomach		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	269.52	1.7.6	Stomach	0
185212				a³³ri⁵³	day(time)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	102.52	1.5.3.2	Five	0
184498				a³³ri⁵³	day (24 hours)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	88.52	1.5.3.2	Five	0
185314				a³³ri⁵³lo⁵³	noon		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	104.52	9.1.4	Times of Day	0
200104				a³³ri⁵³lɔ³³mə³³luat³³	lunch		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	394.52	5.5	Cooking Implements	0
223513				a³³sa³³ɣaŋ³³	clean		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	853.52	6.2.2.5.2	Wash (v.i./v.t.)	0
223615				a³³sa³³ɣaŋ³³	clear (water)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	855.52	9.6.1.1	Positive Qualities	0
222391				a³³siet³³	hard		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	831.52	9.6.2	Negative Qualities	0
183733				a³³sok³³	winter		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	73.52	9.1.2	Months and Years	0
183631				a³³sɛ³³	summer		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	71.52	3.2.1	Weather and seasons	0
221881				a³³tak³³	straight		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	821.52	7.1.5.1	General - form	0
222187				a³³tak³³	right, just, upright		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	827.52	1.5.3.2	Five	0
202297				a³³tsar³³	basket (bamboo, large)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	437.52	5.1	Waste products	0
193474				a³³tsæ⁵³	leg		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	264.52	1.5.7	Leg	0
223054				a³³tsɯ³³	thick		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	844.52	9.7.2	Verbs referring to size/shape	0
195106				a³³tua³³	friend		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	296.52	4.4.2	Clans and neighbors	0
222289				a³³tua⁵³	light	adj	1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	829.52	7.1.11.1	Light	0
224380				a³³tua⁵³	sharp		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	870.52	6.9.2	Carve, shave	0
221320	p,7173			a³³tuoŋ³³	short		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	810.52	9.7.2	Verbs referring to size/shape	0
229939				a³³tɔk³³bo³³	self		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	979.52	4.1	Pronouns	0
196585				a³³tɯ¹¹	uncle (paternal aunt's husband		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	325.52	4.7.1	Previous generation	0
196789				a³³tɯ¹¹	uncle (maternal aunt's husband		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	329.52	4.7.1	Previous generation	0
221065				a³³tɕak³³	shallow		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	805.52	7.1.5.3	Position - high/low	0
197401				a³³tɕak¹¹	daughter-in-law		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	341.52	4.7.4	Related by marriage	0
221524				a³³tɕak⁵³	thin		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	814.52	9.7.2	Verbs referring to size/shape	0
182917				a³³tɕiaŋ⁵³	top		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	57.52	1.2.1.3	Fontanel	0
195514				a³³tɕə⁵³	lame person		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	304.52	1.5.12	Lame/Limp	0
224227				a³³tɕɛȶ³³	old (things)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	867.52	7.1.8.3	Neutral term	0
197605				a³³tɕɯ³³	grandson		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	345.52	4.7.3	Later generation	0
197656				a³³tɕɯ³³	granddaughter		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	346.52	4.7.3	Later generation	0
206275				a³³tɕɑ³³	thing / matter / event		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	515.52	8.1	Abstract Entities	0
197197				a³³ve¹¹	husband		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	337.52	4.7.4	Related by marriage	0
221983				a³³vien⁵³	horizontal		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	823.52	7.1.5.4	Position - front/back/side-side	0
198574				a³³vok³³	grave		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	364.52	9.10.6	Functional buildings/places	0
196381				a³³vuat⁵³	uncle (paternal, elder)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	321.52	4.7.1	Previous generation	0
196483				a³³vuat⁵³	uncle (paternal, younger)		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	323.52	4.7.1	Previous generation	0
186334				a³³vuat⁵³bua¹¹	tiger		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	124.52	2.1.3	Feline	0
204796				a³³væʴ⁵³	price		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	486.52	5.9	Monetary Terms	0
194035				a³³vəʴi³³	gall		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	275.52	1.7.3.1	Gall/Bile	0
224074				a³³vəʴȶ³³	dry		1431	Sulung [Puroik]	4	1.1	“North Assam”	Sun H 91 ZMYY	ZMYYC	864.52	6.6	Verbs requiring liquids	0
