NUMBER	ENGLISH	CONCEPTICON_ID	TBL_ID	SRCID	SRCGLOSS
133	the nose	1221	80	120627	emit an odor, smell (vtt (im)
133	the nose	1221	80	120881	smell, sniff; stink (vtt (im)
#>>>
134	the otter	15	317		???
135	the pig	1337	284	120982	pig (n)
136	the rain	658	10	120879	rain (n)
137	the rainbow	1733	11		???
138	the rice plant	2026	439		???
139	the river	666	30	120386	river (n)
140	the road	667	38	121433	road (n)
141	the root	670	375	121366	root (n)
142	the rope	1218	619	120894	thread, string (vt, vtt)
143	the salt	1274	61	120510	salt (n)
144	the sand	671	44	120957	sand (n)
145	the sea	1474	32		???
#<<<
146	the seed	714	405	120493	egg, eggshell, testicle (n)
146	the seed	714	405	120219	egg (n)
#>>>
147	the sheep	1331	275		???
#<<<
148	the shit	676	151	120166	excrement (n)
148	the shit	676	151	120871	defecate, urinate (unexpectedly); abort (n + vr)
#>>>
#<<<
149	the shoulder	1482	90	121513	back / backbone (n)
149	the shoulder	1482	90	120926	back / to the rear (adv)
149	the shoulder	1482	90	121008	back (n)
149	the shoulder	1482	90	121061	shoulder (n)
#>>>
150	the sickle	341	624	120261	sickle (n)
#<<<
151	the skin	763	120	120202	hide (vr)
151	the skin	763	120	120214	skin, bark, husk, peel (n)
151	the skin	763	120	120662	skin (vt, vtt)
#>>>
#<<<
152	the sky	1732	1	121473	make a sound, thunder (vtt)
152	the sky	1732	1	121059	lightning, thunder (n)
#>>>
#<<<
153	the smoke	778	19	120228	smoke (n)
153	the smoke	778	19	120962	suck, nurse, smoke (tobacco) (vt, vr)
#>>>
154	the snake	730	347	121631	snake (n)
155	the snow	784	12		???
156	the son	1620	220	120674	son (n)
157	the sparrow	1854	336	120629	sparrow (n)
#<<<
158	the spider	843	361	121334	spider (n)
158	the spider	843	361	120193	spider (n)
#>>>
159	the star	1430	5	121668	star (n)
160	the stick	1295	586	121493	wood (n)
161	the stone (a piece of)	857	379	121410	rock, stone (n)
#<<<
162	the sun	1343	2	121427	sun (n)
162	the sun	1343	2	120935	sun (n)
#>>>
163	the tail	1220	267	121227	tail (n)
164	the thigh	800	100	121083	thigh (n)
#<<<
165	the thunder	1150	8	121473	make a sound, thunder (vtt)
165	the thunder	1150	8	121059	lightning, thunder (n)
#>>>
166	the tiger	846	304	121126	wild cat, tiger (n)
167	the tongue	1205	139	121384	tongue (n)
#<<<
168	the tooth (front)	1380	137	121395	tooth (n)
168	the tooth (front)	1380	137	120537	tooth (incisor) (n)
168	the tooth (front)	1380	137	120374	tooth (molar, jaw) (n)
#>>>
#<<<
169	the tree	906	372	120832	tree (Duabanga sonneratioides) (vt df.)
169	the tree	906	372	120625	tree; the flowers are eaten (n df.)
169	the tree	906	372	121075	tree, foot of a tree beginning (n)
169	the tree	906	372	121241	a tree, Nep. həlləuɖe (n df.)
169	the tree	906	372	120400	tree, Ligustrum sp. (n df.)
169	the tree	906	372	121448	tree (n df.)
169	the tree	906	372	121499	tree (n)
169	the tree	906	372	121538	tree (n df.)
169	the tree	906	372	121669	tree (n df.)
169	the tree	906	372	120224	tree (n df.)
169	the tree	906	372	120321	tree (n df.)
169	the tree	906	372	120324	tree (n df.)
169	the tree	906	372	120479	tree (n df.)
169	the tree	906	372	120566	tree (n df.)
169	the tree	906	372	120613	tree, Boehmeria rugulosa (n df.)
#>>>
#<<<
170	the water	948	47	120676	water (n)
170	the water	948	47	120678	water (n)
#>>>
171	the wheat	1077	410		???
172	the wife	1199	248	121371	wife (n)
#<<<
173	the wind	960	9	121599	wind (n)
173	the wind	960	9	120226	wind (n)
#>>>
174	the wing	1257	298		???
175	the wolf	522	324		???
176	the woman	962	174	121222	woman (n)
177	the wood (material)	1803	511	121493	wood (n)
178	the year	1226	777	120783	year (in time ordinals) (suffix)
#<<<
179	there	1937	950	120111	there, that way (away from speaker) (adv)
179	there	1937	950	121209	there (adv)
#>>>
#<<<
180	thick	1244	980	120731	thick (be v.)
180	thick	1244	980	120297	thick (of liquid) (adj)
180	thick	1244	980	121041	thick (of liquid) (adv)
#>>>
181	thin (object)	2307	981		???
182	this	1214	942	120117	this, he, etc. (dem)
#<<<
183	thou [second person singular]	1215	931	120139	your , you (pron po)
183	thou [second person singular]	1215	931	120431	you (pron (2)
183	thou [second person singular]	1215	931	120147	your , you (PL) (pron po)
#>>>
#<<<
184	three	492	799	120584	three (humans) (num (hu)
184	three	492	799	120581	three (non-humans) (num (no)
#>>>
#<<<
185	to be alive	1422	1087	120655	live (vi)
185	to be alive	1422	1087	121394	for, to (pp)
#>>>
#<<<
186	to bite	1403	1753	121394	for, to (pp)
186	to bite	1403	1753	120496	bite (vt, vr)
#>>>
187	to blow (of wind)	175	1738	121621	blow, cure by blowing (vtt)
#<<<
188	to burn [intransitive]	1428	1269	121277	burn (e.g. house, forest) (vtt)
188	to burn [intransitive]	1428	1269	120865	light, burn (of a flame) (vt, vtt)
188	to burn [intransitive]	1428	1269	121590	burn (e.g. the hand) (? vtt,)
188	to burn [intransitive]	1428	1269	120535	burn (of grain which sticks to pot) (vtt, v)
188	to burn [intransitive]	1428	1269	120532	roast, cremate, burn (vt, vtt)
188	to burn [intransitive]	1428	1269	120327	burn (food, in cooking) (vt, vr,)
188	to burn [intransitive]	1428	1269	120524	burn, light (by contact with fire) (vtt)
#>>>
189	to buy	1869	1516	121262	buy (vt, vtt)
#<<<
190	to chew	321	1424	120917	chew (vt, vr)
190	to chew	321	1424	121663	bite into, chew (vt, vr)
#>>>
#<<<
191	to come	1446	1491	120475	undone, come; get untied (v + la)
191	to come	1446	1491	120858	arrive (vi)
191	to come	1446	1491	120849	undone, come / released (be v.)
191	to come	1446	1491	121394	for, to (pp)
191	to come	1446	1491	121063	come (on the same level) (vi)
#>>>
192	to count	1420	1640	121578	count, think (vtt)
193	to cry (weep)	1420	1485	121578	count, think (vtt)
#<<<
194	to die	1494	1651	121512	kill (vtt)
194	to die	1494	1651	121238	die (vi)
194	to die	1494	1651	121394	for, to (pp)
194	to die	1494	1651	121286	chop, kill (vtt)
#>>>
195	to dig	1418	1698	120843	dig (with a digging-stick), dig up (vt, vtt)
#<<<
196	to drink	1401	1370	121394	for, to (pp)
196	to drink	1401	1370	120676	water (n)
196	to drink	1401	1370	120678	water (n)
196	to drink	1401	1370	120699	drink (except water) (vr, vt)
#>>>
#<<<
197	to eat	1336	1198	120610	eat (vt, vr)
197	to eat	1336	1198	121394	for, to (pp)
#>>>
198	to fight	1423	1234	120948	fight (vi, vr)
199	to float	1574	1553		???
200	to flow	2003	1502		???
#<<<
201	to fly (move through air)	1441	1318	121180	fly (vi, vr)
201	to fly (move through air)	1441	1318	120615	fly (n df.)
201	to fly (move through air)	1441	1318	121394	for, to (pp)
#>>>
202	to forget	1523	1704	121201	forget (vtt (?))
203	to give	1447	1345	121394	for, to (pp)
#<<<
204	to hear	1408	1682	120741	hear, perceive, liste (vt, vtt)
204	to hear	1408	1682	121394	for, to (pp)
#>>>
#<<<
205	to hide (conceal)	602	1169	120202	hide (vr)
205	to hide (conceal)	602	1169	121394	for, to (pp)
#>>>
206	to hold	1448	1709	120593	catch, hold (vt, vtt)
#<<<
207	to hunt	1435	1230	120729	chase, pursue, drive (vtt)
207	to hunt	1435	1230	120694	strike on the end, drive (vtt)
207	to hunt	1435	1230	121408	chase, cause to run (vtt)
#>>>
#<<<
208	to kill	1417	1602	121512	kill (vtt)
208	to kill	1417	1602	121286	chop, kill (vtt)
#>>>
209	to knead	274	1594	120458	knead (vt, vtt)
#<<<
210	to know (something)	1410	1398	120636	know, know how, understand (vi)
210	to know (something)	1410	1398	121394	for, to (pp)
210	to know (something)	1410	1398	121511	know (vt)
#>>>
#<<<
211	to laugh	1355	1735	121271	laugh (vr)
211	to laugh	1355	1735	121394	for, to (pp)
#>>>
212	to learn	504	1742	121385	teach, learn (refl.) (vtt, vr)
#<<<
213	to lick	319	1674	121025	lick (vt)
213	to lick	319	1674	121042	lick (adv)
213	to lick	319	1674	121394	for, to (pp)
#>>>
214	to lie down	215	1661	121139	lie, joke (n)
215	to marry (a man marries a woman)	2164	1578		???
#<<<
216	to plant (vegetals, rice)	1486	1774	120191	plant, Boehmeria platyphylla (n)
216	to plant (vegetals, rice)	1486	1774	120390	branch, sprout, grow (vi)
216	to plant (vegetals, rice)	1486	1774	120663	plant !? (species) (n)
216	to plant (vegetals, rice)	1486	1774	121406	plant, transplant (vtt)
216	to plant (vegetals, rice)	1486	1774	120575	plant (Perilla frutescens) (n df.)
216	to plant (vegetals, rice)	1486	1774	121127	plant, Hypericum uralum (n df.)
216	to plant (vegetals, rice)	1486	1774	121595	plant, Oroxylum indicum (n df.)
216	to plant (vegetals, rice)	1486	1774	121510	plant (buḍhi dhangeri) (n df.)
216	to plant (vegetals, rice)	1486	1774	121093	plant (n df.)
216	to plant (vegetals, rice)	1486	1774	121372	plant (n df.)
216	to plant (vegetals, rice)	1486	1774	121516	plant (n df.)
216	to plant (vegetals, rice)	1486	1774	120622	plant (n df.)
216	to plant (vegetals, rice)	1486	1774	120709	plant (n df.)
216	to plant (vegetals, rice)	1486	1774	120863	plant (n df.)
216	to plant (vegetals, rice)	1486	1774	120908	plant (n df.)
216	to plant (vegetals, rice)	1486	1774	121021	plant (n)
#>>>
#<<<
217	to play	1413	1703	121572	play, amuse, cause to play, swim (vtt)
217	to play	1413	1703	120733	hit, strike; play (an instrument) (vt)
#>>>
218	to pull	1455	1568	120331	pull, stretch, lead (vtt, vr)
#<<<
219	to push	1452	1689	121394	for, to (pp)
219	to push	1452	1689	120753	push (vt)
219	to push	1452	1689	120913	push (vt, vr)
#>>>
220	to reside (live)	1099	1452		???
221	to run	1519	1544	121409	run (vr)
#<<<
222	to scratch	1436	1530	120206	scratch; scrape (e.g. the inside of a pot) (vt, vtt)
222	to scratch	1436	1530	121090	scratch (vt, vr)
222	to scratch	1436	1530	121326	scrape, whittle, peel (vt, vtt)
#>>>
#<<<
223	to see	1409	1471	121296	see (vt)
223	to see	1409	1471	121394	for, to (pp)
#>>>
#<<<
224	to shoot (an arrow)	1172	1611	120390	branch, sprout, grow (vi)
224	to shoot (an arrow)	1172	1611	121197	sprout, bud (n)
224	to shoot (an arrow)	1172	1611	120175	shoot, shoot or throw at sth. (vt)
224	to shoot (an arrow)	1172	1611	121392	sprout, germinate (vr)
224	to shoot (an arrow)	1172	1611	120554	young (of an animal), shoot (of a plant) (n)
#>>>
225	to sing	1261	1184		???
#<<<
226	to sleep	1585	1646	121394	for, to (pp)
226	to sleep	1585	1646	120130	sleep (vi, vr)
226	to sleep	1585	1646	120132	sleep (n)
#>>>
#<<<
227	to smell (perceive odor) [transitive]	1586	1707	120882	smell (n df.)
227	to smell (perceive odor) [transitive]	1586	1707	121394	for, to (pp)
227	to smell (perceive odor) [transitive]	1586	1707	120627	emit an odor, smell (vtt (im)
227	to smell (perceive odor) [transitive]	1586	1707	120881	smell, sniff; stink (vtt (im)
#>>>
228	to sow (broadcast, scatter seeds)	748	1597	120592	sow (vt, vtt)
#<<<
229	to spit	1440	1688	121394	for, to (pp)
229	to spit	1440	1688	120720	swallow, spit (vtt, vr)
#>>>
#<<<
230	to stand	1442	1784	121276	stand; build, stand sth. up (vr, vt, vtt)
230	to stand	1442	1784	121394	for, to (pp)
#>>>
231	to steal	713	1686		???
#<<<
232	to think (reflect)	1415	1726	121578	count, think (vtt)
232	to think (reflect)	1415	1726	121394	for, to (pp)
#>>>
233	to throw	1456	1687		???
#<<<
234	to vomit	1278	1535	121055	vomit (n)
234	to vomit	1278	1535	121393	return,  talk back, spit out, vomit (vtt, vr)
#>>>
#<<<
235	to walk	1443	1815	120362	walk, leave, depart (vr)
235	to walk	1443	1815	121267	turn, spin, wander (vr, vtt)
235	to walk	1443	1815	121394	for, to (pp)
235	to walk	1443	1815	121379	go; [passive or detrimental auxiliary] (vi, vr)
#>>>
#<<<
236	to wipe	1454	1163	120586	wipe (the mouth, after eating) (vt, vtt)
236	to wipe	1454	1163	121281	wipe (vt, vtt)
#>>>
#<<<
237	today	1283	738	120689	today (adv)
237	today	1283	738	120910	day, by day (n, adv)
#>>>
238	tomorrow	1329	742	120905	tomorrow, the next day (adv)
239	twenty	1710	816		???
#<<<
240	two	1498	798	120869	two (human) (num)
240	two	1498	798	120870	two (human) (vr)
240	two	1498	798	120868	two (non-human) (num)
#>>>
241	we [first person plural inclusive]	1131	930	120407	I, me, we, us (pron (1)
242	wet	1726	1029	120876	wet, be soaked (esp. by rain) (vtt (im)
243	what	1236	954	121217	what? (adv int)
#<<<
244	where	1237	955	121573	where, wherever (adv int)
244	where	1237	955	121575	where, wherever (adv int)
#>>>
#<<<
245	white	1335	1006	120811	white (n (?))
245	white	1335	1006	120812	white (adj)
#>>>
246	who	1235	953	121519	who? (pron in)
247	yellow	1424	1008	121610	yellow (adj)
248	yesterday	1174	739	120686	yesterday (adv)
#<<<
249	you [second person plural]	1213	933	120139	your , you (pron po)
249	you [second person plural]	1213	933	120431	you (pron (2)
249	you [second person plural]	1213	933	120147	your , you (PL) (pron po)
249	you [second person plural]	1213	933	120433	you pl (pron (2)
#>>>
250	young	1207	1059	120554	young (of an animal), shoot (of a plant) (n)
