# Wordlist

# DATA
ID	DOCULECT	CONCEPT_PINYIN	HANZI	ENTRY_IN_SOURCE	BEIDA_ID	IPA	TOKENS	NOTE
17321	Chaozhou	jié-níng 495	結冰	kak²¹₃pĩã³³	495	kak²¹₃pĩã³³	k a k ²¹₃ p ĩ ã ∼ ³³	
17322	Fuzhou	jié-níng 495	結冰	kieʔ²³₃₁piŋ⁴⁴	495	kieʔ²³₃₁piŋ⁴⁴	k i e ʔ ²³₃₁ p i ŋ ⁴⁴	
#
27871	Beijing	jié-shí 735	結實	tɕie⁵⁵ʂʅ⁰	735	tɕie⁵⁵ʂʅ⁰	tɕ i e ⁵⁵ ʂ ʅ ⁰	
27872	Jinan	jié-shí 735	牢靠	lɔ⁴²kʰɔ⁰	735	lɔ⁴²kʰɔ⁰	l ɔ ⁴² kʰ ɔ ⁰	
27873	Shenyang	jié-shí 735	結實	tɕie³³sๅ⁰	735	tɕie³³sๅ⁰	tɕ i e ³³ s ๅ ⁰	
27874	Shenyang	jié-shí 735	牢棒	[2] lau³⁵pəŋ⁰(-aŋ)	735	lau³⁵pəŋ⁰	l a u ³⁵ p ə ŋ ⁰	[2]
27875	Xian	jié-shí 735	結實	tɕie²¹ʂʅ⁰	735	tɕie²¹ʂʅ⁰	tɕ i e ²¹ ʂ ʅ ⁰	
27876	Chengdu	jié-shí 735	! 硬□	ŋən¹³tsəu⁵³	735	ŋən¹³tsəu⁵³	ŋ ə n ¹³ ts ə u ⁵³	
27877	Chengdu	jié-shí 735	經事	[2] tɕin⁴⁴sๅ¹³	735	tɕin⁴⁴sๅ¹³	tɕ i n ⁴⁴ s ๅ ¹³	[2]
27878	Chengdu	jié-shí 735	結實	[3] tɕie³¹sๅ³¹	735	tɕie³¹sๅ³¹	tɕ i e ³¹ s ๅ ³¹	[3]
27879	Kunming	jié-shí 735	牢實	lau³¹ʂʅ¹¹	735	lau³¹ʂʅ¹¹	l a u ³¹ ʂ ʅ ¹¹	
27880	Hefei	jié-shí 735	緊	*tɕin²⁴	735	tɕin²⁴	tɕ i n ²⁴	[*]
27881	Yangzhou	jié-shí 735	牢	lɔ³⁴	735	lɔ³⁴	l ɔ ³⁴	
27882	Yangzhou	jié-shí 735	結實	[2] tɕiəʔ⁴səʔ⁴	735	tɕiəʔ⁴səʔ⁴	tɕ i ə ʔ ⁴ s ə ʔ ⁴	[2]
27883	Suzhou	jié-shí 735	牢	læ²⁴	735	læ²⁴	l æ ²⁴	
27884	Suzhou	jié-shí 735	紮制	[2] tsaʔ⁴tsʮ⁵¹³₃₅	735	tsaʔ⁴tsʮ⁵¹³₃₅	ts a ʔ ⁴ ts ʮ ⁵¹³₃₅	[2]
27885	Wenzhou	jié-shí 735	牢	lɜ³¹	735	lɜ³¹	l ɜ ³¹	
27886	Wenzhou	jié-shí 735	紮實	[2] tsa²³zai¹²	735	tsa²³zai¹²	ts a ²³ z a i ¹²	[2]
27887	Changsha	jié-shí 735	牢固	lau¹³ku⁵⁵	735	lau¹³ku⁵⁵	l a u ¹³ k u ⁵⁵	
27888	Changsha	jié-shí 735	紮實	[2] tsa²⁴sๅ²⁴	735	tsa²⁴sๅ²⁴	ts a ²⁴ s ๅ ²⁴	[2]
27889	Nanchang	jié-shí 735	牢固	lau⁵⁵ku⁵⁵	735	lau⁵⁵ku⁵⁵	l a u ⁵⁵ k u ⁵⁵	
27890	Nanchang	jié-shí 735	紮實	[2] tsat⁵sət⁵	735	tsat⁵sət⁵	ts a t ⁵ s ə t ⁵	[2]
27891	Meixian	jié-shí 735	耐	nai⁴²	735	nai⁴²	n a i ⁴²	
27892	Guangzhou	jié-shí 735	禁	kʰɐm⁵³	735	kʰɐm⁵³	kʰ ɐ m ⁵³	
27893	Guangzhou	jié-shí 735	結實	[2] kit³³ʃɐt²	735	kit³³ʃɐt²	k i t ³³ ʃ ɐ t ²	[2]
27894	Yangjiang	jié-shí 735	穩	wɐn²¹	735	wɐn²¹	w ɐ n ²¹	
27895	Xiamen	jié-shí 735	!	ta⁵⁵₃₃tiŋ³³	735	ta⁵⁵₃₃tiŋ³³	t a ⁵⁵₃₃ t i ŋ ³³	
27896	Chaozhou	jié-shí 735		@tõĩ¹¹	735	@tõĩ¹¹	@ t õ ĩ ∼ ¹¹	
27897	Fuzhou	jié-shí 735		@taiŋ²⁴²	735	@taiŋ²⁴²	@ t a i ŋ ²⁴²	
#
2973	Shenyang	jié-zǐ 168	桔子	tɕy³⁵tsɿ⁰	168	tɕy³⁵tsɿ⁰	tɕ y ³⁵ ts ɿ ⁰	
2974	Xian	jié-zǐ 168	桔子	tɕy²¹tsɿ⁰	168	tɕy²¹tsɿ⁰	tɕ y ²¹ ts ɿ ⁰	
2975	Chengdu	jié-zǐ 168	柑子	kan⁴⁴tsɿ⁵³	168	kan⁴⁴tsɿ⁵³	k a n ⁴⁴ ts ɿ ⁵³	
2976	Chengdu	jié-zǐ 168	桔子	[2] tɕy³¹tsɿ⁵³	168	tɕy³¹tsɿ⁵³	tɕ y ³¹ ts ɿ ⁵³	[2]
2977	Kunming	jié-zǐ 168	桔子	tɕi³¹tsɿ⁵³	168	tɕi³¹tsɿ⁵³	tɕ i ³¹ ts ɿ ⁵³	
2979	Yangzhou	jié-zǐ 168	桔子	tɕiɔʔ⁴tsɛ⁰	168	tɕiɔʔ⁴tsɛ⁰	tɕ i ɔ ʔ ⁴ ts ɛ ⁰	
2980	Suzhou	jié-zǐ 168	桔子	tɕyɤʔ⁴tsɿ⁴¹₃₅	168	tɕyɤʔ⁴tsɿ⁴¹₃₅	tɕ y ɤ ʔ ⁴ ts ɿ ⁴¹₃₅	
2981	Wenzhou	jié-zǐ 168	桔	tɕiai²³	168	tɕiai²³	tɕ i a i ²³	
2982	Changsha	jié-zǐ 168	桔子	tɕy²⁴tsɿ⁰	168	tɕy²⁴tsɿ⁰	tɕ y ²⁴ ts ɿ ⁰	
2983	Nanchang	jié-zǐ 168	桔子	tɕyt⁵tsɿ⁰	168	tɕyt⁵tsɿ⁰	tɕ y t ⁵ ts ɿ ⁰	
2984	Meixian	jié-zǐ 168	! 柑□	kam⁴⁴ɛ⁰	168	kam⁴⁴ɛ⁰	k a m ⁴⁴ ɛ ⁰	
2986	Guangzhou	jié-zǐ 168	柑	[2] kam⁵³	168	kam⁵³	k a m ⁵³	[2]
2987	Yangjiang	jié-zǐ 168	桔子	kɐt²⁴tʃei²¹	168	kɐt²⁴tʃei²¹	k ɐ t ²⁴ tʃ e i ²¹	
2988	Xiamen	jié-zǐ 168	桔仔	kiat³²₅a⁵¹	168	kiat³²₅a⁵¹	k i a t ³²₅ a ⁵¹	
2989	Xiamen	jié-zǐ 168	桔	[2] kam⁵⁵	168	kam⁵⁵	k a m ⁵⁵	[2]
2990	Chaozhou	jié-zǐ 168	桔	kik²¹	168	kik²¹	k i k ²¹	
2991	Chaozhou	jié-zǐ 168	柑	[2] kã³³	168	kã³³	k ã ∼ ³³	[2]
2992	Fuzhou	jié-zǐ 168	桔	keiʔ²³	168	keiʔ²³	k e i ʔ ²³	
2971	Beijing	jié-zǐ 168	桔子	tɕy³⁵tsɿ⁰	168	tɕy³⁵tsɿ⁰	tɕ y ³⁵ ts ɿ ⁰	
2972	Jinan	jié-zǐ 168	桔子	tɕy²¹³tsɿ⁰	168	tɕy²¹³tsɿ⁰	tɕ y ²¹³ ts ɿ ⁰	
2978	Hefei	jié-zǐ 168	桔子	tɕyəʔ⁴tsə⁰	168	tɕyəʔ⁴tsə⁰	tɕ y ə ʔ ⁴ ts ə ⁰	
2985	Guangzhou	jié-zǐ 168	桔	kɐt⁵	168	kɐt⁵	k ɐ t ⁵	
#
14647	Beijing	jiù-fǔ 436	舅〔舅〕	tɕiou⁵¹(tɕiou⁰).	436	tɕiou⁵¹.	tɕ i o u ⁵¹	
14648	Jinan	jiù-fǔ 436	舅舅	tɕiou²¹tɕiou⁰	436	tɕiou²¹tɕiou⁰	tɕ i o u ²¹ tɕ i o u ⁰	
14649	Shenyang	jiù-fǔ 436	舅舅	tɕiou⁴¹tɕiou⁰	436	tɕiou⁴¹tɕiou⁰	tɕ i o u ⁴¹ tɕ i o u ⁰	
14650	Xian	jiù-fǔ 436	舅舅	tɕiou⁴⁵tɕiou⁰	436	tɕiou⁴⁵tɕiou⁰	tɕ i o u ⁴⁵ tɕ i o u ⁰	
14651	Chengdu	jiù-fǔ 436	舅舅	tɕiəu¹³tɕiəu¹³₄₄	436	tɕiəu¹³tɕiəu¹³₄₄	tɕ i ə u ¹³ tɕ i ə u ¹³₄₄	
14652	Kunming	jiù-fǔ 436	舅爹	tɕio¹³tie⁴⁴	436	tɕio¹³tie⁴⁴	tɕ i o ¹³ t i e ⁴⁴	
14653	Hefei	jiù-fǔ 436	舅舅	tɕiɯ⁵³tɕiɯ⁰	436	tɕiɯ⁵³tɕiɯ⁰	tɕ i ɯ ⁵³ tɕ i ɯ ⁰	
14654	Yangzhou	jiù-fǔ 436	舅舅	tɕiɤɯ⁵⁵tɕiɤɯ⁵⁵	436	tɕiɤɯ⁵⁵tɕiɤɯ⁵⁵	tɕ i ɤ ɯ ⁵⁵ tɕ i ɤ ɯ ⁵⁵	
14655	Suzhou	jiù-fǔ 436	娘舅	ȵiaŋ²⁴₂₂dʑiʏ³¹₃₃	436	ȵiaŋ²⁴₂₂dʑiʏ³¹₃₃	ȵ i a ŋ ²⁴₂₂ dʑ i ʏ ³¹₃₃	
14656	Wenzhou	jiù-fǔ 436	舅舅	dʑiau²⁴dʑiau²⁴	436	dʑiau²⁴dʑiau²⁴	dʑ i a u ²⁴ dʑ i a u ²⁴	
14657	Changsha	jiù-fǔ 436	舅舅	tɕiəu⁵⁵tɕiəu⁵⁵	436	tɕiəu⁵⁵tɕiəu⁵⁵	tɕ i ə u ⁵⁵ tɕ i ə u ⁵⁵	
14658	Nanchang	jiù-fǔ 436	舅舅	tɕʰiu³¹tɕʰiu⁰	436	tɕʰiu³¹tɕʰiu⁰	tɕʰ i u ³¹ tɕʰ i u ⁰	
14659	Nanchang	jiù-fǔ 436	母舅	[2] mu²¹³tɕʰiu⁰	436	mu²¹³tɕʰiu⁰	m u ²¹³ tɕʰ i u ⁰	[2]
14660	Meixian	jiù-fǔ 436	阿舅	a⁴⁴kʰiu⁴⁴	436	a⁴⁴kʰiu⁴⁴	a ⁴⁴ kʰ i u ⁴⁴	
14661	Guangzhou	jiù-fǔ 436	舅父	kʰɐu²³fu²²₃₅	436	kʰɐu²³fu²²₃₅	kʰ ɐ u ²³ f u ²²₃₅	
14662	Yangjiang	jiù-fǔ 436	阿舅	a³³kʰiɛu²¹	436	a³³kʰiɛu²¹	a ³³ kʰ i ɛ u ²¹	
14663	Xiamen	jiù-fǔ 436	阿舅	a⁵⁵₃₃ku³³	436	a⁵⁵₃₃ku³³	a ⁵⁵₃₃ k u ³³	
14664	Chaozhou	jiù-fǔ 436	阿舅	a³³₂₃ku³⁵	436	a³³₂₃ku³⁵	a ³³₂₃ k u ³⁵	
14665	Fuzhou	jiù-fǔ 436	依 舅	*i⁴⁴₅₂kiu²⁴²	436	i⁴⁴₅₂kiu²⁴²	i ⁴⁴₅₂ k i u ²⁴²	[*]
14666	Fuzhou	jiù-fǔ 436	娘舅	[2] nuɔŋ⁵²₃₁kiu²⁴²	436	nuɔŋ⁵²₃₁kiu²⁴²	n u ɔ ŋ ⁵²₃₁ k i u ²⁴²	[2]
#
14687	Beijing	jiù-mǔ 437	鼻母	tɕiou⁵¹mu⁰	437	tɕiou⁵¹mu⁰	tɕ i o u ⁵¹ m u ⁰	
14688	Jinan	jiù-mǔ 437	舅母	tɕiou²¹mu⁰	437	tɕiou²¹mu⁰	tɕ i o u ²¹ m u ⁰	
14689	Shenyang	jiù-mǔ 437	舅媽	tɕiou⁴¹məŋ⁰	437	tɕiou⁴¹məŋ⁰	tɕ i o u ⁴¹ m ə ŋ ⁰	
14690	Xian	jiù-mǔ 437	妗子	tɕiẽ⁴⁵tsๅ⁰	437	tɕiẽ⁴⁵tsๅ⁰	tɕ i ẽ ∼ ⁴⁵ ts ๅ ⁰	
14691	Chengdu	jiù-mǔ 437	舅母兒	tɕiəu¹³mər⁵³	437	tɕiəu¹³mər⁵³	tɕ i ə u ¹³ m ə r ⁵³	
14692	Kunming	jiù-mǔ 437	舅媽	tɕio¹³ma⁴⁴	437	tɕio¹³ma⁴⁴	tɕ i o ¹³ m a ⁴⁴	
14693	Hefei	jiù-mǔ 437	舅嫫	tɕiɯ⁵³mɐʔ⁴	437	tɕiɯ⁵³mɐʔ⁴	tɕ i ɯ ⁵³ m ɐ ʔ ⁴	
14694	Yangzhou	jiù-mǔ 437	舅母	tɕiɤɯ⁵⁵mo⁰	437	tɕiɤɯ⁵⁵mo⁰	tɕ i ɤ ɯ ⁵⁵ m o ⁰	
14696	Wenzhou	jiù-mǔ 437	妗娘兒	dʑiaŋ²⁴ȵi³¹ῃ³¹	437	dʑiaŋ²⁴ȵi³¹ῃ³¹	dʑ i a ŋ ²⁴ ȵ i ³¹ ῃ ³¹	
14697	Changsha	jiù-mǔ 437	舅媽	tɕiəu⁵⁵ma³³	437	tɕiəu⁵⁵ma³³	tɕ i ə u ⁵⁵ m a ³³	
14698	Nanchang	jiù-mǔ 437	舅母	tɕʰiu³¹mu⁰	437	tɕʰiu³¹mu⁰	tɕʰ i u ³¹ m u ⁰	
14699	Meixian	jiù-mǔ 437	舅姆	kʰiu⁴⁴mɛ⁴⁴	437	kʰiu⁴⁴mɛ⁴⁴	kʰ i u ⁴⁴ m ɛ ⁴⁴	
14700	Guangzhou	jiù-mǔ 437	舅母	kʰɐu²³mou²³	437	kʰɐu²³mou²³	kʰ ɐ u ²³ m o u ²³	
14702	Yangjiang	jiù-mǔ 437	舅娘	kiɛu⁴⁵⁴niɛŋ⁴⁴³	437	kiɛu⁴⁵⁴niɛŋ⁴⁴³	k i ɛ u ⁴⁵⁴ n i ɛ ŋ ⁴⁴³	
14703	Yangjiang	jiù-mǔ 437	阿妗	[2] a³³kʰiɛm²¹	437	a³³kʰiɛm²¹	a ³³ kʰ i ɛ m ²¹	[2]
14704	Xiamen	jiù-mǔ 437	阿妗	a⁵⁵₃₃kim³³	437	a⁵⁵₃₃kim³³	a ⁵⁵₃₃ k i m ³³	
14705	Chaozhou	jiù-mǔ 437	阿妗	a⁵⁵₂₃kim³⁵	437	a⁵⁵₂₃kim³⁵	a ⁵⁵₂₃ k i m ³⁵	
14706	Fuzhou	jiù-mǔ 437	依 妗	*i⁴⁴₅₂keiŋ²⁴²	437	i⁴⁴₅₂keiŋ²⁴²	i ⁴⁴₅₂ k e i ŋ ²⁴²	[*]
14707	Fuzhou	jiù-mǔ 437	娘妗	[2] nuɔŋ⁵²₃₁keiŋ²⁴²	437	nuɔŋ⁵²₃₁keiŋ²⁴²	n u ɔ ŋ ⁵²₃₁ k e i ŋ ²⁴²	[2]
14695	Suzhou	jiù-mǔ 437	舅姆	dʑiʏ³¹₂₂ṃ²⁴₃₃	437	dʑiʏ³¹₂₂ṃ²⁴₃₃	dʑ i ʏ ³¹₂₂ ṃ ²⁴₃₃	
14701	Guangzhou	jiù-mǔ 437	妗母	[2] kʰɐm²³mou²³	437	kʰɐm²³mou²³	kʰ ɐ m ²³ m o u ²³	[2]
#
11001	Beijing	jiā-dào 356	街道	tɕie⁵⁵tau⁵¹	356	tɕie⁵⁵tau⁵¹	tɕ i e ⁵⁵ t a u ⁵¹	
11002	Jinan	jiā-dào 356	街道	tɕiɛ²¹³tɔ²¹	356	tɕiɛ²¹³tɔ²¹	tɕ i ɛ ²¹³ t ɔ ²¹	
11003	Shenyang	jiā-dào 356	街道	tɕie³³tau⁴¹	356	tɕie³³tau⁴¹	tɕ i e ³³ t a u ⁴¹	
11004	Xian	jiā-dào 356	街道	tɕie²¹tɑu⁴⁵	356	tɕie²¹tɑu⁴⁵	tɕ i e ²¹ t ɑ u ⁴⁵	
11005	Chengdu	jiā-dào 356	街道	kai⁴⁴tau¹³	356	kai⁴⁴tau¹³	k a i ⁴⁴ t a u ¹³	
11006	Kunming	jiā-dào 356	街心	kɛ⁴⁴ɕĩ⁴⁴	356	kɛ⁴⁴ɕĩ⁴⁴	k ɛ ⁴⁴ ɕ ĩ ∼ ⁴⁴	
11007	Hefei	jiā-dào 356	街	tɕiɛ²¹²	356	tɕiɛ²¹²	tɕ i ɛ ²¹²	
11008	Yangzhou	jiā-dào 356	街	kɛ³¹	356	kɛ³¹	k ɛ ³¹	
11009	Suzhou	jiā-dào 356	街	kɒ⁴⁴	356	kɒ⁴⁴	k ɒ ⁴⁴	
11010	Wenzhou	jiā-dào 356	街路	ka⁴⁴løy¹¹	356	ka⁴⁴løy¹¹	k a ⁴⁴ l ø y ¹¹	
11011	Changsha	jiā-dào 356	街上	kai³³san²¹	356	kai³³san²¹	k a i ³³ s a n ²¹	
11012	Nanchang	jiā-dào 356	街道	kai⁴²tʰau³¹	356	kai⁴²tʰau³¹	k a i ⁴² tʰ a u ³¹	
11013	Meixian	jiā-dào 356	街路	kiai⁴⁴lu⁴²	356	kiai⁴⁴lu⁴²	k i a i ⁴⁴ l u ⁴²	
11014	Guangzhou	jiā-dào 356	街道	kai⁵³tou²²	356	kai⁵³tou²²	k a i ⁵³ t o u ²²	
11015	Yangjiang	jiā-dào 356	街巷	kai³³hɔŋ⁴⁵⁴	356	kai³³hɔŋ⁴⁵⁴	k a i ³³ h ɔ ŋ ⁴⁵⁴	
11016	Xiamen	jiā-dào 356	街路	kue⁵⁵₃₃lɔ³³	356	kue⁵⁵₃₃lɔ³³	k u e ⁵⁵₃₃ l ɔ ³³	
11017	Chaozhou	jiā-dào 356	街路	koi³³₂₃lou¹¹	356	koi³³₂₃lou¹¹	k o i ³³₂₃ l o u ¹¹	
11018	Fuzhou	jiā-dào 356	街道	kɛ⁴⁴₅₂lɔ²⁴²(t-)	356	kɛ⁴⁴₅₂lɔ²⁴²	k ɛ ⁴⁴₅₂ l ɔ ²⁴²	
#
6963	Beijing	jiā-jù 261	家俱	tɕia⁵⁵tɕyʰ	261	tɕia⁵⁵tɕyʰ	tɕ i a ⁵⁵ tɕ yʰ	
6964	Jinan	jiā-jù 261	家俱	tɕia²¹³tɕy²¹	261	tɕia²¹³tɕy²¹	tɕ i a ²¹³ tɕ y ²¹	
6965	Shenyang	jiā-jù 261	家俱	tɕia³³tɕy⁴¹	261	tɕia³³tɕy⁴¹	tɕ i a ³³ tɕ y ⁴¹	
6966	Xian	jiā-jù 261	家俱	tɕiɑ²¹tɕy⁴⁵	261	tɕiɑ²¹tɕy⁴⁵	tɕ i ɑ ²¹ tɕ y ⁴⁵	
6967	Chengdu	jiā-jù 261	家俱	tɕia⁴⁴tɕy¹³	261	tɕia⁴⁴tɕy¹³	tɕ i a ⁴⁴ tɕ y ¹³	
6968	Kunming	jiā-jù 261	家俱	tɕia⁴⁴tɕi¹³	261	tɕia⁴⁴tɕi¹³	tɕ i a ⁴⁴ tɕ i ¹³	
6969	Hefei	jiā-jù 261	家俱	tɕia²¹²tɕy⁵³	261	tɕia²¹²tɕy⁵³	tɕ i a ²¹² tɕ y ⁵³	
6970	Yangzhou	jiā-jù 261	家俱	tɕiɑ³¹tɕy⁵⁵	261	tɕiɑ³¹tɕy⁵⁵	tɕ i ɑ ³¹ tɕ y ⁵⁵	
6971	Suzhou	jiā-jù 261	家生	kɒ⁴⁴saŋ⁴⁴₂₁	261	kɒ⁴⁴saŋ⁴⁴₂₁	k ɒ ⁴⁴ s a ŋ ⁴⁴₂₁	
6972	Wenzhou	jiā-jù 261	家生	ko⁴⁴sɛ⁴⁴	261	ko⁴⁴sɛ⁴⁴	k o ⁴⁴ s ɛ ⁴⁴	
6973	Changsha	jiā-jù 261	家俱	tɕia³³tɕy⁵⁵	261	tɕia³³tɕy⁵⁵	tɕ i a ³³ tɕ y ⁵⁵	
6974	Nanchang	jiā-jù 261	家俱	ka⁴²tɕy³¹	261	ka⁴²tɕy³¹	k a ⁴² tɕ y ³¹	
6975	Meixian	jiā-jù 261	家私	ka⁵⁵sɿ⁴⁴	261	ka⁵⁵sɿ⁴⁴	k a ⁵⁵ s ɿ ⁴⁴	
6976	Meixian	jiā-jù 261	家生	[2] ka⁴⁴saŋ⁴⁴	261	ka⁴⁴saŋ⁴⁴	k a ⁴⁴ s a ŋ ⁴⁴	[2]
6977	Guangzhou	jiā-jù 261	家私	ka⁵⁵ʃi⁵³	261	ka⁵⁵ʃi⁵³	k a ⁵⁵ ʃ i ⁵³	
6978	Yangjiang	jiā-jù 261	家私	ka³³ɬei³³	261	ka³³ɬei³³	k a ³³ ɬ e i ³³	
6979	Xiamen	jiā-jù 261	家私	ke⁵⁵₃₃si⁵⁵	261	ke⁵⁵₃₃si⁵⁵	k e ⁵⁵₃₃ s i ⁵⁵	
6980	Chaozhou	jiā-jù 261	家私	ke³³₂₃si³³	261	ke³³₂₃si³³	k e ³³₂₃ s i ³³	
6981	Fuzhou	jiā-jù 261	家私	ka⁴⁴li⁴⁴(s-)	261	ka⁴⁴li⁴⁴	k a ⁴⁴ l i ⁴⁴	
#
5347	Beijing	jiā-yāo 223	裌襖	ɕia³⁵au²¹⁴	223	ɕia³⁵au²¹⁴	ɕ i a ³⁵ a u ²¹⁴	
5348	Jinan	jiā-yāo 223	裌祆	tɕia⁵⁵ŋɔ⁵⁵	223	tɕia⁵⁵ŋɔ⁵⁵	tɕ i a ⁵⁵ ŋ ɔ ⁵⁵	
5349	Shenyang	jiā-yāo 223	裌襖	tɕia³⁵au²¹³	223	tɕia³⁵au²¹³	tɕ i a ³⁵ a u ²¹³	
5350	Xian	jiā-yāo 223	裌祆	tɕia²¹ŋɑu⁵³	223	tɕia²¹ŋɑu⁵³	tɕ i a ²¹ ŋ ɑ u ⁵³	
5351	Chengdu	jiā-yāo 223	裌祆	tɕia³¹ŋau⁵³	223	tɕia³¹ŋau⁵³	tɕ i a ³¹ ŋ a u ⁵³	
5352	Kunming	jiā-yāo 223	裌祆	tɕia³¹au⁵³	223	tɕia³¹au⁵³	tɕ i a ³¹ a u ⁵³	
5353	Hefei	jiā-yāo 223	裌祆	tɕiɐʔ⁴ʐɔ²⁴	223	tɕiɐʔ⁴ʐɔ²⁴	tɕ i ɐ ʔ ⁴ ʐ ɔ ²⁴	
5354	Yangzhou	jiā-yāo 223	裌 子	@tɕiaeʔ⁴təŋ⁵⁵tsɛ⁰	223	@tɕiaeʔ⁴təŋ⁵⁵tsɛ⁰	@ tɕ i a e ʔ ⁴ t ə ŋ ⁵⁵ ts ɛ ⁰	
5355	Suzhou	jiā-yāo 223	裌祆	kaʔ⁴se⁴¹,kaʔ⁴ŋæ²⁴	223	kaʔ⁴se⁴¹	k a ʔ ⁴ s e ⁴¹	
5356	Wenzhou	jiā-yāo 223	裌襖	ka²³ɜ⁴⁵	223	ka²³ɜ⁴⁵	k a ²³ ɜ ⁴⁵	
5357	Changsha	jiā-yāo 223	裌襖	ka²⁴ŋau⁴¹	223	ka²⁴ŋau⁴¹	k a ²⁴ ŋ a u ⁴¹	
5358	Nanchang	jiā-yāo 223	裌襖	kak⁵ŋau²¹³	223	kak⁵ŋau²¹³	k a k ⁵ ŋ a u ²¹³	
5359	Meixian	jiā-yāo 223	裌襖	kiap²¹au³¹	223	kiap²¹au³¹	k i a p ²¹ a u ³¹	
5360	Guangzhou	jiā-yāo 223	夾衲	kap³³nap²²	223	kap³³nap²²	k a p ³³ n a p ²²	
5361	Guangzhou	jiā-yāo 223	夾衫	[2] kap³³ʃam⁵³	223	kap³³ʃam⁵³	k a p ³³ ʃ a m ⁵³	[2]
5362	Yangjiang	jiā-yāo 223	衲仔	nap⁴⁵⁴tʃɐi²¹	223	nap⁴⁵⁴tʃɐi²¹	n a p ⁴⁵⁴ tʃ ɐ i ²¹	
5363	Xiamen	jiā-yāo 223	! 裌□	kiap³²₅hiu²⁴	223	kiap³²₅hiu²⁴	k i a p ³²₅ h i u ²⁴	
5364	Chaozhou	jiā-yāo 223	裌裘	koiʔ²¹₄hĩũ⁵⁵	223	koiʔ²¹₄hĩũ⁵⁵	k o i ʔ ²¹₄ h ĩ ũ ∼ ⁵⁵	
5365	Fuzhou	jiā-yāo 223	裌襖	kaʔ²³ɔ³¹	223	kaʔ²³ɔ³¹	k a ʔ ²³ ɔ ³¹	
#
26617	Beijing	jiān 705	淺	tɕʰian²¹⁴	705	tɕʰian²¹⁴	tɕʰ i a n ²¹⁴	
26618	Jinan	jiān 705	淺	tɕʰiæ̃⁵⁵	705	tɕʰiæ̃⁵⁵	tɕʰ i æ̃ ∼ ⁵⁵	
26619	Shenyang	jiān 705	淺	tɕʰian²¹³	705	tɕʰian²¹³	tɕʰ i a n ²¹³	
26620	Xian	jiān 705	淺	tɕʰiæ̃⁵³	705	tɕʰiæ̃⁵³	tɕʰ i æ̃ ∼ ⁵³	
26621	Chengdu	jiān 705	淺	tɕʰian⁵³	705	tɕʰian⁵³	tɕʰ i a n ⁵³	
26622	Kunming	jiān 705	淺	tɕʰiɛ⁵³	705	tɕʰiɛ⁵³	tɕʰ i ɛ ⁵³	
26623	Hefei	jiān 705	淺	tɕʰiĩ²⁴	705	tɕʰiĩ²⁴	tɕʰ i ĩ ∼ ²⁴	
26624	Yangzhou	jiān 705	淺	tɕʰiĩ⁴²	705	tɕʰiĩ⁴²	tɕʰ i ĩ ∼ ⁴²	
26625	Suzhou	jiān 705	淺	tsʰiɪ⁴¹	705	tsʰiɪ⁴¹	tsʰ i ɪ ⁴¹	
26626	Wenzhou	jiān 705	淺	tɕʰi⁴⁵	705	tɕʰi⁴⁵	tɕʰ i ⁴⁵	
26627	Changsha	jiān 705	淺	tɕʰiẽ⁴¹	705	tɕʰiẽ⁴¹	tɕʰ i ẽ ∼ ⁴¹	
26628	Nanchang	jiān 705	淺	tɕʰiɛn²¹³	705	tɕʰiɛn²¹³	tɕʰ i ɛ n ²¹³	
26629	Meixian	jiān 705	淺	tsʰiɛn³¹	705	tsʰiɛn³¹	tsʰ i ɛ n ³¹	
26630	Guangzhou	jiān 705	淺	tʃʰin³⁵	705	tʃʰin³⁵	tʃʰ i n ³⁵	
26631	Yangjiang	jiān 705	淺	tʃʰin²¹	705	tʃʰin²¹	tʃʰ i n ²¹	
26632	Xiamen	jiān 705	淺	tsʰian⁵¹	705	tsʰian⁵¹	tsʰ i a n ⁵¹	
26633	Chaozhou	jiān 705	淺	tsʰieŋ⁵³	705	tsʰieŋ⁵³	tsʰ i e ŋ ⁵³	
26634	Fuzhou	jiān 705	淺	tsʰieŋ³¹	705	tsʰieŋ³¹	tsʰ i e ŋ ³¹	
#
8287	Beijing	jiāng-hú 292	漿子	tɕiaŋ⁵¹tsɿ⁰	292	tɕiaŋ⁵¹tsɿ⁰	tɕ i a ŋ ⁵¹ ts ɿ ⁰	
8288	Jinan	jiāng-hú 292	漿子	tɕiaŋ²¹tsɿ⁰	292	tɕiaŋ²¹tsɿ⁰	tɕ i a ŋ ²¹ ts ɿ ⁰	
8289	Shenyang	jiāng-hú 292	漿子	tɕiaŋ⁴¹tsɿ⁰	292	tɕiaŋ⁴¹tsɿ⁰	tɕ i a ŋ ⁴¹ ts ɿ ⁰	
8290	Xian	jiāng-hú 292	漿子	tɕiɑŋ⁴⁵tsɿ⁰	292	tɕiɑŋ⁴⁵tsɿ⁰	tɕ i ɑ ŋ ⁴⁵ ts ɿ ⁰	
8291	Chengdu	jiāng-hú 292	獎子	tɕiaŋ¹³tsɿ⁵³	292	tɕiaŋ¹³tsɿ⁵³	tɕ i a ŋ ¹³ ts ɿ ⁵³	
8292	Kunming	jiāng-hú 292	面糊	miɛ¹³xu¹³₄₄	292	miɛ¹³xu¹³₄₄	m i ɛ ¹³ x u ¹³₄₄	
