# Wordlist

# DATA
ID	DOCULECT	CONCEPT_PINYIN	HANZI	ENTRY_IN_SOURCE	BEIDA_ID	IPA	TOKENS	NOTE
26891	Yangjiang	zhèng 711	正	tʃɪŋ²⁴	711	tʃɪŋ²⁴	tʃ ɪ ŋ ²⁴	
#
6271	Beijing	zhèng-páng 245	堂屋	tʰaŋ³⁵u⁵⁵	245	tʰaŋ³⁵u⁵⁵	tʰ a ŋ ³⁵ u ⁵⁵	
6272	Beijing	zhèng-páng 245	正房	[2] tʂəŋ⁵¹faŋ³⁵	245	tʂəŋ⁵¹faŋ³⁵	tʂ ə ŋ ⁵¹ f a ŋ ³⁵	[2]
6273	Beijing	zhèng-páng 245	北房	[3] pei²¹⁴₂₁faŋ³⁵	245	pei²¹⁴₂₁faŋ³⁵	p e i ²¹⁴₂₁ f a ŋ ³⁵	[3]
6274	Jinan	zhèng-páng 245	堂屋	tʰaŋ⁴²u²¹³	245	tʰaŋ⁴²u²¹³	tʰ a ŋ ⁴² u ²¹³	
6275	Jinan	zhèng-páng 245	正房	[2] tʂəŋ²¹faŋ⁴²	245	tʂəŋ²¹faŋ⁴²	tʂ ə ŋ ²¹ f a ŋ ⁴²	[2]
6276	Jinan	zhèng-páng 245	北房	[3] pei²¹³faŋ⁴²	245	pei²¹³faŋ⁴²	p e i ²¹³ f a ŋ ⁴²	[3]
6277	Shenyang	zhèng-páng 245	上屋	saŋ⁴¹u³⁵	245	saŋ⁴¹u³⁵	s a ŋ ⁴¹ u ³⁵	
6278	Shenyang	zhèng-páng 245	正房	[2] tsəŋ⁴¹faŋ³⁵	245	tsəŋ⁴¹faŋ³⁵	ts ə ŋ ⁴¹ f a ŋ ³⁵	[2]
6279	Xian	zhèng-páng 245	上房	ʂɑŋ⁴⁵fɑŋ²⁴	245	ʂɑŋ⁴⁵fɑŋ²⁴	ʂ ɑ ŋ ⁴⁵ f ɑ ŋ ²⁴	
6280	Chengdu	zhèng-páng 245	堂屋	tʰau³¹(-aŋ)vu³¹₄₄	245	tʰau³¹vu³¹₄₄	tʰ a u ³¹ v u ³¹₄₄	
6281	Kunming	zhèng-páng 245	堂屋	tʰã³¹u³¹₄₄	245	tʰã³¹u³¹₄₄	tʰ ã ∼ ³¹ u ³¹₄₄	
6282	Hefei	zhèng-páng 245	堂屋	tʰɑ̃⁵⁵uəʔ⁴	245	tʰɑ̃⁵⁵uəʔ⁴	tʰ ɑ̃ ∼ ⁵⁵ u ə ʔ ⁴	
6283	Yangzhou	zhèng-páng 245	堂屋心	tʰɑŋ³⁴ɔʔ⁴ɕiŋ³¹	245	tʰɑŋ³⁴ɔʔ⁴ɕiŋ³¹	tʰ ɑ ŋ ³⁴ ɔ ʔ ⁴ ɕ i ŋ ³¹	
6284	Suzhou	zhèng-páng 245	中間	tsoŋ¹⁴kɛ⁴⁴₂₁	245	tsoŋ¹⁴kɛ⁴⁴₂₁	ts o ŋ ¹⁴ k ɛ ⁴⁴₂₁	
6285	Suzhou	zhèng-páng 245	坐起	[2] zəu³¹₂₂tɕʰi⁴¹₄₄	245	zəu³¹₂₂tɕʰi⁴¹₄₄	z ə u ³¹₂₂ tɕʰ i ⁴¹₄₄	[2]
6286	Wenzhou	zhèng-páng 245	前間	ɦi³¹ka⁴⁴	245	ɦi³¹ka⁴⁴	ɦ i ³¹ k a ⁴⁴	
6287	Changsha	zhèng-páng 245	堂屋	tʰau¹³(-an)u²⁴	245	tʰau¹³u²⁴	tʰ a u ¹³ u ²⁴	
6288	Nanchang	zhèng-páng 245	堂屋	tʰɔŋ²⁴uk⁵	245	tʰɔŋ²⁴uk⁵	tʰ ɔ ŋ ²⁴ u k ⁵	
6289	Meixian	zhèng-páng 245	客廳	kʰak²¹tʰaŋ⁴⁴	245	kʰak²¹tʰaŋ⁴⁴	kʰ a k ²¹ tʰ a ŋ ⁴⁴	
6290	Guangzhou	zhèng-páng 245	〔神〕廳	(ʃɐn²¹)tʰɛŋ⁵³	245	tʰɛŋ⁵³	tʰ ɛ ŋ ⁵³	
6291	Yangjiang	zhèng-páng 245	廳	tʰɪŋ³³	245	tʰɪŋ³³	tʰ ɪ ŋ ³³	
6292	Xiamen	zhèng-páng 245	廳	tʰĩã⁵⁵	245	tʰĩã⁵⁵	tʰ ĩ ã ∼ ⁵⁵	
6293	Chaozhou	zhèng-páng 245	廳	kʰaʔ²¹₃tʰĩã³³	245	kʰaʔ²¹₃tʰĩã³³	kʰ a ʔ ²¹₃ tʰ ĩ ã ∼ ³³	
6294	Fuzhou	zhèng-páng 245	廳堂	tʰiaŋ⁴⁴nouŋ⁵²(t-)	245	tʰiaŋ⁴⁴nouŋ⁵²	tʰ i a ŋ ⁴⁴ n o u ŋ ⁵²	
#
15833	Beijing	zhì-ní 461	侄兒	tʂʅr³⁵	461	tʂʅr³⁵	tʂ ʅ r ³⁵	
15834	Jinan	zhì-ní 461	侄兒	tʂʅr⁴²	461	tʂʅr⁴²	tʂ ʅ r ⁴²	
15835	Shenyang	zhì-ní 461	侄兒	tsๅr³⁵	461	tsๅr³⁵	ts ๅ r ³⁵	
15836	Xian	zhì-ní 461	侄兒	tʂʅr²⁴	461	tʂʅr²⁴	tʂ ʅ r ²⁴	
15837	Chengdu	zhì-ní 461	侄兒	tsๅ³¹ɚ³¹	461	tsๅ³¹ɚ³¹	ts ๅ ³¹ ɚ ³¹	
15838	Kunming	zhì-ní 461	侄兒子	tʂʅ³¹ə³¹tsๅ⁵³	461	tʂʅ³¹ə³¹tsๅ⁵³	tʂ ʅ ³¹ ə ³¹ ts ๅ ⁵³	
15839	Hefei	zhì-ní 461	侄兒	tʂəʔ⁴a⁰	461	tʂəʔ⁴a⁰	tʂ ə ʔ ⁴ a ⁰	
15840	Yangzhou	zhì-ní 461	侄子	tsəʔ⁴tsɛ⁰	461	tsəʔ⁴tsɛ⁰	ts ə ʔ ⁴ ts ɛ ⁰	
15841	Suzhou	zhì-ní 461	阿侄	aʔ⁴zɤʔ²³	461	aʔ⁴zɤʔ²³	a ʔ ⁴ z ɤ ʔ ²³	
15842	Wenzhou	zhì-ní 461	阿侄	a²³dzai¹²	461	a²³dzai¹²	a ²³ dz a i ¹²	
15843	Changsha	zhì-ní 461	侄兒子	tsๅ²⁴ə¹³tsๅ⁰	461	tsๅ²⁴ə¹³tsๅ⁰	ts ๅ ²⁴ ə ¹³ ts ๅ ⁰	
15844	Nanchang	zhì-ní 461	侄子	tsʰət⁵tsๅ⁰	461	tsʰət⁵tsๅ⁰	tsʰ ə t ⁵ ts ๅ ⁰	
15845	Meixian	zhì-ní 461	侄□	tsʰət⁴ɛ⁰	461	tsʰət⁴ɛ⁰	tsʰ ə t ⁴ ɛ ⁰	
15846	Guangzhou	zhì-ní 461	侄	tʃɐt²	461	tʃɐt²	tʃ ɐ t ²	
15847	Yangjiang	zhì-ní 461	阿侄	a³³tʃɐt⁴⁵⁴	461	a³³tʃɐt⁴⁵⁴	a ³³ tʃ ɐ t ⁴⁵⁴	
15848	Xiamen	zhì-ní 461	侄仔	tit⁵₃₂a⁵¹	461	tit⁵₃₂a⁵¹	t i t ⁵₃₂ a ⁵¹	
15849	Xiamen	zhì-ní 461	孫	[2] sun⁵⁵	461	sun⁵⁵	s u n ⁵⁵	[2]
15850	Chaozhou	zhì-ní 461	逗 孫	*tau³³₂₃suŋ³³	461	tau³³₂₃suŋ³³	t a u ³³₂₃ s u ŋ ³³	[*]
15851	Fuzhou	zhì-ní 461	侄	tiʔ⁴	461	tiʔ⁴	t i ʔ ⁴	
15852	Fuzhou	zhì-ní 461	孫	[2] souŋ⁴⁴	461	souŋ⁴⁴	s o u ŋ ⁴⁴	[2]
#
15873	Beijing	zhì-nǜ 462	侄女兒	tʂʅ³⁵nyr⁰	462	tʂʅ³⁵nyr⁰	tʂ ʅ ³⁵ n y r ⁰	
15874	Jinan	zhì-nǜ 462	侄女兒	tʂʅ⁴²ȵyr⁰	462	tʂʅ⁴²ȵyr⁰	tʂ ʅ ⁴² ȵ y r ⁰	
15875	Shenyang	zhì-nǜ 462	侄女兒	tsๅ³⁵ȵyr²¹³	462	tsๅ³⁵ȵyr²¹³	ts ๅ ³⁵ ȵ y r ²¹³	
15876	Xian	zhì-nǜ 462	侄女兒	tʂʅ²⁴ȵyr⁰	462	tʂʅ²⁴ȵyr⁰	tʂ ʅ ²⁴ ȵ y r ⁰	
15877	Chengdu	zhì-nǜ 462	侄女兒	tsๅ³¹ȵyər⁵³	462	tsๅ³¹ȵyər⁵³	ts ๅ ³¹ ȵ y ə r ⁵³	
15878	Kunming	zhì-nǜ 462	姪囡兒	tʂʅ³¹nuãr³¹	462	tʂʅ³¹nuãr³¹	tʂ ʅ ³¹ n u ã ∼ r ³¹	
15879	Hefei	zhì-nǜ 462	姪女兒	tʂəʔ⁴ny²⁴a⁰	462	tʂəʔ⁴ny²⁴a⁰	tʂ ə ʔ ⁴ n y ²⁴ a ⁰	
15880	Yangzhou	zhì-nǜ 462	姪女兒	tsəʔ⁴ly⁴²ɑ⁰	462	tsəʔ⁴ly⁴²ɑ⁰	ts ə ʔ ⁴ l y ⁴² ɑ ⁰	
15881	Suzhou	zhì-nǜ 462	姪囡五	*zɤʔ²³nø²⁴₂₁ῃ³¹₂₁	462	zɤʔ²³nø²⁴₂₁ῃ³¹₂₁	z ɤ ʔ ²³ n ø ²⁴₂₁ ῃ ³¹₂₁	[*]
15882	Wenzhou	zhì-nǜ 462	娃女	dzai¹²ȵy⁴¹	462	dzai¹²ȵy⁴¹	dz a i ¹² ȵ y ⁴¹	
15883	Changsha	zhì-nǜ 462	娃女	tsๅ²⁴ȵy⁴¹	462	tsๅ²⁴ȵy⁴¹	ts ๅ ²⁴ ȵ y ⁴¹	
15884	Nanchang	zhì-nǜ 462	姪女子	tsʰət⁵ȵy²¹³tsๅ⁰	462	tsʰət⁵ȵy²¹³tsๅ⁰	tsʰ ə t ⁵ ȵ y ²¹³ ts ๅ ⁰	
15885	Meixian	zhì-nǜ 462	! 姪□	tsʰət⁴ῃ³¹	462	tsʰət⁴ῃ³¹	tsʰ ə t ⁴ ῃ ³¹	
15886	Guangzhou	zhì-nǜ 462	姪女	tʃɐt²nøy²³₃₅	462	tʃɐt²nøy²³₃₅	tʃ ɐ t ² n ø y ²³₃₅	
15887	Yangjiang	zhì-nǜ 462	姪女	tʃɐt⁴⁵⁴nei²¹	462	tʃɐt⁴⁵⁴nei²¹	tʃ ɐ t ⁴⁵⁴ n e i ²¹	
15888	Xiamen	zhì-nǜ 462	姪女	tit⁵₃₂lu⁵¹	462	tit⁵₃₂lu⁵¹	t i t ⁵₃₂ l u ⁵¹	
15889	Chaozhou	zhì-nǜ 462	走 孫	*tsau⁵³₂₄suŋ³³	462	tsau⁵³₂₄suŋ³³	ts a u ⁵³₂₄ s u ŋ ³³	[*]
15890	Fuzhou	zhì-nǜ 462	姪女	tiʔ⁴₃₁ny³¹	462	tiʔ⁴₃₁ny³¹	t i ʔ ⁴₃₁ n y ³¹	
#
27059	Beijing	zhí 716	直	tʂʅ³⁵	716	tʂʅ³⁵	tʂ ʅ ³⁵	
27060	Jinan	zhí 716	直	tʂʅ⁴²	716	tʂʅ⁴²	tʂ ʅ ⁴²	
27061	Shenyang	zhí 716	直	tsๅ³⁵	716	tsๅ³⁵	ts ๅ ³⁵	
27062	Xian	zhí 716	直	tʂʅ²⁴	716	tʂʅ²⁴	tʂ ʅ ²⁴	
27063	Chengdu	zhí 716	直	tsๅ³¹	716	tsๅ³¹	ts ๅ ³¹	
27064	Chengdu	zhí 716	伸	[2] tsʰən⁴⁴	716	tsʰən⁴⁴	tsʰ ə n ⁴⁴	[2]
27065	Kunming	zhí 716	直	tʂʅ³¹	716	tʂʅ³¹	tʂ ʅ ³¹	
27066	Hefei	zhí 716	直	tʂəʔ⁴	716	tʂəʔ⁴	tʂ ə ʔ ⁴	
27067	Yangzhou	zhí 716	直	tsəʔ⁴	716	tsəʔ⁴	ts ə ʔ ⁴	
27068	Suzhou	zhí 716	直	zɤʔ²³	716	zɤʔ²³	z ɤ ʔ ²³	
27069	Wenzhou	zhí 716	直	dzei¹²	716	dzei¹²	dz e i ¹²	
27070	Changsha	zhí 716	直	tsๅ²⁴	716	tsๅ²⁴	ts ๅ ²⁴	
27072	Meixian	zhí 716	直	tsʰət⁴	716	tsʰət⁴	tsʰ ə t ⁴	
27073	Guangzhou	zhí 716	直	tʃɪk²	716	tʃɪk²	tʃ ɪ k ²	
27074	Yangjiang	zhí 716	掂	*tim²⁴	716	tim²⁴	t i m ²⁴	[*]
27075	Xiamen	zhí 716	直	tit⁵	716	tit⁵	t i t ⁵	
27076	Chaozhou	zhí 716	直	tik⁴	716	tik⁴	t i k ⁴	
27077	Fuzhou	zhí 716	直	tiʔ⁴	716	tiʔ⁴	t i ʔ ⁴	
27071	Nanchang	zhí 716	直	tsʰət⁵	716	tsʰət⁵	tsʰ ə t ⁵	
#
25655	Beijing	zhí-děi 683	値得	tʂʅ³⁵tə⁰	683	tʂʅ³⁵tə⁰	tʂ ʅ ³⁵ t ə ⁰	
25656	Jinan	zhí-děi 683	値得	tʂʅ⁴²ti⁰	683	tʂʅ⁴²ti⁰	tʂ ʅ ⁴² t i ⁰	
25657	Shenyang	zhí-děi 683	値得	tsๅ³⁵tə²¹³	683	tsๅ³⁵tə²¹³	ts ๅ ³⁵ t ə ²¹³	
25658	Shenyang	zhí-děi 683	値個兒	[2] tsๅ³⁵kər⁴¹	683	tsๅ³⁵kər⁴¹	ts ๅ ³⁵ k ə r ⁴¹	[2]
25659	Xian	zhí-děi 683	値得	tʂʅ²⁴tei⁰	683	tʂʅ²⁴tei⁰	tʂ ʅ ²⁴ t e i ⁰	
25660	Chengdu	zhí-děi 683	値得	tsๅ³¹te³¹	683	tsๅ³¹te³¹	ts ๅ ³¹ t e ³¹	
25661	Kunming	zhí-děi 683	値得	tʂʅ³¹tə³¹	683	tʂʅ³¹tə³¹	tʂ ʅ ³¹ t ə ³¹	
25662	Hefei	zhí-děi 683	値得	tʂəʔ⁴təʔ⁴	683	tʂəʔ⁴təʔ⁴	tʂ ə ʔ ⁴ t ə ʔ ⁴	
25663	Yangzhou	zhí-děi 683	値得	tsəʔ⁴təʔ⁴	683	tsəʔ⁴təʔ⁴	ts ə ʔ ⁴ t ə ʔ ⁴	
25664	Suzhou	zhí-děi 683	値得 ？	zɤʔ²³tɤʔ⁴	683	zɤʔ²³tɤʔ⁴	z ɤ ʔ ²³ t ɤ ʔ ⁴	
25665	Wenzhou	zhí-děi 683	値得	dzei¹²tɛ²³	683	dzei¹²tɛ²³	dz e i ¹² t ɛ ²³	
25666	Changsha	zhí-děi 683	値得	tsๅ²⁴tə²⁴	683	tsๅ²⁴tə²⁴	ts ๅ ²⁴ t ə ²⁴	
25667	Nanchang	zhí-děi 683	値得	tsʰət⁵tɛt⁵	683	tsʰət⁵tɛt⁵	tsʰ ə t ⁵ t ɛ t ⁵	
25668	Meixian	zhí-děi 683	値得	tsʰət⁴tɛt²¹	683	tsʰət⁴tɛt²¹	tsʰ ə t ⁴ t ɛ t ²¹	
25669	Guangzhou	zhí-děi 683	値得	tʃɪk²tɐk⁵	683	tʃɪk²tɐk⁵	tʃ ɪ k ² t ɐ k ⁵	
25670	Yangjiang	zhí-děi 683	抵	tɐi²¹	683	tɐi²¹	t ɐ i ²¹	
25671	Yangjiang	zhí-děi 683	該	[2] kɔi³³	683	kɔi³³	k ɔ i ³³	[2]
25672	Xiamen	zhí-děi 683	重値	tiɔŋ³³₁₁tat⁵	683	tiɔŋ³³₁₁tat⁵	t i ɔ ŋ ³³₁₁ t a t ⁵	
25673	Chaozhou	zhí-děi 683	堪値	kʰam³³₂₃tak⁴	683	kʰam³³₂₃tak⁴	kʰ a m ³³₂₃ t a k ⁴	
25674	Fuzhou	zhí-děi 683	値	teiʔ⁴	683	teiʔ⁴	t e i ʔ ⁴	
#
30251	Beijing	zhí-shuǎng 786	直性子	tʂʅ³⁵ɕiŋ⁵¹tsๅ⁰	786	tʂʅ³⁵ɕiŋ⁵¹tsๅ⁰	tʂ ʅ ³⁵ ɕ i ŋ ⁵¹ ts ๅ ⁰	
30252	Jinan	zhí-shuǎng 786	直爽	tʂʅ⁴²ʂuaŋ⁵⁵	786	tʂʅ⁴²ʂuaŋ⁵⁵	tʂ ʅ ⁴² ʂ u a ŋ ⁵⁵	
30253	Shenyang	zhí-shuǎng 786	直性	tsๅ³⁵ɕiŋ⁰	786	tsๅ³⁵ɕiŋ⁰	ts ๅ ³⁵ ɕ i ŋ ⁰	
30254	Xian	zhí-shuǎng 786	直爽	tʂʅ²⁴fɑŋ⁵³	786	tʂʅ²⁴fɑŋ⁵³	tʂ ʅ ²⁴ f ɑ ŋ ⁵³	
30255	Chengdu	zhí-shuǎng 786	直爽	tsๅ³¹suaŋ⁵³	786	tsๅ³¹suaŋ⁵³	ts ๅ ³¹ s u a ŋ ⁵³	
30256	Kunming	zhí-shuǎng 786	直爽	tʂʅ³¹ʂuã⁵³	786	tʂʅ³¹ʂuã⁵³	tʂ ʅ ³¹ ʂ u ã ∼ ⁵³	
30257	Hefei	zhí-shuǎng 786	直	tʂəʔ⁴	786	tʂəʔ⁴	tʂ ə ʔ ⁴	
30258	Yangzhou	zhí-shuǎng 786	直爽	tsəʔ⁴suɑŋ⁴²	786	tsəʔ⁴suɑŋ⁴²	ts ə ʔ ⁴ s u ɑ ŋ ⁴²	
30259	Suzhou	zhí-shuǎng 786	爽快	sɒŋ⁴¹kʰuɒ⁵¹³₃₅	786	sɒŋ⁴¹kʰuɒ⁵¹³₃₅	s ɒ ŋ ⁴¹ kʰ u ɒ ⁵¹³₃₅	
30260	Wenzhou	zhí-shuǎng 786	直爽	dzei¹²suɔ⁴⁵	786	dzei¹²suɔ⁴⁵	dz e i ¹² s u ɔ ⁴⁵	
30261	Wenzhou	zhí-shuǎng 786	爽直	[2] suɔ⁴⁵dzei¹²	786	suɔ⁴⁵dzei¹²	s u ɔ ⁴⁵ dz e i ¹²	[2]
30262	Changsha	zhí-shuǎng 786	直爽	tsๅ²⁴ɕyan⁴¹	786	tsๅ²⁴ɕyan⁴¹	ts ๅ ²⁴ ɕ y a n ⁴¹	
30263	Nanchang	zhí-shuǎng 786	直爽	tsʰət⁵sɔŋ²¹³	786	tsʰət⁵sɔŋ²¹³	tsʰ ə t ⁵ s ɔ ŋ ²¹³	
30264	Meixian	zhí-shuǎng 786	爽快	sɔŋ³¹kʰuai⁴²	786	sɔŋ³¹kʰuai⁴²	s ɔ ŋ ³¹ kʰ u a i ⁴²	
30265	Guangzhou	zhí-shuǎng 786	爽直	ʃɔŋ³⁵tʃɪk²	786	ʃɔŋ³⁵tʃɪk²	ʃ ɔ ŋ ³⁵ tʃ ɪ k ²	
30266	Yangjiang	zhí-shuǎng 786	直落	tʃɪk⁴⁵⁴lɔk⁴⁵⁴	786	tʃɪk⁴⁵⁴lɔk⁴⁵⁴	tʃ ɪ k ⁴⁵⁴ l ɔ k ⁴⁵⁴	
30267	Xiamen	zhí-shuǎng 786	爽直	siɔŋ⁵¹₅₅tit⁵	786	siɔŋ⁵¹₅₅tit⁵	s i ɔ ŋ ⁵¹₅₅ t i t ⁵	
30268	Chaozhou	zhí-shuǎng 786	爽快	soŋ⁵³₂₄kʰuai²¹³	786	soŋ⁵³₂₄kʰuai²¹³	s o ŋ ⁵³₂₄ kʰ u a i ²¹³	
30269	Fuzhou	zhí-shuǎng 786	爽直	souŋ²¹³₄₄niʔ⁴(t-)	786	souŋ²¹³₄₄niʔ⁴	s o u ŋ ²¹³₄₄ n i ʔ ⁴	
#
27405	Beijing	zhòng 724	重	tʂuŋ⁵¹	724	tʂuŋ⁵¹	tʂ u ŋ ⁵¹	
27406	Beijing	zhòng 724	沈	[2] tʂʰən³⁵	724	tʂʰən³⁵	tʂʰ ə n ³⁵	[2]
27407	Jinan	zhòng 724	重	tʂuŋ²¹	724	tʂuŋ²¹	tʂ u ŋ ²¹	
27408	Shenyang	zhòng 724	重	tsuŋ⁴¹	724	tsuŋ⁴¹	ts u ŋ ⁴¹	
27409	Xian	zhòng 724	重	pfəŋ⁴⁵	724	pfəŋ⁴⁵	p f ə ŋ ⁴⁵	
27410	Chengdu	zhòng 724	重	tsoŋ¹³	724	tsoŋ¹³	ts o ŋ ¹³	
27411	Kunming	zhòng 724	重	tʂoŋ¹³	724	tʂoŋ¹³	tʂ o ŋ ¹³	
27412	Hefei	zhòng 724	重	tʂəŋ⁵³	724	tʂəŋ⁵³	tʂ ə ŋ ⁵³	
27413	Yangzhou	zhòng 724	重	tsoŋ⁵⁵	724	tsoŋ⁵⁵	ts o ŋ ⁵⁵	
27414	Suzhou	zhòng 724	重	zoŋ³¹	724	zoŋ³¹	z o ŋ ³¹	
27415	Wenzhou	zhòng 724	重	dʑyɔ²⁴	724	dʑyɔ²⁴	dʑ y ɔ ²⁴	
27416	Changsha	zhòng 724	重	tsən²¹	724	tsən²¹	ts ə n ²¹	
27417	Nanchang	zhòng 724	重	tsʰuŋ³¹	724	tsʰuŋ³¹	tsʰ u ŋ ³¹	
27418	Meixian	zhòng 724	重	tsʰuŋ⁴⁴	724	tsʰuŋ⁴⁴	tsʰ u ŋ ⁴⁴	
27419	Guangzhou	zhòng 724	重	tʃʰʊŋ²³	724	tʃʰʊŋ²³	tʃʰ ʊ ŋ ²³	
27420	Yangjiang	zhòng 724	重	tʃʰʊŋ²¹	724	tʃʰʊŋ²¹	tʃʰ ʊ ŋ ²¹	
27421	Xiamen	zhòng 724	重	taŋ³³	724	taŋ³³	t a ŋ ³³	
27422	Chaozhou	zhòng 724	重	taŋ³⁵	724	taŋ³⁵	t a ŋ ³⁵	
27423	Fuzhou	zhòng 724	重	tøyŋ²⁴²	724	tøyŋ²⁴²	t ø y ŋ ²⁴²	
#
23333	Beijing	zhòng-dì 630	種地	tʂuŋ⁵¹ti⁵¹	630	tʂuŋ⁵¹ti⁵¹	tʂ u ŋ ⁵¹ t i ⁵¹	
23334	Jinan	zhòng-dì 630	種地	tʂuŋ²¹ti²¹	630	tʂuŋ²¹ti²¹	tʂ u ŋ ²¹ t i ²¹	
23335	Shenyang	zhòng-dì 630	種地	tsuŋ⁴¹ti⁴¹	630	tsuŋ⁴¹ti⁴¹	ts u ŋ ⁴¹ t i ⁴¹	
23336	Xian	zhòng-dì 630	種地	pfəŋ⁴⁵ti⁴⁵	630	pfəŋ⁴⁵ti⁴⁵	p f ə ŋ ⁴⁵ t i ⁴⁵	
23337	Chengdu	zhòng-dì 630	種田	tsoŋ¹³tʰian³¹	630	tsoŋ¹³tʰian³¹	ts o ŋ ¹³ tʰ i a n ³¹	
23338	Kunming	zhòng-dì 630	種田	tʂoŋ¹³tʰiɛ³¹	630	tʂoŋ¹³tʰiɛ³¹	tʂ o ŋ ¹³ tʰ i ɛ ³¹	
23339	Hefei	zhòng-dì 630	做田	tsʊ⁵³tʰiĩ⁵⁵	630	tsʊ⁵³tʰiĩ⁵⁵	ts ʊ ⁵³ tʰ i ĩ ∼ ⁵⁵	
23340	Yangzhou	zhòng-dì 630	種田	tsoŋ⁵⁵tʰiĩ³⁴	630	tsoŋ⁵⁵tʰiĩ³⁴	ts o ŋ ⁵⁵ tʰ i ĩ ∼ ³⁴	
23341	Suzhou	zhòng-dì 630	種田	tsoŋ⁵¹³diɪ²⁴	630	tsoŋ⁵¹³diɪ²⁴	ts o ŋ ⁵¹³ d i ɪ ²⁴	
23342	Wenzhou	zhòng-dì 630	種田	tɕyɔ⁴²di³¹	630	tɕyɔ⁴²di³¹	tɕ y ɔ ⁴² d i ³¹	
23343	Changsha	zhòng-dì 630	作田	tso²⁴tiẽ¹³	630	tso²⁴tiẽ¹³	ts o ²⁴ t i ẽ ∼ ¹³	
23344	Nanchang	zhòng-dì 630	作田	tsɔk⁵tʰiɛn²⁴	630	tsɔk⁵tʰiɛn²⁴	ts ɔ k ⁵ tʰ i ɛ n ²⁴	
23345	Meixian	zhòng-dì 630	耕田	kaŋ⁴⁴tʰiɛn¹²	630	kaŋ⁴⁴tʰiɛn¹²	k a ŋ ⁴⁴ tʰ i ɛ n ¹²	
23346	Guangzhou	zhòng-dì 630	耕田	kaŋ⁵³tʰin²¹	630	kaŋ⁵³tʰin²¹	k a ŋ ⁵³ tʰ i n ²¹	
23347	Yangjiang	zhòng-dì 630	耕田	kaŋ³³tʰin⁴⁴³	630	kaŋ³³tʰin⁴⁴³	k a ŋ ³³ tʰ i n ⁴⁴³	
23348	Xiamen	zhòng-dì 630	做田	tsoʔ³²(tso¹¹)tsʰan²⁴	630	tsoʔ³²tsʰan²⁴	ts o ʔ ³² tsʰ a n ²⁴	
23349	Chaozhou	zhòng-dì 630	作田	tsoʔ²¹₄tsʰaŋ⁵⁵	630	tsoʔ²¹₄tsʰaŋ⁵⁵	ts o ʔ ²¹₄ tsʰ a ŋ ⁵⁵	
23350	Fuzhou	zhòng-dì 630	做田	tsɔ²¹³₄₄tsʰeiŋ⁵²	630	tsɔ²¹³₄₄tsʰeiŋ⁵²	ts ɔ ²¹³₄₄ tsʰ e i ŋ ⁵²	
#
16361	Beijing	zhòng-jiàn 473	當間兒	taŋ⁵⁵tɕianr⁰	473	taŋ⁵⁵tɕianr⁰	t a ŋ ⁵⁵ tɕ i a n r ⁰	
16362	Jinan	zhòng-jiàn 473	當中間兒	taŋ²¹³tʂuŋ²¹³tɕiæ̃r²¹	473	taŋ²¹³tʂuŋ²¹³tɕiæ̃r²¹	t a ŋ ²¹³ tʂ u ŋ ²¹³ tɕ i æ̃ ∼ r ²¹	
16363	Shenyang	zhòng-jiàn 473	當問兒	taŋ³³tɕianr⁴¹	473	taŋ³³tɕianr⁴¹	t a ŋ ³³ tɕ i a n r ⁴¹	
16364	Xian	zhòng-jiàn 473	中間兒	pfəŋ²¹tɕiæ̃r⁵³	473	pfəŋ²¹tɕiæ̃r⁵³	p f ə ŋ ²¹ tɕ i æ̃ ∼ r ⁵³	
16365	Chengdu	zhòng-jiàn 473	中問	tsoŋ⁴⁴tɕian⁴⁴	473	tsoŋ⁴⁴tɕian⁴⁴	ts o ŋ ⁴⁴ tɕ i a n ⁴⁴	
16366	Kunming	zhòng-jiàn 473	中間	tʂoŋ⁴⁴tɕiɛ⁴⁴	473	tʂoŋ⁴⁴tɕiɛ⁴⁴	tʂ o ŋ ⁴⁴ tɕ i ɛ ⁴⁴	
16367	Hefei	zhòng-jiàn 473	當中	tɑ̃²¹²tʂəŋ²¹²	473	tɑ̃²¹²tʂəŋ²¹²	t ɑ̃ ∼ ²¹² tʂ ə ŋ ²¹²	
16368	Yangzhou	zhòng-jiàn 473	中間	tsoŋ³¹kɛ̃³¹	473	tsoŋ³¹kɛ̃³¹	ts o ŋ ³¹ k ɛ̃ ∼ ³¹	
16369	Yangzhou	zhòng-jiàn 473	當中	[2] tɑŋ³¹tsoŋ³¹	473	tɑŋ³¹tsoŋ³¹	t ɑ ŋ ³¹ ts o ŋ ³¹	[2]
16370	Suzhou	zhòng-jiàn 473	當中	tɒŋ⁴⁴tsoŋ⁴⁴₂₁	473	tɒŋ⁴⁴tsoŋ⁴⁴₂₁	t ɒ ŋ ⁴⁴ ts o ŋ ⁴⁴₂₁	
16371	Wenzhou	zhòng-jiàn 473	當中	tuɔ⁴⁴tɕyoŋ⁴⁴	473	tuɔ⁴⁴tɕyoŋ⁴⁴	t u ɔ ⁴⁴ tɕ y o ŋ ⁴⁴	
16372	Changsha	zhòng-jiàn 473	中間	tsən³³kan³³	473	tsən³³kan³³	ts ə n ³³ k a n ³³	
16373	Nanchang	zhòng-jiàn 473	中間	tsuŋ⁴²kan⁴²	473	tsuŋ⁴²kan⁴²	ts u ŋ ⁴² k a n ⁴²	
