ID	DOCULECT	CONCEPT	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	CHINESE_GLOSS_IN_SOURCE	ALT_IPA	ALT_GLOSS	ALT_SOURCE	ALT_CHARS	ALT_CHINESE_GLOSS	IPA	HANZI	SOURCE	TOKENS	COGIDS	ALIGNMENT	NOTE	RANK
2865	Wenzhou	the bone														0			181
2943	Xiamen	the bone														0			181
3021	Chaozhou	the bone														0			181
2199	Beijing	the branch														0			169
2277	Changsha	the branch														0			169
2355	Chengdu	the branch														0			169
2433	Fuzhou	the branch														0			169
2511	Guangzhou	the branch														0			169
2589	Jinan	the branch														0			169
2667	Meixian	the branch														0			169
2745	Nanchang	the branch														0			169
2823	Suzhou	the branch														0			169
2901	Wenzhou	the branch														0			169
2979	Xiamen	the branch														0			169
3117	Chaozhou	the branch														0			169
2206	Beijing	the breast (female)														0			182
2284	Changsha	the breast (female)														0			182
2362	Chengdu	the breast (female)														0			182
2440	Fuzhou	the breast (female)														0			182
2518	Guangzhou	the breast (female)														0			182
2596	Jinan	the breast (female)														0			182
2674	Meixian	the breast (female)														0			182
2752	Nanchang	the breast (female)														0			182
2830	Suzhou	the breast (female)														0			182
2908	Wenzhou	the breast (female)														0			182
2986	Xiamen	the breast (female)														0			182
3133	Chaozhou	the breast (female)														0			182
18	Beijing	the child (young human)	1304	169	*child	小孩兒	xɛ³⁵	child	Liu2007	孩	孩子	ɕiau²¹⁴₂₁xair³⁵	小孩兒	BeijingDaxue1964	ɕ i a u ²¹⁴₂₁ x a/r i ³⁵	26 27 28		**concept**: we may discuss whether it makes sense to take this data point, as "child" is more properly "small child" in the source, @lingulist, 6/2/2017, 9:56:06 AM	237
216	Changsha	the child (young human)	1304	169	*child	細伢子	xai¹³+tsɿ⁰ / ŋa¹³+sɿ⁵⁵+tsɿ⁰	child / child	Liu2007 / Liu2007	孩 子 / 伢 細 子	孩子 / 孩子	ɕi⁵⁵ŋa¹³tsɿ⁰	細伢子	BeijingDaxue1964	ɕ i ⁵⁵ ŋ a ¹³ ts ɿ ⁰	348 349 350		corrected wrong ocr	237
405	Chengdu	the child (young human)	1304	169	*child	小娃兒	ua⁵⁵/²¹+ua⁵⁵/²¹ / tsai⁵⁵/⁵³+tsai²¹/⁵³	child / child	Liu2007 / Liu2007	娃 娃 / 崽 崽	孩子 / 孩子	ɕiau⁵³ua³¹ɚ³¹₄₄	小娃兒	BeijingDaxue1964	ɕ i a u ⁵³ u a ³¹ ɚ ³¹₄₄	26 443 28			237
594	Fuzhou	the child (young human)	1304	169	*child	伲仔〔哥〕 ，	ha³³/⁵³+i⁵³ / nie²¹/⁵³+iaŋ³⁵/³²+ŋo⁵⁵	child / child	Liu2007 / Liu2007	孩 / 伲 囝 哥	孩子 / 孩子	nie⁵²₃₁iaŋ³¹，niaŋ³¹ŋɔ⁴⁴k	伲仔〔哥〕	BeijingDaxue1964	n i e ⁵²₃₁ i a ŋ ³¹	507 509		corrected wrong splitting	237
799	Guangzhou	the child (young human)	1304	169	*child	細老哥	hai²¹	child	Liu2007	孩	孩子	ʃɐi³³lou²³₃₅kɔ⁵³	細老哥	BeijingDaxue1964	ʃ ɐ i ³³ l o u ²³₃₅ k ɔ ⁵³	348 670 510			237
800	Guangzhou	the child (young human)	1304	169	*child	細蚊仔						ʃɐm⁵³mɐn⁵⁵tʃɐi³⁵	細蚊仔	BeijingDaxue1964	ʃ ɐ m ⁵³ m ɐ n ⁵⁵ tʃ ɐ i ³⁵	348 671 508		corrected wrong ocr	237
1000	Jinan	the child (young human)	1304	169	*child	小孩兒	xɛ⁴⁵/⁵³+tsɿ⁰ / xa˞/a⁵³	child / child	Liu2007 / Liu2007	孩 子 / 孩	孩子 / 孩子	ɕiɔ⁵⁵xɛr⁴²	小孩兒	BeijingDaxue1964	ɕ i ɔ ⁵⁵ x ɛ/r ⁴²	26 27			237
1192	Meixian	the child (young human)	1304	169	*child	細佬哥	se⁵⁵/⁵³+ŋin¹¹+ne⁰	child	Liu2007	細 人	孩子	sɛ⁴²lau³¹kɔ⁴⁴	細佬哥	BeijingDaxue1964	s ɛ ⁴² l a u ³¹ k ɔ ⁴⁴	348 805 510			237
1193	Meixian	the child (young human)	1304	169	*child	細人						sɛ⁴²ȵin¹²	細人	BeijingDaxue1964	s ɛ ⁴² ȵ i n ¹²	348 806			237
1384	Nanchang	the child (young human)	1304	169	*child	細人子	hai²⁴ / ɕi⁴⁵+ŋa⁰+tsɿ⁰	child / child	Liu2007 / Liu2007	孩 / 細 伢 子	孩子 / 孩子	ɕi⁵⁵ȵin⁵⁵tsɿ⁰	細人子	BeijingDaxue1964	ɕ i ⁵⁵ ȵ i n ⁵⁵ ts ɿ ⁰	348 806 350		corrected wrong ocr	237
1385	Nanchang	the child (young human)	1304	169	*child	細伢子						ɕi⁵⁵ŋa⁵⁵tsɿ⁰	細伢子	BeijingDaxue1964	ɕ i ⁵⁵ ŋ a ⁵⁵ ts ɿ ⁰	348 349 350		corrected wrong ocr	237
1577	Suzhou	the child (young human)	1304	169	*child	小幹	siæ⁴¹/⁵²+ɲin²¹/¹³	child	Liu2007	小 人	孩子	siæ⁴¹kø⁴⁴₃₅	小幹	BeijingDaxue1964	s i æ ⁴¹ k ø ⁴⁴₃₅	26 901			237
1578	Suzhou	the child (young human)	1304	169	*child	小人						siæ⁴¹ȵin²⁴	小人	BeijingDaxue1964	s i æ ⁴¹ ȵ i n ²⁴	26 806			237
1787	Wenzhou	the child (young human)	1304	169	*child	細兒	mai³/⁴⁴+mai⁴⁴ / sei⁴²/⁵¹+ŋ̍⁰	child / child	Liu2007 / Liu2007	娒 娒 / 細	孩子 / 孩子	sei⁴²ŋ̍³¹	細兒	BeijingDaxue1964	s e i ⁴² ŋ̍ ∼ ³¹	348 28		corrected wrong ocr	237
1977	Xiamen	the child (young human)	1304	169	*child	仔	in⁵⁵/⁵³+na⁵³	child	Liu2007	囝 仔	孩子	@gin⁵¹₅₅a⁵¹	囗仔	BeijingDaxue1964	g i n ⁵¹₅₅ a ⁵¹	441 508		corrected wrong ocr	237
3044	Chaozhou	the child (young human)														0			237
2226	Beijing	the cloud														0			53
2304	Changsha	the cloud														0			53
2382	Chengdu	the cloud														0			53
2460	Fuzhou	the cloud														0			53
2538	Guangzhou	the cloud														0			53
2616	Jinan	the cloud														0			53
2694	Meixian	the cloud														0			53
2772	Nanchang	the cloud														0			53
2850	Suzhou	the cloud														0			53
2928	Wenzhou	the cloud														0			53
3006	Xiamen	the cloud														0			53
3234	Chaozhou	the cloud														0			53
22	Beijing	the daughter	1357	222	daughter	閨女	kuei⁵⁵+ny² / ny²¹⁴/²¹+ər⁴	daughter / daughter	Hou2004 / Hou2004	闺女 / 女	女儿 / 女儿	kuei⁵⁵ny⁰	閨女	BeijingDaxue1964	k u e i ⁵⁵ n y ⁰	32 33			74
23	Beijing	the daughter	1357	222	daughter	姑娘						ku⁵⁵niaŋ⁰	姑娘	BeijingDaxue1964	k u ⁵⁵ n i a ŋ ⁰	34 35			74
24	Beijing	the daughter	1357	222	daughter	丫頭						ia⁵⁵tʰou⁰	丫頭	BeijingDaxue1964	i a ⁵⁵ tʰ o u ⁰	36 37			74
25	Beijing	the daughter	1357	222	daughter	女花兒						ny²¹⁴₂₁xuar⁰	女花兒	BeijingDaxue1964	n y ²¹⁴₂₁ x u a/r ⁰	33 38			74
220	Changsha	the daughter	1357	222	daughter	女	ɲy⁴¹	daughter	Hou2004	女	女儿	ȵy⁴¹	女	BeijingDaxue1964	ȵ y ⁴¹	33			74
221	Changsha	the daughter	1357	222	daughter	妹子						mei²¹tsɿ⁰	妹子	BeijingDaxue1964	m e i ²¹ ts ɿ ⁰	352 353			74
409	Chengdu	the daughter	1357	222	daughter	女兒	ɲyər⁵³ / ɲy⁵³+ua³¹+tsɿ⁰ / ku⁵⁵+ɲiaŋ³¹/⁵⁵+tɕia⁵⁵	daughter / daughter / daughter	Hou2004 / Hou2004 / Hou2004	女 / 女娃子 / 姑娘家	女儿 / 女儿 / 女儿	ȵyər⁵³	女兒	BeijingDaxue1964	ȵ y ə/r ⁵³	33			74
599	Fuzhou	the daughter	1357	222	daughter	諸 娘子	tsy⁴⁴/⁵³+nøyŋ⁵³/³²+ŋiaŋ³²	daughter	Hou2004	诸娘囝	女儿	tsy⁴⁴nøyŋ⁵²ŋiaŋ³¹	諸娘囝	BeijingDaxue1964	ts y ⁴⁴ n ø y ŋ ⁵² ŋ i a ŋ ³¹	517 35 353		modified benzi	74
805	Guangzhou	the daughter	1357	222	daughter	女	nøy²³/³⁵	daughter	Hou2004	女	女儿	nøy²³₃₅	女	BeijingDaxue1964	n ø y ²³₃₅	33			74
1005	Jinan	the daughter	1357	222	daughter	閨女	kuei²¹³/²¹+ɲy⁰	daughter	Hou2004	闺女	女儿	kuei²¹³ȵy⁰	閨女	BeijingDaxue1964	k u e i ²¹³ ȵ y ⁰	32 33			74
1006	Jinan	the daughter	1357	222	daughter	小妮兒						ɕiɔ⁵⁵ȵir²¹³	小妮兒	BeijingDaxue1964	ɕ i ɔ ⁵⁵ ȵ i/r ²¹³	768 769			74
1197	Meixian	the daughter	1357	222	daughter	女	moi⁵⁵+e³¹	daughter	Hou2004	妹仔	女儿	ȵi³¹	女	BeijingDaxue1964	ȵ i ³¹	33			74
1198	Meixian	the daughter	1357	222	daughter	! □						ŋ̍³¹	囗	BeijingDaxue1964	ŋ ŋ̍ ∼ ³¹	518			74
1390	Nanchang	the daughter	1357	222	daughter	女	ɲy²¹³ / ɲyn²¹³	daughter / daughter	Hou2004 / Hou2004	女 / 女	女儿 / 女儿	ȵy²¹³	女	BeijingDaxue1964	ȵ y ²¹³	33			74
1583	Suzhou	the daughter	1357	222	daughter	囡五	nø¹³+ŋŋ̍∼⁰	daughter	Hou2004	囡五	女儿	nø²⁴₂₂ŋ̍³¹₃₃	囡五	BeijingDaxue1964	n ø ²⁴₂₂ ŋ ŋ̍ ∼ ³¹₃₃	902 903			74
1791	Wenzhou	the daughter	1357	222	daughter	囡兒	na³⁵/⁴²+ŋŋ̍∼³¹/²¹	daughter	Hou2004	女	女儿	na³¹ŋ̍⁰	囡兒	BeijingDaxue1964	n a ³¹ ŋ ŋ̍ ∼ ⁰	902 903			74
1983	Xiamen	the daughter	1357	222	daughter	仔	tsa³⁵/²²+bɔ⁵³/⁵⁵+kiã∼⁵³	daughter	Hou2004	查某囝	女儿	tsa²⁴₃₃bɔ⁵¹₅₅kĩã∼⁵¹	查某囝	BeijingDaxue1964	ts a ²⁴₃₃ b ɔ ⁵¹₅₅ k ĩ ã ∼ ⁵¹	1067 511 512		modified benzi	74
3059	Chaozhou	the daughter														0			74
26	Beijing	the dew	1977	15	dew	露水兒						lu⁵¹ʂueir²¹⁴	露水兒	BeijingDaxue1964	l u ⁵¹ ʂ u e/r i ²¹⁴	40 41	l u - ⁵¹ ◦ ʂ u e/r i ²¹⁴		110
222	Changsha	the dew	1977	15	dew	露水						ləu²¹ɕyei⁴¹	露水	BeijingDaxue1964	l ə u ²¹ ɕ y e i ⁴¹	40 41	l ə u ²¹ ◦ ɕ y e i ⁴¹		110
410	Chengdu	the dew	1977	15	dew	露水						nu¹³suei⁵³	露水	BeijingDaxue1964	n u ¹³ s u e i ⁵³	40 41	n u - ¹³ ◦ s u e i ⁵³		110
600	Fuzhou	the dew	1977	15	dew	露						lou²¹³	露	BeijingDaxue1964	l o u ²¹³	40	l o u ²¹³		110
806	Guangzhou	the dew	1977	15	dew	露水						lou²²ʃøy³⁵	露水	BeijingDaxue1964	l o u ²² ʃ ø y ³⁵	40 41	l o u ²² ◦ ʃ ø - y ³⁵		110
1007	Jinan	the dew	1977	15	dew	露水						lu²¹ʂuei⁰	露水	BeijingDaxue1964	l u ²¹ ʂ u e i ⁰	40 41	l u - ²¹ ◦ ʂ u e i ⁰		110
1199	Meixian	the dew	1977	15	dew	露水						lu⁴²sui³¹	露水	BeijingDaxue1964	l u ⁴² s u i ³¹	40 41	l u - ⁴² ◦ s u - i ³¹		110
1391	Nanchang	the dew	1977	15	dew	露水						lu³¹sui²¹³	露水	BeijingDaxue1964	l u ³¹ s u i ²¹³	40 41	l u - ³¹ ◦ s u - i ²¹³		110
1584	Suzhou	the dew	1977	15	dew	露水						ləu³¹₂₂sʮ⁴¹₄₄	露水	BeijingDaxue1964	l ə u ³¹₂₂ s ʮ ⁴¹₄₄	40 41	l ə u ³¹₂₂ ◦ s - ʮ - ⁴¹₄₄		110
1792	Wenzhou	the dew	1977	15	dew	露水						ləu¹¹sɿ⁴⁵	露水	BeijingDaxue1964	l ə u ¹¹ s ɿ ⁴⁵	40 41	l ə u ¹¹ ◦ s - ɿ - ⁴⁵		110
1984	Xiamen	the dew	1977	15	dew	露水						lɔ³³₁₁tsui⁵¹	露水	BeijingDaxue1964	l ɔ ³³₁₁ ts u i ⁵¹	40 41	l ɔ - ³³₁₁ ◦ ts u - i ⁵¹		110
3053	Chaozhou	the dew														0			110
29	Beijing	the dog	2009	289	*male dog	公狗	kou²¹⁴	dog	Liu2007	狗	狗	kuŋ⁵⁵kou²¹⁴	公狗	BeijingDaxue1964	k u ŋ ⁵⁵ k o u ²¹⁴	45 46	k u ŋ ⁵⁵ ◦ k o - u ²¹⁴	**concept**: original concept is "male dog", but the "dog" part was recovered in all cases, so we can savely take this as a concept. @lingulist, 6/2/2017, 9:54:43 AM	11
225	Changsha	the dog	2009	289	*male dog	狗公子	kəu⁴¹	dog	Liu2007	狗	狗	kəu⁴¹kən³³tsɿ⁰	狗公子	BeijingDaxue1964	k ə u ⁴¹ k ə n ³³ ts ɿ ⁰	46 45 356	k ə - u ⁴¹ ◦ k ə n ³³ ◦ ts ɿ ⁰		11
226	Changsha	the dog	2009	289	*male dog	狗牯子						kəu⁴¹ku⁴¹tsɿ⁰	狗牯子	BeijingDaxue1964	k ə u ⁴¹ k u ⁴¹ ts ɿ ⁰	46 357 356	k ə - u ⁴¹ ◦ k u ⁴¹ ◦ ts ɿ ⁰		11
414	Chengdu	the dog	2009	289	*male dog	公狗	kəu⁵³	dog	Liu2007	狗	狗	koŋ⁴⁴kəu⁵³	公狗	BeijingDaxue1964	k o ŋ ⁴⁴ k ə u ⁵³	45 46	k o ŋ ⁴⁴ ◦ k ə - u ⁵³		11
605	Fuzhou	the dog	2009	289	*male dog	犬〔雄〕	kʰɛiŋ³² / kʰɛiŋ³⁵/³²+ŋiaŋ³²	dog / dog	Liu2007 / Liu2007	犬 / 犬 囝	狗 / 狗	kʰeiŋ³¹	犬〔雄〕	BeijingDaxue1964	kʰ e i ŋ ³¹	521			11
810	Guangzhou	the dog	2009	289	*male dog	狗公	kɐu³⁵	dog	Liu2007	狗	狗	kɐu³⁵kʊŋ⁵⁵	狗公	BeijingDaxue1964	k ɐ u ³⁵ k ʊ ŋ ⁵⁵	46 45	k ɐ - u ³⁵ ◦ k ʊ ŋ ⁵⁵		11
1010	Jinan	the dog	2009	289	*male dog	牙狗	kou⁴⁵	dog	Liu2007	狗	狗	ia⁴²kou⁵⁵	牙狗	BeijingDaxue1964	i a ⁴² k o u ⁵⁵	770 46	i a ⁴² ◦ k o - u ⁵⁵		11
1203	Meixian	the dog	2009	289	*male dog	狗牯	keu³¹	dog	Liu2007	狗	狗	kɛu³¹ku³¹	狗牯	BeijingDaxue1964	k ɛ u ³¹ k u ³¹	46 357	k ɛ - u ³¹ ◦ k u ³¹		11
1394	Nanchang	the dog	2009	289	*male dog	狗公	kiɛu²¹³	dog	Liu2007	狗	狗	kiɛu²¹³kuŋ⁴²	狗公	BeijingDaxue1964	k i ɛ u ²¹³ k u ŋ ⁴²	46 45	k i ɛ u ²¹³ ◦ k u ŋ ⁴²		11
1587	Suzhou	the dog	2009	289	*male dog	雄狗	kʏ⁵²	dog	Liu2007	狗	狗	ioŋ²⁴₂₂kʏ⁴¹₄₄	雄狗	BeijingDaxue1964	i o ŋ ²⁴₂₂ k ʏ ⁴¹₄₄	523 46	i o ŋ ²⁴₂₂ ◦ k - ʏ - ⁴¹₄₄		11
1795	Wenzhou	the dog	2009	289	*male dog	雄狗	kau²⁴²	dog	Liu2007	狗	狗	ɦyoŋ³¹kau⁴⁵	雄狗	BeijingDaxue1964	ɦ y o ŋ ³¹ k a u ⁴⁵	523 46	ɦ y o ŋ ³¹ ◦ k a - u ⁴⁵		11
1989	Xiamen	the dog	2009	289	*male dog	狗公	kau⁵³	dog	Liu2007	狗	狗	kau⁵¹₅₅kaŋ⁵⁵	狗公	BeijingDaxue1964	k a u ⁵¹₅₅ k a ŋ ⁵⁵	46 45	k a - u ⁵¹₅₅ ◦ k a ŋ ⁵⁵		11
3224	Chaozhou	the dog														0			11
2219	Beijing	the dream														0			3
2297	Changsha	the dream														0			3
2375	Chengdu	the dream														0			3
2453	Fuzhou	the dream														0			3
2531	Guangzhou	the dream														0			3
2609	Jinan	the dream														0			3
2687	Meixian	the dream														0			3
2765	Nanchang	the dream														0			3
2843	Suzhou	the dream														0			3
2921	Wenzhou	the dream														0			3
2999	Xiamen	the dream														0			3
3210	Chaozhou	the dream														0			3
32	Beijing	the dust	2	45	dust	〔塵〕土	ʈʂʰən³⁵+tʰu²¹⁴	dust	Liu2007	塵 土	塵土	tʰu²¹⁴	〔塵〕土	BeijingDaxue1964	tʰ u ²¹⁴	529	tʰ u ²¹⁴		186
229	Changsha	the dust	2	45	dust	灰	fei³³+tsən¹³	dust	Liu2007	灰 塵	塵土	fei³³	灰	BeijingDaxue1964	f e i ³³	359	f e - i ³³		186
418	Chengdu	the dust	2	45	dust	灰〔塵〕	tsa⁴⁵+tsa⁵⁵ / tsa⁴⁵+tsɿ²¹/⁵³	dust / dust	Liu2007 / Liu2007	渣 渣 / 渣 子	塵土 / 塵土	xuei⁴⁴	灰〔塵〕	BeijingDaxue1964	x u e i ⁴⁴	359	x u e i ⁴⁴		186
610	Fuzhou	the dust	2	45	dust	塕塵	uŋ⁵⁵+niŋ⁵³	dust	Liu2007	滃 塵	塵土	uŋ⁴⁴niŋ⁵²	塕塵	BeijingDaxue1964	u ŋ ⁴⁴ n i ŋ ⁵²	528 50	u ŋ ⁴⁴ ◦ n i ŋ ⁵²		186
611	Fuzhou	the dust	2	45	dust	塗粉						tʰu⁵²₃₁ʔuŋ³¹	塗粉	BeijingDaxue1964	tʰ u ⁵²₃₁ ʔ u ŋ ³¹	529 530	tʰ u ⁵²₃₁ ◦ ʔ u ŋ ³¹	form not confirmed in other sources	186
813	Guangzhou	the dust	2	45	dust	煙塵	fui⁵³+tsʰɐn²¹	dust	Liu2007	灰 塵	塵土	jin⁶³tʃʰɐn²¹	煙塵	BeijingDaxue1964	j i n ⁶³ tʃʰ ɐ n ²¹	675 50	j i n ⁶³ ◦ tʃʰ ɐ n ²¹		186
1013	Jinan	the dust	2	45	dust	步 土	tʰu²¹⁴/⁴⁵+la⁰	dust	Liu2007	土 垃	塵土	pu²¹tʰu⁰	步土	BeijingDaxue1964	p u ²¹ tʰ u ⁰	771 529	p u ²¹ ◦ tʰ u ⁰		186
1014	Jinan	the dust	2	45	dust	土						tʰu⁵⁵	土	BeijingDaxue1964	tʰ u ⁵⁵	529	tʰ u ⁵⁵		186
1015	Jinan	the dust	2	45	dust	灰						xuei²¹³	灰	BeijingDaxue1964	x u e i ²¹³	359	x u e i ²¹³		186
1206	Meixian	the dust	2	45	dust	塵灰	tsʰən¹¹	dust	Liu2007	塵	塵土	tsʰən¹²fɔi⁴⁴	塵灰	BeijingDaxue1964	tsʰ ə n ¹² f ɔ i ⁴⁴	50 359	tsʰ ə n ¹² ◦ f ɔ - i ⁴⁴		186
1397	Nanchang	the dust	2	45	dust	灰	tsʰɛn²⁴+tʰu²¹³ / fɨi⁴²+tsʰɛn⁰	dust / dust	Liu2007 / Liu2007	塵 土 / 灰 塵	塵土 / 塵土	fei⁴²	灰	BeijingDaxue1964	f e i ⁴²	359	f e - i ⁴²		186
1590	Suzhou	the dust	2	45	dust	灰塵	hue̞⁴⁴+zən²¹/¹³	dust	Liu2007	灰 塵	塵土	huɛ⁴⁴zən²⁴₂₁	灰塵	BeijingDaxue1964	h u ɛ ⁴⁴ z ə n ²⁴₂₁	359 50	h u - ɛ ⁴⁴ ◦ z ə n ²⁴₂₁		186
1591	Suzhou	the dust	2	45	dust	塳塵						boŋ³¹₂₂zən²⁴₃₃	塳塵	BeijingDaxue1964	b o ŋ ³¹₂₂ z ə n ²⁴₃₃	904 50	b o ŋ ³¹₂₂ ◦ z ə n ²⁴₃₃		186
1799	Wenzhou	the dust	2	45	dust	塳塵	baŋ³¹/³⁴¹+dzaŋ²¹/³⁴¹	dust	Liu2007	坌 塵	塵土	baŋ³¹dzaŋ³¹	塳塵	BeijingDaxue1964	b a ŋ ³¹ dz a ŋ ³¹	904 50	b a ŋ ³¹ ◦ dz a ŋ ³¹		186
1800	Wenzhou	the dust	2	45	dust	縫□						baŋ³¹yoŋ⁴⁴	縫囗	BeijingDaxue1964	b a ŋ ³¹ y o ŋ ⁴⁴	991 42			186
1993	Xiamen	the dust	2	45	dust	塗粉	tʰɔ²²/²⁴+hun⁵³	dust	Liu2007	塗 粉	塵土	tʰɔ²⁴₃₃hun⁵¹	塗粉	BeijingDaxue1964	tʰ ɔ ²⁴₃₃ h u n ⁵¹	529 530	tʰ ɔ ²⁴₃₃ ◦ h u n ⁵¹		186
1994	Xiamen	the dust	2	45	dust	埃						iŋ⁵⁵₃₃ia⁵⁵	埃囗	BeijingDaxue1964	i ŋ ⁵⁵₃₃ i a ⁵⁵	1076 39			186
3201	Chaozhou	the dust														0			186
33	Beijing	the ear	1247	81	ear	耳朵	ə˞/ə²¹⁴	ear	Liu2007	耳	耳朵	ɚ²¹⁴₂₁tuo⁰	耳朵	BeijingDaxue1964	ɚ ²¹⁴₂₁ t u o ⁰	53 54	- ɚ - ²¹⁴₂₁ ◦ t u o ⁰		12
230	Changsha	the ear	1247	81	ear	耳朵	ə⁴¹ / ə⁴¹+to⁰	ear / ear	Liu2007 / Liu2007	耳 / 耳 朵	耳朵 / 耳朵	ə⁴¹to⁰	耳朵	BeijingDaxue1964	ə ⁴¹ t o ⁰	53 54	- ə - ⁴¹ ◦ t - o ⁰		12
419	Chengdu	the ear	1247	81	ear	耳朵	ə˞/ə⁵³ / ə˞/ə⁵⁵/⁵³+to⁵⁵	ear / ear	Liu2007 / Liu2007	耳 / 耳 朵	耳朵 / 耳朵	ɚ⁵³to⁵³₄₄	耳朵	BeijingDaxue1964	ɚ ⁵³ t o ⁵³₄₄	53 54	- ɚ - ⁵³ ◦ t - o ⁵³₄₄		12
612	Fuzhou	the ear	1247	81	ear	耳	ŋɛi²⁴²	ear	Liu2007	耳	耳朵	ŋei²⁴²	耳	BeijingDaxue1964	ŋ e i ²⁴²	53	ŋ e i ²⁴²		12
613	Fuzhou	the ear	1247	81	ear	耳仔						ŋi²⁴²₅₂iaŋ³¹₄₄	耳仔	BeijingDaxue1964	ŋ i ²⁴²₅₂ i a ŋ ³¹₄₄	53 49	ŋ i - ²⁴²₅₂ ◦ i a ŋ ³¹₄₄		12
814	Guangzhou	the ear	1247	81	ear	耳仔	i²³+tsɐi³⁵	ear	Liu2007	耳 仔	耳朵	ji²³tʃɐi³⁵	耳仔	BeijingDaxue1964	j i ²³ tʃ ɐ i ³⁵	53 52	j i - ²³ ◦ tʃ ɐ i ³⁵		12
1016	Jinan	the ear	1247	81	ear	耳朵	ə˞/ə²¹⁴/⁴⁵+tuɤ⁰	ear	Liu2007	耳 朵	耳朵	ɚ⁵⁵tuə⁰	耳朵	BeijingDaxue1964	ɚ ⁵⁵ t u ə ⁰	53 54	- ɚ - ⁵⁵ ◦ t u ə ⁰		12
1207	Meixian	the ear	1247	81	ear	耳公	ŋi³¹+kuŋ³³	ear	Liu2007	耳 公	耳朵	ȵi³¹kuŋ⁴⁴	耳公	BeijingDaxue1964	ȵ i ³¹ k u ŋ ⁴⁴	53 808	ȵ i - ³¹ ◦ k u ŋ ⁴⁴		12
1398	Nanchang	the ear	1247	81	ear	耳朵	ɵ²¹³+tɔ⁰	ear	Liu2007	耳 朵	耳朵	ə²¹³tɔ⁰	耳朵	BeijingDaxue1964	ə ²¹³ t ɔ ⁰	53 54	- ə - ²¹³ ◦ t - ɔ ⁰		12
1592	Suzhou	the ear	1247	81	ear	耳朵	ɲ²²/²³¹+təu⁴⁴/⁵²	ear	Liu2007	耳 朵	耳朵	ȵi³¹₂₂təu⁴¹₄₄	耳朵	BeijingDaxue1964	ȵ i ³¹₂₂ t ə u ⁴¹₄₄	53 54	ȵ i - ³¹₂₂ ◦ t ə u ⁴¹₄₄		12
1801	Wenzhou	the ear	1247	81	ear	耳朵	ŋ̍⁴²/²⁴+to²⁴²	ear	Liu2007	耳 朵	耳朵	ŋ̍²⁴to⁴⁵	耳朵	BeijingDaxue1964	ŋ ŋ̍ ∼ ²⁴ t o ⁴⁵	53 54	ŋ ŋ̍ ∼ ²⁴ ◦ t - o ⁴⁵		12
1995	Xiamen	the ear	1247	81	ear	耳仔	hi²¹/²²+ia⁵³	ear	Liu2007	耳 仔	耳朵	hi⁵¹₅₅a⁵¹	耳仔	BeijingDaxue1964	h i ⁵¹₅₅ a ⁵¹	53 51	h i - ⁵¹₅₅ ◦ a ⁵¹		12
3183	Chaozhou	the ear														0			12
35	Beijing	the earth (soil)	1228	40	soil, earth	土	tʰu²¹/²¹³+ti⁵¹	earth	Liu2007	土 地	土地	tʰu²¹⁴	土	BeijingDaxue1964	tʰ u ²¹⁴	56		corrected ocr	104
232	Changsha	the earth (soil)	1228	40	soil, earth	土	tʰəu⁴¹+ti¹¹	earth	Liu2007	土 地	土地	tʰəu⁴¹	土	BeijingDaxue1964	tʰ ə u ⁴¹	56			104
421	Chengdu	the earth (soil)	1228	40	soil, earth	泥巴	tʰu⁵⁵/⁵³+ti²¹³ / ti²¹³	earth / earth	Liu2007 / Liu2007	土 地 / 土	土地 / 土地	ȵi³¹pa⁴⁴	泥巴	BeijingDaxue1964	ȵ i ³¹ p a ⁴⁴	449 450		Liu also has 土/土地, original gloss is only 土, so this may account for semantic difference	104
615	Fuzhou	the earth (soil)	1228	40	soil, earth	塗	tʰu⁵³+lɛi²⁴²	earth	Liu2007	涂 地	土地	tʰu⁵²	塗	BeijingDaxue1964	tʰ u ⁵²	532			104
816	Guangzhou	the earth (soil)	1228	40	soil, earth	泥	tʰou³⁵+tei²²	earth	Liu2007	土 地	土地	nɐi²¹	泥	BeijingDaxue1964	n ɐ i ²¹	449			104
1018	Jinan	the earth (soil)	1228	40	soil, earth	土	tʰu⁴⁵+ti³¹	earth	Liu2007	土 地	土地	tʰu⁵⁵	土	BeijingDaxue1964	tʰ u ⁵⁵	56			104
1209	Meixian	the earth (soil)	1228	40	soil, earth	泥	tʰu³¹+tʰi⁵³	earth	Liu2007	土 地	土地	nɛ¹²	泥	BeijingDaxue1964	n ɛ ¹²	449			104
1400	Nanchang	the earth (soil)	1228	40	soil, earth	土	tʰu²¹³+tʰi⁴²	earth	Liu2007	土 地	土地	tʰu²¹³	土	BeijingDaxue1964	tʰ u ²¹³	56			104
1594	Suzhou	the earth (soil)	1228	40	soil, earth	爛泥	di²²/²³¹+bi³¹/¹³ / tʰəu⁴¹/⁵²+di²¹/²³¹	earth / earth	Liu2007 / Liu2007	地 皮 / 土 地	土地 / 土地	lɛ³¹₂₂ȵi²⁴₃₃	爛泥	BeijingDaxue1964	l ɛ ³¹₂₂ ȵ i ²⁴₃₃	905 449		Liu also has 土/土地	104
