ID	DOCULECT	CONCEPT	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	CHINESE_GLOSS_IN_SOURCE	ALT_IPA	ALT_GLOSS	ALT_SOURCE	ALT_CHARS	ALT_CHINESE_GLOSS	IPA	HANZI	SOURCE	TOKENS	COGIDS	ALIGNMENT	NOTE	RANK
275	Changsha	to kill	1417	1602	kill	殺	sa²⁴	kill	Liu2007	杀	殺	sa²⁴	殺	BeijingDaxue1964	s a ²⁴	141	s a - ²⁴		17
465	Chengdu	to kill	1417	1602	kill	殺	sa²¹ / tsai⁵³	kill / kill	Liu2007 / Liu2007	杀 / 宰	殺 / 殺	sa³¹	殺	BeijingDaxue1964	s a ³¹	141	s a - ³¹		17
663	Fuzhou	to kill	1417	1602	kill	刣	tʰai⁵³	kill	Liu2007	刣	殺	tʰai⁵²	刣	BeijingDaxue1964	tʰ a i ⁵²	572	tʰ a i ⁵²		17
862	Guangzhou	to kill	1417	1602	kill	殺	sat³	kill	Liu2007	杀	殺	ʃat³³	殺	BeijingDaxue1964	ʃ a t ³³	141	ʃ a t ³³		17
1062	Jinan	to kill	1417	1602	kill	殺	ʂa²¹⁴	kill	Liu2007	杀	殺	ʂa²¹³	殺	BeijingDaxue1964	ʂ a ²¹³	141	ʂ a - ²¹³		17
1256	Meixian	to kill	1417	1602	kill	殺	sat¹	kill	Liu2007	杀	殺	sat²¹	殺	BeijingDaxue1964	s a t ²¹	141	s a t ²¹		17
1444	Nanchang	to kill	1417	1602	kill	殺	sat⁵	kill	Liu2007	杀	殺	sat⁵	殺	BeijingDaxue1964	s a t ⁵	141	s a t ⁵		17
1646	Suzhou	to kill	1417	1602	kill	殺	saʔ⁴	kill	Liu2007	杀	殺	saʔ⁴	殺	BeijingDaxue1964	s a ʔ ⁴	141	s a ʔ ⁴		17
1848	Wenzhou	to kill	1417	1602	kill	殺	sa⁴¹	kill	Liu2007	杀	殺	sa²³	殺	BeijingDaxue1964	s a ²³	141	s a - ²³		17
2043	Xiamen	to kill	1417	1602	kill	刣	tʰai²⁴	kill	Liu2007	刣	殺	tʰai²⁴	刣	BeijingDaxue1964	tʰ a i ²⁴	572	tʰ a i ²⁴		17
3097	Chaozhou	to kill														0			17
83	Beijing	to knead	274	1594	knead	捏						nie⁵⁵	捏	BeijingDaxue1964	n i e ⁵⁵	142	n i e - ⁵⁵		224
276	Changsha	to knead	274	1594	knead	捏						ȵie²⁴	捏	BeijingDaxue1964	ȵ i e ²⁴	142	ȵ i e - ²⁴		224
466	Chengdu	to knead	274	1594	knead	捏						ȵie⁴⁴	捏	BeijingDaxue1964	ȵ i e ⁴⁴	142	ȵ i e - ⁴⁴		224
664	Fuzhou	to knead	274	1594	knead	捏						nieʔ²³	捏	BeijingDaxue1964	n i e ʔ ²³	142	n i e ʔ ²³		224
863	Guangzhou	to knead	274	1594	knead	捏						nɪk⁵	捏	BeijingDaxue1964	n ɪ k ⁵	142	n ɪ - k ⁵		224
1063	Jinan	to knead	274	1594	knead	捏						ȵie²¹³	捏	BeijingDaxue1964	ȵ i e ²¹³	142	ȵ i e - ²¹³		224
1257	Meixian	to knead	274	1594	knead	捏						ȵiap²¹	捏	BeijingDaxue1964	ȵ i a p ²¹	142	ȵ i a p ²¹		224
1445	Nanchang	to knead	274	1594	knead	捏						ȵiɛt⁵	捏	BeijingDaxue1964	ȵ i ɛ t ⁵	142	ȵ i ɛ t ⁵		224
1647	Suzhou	to knead	274	1594	knead	捏						ȵiaʔ²³	捏	BeijingDaxue1964	ȵ i a ʔ ²³	142	ȵ i a ʔ ²³		224
1849	Wenzhou	to knead	274	1594	knead	捏						ȵia¹²	捏	BeijingDaxue1964	ȵ i a ¹²	142	ȵ i a - ¹²		224
2044	Xiamen	to knead	274	1594	knead	捏						nĩ∼ʔ⁵	捏	BeijingDaxue1964	n ĩ ∼ ʔ ⁵	142	n ĩ ∼ ʔ ⁵		224
3068	Chaozhou	to knead														0			224
86	Beijing	to know (something)	1410	1798	know	知道	ʈʂʅ⁵⁵+tɑu⁵¹	know	Liu2007	知 道	知道	tʂɿ⁵⁵tau⁰	知道	BeijingDaxue1964	tʂ ɿ ⁵⁵ t a u ⁰	151 152	tʂ ɿ - ⁵⁵ ◦ t a u ⁰		213
279	Changsha	to know (something)	1410	1798	know	曉得	tsɿ³³+tau⁵⁵ / ɕiau⁴¹+tə⁰	know / know	Liu2007 / Liu2007	知 道 / 晓 得	知道 / 知道	ɕiau⁴¹tə²⁴	曉得	BeijingDaxue1964	ɕ i a u ⁴¹ t ə ²⁴	380 381	ɕ i a u ⁴¹ ◦ t ə ²⁴		213
470	Chengdu	to know (something)	1410	1798	know	曉得	toŋ⁵⁵/⁵³+no²¹ / ɕiau⁵⁵/⁵³+te²¹	know / know	Liu2007 / Liu2007	懂 了 / 晓 得	知道 / 知道	ɕiau⁵³te³¹	曉得	BeijingDaxue1964	ɕ i a u ⁵³ t e ³¹	380 381	ɕ i a u ⁵³ ◦ t e ³¹		213
667	Fuzhou	to know (something)	1410	1798	know	八 傳	pɛiʔ²¹*/²⁴*+tuoŋ⁵³ / ɛ⁵³/²⁴²+hieu³² / ɛ⁵³/²⁴²+paiʔ²⁴*	know / know / know	Liu2007 / Liu2007 / Liu2007	仈 傳 / 会 晓 / 會 仈	知道 / 知道 / 知道	pai³¹luɔŋ⁵²	八傳	BeijingDaxue1964	p a i ³¹ l u ɔ ŋ ⁵²	576 578	p a i - ³¹ ◦ l u ɔ ŋ ⁵²		213
668	Fuzhou	to know (something)	1410	1798	know	!  八						ɛʔ⁴₃₁βaiʔ²³	囗八	BeijingDaxue1964	ɛ ʔ ⁴₃₁ β a i ʔ ²³	577 576	ɛ ʔ ⁴₃₁ ◦ β a i ʔ ²³		213
867	Guangzhou	to know (something)	1410	1798	know	知〔道〕 〔	tsi³³+tou²²	know	Liu2007	知 道	知道	tʃi⁵³	知〔道〕	BeijingDaxue1964	tʃ i ⁵³	151	tʃ i - ⁵³		213
868	Guangzhou	to know (something)	1410	1798	know							hiu³⁵	曉	BeijingDaxue1964	h i u ³⁵	380	h i u - ³⁵		213
1066	Jinan	to know (something)	1410	1798	know	知道	ʈʂʅ²³/²¹⁴+tɔ³¹	know	Liu2007	知 道	知道	tsʅ²¹³tɔ²¹	知道	BeijingDaxue1964	ts ʅ ²¹³ t ɔ ²¹	151 152	ts ʅ - ²¹³ ◦ t ɔ - ²¹		213
1260	Meixian	to know (something)	1410	1798	know	知得	ti³⁵/³³+tet¹	know	Liu2007	3 知 得	知道	ti⁴⁴tɛt²¹	知得	BeijingDaxue1964	t i ⁴⁴ t ɛ t ²¹	151 381	t i - ⁴⁴ ◦ t ɛ t ²¹		213
1449	Nanchang	to know (something)	1410	1798	know	曉得	ɕiɛu²¹³+tɛt⁰	know	Liu2007	晓 得	知道	ɕiɛu²¹³tɛt⁵	曉得	BeijingDaxue1964	ɕ i ɛ u ²¹³ t ɛ t ⁵	380 381	ɕ i ɛ u ²¹³ ◦ t ɛ t ⁵		213
1651	Suzhou	to know (something)	1410	1798	know	曉得	ɕiæ⁵²+təʔ⁰	know	Liu2007	晓 得	知道	ɕiæ⁴¹tɤʔ⁴	曉得	BeijingDaxue1964	ɕ i æ ⁴¹ t ɤ ʔ ⁴	380 381	ɕ i æ - ⁴¹ ◦ t ɤ ʔ ⁴		213
1852	Wenzhou	to know (something)	1410	1798	know	曉得	ɕia²⁴/²⁴²+te⁰	know	Liu2007	晓 得	知道	ɕia⁴⁵ti⁰	曉得	BeijingDaxue1964	ɕ i a ⁴⁵ t i ⁰	380 381	ɕ i a - ⁴⁵ ◦ t i ⁰		213
2047	Xiamen	to know (something)	1410	1798	know	知影	tsai²²/⁵⁵+iã∼⁵³	know	Liu2007	知 影	知道	tsai⁵⁵₃₃ĩã∼⁵¹	知影	BeijingDaxue1964	ts a i ⁵⁵₃₃ ĩ ã ∼ ⁵¹	151 1091	ts a i ⁵⁵₃₃ ◦ ĩ ã ∼ ⁵¹		213
2048	Xiamen	to know (something)	1410	1798	know	知						tsai⁵⁵	知	BeijingDaxue1964	ts a i ⁵⁵	151	ts a i ⁵⁵		213
3189	Chaozhou	to know (something)														0			213
2203	Beijing	to laugh														0			158
2281	Changsha	to laugh														0			158
2359	Chengdu	to laugh														0			158
2437	Fuzhou	to laugh														0			158
2515	Guangzhou	to laugh														0			158
2593	Jinan	to laugh														0			158
2671	Meixian	to laugh														0			158
2749	Nanchang	to laugh														0			158
2827	Suzhou	to laugh														0			158
2905	Wenzhou	to laugh														0			158
2983	Xiamen	to laugh														0			158
3127	Chaozhou	to laugh														0			158
89	Beijing	to learn	504	1742	learn	學						ɕye³⁵	學	BeijingDaxue1964	ɕ y e ³⁵	155	ɕ y e - ³⁵		212
282	Changsha	to learn	504	1742	learn	學						ɕio²⁴	學	BeijingDaxue1964	ɕ i o ²⁴	155	ɕ i o - ²⁴		212
473	Chengdu	to learn	504	1742	learn	學						ɕyo³¹	學	BeijingDaxue1964	ɕ y o ³¹	155	ɕ y o - ³¹		212
671	Fuzhou	to learn	504	1742	learn	學						ɔʔ⁴	學	BeijingDaxue1964	ɔ ʔ ⁴	155	- ɔ - ʔ ⁴		212
872	Guangzhou	to learn	504	1742	learn	學						hɔk²²	學	BeijingDaxue1964	h ɔ k ²²	155	h ɔ - k ²²		212
1069	Jinan	to learn	504	1742	learn	學						ɕye⁴²	學	BeijingDaxue1964	ɕ y e ⁴²	155	ɕ y e - ⁴²		212
1263	Meixian	to learn	504	1742	learn	學						hɔk⁴	學	BeijingDaxue1964	h ɔ k ⁴	155	h ɔ - k ⁴		212
1452	Nanchang	to learn	504	1742	learn	學						hɔk⁵	學	BeijingDaxue1964	h ɔ k ⁵	155	h ɔ - k ⁵		212
1654	Suzhou	to learn	504	1742	learn	學						ɦoʔ²³	學	BeijingDaxue1964	ɦ o ʔ ²³	155	ɦ o - ʔ ²³		212
1855	Wenzhou	to learn	504	1742	learn	學						ɦo¹²	學	BeijingDaxue1964	ɦ o ¹²	155	ɦ o - - ¹²		212
2051	Xiamen	to learn	504	1742	learn	學						oʔ⁵	學	BeijingDaxue1964	o ʔ ⁵	155	- o - ʔ ⁵		212
3154	Chaozhou	to learn														0			212
91	Beijing	to lick	319	1674	lick (with tongue)	舔						tʰian²¹⁴	舔	BeijingDaxue1964	tʰ i a n ²¹⁴	158	tʰ i a n ²¹⁴		159
284	Changsha	to lick	319	1674	lick (with tongue)	舔						tʰiẽ∼⁴¹	舔	BeijingDaxue1964	tʰ i ẽ ∼ ⁴¹	158	tʰ i ẽ ∼ ⁴¹		159
475	Chengdu	to lick	319	1674	lick (with tongue)	舔						tʰian⁵³	舔	BeijingDaxue1964	tʰ i a n ⁵³	158	tʰ i a n ⁵³		159
673	Fuzhou	to lick	319	1674	lick (with tongue)							neu⁴⁴	囗	BeijingDaxue1964	n e u ⁴⁴	702			159
674	Fuzhou	to lick	319	1674	lick (with tongue)							liaʔ²³	囗	BeijingDaxue1964	l i a ʔ ²³	701			159
874	Guangzhou	to lick	319	1674	lick (with tongue)	舔						tʰim³⁵	舔	BeijingDaxue1964	tʰ i m ³⁵	158	tʰ - i m ³⁵		159
875	Guangzhou	to lick	319	1674	lick (with tongue)	! □						lai³⁵	囗	BeijingDaxue1964	l a i ³⁵	700			159
1071	Jinan	to lick	319	1674	lick (with tongue)	舔						tʰiæ̃∼⁵⁵	舔	BeijingDaxue1964	tʰ i æ̃ ∼ ⁵⁵	158	tʰ i æ̃ ∼ ⁵⁵		159
1265	Meixian	to lick	319	1674	lick (with tongue)	!						sɛ⁴⁴	囗	BeijingDaxue1964	s ɛ ⁴⁴	651			159
1454	Nanchang	to lick	319	1674	lick (with tongue)	舔						tʰiɛn²¹³	舔	BeijingDaxue1964	tʰ i ɛ n ²¹³	158	tʰ i ɛ n ²¹³		159
1657	Suzhou	to lick	319	1674	lick (with tongue)	舔						tʰiɪ⁴¹	舔	BeijingDaxue1964	tʰ i ɪ ⁴¹	158	tʰ i ɪ - ⁴¹		159
1857	Wenzhou	to lick	319	1674	lick (with tongue)	舔						tʰi⁴⁵	舔	BeijingDaxue1964	tʰ i ⁴⁵	158	tʰ - i - ⁴⁵		159
2053	Xiamen	to lick	319	1674	lick (with tongue)	舐						tsĩ∼³³	舐	BeijingDaxue1964	ts ĩ ∼ ³³	1093			159
3165	Chaozhou	to lick														0			159
92	Beijing	to lie down	215	1661	lie down, lie (sleep)	躺						tʰaŋ²¹⁴	躺	BeijingDaxue1964	tʰ a ŋ ²¹⁴	159	tʰ a ŋ ²¹⁴		193
285	Changsha	to lie down	215	1661	lie down, lie (sleep)	躺						tʰan⁴¹	躺	BeijingDaxue1964	tʰ a n ⁴¹	159	tʰ a n ⁴¹		193
476	Chengdu	to lie down	215	1661	lie down, lie (sleep)	躺						tʰaŋ⁵³	躺	BeijingDaxue1964	tʰ a ŋ ⁵³	159	tʰ a ŋ ⁵³		193
675	Fuzhou	to lie down	215	1661	lie down, lie (sleep)	倒						tɔ³¹	倒	BeijingDaxue1964	t ɔ ³¹	582	t ɔ ³¹		193
876	Guangzhou	to lie down	215	1661	lie down, lie (sleep)	瞓						fɐn³³	瞓	BeijingDaxue1964	f ɐ n ³³	703			193
1072	Jinan	to lie down	215	1661	lie down, lie (sleep)	躺						tʰaŋ⁵⁵	躺	BeijingDaxue1964	tʰ a ŋ ⁵⁵	159	tʰ a ŋ ⁵⁵		193
1266	Meixian	to lie down	215	1661	lie down, lie (sleep)	眠						min¹²	眠	BeijingDaxue1964	m i n ¹²	833			193
1455	Nanchang	to lie down	215	1661	lie down, lie (sleep)	躺						tʰɔŋ²¹³	躺	BeijingDaxue1964	tʰ ɔ ŋ ²¹³	159	tʰ ɔ ŋ ²¹³		193
1658	Suzhou	to lie down	215	1661	lie down, lie (sleep)	睏						kʰuən⁵¹³	睏	BeijingDaxue1964	kʰ u ə n ⁵¹³	930			193
1659	Suzhou	to lie down	215	1661	lie down, lie (sleep)							@gɛ³¹	囗	BeijingDaxue1964	g ɛ ³¹	763			193
1858	Wenzhou	to lie down	215	1661	lie down, lie (sleep)	翻						fa⁴⁴	翻	BeijingDaxue1964	f a ⁴⁴	1014			193
2054	Xiamen	to lie down	215	1661	lie down, lie (sleep)	倒						to⁵¹	倒	BeijingDaxue1964	t o ⁵¹	582	t o ⁵¹		193
3254	Chaozhou	to lie down														0			193
99	Beijing	to marry (a man marries a woman)	2164	1578	marry (of a man)	娶媳婦兒						tɕʰy²¹⁴₂₁ɕi³⁵fur⁰	娶媳婦兒	BeijingDaxue1964	tɕʰ y ²¹⁴₂₁ ɕ i ³⁵ f u/r ⁰	170 171 172	tɕʰ y - ²¹⁴₂₁ ◦ ɕ i ³⁵ ◦ f u/r ⁰		225
290	Changsha	to marry (a man marries a woman)	2164	1578	marry (of a man)	討親						tʰau⁴¹tɕʰin³³	討親	BeijingDaxue1964	tʰ a u ⁴¹ tɕʰ i n ³³	383 384	tʰ a u ⁴¹ ◦ tɕʰ i - n ³³		225
291	Changsha	to marry (a man marries a woman)	2164	1578	marry (of a man)	收親						səu³³tɕʰin³³	收親	BeijingDaxue1964	s ə u ³³ tɕʰ i n ³³	385 384	s ə u ³³ ◦ tɕʰ i - n ³³		225
482	Chengdu	to marry (a man marries a woman)	2164	1578	marry (of a man)	接婆娘						tɕie³¹pʰo³¹ȵiaŋ³¹₄₄	接婆娘	BeijingDaxue1964	tɕ i e ³¹ pʰ o ³¹ ȵ i a ŋ ³¹₄₄	464 465 466	tɕ i e ³¹ ◦ pʰ o ³¹ ◦ ȵ i a ŋ ³¹₄₄		225
681	Fuzhou	to marry (a man marries a woman)	2164	1578	marry (of a man)	討親						tʰɔ³¹ziŋ⁴⁴	討親	BeijingDaxue1964	tʰ ɔ ³¹ z i ŋ ⁴⁴	383 384	tʰ ɔ - ³¹ ◦ z i - ŋ ⁴⁴		225
882	Guangzhou	to marry (a man marries a woman)	2164	1578	marry (of a man)	娶老婆						tʃʰøy³⁵lou²³pʰɔ²¹	娶老婆	BeijingDaxue1964	tʃʰ ø y ³⁵ l o u ²³ pʰ ɔ ²¹	170 706 465	tʃʰ ø y ³⁵ ◦ l o u ²³ ◦ pʰ ɔ ²¹		225
1079	Jinan	to marry (a man marries a woman)	2164	1578	marry (of a man)	要媳婦兒						tɕʰy⁵⁵ɕi²¹fur⁰	要媳婦兒	BeijingDaxue1964	tɕʰ y ⁵⁵ ɕ i ²¹ f u/r ⁰	784 171 172	tɕʰ y ⁵⁵ ◦ ɕ i ²¹ ◦ f u/r ⁰		225
1080	Jinan	to marry (a man marries a woman)	2164	1578	marry (of a man)	娶親						tɕʰy⁵⁵tɕʰiẽ∼²¹³	娶親	BeijingDaxue1964	tɕʰ y ⁵⁵ tɕʰ i ẽ ∼ ²¹³	170 384	tɕʰ y - ⁵⁵ ◦ tɕʰ i ẽ ∼ ²¹³		225
1271	Meixian	to marry (a man marries a woman)	2164	1578	marry (of a man)	討老婆						tʰau³¹lau³¹pʰɔ¹²	討老婆	BeijingDaxue1964	tʰ a u ³¹ l a u ³¹ pʰ ɔ ¹²	383 706 465	tʰ a u ³¹ ◦ l a u ³¹ ◦ pʰ ɔ ¹²		225
1460	Nanchang	to marry (a man marries a woman)	2164	1578	marry (of a man)	娶親						tɕʰy²¹³tɕʰin⁴²	娶親	BeijingDaxue1964	tɕʰ y ²¹³ tɕʰ i n ⁴²	170 384	tɕʰ y - ²¹³ ◦ tɕʰ i - n ⁴²		225
1461	Nanchang	to marry (a man marries a woman)	2164	1578	marry (of a man)	討老婆						tʰau²¹³lau²¹³pʰɔ²⁴	討老婆	BeijingDaxue1964	tʰ a u ²¹³ l a u ²¹³ pʰ ɔ ²⁴	383 706 465	tʰ a u ²¹³ ◦ l a u ²¹³ ◦ pʰ ɔ ²⁴		225
1664	Suzhou	to marry (a man marries a woman)	2164	1578	marry (of a man)	娶親						tsʰi⁴¹tsʰin⁴⁴₃₅	娶親	BeijingDaxue1964	tsʰ i ⁴¹ tsʰ i n ⁴⁴₃₅	170 384	tsʰ i - ⁴¹ ◦ tsʰ i - n ⁴⁴₃₅		225
1665	Suzhou	to marry (a man marries a woman)	2164	1578	marry (of a man)	討家小						tʰæ⁴¹kɒ⁴⁴siæ⁴¹₂₁	討家小	BeijingDaxue1964	tʰ æ ⁴¹ k ɒ ⁴⁴ s i æ ⁴¹₂₁	383 931 932	tʰ æ - ⁴¹ ◦ k ɒ ⁴⁴ ◦ s i æ ⁴¹₂₁		225
1864	Wenzhou	to marry (a man marries a woman)	2164	1578	marry (of a man)	!  親						tsʰau⁴⁵tsʰaŋ⁴⁴	囗親	BeijingDaxue1964	tsʰ a u ⁴⁵ tsʰ a ŋ ⁴⁴	1016 384	tsʰ a u ⁴⁵ ◦ tsʰ a - ŋ ⁴⁴		225
2059	Xiamen	to marry (a man marries a woman)	2164	1578	marry (of a man)	娶						tsʰua³³₁₁bɔ⁵¹	娶某	BeijingDaxue1964	tsʰ u a ³³₁₁ b ɔ ⁵¹	170 173	tsʰ u a ³³₁₁ ◦ b ɔ ⁵¹		225
2060	Xiamen	to marry (a man marries a woman)	2164	1578	marry (of a man)	娶人						tsʰua³³₁₁laŋ²⁴	娶人	BeijingDaxue1964	tsʰ u a ³³₁₁ l a ŋ ²⁴	170 1094	tsʰ u a ³³₁₁ ◦ l a ŋ ²⁴		225
3045	Chaozhou	to marry (a man marries a woman)														0			225
2187	Beijing	to plant (vegetals, rice)														0			185
2265	Changsha	to plant (vegetals, rice)														0			185
2343	Chengdu	to plant (vegetals, rice)														0			185
2421	Fuzhou	to plant (vegetals, rice)														0			185
2499	Guangzhou	to plant (vegetals, rice)														0			185
2577	Jinan	to plant (vegetals, rice)														0			185
2655	Meixian	to plant (vegetals, rice)														0			185
2733	Nanchang	to plant (vegetals, rice)														0			185
2811	Suzhou	to plant (vegetals, rice)														0			185
2889	Wenzhou	to plant (vegetals, rice)														0			185
2967	Xiamen	to plant (vegetals, rice)														0			185
3087	Chaozhou	to plant (vegetals, rice)														0			185
121	Beijing	to play	1413	1703	play	玩兒	ua˞/a³⁵	play	Liu2007	玩	玩	uanr³⁵	玩兒	BeijingDaxue1964	u a/r n ³⁵	213	u a/r n ³⁵		153
311	Changsha	to play	1413	1703	play	玩	uan¹³	play	Liu2007	玩	玩	uan¹³	玩	BeijingDaxue1964	u a n ¹³	213	u a n ¹³		153
501	Chengdu	to play	1413	1703	play	耍	sua⁵³	play	Liu2007	耍	玩	sua⁵³	耍	BeijingDaxue1964	s u a ⁵³	470			153
703	Fuzhou	to play	1413	1703	play	!	hi⁵³/⁵⁵+hie²¹² / kʰa⁵⁵+lieu⁵³	play / play	Liu2007 / Liu2007	嬉 戏 / 骹 遛	玩 / 玩	kʰa⁴⁴liu⁵²	囗囗	BeijingDaxue1964	kʰ a ⁴⁴ l i u ⁵²	772 214			153
904	Guangzhou	to play	1413	1703	play	玩	uan²¹	play	Liu2007	玩	玩	wan²³	玩	BeijingDaxue1964	w a n ²³	213	w a n ²³		153
905	Guangzhou	to play	1413	1703	play	反						fan³⁵	反	BeijingDaxue1964	f a n ³⁵	717			153
1100	Jinan	to play	1413	1703	play	玩兒	və˞/ə⁵³	play	Liu2007	玩	玩	uæ̃∼r⁴²	玩兒	BeijingDaxue1964	u æ̃/r ∼ ⁴²	213	u æ̃/r ∼ ⁴²		153
1291	Meixian	to play	1413	1703	play	搞	kau³¹ / liau⁵³	play / play	Liu2007 / Liu2007	攪 / 嫽	玩 / 玩	kau³¹	搞	BeijingDaxue1964	k a u ³¹	844			153
1292	Meixian	to play	1413	1703	play	! □						liau³¹	囗	BeijingDaxue1964	l i a u ³¹	845			153
1482	Nanchang	to play	1413	1703	play	玩	uan⁴⁵	play	Liu2007	玩	玩	uan⁵⁵	玩	BeijingDaxue1964	u a n ⁵⁵	213	u a n ⁵⁵		153
1483	Nanchang	to play	1413	1703	play	暱						ȵiɛt⁵	暱	BeijingDaxue1964	ȵ i ɛ t ⁵	893			153
1688	Suzhou	to play	1413	1703	play	白相	bəʔ²³*/²³+siã∼¹³/⁴¹²	play	Liu2007	白 相	玩	bɤʔ²³siaŋ⁴⁴₂₁	白相	BeijingDaxue1964	b ɤ ʔ ²³ s i a ŋ ⁴⁴₂₁	948 949			153
1884	Wenzhou	to play	1413	1703	play	嬉	sɿ⁴⁴	play	Liu2007	嬉	玩	sɿ⁴⁴	嬉	BeijingDaxue1964	s ɿ ⁴⁴	1022			153
2083	Xiamen	to play	1413	1703	play	七 挑	tsʰit⁵/³²*+tʰo²⁴	play	Liu2007	𨑨 迌	玩	tsʰit³²₅tʰo²⁴	七 挑	BeijingDaxue1964	tsʰ i t ³²₅ tʰ o ²⁴	1108 1109			153
3190	Chaozhou	to play														0			153
122	Beijing	to pull	1455	1568	pull	拉	la̠⁵⁵	pull	Liu2007	拉	拉	la⁵⁵	拉	BeijingDaxue1964	l a ⁵⁵	215	l a - ⁵⁵		147
123	Beijing	to pull	1455	1568	pull	抻						tʂʰən⁵⁵	抻	BeijingDaxue1964	tʂʰ ə n ⁵⁵	216			147
312	Changsha	to pull	1455	1568	pull	扯	la³³ / tsʰə⁴¹	pull / pull	Liu2007 / Liu2007	拉 / 扯	拉 / 拉	tsʰə⁴¹	扯	BeijingDaxue1964	tsʰ ə ⁴¹	397			147
502	Chengdu	to pull	1455	1568	pull	拉	la⁴⁵	pull	Liu2007	拉	拉	na⁴⁴	拉	BeijingDaxue1964	n a ⁴⁴	215	n a - ⁴⁴		147
704	Fuzhou	to pull	1455	1568	pull	拔	pɛiʔ⁵	pull	Liu2007	撥	拉	peiʔ²³	拔	BeijingDaxue1964	p e i ʔ ²³	602			147
906	Guangzhou	to pull	1455	1568	pull	拉	lai⁵³	pull	Liu2007	拉	拉	lai⁵³	拉	BeijingDaxue1964	l a i ⁵³	215	l a i ⁵³		147
1101	Jinan	to pull	1455	1568	pull	拉	la²¹⁴	pull	Liu2007	拉	拉	la²¹³	拉	BeijingDaxue1964	l a ²¹³	215	l a - ²¹³		147
1293	Meixian	to pull	1455	1568	pull	!	paŋ³³	pull	Liu2007	㧍	拉	lai⁴⁴	拉	BeijingDaxue1964	l a i ⁴⁴	215	l a i ⁴⁴		147
1484	Nanchang	to pull	1455	1568	pull	拉	la⁴²	pull	Liu2007	拉	拉	la⁴²	拉	BeijingDaxue1964	l a ⁴²	215	l a - ⁴²		147
1689	Suzhou	to pull	1455	1568	pull	拉	lɑ⁴⁴	pull	Liu2007	拉	拉	lɒ⁴⁴	拉	BeijingDaxue1964	l ɒ ⁴⁴	215	l ɒ - ⁴⁴		147
1885	Wenzhou	to pull	1455	1568	pull	拉	la⁴⁴	pull	Liu2007	拉	拉	la⁴⁴	拉	BeijingDaxue1964	l a ⁴⁴	215	l a - ⁴⁴		147
1886	Wenzhou	to pull	1455	1568	pull							tai⁴⁵	囗	BeijingDaxue1964	t a i ⁴⁵	776			147
2084	Xiamen	to pull	1455	1568	pull	拉	la⁵⁵	pull	Liu2007	拉	拉	la⁵⁵	拉	BeijingDaxue1964	l a ⁵⁵	215	l a - ⁵⁵		147
3253	Chaozhou	to pull														0			147
124	Beijing	to push	1452	1689	push	推	tʰuei⁵⁵	push	Liu2007	推	推	tʰuei⁵⁵	推	BeijingDaxue1964	tʰ u e i ⁵⁵	217	tʰ u e i ⁵⁵		150
313	Changsha	to push	1452	1689	push	推	tʰei³³ / ɕyẽ∼³³	push / push	Liu2007 / Liu2007	推 / 揎	推 / 推	tʰei³³	推	BeijingDaxue1964	tʰ e i ³³	217	tʰ - e i ³³		150
314	Changsha	to push	1452	1689	push	寵						tsʰən⁴¹	寵	BeijingDaxue1964	tsʰ ə n ⁴¹	398			150
503	Chengdu	to push	1452	1689	push	推	tʰuei⁴⁵	push	Liu2007	推	推	tʰuei⁴⁴	推	BeijingDaxue1964	tʰ u e i ⁴⁴	217	tʰ u e i ⁴⁴		150
705	Fuzhou	to push	1452	1689	push	捵	tʰiaŋ³² / søyŋ³² / tʰuoi⁵⁵	push / push / push	Liu2007 / Liu2007 / Liu2007	手點 / 𢱤 / 推	推 / 推 / 推	tʰiaŋ³¹	捵	BeijingDaxue1964	tʰ i a ŋ ³¹	603			150
706	Fuzhou	to push	1452	1689	push	! □						ɛ⁴⁴	囗	BeijingDaxue1964	ɛ ⁴⁴	604			150
907	Guangzhou	to push	1452	1689	push	推	tʰøy⁵³	push	Liu2007	推	推	tʰøy⁵³	推	BeijingDaxue1964	tʰ ø y ⁵³	217	tʰ - ø y ⁵³		150
908	Guangzhou	to push	1452	1689	push							ʊŋ³⁵	囗	BeijingDaxue1964	ʊ ŋ ³⁵	782			150
1102	Jinan	to push	1452	1689	push	推	tʰuei²¹⁴	push	Liu2007	推	推	tʰuei²¹³	推	BeijingDaxue1964	tʰ u e i ²¹³	217	tʰ u e i ²¹³		150
1294	Meixian	to push	1452	1689	push	!	tʰui³³	push	Liu2007	推	推	suŋ³¹	囗	BeijingDaxue1964	s u ŋ ³¹	783			150
1485	Nanchang	to push	1452	1689	push	推	tʰui⁴²	push	Liu2007	推	推	tʰui⁴²	推	BeijingDaxue1964	tʰ u i ⁴²	217	tʰ u i - ⁴²		150
1690	Suzhou	to push	1452	1689	push	推	tʰe̞⁴⁴	push	Liu2007	推	推	tʰɛ⁴⁴	推	BeijingDaxue1964	tʰ ɛ ⁴⁴	217	tʰ - ɛ - ⁴⁴		150
1887	Wenzhou	to push	1452	1689	push	逃	də³⁴¹	push	Liu2007	逃	推	dɜ³¹	逃	BeijingDaxue1964	d ɜ ³¹	1023			150
2085	Xiamen	to push	1452	1689	push	!	tu⁵⁵	push	Liu2007	推	推	saʔ³²	囗	BeijingDaxue1964	s a ʔ ³²	981			150
