ID	DOCULECT	CONCEPT	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	CHINESE_GLOSS_IN_SOURCE	IPA	HANZI	SOURCE	TOKENS
1884	Suzhou	dark	706	1013	dark // dark	暗 // 暗	ø⁵¹³ // hɤʔ⁴	暗 // 黑	BeijingDaxue1964, BeijingDaxue1964	ø ⁵¹³
2116	Wenzhou	dark	706	1013	dark	暗	ø¹²	暗	BeijingDaxue1964	ø ¹²
2348	Xiamen	dark	706	1013	dark	暗	am¹¹	暗	BeijingDaxue1964	a m ¹¹
33	Beijing	dirty	1230	1086	*dirty // dirty // dirty	骯髒 // 脏 // 髒	tsaŋ⁵⁵ // tsɑŋ⁵⁵ // tsɑŋ⁵⁵	髒 // 脏 // 脏	BeijingDaxue1964, Hou2004, Liu2007	ts a ŋ ⁵⁵
265	Changsha	dirty	1230	1086	*dirty // dirty // dirty // dirty // dirty	骯髒 // 脏 // 脏 // 髒 // 髒	la²⁴tʰa⁰ // la²⁴+tʰa²⁴ // la⁴¹+fu¹³ // tsan³³ // la²⁴+tʰa²⁴	邋遢 // 邋遢 // 邋糊 // 脏 // 邋 遢	BeijingDaxue1964, Hou2004, Hou2004, Liu2007, Liu2007	l a ²⁴ tʰ a ⁰
497	Chengdu	dirty	1230	1086	*dirty // *dirty // dirty // dirty // dirty // dirty // dirty // dirty // dirty // dirty	骯髒 // 骯髒 // 脏 // 脏 // 脏 // 脏 // 脏 // 髒 // 髒 // 髒	o³¹tsʰo³¹₄₄ // tsaŋ⁴⁴ // tsaŋ⁵⁵ // ɕi⁵⁵+tsaŋ⁵⁵ // o³¹+tsʰo³¹ // na³¹+tʰa³¹ // ua⁵⁵+nian³¹ // tsaŋ⁴⁵ // la⁵⁵/²¹+tʰa²¹ // nəu⁵⁵/²¹+səu⁵⁵	齷齪 // 〔稀〕髒 // 脏 // 稀脏 // 龌龊 // 邋遢 // 哇连 // 脏 // 邋 遢 // 蒌 馊	BeijingDaxue1964, BeijingDaxue1964, Hou2004, Hou2004, Hou2004, Hou2004, Hou2004, Liu2007, Liu2007, Liu2007	o ³¹ tsʰ o ³¹₄₄
729	Fuzhou	dirty	1230	1086	*dirty // *dirty // dirty // dirty // dirty	骯髒 // 骯髒 // 脏 // 髒 // 髒	na⁴⁴zia⁴⁴ // ei²⁴² // la⁴⁴+a⁴⁴ // la⁵⁵+tsʰa⁵⁵ // ouʔ⁵+tsʰuoʔ²⁴*	! // 穢 // 垃渣 // 拉 渣 // 歯屋 歯足	BeijingDaxue1964, BeijingDaxue1964, Hou2004, Liu2007, Liu2007	n a ⁴⁴ z i a ⁴⁴
961	Guangzhou	dirty	1230	1086	*dirty // *dirty // dirty // dirty // dirty	骯髒 // 骯髒 // 脏 // 脏 // 髒	wu⁵³tʃou⁵³ // la²³tʃa³⁵ // wu⁵⁵+tsou⁵³ // lat²+tʰat³ // u⁵⁵+tsou⁵³	汚糟 // ! // 污糟 // 邋遢 // 汚 糟	BeijingDaxue1964, BeijingDaxue1964, Hou2004, Hou2004, Liu2007	w u ⁵³ tʃ o u ⁵³
1193	Jinan	dirty	1230	1086	*dirty // dirty // dirty // dirty // dirty	骯髒 // 脏 // 脏 // 脏 // 髒	tsaŋ²¹³ // tsaŋ²¹³ // la²¹³/²¹+tʰa⁰ // ŋa²¹³/²¹+tsa⁰ // tsɑŋ²¹⁴	髒 // 脏 // 邋遢 // 腌臜 // 脏	BeijingDaxue1964, Hou2004, Hou2004, Hou2004, Liu2007	ts a ŋ ²¹³
1425	Meixian	dirty	1230	1086	*dirty // *dirty // dirty	骯髒 // 骯髒 // 髒	ɛu⁴²nɛu⁴² // ɔ⁴⁴tsɔ⁴⁴ // me⁵³	! // ! // 囗	BeijingDaxue1964, BeijingDaxue1964, Liu2007	ɛ u ⁴² n ɛ u ⁴²
1657	Nanchang	dirty	1230	1086	*dirty // dirty // dirty // dirty // dirty	骯髒 // 脏 // 脏 // 髒 // 髒	ŋa⁴²tsa⁴² // ŋɑ⁴²+tsɑ⁰² // laʔ⁵+tʰaʔ⁰² // tsɔŋ⁴² // ŋa⁴²+tsa⁰	! // 腌臜 // 邋遢 // 脏 // 腌 臢	BeijingDaxue1964, Hou2004, Hou2004, Liu2007, Liu2007	ŋ a ⁴² ts a ⁴²
1889	Suzhou	dirty	1230	1086	*dirty // dirty // dirty	骯髒 // 脏 // 髒	oʔ⁴tsʰoʔ⁴ // oʔ⁵+tsʰoʔ⁵ // oʔ⁴+tsʰoʔ⁴	齷齪 // 龌龊 // 龌 龊	BeijingDaxue1964, Hou2004, Liu2007	o ʔ ⁴ tsʰ o ʔ ⁴
2121	Wenzhou	dirty	1230	1086	*dirty // dirty // dirty	骯髒 // 脏 // 髒	@ɜ⁴⁴tsɜ⁴⁴ // ɜ³³+tsɜ³³ // ə⁴⁴+tsə⁴⁴	糟 // 鏖糟 // 鏖 糟	BeijingDaxue1964, Hou2004, Liu2007	@ ɜ ⁴⁴ ts ɜ ⁴⁴
2353	Xiamen	dirty	1230	1086	*dirty // *dirty // *dirty // dirty // dirty	骯髒 // 骯髒 // 骯髒 // 脏 // 髒	lau²⁴₃₃siɔŋ²⁴ // lap³²₅sap³² // am⁵⁵₃₃tsam⁵⁵ // lau³⁵/²²+siɔŋ³⁵ // lau²²/²⁴+siɔŋ²⁴	流 淞 // 垃圾 // 腌臜 // 流疡 // 流 疡	BeijingDaxue1964, BeijingDaxue1964, BeijingDaxue1964, Hou2004, Liu2007	l a u ²⁴₃₃ s i ɔ ŋ ²⁴
36	Beijing	dry	1398	1028	dry // dry	幹 // 乾	kan⁵⁵ // kan⁵⁵	幹 // 干	BeijingDaxue1964, Liu2007	k a n ⁵⁵
268	Changsha	dry	1398	1028	dry // dry	幹 // 乾	kan³³ // kan³³	幹 // 干	BeijingDaxue1964, Liu2007	k a n ³³
500	Chengdu	dry	1398	1028	dry // dry	幹 // 乾	kan⁴⁴ // kan⁴⁵	幹 // 干	BeijingDaxue1964, Liu2007	k a n ⁴⁴
732	Fuzhou	dry	1398	1028	dry // dry // dry // dry	幹 // 幹 // 乾 // 乾	ta⁴⁴ // kaŋ⁴⁴ // kaŋ⁵⁵ // ta⁵⁵	! □ // 幹 // 干 // 焦	BeijingDaxue1964, BeijingDaxue1964, Liu2007, Liu2007	t a ⁴⁴
964	Guangzhou	dry	1398	1028	dry // dry	幹 // 乾	kɔn⁵³ // kɔn⁵³	幹 // 干	BeijingDaxue1964, Liu2007	k ɔ n ⁵³
1196	Jinan	dry	1398	1028	dry // dry	幹 // 乾	kæ̃∼²¹³ // kæ̃∼²¹⁴	幹 // 干	BeijingDaxue1964, Liu2007	k æ̃ ∼ ²¹³
1428	Meixian	dry	1398	1028	dry // dry	幹 // 乾	kɔn⁴⁴ // kon³³	幹 // 干	BeijingDaxue1964, Liu2007	k ɔ n ⁴⁴
1660	Nanchang	dry	1398	1028	dry // dry	幹 // 乾	kɔn⁴² // kon⁴²	幹 // 干	BeijingDaxue1964, Liu2007	k ɔ n ⁴²
1892	Suzhou	dry	1398	1028	dry // dry	幹 // 乾	kø⁴⁴ // kø⁴⁴	幹 // 干	BeijingDaxue1964, Liu2007	k ø ⁴⁴
2124	Wenzhou	dry	1398	1028	dry // dry // dry	幹 // 乾 // 乾	ky⁴⁴ // sə⁵¹ // ky⁴⁴	幹 // 操 // 干	BeijingDaxue1964, Liu2007, Liu2007	k y ⁴⁴
2356	Xiamen	dry	1398	1028	dry // dry // dry	幹 // 幹 // 乾	ta⁵⁵ // kan⁵⁵ // ta⁵⁵	! □ // 幹 // 焦	BeijingDaxue1964, BeijingDaxue1964, Liu2007	t a ⁵⁵
39	Beijing	early	672	1018	early	早	tsau²¹⁴	早	BeijingDaxue1964	ts a u ²¹⁴
271	Changsha	early	672	1018	early	早	tsau⁴¹	早	BeijingDaxue1964	ts a u ⁴¹
503	Chengdu	early	672	1018	early	早	tsau⁵³	早	BeijingDaxue1964	ts a u ⁵³
735	Fuzhou	early	672	1018	early	早	tsa³¹	早	BeijingDaxue1964	ts a ³¹
967	Guangzhou	early	672	1018	early	早	tʃou³⁵	早	BeijingDaxue1964	tʃ o u ³⁵
1199	Jinan	early	672	1018	early	早	tsɔ⁵⁵	早	BeijingDaxue1964	ts ɔ ⁵⁵
1431	Meixian	early	672	1018	early	早	tsau³¹	早	BeijingDaxue1964	ts a u ³¹
1663	Nanchang	early	672	1018	early	早	tsau²¹³	早	BeijingDaxue1964	ts a u ²¹³
1895	Suzhou	early	672	1018	early	早	tsæ⁴¹	早	BeijingDaxue1964	ts æ ⁴¹
2127	Wenzhou	early	672	1018	early	早	tsɜ⁴⁵	早	BeijingDaxue1964	ts ɜ ⁴⁵
2359	Xiamen	early	672	1018	early	早	tsa⁵¹	早	BeijingDaxue1964	ts a ⁵¹
44	Beijing	eight	1705	804	eight	八	pa⁵⁵	八	Hou2004	p a ⁵⁵
276	Changsha	eight	1705	804	eight	八	pa²⁴	八	Hou2004	p a ²⁴
508	Chengdu	eight	1705	804	eight	八	pa³¹	八	Hou2004	p a ³¹
740	Fuzhou	eight	1705	804	eight	八	paiʔ²⁴	八	Hou2004	p a i ʔ ²⁴
972	Guangzhou	eight	1705	804	eight	八	pat³	八	Hou2004	p a t ³
1204	Jinan	eight	1705	804	eight	八	pa²¹³	八	Hou2004	p a ²¹³
1436	Meixian	eight	1705	804	eight	八	pat¹	八	Hou2004	p a t ¹
1668	Nanchang	eight	1705	804	eight	八	paʔ⁵	八	Hou2004	p a ʔ ⁵
1900	Suzhou	eight	1705	804	eight	八	poʔ⁵	八	Hou2004	p o ʔ ⁵
2132	Wenzhou	eight	1705	804	eight	八	po²¹³	八	Hou2004	p o ²¹³
2364	Xiamen	eight	1705	804	eight // eight	八 // 八	pueʔ³² // pat³²	八 // 八	Hou2004, Hou2004	p u e ʔ ³²
46	Beijing	far	1406	974	far	遠	yɛn²¹³	远	Liu2007	y ɛ n ²¹³
278	Changsha	far	1406	974	far	遠	yẽ∼⁴¹	远	Liu2007	y ẽ ∼ ⁴¹
510	Chengdu	far	1406	974	far	遠	yan⁵³	远	Liu2007	y a n ⁵³
742	Fuzhou	far	1406	974	far	遠	huoŋ²⁴²	远	Liu2007	h u o ŋ ²⁴²
974	Guangzhou	far	1406	974	far	遠	yn²³	远	Liu2007	y n ²³
1206	Jinan	far	1406	974	far	遠	yæ̃∼⁴⁵	远	Liu2007	y æ̃ ∼ ⁴⁵
1438	Meixian	far	1406	974	far	遠	ian³¹	远	Liu2007	i a n ³¹
1670	Nanchang	far	1406	974	far	遠	yon²¹³	远	Liu2007	y o n ²¹³
1902	Suzhou	far	1406	974	far	遠	ɦiø²³¹	远	Liu2007	ɦ i ø ²³¹
2134	Wenzhou	far	1406	974	far	遠	ju²⁴	远	Liu2007	j u ²⁴
2366	Xiamen	far	1406	974	far	遠	uan⁵³	远	Liu2007	u a n ⁵³
51	Beijing	firewood	10	534	firewood // firewood	木柴 // 木柴	tʂʰai³⁵ // pʰi²¹⁴₂₁tʂʰai⁰	柴〔火〕 // 劈柴	BeijingDaxue1964, BeijingDaxue1964	tʂʰ a i ³⁵
283	Changsha	firewood	10	534	firewood	木柴	tsai¹³	柴	BeijingDaxue1964	ts a i ¹³
515	Chengdu	firewood	10	534	firewood	木柴	tsʰai³¹	柴	BeijingDaxue1964	tsʰ a i ³¹
747	Fuzhou	firewood	10	534	firewood	木柴	tsʰa⁵²₃₁løy²¹³	! 柴□	BeijingDaxue1964	tsʰ a ⁵²₃₁ l ø y ²¹³
979	Guangzhou	firewood	10	534	firewood	木柴	tʃʰai²¹	柴	BeijingDaxue1964	tʃʰ a i ²¹
1211	Jinan	firewood	10	534	firewood	木柴	xuə⁵⁵tʰou⁰	火頭	BeijingDaxue1964	x u ə ⁵⁵ tʰ o u ⁰
1443	Meixian	firewood	10	534	firewood	木柴	tsʰai¹²	柴	BeijingDaxue1964	tsʰ a i ¹²
1675	Nanchang	firewood	10	534	firewood	木柴	tsʰai²⁴	柴	BeijingDaxue1964	tsʰ a i ²⁴
1907	Suzhou	firewood	10	534	firewood // firewood	木柴 // 木柴	zɒ²⁴₂₂bɛ³¹₃₃ // pʰiɪʔ⁴zɒ²⁴	柴爿 // 劈柴	BeijingDaxue1964, BeijingDaxue1964	z ɒ ²⁴₂₂ b ɛ ³¹₃₃
2139	Wenzhou	firewood	10	534	firewood	木柴	za³¹	柴	BeijingDaxue1964	z a ³¹
2371	Xiamen	firewood	10	534	firewood // firewood	木柴 // 木柴	tsʰa²⁴₃₃tsʰau⁵¹ // tsʰa²⁴₃₃te¹¹	柴草 // ! 柴□	BeijingDaxue1964, BeijingDaxue1964	tsʰ a ²⁴₃₃ tsʰ a u ⁵¹
53	Beijing	five	493	801	five // five	五 // 五	u²¹⁴ // u²¹³	五 // 五	Hou2004, Liu2007	u ²¹⁴
285	Changsha	five	493	801	five // five	五 // 五	u⁴¹ // u⁴¹	五 // 五	Hou2004, Liu2007	u ⁴¹
517	Chengdu	five	493	801	five // five	五 // 五	u⁵³ // u⁵³	五 // 五	Hou2004, Liu2007	u ⁵³
749	Fuzhou	five	493	801	five // five	五 // 五	ŋou²⁴² // ŋou²⁴²	五 // 五	Hou2004, Liu2007	ŋ o u ²⁴²
981	Guangzhou	five	493	801	five // five	五 // 五	ŋŋ̍∼²³ // ŋ̍²³	五 // 五	Hou2004, Liu2007	ŋ ŋ̍ ∼ ²³
1213	Jinan	five	493	801	five // five	五 // 五	u⁵⁵ // u⁴⁵	五 // 五	Hou2004, Liu2007	u ⁵⁵
1445	Meixian	five	493	801	five // five	五 // 五	nn̩∼³¹ // nn̩∼³¹	五 // 五	Hou2004, Liu2007	n n̩ ∼ ³¹
1677	Nanchang	five	493	801	five // five	五 // 五	ŋŋ̍∼²¹³ // ŋ̍²¹³	五 // 五	Hou2004, Liu2007	ŋ ŋ̍ ∼ ²¹³
1909	Suzhou	five	493	801	five // five	五 // 五	ŋŋ̍∼³¹ // ŋ̍²³¹	五 // 五	Hou2004, Liu2007	ŋ ŋ̍ ∼ ³¹
2141	Wenzhou	five	493	801	five // five	五 // 五	ŋŋ̍∼³⁵ // ŋ̍²⁴	五 // 五	Hou2004, Liu2007	ŋ ŋ̍ ∼ ³⁵
2373	Xiamen	five	493	801	five // five // five	五 // 五 // 五	gɔ²² // ŋɔ⁵³ // gɔ²²	五 // 五 // 五	Hou2004, Hou2004, Liu2007	g ɔ ²²
62	Beijing	four	1500	800	four // four	四 // 四	sɿ⁵¹ // sɿ⁵¹	四 // 四	Hou2004, Liu2007	s ɿ ⁵¹
294	Changsha	four	1500	800	four // four	四 // 四	sɿ⁵⁵ // sɿ⁵⁵	四 // 四	Hou2004, Liu2007	s ɿ ⁵⁵
526	Chengdu	four	1500	800	four // four	四 // 四	sɿ¹³ // sɿ²¹³	四 // 四	Hou2004, Liu2007	s ɿ ¹³
758	Fuzhou	four	1500	800	four // four	四 // 四	sɛi²¹² // sɛi²¹²	四 // 四	Hou2004, Liu2007	s ɛ i ²¹²
990	Guangzhou	four	1500	800	four // four	四 // 四	sei³³ // sei³³	四 // 四	Hou2004, Liu2007	s e i ³³
1222	Jinan	four	1500	800	four // four	四 // 四	sɿ²¹ // sɿ³¹	四 // 四	Hou2004, Liu2007	s ɿ ²¹
1454	Meixian	four	1500	800	four // four	四 // 四	si⁵³ // si⁵³	四 // 四	Hou2004, Liu2007	s i ⁵³
1686	Nanchang	four	1500	800	four // four	四 // 四	sɿ⁴⁵ // sɿ⁴⁵	四 // 四	Hou2004, Liu2007	s ɿ ⁴⁵
1918	Suzhou	four	1500	800	four // four	四 // 四	sɿ⁵¹³ // sɿ⁴¹²	四 // 四	Hou2004, Liu2007	s ɿ ⁵¹³
2150	Wenzhou	four	1500	800	four // four	四 // 四	sɿ⁴² // sɿ⁵¹	四 // 四	Hou2004, Liu2007	s ɿ ⁴²
2382	Xiamen	four	1500	800	four // four // four	四 // 四 // 四	si²¹ // su²¹ // si²¹	四 // 四 // 四	Hou2004, Hou2004, Liu2007	s i ²¹
67	Beijing	full	1429	984	full // full	滿 // 滿	man²¹⁴ // man²¹⁴	滿 // 滿	BeijingDaxue1964, Liu2007	m a n ²¹⁴
299	Changsha	full	1429	984	full // full	滿 // 滿	mõ∼⁴¹ // mõ∼⁴¹	滿 // 滿	BeijingDaxue1964, Liu2007	m õ ∼ ⁴¹
531	Chengdu	full	1429	984	full // full // full	滿 // 滿 // 滿	man⁵³ // man⁵³ // pau²¹³	滿 // 滿 // 爆	BeijingDaxue1964, Liu2007, Liu2007	m a n ⁵³
763	Fuzhou	full	1429	984	full // full // full	滿 // 滿 // 滿	paʔ⁴ // ko⁵⁵/²¹²+louŋ⁵³ // muaŋ³²	! // 個 郎 // 滿	BeijingDaxue1964, Liu2007, Liu2007	p a ʔ ⁴
995	Guangzhou	full	1429	984	full // full	滿 // 滿	mun²³ // mun²³	滿 // 滿	BeijingDaxue1964, Liu2007	m u n ²³
1227	Jinan	full	1429	984	full // full	滿 // 滿	mæ̃∼⁵⁵ // mæ̃∼⁴⁵	滿 // 滿	BeijingDaxue1964, Liu2007	m æ̃ ∼ ⁵⁵
1459	Meixian	full	1429	984	full // full	滿 // 滿	man⁴⁴ // man³³	滿 // 滿	BeijingDaxue1964, Liu2007	m a n ⁴⁴
1691	Nanchang	full	1429	984	full // full	滿 // 滿	mɔn²¹³ // mon²¹³	滿 // 滿	BeijingDaxue1964, Liu2007	m ɔ n ²¹³
1923	Suzhou	full	1429	984	full // full	滿 // 滿	mø³¹ // mø²³¹	滿 // 滿	BeijingDaxue1964, Liu2007	m ø ³¹
2155	Wenzhou	full	1429	984	full // full	滿 // 滿	mø²⁴ // mø²⁴²	滿 // 滿	BeijingDaxue1964, Liu2007	m ø ²⁴
2387	Xiamen	full	1429	984	full // full	滿 // 滿	mũã∼⁵¹ // muã∼⁵³	滿 // 滿	BeijingDaxue1964, Liu2007	m ũ ã ∼ ⁵¹
69	Beijing	good	1035	1052	good // good	好 // 好	xau²¹⁴ // xɑu²¹⁴	好 // 好	BeijingDaxue1964, Liu2007	x a u ²¹⁴
301	Changsha	good	1035	1052	good // good	好 // 好	xau⁴¹ // xau⁴¹	好 // 好	BeijingDaxue1964, Liu2007	x a u ⁴¹
533	Chengdu	good	1035	1052	good // good	好 // 好	xau⁵³ // xau⁵³	好 // 好	BeijingDaxue1964, Liu2007	x a u ⁵³
765	Fuzhou	good	1035	1052	good // good	好 // 好	xɔ³¹ // ho³²	好 // 好	BeijingDaxue1964, Liu2007	x ɔ ³¹
997	Guangzhou	good	1035	1052	good // good	好 // 好	hou³⁵ // hou³⁵	好 // 好	BeijingDaxue1964, Liu2007	h o u ³⁵
1229	Jinan	good	1035	1052	good // good // good	好 // 好 // 好	xɔ⁵⁵ // tɕʰiaŋ⁴² // xɔ⁴⁵	好 // 強 // 好	BeijingDaxue1964, BeijingDaxue1964, Liu2007	x ɔ ⁵⁵
1461	Meixian	good	1035	1052	good // good // good	好 // 好 // 好	hau³¹ // @tsan³¹ // hau³¹	好 //  // 好	BeijingDaxue1964, BeijingDaxue1964, Liu2007	h a u ³¹
1693	Nanchang	good	1035	1052	good // good	好 // 好	hau²¹³ // hau²¹³	好 // 好	BeijingDaxue1964, Liu2007	h a u ²¹³
1925	Suzhou	good	1035	1052	good // good // good // good	好 // 好 // 好 // 好	hæ⁴¹ // lin²⁴ // @tsɛ⁵¹³ // hæ⁵²	好 // 靈 //  // 好	BeijingDaxue1964, BeijingDaxue1964, BeijingDaxue1964, Liu2007	h æ ⁴¹
2157	Wenzhou	good	1035	1052	good // good	好 // 好	hɜ⁴⁵ // hə²⁴	好 // 好	BeijingDaxue1964, Liu2007	h ɜ ⁴⁵
2389	Xiamen	good	1035	1052	good // good	好 // 好	ho⁵¹ // ho⁵³	好 // 好	BeijingDaxue1964, Liu2007	h o ⁵¹
71	Beijing	green	1425	1009	green	綠	ly⁵¹	綠	Liu2007	l y ⁵¹
303	Changsha	green	1425	1009	green	綠	ləu²⁴	綠	Liu2007	l ə u ²⁴
535	Chengdu	green	1425	1009	green	綠	nu²¹	綠	Liu2007	n u ²¹
767	Fuzhou	green	1425	1009	green	綠	luoʔ⁵	綠	Liu2007	l u o ʔ ⁵
999	Guangzhou	green	1425	1009	green	綠	lok²	綠	Liu2007	l o k ²
1231	Jinan	green	1425	1009	green	綠	ly³¹	綠	Liu2007	l y ³¹
1463	Meixian	green	1425	1009	green	綠	liuk⁵	綠	Liu2007	l i u k ⁵
1695	Nanchang	green	1425	1009	green	綠	liuʔ⁵	綠	Liu2007	l i u ʔ ⁵
1927	Suzhou	green	1425	1009	green	綠	loʔ²³*/²³	綠	Liu2007	l o ʔ ²³*/²³
2159	Wenzhou	green	1425	1009	green	綠	lo²¹	綠	Liu2007	l o ²¹
2391	Xiamen	green	1425	1009	green	綠	lik⁵	綠	Liu2007	l i k ⁵
75	Beijing	hard	1884	1034	hard, firm	硬	iŋ⁵¹	硬	BeijingDaxue1964	i ŋ ⁵¹
307	Changsha	hard	1884	1034	hard, firm	硬	ŋən²¹	硬	BeijingDaxue1964	ŋ ə n ²¹
539	Chengdu	hard	1884	1034	hard, firm	硬	ŋən¹³	硬	BeijingDaxue1964	ŋ ə n ¹³
771	Fuzhou	hard	1884	1034	hard, firm	硬	ŋaiŋ²⁴²	硬	BeijingDaxue1964	ŋ a i ŋ ²⁴²
1003	Guangzhou	hard	1884	1034	hard, firm	硬	ŋaŋ²²	硬	BeijingDaxue1964	ŋ a ŋ ²²
1235	Jinan	hard	1884	1034	hard, firm	硬	iŋ²¹	硬	BeijingDaxue1964	i ŋ ²¹
1467	Meixian	hard	1884	1034	hard, firm	硬	ŋaŋ⁴²	硬	BeijingDaxue1964	ŋ a ŋ ⁴²
1699	Nanchang	hard	1884	1034	hard, firm	硬	ŋaŋ³¹	硬	BeijingDaxue1964	ŋ a ŋ ³¹
1931	Suzhou	hard	1884	1034	hard, firm	硬	ŋaŋ³¹	硬	BeijingDaxue1964	ŋ a ŋ ³¹
2163	Wenzhou	hard	1884	1034	hard, firm	硬	ŋɛ¹¹	硬	BeijingDaxue1964	ŋ ɛ ¹¹
2395	Xiamen	hard	1884	1034	hard, firm	硬	ŋĩ∼³³	硬	BeijingDaxue1964	ŋ ĩ ∼ ³³
76	Beijing	he or she [third person singular]	262	934	he, she, it (third person singular)	他	tʰa⁵⁵	他	BeijingDaxue1964	tʰ a ⁵⁵
308	Changsha	he or she [third person singular]	262	934	he, she, it (third person singular)	他	tʰa³³	他	BeijingDaxue1964	tʰ a ³³
540	Chengdu	he or she [third person singular]	262	934	he, she, it (third person singular)	他	tʰa⁴⁴	他	BeijingDaxue1964	tʰ a ⁴⁴
772	Fuzhou	he or she [third person singular]	262	934	he, she, it (third person singular)	他	i⁴⁴	伊	BeijingDaxue1964	i ⁴⁴
1004	Guangzhou	he or she [third person singular]	262	934	he, she, it (third person singular)	他	kʰøy²³	佢	BeijingDaxue1964	kʰ ø y ²³
1236	Jinan	he or she [third person singular]	262	934	he, she, it (third person singular)	他	tʰa⁵⁵	他	BeijingDaxue1964	tʰ a ⁵⁵
1468	Meixian	he or she [third person singular]	262	934	he, she, it (third person singular)	他	ki¹²	佢	BeijingDaxue1964	k i ¹²
1700	Nanchang	he or she [third person singular]	262	934	he, she, it (third person singular)	他	tɕʰiɛ²⁴	但	BeijingDaxue1964	tɕʰ i ɛ ²⁴
1932	Suzhou	he or she [third person singular]	262	934	he, she, it (third person singular)	他	li⁴⁴	俚	BeijingDaxue1964	l i ⁴⁴
2164	Wenzhou	he or she [third person singular]	262	934	he, she, it (third person singular)	他	gi³¹	其	BeijingDaxue1964	g i ³¹
2396	Xiamen	he or she [third person singular]	262	934	he, she, it (third person singular)	他	i⁵⁵	伊	BeijingDaxue1964	i ⁵⁵
80	Beijing	heavy	1210	1014	heavy // heavy // heavy	重 // 重 // 重	tʂuŋ⁵¹ // tʂʰən³⁵ // ʈʂuŋ⁵¹	重 // 沈 // 重	BeijingDaxue1964, BeijingDaxue1964, Liu2007	tʂ u ŋ ⁵¹
312	Changsha	heavy	1210	1014	heavy // heavy	重 // 重	tsən²¹ // tsən¹¹	重 // 重	BeijingDaxue1964, Liu2007	ts ə n ²¹
544	Chengdu	heavy	1210	1014	heavy // heavy	重 // 重	tsoŋ¹³ // tsoŋ²¹³	重 // 重	BeijingDaxue1964, Liu2007	ts o ŋ ¹³
776	Fuzhou	heavy	1210	1014	heavy // heavy	重 // 重	tøyŋ²⁴² // tɔyŋ²⁴²	重 // 重	BeijingDaxue1964, Liu2007	t ø y ŋ ²⁴²
1008	Guangzhou	heavy	1210	1014	heavy // heavy	重 // 重	tʃʰʊŋ²³ // tsoŋ²²	重 // 重	BeijingDaxue1964, Liu2007	tʃʰ ʊ ŋ ²³
1240	Jinan	heavy	1210	1014	heavy // heavy	重 // 重	tʂuŋ²¹ // ʈʂuŋ³¹	重 // 重	BeijingDaxue1964, Liu2007	tʂ u ŋ ²¹
1472	Meixian	heavy	1210	1014	heavy // heavy	重 // 重	tsʰuŋ⁴⁴ // tsʰuŋ⁵³	重 // 重	BeijingDaxue1964, Liu2007	tsʰ u ŋ ⁴⁴
1704	Nanchang	heavy	1210	1014	heavy // heavy	重 // 重	tsʰuŋ³¹ // tsʰuŋ²¹	重 // 重	BeijingDaxue1964, Liu2007	tsʰ u ŋ ³¹
1936	Suzhou	heavy	1210	1014	heavy // heavy	重 // 重	zoŋ³¹ // zoŋ²³¹	重 // 重	BeijingDaxue1964, Liu2007	z o ŋ ³¹
2168	Wenzhou	heavy	1210	1014	heavy // heavy	重 // 重	dʑyɔ²⁴ // dʑyɔ²⁴	重 // 重	BeijingDaxue1964, Liu2007	dʑ y ɔ ²⁴
2400	Xiamen	heavy	1210	1014	heavy // heavy	重 // 重	taŋ³³ // taŋ²²	重 // 重	BeijingDaxue1964, Liu2007	t a ŋ ³³
81	Beijing	here	136	944	this side, here // here // here // here // here // here	這邊 // 这里 // 这里 // 这里 // 这里 // 這裡	tʂə⁵¹pianr⁰ // ʈʂɤr⁵¹ // ʈʂar⁰ // ʈʂei⁵¹+xar¹ // ʈʂei⁵¹+xər¹ // ʈʂɤ⁵³/⁵¹+li²¹³	這邊 // 这 // 这 // 这下 // 这下 // 这 里	BeijingDaxue1964, Hou2004, Hou2004, Hou2004, Hou2004, Liu2007	tʂ ə ⁵¹ p i a n r ⁰
313	Changsha	here	136	944	this side, here // this side, here // here // here // here	這邊 // 這邊 // 这里 // 这里 // 這裡	ko²⁴piẽ∼³³ // kei²⁴piẽ∼³³ // ko²⁴+li⁰ // ko²⁴+kʰuai⁴¹+tsɿ⁰ // ko²⁴+li⁰	!  邊 // !  邊 // 咯里 // 咯块子 // 咯 裏	BeijingDaxue1964, BeijingDaxue1964, Hou2004, Hou2004, Liu2007	k o ²⁴ p i ẽ ∼ ³³
545	Chengdu	here	136	944	this side, here // here // here // here	這邊 // 这里 // 這裡 // 這裡	tse¹³pian⁴⁴ // tsər⁵⁵ // tsə˞/ə²¹³ // tse²¹³+kə⁵⁵+ti²¹³+fa	這邊 // 这 // 这 // 这 个 地 方	BeijingDaxue1964, Hou2004, Liu2007, Liu2007	ts e ¹³ p i a n ⁴⁴
777	Fuzhou	here	136	944	this side, here // here // here	這邊 // 这里 // 這裡	tsi³¹βeiŋ⁴⁴ // tsi³²/⁴⁴+lɔy²¹² // tsi³⁵/³²+lie³²	只 邊 // 这块 // 只 里	BeijingDaxue1964, Hou2004, Liu2007	ts i ³¹ β e i ŋ ⁴⁴
