ID	DOCULECT	CONCEPT	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	CHINESE_GLOSS_IN_SOURCE	ALT_IPA	ALT_GLOSS	ALT_SOURCE	ALT_CHARS	ALT_CHINESE_GLOSS	IPA	HANZI	SOURCE	TOKENS	COGIDS
548	Chengdu	this	1214	942	this	這個	tse¹³+ko¹³/⁵⁵ / tse²¹³	this / this	Hou2004 / Liu2007	这个 / 这	这个 / 這	tse¹³ko¹³₄₄	這個	BeijingDaxue1964	ts e ¹³ k o ¹³₄₄	280 281
747	Fuzhou	this	1214	942	this	只 只	tsi³²/⁴⁴+jiɛʔ⁰ / tsi³²/²¹+βiʔ⁵ / tsi³² / tsia³²	this / this / this / this	Hou2004 / Hou2004 / Liu2007 / Liu2007	只隻 / 只芘 / 只 / 者	这个 / 这个 / 這 / 這	tsi³¹₄₄zieʔ²³	只 只	BeijingDaxue1964	ts i ³¹₄₄ z i e ʔ ²³	626 418 626
748	Fuzhou	this	1214	942	this	只						tsi³¹βiʔ⁴	只	BeijingDaxue1964	ts i ³¹ β i ʔ ⁴	626
949	Guangzhou	this	1214	942	this	呢個	nei⁵⁵+kɔ³³ / li⁵⁵	this / this	Hou2004 / Liu2007	呢个 / 呢	这个 / 這	ni⁵³kɔ³³	呢個	BeijingDaxue1964	n i ⁵³ k ɔ ³³	733 281
1141	Jinan	this	1214	942	this	這個	ʈʂə²¹/⁵⁴⁴+kə⁰ / ʈʂɤ³¹	this / this	Hou2004 / Liu2007	这个 / 这	这个 / 這	tʂə²¹kə⁰	這個	BeijingDaxue1964	tʂ ə ²¹ k ə ⁰	280 281
1333	Meixian	this	1214	942	this	俚個	e³¹	this	Liu2007	这	這	li³¹kɛ⁴²	俚個	BeijingDaxue1964	l i ³¹ k ɛ ⁴²	858 281
1334	Meixian	this	1214	942	this	!  個						kɛ³¹kɛ⁴²	!  個	BeijingDaxue1964	k ɛ ³¹ k ɛ ⁴²	418 418 281
1527	Nanchang	this	1214	942	this	!  個	ko²¹³+tsɑʔ⁵ / ko²¹³	this / this	Hou2004 / Liu2007	箇只 / 竹 固 -	这个 / 這	kɔ²¹³kɔ⁰	!  個	BeijingDaxue1964	k ɔ ²¹³ k ɔ ⁰	418 418 281
1735	Suzhou	this	1214	942	this	該 個	ᴇ⁵⁵+ʔkəʔ⁰ / kᴇ⁵⁵+ʔkəʔ⁰ / gəʔ³+kəʔ⁰ / ke̞⁴⁴	this / this / this / this	Hou2004 / Hou2004 / Hou2004 / Liu2007	哀个 / 该个 / 搿个 / 该	这个 / 这个 / 这个 / 這	kɛ⁴⁴kɤʔ⁴₂₁	該 個	BeijingDaxue1964	k ɛ ⁴⁴ k ɤ ʔ ⁴₂₁	963 418 281
1736	Suzhou	this	1214	942	this	哀 個						ɛ⁴⁴kɤʔ⁴₂₁	哀 個	BeijingDaxue1964	ɛ ⁴⁴ k ɤ ʔ ⁴₂₁	964 418 281
1737	Suzhou	this	1214	942	this	!  個						gɤʔ²³kɤʔ⁴	!  個	BeijingDaxue1964	g ɤ ʔ ²³ k ɤ ʔ ⁴	418 418 281
1925	Wenzhou	this	1214	942	this	!  個	ki²¹³+kai⁴²/¹² / ki³/⁴¹+kai⁴¹	this / this	Hou2004 / Liu2007	居个 / 该 个	这个 / 這	ki²³kai⁴²	!  個	BeijingDaxue1964	k i ²³ k a i ⁴²	418 418 281
2127	Xiamen	this	1214	942	this	!	tsit³²/⁵+e³⁵ / tsit³²*/³²	this / this	Hou2004 / Liu2007	即个 / 即	这个 / 這	tsit³²₅e²⁴	!	BeijingDaxue1964	ts i t ³²₅ e ²⁴	
167	Beijing	thou [second person singular]	1215	931	you (second person singular)	你	ni²¹⁴	thou	Hou2004	你	你	ni²¹⁴	你	BeijingDaxue1964	n i ²¹⁴	282
358	Changsha	thou [second person singular]	1215	931	you (second person singular)	你 ， ，	ɲi⁴¹	thou	Hou2004	你	你	ȵi⁴¹，li⁴¹，ṇ⁴¹	你 ， ，	BeijingDaxue1964	ȵ i ⁴¹ ， l i ⁴¹ ， ṇ ⁴¹	282 419 420 419 420
549	Chengdu	thou [second person singular]	1215	931	you (second person singular)	你	ɲi⁵³	thou	Hou2004	你	你	ȵi⁵³	你	BeijingDaxue1964	ȵ i ⁵³	282
749	Fuzhou	thou [second person singular]	1215	931	you (second person singular)	汝	ny³² / ny³²+nøyŋ⁵³	thou / thou	Hou2004 / Hou2004	汝 / 汝侬	你 / 你	ny³¹	汝	BeijingDaxue1964	n y ³¹	627
950	Guangzhou	thou [second person singular]	1215	931	you (second person singular)	你	nei²³	thou	Hou2004	你	你	nei²³	你	BeijingDaxue1964	n e i ²³	282
1142	Jinan	thou [second person singular]	1215	931	you (second person singular)	你	ɲi⁵⁵	thou	Hou2004	你	你	ȵi⁵⁵	你	BeijingDaxue1964	ȵ i ⁵⁵	282
1335	Meixian	thou [second person singular]	1215	931	you (second person singular)	你 ，	nn̩∼¹¹	thou	Hou2004	你	你	ȵi¹²，ṇ¹²	你 ，	BeijingDaxue1964	ȵ i ¹² ， ṇ ¹²	282 419 420
1528	Nanchang	thou [second person singular]	1215	931	you (second person singular)	你	nn̩∼²¹³	thou	Hou2004	你	你	li²¹³	你	BeijingDaxue1964	l i ²¹³	282
1738	Suzhou	thou [second person singular]	1215	931	you (second person singular)	耐	nᴇ³¹	thou	Hou2004	倷	你	nɛ³¹	耐	BeijingDaxue1964	n ɛ ³¹	965
1926	Wenzhou	thou [second person singular]	1215	931	you (second person singular)	你	ɲi³⁵	thou	Hou2004	你	你	ȵi²⁴	你	BeijingDaxue1964	ȵ i ²⁴	282
2128	Xiamen	thou [second person singular]	1215	931	you (second person singular)	你	li⁵³	thou	Hou2004	你	你	li⁵¹	你	BeijingDaxue1964	l i ⁵¹	282
9	Beijing	to be alive	1422	1087	live	活	xuo³⁵+tɤ⁰	live(alive)	Liu2007	活 着	活的	xuo³⁵	活	BeijingDaxue1964	x u o ³⁵	14
208	Changsha	to be alive	1422	1087	live	活	xo²⁴+ti⁰	live(alive)	Liu2007	活 的	活的	xo²⁴	活	BeijingDaxue1964	x o ²⁴	14
396	Chengdu	to be alive	1422	1087	live	活	xo⁵⁵/²¹+li⁵⁵	live(alive)	Liu2007	活 着	活的	xo³¹	活	BeijingDaxue1964	x o ³¹	14
586	Fuzhou	to be alive	1422	1087	live	活	uaʔ⁵+ki⁵³	live(alive)	Liu2007	活 其	活的	uaʔ⁴	活	BeijingDaxue1964	u a ʔ ⁴	14
790	Guangzhou	to be alive	1422	1087	live	生	saŋ⁵³+kɛ³³	live(alive)	Liu2007	生 嘅	活的	ʃaŋ⁵³	生	BeijingDaxue1964	ʃ a ŋ ⁵³	665
992	Jinan	to be alive	1422	1087	live	活	xuɤ⁴⁵/⁵³+ti⁰	live(alive)	Liu2007	活 着	活的	xuə⁴²	活	BeijingDaxue1964	x u ə ⁴²	14
1184	Meixian	to be alive	1422	1087	live	生	saŋ³⁵/³³+ŋe⁵³	live(alive)	Liu2007	生 個	活的	saŋ⁴⁴	生	BeijingDaxue1964	s a ŋ ⁴⁴	665
1374	Nanchang	to be alive	1422	1087	live	活	uot²¹*/²¹+ko⁴²	live(alive)	Liu2007	活 個	活的	uɔt⁵	活	BeijingDaxue1964	u ɔ t ⁵	14
1568	Suzhou	to be alive	1422	1087	live	活	ɦuə²³*/²³+kəʔ⁴	live(alive)	Liu2007	活 葛	活的	ɦuɤʔ²³	活	BeijingDaxue1964	ɦ u ɤ ʔ ²³	14
1779	Wenzhou	to be alive	1422	1087	live	活	dʑi³³/²²+gi⁰	live(alive)	Liu2007	健 個	活的	ɦo¹²	活	BeijingDaxue1964	ɦ o ¹²	14
1967	Xiamen	to be alive	1422	1087	live	活	uaʔ³²*/⁵+e⁰	live(alive)	Liu2007	活 的	活的	uaʔ⁵	活	BeijingDaxue1964	u a ʔ ⁵	14
13	Beijing	to bite	1403	1753	bite	咬	iɑu²¹³	bite	Liu2007	咬	咬	iau²¹⁴	咬	BeijingDaxue1964	i a u ²¹⁴	19
211	Changsha	to bite	1403	1753	bite	!	ŋa⁴¹	bite	Liu2007	咬	咬	ŋa⁵⁵	!	BeijingDaxue1964	ŋ a ⁵⁵	
400	Chengdu	to bite	1403	1753	bite	咬	ŋau⁵³	bite	Liu2007	咬	咬	ŋau⁵³	咬	BeijingDaxue1964	ŋ a u ⁵³	19
589	Fuzhou	to bite	1403	1753	bite	咬	ka²⁴²	bite	Liu2007	咬	咬	ka²⁴²	咬	BeijingDaxue1964	k a ²⁴²	19
793	Guangzhou	to bite	1403	1753	bite	咬	ŋau²³	bite	Liu2007	咬	咬	ŋau²³	咬	BeijingDaxue1964	ŋ a u ²³	19
995	Jinan	to bite	1403	1753	bite	咬	iɔ⁴⁵	bite	Liu2007	咬	咬	iɔ⁵⁵	咬	BeijingDaxue1964	i ɔ ⁵⁵	19
1187	Meixian	to bite	1403	1753	bite	咬	ŋat¹	bite	Liu2007	嚙	咬	ŋau⁴⁴	咬	BeijingDaxue1964	ŋ a u ⁴⁴	19
1378	Nanchang	to bite	1403	1753	bite	咬	ŋau²¹³	bite	Liu2007	咬	咬	ŋau²¹³	咬	BeijingDaxue1964	ŋ a u ²¹³	19
1571	Suzhou	to bite	1403	1753	bite	咬	ŋæ²³¹	bite	Liu2007	咬	咬	ŋæ³¹	咬	BeijingDaxue1964	ŋ æ ³¹	19
1782	Wenzhou	to bite	1403	1753	bite	咬	ŋuɔ²⁴²	bite	Liu2007	咬	咬	ŋuɔ²⁴	咬	BeijingDaxue1964	ŋ u ɔ ²⁴	19
1972	Xiamen	to bite	1403	1753	bite	咬	ka²²	bite	Liu2007	咬	咬	ka³³	咬	BeijingDaxue1964	k a ³³	19
15	Beijing	to blow (of wind)	175	1738	blow (of wind)	刮風	kua⁵⁵+fəŋ⁵⁵ / ʈʂʰuei⁵⁵	blow / blow	Hou2004 / Liu2007	刮风 / 吹	刮风 / 吹	kua⁵⁵fəŋ⁵⁵	刮風	BeijingDaxue1964	k u a ⁵⁵ f ə ŋ ⁵⁵	21 22
213	Changsha	to blow (of wind)	175	1738	blow (of wind)	發風	tɕʰi⁴¹+xoŋ³³ / fa²⁴+xoŋ³³ / tɕʰuei³³	blow / blow / blow	Hou2004 / Hou2004 / Liu2007	起风 / 发风 / 吹	刮风 / 刮风 / 吹	fa²⁴xən⁴⁴	發風	BeijingDaxue1964	f a ²⁴ x ə n ⁴⁴	346 22
402	Chengdu	to blow (of wind)	175	1738	blow (of wind)	吹風	kua³¹+foŋ⁵⁵ / tɕʰi⁵³+foŋ⁵⁵ / tsʰuei⁵⁵+foŋ⁵⁵ / tsʰuei⁴⁵	blow / blow / blow / blow	Hou2004 / Hou2004 / Hou2004 / Liu2007	刮风 / 起风 / 吹风 / 吹	刮风 / 刮风 / 刮风 / 吹	tsʰuei⁴⁴foŋ⁴⁴	吹風	BeijingDaxue1964	tsʰ u e i ⁴⁴ f o ŋ ⁴⁴	442 22
591	Fuzhou	to blow (of wind)	175	1738	blow (of wind)	起風	pʰaʔ²⁴/⁴⁴+huŋ⁴⁴ / kʰi³²/²¹+huŋ⁴⁴ / tsʰuoi⁵⁵ / puŋ⁵³	blow / blow / blow / blow	Hou2004 / Hou2004 / Liu2007 / Liu2007	拍风 / 起风 / 吹 / 㖹	刮风 / 刮风 / 吹 / 吹	kʰi³¹uŋ⁴⁴	起風	BeijingDaxue1964	kʰ i ³¹ u ŋ ⁴⁴	505 22
795	Guangzhou	to blow (of wind)	175	1738	blow (of wind)	翻風	fan⁵³+foŋ⁵³ / ta³⁵+foŋ⁵³ / tsʰøy⁵⁵	blow / blow / blow	Hou2004 / Hou2004 / Liu2007	翻风 / 打风 / 吹	刮风 / 刮风 / 吹	fan⁵³fʊŋ⁵³	翻風	BeijingDaxue1964	f a n ⁵³ f ʊ ŋ ⁵³	667 22
796	Guangzhou	to blow (of wind)	175	1738	blow (of wind)	打風						ta³⁵fʊŋ⁵³	打風	BeijingDaxue1964	t a ³⁵ f ʊ ŋ ⁵³	668 22
997	Jinan	to blow (of wind)	175	1738	blow (of wind)	刮風	kua²¹³/²³+fəŋ²¹³ / ʈʂʰuei²¹⁴	blow / blow	Hou2004 / Liu2007	刮风 / 吹	刮风 / 吹	kua²¹³fəŋ²¹²	刮風	BeijingDaxue1964	k u a ²¹³ f ə ŋ ²¹²	21 22
1189	Meixian	to blow (of wind)	175	1738	blow (of wind)	不 風	hi³¹+fuŋ⁴⁴ / pʰaŋ³³	blow / blow	Hou2004 / Liu2007	起风 / 囗	刮风 / 吹	put²¹fuŋ⁴⁴	不 風	BeijingDaxue1964	p u t ²¹ f u ŋ ⁴⁴	803 804 22
1381	Nanchang	to blow (of wind)	175	1738	blow (of wind)	起風	tɕʰi²¹³+fuŋ⁴² / tsʰui⁴²	blow / blow	Hou2004 / Liu2007	起风 / 吹	刮风 / 吹	tɕʰi²¹³fuŋ⁴²	起風	BeijingDaxue1964	tɕʰ i ²¹³ f u ŋ ⁴²	505 22
1573	Suzhou	to blow (of wind)	175	1738	blow (of wind)	吹風	tsʰʮ⁵⁵+foŋ⁵⁵ / tɕʰi⁵¹+foŋ⁵⁵ / tsʰʯ⁴⁴	blow / blow / blow	Hou2004 / Hou2004 / Liu2007	吹风 / 起风 / 吹	刮风 / 刮风 / 吹	tsʰʮ⁴⁴foŋ⁴⁴	吹風	BeijingDaxue1964	tsʰ ʮ ⁴⁴ f o ŋ ⁴⁴	442 22
1574	Suzhou	to blow (of wind)	175	1738	blow (of wind)	刮風						kuaʔ⁴foŋ⁴⁴₃₅	刮風	BeijingDaxue1964	k u a ʔ ⁴ f o ŋ ⁴⁴₃₅	21 22
1784	Wenzhou	to blow (of wind)	175	1738	blow (of wind)	打風	tiɛ³⁵/²¹+hoŋ³³ / jau³⁵/²¹+hoŋ³³ / tsʰɿ⁴⁴	blow / blow / blow	Hou2004 / Hou2004 / Liu2007	打风 / 有风 / 吹	刮风 / 刮风 / 吹	tiɛ⁴⁵hoŋ⁴⁴	打風	BeijingDaxue1964	t i ɛ ⁴⁵ h o ŋ ⁴⁴	668 22
1974	Xiamen	to blow (of wind)	175	1738	blow (of wind)	起風	kʰi⁵³/⁵⁵+hɔŋ⁵⁵ / pun²⁴	blow / blow	Hou2004 / Liu2007	起风 / 㖹	刮风 / 吹	kʰi⁵¹₅₅hɔŋ⁵⁵	起風	BeijingDaxue1964	kʰ i ⁵¹₅₅ h ɔ ŋ ⁵⁵	505 22
16	Beijing	to buy	1869	1516	*buy cloth	買布						mai²¹⁴₂₁pu⁵¹	買布	BeijingDaxue1964	m a i ²¹⁴₂₁ p u ⁵¹	23 24
214	Changsha	to buy	1869	1516	*buy cloth	扯布						tsʰə⁴¹pu⁵⁵	扯布	BeijingDaxue1964	tsʰ ə ⁴¹ p u ⁵⁵	347 24
403	Chengdu	to buy	1869	1516	*buy cloth	扯布						tsʰe⁵³pu¹³	扯布	BeijingDaxue1964	tsʰ e ⁵³ p u ¹³	347 24
592	Fuzhou	to buy	1869	1516	*buy cloth	丈布						touŋ²⁴²₅₂puɔ²¹³	丈布	BeijingDaxue1964	t o u ŋ ²⁴²₅₂ p u ɔ ²¹³	506 24
797	Guangzhou	to buy	1869	1516	*buy cloth	剪布						tʃin³⁵pou³³	剪布	BeijingDaxue1964	tʃ i n ³⁵ p o u ³³	669 24
998	Jinan	to buy	1869	1516	*buy cloth	截布						tɕie⁴²pu²¹	截布	BeijingDaxue1964	tɕ i e ⁴² p u ²¹	767 24
1190	Meixian	to buy	1869	1516	*buy cloth	剪布						tsiɛn³¹pu⁴²	剪布	BeijingDaxue1964	ts i ɛ n ³¹ p u ⁴²	669 24
1382	Nanchang	to buy	1869	1516	*buy cloth	扯布						tsʰa²¹³pu⁵⁵	扯布	BeijingDaxue1964	tsʰ a ²¹³ p u ⁵⁵	347 24
1575	Suzhou	to buy	1869	1516	*buy cloth	剪布						tsiɪ⁴¹pu⁵¹³	剪布	BeijingDaxue1964	ts i ɪ ⁴¹ p u ⁵¹³	669 24
1785	Wenzhou	to buy	1869	1516	*buy cloth	剪布						tɕi⁴⁵pøy⁴²	剪布	BeijingDaxue1964	tɕ i ⁴⁵ p ø y ⁴²	669 24
1975	Xiamen	to buy	1869	1516	*buy cloth	剪布						tsian⁵¹₅₅pɔ¹¹	剪布	BeijingDaxue1964	ts i a n ⁵¹₅₅ p ɔ ¹¹	669 24
17	Beijing	to chew	321	1424	chew	嚼						tɕiau³⁵	嚼	BeijingDaxue1964	tɕ i a u ³⁵	25
215	Changsha	to chew	321	1424	chew	嚼						tɕio²⁴	嚼	BeijingDaxue1964	tɕ i o ²⁴	25
404	Chengdu	to chew	321	1424	chew	嚼						tɕiau³¹	嚼	BeijingDaxue1964	tɕ i a u ³¹	25
593	Fuzhou	to chew	321	1424	chew	嚼						tsuɔʔ⁴	嚼	BeijingDaxue1964	ts u ɔ ʔ ⁴	25
798	Guangzhou	to chew	321	1424	chew	!						tʃiu²²	!	BeijingDaxue1964	tʃ i u ²²	
999	Jinan	to chew	321	1424	chew	嚼						tɕiɔ⁴²	嚼	BeijingDaxue1964	tɕ i ɔ ⁴²	25
1191	Meixian	to chew	321	1424	chew							@tsʰiau⁴²		BeijingDaxue1964	@ tsʰ i a u ⁴²	
1383	Nanchang	to chew	321	1424	chew	嚼						tɕiɔk⁵	嚼	BeijingDaxue1964	tɕ i ɔ k ⁵	25
1576	Suzhou	to chew	321	1424	chew	嚼						ziɒʔ²³	嚼	BeijingDaxue1964	z i ɒ ʔ ²³	25
1786	Wenzhou	to chew	321	1424	chew	嚼						ɦia¹²	嚼	BeijingDaxue1964	ɦ i a ¹²	25
1976	Xiamen	to chew	321	1424	chew	哺						pɔ³³	哺	BeijingDaxue1964	p ɔ ³³	1064
20	Beijing	to cry (weep)	1839	1485	weep, cry	哭						kʰu⁵⁵	哭	BeijingDaxue1964	kʰ u ⁵⁵	30
218	Changsha	to cry (weep)	1839	1485	weep, cry	哭						kʰu²⁴	哭	BeijingDaxue1964	kʰ u ²⁴	30
407	Chengdu	to cry (weep)	1839	1485	weep, cry	哭						kʰu³¹	哭	BeijingDaxue1964	kʰ u ³¹	30
597	Fuzhou	to cry (weep)	1839	1485	weep, cry	啼						tʰie⁵²	啼	BeijingDaxue1964	tʰ i e ⁵²	516
803	Guangzhou	to cry (weep)	1839	1485	weep, cry	哭						hʊk⁵	哭	BeijingDaxue1964	h ʊ k ⁵	30
1002	Jinan	to cry (weep)	1839	1485	weep, cry	哭						kʰu²¹³	哭	BeijingDaxue1964	kʰ u ²¹³	30
1195	Meixian	to cry (weep)	1839	1485	weep, cry	叫						kiau⁴²	叫	BeijingDaxue1964	k i a u ⁴²	807
1387	Nanchang	to cry (weep)	1839	1485	weep, cry	叫						tɕiɛu⁵⁵	叫	BeijingDaxue1964	tɕ i ɛ u ⁵⁵	807
1388	Nanchang	to cry (weep)	1839	1485	weep, cry	哭						kʰuk⁵	哭	BeijingDaxue1964	kʰ u k ⁵	30
1580	Suzhou	to cry (weep)	1839	1485	weep, cry	哭						kʰoʔ⁴	哭	BeijingDaxue1964	kʰ o ʔ ⁴	30
1789	Wenzhou	to cry (weep)	1839	1485	weep, cry	哭						kʰu²³	哭	BeijingDaxue1964	kʰ u ²³	30
1980	Xiamen	to cry (weep)	1839	1485	weep, cry	! □						kʰiau¹¹	! □	BeijingDaxue1964	kʰ i a u ¹¹	1065 0
1981	Xiamen	to cry (weep)	1839	1485	weep, cry	吼						hau⁵¹	吼	BeijingDaxue1964	h a u ⁵¹	1066
27	Beijing	to die	1494	1651	die	死	kɤr²¹⁴/²¹+lə⁴ / sɿ²¹⁴+lə⁴ / sɿ²¹³	die / die / die	Hou2004 / Hou2004 / Liu2007	嗝了 / 死了 / 死	死了 / 死了 / 死	sๅ²¹⁴	死	BeijingDaxue1964	s ๅ ²¹⁴	43
223	Changsha	to die	1494	1651	die	死	sɿ⁴¹+ka⁰+ta⁰ / ko⁵⁵+ka⁰+ta⁰ / kua³³+ka⁰+ta⁰ / tan¹³+ka⁰+ta⁰ / sɿ⁴¹ / kua³³ / tan¹³+sɿ⁵⁵+lan¹³	die / die / die / die / die / die / die	Hou2004 / Hou2004 / Hou2004 / Hou2004 / Liu2007 / Liu2007 / Liu2007	死咖哒 / 过咖哒 / 瓜咖哒 / 弹咖哒 / 死 / 瓜 / 彈 四 郎	死了 / 死了 / 死了 / 死了 / 死 / 死 / 死	sๅ⁴¹	死	BeijingDaxue1964	s ๅ ⁴¹	43
411	Chengdu	to die	1494	1651	die	死	sɿ⁵³+no⁰ / nau⁵³+no⁵³ / tɕʰie¹³+no⁵³ / tɕʰiau⁵⁵+kər⁵³ / sɿ⁵³	die / die / die / die / die	Hou2004 / Hou2004 / Hou2004 / Hou2004 / Liu2007	死了 / 老了 / 去了 / 翘跟 / 死	死了 / 死了 / 死了 / 死了 / 死	sๅ⁵³	死	BeijingDaxue1964	s ๅ ⁵³	43
601	Fuzhou	to die	1494	1651	die	死	si³²+o⁰ / kuo²¹²/⁵³+ɑu²⁴² / si³²	die / die / die	Hou2004 / Hou2004 / Liu2007	死去 / 过后 / 死	死了 / 死了 / 死	si³¹	死	BeijingDaxue1964	s i ³¹	43
602	Fuzhou	to die	1494	1651	die	生						seiŋ⁴⁴	生	BeijingDaxue1964	s e i ŋ ⁴⁴	519
807	Guangzhou	to die	1494	1651	die	死	sei³⁵+tsɔ³⁵ / kwɔ³³+sɐn⁵⁵ / sei³⁵	die / die / die	Hou2004 / Hou2004 / Liu2007	死咗 / 过身 / 死	死了 / 死了 / 死	ʃei³⁵	死	BeijingDaxue1964	ʃ e i ³⁵	43
1008	Jinan	to die	1494	1651	die	死	sɿ⁵⁵/²¹³+lia⁰ / pu²¹³+tsɛ²¹/⁵⁴⁴+lia⁰ / kə²¹/⁵⁴⁴+tɕʰi⁰+lia⁰ / mu⁴²/⁵⁵+lia⁰ / lɔ⁵⁵/²¹³+lia⁰ / sɿ⁴⁵	die / die / die / die / die / die	Hou2004 / Hou2004 / Hou2004 / Hou2004 / Hou2004 / Liu2007	死唡 / 不在唡 / 过去唡 / 殁唡 / 老唡 / 死	死了 / 死了 / 死了 / 死了 / 死了 / 死	sๅ⁵⁵	死	BeijingDaxue1964	s ๅ ⁵⁵	43
1200	Meixian	to die	1494	1651	die	死	si³¹+pʰet¹+le⁰ / sɿ³¹	die / die	Hou2004 / Liu2007	死撇了 / 死	死了 / 死	si³¹	死	BeijingDaxue1964	s i ³¹	43
1392	Nanchang	to die	1494	1651	die	死	sɿ²¹³+pɨʔ⁰⁴+liɛu⁰⁴ / kuo⁴⁵+sɿ⁴⁵ / tɕʰiɛu⁴²+pʰiɛn²¹+tsɿ⁰² / sɿ²¹³	die / die / die / die	Hou2004 / Hou2004 / Hou2004 / Liu2007	死不了 / 过世 / 锹辫子 / 死	死了 / 死了 / 死了 / 死	sๅ²¹³	死	BeijingDaxue1964	s ๅ ²¹³	43
1585	Suzhou	to die	1494	1651	die	死	kəu⁵¹³/⁵⁵+sʮ⁵¹³/³³+tsᴇ⁰ / ɦuɑ³¹/¹³+tə⁰+tsᴇ⁰ / si⁵²	die / die / die	Hou2004 / Hou2004 / Liu2007	过世哉 / 坏脱哉 / 死	死了 / 死了 / 死	si⁴¹	死	BeijingDaxue1964	s i ⁴¹	43
1793	Wenzhou	to die	1494	1651	die	死	sɿ³⁵+ɦuɔ³¹/⁴⁵ / nau³⁵+ɦuɔ³¹/⁴⁵ / ku⁴²/²¹+sei⁴²+ɦuɔ³¹/²¹ / ku⁴²/²¹+pai⁴²+ɦuɔ³¹/²¹ / tsau³⁵/²¹+kʰei⁴²+ɦuɔ³¹/²¹ / sɿ²⁴²	die / die / die / die / die / die	Hou2004 / Hou2004 / Hou2004 / Hou2004 / Hou2004 / Liu2007	死爻 / 冇爻 / 过世爻 / 过背爻 / 走去爻 / 死	死了 / 死了 / 死了 / 死了 / 死了 / 死	sๅ⁴⁵	死	BeijingDaxue1964	s ๅ ⁴⁵	43
1985	Xiamen	to die	1494	1651	die	死	si⁵³+kʰi⁰ / ke²¹/⁵³+sin⁵⁵ / si⁵³	die / die / die	Hou2004 / Hou2004 / Liu2007	死去 / 过身 / 死	死了 / 死了 / 死	si⁵¹	死	BeijingDaxue1964	s i ⁵¹	43
30	Beijing	to drink	1401	1370	drink	喝	xɤ⁵⁵	drink	Liu2007	喝	喝	xə⁵⁵	喝	BeijingDaxue1964	x ə ⁵⁵	47
227	Changsha	to drink	1401	1370	drink	吃	tɕʰia²⁴ / xo²⁴	drink / drink	Liu2007 / Liu2007	喫 / 喝	喝 / 喝	tɕʰia²⁴	吃	BeijingDaxue1964	tɕʰ i a ²⁴	358
415	Chengdu	to drink	1401	1370	drink	吃	xo⁴⁵	drink	Liu2007	喝	喝	tsʰๅ³¹	吃	BeijingDaxue1964	tsʰ ๅ ³¹	358
416	Chengdu	to drink	1401	1370	drink	喝						xo⁴⁴	喝	BeijingDaxue1964	x o ⁴⁴	47
606	Fuzhou	to drink	1401	1370	drink	啜	tsʰuoʔ²⁴* / siøʔ⁵	drink / drink	Liu2007 / Liu2007	啜 / 食	喝 / 喝	tsʰuɔʔ²³	啜	BeijingDaxue1964	tsʰ u ɔ ʔ ²³	525
607	Fuzhou	to drink	1401	1370	drink	食						sieʔ⁴	食	BeijingDaxue1964	s i e ʔ ⁴	526
811	Guangzhou	to drink	1401	1370	drink	飲	iɐm³⁵	drink	Liu2007	飲	喝	jɐm³⁵	飲	BeijingDaxue1964	j ɐ m ³⁵	674
1011	Jinan	to drink	1401	1370	drink	喝	xɤ²¹⁴	drink	Liu2007	喝	喝	xə²¹³	喝	BeijingDaxue1964	x ə ²¹³	47
1204	Meixian	to drink	1401	1370	drink	食	sət⁵	drink	Liu2007	食	喝	sət⁴	食	BeijingDaxue1964	s ə t ⁴	526
1395	Nanchang	to drink	1401	1370	drink	吃	hot²	drink	Liu2007	喝	喝	tɕʰiak⁵	吃	BeijingDaxue1964	tɕʰ i a k ⁵	358
1588	Suzhou	to drink	1401	1370	drink	吃	tɕʰiəʔ⁴ / haʔ⁴	drink / drink	Liu2007 / Liu2007	喫 / 呷	喝 / 喝	tɕʰiɪʔ⁴	吃	BeijingDaxue1964	tɕʰ i ɪ ʔ ⁴	358
1796	Wenzhou	to drink	1401	1370	drink		ha⁴¹	drink	Liu2007	喝	喝	tsʰๅ²³		BeijingDaxue1964	tsʰ ๅ ²³	
1797	Wenzhou	to drink	1401	1370	drink	喝						ha²³	喝	BeijingDaxue1964	h a ²³	47
1990	Xiamen	to drink	1401	1370	drink	啉	lim⁵⁵	drink	Liu2007	啉	喝	lim⁵⁵	啉	BeijingDaxue1964	l i m ⁵⁵	1075
37	Beijing	to eat	1336	1198	eat	吃	ʈʂʰʅ⁵⁵	eat	Liu2007	吃	吃	tʂʰʅ⁵⁵	吃	BeijingDaxue1964	tʂʰ ʅ ⁵⁵	59
234	Changsha	to eat	1336	1198	eat	吃	tɕʰia²⁴	eat	Liu2007	喫	吃	tɕʰia²⁴	吃	BeijingDaxue1964	tɕʰ i a ²⁴	59
423	Chengdu	to eat	1336	1198	eat	吃	tsʰɿ²¹	eat	Liu2007	吃	吃	tsʰๅ³¹	吃	BeijingDaxue1964	tsʰ ๅ ³¹	59
618	Fuzhou	to eat	1336	1198	eat	食	sieʔ⁵	eat	Liu2007	食	吃	sieʔ⁴	食	BeijingDaxue1964	s i e ʔ ⁴	538
818	Guangzhou	to eat	1336	1198	eat	食	sek²	eat	Liu2007	食	吃	ʃɪk²	食	BeijingDaxue1964	ʃ ɪ k ²	538
819	Guangzhou	to eat	1336	1198	eat	吃						jak³³	吃	BeijingDaxue1964	j a k ³³	59
