# Wordlist

# META
@tree:(((((Beijing,Shenyang),Jinan),Xian),((((Changsha,Nanchang),((((((Chaozhou,Xiamen),Fuzhou),Meixian),(Guangzhou,Yangjiang)),Wenzhou),Suzhou)),(Hefei,Yangzhou)),Kunming)),Chengdu);

# DATA
ID	DOCULECT	CONCEPT	HANZI	ENTRY_IN_SOURCE	BEIDA_ID	IPA	TOKENS	NOTE	GLOSS_IN_SOURCE	COGID	ALIGNMENT
12633	Hefei	right	右手	iɯ⁵³ʂɯ²⁴	393	iɯ⁵³ʂɯ²⁴	i ɯ ⁵³ ʂ ɯ ²⁴		right hand, right side	240	- i ɯ ⁵³ ʂ - ɯ ²⁴
12634	Yangzhou	right	右手	iɤɯ⁵⁵sɤɯ⁴²	393	iɤɯ⁵⁵sɤɯ⁴²	i ɤ ɯ ⁵⁵ s ɤ ɯ ⁴²		right hand, right side	240	i ɤ ɯ ⁵⁵ s ɤ ɯ ⁴²
12635	Yangzhou	right	順手	[2] suəŋ⁵⁵sɤɯ⁴²	393	suəŋ⁵⁵sɤɯ⁴²	s u ə ŋ ⁵⁵ s ɤ ɯ ⁴²	[2]	right hand, right side	1063	s u ə ŋ ⁵⁵ s ɤ ɯ ⁴²
12636	Suzhou	right	順手	zən³¹₂₂sʏ⁴¹₄₄	393	zən³¹₂₂sʏ⁴¹₄₄	z ə n ³¹₂₂ s ʏ ⁴¹₄₄		right hand, right side	1063	z ə - n ³¹₂₂ s - ʏ ⁴¹₄₄
12638	Wenzhou	right	順手	ɦyoŋ¹¹ɕiu⁴⁵	393	ɦyoŋ¹¹ɕiu⁴⁵	ɦ y o ŋ ¹¹ ɕ i u ⁴⁵		right hand, right side	1063	ɦ y o ŋ ¹¹ ɕ i u ⁴⁵
12639	Changsha	right	右手	iəu²¹səu⁴¹	393	iəu²¹səu⁴¹	i ə u ²¹ s ə u ⁴¹		right hand, right side	240	i ə u ²¹ s ə u ⁴¹
12640	Nanchang	right	右手	iu³¹səu²¹³	393	iu³¹səu²¹³	i u ³¹ s ə u ²¹³		right hand, right side	240	- i u ³¹ s ə u ²¹³
12641	Meixian	right	右手	jiu⁴²su³¹	393	jiu⁴²su³¹	j i u ⁴² s u ³¹		right hand, right side	240	j i u ⁴² s - u ³¹
12642	Guangzhou	right	右手	jɐu²²ʃɐu³⁵	393	jɐu²²ʃɐu³⁵	j ɐ u ²² ʃ ɐ u ³⁵		right hand, right side	240	j ɐ u ²² ʃ ɐ u ³⁵
12643	Yangjiang	right	右手	jɐu⁴⁵⁴ʃɐu²¹	393	jɐu⁴⁵⁴ʃɐu²¹	j ɐ u ⁴⁵⁴ ʃ ɐ u ²¹		right hand, right side	240	j ɐ u ⁴⁵⁴ ʃ ɐ u ²¹
12644	Xiamen	right	正手	tsĩã¹¹₅₁tsʰiu⁵¹	393	tsĩã¹¹₅₁tsʰiu⁵¹	ts ĩ ã ∼ ¹¹₅₁ tsʰ i u ⁵¹		right hand, right side	594	ts ĩ ã ∼ ¹¹₅₁ tsʰ i u ⁵¹
12645	Chaozhou	right	正手	tsĩã²¹³₅₃tsʰiu⁵³₂₁	393	tsĩã²¹³₅₃tsʰiu⁵³₂₁	ts ĩ ã ∼ ²¹³₅₃ tsʰ i u ⁵³₂₁		right hand, right side	594	ts ĩ ã ∼ ²¹³₅₃ tsʰ i u ⁵³₂₁
12646	Fuzhou	right	大邊手	tuai²⁴²₃₁βeiŋ⁴⁴₅₂(p-)ȵiu³¹(tsʰ-)	393	tuai²⁴²₃₁βeiŋ⁴⁴₅₂ȵiu³¹	t u a i ²⁴²₃₁ β e i ŋ ⁴⁴₅₂ ȵ i u ³¹		right hand, right side	326	t u a i ²⁴²₃₁ β e i ŋ ⁴⁴₅₂ ȵ i u ³¹
#
26765	Beijing	round	園	yan³⁵	709	yan³⁵	y a n ³⁵		circular, round	293	y a n ³⁵
26766	Jinan	round	園	yæ̃⁴²	709	yæ̃⁴²	y æ̃ ∼ ⁴²		circular, round	293	y æ̃ ∼ ⁴²
26767	Shenyang	round	園	yan³⁵	709	yan³⁵	y a n ³⁵		circular, round	293	y a n ³⁵
26768	Xian	round	園	yæ̃²⁴	709	yæ̃²⁴	y æ̃ ∼ ²⁴		circular, round	293	y æ̃ ∼ ²⁴
26769	Chengdu	round	園	yan³¹	709	yan³¹	y a n ³¹		circular, round	293	y a n ³¹
26770	Kunming	round	園	iɛ³¹	709	iɛ³¹	i ɛ ³¹		circular, round	293	- i ɛ ³¹
26771	Hefei	round	園	yĩ⁵⁵	709	yĩ⁵⁵	y ĩ ∼ ⁵⁵		circular, round	293	y ĩ ∼ ⁵⁵
26772	Yangzhou	round	園	yĩ³⁴	709	yĩ³⁴	y ĩ ∼ ³⁴		circular, round	293	y ĩ ∼ ³⁴
26773	Suzhou	round	園	iø²⁴	709	iø²⁴	i ø ²⁴		circular, round	293	- i ø ²⁴
26774	Wenzhou	round	園	ɦy³¹	709	ɦy³¹	ɦ y ³¹		circular, round	293	ɦ y - ³¹
26775	Changsha	round	園	yẽ¹³	709	yẽ¹³	y ẽ ∼ ¹³		circular, round	293	y ẽ ∼ ¹³
26776	Nanchang	round	園	yɔn⁵⁵	709	yɔn⁵⁵	y ɔ n ⁵⁵		circular, round	293	y ɔ n ⁵⁵
26777	Meixian	round	園	jan¹²	709	jan¹²	j a n ¹²		circular, round	293	j a n ¹²
26778	Guangzhou	round	園	jyn²¹	709	jyn²¹	j y n ²¹		circular, round	293	j y n ²¹
26779	Yangjiang	round	園	jin⁴⁴³	709	jin⁴⁴³	j i n ⁴⁴³		circular, round	293	j i n ⁴⁴³
26780	Xiamen	round	園	ĩ²⁴	709	ĩ²⁴	ĩ ∼ ²⁴		circular, round	293	- ĩ ∼ ²⁴
26781	Chaozhou	round	園	ĩ⁵⁵	709	ĩ⁵⁵	ĩ ∼ ⁵⁵		circular, round	293	- ĩ ∼ ⁵⁵
26782	Fuzhou	round	園	ieŋ⁵²	709	ieŋ⁵²	i e ŋ ⁵²		circular, round	293	i e ŋ ⁵²
#
20485	Beijing	run	跑	pʰau²¹⁴	568	pʰau²¹⁴	pʰ a u ²¹⁴		run	957	pʰ a u ²¹⁴
20486	Jinan	run	跑	pʰɔ⁵⁵	568	pʰɔ⁵⁵	pʰ ɔ ⁵⁵		run	957	pʰ ɔ - ⁵⁵
20487	Shenyang	run	跑	pʰau²¹³	568	pʰau²¹³	pʰ a u ²¹³		run	957	pʰ a u ²¹³
20488	Xian	run	跑	pʰɑu²⁴	568	pʰɑu²⁴	pʰ ɑ u ²⁴		run	957	pʰ ɑ u ²⁴
20489	Chengdu	run	跑	pʰau⁵³	568	pʰau⁵³	pʰ a u ⁵³		run	957	pʰ a u ⁵³
20490	Kunming	run	跑	pʰau⁵³	568	pʰau⁵³	pʰ a u ⁵³		run	957	pʰ a u ⁵³
20491	Hefei	run	跑	pʰɔ⁵⁵	568	pʰɔ⁵⁵	pʰ ɔ ⁵⁵		run	957	pʰ ɔ - ⁵⁵
20492	Yangzhou	run	跑	pʰɔ⁴²	568	pʰɔ⁴²	pʰ ɔ ⁴²		run	957	pʰ ɔ - ⁴²
20493	Yangzhou	run	奔	[2] pəŋ³¹	568	pəŋ³¹	p ə ŋ ³¹	[2]	run	337	p ə ŋ ³¹
20494	Suzhou	run	跑	bæ²⁴	568	bæ²⁴	b æ ²⁴		run	957	b æ - ²⁴
20495	Suzhou	run	奔	[2] pən⁴⁴	568	pən⁴⁴	p ə n ⁴⁴	[2]	run	337	p ə n ⁴⁴
20496	Wenzhou	run	石	*zei¹²	568	zei¹²	z e i ¹²	[*]	run	727	z e i ¹²
20497	Changsha	run	跑	pʰau⁴¹	568	pʰau⁴¹	pʰ a u ⁴¹		run	957	pʰ a u ⁴¹
20498	Nanchang	run	跑	pʰau²¹³	568	pʰau²¹³	pʰ a u ²¹³		run	957	pʰ a u ²¹³
20499	Meixian	run	走	tsɛu³¹	568	tsɛu³¹	ts ɛ u ³¹		run	953	ts ɛ u ³¹
20500	Guangzhou	run	走	tʃɐu³⁵	568	tʃɐu³⁵	tʃ ɐ u ³⁵		run	953	tʃ ɐ u ³⁵
20501	Yangjiang	run	走	tʃɐu²¹	568	tʃɐu²¹	tʃ ɐ u ²¹		run	953	tʃ ɐ u ²¹
20502	Xiamen	run	走	tsau⁵¹	568	tsau⁵¹	ts a u ⁵¹		run	953	ts a u ⁵¹
20503	Chaozhou	run	走	tsau⁵³	568	tsau⁵³	ts a u ⁵³		run	953	ts a u ⁵³
20504	Fuzhou	run	躃	pie²¹³	568	pie²¹³	p i e ²¹³		run	962	p i e ²¹³
#
29278	Hefei	salty	鹹	ɕiĩ⁵⁵	766	ɕiĩ⁵⁵	ɕ i ĩ ∼ ⁵⁵		salty	1103	ɕ i ĩ ∼ ⁵⁵
29282	Changsha	salty	鹹	xan¹³	766	xan¹³	x a n ¹³		salty	1103	x a - n ¹³
29286	Yangjiang	salty	鹹	ham⁴⁴³	766	ham⁴⁴³	h a m ⁴⁴³		salty	1103	h a - m ⁴⁴³
29287	Xiamen	salty	鹹	kiam²⁴	766	kiam²⁴	k i a m ²⁴		salty	1103	k i a m ²⁴
29271	Beijing	salty	鹹	ɕian³⁵	766	ɕian³⁵	ɕ i a n ³⁵		salty	1103	ɕ i a n ³⁵
29272	Beijing	salty	! □重	[2] kʰou²¹⁴₂₁tʂuŋ⁵¹	766	kʰou²¹⁴₂₁tʂuŋ⁵¹	kʰ o u ²¹⁴₂₁ tʂ u ŋ ⁵¹	[2]	salty	32	kʰ o u ²¹⁴₂₁ tʂ u ŋ ⁵¹
29273	Jinan	salty	鹹	ɕiæ̃⁴²	766	ɕiæ̃⁴²	ɕ i æ̃ ∼ ⁴²		salty	1103	ɕ i æ̃ ∼ ⁴²
29274	Shenyang	salty	鹹	ɕian³⁵	766	ɕian³⁵	ɕ i a n ³⁵		salty	1103	ɕ i a n ³⁵
29275	Xian	salty	鹹	xæ̃²⁴	766	xæ̃²⁴	x æ̃ ∼ ²⁴		salty	1103	x æ̃ - ∼ ²⁴
29276	Chengdu	salty	鹹	xan³¹	766	xan³¹	x a n ³¹		salty	1103	x a - n ³¹
29277	Kunming	salty	鹹	ɕiɛ³¹	766	ɕiɛ³¹	ɕ i ɛ ³¹		salty	1103	ɕ i ɛ - ³¹
29279	Yangzhou	salty	鹹	xɛ̃³⁴	766	xɛ̃³⁴	x ɛ̃ ∼ ³⁴		salty	1103	x ɛ̃ - ∼ ³⁴
29280	Suzhou	salty	鹹	ɦɛ²⁴	766	ɦɛ²⁴	ɦ ɛ ²⁴		salty	1103	ɦ ɛ - - ²⁴
29281	Wenzhou	salty	鹹	ɦa³¹	766	ɦa³¹	ɦ a ³¹		salty	1103	ɦ a - - ³¹
29283	Nanchang	salty	鹹	han²⁴	766	han²⁴	h a n ²⁴		salty	1103	h a - n ²⁴
29284	Meixian	salty	鹹	ham¹²	766	ham¹²	h a m ¹²		salty	1103	h a - m ¹²
29285	Guangzhou	salty	鹹	ham²¹	766	ham²¹	h a m ²¹		salty	1103	h a - m ²¹
29288	Chaozhou	salty	鹹	kiəm⁵⁵	766	kiəm⁵⁵	k i ə m ⁵⁵		salty	1103	k i ə m ⁵⁵
29289	Fuzhou	salty	鹹	keiŋ⁵²	766	keiŋ⁵²	k e i ŋ ⁵²		salty	1103	k e i ŋ ⁵²
#
28361	Beijing	sharp	快	kʰuai⁵¹	746	kʰuai⁵¹	kʰ u a i ⁵¹		sharp (knife)	443	kʰ u a i ⁵¹
28362	Jinan	sharp	快	kʰuɛ²¹	746	kʰuɛ²¹	kʰ u ɛ ²¹		sharp (knife)	443	kʰ u - ɛ ²¹
28363	Shenyang	sharp	快	kʰuai⁴¹	746	kʰuai⁴¹	kʰ u a i ⁴¹		sharp (knife)	443	kʰ u a i ⁴¹
28364	Xian	sharp	快	kʰuæ⁴⁵	746	kʰuæ⁴⁵	kʰ u æ ⁴⁵		sharp (knife)	443	kʰ u - æ ⁴⁵
28365	Chengdu	sharp	快	kʰuai¹³	746	kʰuai¹³	kʰ u a i ¹³		sharp (knife)	443	kʰ u a i ¹³
28366	Kunming	sharp	快	kʰuɛ¹³	746	kʰuɛ¹³	kʰ u ɛ ¹³		sharp (knife)	443	kʰ u - ɛ ¹³
28367	Hefei	sharp	利	nๅ⁵³	746	nๅ⁵³	n ๅ ⁵³		sharp (knife)	217	n ๅ - ⁵³
28368	Yangzhou	sharp	快	kʰuɛ⁵⁵	746	kʰuɛ⁵⁵	kʰ u ɛ ⁵⁵		sharp (knife)	443	kʰ u - ɛ ⁵⁵
28369	Suzhou	sharp	快	kʰuɒ⁵¹³	746	kʰuɒ⁵¹³	kʰ u ɒ ⁵¹³		sharp (knife)	443	kʰ u - ɒ ⁵¹³
28370	Wenzhou	sharp	快	kʰa⁴²	746	kʰa⁴²	kʰ a ⁴²		sharp (knife)	443	kʰ a - - ⁴²
28371	Changsha	sharp	快	kʰuai⁵⁵	746	kʰuai⁵⁵	kʰ u a i ⁵⁵		sharp (knife)	443	kʰ u a i ⁵⁵
28372	Nanchang	sharp	快	kʰuai²¹³	746	kʰuai²¹³	kʰ u a i ²¹³		sharp (knife)	443	kʰ u a i ²¹³
28373	Meixian	sharp	利	li⁴²	746	li⁴²	l i ⁴²		sharp (knife)	217	l i - ⁴²
28374	Guangzhou	sharp	利	lei²²	746	lei²²	l e i ²²		sharp (knife)	217	l e i ²²
28375	Yangjiang	sharp	利	lei⁴⁵⁴	746	lei⁴⁵⁴	l e i ⁴⁵⁴		sharp (knife)	217	l e i ⁴⁵⁴
28376	Xiamen	sharp	利	lai³³	746	lai³³	l a i ³³		sharp (knife)	217	l a i ³³
28377	Chaozhou	sharp	利	lai¹¹	746	lai¹¹	l a i ¹¹		sharp (knife)	217	l a i ¹¹
28378	Fuzhou	sharp	利	lei²⁴²	746	lei²⁴²	l e i ²⁴²		sharp (knife)	217	l e i ²⁴²
#
26168	Beijing	short	矬	[2] tsʰuo³⁵	695	tsʰuo³⁵	tsʰ u o ³⁵	[2]	short	725	tsʰ u o ³⁵
26170	Shenyang	short	矮	ai²¹³	695	ai²¹³	a i ²¹³		short	726	- a i ²¹³
26174	Hefei	short	矮	ʐɛ²⁴	695	ʐɛ²⁴	ʐ ɛ ²⁴		short	726	ʐ ɛ - ²⁴
26175	Yangzhou	short	矮	iɛ⁴²	695	iɛ⁴²	i ɛ ⁴²		short	726	- i ɛ ⁴²
26167	Beijing	short	矮	ai²¹⁴	695	ai²¹⁴	a i ²¹⁴		short	726	- a i ²¹⁴
26169	Jinan	short	矮	iɛ⁵⁵	695	iɛ⁵⁵	i ɛ ⁵⁵		short	726	- i ɛ ⁵⁵
26172	Chengdu	short	矮	ŋai⁵³	695	ŋai⁵³	ŋ a i ⁵³		short	726	ŋ a i ⁵³
26176	Suzhou	short	矮	ɒ⁴¹	695	ɒ⁴¹	ɒ ⁴¹		short	726	- ɒ - ⁴¹
26178	Changsha	short	矮	ŋai⁴¹	695	ŋai⁴¹	ŋ a i ⁴¹		short	726	ŋ a i ⁴¹
26179	Nanchang	short	矮	ŋai²¹³	695	ŋai²¹³	ŋ a i ²¹³		short	726	ŋ a i ²¹³
26180	Meixian	short	矮	ai³¹	695	ai³¹	a i ³¹		short	726	- a i ³¹
26181	Guangzhou	short	矮	ai³⁵,ɐi³⁵	695	ai³⁵	a i ³⁵		short	726	- a i ³⁵
26182	Yangjiang	short	矮	ai²¹	695	ai²¹	a i ²¹		short	726	- a i ²¹
26183	Xiamen	short	矮	ue⁵¹	695	ue⁵¹	u e ⁵¹		short	726	- u e ⁵¹
26184	Chaozhou	short	矮	oi⁵³	695	oi⁵³	o i ⁵³		short	726	- o i ⁵³
26185	Fuzhou	short	矮	ɛ³¹	695	ɛ³¹	ɛ ³¹		short	726	- ɛ - ³¹
26177	Wenzhou	short	矮	a⁴⁵	695	a⁴⁵	a ⁴⁵		short	726	- a - ⁴⁵
26171	Xian	short	矮	ŋæ⁵³	695	ŋæ⁵³	ŋ æ ⁵³		short	726	ŋ æ - ⁵³
26173	Kunming	short	矮	ɛ⁵³	695	ɛ⁵³	ɛ ⁵³		short	726	- ɛ - ⁵³
#
31195	Beijing	shy	害臊	xai⁵¹sau⁵¹	805	xai⁵¹sau⁵¹	x a i ⁵¹ s a u ⁵¹		shy	381	x a i ⁵¹ s a u ⁵¹
31196	Jinan	shy	害臊	xɛ²¹so²¹	805	xɛ²¹so²¹	x ɛ ²¹ s o ²¹		shy	381	x ɛ - ²¹ s - o ²¹
31197	Shenyang	shy	害臊	xai³⁵sau⁴¹	805	xai³⁵sau⁴¹	x a i ³⁵ s a u ⁴¹		shy	381	x a i ³⁵ s a u ⁴¹
31198	Xian	shy	害羞	xæ⁴⁵ɕiou²¹	805	xæ⁴⁵ɕiou²¹	x æ ⁴⁵ ɕ i o u ²¹		shy	380	x æ ⁴⁵ ɕ i o u ²¹
31199	Chengdu	shy	怕羞	pʰa¹³ɕiəu⁴⁴	805	pʰa¹³ɕiəu⁴⁴	pʰ a ¹³ ɕ i ə u ⁴⁴		shy	445	pʰ a ¹³ ɕ i ə u ⁴⁴
31200	Kunming	shy	怕磣	pʰa¹³tsʰə̃⁵³	805	pʰa¹³tsʰə̃⁵³	pʰ a ¹³ tsʰ ə̃ ∼ ⁵³		shy	444	pʰ a ¹³ tsʰ ə̃ ∼ ⁵³
31201	Hefei	shy	怕醜	pʰa⁵³tʂʰɯ²⁴	805	pʰa⁵³tʂʰɯ²⁴	pʰ a ⁵³ tʂʰ ɯ ²⁴		shy	446	pʰ a ⁵³ tʂʰ - ɯ ²⁴
31202	Yangzhou	shy	怕醜	pʰa⁵⁵tsʰɤɯ⁴²	805	pʰa⁵⁵tsʰɤɯ⁴²	pʰ a ⁵⁵ tsʰ ɤ ɯ ⁴²		shy	446	pʰ a ⁵⁵ tsʰ ɤ ɯ ⁴²
31203	Yangzhou	shy	難為情	[2] lɛ̃³⁴uəi³⁴tɕʰiŋ³⁴	805	lɛ̃³⁴uəi³⁴tɕʰiŋ³⁴	l ɛ̃ ∼ ³⁴ u ə i ³⁴ tɕʰ i ŋ ³⁴	[2]	shy	1036	l ɛ̃ ∼ ³⁴ - u ə i ³⁴ tɕʰ i ŋ ³⁴
31204	Suzhou	shy	難為情	nɛ²⁴₂₂ɦuɛ²⁴₃₃zin²⁴₂₁	805	nɛ²⁴₂₂ɦuɛ²⁴₃₃zin²⁴₂₁	n ɛ ²⁴₂₂ ɦ u ɛ ²⁴₃₃ z i n ²⁴₂₁		shy	1036	n ɛ - ²⁴₂₂ ɦ u ɛ - ²⁴₃₃ z i n ²⁴₂₁
31205	Wenzhou	shy	底能 精	**tei⁴⁵naŋ³¹tsəŋ⁴⁴	805	tei⁴⁵naŋ³¹tsəŋ⁴⁴	t e i ⁴⁵ n a ŋ ³¹ ts ə ŋ ⁴⁴	[*]	shy	429	t e i ⁴⁵ n a ŋ ³¹ ts ə ŋ ⁴⁴
31206	Changsha	shy	怕醜	pʰa⁵⁵tsʰəu⁴¹	805	pʰa⁵⁵tsʰəu⁴¹	pʰ a ⁵⁵ tsʰ ə u ⁴¹		shy	446	pʰ a ⁵⁵ tsʰ ə u ⁴¹
31207	Nanchang	shy	怕羞	pʰa²¹³ɕiu⁴²	805	pʰa²¹³ɕiu⁴²	pʰ a ²¹³ ɕ i u ⁴²		shy	445	pʰ a ²¹³ ɕ i - u ⁴²
31208	Meixian	shy	怕羞	pʰa⁴²siu⁴⁴	805	pʰa⁴²siu⁴⁴	pʰ a ⁴² s i u ⁴⁴		shy	445	pʰ a ⁴² s i - u ⁴⁴
31209	Guangzhou	shy	怕醜	pʰa³³tʃʰɐu³⁵	805	pʰa³³tʃʰɐu³⁵	pʰ a ³³ tʃʰ ɐ u ³⁵		shy	446	pʰ a ³³ tʃʰ ɐ u ³⁵
31210	Yangjiang	shy	怕醜	pʰa²⁴tʃʰɐu²¹	805	pʰa²⁴tʃʰɐu²¹	pʰ a ²⁴ tʃʰ ɐ u ²¹		shy	446	pʰ a ²⁴ tʃʰ ɐ u ²¹
31211	Xiamen	shy	無訝	bo²⁴₃₃ge³³	805	bo²⁴₃₃ge³³	b o ²⁴₃₃ g e ³³		shy	639	b o ²⁴₃₃ g e ³³
31212	Xiamen	shy	!  勢	[2] pʰãĩ⁵¹₅₅se¹¹	805	pʰãĩ⁵¹₅₅se¹¹	pʰ ã ĩ ∼ ⁵¹₅₅ s e ¹¹	[2]	shy	9	pʰ ã ĩ ∼ ⁵¹₅₅ s e ¹¹
31213	Chaozhou	shy	小 禮	**siəu⁵³₂₄li⁵³₂₁	805	siəu⁵³₂₄li⁵³₂₁	s i ə u ⁵³₂₄ l i ⁵³₂₁	[*]	shy	389	s i ə u ⁵³₂₄ l i ⁵³₂₁
31214	Fuzhou	shy	!	siu²¹³₅₂lɛ³¹	805	siu²¹³₅₂lɛ³¹	s i u ²¹³₅₂ l ɛ ³¹		shy	2	s - i u - ²¹³₅₂ - - l ɛ - ³¹
#
26047	Beijing	small	小	ɕiau²¹⁴	692	ɕiau²¹⁴	ɕ i a u ²¹⁴		small	388	ɕ i a u ²¹⁴
26051	Chengdu	small	小	ɕiau⁵³	692	ɕiau⁵³	ɕ i a u ⁵³		small	388	ɕ i a u ⁵³
26052	Kunming	small	小	ɕiau⁵³	692	ɕiau⁵³	ɕ i a u ⁵³		small	388	ɕ i a u ⁵³
26053	Hefei	small	小	ɕiɔ²⁴	692	ɕiɔ²⁴	ɕ i ɔ ²⁴		small	388	ɕ i - ɔ ²⁴
26054	Yangzhou	small	小	ɕiɔ⁴²	692	ɕiɔ⁴²	ɕ i ɔ ⁴²		small	388	ɕ i - ɔ ⁴²
26055	Suzhou	small	小	siæ⁴¹	692	siæ⁴¹	s i æ ⁴¹		small	388	s i - æ ⁴¹
26056	Wenzhou	small	小	sai⁴⁵	692	sai⁴⁵	s a i ⁴⁵		small	388	s a - i ⁴⁵
26057	Changsha	small	細	ɕi⁵⁵	692	ɕi⁵⁵	ɕ i ⁵⁵		small	762	ɕ i - ⁵⁵
26058	Changsha	small	小	[2] ɕiau⁵⁵	692	ɕiau⁵⁵	ɕ i a u ⁵⁵	[2]	small	388	ɕ i a u ⁵⁵
26059	Nanchang	small	細	ɕi⁵⁵	692	ɕi⁵⁵	ɕ i ⁵⁵		small	762	ɕ i - ⁵⁵
26060	Nanchang	small	小	[2] ɕiɛu²¹³	692	ɕiɛu²¹³	ɕ i ɛ u ²¹³	[2]	small	388	ɕ i ɛ u ²¹³
26061	Meixian	small	細	sɛ⁴²	692	sɛ⁴²	s ɛ ⁴²		small	762	s ɛ - ⁴²
26062	Guangzhou	small	細	ʃɐi³³	692	ʃɐi³³	ʃ ɐ i ³³		small	762	ʃ ɐ i ³³
26063	Yangjiang	small	細	ɬɐi²⁴	692	ɬɐi²⁴	ɬ ɐ i ²⁴		small	762	ɬ ɐ i ²⁴
26064	Xiamen	small	細	sue¹¹	692	sue¹¹	s u e ¹¹		small	762	s u e ¹¹
26065	Chaozhou	small	細	soi²¹³	692	soi²¹³	s o i ²¹³		small	762	s o i ²¹³
26066	Fuzhou	small	嫩	nauŋ²⁴²	692	nauŋ²⁴²	n a u ŋ ²⁴²		small	373	n a u ŋ ²⁴²
26067	Fuzhou	small	細	[2] sɛ²¹³	692	sɛ²¹³	s ɛ ²¹³	[2]	small	762	s ɛ - ²¹³
26048	Jinan	small	小	ɕiɔ⁵⁵	692	ɕiɔ⁵⁵	ɕ i ɔ ⁵⁵		small	388	ɕ i - ɔ ⁵⁵
26049	Shenyang	small	小	ɕiau²¹³	692	ɕiau²¹³	ɕ i a u ²¹³		small	388	ɕ i a u ²¹³
26050	Xian	small	小	ɕiɑu⁵³	692	ɕiɑu⁵³	ɕ i ɑ u ⁵³		small	388	ɕ i ɑ u ⁵³
#
27721	Beijing	soft	軟	ʐuan²¹⁴	731	ʐuan²¹⁴	ʐ u a n ²¹⁴		soft, flexible	965	ʐ u a n ²¹⁴
27722	Jinan	soft	軟	luæ̃⁵⁵	731	luæ̃⁵⁵	l u æ̃ ∼ ⁵⁵		soft, flexible	965	l u æ̃ ∼ ⁵⁵
27723	Shenyang	soft	軟	yan²¹³	731	yan²¹³	y a n ²¹³		soft, flexible	965	- y a n ²¹³
27724	Xian	soft	軟	væ̃⁵³	731	væ̃⁵³	v æ̃ ∼ ⁵³		soft, flexible	965	v æ̃ - ∼ ⁵³
27725	Chengdu	soft	軟	zuan⁵³	731	zuan⁵³	z u a n ⁵³		soft, flexible	965	z u a n ⁵³
27726	Chengdu	soft		[2] pʰa⁴⁴	731	pʰa⁴⁴	pʰ a ⁴⁴	[2]	soft, flexible	1	- - - - - - pʰ - a - ⁴⁴
27727	Kunming	soft	軟	ʐuã⁵³	731	ʐuã⁵³	ʐ u ã ∼ ⁵³		soft, flexible	965	ʐ u ã ∼ ⁵³
27728	Hefei	soft	軟	ʐʊ̃²⁴	731	ʐʊ̃²⁴	ʐ ʊ̃ ∼ ²⁴		soft, flexible	965	ʐ ʊ̃ ∼ - ²⁴
27729	Yangzhou	soft	軟	lõ⁴²	731	lõ⁴²	l õ ∼ ⁴²		soft, flexible	965	l õ ∼ - ⁴²
27730	Suzhou	soft	軟	ŋø³¹	731	ŋø³¹	ŋ ø ³¹		soft, flexible	965	ŋ ø - - ³¹
27731	Wenzhou	soft	軟	W²⁴	731	W²⁴	W ²⁴		soft, flexible	965	- W - - ²⁴
27732	Changsha	soft	軟	yẽ⁴¹	731	yẽ⁴¹	y ẽ ∼ ⁴¹		soft, flexible	965	- y ẽ ∼ ⁴¹
27733	Nanchang	soft	軟	ȵyɔn²¹³	731	ȵyɔn²¹³	ȵ y ɔ n ²¹³		soft, flexible	965	ȵ y ɔ n ²¹³
27734	Meixian	soft	軟	ȵiɔn⁴⁴	731	ȵiɔn⁴⁴	ȵ i ɔ n ⁴⁴		soft, flexible	965	ȵ i ɔ n ⁴⁴
27735	Guangzhou	soft	軟	jyn²³	731	jyn²³	j y n ²³		soft, flexible	965	j y - n ²³
27736	Yangjiang	soft	軟	jin²¹	731	jin²¹	j i n ²¹		soft, flexible	965	j i - n ²¹
27737	Xiamen	soft	軟	nῃ⁵¹	731	nῃ⁵¹	n ῃ ⁵¹		soft, flexible	965	n ῃ - - ⁵¹
27738	Chaozhou	soft	軟	nɯŋ⁵³	731	nɯŋ⁵³	n ɯ ŋ ⁵³		soft, flexible	965	n ɯ - ŋ ⁵³
27739	Fuzhou	soft	軟	nuɔŋ³¹	731	nuɔŋ³¹	n u ɔ ŋ ³¹		soft, flexible	965	n u ɔ ŋ ³¹
#
27059	Beijing	straight	直	tʂʅ³⁵	716	tʂʅ³⁵	tʂ ʅ ³⁵		straight, erect	694	tʂ ʅ - - ³⁵
27060	Jinan	straight	直	tʂʅ⁴²	716	tʂʅ⁴²	tʂ ʅ ⁴²		straight, erect	694	tʂ ʅ - - ⁴²
27061	Shenyang	straight	直	tsๅ³⁵	716	tsๅ³⁵	ts ๅ ³⁵		straight, erect	694	ts ๅ - - ³⁵
27062	Xian	straight	直	tʂʅ²⁴	716	tʂʅ²⁴	tʂ ʅ ²⁴		straight, erect	694	tʂ ʅ - - ²⁴
27063	Chengdu	straight	直	tsๅ³¹	716	tsๅ³¹	ts ๅ ³¹		straight, erect	694	ts ๅ - - ³¹
27064	Chengdu	straight	伸	[2] tsʰən⁴⁴	716	tsʰən⁴⁴	tsʰ ə n ⁴⁴	[2]	straight, erect	163	tsʰ ə n ⁴⁴
27065	Kunming	straight	直	tʂʅ³¹	716	tʂʅ³¹	tʂ ʅ ³¹		straight, erect	694	tʂ ʅ - - ³¹
