# Wordlist

# META
@tree:(((((Beijing,Shenyang),Jinan),Xian),((((Changsha,Nanchang),((((((Chaozhou,Xiamen),Fuzhou),Meixian),(Guangzhou,Yangjiang)),Wenzhou),Suzhou)),(Hefei,Yangzhou)),Kunming)),Chengdu);

# DATA
ID	DOCULECT	CONCEPT	HANZI	ENTRY_IN_SOURCE	BEIDA_ID	IPA	TOKENS	NOTE	GLOSS_IN_SOURCE	COGID	ALIGNMENT
6209	Xiamen	the house	厝	tsʰu¹¹	243	tsʰu¹¹	tsʰ u ¹¹		building // house	230	tsʰ u - ¹¹
6210	Chaozhou	the house	厝	tsʰu²¹³	243	tsʰu²¹³	tsʰ u ²¹³		building // house	230	tsʰ u - ²¹³
6211	Fuzhou	the house	厝	tsʰuɔ²¹³	243	tsʰuɔ²¹³	tsʰ u ɔ ²¹³		building // house	230	tsʰ u ɔ ²¹³
#
15035	Xiamen	the husband	翁	aῃ⁵⁵	444	aῃ⁵⁵	a ῃ ⁵⁵		husband	784	a ῃ ⁵⁵
15029	Changsha	the husband	男人	lan¹³zən¹³	444	lan¹³zən¹³	l a n ¹³ z ə n ¹³		husband	673	l a n ¹³ z ə n ¹³
15023	Hefei	the husband	丈夫	tʂɑ̃⁵³fu⁰	444	tʂɑ̃⁵³fu⁰	tʂ ɑ̃ ∼ ⁵³ f u ⁰		husband	100	tʂ ɑ̃ ∼ ⁵³ f u ⁰
15015	Beijing	the husband	男人	nan³⁵ʐən⁰	444	nan³⁵ʐən⁰	n a n ³⁵ ʐ ə n ⁰		husband	673	n a n ³⁵ ʐ ə n ⁰
15016	Beijing	the husband	爺們	[2] ie³⁵mən⁰	444	ie³⁵mən⁰	i e ³⁵ m ə n ⁰	[2]	husband	651	i e ³⁵ m ə n ⁰
15017	Jinan	the husband	男人	næ̃⁴²ʐẽ⁰	444	næ̃⁴²ʐẽ⁰	n æ̃ ∼ ⁴² ʐ ẽ ∼ ⁰		husband	673	n æ̃ ∼ ⁴² ʐ ẽ ∼ ⁰
15018	Jinan	the husband	男的	[2] næ̃⁴²ti⁰	444	næ̃⁴²ti⁰	n æ̃ ∼ ⁴² t i ⁰	[2]	husband	680	n æ̃ ∼ ⁴² t i ⁰
15019	Shenyang	the husband	男人	nan³⁵in⁰	444	nan³⁵in⁰	n a n ³⁵ i n ⁰		husband	673	n a n ³⁵ - i n ⁰
15020	Xian	the husband	男人	næ̃²⁴ʐẽ⁰	444	næ̃²⁴ʐẽ⁰	n æ̃ ∼ ²⁴ ʐ ẽ ∼ ⁰		husband	673	n æ̃ ∼ ²⁴ ʐ ẽ ∼ ⁰
15021	Chengdu	the husband	男人	nan³¹zən³¹₄₄	444	nan³¹zən³¹₄₄	n a n ³¹ z ə n ³¹₄₄		husband	673	n a n ³¹ z ə n ³¹₄₄
15022	Kunming	the husband	男人	nã³¹ʐə̃³¹	444	nã³¹ʐə̃³¹	n ã ∼ ³¹ ʐ ə̃ ∼ ³¹		husband	673	n ã ∼ ³¹ ʐ ə̃ ∼ ³¹
15024	Yangzhou	the husband	男人	lɛ̃³⁴ləŋ⁰	444	lɛ̃³⁴ləŋ⁰	l ɛ̃ ∼ ³⁴ l ə ŋ ⁰		husband	673	l ɛ̃ ∼ ³⁴ l ə ŋ ⁰
15025	Yangzhou	the husband	丈夫	[2] tsɑŋ⁵⁵fu⁰	444	tsɑŋ⁵⁵fu⁰	ts ɑ ŋ ⁵⁵ f u ⁰	[2]	husband	100	ts ɑ ŋ ⁵⁵ f u ⁰
15026	Suzhou	the husband	男人	nø²⁴₂₂ȵin²⁴₃₃	444	nø²⁴₂₂ȵin²⁴₃₃	n ø ²⁴₂₂ ȵ i n ²⁴₃₃		husband	673	n ø - ²⁴₂₂ ȵ i n ²⁴₃₃
15027	Wenzhou	the husband	老公	lɜ⁴⁵koŋ⁴⁴	444	lɜ⁴⁵koŋ⁴⁴	l ɜ ⁴⁵ k o ŋ ⁴⁴		husband	793	l ɜ - ⁴⁵ k o ŋ ⁴⁴
15028	Wenzhou	the husband	男子客	[2] nø³¹tsๅ⁴⁵kʰa²³	444	nø³¹tsๅ⁴⁵kʰa²³	n ø ³¹ ts ๅ ⁴⁵ kʰ a ²³	[2]	husband	677	n ø ³¹ ts ๅ ⁴⁵ kʰ a ²³
15030	Nanchang	the husband	老公	lau²¹³kuŋ⁰	444	lau²¹³kuŋ⁰	l a u ²¹³ k u ŋ ⁰		husband	793	l a u ²¹³ k u ŋ ⁰
15031	Nanchang	the husband	男客	[2] lan⁵⁵kʰak⁰	444	lan⁵⁵kʰak⁰	l a n ⁵⁵ kʰ a k ⁰	[2]	husband	678	l a n ⁵⁵ kʰ a k ⁰
15032	Meixian	the husband	老公	lau³¹kuŋ⁴⁴	444	lau³¹kuŋ⁴⁴	l a u ³¹ k u ŋ ⁴⁴		husband	793	l a u ³¹ k u ŋ ⁴⁴
15033	Guangzhou	the husband	老公	lou²³kʊŋ⁵³	444	lou²³kʊŋ⁵³	l o u ²³ k ʊ ŋ ⁵³		husband	793	l o u ²³ k ʊ ŋ ⁵³
15034	Yangjiang	the husband	老公	lou²¹kʊŋ³³	444	lou²¹kʊŋ³³	l o u ²¹ k ʊ ŋ ³³		husband	793	l o u ²¹ k ʊ ŋ ³³
15036	Chaozhou	the husband	翁	aῃ³³	444	aῃ³³	a ῃ ³³		husband	784	a ῃ ³³
15037	Fuzhou	the husband	唐 埔	**touŋ⁵²₃₁muɔ⁴⁴(p-)	444	touŋ⁵²₃₁muɔ⁴⁴	t o u ŋ ⁵²₃₁ m u ɔ ⁴⁴	[*]	husband	273	t o u ŋ ⁵²₃₁ m u ɔ ⁴⁴
15038	Fuzhou	the husband	老公	[2] lau²⁴²₃₁uŋ⁴⁴(k-)	444	lau²⁴²₃₁uŋ⁴⁴	l a u ²⁴²₃₁ u ŋ ⁴⁴	[2]	husband	793	l a u ²⁴²₃₁ - u ŋ ⁴⁴
#
49	Beijing	the ice	冰	piŋ⁵⁵	10	piŋ⁵⁵	p i ŋ ⁵⁵		ice	204	p i ŋ ⁵⁵
50	Jinan	the ice	冰	piŋ²¹³	10	piŋ²¹³	p i ŋ ²¹³		ice	204	p i ŋ ²¹³
51	Shenyang	the ice	冰	piŋ³³	10	piŋ³³	p i ŋ ³³		ice	204	p i ŋ ³³
52	Xian	the ice	冰	piŋ²¹	10	piŋ²¹	p i ŋ ²¹		ice	204	p i ŋ ²¹
53	Chengdu	the ice	冰	pin⁴⁴	10	pin⁴⁴	p i n ⁴⁴		ice	204	p i n ⁴⁴
54	Kunming	the ice	冰	pĩ⁴⁴	10	pĩ⁴⁴	p ĩ ∼ ⁴⁴		ice	204	p ĩ ∼ ⁴⁴
55	Hefei	the ice	冰凍	pin²¹²təŋ⁵³	10	pin²¹²təŋ⁵³	p i n ²¹² t ə ŋ ⁵³		ice	205	p i n ²¹² t ə ŋ ⁵³
56	Yangzhou	the ice	冰	piŋ³¹	10	piŋ³¹	p i ŋ ³¹		ice	204	p i ŋ ³¹
57	Suzhou	the ice	冰	pin⁴⁴	10	pin⁴⁴	p i n ⁴⁴		ice	204	p i n ⁴⁴
58	Wenzhou	the ice	凍	pəŋ⁴⁴	10	pəŋ⁴⁴	p ə ŋ ⁴⁴		ice	211	p ə ŋ ⁴⁴
59	Changsha	the ice	冰	pin³³	10	pin³³	p i n ³³		ice	204	p i n ³³
60	Nanchang	the ice	冰	pin⁴²	10	pin⁴²	p i n ⁴²		ice	204	p i n ⁴²
61	Meixian	the ice	雪	siɛt²¹	10	siɛt²¹	s i ɛ t ²¹		ice	1037	s i ɛ t ²¹
62	Guangzhou	the ice	雪	ʃyt³³	10	ʃyt³³	ʃ y t ³³		ice	1037	ʃ y - t ³³
63	Yangjiang	the ice	雪	ɬit²¹	10	ɬit²¹	ɬ i t ²¹		ice	1037	ɬ i - t ²¹
64	Xiamen	the ice	霜	sῃ⁵⁵	10	sῃ⁵⁵	s ῃ ⁵⁵		ice	1045	s - ῃ - - - ⁵⁵
65	Chaozhou	the ice	霜	sɯŋ³³	10	sɯŋ³³	s ɯ ŋ ³³		ice	1045	s ɯ - ŋ - ³³ -
66	Fuzhou	the ice	冰	piŋ⁴⁴	10	piŋ⁴⁴	p i ŋ ⁴⁴		ice	204	p i ŋ ⁴⁴
#
12975	Beijing	the knee	膊 楞 蓋兒	**po³⁵ləŋ⁰kair⁵¹	400	po³⁵ləŋ⁰kair⁵¹	p o ³⁵ l ə ŋ ⁰ k a i r ⁵¹	[*]	knee	853	p o ³⁵ l ə ŋ ⁰ k a i r ⁵¹
12976	Jinan	the knee	膊 拉 蓋	**pə⁴²lə⁰kɛ⁰	400	pə⁴²lə⁰kɛ⁰	p ə ⁴² l ə ⁰ k ɛ ⁰	[*]	knee	851	p ə ⁴² l ə ⁰ k ɛ ⁰
12977	Shenyang	the knee	膊 拉 蓋兒	**pə³⁵la⁰kair⁴¹	400	pə³⁵la⁰kair⁴¹	p ə ³⁵ l a ⁰ k a i r ⁴¹	[*]	knee	852	p ə ³⁵ l a ⁰ k a i r ⁴¹
12978	Xian	the knee	磕膝蓋	kʰə²¹tɕʰi²¹kæ⁴⁵	400	kʰə²¹tɕʰi²¹kæ⁴⁵	kʰ ə ²¹ tɕʰ i ²¹ k æ ⁴⁵		knee	734	kʰ ə ²¹ tɕʰ i ²¹ k æ ⁴⁵
12979	Chengdu	the knee	磕膝頭兒	kʰe³¹ɕi³¹₄₄tʰər³¹	400	kʰe³¹ɕi³¹₄₄tʰər³¹	kʰ e ³¹ ɕ i ³¹₄₄ tʰ ə r ³¹		knee	736	kʰ e ³¹ ɕ i ³¹₄₄ tʰ ə r ³¹
12980	Kunming	the knee	磕膝頭	kʰə³¹ɕi³¹₄₄tʰəu³¹	400	kʰə³¹ɕi³¹₄₄tʰəu³¹	kʰ ə ³¹ ɕ i ³¹₄₄ tʰ ə u ³¹		knee	735	kʰ ə ³¹ ɕ i ³¹₄₄ tʰ ə u ³¹
12981	Hefei	the knee	胳老頭子	kɐʔ⁴nɔ²⁴tʰɯ⁵⁵tsə⁰	400	kɐʔ⁴nɔ²⁴tʰɯ⁵⁵tsə⁰	k ɐ ʔ ⁴ n ɔ ²⁴ tʰ ɯ ⁵⁵ ts ə ⁰		knee	826	k ɐ ʔ ⁴ n ɔ ²⁴ tʰ ɯ ⁵⁵ ts ə ⁰
12982	Yangzhou	the knee	胳膝頭子	kəʔ⁴ɕiəʔ⁴tʰɤɯ³⁴tsɛ⁰	400	kəʔ⁴ɕiəʔ⁴tʰɤɯ³⁴tsɛ⁰	k ə ʔ ⁴ ɕ i ə ʔ ⁴ tʰ ɤ ɯ ³⁴ ts ɛ ⁰		knee	829	k ə ʔ ⁴ ɕ i ə ʔ ⁴ tʰ ɤ ɯ ³⁴ ts ɛ ⁰
12983	Suzhou	the knee	膝饅頭	siɪʔ⁴mø²⁴dʏ²⁴₂₁	400	siɪʔ⁴mø²⁴dʏ²⁴₂₁	s i ɪ ʔ ⁴ m ø ²⁴ d ʏ ²⁴₂₁		knee	859	s i ɪ ʔ ⁴ m ø ²⁴ d ʏ ²⁴₂₁
12984	Suzhou	the knee	腳饅頭	[2] tɕiɒʔ⁴mø²⁴dʏ²⁴₂₁	400	tɕiɒʔ⁴mø²⁴dʏ²⁴₂₁	tɕ i ɒ ʔ ⁴ m ø ²⁴ d ʏ ²⁴₂₁	[2]	knee	848	tɕ i ɒ ʔ ⁴ m ø ²⁴ d ʏ ²⁴₂₁
12985	Wenzhou	the knee	腳坎頭	tɕia²³kʰy⁴²diu³¹	400	tɕia²³kʰy⁴²diu³¹	tɕ i a ²³ kʰ y ⁴² d i u ³¹		knee	845	tɕ i a ²³ kʰ y ⁴² d i u ³¹
12986	Changsha	the knee	膝頭骨	tɕʰi²⁴təu¹³ku²⁴	400	tɕʰi²⁴təu¹³ku²⁴	tɕʰ i ²⁴ t ə u ¹³ k u ²⁴		knee	858	tɕʰ i ²⁴ t ə u ¹³ k u ²⁴
12987	Nanchang	the knee	膝老拐子	ɕit⁵lau²¹³kuai²¹³tsๅ	400	ɕit⁵lau²¹³kuai²¹³tsๅ	ɕ i t ⁵ l a u ²¹³ k u a i ²¹³ ts ๅ		knee	855	ɕ i t ⁵ l a u ²¹³ k u a i ²¹³ ts ๅ
12988	Nanchang	the knee	膝	[2] kiɛt⁵hit⁵	400	kiɛt⁵hit⁵	k i ɛ t ⁵ h i t ⁵	[2]	knee	854	k i ɛ t ⁵ h i t ⁵
12989	Meixian	the knee	膝頭	tsʰit²¹tʰɛu¹²	400	tsʰit²¹tʰɛu¹²	tsʰ i t ²¹ tʰ ɛ u ¹²		knee	856	tsʰ i t ²¹ tʰ ɛ u ¹²
12990	Guangzhou	the knee	膝頭哥	ʃɐt⁵tʰɐu²¹kɔ⁵⁵	400	ʃɐt⁵tʰɐu²¹kɔ⁵⁵	ʃ ɐ t ⁵ tʰ ɐ u ²¹ k ɔ ⁵⁵		knee	857	ʃ ɐ t ⁵ tʰ ɐ u ²¹ k ɔ ⁵⁵
12991	Yangjiang	the knee	膝頭	ɬɐt²⁴tʰɐu⁴⁴³	400	ɬɐt²⁴tʰɐu⁴⁴³	ɬ ɐ t ²⁴ tʰ ɐ u ⁴⁴³		knee	856	ɬ ɐ t ²⁴ tʰ ɐ u ⁴⁴³
12992	Xiamen	the knee	骹頭汚	*kʰa⁵⁵₃₃tʰɐu²⁴₃₃u⁵⁵	400	kʰa⁵⁵₃₃tʰɐu²⁴₃₃u⁵⁵	kʰ a ⁵⁵₃₃ tʰ ɐ u ²⁴₃₃ u ⁵⁵	[*]	knee	1096	kʰ a ⁵⁵₃₃ tʰ ɐ u ²⁴₃₃ u ⁵⁵
12993	Chaozhou	the knee	骹頭 烏	*kʰa³³₂₃tʰau⁵⁵₂₁₃u³³	400	kʰa³³₂₃tʰau⁵⁵₂₁₃u³³	kʰ a ³³₂₃ tʰ a u ⁵⁵₂₁₃ u ³³	[*]	knee	1095	kʰ a ³³₂₃ tʰ a u ⁵⁵₂₁₃ u ³³
12994	Fuzhou	the knee	骹腹頭	kʰa⁴⁴₅₂βuʔ²³₃₁lau⁵²(tʰ-)	400	kʰa⁴⁴₅₂βuʔ²³₃₁lau⁵²	kʰ a ⁴⁴₅₂ β u ʔ ²³₃₁ l a u ⁵²		knee	1093	kʰ a ⁴⁴₅₂ β u ʔ ²³₃₁ l a u ⁵²
#
3876	Yangzhou	the lake	湖	xu³⁴	19	xu³⁴	x u ³⁴		lake	622	x - u ³⁴
3869	Beijing	the lake	湖	xu³⁵	19	xu³⁵	x u ³⁵		lake	622	x - u ³⁵
3870	Jinan	the lake	湖	xu⁴²	19	xu⁴²	x u ⁴²		lake	622	x - u ⁴²
3871	Shenyang	the lake	湖	xu³⁵	19	xu³⁵	x u ³⁵		lake	622	x - u ³⁵
3874	Kunming	the lake	湖	xu³¹	19	xu³¹	x u ³¹		lake	622	x - u ³¹
3877	Suzhou	the lake	湖	ɦəu²⁴	19	ɦəu²⁴	ɦ ə u ²⁴		lake	622	ɦ ə u ²⁴
3878	Wenzhou	the lake	湖	vu³¹	19	vu³¹	v u ³¹		lake	622	- v u ³¹
3879	Changsha	the lake	湖	fu¹³	19	fu¹³	f u ¹³		lake	622	- f u ¹³
3880	Nanchang	the lake	湖	fu⁵⁵	19	fu⁵⁵	f u ⁵⁵		lake	622	- f u ⁵⁵
3881	Meixian	the lake	湖	fu¹²	19	fu¹²	f u ¹²		lake	622	- f u ¹²
3882	Guangzhou	the lake	湖	wu²¹	19	wu²¹	w u ²¹		lake	622	- w u ²¹
3883	Yangjiang	the lake	湖	wu⁴⁴³	19	wu⁴⁴³	w u ⁴⁴³		lake	622	- w u ⁴⁴³
3884	Xiamen	the lake	湖	ɔ²⁴	19	ɔ²⁴	ɔ ²⁴		lake	622	- - ɔ ²⁴
3885	Chaozhou	the lake	湖	ou⁵⁵	19	ou⁵⁵	o u ⁵⁵		lake	622	- o u ⁵⁵
3886	Fuzhou	the lake	湖	u⁵²	19	u⁵²	u ⁵²		lake	622	- - u ⁵²
3875	Hefei	the lake	湖	xu⁵⁵	19	xu⁵⁵	x u ⁵⁵		lake	622	x - u ⁵⁵
3872	Xian	the lake	湖	xu²⁴	19	xu²⁴	x u ²⁴		lake	622	x - u ²⁴
3873	Chengdu	the lake	湖	fu³¹	19	fu³¹	f u ³¹		lake	622	- f u ³¹
#
4429	Beijing	the liver	豬肝兒	tʂu⁵⁵kanr⁵⁵	202	tʂu⁵⁵kanr⁵⁵	tʂ u ⁵⁵ k a n r ⁵⁵		pork liver	942	tʂ u ⁵⁵ k a n r ⁵⁵
4430	Jinan	the liver	豬肝	tʂu²¹³kæ̃²¹³	202	tʂu²¹³kæ̃²¹³	tʂ u ²¹³ k æ̃ ∼ ²¹³		pork liver	941	- tʂ - u ²¹³ k æ̃ - ∼ ²¹³
4431	Shenyang	the liver	豬肝兒	tsu³⁵kanr³³	202	tsu³⁵kanr³³	ts u ³⁵ k a n r ³³		pork liver	942	ts u ³⁵ k a n r ³³
4433	Chengdu	the liver	豬肝子	tsu⁴⁴kan⁴⁴tsɿ⁵³	202	tsu⁴⁴kan⁴⁴tsɿ⁵³	ts u ⁴⁴ k a n ⁴⁴ ts ɿ ⁵³		pork liver	943	ts u ⁴⁴ k a n ⁴⁴ ts ɿ ⁵³
4434	Chengdu	the liver	豬肝兒	[2] tsu⁴⁴kər⁴⁴	202	tsu⁴⁴kər⁴⁴	ts u ⁴⁴ k ə r ⁴⁴	[2]	pork liver	942	ts u ⁴⁴ k ə - r ⁴⁴
4432	Xian	the liver	豬肝	pfu²¹₂₄kæ̃²¹	202	pfu²¹₂₄kæ̃²¹	p f u ²¹₂₄ k æ̃ ∼ ²¹		pork liver	941	p f - u ²¹₂₄ k æ̃ ∼ - ²¹
4436	Hefei	the liver	豬肝	tʂu²¹²kæ̃²¹²	202	tʂu²¹²kæ̃²¹²	tʂ u ²¹² k æ̃ ∼ ²¹²		pork liver	941	- tʂ - u ²¹² k æ̃ - ∼ ²¹²
4437	Yangzhou	the liver	豬肝	tsu³¹kɛ̃³¹	202	tsu³¹kɛ̃³¹	ts u ³¹ k ɛ̃ ∼ ³¹		pork liver	941	- ts - u ³¹ k ɛ̃ - ∼ ³¹
4438	Suzhou	the liver	豬肝	tsʮ⁴⁴kø⁴⁴₂₁	202	tsʮ⁴⁴kø⁴⁴₂₁	ts ʮ ⁴⁴ k ø ⁴⁴₂₁		pork liver	941	- ts - ʮ ⁴⁴ k ø - - ⁴⁴₂₁
4440	Changsha	the liver	豬肝	tɕy³³kan³³	202	tɕy³³kan³³	tɕ y ³³ k a n ³³		pork liver	941	- tɕ - y ³³ k a - n ³³
4441	Nanchang	the liver	葉子	iɛt⁵tsɿ⁰	202	iɛt⁵tsɿ⁰	i ɛ t ⁵ ts ɿ ⁰		pork liver	871	i ɛ t ⁵ ts ɿ ⁰
4442	Meixian	the liver	豬肝	tsu⁴⁴kɔn⁴⁴	202	tsu⁴⁴kɔn⁴⁴	ts u ⁴⁴ k ɔ n ⁴⁴		pork liver	941	- ts - u ⁴⁴ k ɔ - n ⁴⁴
4443	Guangzhou	the liver	豬膶	tʃy⁵³jøn²²₃₅	202	tʃy⁵³jøn²²₃₅	tʃ y ⁵³ j ø n ²²₃₅		pork liver	944	tʃ y ⁵³ j ø n ²²₃₅
4444	Yangjiang	the liver	豬	@tʃi³³ʃɐp²⁴	202	@tʃi³³ʃɐp²⁴	@ tʃ i ³³ ʃ ɐ p ²⁴		pork liver	937	@ tʃ i - ³³ ʃ ɐ p ²⁴
4446	Chaozhou	the liver	豬肝	tɯ³³₂₃kũã³³	202	tɯ³³₂₃kũã³³	t ɯ ³³₂₃ k ũ ã ∼ ³³		pork liver	941	- t - ɯ ³³₂₃ k ũ ã ∼ ³³
4447	Fuzhou	the liver	豬肝	ty⁴⁴aŋ⁴⁴(k-)	202	ty⁴⁴aŋ⁴⁴	t y ⁴⁴ a ŋ ⁴⁴		pork liver	941	- t - y ⁴⁴ - a - ŋ ⁴⁴
4435	Kunming	the liver	豬肝	tʂu⁴⁴kã⁴⁴	202	tʂu⁴⁴kã⁴⁴	tʂ u ⁴⁴ k ã ∼ ⁴⁴		pork liver	941	- tʂ - u ⁴⁴ k ã - ∼ ⁴⁴
4439	Wenzhou	the liver	豬肝	tsei⁴⁴ky⁴⁴	202	tsei⁴⁴ky⁴⁴	ts e i ⁴⁴ k y ⁴⁴		pork liver	941	- ts e i ⁴⁴ k y - - ⁴⁴
4445	Xiamen	the liver	豬肝	ti⁵⁵₃₃kũã⁵⁵	202	ti⁵⁵₃₃kũã⁵⁵	t i ⁵⁵₃₃ k ũ ã ∼ ⁵⁵		pork liver	941	- t - i ⁵⁵₃₃ k ũ ã ∼ ⁵⁵
#
13015	Beijing	the man (male human)	男人	nan³⁵ʐən⁰	401	nan³⁵ʐən⁰	n a n ³⁵ ʐ ə n ⁰		man	673	n a n ³⁵ ʐ ə n ⁰
13016	Beijing	the man (male human)	男的	[2] nan³⁵tə⁰	401	nan³⁵tə⁰	n a n ³⁵ t ə ⁰	[2]	man	680	n a n ³⁵ t ə ⁰
13017	Beijing	the man (male human)	爺們	[3] ie³⁵mən⁰	401	ie³⁵mən⁰	i e ³⁵ m ə n ⁰	[3]	man	651	i e ³⁵ m ə n ⁰
13018	Jinan	the man (male human)	男人	næ̃⁴²ʐẽ⁰	401	næ̃⁴²ʐẽ⁰	n æ̃ ∼ ⁴² ʐ ẽ ∼ ⁰		man	673	n æ̃ ∼ ⁴² ʐ ẽ ∼ ⁰
13019	Jinan	the man (male human)	男的	[2] næ̃⁴²ti⁰	401	næ̃⁴²ti⁰	n æ̃ ∼ ⁴² t i ⁰	[2]	man	680	n æ̃ ∼ ⁴² t i ⁰
13020	Jinan	the man (male human)	爺門兒	[3] ie⁴²mẽr⁰	401	ie⁴²mẽr⁰	i e ⁴² m ẽ ∼ r ⁰	[3]	man	652	i e ⁴² m ẽ ∼ r ⁰
13021	Shenyang	the man (male human)	男人	nan³⁵in⁰	401	nan³⁵in⁰	n a n ³⁵ i n ⁰		man	673	n a n ³⁵ - i n ⁰
13022	Xian	the man (male human)	男人	næ̃²⁴ʐẽ⁰	401	næ̃²⁴ʐẽ⁰	n æ̃ ∼ ²⁴ ʐ ẽ ∼ ⁰		man	673	n æ̃ ∼ ²⁴ ʐ ẽ ∼ ⁰
13023	Chengdu	the man (male human)	男的	nan³¹ni⁴⁴	401	nan³¹ni⁴⁴	n a n ³¹ n i ⁴⁴		man	680	n a n ³¹ n i ⁴⁴
13024	Kunming	the man (male human)	男入	nã³¹ʐə̃³¹	401	nã³¹ʐə̃³¹	n ã ∼ ³¹ ʐ ə̃ ∼ ³¹		man	675	n ã ∼ ³¹ ʐ ə̃ ∼ ³¹
13025	Hefei	the man (male human)	男的	næ̃⁵⁵tə⁰	401	næ̃⁵⁵tə⁰	n æ̃ ∼ ⁵⁵ t ə ⁰		man	680	n æ̃ ∼ ⁵⁵ t ə ⁰
13026	Yangzhou	the man (male human)	男人家	lɛ̃³⁴ləŋ³⁴tɕiɑ⁰	401	lɛ̃³⁴ləŋ³⁴tɕiɑ⁰	l ɛ̃ ∼ ³⁴ l ə ŋ ³⁴ tɕ i ɑ ⁰		man	674	l ɛ̃ ∼ ³⁴ l ə ŋ ³⁴ tɕ i ɑ ⁰
13027	Suzhou	the man (male human)	男人	nø²⁴₂₂ȵin²⁴₃₃	401	nø²⁴₂₂ȵin²⁴₃₃	n ø ²⁴₂₂ ȵ i n ²⁴₃₃		man	673	n ø - ²⁴₂₂ ȵ i n ²⁴₃₃
13028	Wenzhou	the man (male human)	! 男□	nø³¹gei⁰	401	nø³¹gei⁰	n ø ³¹ g e i ⁰		man	50	n ø ³¹ g e i ⁰
13029	Wenzhou	the man (male human)	男子客	[2] nø³¹tsๅ⁴⁵kʰa²³	401	nø³¹tsๅ⁴⁵kʰa²³	n ø ³¹ ts ๅ ⁴⁵ kʰ a ²³	[2]	man	677	n ø ³¹ ts ๅ ⁴⁵ kʰ a ²³
13030	Changsha	the man (male human)	男人	lan¹³zən¹³	401	lan¹³zən¹³	l a n ¹³ z ə n ¹³		man	673	l a n ¹³ z ə n ¹³
13031	Nanchang	the man (male human)	男人	lan⁵⁵ȵin⁵⁵	401	lan⁵⁵ȵin⁵⁵	l a n ⁵⁵ ȵ i n ⁵⁵		man	673	l a n ⁵⁵ ȵ i n ⁵⁵
13032	Meixian	the man (male human)	男子人	nam¹²tsๅ³¹ȵin¹²	401	nam¹²tsๅ³¹ȵin¹²	n a m ¹² ts ๅ ³¹ ȵ i n ¹²		man	676	n a m ¹² ts ๅ ³¹ ȵ i n ¹²
13033	Guangzhou	the man (male human)	男人	nam²¹jɐn²¹₃₅	401	nam²¹jɐn²¹₃₅	n a m ²¹ j ɐ n ²¹₃₅		man	673	n a m ²¹ j ɐ n ²¹₃₅
13034	Guangzhou	the man (male human)	佬	[2] lou²³₃₅	401	lou²³₃₅	l o u ²³₃₅	[2]	man	171	l o u ²³₃₅
13035	Yangjiang	the man (male human)	佬仔	lou²¹tʃɐi²¹	401	lou²¹tʃɐi²¹	l o u ²¹ tʃ ɐ i ²¹		man	172	l o u ²¹ tʃ ɐ i ²¹
13036	Xiamen	the man (male human)	!  埔 人	*ta⁵⁵₃₃po⁵⁵₃₃laŋ²⁴	401	ta⁵⁵₃₃po⁵⁵₃₃laŋ²⁴	t a ⁵⁵₃₃ p o ⁵⁵₃₃ l a ŋ ²⁴	[*]	man	12	t a ⁵⁵₃₃ p o ⁵⁵₃₃ l a ŋ ²⁴
13037	Chaozhou	the man (male human)	!  埔	*ta³³₂₃pou³³	401	ta³³₂₃pou³³	t a ³³₂₃ p o u ³³	[*]	man	11	t a ³³₂₃ p o u ³³
13038	Fuzhou	the man (male human)	唐 埔 人	**touŋ⁵²₃₁muɔ⁴⁴(p-)nøyŋ⁵²	401	touŋ⁵²₃₁muɔ⁴⁴nøyŋ⁵²	t o u ŋ ⁵²₃₁ m u ɔ ⁴⁴ n ø y ŋ ⁵²	[*]	man	274	t o u ŋ ⁵²₃₁ m u ɔ ⁴⁴ n ø y ŋ ⁵²
13039	Fuzhou	the man (male human)	男界	[2] *naŋ⁵²₃₁ŋai²¹³(k-)	401	naŋ⁵²₃₁ŋai²¹³	n a ŋ ⁵²₃₁ ŋ a i ²¹³	[2][*]	man	679	n a ŋ ⁵²₃₁ ŋ a i ²¹³
#
4401	Wenzhou	the meat	〔豬〕肉	(tsei⁴⁴)ȵiu¹²	201	ȵiu¹²	ȵ i u ¹²		pork	71	- ȵ i u - ¹²
4406	Yangjiang	the meat	〔豬〕肉	(tʃi³³)jʊk⁴⁵⁴	201	jʊk⁴⁵⁴	j ʊ k ⁴⁵⁴		pork	71	- j - ʊ k ⁴⁵⁴
4407	Xiamen	the meat	〔豬〕艤 ，	(ti⁵⁵₃₃)baʔ³²，(ti⁵⁵₃₃)mãʔ³²	201	baʔ³²，mãʔ³²	b a ʔ ³² ， m ã ∼ ʔ ³²		pork	72	b a ʔ ³² ， m ã ∼ ʔ ³²
4408	Chaozhou	the meat	〔豬〕肉	(tɯ³³₂₃)nek⁴	201	nek⁴	n e k ⁴		pork	71	- n - e k ⁴
4409	Fuzhou	the meat	〔豬〕肉	(ty⁴⁴)nyʔ⁴	201	nyʔ⁴	n y ʔ ⁴		pork	71	- n - y ʔ ⁴
4391	Beijing	the meat	〔豬〕肉	(tʂu⁵⁵)ʐou⁵¹	201	ʐou⁵¹	ʐ o u ⁵¹		pork	71	- ʐ o u - ⁵¹
4392	Jinan	the meat	〔豬〕肉	(tʂu²¹³)ʐou²¹	201	ʐou²¹	ʐ o u ²¹		pork	71	- ʐ o u - ²¹
