# Wordlist

# META
@modified:2015-01-20 10:39

# DATA
ID	GLOSS_IN_SOURCE	SOURCE	ENTRY_IN_SOURCE	POS	CHINESE_GLOSS	DOCULECT	IPA	CONCEPT	ID_IN_SOURCE	PST
2042	mosquito	Allen2007	mɯ44tsɿ33	?	蚊子	Yunlong	mɯ₄₄t͡sɿ₃₃	mosquito	80	CVTCVT
2043	mosquito	Allen2007	mɔ44tsɿ33	?	蚊子	Xiangyun	mɔ₄₄t͡sɿ₃₃	mosquito	80	CVTCVT
2044	mosquito	Allen2007	mo55tɕi44	?	蚊子	Luobenzhuo	mo₅₅t͡ɕi₄₄	mosquito	80	CVTCVT
#
2045	mother	Wang2006a	mo33	?	?	Tuoluo	mo₃₃	mother	219	CVT
2046	mother	Wang2006a	mu22	?	?	Gongxing	mu₂₂	mother	219	CVT
2047	mother	Wang2006a	mo22	?	?	Enqi	mo₂₂	mother	219	CVT
2048	mother	Wang2006a	mo22	?	?	Ega	mo₂₂	mother	219	CVT
2049	mother	Wang2006a	mo22	?	?	Jinman	mo₂₂	mother	219	CVT
2050	mother	Wang2006a	mõ33	?	?	Jinxing	mõ₃₃	mother	219	CVT
2051	mother	Wang2006a	mouu33	?	?	Dashi	mouu₃₃	mother	219	CVT
2052	mother	Wang2006a	mo33	?	?	Zhoucheng	mo₃₃	mother	219	CVT
2053	mother	Wang2006a	moŋ33	?	?	Mazhelong	moŋ₃₃	mother	219	CVcT
2054	mother	Allen2007	a31mo33	?	母亲	Jianchuan	a₃₁mo₃₃	mother	163	VTCVT
2055	mother	Allen2007	a55mɔ33	?	母亲	Eryuan	a₅₅mɔ₃₃	mother	163	VTCVT
2056	mother	Allen2007	mɔu33	?	母亲	Heqi	mɔu₃₃	mother	163	CVT
2057	mother	Allen2007	a44mɔ̃33	?	母亲	Lanping	a₄₄mɔ̃₃₃	mother	163	VTCVT
2058	mother	Allen2007	a31mɔ33	?	母亲	Qiliqiao	a₃₁mɔ₃₃	mother	163	VTCVT
2059	mother	Allen2007	a55mɔ33	?	母亲	Yunlong	a₅₅mɔ₃₃	mother	163	VTCVT
2060	mother	Allen2007	a31mɔ33	?	母亲	Xiangyun	a₃₁mɔ₃₃	mother	163	VTCVT
2061	mother	Allen2007	a55mɔ33	?	母亲	Luobenzhuo	a₅₅mɔ₃₃	mother	163	VTCVT
#
2062	mountain	Wang2006a	ɕien55	?	?	Tuoluo	ɕien₅₅	mountain	23	CVcT
2063	mountain	Wang2006a	sao42	?	?	Gongxing	sao₄₂	mountain	23	CVT
2064	mountain	Wang2006a	sɛ55	?	?	Ega	sɛ₅₅	mountain	23	CVT
2065	mountain	Wang2006a	ʂɚ̃55	?	?	Jinman	ʂɚ̃₅₅	mountain	23	CVT
2066	mountain	Wang2006a	sṽ42	?	?	Jinxing	sɤ̃₄₂	mountain	23	CVT
2067	mountain	Wang2006a	ʂo42	?	?	Dashi	ʂo₄₂	mountain	23	CVT
2068	mountain	Wang2006a	sv53	?	?	Zhoucheng	sɤ₅₃	mountain	23	CVT
2069	mountain	Wang2006a	sen55	?	?	Mazhelong	sen₅₅	mountain	23	CVcT
2070	mountain	Allen2007	sɤ42	?	山	Jianchuan	sɤ₄₂	mountain	22	CVT
2071	mountain	Allen2007	ʂɤ42	?	山	Eryuan	ʂɤ₄₂	mountain	22	CVT
2072	mountain	Allen2007	suɔ42	?	山	Heqi	suɔ₄₂	mountain	22	CVT
2073	mountain	Allen2007	su31	?	山	Lanping	su₃₁	mountain	22	CVT
2074	mountain	Allen2007	sɤ32	?	山	Qiliqiao	sɤ₃₂	mountain	22	CVT
2075	mountain	Allen2007	ʃɤ42	?	山	Yunlong	ʃɤ₄₂	mountain	22	CVT
2076	mountain	Allen2007	ɕɛ̃42	?	山	Xiangyun	ɕɛ̃₄₂	mountain	22	CVT
2077	mountain	Allen2007	ʂɛ̃55	?	山	Luobenzhuo	ʂɛ̃₅₅	mountain	22	CVT
#
2078	mouse	Wang2006a	ʂv33	?	?	Tuoluo	ʂɤ₃₃	mouse	320	CVT
2079	mouse	Wang2006a	sao22	?	?	Gongxing	sao₂₂	mouse	320	CVT
2080	mouse	Wang2006a	ɕu22	?	?	Enqi	ɕu₂₂	mouse	320	CVT
2081	mouse	Wang2006a	ɕy22	?	?	Ega	ɕy₂₂	mouse	320	CVT
2082	mouse	Wang2006a	ɕu22	?	?	Jinman	ɕu₂₂	mouse	320	CVT
2083	mouse	Wang2006a	sv33	?	?	Jinxing	sɤ₃₃	mouse	320	CVT
2084	mouse	Wang2006a	ʂo33	?	?	Dashi	ʂo₃₃	mouse	320	CVT
2085	mouse	Wang2006a	sv33	?	?	Zhoucheng	sɤ₃₃	mouse	320	CVT
2086	mouse	Wang2006a	sou33	?	?	Mazhelong	sou₃₃	mouse	320	CVT
2087	mouse	Allen2007	sɤ33	?	老鼠	Jianchuan	sɤ₃₃	mouse	58	CVT
2088	mouse	Allen2007	ʂɤ33	?	老鼠	Eryuan	ʂɤ₃₃	mouse	58	CVT
2089	mouse	Allen2007	suɔ33	?	老鼠	Heqi	suɔ₃₃	mouse	58	CVT
2090	mouse	Allen2007	su33	?	老鼠	Lanping	su₃₃	mouse	58	CVT
2091	mouse	Allen2007	sɤ33	?	老鼠	Qiliqiao	sɤ₃₃	mouse	58	CVT
2092	mouse	Allen2007	ʃɤ33	?	老鼠	Yunlong	ʃɤ₃₃	mouse	58	CVT
2093	mouse	Allen2007	ɕɛ44	?	老鼠	Xiangyun	ɕɛ₄₄	mouse	58	CVT
2094	mouse	Allen2007	wu44ʂu33	?	老鼠	Luobenzhuo	wu₄₄ʂu₃₃	mouse	58	CVTCVT
#
2095	mushroom	Wang2006a	ʂɚ̃33	?	?	Tuoluo	ʂɚ̃₃₃	mushroom	437	CVT
2096	mushroom	Wang2006a	ʂẽ22	?	?	Gongxing	ʂẽ₂₂	mushroom	437	CVT
2097	mushroom	Wang2006a	ɕiæ	?	?	Enqi	ɕiæ	mushroom	437	CV
2098	mushroom	Wang2006a	sɛ22	?	?	Ega	sɛ₂₂	mushroom	437	CVT
2099	mushroom	Wang2006a	ʂɚ̃22	?	?	Jinman	ʂɚ̃₂₂	mushroom	437	CVT
2100	mushroom	Wang2006a	san33	?	?	Jinxing	san₃₃	mushroom	437	CVcT
2101	mushroom	Wang2006a	(tɕʰɚ55mu33)	?	?	Dashi	t͡ɕʰɚ₅₅mu₃₃	mushroom	437	CVTCVT
2102	mushroom	Wang2006a	sɛ33	?	?	Zhoucheng	sɛ₃₃	mushroom	437	CVT
2103	mushroom	Wang2006a	sen33	?	?	Mazhelong	sen₃₃	mushroom	437	CVcT
2104	mushroom	Allen2007	sɛ̃33	?	菌子	Jianchuan	sɛ̃₃₃	mushroom	113	CVT
2105	mushroom	Allen2007	ʂɛ33	?	菌子	Eryuan	ʂɛ₃₃	mushroom	113	CVT
2106	mushroom	Allen2007	sʰɿ33	?	菌子	Heqi	sʰɿ₃₃	mushroom	113	CVT
2107	mushroom	Allen2007	sɛ̃33	?	菌子	Lanping	sɛ̃₃₃	mushroom	113	CVT
2108	mushroom	Allen2007	sɛ33	?	菌子	Qiliqiao	sɛ₃₃	mushroom	113	CVT
2109	mushroom	Allen2007	sɛ33	?	菌子	Yunlong	sɛ₃₃	mushroom	113	CVT
2110	mushroom	Allen2007	sɛ̃33	?	菌子	Xiangyun	sɛ̃₃₃	mushroom	113	CVT
2111	mushroom	Allen2007	ʂɛ̃33	?	菌子	Luobenzhuo	ʂɛ̃₃₃	mushroom	113	CVT
#
2112	name	Wang2006a	ɲua55	?	?	Tuoluo	ɲua₅₅	name	687	CVT
2113	name	Wang2006a	ɲuɛ55	?	?	Gongxing	ɲuɛ₅₅	name	687	CVT
2114	name	Wang2006a	miæ24	?	?	Enqi	miæ₂₄	name	687	CVT
2115	name	Wang2006a	ɲya55	?	?	Ega	ɲya₅₅	name	687	CVT
2116	name	Wang2006a	ɲo55	?	?	Jinman	ɲo₅₅	name	687	CVT
2117	name	Wang2006a	mian55	?	?	Jinxing	mian₅₅	name	687	CVcT
2118	name	Wang2006a	miɚ35	?	?	Dashi	miɚ₃₅	name	687	CVT
2119	name	Wang2006a	miɛ35	?	?	Zhoucheng	miɛ₃₅	name	687	CVT
2120	name	Wang2006a	miɚ55	?	?	Mazhelong	miɚ₅₅	name	687	CVT
2121	name	Allen2007	miɛ55	?	名字	Jianchuan	miɛ₅₅	name	242	CVT
2122	name	Allen2007	miɛ35	?	名字	Eryuan	miɛ₃₅	name	242	CVT
2123	name	Allen2007	miɛ35	?	名字	Heqi	miɛ₃₅	name	242	CVT
2124	name	Allen2007	miɛ55	?	名字	Lanping	miɛ₅₅	name	242	CVT
2125	name	Allen2007	miɛ35	?	名字	Qiliqiao	miɛ₃₅	name	242	CVT
2126	name	Allen2007	miɛ35	?	名字	Yunlong	miɛ₃₅	name	242	CVT
2127	name	Allen2007	miɛ35	?	名字	Xiangyun	miɛ₃₅	name	242	CVT
2128	name	Allen2007	ɲõ55	?	名字	Luobenzhuo	ɲõ₅₅	name	242	CVT
#
2129	near	Wang2006a	jen33	?	?	Tuoluo	jen₃₃	near	975	CVcT
2130	near	Wang2006a	dʑien22	?	?	Gongxing	d͡ʑien₂₂	near	975	CVcT
2131	near	Wang2006a	tɕi22	?	?	Enqi	t͡ɕi₂₂	near	975	CVT
2132	near	Wang2006a	(tsʰo55)	?	?	Ega	t͡sʰo₅₅	near	975	CVT
2133	near	Wang2006a	tsʰo55)	?	?	Jinman	t͡sʰo₅₅	near	975	CVT
2134	near	Wang2006a	(tɕien33	?	?	Jinxing	t͡ɕien₃₃	near	975	CVcT
2135	near	Wang2006a	tɕien33	?	?	Dashi	t͡ɕien₃₃	near	975	CVcT
2136	near	Wang2006a	tɕie33	?	?	Zhoucheng	t͡ɕie₃₃	near	975	CVT
2137	near	Wang2006a	tɕen33	?	?	Mazhelong	t͡ɕen₃₃	near	975	CVcT
2138	near	Allen2007	tɕĩ33	?	近	Jianchuan	t͡ɕĩ₃₃	near	397	CVT
2139	near	Allen2007	tɕi33	?	近	Eryuan	t͡ɕi₃₃	near	397	CVT
2140	near	Allen2007	tɕĩ33	?	近	Heqi	t͡ɕĩ₃₃	near	397	CVT
2141	near	Allen2007	tɕĩ44	?	近	Lanping	t͡ɕĩ₄₄	near	397	CVT
2142	near	Allen2007	tɕiɛ33	?	近	Qiliqiao	t͡ɕiɛ₃₃	near	397	CVT
2143	near	Allen2007	tɕi33	?	近	Yunlong	t͡ɕi₃₃	near	397	CVT
2144	near	Allen2007	jĩ33	?	近	Xiangyun	jĩ₃₃	near	397	CVT
2145	near	Allen2007	tsʰuɔ55	?	近	Luobenzhuo	t͡sʰuɔ₅₅	near	397	CVT
#
2146	new	Wang2006a	ɕien55	?	?	Tuoluo	ɕien₅₅	new	1050	CVcT
2147	new	Wang2006a	ɕien55	?	?	Gongxing	ɕien₅₅	new	1050	CVcT
2148	new	Wang2006a	si24	?	?	Enqi	si₂₄	new	1050	CVT
2149	new	Wang2006a	sɛ55	?	?	Ega	sɛ₅₅	new	1050	CVT
2150	new	Wang2006a	sẽ55	?	?	Jinman	sẽ₅₅	new	1050	CVT
2151	new	Wang2006a	ɕien55	?	?	Jinxing	ɕien₅₅	new	1050	CVcT
2152	new	Wang2006a	ɕʰien55	?	?	Dashi	ɕʰien₅₅	new	1050	CVcT
2153	new	Wang2006a	ɕi35	?	?	Zhoucheng	ɕi₃₅	new	1050	CVT
2154	new	Wang2006a	ɕen55	?	?	Mazhelong	ɕen₅₅	new	1050	CVcT
2155	new	Allen2007	ɕĩ55	?	新	Jianchuan	ɕĩ₅₅	new	421	CVT
2156	new	Allen2007	ɕi55	?	新	Eryuan	ɕi₅₅	new	421	CVT
2157	new	Allen2007	ɕʰĩ55	?	新	Heqi	ɕʰĩ₅₅	new	421	CVT
2158	new	Allen2007	ɕĩ55	?	新	Lanping	ɕĩ₅₅	new	421	CVT
2159	new	Allen2007	ɕi35	?	新	Qiliqiao	ɕi₃₅	new	421	CVT
2160	new	Allen2007	se55	?	新	Yunlong	se₅₅	new	421	CVT
2161	new	Allen2007	ɕĩ55	?	新	Xiangyun	ɕĩ₅₅	new	421	CVT
2162	new	Allen2007	sẽ55	?	新	Luobenzhuo	sẽ₅₅	new	421	CVT
#
2163	nine	Wang2006a	tɕi33	?	?	Tuoluo	t͡ɕi₃₃	nine	805	CVT
2164	nine	Wang2006a	tɕi22	?	?	Gongxing	t͡ɕi₂₂	nine	805	CVT
2165	nine	Wang2006a	tɕiɯ22	?	?	Enqi	t͡ɕiɯ₂₂	nine	805	CVT
2166	nine	Wang2006a	tɕi22	?	?	Ega	t͡ɕi₂₂	nine	805	CVT
2167	nine	Wang2006a	tɕi22	?	?	Jinman	t͡ɕi₂₂	nine	805	CVT
2168	nine	Wang2006a	tɕiɯ33	?	?	Jinxing	t͡ɕiɯ₃₃	nine	805	CVT
2169	nine	Wang2006a	tɕiɯ33	?	?	Dashi	t͡ɕiɯ₃₃	nine	805	CVT
2170	nine	Wang2006a	tɕiɯ33	?	?	Zhoucheng	t͡ɕiɯ₃₃	nine	805	CVT
2171	nine	Wang2006a	tɕǝɯ33	?	?	Mazhelong	t͡ɕǝɯ₃₃	nine	805	CVT
2172	nine	Allen2007	tɕɯ33	?	九	Jianchuan	t͡ɕɯ₃₃	nine	458	CVT
2173	nine	Allen2007	tɕɯ33	?	九	Eryuan	t͡ɕɯ₃₃	nine	458	CVT
2174	nine	Allen2007	tɕɯ33	?	九	Heqi	t͡ɕɯ₃₃	nine	458	CVT
2175	nine	Allen2007	tɕɯ44	?	九	Lanping	t͡ɕɯ₄₄	nine	458	CVT
2176	nine	Allen2007	tɕɯ33	?	九	Qiliqiao	t͡ɕɯ₃₃	nine	458	CVT
2177	nine	Allen2007	tɕɯ33	?	九	Yunlong	t͡ɕɯ₃₃	nine	458	CVT
2178	nine	Allen2007	tɕou33	?	九	Xiangyun	t͡ɕou₃₃	nine	458	CVT
2179	nine	Allen2007	tɕi33	?	九	Luobenzhuo	t͡ɕi₃₃	nine	458	CVT
#
2180	old	Wang2006a	kv33	?	?	Tuoluo	kɤ₃₃	old;aged	1493	CVT
2181	old	Wang2006a	ku22	?	?	Gongxing	ku₂₂	old;aged	1493	CVT
2182	old	Wang2006a	ku22	?	?	Enqi	ku₂₂	old;aged	1493	CVT
2183	old	Wang2006a	kv22	?	?	Ega	kɤ₂₂	old;aged	1493	CVT
2184	old	Wang2006a	kv22	?	?	Jinman	kɤ₂₂	old;aged	1493	CVT
2185	old	Wang2006a	ku33	?	?	Jinxing	ku₃₃	old;aged	1493	CVT
2186	old	Wang2006a	ku33	?	?	Dashi	ku₃₃	old;aged	1493	CVT
2187	old	Wang2006a	ku33	?	?	Zhoucheng	ku₃₃	old;aged	1493	CVT
2188	old	Wang2006a	kv33	?	?	Mazhelong	kɤ₃₃	old;aged	1493	CVT
2189	old	Allen2007	ku33	?	老	Jianchuan	ku₃₃	old;aged	415	CVT
2190	old	Allen2007	ku33	?	老	Eryuan	ku₃₃	old;aged	415	CVT
2191	old	Allen2007	ku33	?	老	Heqi	ku₃₃	old;aged	415	CVT
2192	old	Allen2007	ku33	?	老	Lanping	ku₃₃	old;aged	415	CVT
2193	old	Allen2007	ku33	?	老	Qiliqiao	ku₃₃	old;aged	415	CVT
2194	old	Allen2007	ku33	?	老	Yunlong	ku₃₃	old;aged	415	CVT
2195	old	Allen2007	ku33	?	老	Xiangyun	ku₃₃	old;aged	415	CVT
2196	old	Allen2007	kɤ33	?	老	Luobenzhuo	kɤ₃₃	old;aged	415	CVT
#
2197	used, old	Wang2006a	geŋ21	?	?	Tuoluo	geŋ₂₁	old;used	1051	CVcT
2198	used, old	Wang2006a	gɯ42	?	?	Gongxing	gɯ₄₂	old;used	1051	CVT
2199	used, old	Wang2006a	gɯ43	?	?	Enqi	gɯ₄₃	old;used	1051	CVT
2200	used, old	Wang2006a	gɯ42	?	?	Ega	gɯ₄₂	old;used	1051	CVT
2201	used, old	Wang2006a	gɯ̃42	?	?	Jinman	gɯ̃₄₂	old;used	1051	CVT
2202	used, old	Wang2006a	kɯ31	?	?	Zhoucheng	kɯ₃₁	old;used	1051	CVT
2203	used, old	Wang2006a	kǝɯ21	?	?	Mazhelong	kǝɯ₂₁	old;used	1051	CVT
2204	old	Allen2007	kɯ21	?	旧	Jianchuan	kɯ₂₁	old;used	422	CVT
2205	old	Allen2007	kɯ31	?	旧	Eryuan	kɯ₃₁	old;used	422	CVT
2206	old	Allen2007	kɯ31	?	旧	Heqi	kɯ₃₁	old;used	422	CVT
2207	old	Allen2007	kɯ31	?	旧	Lanping	kɯ₃₁	old;used	422	CVT
2208	old	Allen2007	kɯ33	?	旧	Qiliqiao	kɯ₃₃	old;used	422	CVT
2209	old	Allen2007	kɯ31	?	旧	Yunlong	kɯ₃₁	old;used	422	CVT
2210	old	Allen2007	kɯ21	?	旧	Xiangyun	kɯ₂₁	old;used	422	CVT
2211	old	Allen2007	gɯ̃33	?	旧	Luobenzhuo	gɯ̃₃₃	old;used	422	CVT
#
2212	one	Wang2006a	a21	?	?	Tuoluo	a₂₁	one	797	VT
2213	one	Wang2006a	a55	?	?	Gongxing	a₅₅	one	797	VT
2214	one	Wang2006a	a43	?	?	Enqi	a₄₃	one	797	VT
2215	one	Wang2006a	a42	?	?	Ega	a₄₂	one	797	VT
2216	one	Wang2006a	a42	?	?	Jinman	a₄₂	one	797	VT
2217	one	Wang2006a	a42	?	?	Jinxing	a₄₂	one	797	VT
2218	one	Wang2006a	a31	?	?	Zhoucheng	a₃₁	one	797	VT
2219	one	Wang2006a	a21	?	?	Mazhelong	a₂₁	one	797	VT
2220	one	Allen2007	ji44	?	一	Jianchuan	ji₄₄	one	450	CVT
2221	one	Allen2007	ji44	?	一	Eryuan	ji₄₄	one	450	CVT
2222	one	Allen2007	ji44	?	一	Heqi	ji₄₄	one	450	CVT
2223	one	Allen2007	ji44	?	一	Lanping	ji₄₄	one	450	CVT
2224	one	Allen2007	ji44	?	一	Qiliqiao	ji₄₄	one	450	CVT
2225	one	Allen2007	ji44/a31	?	一	Yunlong	ji₄₄	one	450	CVT
2226	one	Allen2007	a31	?	一	Xiangyun	a₃₁	one	450	VT
2227	one	Allen2007	ʔi55	?	一	Luobenzhuo	ʔi₅₅	one	450	CVT
#
2228	open	Wang2006a	qʰɚ̃55	verb	?	Tuoluo	qʰɚ̃₅₅	open	1461	CVT
2229	open	Wang2006a	qʰe55	verb	?	Gongxing	qʰe₅₅	open	1461	CVT
2230	open	Wang2006a	qʰɯ24	verb	?	Enqi	qʰɯ₂₄	open	1461	CVT
2231	open	Wang2006a	qʰɯ55	verb	?	Ega	qʰɯ₅₅	open	1461	CVT
2232	open	Wang2006a	qʰɯ̃55	verb	?	Jinman	qʰɯ̃₅₅	open	1461	CVT
2233	open	Wang2006a	kʰɯ55	verb	?	Jinxing	kʰɯ₅₅	open	1461	CVT
2234	open	Wang2006a	kʰɯ55	verb	?	Dashi	kʰɯ₅₅	open	1461	CVT
2235	open	Wang2006a	kʰɯ55	verb	?	Zhoucheng	kʰɯ₅₅	open	1461	CVT
2236	open	Wang2006a	kʰǝ55	verb	?	Mazhelong	kʰǝ₅₅	open	1461	CVT
2237	open(door)	Allen2007	kʰɯ55	verb	开（门）	Jianchuan	kʰɯ₅₅	open	324	CVT
2238	open(door)	Allen2007	kʰɯ55	verb	开（门）	Eryuan	kʰɯ₅₅	open	324	CVT
2239	open(door)	Allen2007	kʰɯ55	verb	开（门）	Heqi	kʰɯ₅₅	open	324	CVT
2240	open(door)	Allen2007	kʰe55	verb	开（门）	Lanping	kʰe₅₅	open	324	CVT
2241	open(door)	Allen2007	kʰɯ55	verb	开（门）	Qiliqiao	kʰɯ₅₅	open	324	CVT
2242	open(door)	Allen2007	kʰɯ55	verb	开（门）	Yunlong	kʰɯ₅₅	open	324	CVT
2243	open(door)	Allen2007	kʰou55	verb	开（门）	Xiangyun	kʰou₅₅	open	324	CVT
2244	open(door)	Allen2007	qʰɯ̃55	verb	开（门）	Luobenzhuo	qʰɯ̃₅₅	open	324	CVT
#
2245	outside	Wang2006a	ŋuɔ42	?	?	Tuoluo	ŋuɔ₄₂	outside	714	CVT
2246	outside	Wang2006a	uaŋ24	?	?	Gongxing	uaŋ₂₄	outside	714	VcT
2247	outside	Wang2006a	ua55	?	?	Enqi	ua₅₅	outside	714	VT
2248	outside	Wang2006a	ŋua44	?	?	Ega	ŋua₄₄	outside	714	CVT
2249	outside	Wang2006a	(p|ɯ55ʐɚ21nõ22)	?	?	Jinman	p|ɯ₅₅ʐɚ₂₁nõ₂₂	outside	714	CVTCVTCVT
2250	outside	Wang2006a	uɑ̃44	?	?	Jinxing	uɑ̃₄₄	outside	714	VT
2251	outside	Wang2006a	uaŋ33	?	?	Dashi	uaŋ₃₃	outside	714	VcT
2252	outside	Wang2006a	ua44	?	?	Zhoucheng	ua₄₄	outside	714	VT
2253	outside	Wang2006a	ŋua44	?	?	Mazhelong	ŋua₄₄	outside	714	CVT
2254	outside	Allen2007	wã44fɤ33	?	外边	Jianchuan	wã₄₄fɤ₃₃	outside	30	CVTCVT
2255	outside	Allen2007	ŋua44pɔ31	?	外边	Eryuan	ŋua₄₄pɔ₃₁	outside	30	CVTCVT
2256	outside	Allen2007	wã44fɤ33	?	外边	Heqi	wã₄₄fɤ₃₃	outside	30	CVTCVT
2257	outside	Allen2007	wã55pʰao44	?	外边	Lanping	wã₅₅pʰao₄₄	outside	30	CVTCVT
2258	outside	Allen2007	wa44pɔ21	?	外边	Qiliqiao	wa₄₄pɔ₂₁	outside	30	CVTCVT
2259	outside	Allen2007	ŋua44pɔ31	?	外边	Yunlong	ŋua₄₄pɔ₃₁	outside	30	CVTCVT
2260	outside	Allen2007	wã44sɛ̃21	?	外边	Xiangyun	wã₄₄sɛ̃₂₁	outside	30	CVTCVT
2261	outside	Allen2007	po33tɕæ33nao31	?	外边	Luobenzhuo	po₃₃t͡ɕæ₃₃nao₃₁	outside	30	CVTCVTCVT
#
2262	paddy fields	Wang2006a	ɕyi3ʑi21	?	?	Tuoluo	ɕyi₃ʑi₂₁	paddy field	42	CVTCVT
2263	paddy fields	Wang2006a	tsa21tɕi31	?	?	Jinxing	t͡sa₂₁t͡ɕi₃₁	paddy field	42	CVTCVT
2264	paddy fields	Wang2006a	ɕyi33tɕi21	?	?	Dashi	ɕyi₃₃t͡ɕi₂₁	paddy field	42	CVTCVT
2265	paddy fields	Wang2006a	tɕi31	?	?	Zhoucheng	t͡ɕi₃₁	paddy field	42	CVT
2266	paddy fields	Wang2006a	ɕu33ti31	?	?	Mazhelong	ɕu₃₃ti₃₁	paddy field	42	CVTCVT
2267	paddy field	Allen2007	kou21	?	水稻	Jianchuan	kou₂₁	paddy field	93	CVT
2268	paddy field	Allen2007	kɔ21	?	水稻	Eryuan	kɔ₂₁	paddy field	93	CVT
2269	paddy field	Allen2007	kuɔ21	?	水稻	Heqi	kuɔ₂₁	paddy field	93	CVT
2270	paddy field	Allen2007	ku21tsɯ33	?	水稻	Lanping	ku₂₁t͡sɯ₃₃	paddy field	93	CVTCVT
2271	paddy field	Allen2007	kuɔ21	?	水稻	Qiliqiao	kuɔ₂₁	paddy field	93	CVT
2272	paddy field	Allen2007	kao21	?	水稻	Yunlong	kao₂₁	paddy field	93	CVT
2273	paddy field	Allen2007	ku21	?	水稻	Xiangyun	ku₂₁	paddy field	93	CVT
2274	paddy field	Allen2007	qao31	?	水稻	Luobenzhuo	qao₃₁	paddy field	93	CVT
#
2275	paper	Wang2006a	tʂɚ̃33	?	?	Tuoluo	t͡ʂɚ̃₃₃	paper	647	CVT
2276	paper	Wang2006a	tʂi22	?	?	Gongxing	t͡ʂi₂₂	paper	647	CVT
2277	paper	Wang2006a	tsɿ22	?	?	Enqi	t͡sɿ₂₂	paper	647	CVT
2278	paper	Wang2006a	tsɛ22	?	?	Ega	t͡sɛ₂₂	paper	647	CVT
2279	paper	Wang2006a	tʂɚ̃22	?	?	Jinman	t͡ʂɚ̃₂₂	paper	647	CVT
2280	paper	Wang2006a	tsi33	?	?	Jinxing	t͡si₃₃	paper	647	CVT
2281	paper	Wang2006a	tʂi33	?	?	Dashi	t͡ʂi₃₃	paper	647	CVT
2282	paper	Wang2006a	tsi33	?	?	Zhoucheng	t͡si₃₃	paper	647	CVT
2283	paper	Wang2006a	tsi33	?	?	Mazhelong	t͡si₃₃	paper	647	CVT
2284	paper	Allen2007	tsɿ33	?	纸	Jianchuan	t͡sɿ₃₃	paper	234	CVT
2285	paper	Allen2007	tsɿ33	?	纸	Eryuan	t͡sɿ₃₃	paper	234	CVT
2286	paper	Allen2007	tsɿ33	?	纸	Heqi	t͡sɿ₃₃	paper	234	CVT
2287	paper	Allen2007	tsɿ44	?	纸	Lanping	t͡sɿ₄₄	paper	234	CVT
2288	paper	Allen2007	tsɿ33	?	纸	Qiliqiao	t͡sɿ₃₃	paper	234	CVT
2289	paper	Allen2007	dzɿ33	?	纸	Yunlong	d͡zɿ₃₃	paper	234	CVT
2290	paper	Allen2007	tsɿ33	?	纸	Xiangyun	t͡sɿ₃₃	paper	234	CVT
2291	paper	Allen2007	tɕɯ̃31	?	纸	Luobenzhuo	t͡ɕɯ̃₃₁	paper	234	CVT
#
2292	path; road	Wang2006a	tʰv33	?	?	Tuoluo	tʰɤ₃₃	path;road	38	CVT
2293	path; road	Wang2006a	tʰy22	?	?	Gongxing	tʰy₂₂	path;road	38	CVT
2294	path; road	Wang2006a	tʰiu22	?	?	Enqi	tʰiu₂₂	path;road	38	CVT
2295	path; road	Wang2006a	tɕiu22	?	?	Ega	t͡ɕiu₂₂	path;road	38	CVT
2296	path; road	Wang2006a	ʈʰu22	?	?	Jinman	ʈʰu₂₂	path;road	38	CVT
2297	path; road	Wang2006a	tʰu33	?	?	Jinxing	tʰu₃₃	path;road	38	CVT
2298	path; road	Wang2006a	tʰu33	?	?	Dashi	tʰu₃₃	path;road	38	CVT
2299	path; road	Wang2006a	tʰo33	?	?	Zhoucheng	tʰo₃₃	path;road	38	CVT
2300	path; road	Wang2006a	tʰǝɯ33	?	?	Mazhelong	tʰǝɯ₃₃	path;road	38	CVT
2301	road	Allen2007	tʰu33	?	路	Jianchuan	tʰu₃₃	path;road	171	CVT
2302	road	Allen2007	tʰɔ33	?	路	Eryuan	tʰɔ₃₃	path;road	171	CVT
2303	road	Allen2007	tʰu33	?	路	Heqi	tʰu₃₃	path;road	171	CVT
2304	road	Allen2007	tʰu33	?	路	Lanping	tʰu₃₃	path;road	171	CVT
2305	road	Allen2007	tʰu33	?	路	Qiliqiao	tʰu₃₃	path;road	171	CVT
2306	road	Allen2007	tʰu33	?	路	Yunlong	tʰu₃₃	path;road	171	CVT
2307	road	Allen2007	tʰu33	?	路	Xiangyun	tʰu₃₃	path;road	171	CVT
2308	road	Allen2007	tao42cʰɤ33	?	路	Luobenzhuo	tao₄₂cʰɤ₃₃	path;road	171	CVTCVT
#
2309	pea; bean	Wang2006a	djɯ21	?	?	Tuoluo	djɯ₂₁	pea;bean	430	CCVT
2310	pea; bean	Wang2006a	di42	?	?	Gongxing	di₄₂	pea;bean	430	CVT
2311	pea; bean	Wang2006a	dɯ43	?	?	Enqi	dɯ₄₃	pea;bean	430	CVT
2312	pea; bean	Wang2006a	dɯ42	?	?	Ega	dɯ₄₂	pea;bean	430	CVT
2313	pea; bean	Wang2006a	dɯ42	?	?	Jinman	dɯ₄₂	pea;bean	430	CVT
2314	pea; bean	Wang2006a	tǝ̃31	?	?	Jinxing	tǝ̃₃₁	pea;bean	430	CVT
2315	pea; bean	Wang2006a	tɯ31	?	?	Dashi	tɯ₃₁	pea;bean	430	CVT
