# Wordlist

# META
@modified:2015-01-20 10:39

# DATA
ID	GLOSS_IN_SOURCE	SOURCE	ENTRY_IN_SOURCE	POS	CHINESE_GLOSS	DOCULECT	IPA	CONCEPT	ID_IN_SOURCE	PST
893	easy	Allen2007	ɔ42	?	容易	Qiliqiao	ɔ₄₂	easy	431	VT
894	easy	Allen2007	jo33ji31	?	容易	Yunlong	jo₃₃ji₃₁	easy	431	CVTCVT
895	easy	Allen2007	wɔ42	?	容易	Xiangyun	wɔ₄₂	easy	431	CVT
896	easy	Allen2007	wu33	?	容易	Luobenzhuo	wu₃₃	easy	431	CVT
#
897	eat	Wang2006a	ju42	verb	?	Tuoluo	ju₄₂	eat	1198	CVT
898	eat	Wang2006a	ju42	verb	?	Gongxing	ju₄₂	eat	1198	CVT
899	eat	Wang2006a	jɯ55	verb	?	Enqi	jɯ₅₅	eat	1198	CVT
900	eat	Wang2006a	ji44	verb	?	Ega	ji₄₄	eat	1198	CVT
901	eat	Wang2006a	ji55	verb	?	Jinman	ji₅₅	eat	1198	CVT
902	eat	Wang2006a	jɯ44	verb	?	Jinxing	jɯ₄₄	eat	1198	CVT
903	eat	Wang2006a	jɯ44	verb	?	Dashi	jɯ₄₄	eat	1198	CVT
904	eat	Wang2006a	jɯ44	verb	?	Zhoucheng	jɯ₄₄	eat	1198	CVT
905	eat	Wang2006a	ji44	verb	?	Mazhelong	ji₄₄	eat	1198	CVT
906	eat	Allen2007	jɯ44	verb	吃	Jianchuan	jɯ₄₄	eat	260	CVT
907	eat	Allen2007	jɯ44	verb	吃	Eryuan	jɯ₄₄	eat	260	CVT
908	eat	Allen2007	jɯ44	verb	吃	Heqi	jɯ₄₄	eat	260	CVT
909	eat	Allen2007	jɯ44	verb	吃	Lanping	jɯ₄₄	eat	260	CVT
910	eat	Allen2007	ɣɯ33	verb	吃	Qiliqiao	ɣɯ₃₃	eat	260	CVT
911	eat	Allen2007	jɯ44	verb	吃	Yunlong	jɯ₄₄	eat	260	CVT
912	eat	Allen2007	jou44	verb	吃	Xiangyun	jou₄₄	eat	260	CVT
913	eat	Allen2007	ji44	verb	吃	Luobenzhuo	ji₄₄	eat	260	CVT
#
914	egg	Wang2006a	sen42	?	?	Gongxing	sen₄₂	egg	450	CVcT
915	egg	Wang2006a	sE43	?	?	Enqi	sɛ₄₃	egg	450	CVT
916	egg	Wang2006a	sɛ42	?	?	Ega	sɛ₄₂	egg	450	CVT
917	egg	Wang2006a	sẽ42	?	?	Jinman	sẽ₄₂	egg	450	CVT
918	egg	Wang2006a	sen42	?	?	Jinxing	sen₄₂	egg	450	CVcT
919	egg	Wang2006a	sen42	?	?	Dashi	sen₄₂	egg	450	CVcT
920	egg	Wang2006a	se42	?	?	Zhoucheng	se₄₂	egg	450	CVT
921	egg	Wang2006a	sɛ42	?	?	Mazhelong	sɛ₄₂	egg	450	CVT
922	egg	Allen2007	se42	?	蛋	Jianchuan	se₄₂	egg	84	CVT
923	egg	Allen2007	se42	?	蛋	Eryuan	se₄₂	egg	84	CVT
924	egg	Allen2007	sẽ42	?	蛋	Heqi	sẽ₄₂	egg	84	CVT
925	egg	Allen2007	sɛ̃42	?	蛋	Lanping	sɛ̃₄₂	egg	84	CVT
926	egg	Allen2007	se32	?	蛋	Qiliqiao	se₃₂	egg	84	CVT
927	egg	Allen2007	sɛ42	?	蛋	Yunlong	sɛ₄₂	egg	84	CVT
928	egg	Allen2007	sẽ42	?	蛋	Xiangyun	sẽ₄₂	egg	84	CVT
929	egg	Allen2007	sæ̃42	?	蛋	Luobenzhuo	sæ̃₄₂	egg	84	CVT
#
930	eight	Wang2006a	tɕo42	?	?	Tuoluo	t͡ɕo₄₂	eight	804	CVT
931	eight	Wang2006a	tɕua24	?	?	Gongxing	t͡ɕua₂₄	eight	804	CVT
932	eight	Wang2006a	pia55	?	?	Enqi	pia₅₅	eight	804	CVT
933	eight	Wang2006a	tɕya44	?	?	Ega	t͡ɕya₄₄	eight	804	CVT
934	eight	Wang2006a	tɕua55	?	?	Jinman	t͡ɕua₅₅	eight	804	CVT
935	eight	Wang2006a	pio44?	?	?	Jinxing	pio₄₄?	eight	804	CVTc
936	eight	Wang2006a	pia44	?	?	Dashi	pia₄₄	eight	804	CVT
937	eight	Wang2006a	pia44	?	?	Zhoucheng	pia₄₄	eight	804	CVT
938	eight	Wang2006a	pia44	?	?	Mazhelong	pia₄₄	eight	804	CVT
939	eight	Allen2007	pia44	?	八	Jianchuan	pia₄₄	eight	457	CVT
940	eight	Allen2007	pia44	?	八	Eryuan	pia₄₄	eight	457	CVT
941	eight	Allen2007	pia44	?	八	Heqi	pia₄₄	eight	457	CVT
942	eight	Allen2007	pia44	?	八	Lanping	pia₄₄	eight	457	CVT
943	eight	Allen2007	pia44	?	八	Qiliqiao	pia₄₄	eight	457	CVT
944	eight	Allen2007	pia44	?	八	Yunlong	pia₄₄	eight	457	CVT
945	eight	Allen2007	pia44	?	八	Xiangyun	pia₄₄	eight	457	CVT
946	eight	Allen2007	ʧua44	?	八	Luobenzhuo	ʧua₄₄	eight	457	CVT
#
947	eye	Wang2006a	uen33	?	?	Tuoluo	uen₃₃	eye	79	VcT
948	eye	Wang2006a	uen22	?	?	Gongxing	uen₂₂	eye	79	VcT
949	eye	Wang2006a	ŋui22	?	?	Enqi	ŋui₂₂	eye	79	CVT
950	eye	Wang2006a	ŋui22	?	?	Ega	ŋui₂₂	eye	79	CVT
951	eye	Wang2006a	mi22	?	?	Jinman	mi₂₂	eye	79	CVT
952	eye	Wang2006a	uẽ33	?	?	Jinxing	uẽ₃₃	eye	79	VT
953	eye	Wang2006a	uẽ33	?	?	Dashi	uẽ₃₃	eye	79	VT
954	eye	Wang2006a	ue33	?	?	Zhoucheng	ue₃₃	eye	79	VT
955	eye	Wang2006a	ŋuɛ33	?	?	Mazhelong	ŋuɛ₃₃	eye	79	CVT
956	eye	Allen2007	wẽ33	?	眼	Jianchuan	wẽ₃₃	eye	127	CVT
957	eye	Allen2007	ŋue33	?	眼	Eryuan	ŋue₃₃	eye	127	CVT
958	eye	Allen2007	wẽ33	?	眼	Heqi	wẽ₃₃	eye	127	CVT
959	eye	Allen2007	wẽ44	?	眼	Lanping	wẽ₄₄	eye	127	CVT
960	eye	Allen2007	we33	?	眼	Qiliqiao	we₃₃	eye	127	CVT
961	eye	Allen2007	ŋue33	?	眼	Yunlong	ŋue₃₃	eye	127	CVT
962	eye	Allen2007	wẽ33	?	眼	Xiangyun	wẽ₃₃	eye	127	CVT
963	eye	Allen2007	mi33	?	眼	Luobenzhuo	mi₃₃	eye	127	CVT
#
964	to drop	Wang2006a	(u42?)	verb	?	Tuoluo	u₄₂?	fall down;drop	1274	VTc
965	to drop	Wang2006a	tɕɛ24	verb	?	Gongxing	t͡ɕɛ₂₄	fall down;drop	1274	CVT
966	to drop	Wang2006a	dua21	verb	?	Enqi	dua₂₁	fall down;drop	1274	CVT
967	to drop	Wang2006a	tua42	verb	?	Ega	tua₄₂	fall down;drop	1274	CVT
968	to drop	Wang2006a	tua42	verb	?	Jinman	tua₄₂	fall down;drop	1274	CVT
969	to drop	Wang2006a	tuɑ42	verb	?	Jinxing	tuɑ₄₂	fall down;drop	1274	CVT
970	to drop	Wang2006a	(nɚ31)	verb	?	Dashi	nɚ₃₁	fall down;drop	1274	CVT
971	to drop	Wang2006a	tua42	verb	?	Zhoucheng	tua₄₂	fall down;drop	1274	CVT
972	to drop	Wang2006a	(dʑiaŋ21)	verb	?	Mazhelong	d͡ʑiaŋ₂₁	fall down;drop	1274	CVcT
973	fall down	Allen2007	tuɛ44fɛ̃33	verb	跌倒	Jianchuan	tuɛ₄₄fɛ̃₃₃	fall down;drop	285	CVTCVT
974	fall down	Allen2007	to44pa44	verb	跌倒	Eryuan	to₄₄pa₄₄	fall down;drop	285	CVTCVT
975	fall down	Allen2007	tou44	verb	跌倒	Heqi	tou₄₄	fall down;drop	285	CVT
976	fall down	Allen2007	tuɛ44fɛ̃33	verb	跌倒	Lanping	tuɛ₄₄fɛ̃₃₃	fall down;drop	285	CVTCVT
977	fall down	Allen2007	to44xɯ55	verb	跌倒	Qiliqiao	to₄₄xɯ₅₅	fall down;drop	285	CVTCVT
978	fall down	Allen2007	to44fɛ44	verb	跌倒	Yunlong	to₄₄fɛ₄₄	fall down;drop	285	CVTCVT
979	fall down	Allen2007	kũã33tsʰɛ̃33	verb	跌倒	Xiangyun	kũã₃₃t͡sʰɛ̃₃₃	fall down;drop	285	CVTCVT
980	fall down	Allen2007	tu55xa44	verb	跌倒	Luobenzhuo	tu₅₅xa₄₄	fall down;drop	285	CVTCVT
#
981	far	Wang2006a	tue33	?	?	Tuoluo	tue₃₃	far	974	CVT
982	far	Wang2006a	tiuen22	?	?	Gongxing	tiuen₂₂	far	974	CVcT
983	far	Wang2006a	tyE22	?	?	Enqi	tyɛ₂₂	far	974	CVT
984	far	Wang2006a	ti22	?	?	Ega	ti₂₂	far	974	CVT
985	far	Wang2006a	tyi22	?	?	Jinman	tyi₂₂	far	974	CVT
986	far	Wang2006a	tuen33	?	?	Jinxing	tuen₃₃	far	974	CVcT
987	far	Wang2006a	tuen33	?	?	Dashi	tuen₃₃	far	974	CVcT
988	far	Wang2006a	tue33	?	?	Zhoucheng	tue₃₃	far	974	CVT
989	far	Wang2006a	tsuen33	?	?	Mazhelong	t͡suen₃₃	far	974	CVcT
990	far	Allen2007	tũẽ33	?	远	Jianchuan	tũẽ₃₃	far	396	CVT
991	far	Allen2007	tue33	?	远	Eryuan	tue₃₃	far	396	CVT
992	far	Allen2007	tuẽ33	?	远	Heqi	tuẽ₃₃	far	396	CVT
993	far	Allen2007	tũẽ44	?	远	Lanping	tũẽ₄₄	far	396	CVT
994	far	Allen2007	tue33	?	远	Qiliqiao	tue₃₃	far	396	CVT
995	far	Allen2007	tue33	?	远	Yunlong	tue₃₃	far	396	CVT
996	far	Allen2007	tũẽ33	?	远	Xiangyun	tũẽ₃₃	far	396	CVT
997	far	Allen2007	dy33	?	远	Luobenzhuo	dy₃₃	far	396	CVT
#
1261	grease, fat	Wang2006a	tʂi55	?	?	Tuoluo	t͡ʂi₅₅	fat	445	CVT
1262	grease, fat	Wang2006a	tʂi55	?	?	Gongxing	t͡ʂi₅₅	fat	445	CVT
1263	grease, fat	Wang2006a	tsɿ24	?	?	Enqi	t͡sɿ₂₄	fat	445	CVT
1264	grease, fat	Wang2006a	tsɛ55	?	?	Ega	t͡sɛ₅₅	fat	445	CVT
1265	grease, fat	Wang2006a	tʂi55	?	?	Jinman	t͡ʂi₅₅	fat	445	CVT
1266	grease, fat	Wang2006a	tsi55	?	?	Jinxing	t͡si₅₅	fat	445	CVT
1267	grease, fat	Wang2006a	tʂi55	?	?	Dashi	t͡ʂi₅₅	fat	445	CVT
1268	grease, fat	Wang2006a	tsi35	?	?	Zhoucheng	t͡si₃₅	fat	445	CVT
1269	grease, fat	Wang2006a	tsi55	?	?	Mazhelong	t͡si₅₅	fat	445	CVT
1270	animal oil	Allen2007	tsɿ55	?	动物油(脂肪)	Jianchuan	t͡sɿ₅₅	fat	198	CVT
1271	animal oil	Allen2007	tsɿ35	?	动物油(脂肪)	Eryuan	t͡sɿ₃₅	fat	198	CVT
1272	animal oil	Allen2007	tsɿ55	?	动物油(脂肪)	Heqi	t͡sɿ₅₅	fat	198	CVT
1273	animal oil	Allen2007	tsɿ55	?	动物油(脂肪)	Lanping	t͡sɿ₅₅	fat	198	CVT
1274	animal oil	Allen2007	tsɿ35	?	动物油(脂肪)	Qiliqiao	t͡sɿ₃₅	fat	198	CVT
1275	animal oil	Allen2007	tsɿ35	?	动物油(脂肪)	Yunlong	t͡sɿ₃₅	fat	198	CVT
1276	animal oil	Allen2007	tsɿ35	?	动物油(脂肪)	Xiangyun	t͡sɿ₃₅	fat	198	CVT
1277	animal oil	Allen2007	tʂʅ55	?	动物油(脂肪)	Luobenzhuo	t͡ʂʅ₅₅	fat	198	CVT
#
998	father	Wang2006a	bo33	?	?	Tuoluo	bo₃₃	father	218	CVT
999	father	Allen2007	a31ti33	?	父亲	Jianchuan	a₃₁ti₃₃	father	162	VTCVT
1000	father	Allen2007	a55ji21	?	父亲	Eryuan	a₅₅ji₂₁	father	162	VTCVT
1001	father	Allen2007	ti33	?	父亲	Heqi	ti₃₃	father	162	CVT
1002	father	Allen2007	a44ti44	?	父亲	Lanping	a₄₄ti₄₄	father	162	VTCVT
1003	father	Allen2007	a31ti33	?	父亲	Qiliqiao	a₃₁ti₃₃	father	162	VTCVT
1004	father	Allen2007	a55ti33	?	父亲	Yunlong	a₅₅ti₃₃	father	162	VTCVT
1005	father	Allen2007	a31ti33	?	父亲	Xiangyun	a₃₁ti₃₃	father	162	VTCVT
1006	father	Allen2007	a55bɔ33	?	父亲	Luobenzhuo	a₅₅bɔ₃₃	father	162	VTCVT
#
1007	finger	Wang2006a	ɕɨɯ33tʂɚ33	?	?	Tuoluo	ɕɨɯ₃₃t͡ʂɚ₃₃	finger	109	CVTCVT
1008	finger	Wang2006a	ʂi22tʂi22	?	?	Gongxing	ʂi₂₂t͡ʂi₂₂	finger	109	CVTCVT
1009	finger	Wang2006a	ɕiɯ22tsɿ22	?	?	Enqi	ɕiɯ₂₂t͡sɿ₂₂	finger	109	CVTCVT
1010	finger	Wang2006a	ɕi22tsɛ22	?	?	Ega	ɕi₂₂t͡sɛ₂₂	finger	109	CVTCVT
1011	finger	Wang2006a	ɕi22tʂɚ22	?	?	Jinman	ɕi₂₂t͡ʂɚ₂₂	finger	109	CVTCVT
1012	finger	Wang2006a	sɯ33tsi33	?	?	Jinxing	sɯ₃₃t͡si₃₃	finger	109	CVTCVT
1013	finger	Wang2006a	ʂɯ33ti31	?	?	Dashi	ʂɯ₃₃ti₃₁	finger	109	CVTCVT
1014	finger	Wang2006a	sɯ33tsi33	?	?	Zhoucheng	sɯ₃₃t͡si₃₃	finger	109	CVTCVT
1015	finger	Wang2006a	sǝɯ33tsi44	?	?	Mazhelong	sǝɯ₃₃t͡si₄₄	finger	109	CVTCVT
1016	finger	Allen2007	sɯ33tɯ21tsɿ33	?	手指	Jianchuan	sɯ₃₃tɯ₂₁t͡sɿ₃₃	finger	136	CVTCVTCVT
1017	finger	Allen2007	ʂɯ33tɯ21tse44ne31	?	手指	Eryuan	ʂɯ₃₃tɯ₂₁t͡se₄₄ne₃₁	finger	136	CVTCVTCVTCVT
1018	finger	Allen2007	sʰɯ33tɯ21ti55mɔu33	?	手指	Heqi	sʰɯ₃₃tɯ₂₁ti₅₅mɔu₃₃	finger	136	CVTCVTCVTCVT
1019	finger	Allen2007	sɯ33ti55tiɯ33	?	手指	Lanping	sɯ₃₃ti₅₅tiɯ₃₃	finger	136	CVTCVTCVT
1020	finger	Allen2007	sɯ33tsɿ31tsɿ33	?	手指	Qiliqiao	sɯ₃₃t͡sɿ₃₁t͡sɿ₃₃	finger	136	CVTCVTCVT
1021	finger	Allen2007	ʃɤ33tsɿ33	?	手指	Yunlong	ʃɤ₃₃t͡sɿ₃₃	finger	136	CVTCVT
1022	finger	Allen2007	sou33tou21tsɿ33	?	手指	Xiangyun	sou₃₃tou₂₁t͡sɿ₃₃	finger	136	CVTCVTCVT
1023	finger	Allen2007	ɕi33tɕɯ̃31	?	手指	Luobenzhuo	ɕi₃₃t͡ɕɯ̃₃₁	finger	136	CVTCVT
#
1024	nail	Wang2006a	ɕiɯ33qa42	?	?	Tuoluo	ɕiɯ₃₃qa₄₂	finger-nail	113	CVTCVT
1025	nail	Wang2006a	tʂi24qa24	?	?	Gongxing	t͡ʂi₂₄qa₂₄	finger-nail	113	CVTCVT
1026	nail	Wang2006a	tiɯ21qa24	?	?	Enqi	tiɯ₂₁qa₂₄	finger-nail	113	CVTCVT
1027	nail	Wang2006a	ɕi22qa44	?	?	Ega	ɕi₂₂qa₄₄	finger-nail	113	CVTCVT
1028	nail	Wang2006a	qa44	?	?	Jinman	qa₄₄	finger-nail	113	CVT
1029	nail	Wang2006a	sɯ33ka44	?	?	Jinxing	sɯ₃₃ka₄₄	finger-nail	113	CVTCVT
1030	nail	Wang2006a	ʂɯ33ka44	?	?	Dashi	ʂɯ₃₃ka₄₄	finger-nail	113	CVTCVT
1031	nail	Wang2006a	sɯ33ka44	?	?	Zhoucheng	sɯ₃₃ka₄₄	finger-nail	113	CVTCVT
1032	nail	Wang2006a	sǝɯ33kɚ44	?	?	Mazhelong	sǝɯ₃₃kɚ₄₄	finger-nail	113	CVTCVT
1033	fingernail	Allen2007	sɯ33tɯ21kɛ44	?	指甲	Jianchuan	sɯ₃₃tɯ₂₁kɛ₄₄	finger-nail	137	CVTCVTCVT
1034	fingernail	Allen2007	ʂɯ33tɯ21kʲɛ44	?	指甲	Eryuan	ʂɯ₃₃tɯ₂₁kʲɛ₄₄	finger-nail	137	CVTCVTCVT
1035	fingernail	Allen2007	sʰɯ33tɯ21kɛ42	?	指甲	Heqi	sʰɯ₃₃tɯ₂₁kɛ₄₂	finger-nail	137	CVTCVTCVT
1036	fingernail	Allen2007	sɯ33ti55kɛ44pʰiɛ55	?	指甲	Lanping	sɯ₃₃ti₅₅kɛ₄₄pʰiɛ₅₅	finger-nail	137	CVTCVTCVTCVT
1037	fingernail	Allen2007	sɯ33tɕi33kiɛ44	?	指甲	Qiliqiao	sɯ₃₃t͡ɕi₃₃kiɛ₄₄	finger-nail	137	CVTCVTCVT
1038	fingernail	Allen2007	ʃɤ33tɯ21kɛ44	?	指甲	Yunlong	ʃɤ₃₃tɯ₂₁kɛ₄₄	finger-nail	137	CVTCVTCVT
1039	fingernail	Allen2007	sou33tou21kʲɛ44	?	指甲	Xiangyun	sou₃₃tou₂₁kʲɛ₄₄	finger-nail	137	CVTCVTCVT
1040	fingernail	Allen2007	ɕi33tɕɯ̃31tɯ31qao55	?	指甲	Luobenzhuo	ɕi₃₃t͡ɕɯ̃₃₁tɯ₃₁qao₅₅	finger-nail	137	CVTCVTCVTCVT
#
1041	fire	Wang2006a	xue33	?	?	Tuoluo	xue₃₃	fire	18	CVT
1042	fire	Wang2006a	xuɛ22	?	?	Gongxing	xuɛ₂₂	fire	18	CVT
1043	fire	Wang2006a	xui22	?	?	Enqi	xui₂₂	fire	18	CVT
1044	fire	Wang2006a	fi22	?	?	Ega	fi₂₂	fire	18	CVT
1045	fire	Wang2006a	fi22	?	?	Jinman	fi₂₂	fire	18	CVT
1046	fire	Wang2006a	xui33	?	?	Jinxing	xui₃₃	fire	18	CVT
1047	fire	Wang2006a	xui33	?	?	Dashi	xui₃₃	fire	18	CVT
1048	fire	Wang2006a	xui33	?	?	Zhoucheng	xui₃₃	fire	18	CVT
1049	fire	Wang2006a	fi33	?	?	Mazhelong	fi₃₃	fire	18	CVT
1050	fire	Allen2007	xue33	?	火	Jianchuan	xue₃₃	fire	24	CVT
1051	fire	Allen2007	xue33	?	火	Eryuan	xue₃₃	fire	24	CVT
1052	fire	Allen2007	xʰue33	?	火	Heqi	xʰue₃₃	fire	24	CVT
1053	fire	Allen2007	xue44	?	火	Lanping	xue₄₄	fire	24	CVT
1054	fire	Allen2007	xue33	?	火	Qiliqiao	xue₃₃	fire	24	CVT
1055	fire	Allen2007	xue33	?	火	Yunlong	xue₃₃	fire	24	CVT
1056	fire	Allen2007	xue33	?	火	Xiangyun	xue₃₃	fire	24	CVT
1057	fire	Allen2007	fi33	?	火	Luobenzhuo	fi₃₃	fire	24	CVT
#
1058	firewood	Wang2006a	ɕien55	?	?	Tuoluo	ɕien₅₅	firewood	534	CVcT
1059	firewood	Wang2006a	χien55	?	?	Gongxing	χien₅₅	firewood	534	CVcT
1060	firewood	Wang2006a	si24	?	?	Enqi	si₂₄	firewood	534	CVT
1061	firewood	Wang2006a	sɛ55	?	?	Ega	sɛ₅₅	firewood	534	CVT
1062	firewood	Wang2006a	sẽ55	?	?	Jinman	sẽ₅₅	firewood	534	CVT
1063	firewood	Wang2006a	ɕien55	?	?	Jinxing	ɕien₅₅	firewood	534	CVcT
1064	firewood	Wang2006a	ɕien55	?	?	Dashi	ɕien₅₅	firewood	534	CVcT
1065	firewood	Wang2006a	ɕi35	?	?	Zhoucheng	ɕi₃₅	firewood	534	CVT
1066	firewood	Wang2006a	ɕen55	?	?	Mazhelong	ɕen₅₅	firewood	534	CVcT
1067	firewood	Allen2007	ɕĩ55	?	柴	Jianchuan	ɕĩ₅₅	firewood	222	CVT
1068	firewood	Allen2007	ɕi55	?	柴	Eryuan	ɕi₅₅	firewood	222	CVT
1069	firewood	Allen2007	ɕʰĩ55	?	柴	Heqi	ɕʰĩ₅₅	firewood	222	CVT
1070	firewood	Allen2007	ɕĩ55	?	柴	Lanping	ɕĩ₅₅	firewood	222	CVT
1071	firewood	Allen2007	ɕi35	?	柴	Qiliqiao	ɕi₃₅	firewood	222	CVT
1072	firewood	Allen2007	se55	?	柴	Yunlong	se₅₅	firewood	222	CVT
1073	firewood	Allen2007	ɕĩ55	?	柴	Xiangyun	ɕĩ₅₅	firewood	222	CVT
1074	firewood	Allen2007	sɛ̃55	?	柴	Luobenzhuo	sɛ̃₅₅	firewood	222	CVT
#
1075	fish	Wang2006a	ŋv55	?	?	Tuoluo	ŋɤ₅₅	fish	351	CVT
1076	fish	Wang2006a	ŋo55	?	?	Gongxing	ŋo₅₅	fish	351	CVT
1077	fish	Wang2006a	ŋo24	?	?	Enqi	ŋo₂₄	fish	351	CVT
1078	fish	Wang2006a	ŋu55	?	?	Ega	ŋu₅₅	fish	351	CVT
1079	fish	Wang2006a	ŋu55	?	?	Jinman	ŋu₅₅	fish	351	CVT
1080	fish	Wang2006a	ṃ55	?	?	Jinxing	ṃ₅₅	fish	351	cT
1081	fish	Wang2006a	võ35	?	?	Dashi	võ₃₅	fish	351	CVT
1082	fish	Wang2006a	ŋo35	?	?	Zhoucheng	ŋo₃₅	fish	351	CVT
1083	fish	Wang2006a	oŋ55	?	?	Mazhelong	oŋ₅₅	fish	351	VcT
1084	fish	Allen2007	ɤ̃55	?	鱼	Jianchuan	ɤ̃₅₅	fish	69	VT
1085	fish	Allen2007	ɤ35	?	鱼	Eryuan	ɤ₃₅	fish	69	VT
1086	fish	Allen2007	ũ55	?	鱼	Heqi	ũ₅₅	fish	69	VT
1087	fish	Allen2007	ũ55	?	鱼	Lanping	ũ₅₅	fish	69	VT
1088	fish	Allen2007	ŋɤ35	?	鱼	Qiliqiao	ŋɤ₃₅	fish	69	CVT
1089	fish	Allen2007	ŋɯ35	?	鱼	Yunlong	ŋɯ₃₅	fish	69	CVT
1090	fish	Allen2007	ŋɯ35	?	鱼	Xiangyun	ŋɯ₃₅	fish	69	CVT
1091	fish	Allen2007	ɴ̣35	?	鱼	Luobenzhuo	ɴ̣₃₅	fish	69	cT
#
1092	five	Wang2006a	ŋv33	?	?	Tuoluo	ŋɤ₃₃	five	801	CVT
1093	five	Wang2006a	ŋo22	?	?	Gongxing	ŋo₂₂	five	801	CVT
1094	five	Wang2006a	ŋu22	?	?	Enqi	ŋu₂₂	five	801	CVT
1095	five	Wang2006a	ŋu22	?	?	Ega	ŋu₂₂	five	801	CVT
1096	five	Wang2006a	ŋu22	?	?	Jinman	ŋu₂₂	five	801	CVT
1097	five	Wang2006a	ṽ33	?	?	Jinxing	ṽ₃₃	five	801	cT
1098	five	Wang2006a	õ33	?	?	Dashi	õ₃₃	five	801	VT
1099	five	Wang2006a	mu33	?	?	Zhoucheng	mu₃₃	five	801	CVT
1100	five	Allen2007	ɤ̃33	?	五	Jianchuan	ɤ̃₃₃	five	454	VT
1101	five	Allen2007	ŋo33	?	五	Eryuan	ŋo₃₃	five	454	CVT
1102	five	Allen2007	ɣũ33	?	五	Heqi	ɣũ₃₃	five	454	CVT
1103	five	Allen2007	wõ44	?	五	Lanping	wõ₄₄	five	454	CVT
1104	five	Allen2007	ŋɤ33	?	五	Qiliqiao	ŋɤ₃₃	five	454	CVT
1105	five	Allen2007	ŋu33	?	五	Yunlong	ŋu₃₃	five	454	CVT
1106	five	Allen2007	wɔ̃33	?	五	Xiangyun	wɔ̃₃₃	five	454	CVT
1107	five	Allen2007	ŋɤ̃33	?	五	Luobenzhuo	ŋɤ̃₃₃	five	454	CVT
#
1117	foot	Wang2006a	ko42	?	?	Tuoluo	ko₄₂	foot	103	CVT
1118	foot	Wang2006a	ku24	?	?	Gongxing	ku₂₄	foot	103	CVT
1119	foot	Wang2006a	ku55	?	?	Enqi	ku₅₅	foot	103	CVT
1120	foot	Wang2006a	ku44	?	?	Ega	ku₄₄	foot	103	CVT
1121	foot	Wang2006a	ko55	?	?	Jinman	ko₅₅	foot	103	CVT
1122	foot	Wang2006a	kou44	?	?	Jinxing	kou₄₄	foot	103	CVT
1123	foot	Wang2006a	kou44	?	?	Dashi	kou₄₄	foot	103	CVT
1124	foot	Wang2006a	ko44	?	?	Zhoucheng	ko₄₄	foot	103	CVT
1125	foot	Wang2006a	ko44	?	?	Mazhelong	ko₄₄	foot	103	CVT
1126	foot	Allen2007	kou44	?	脚	Jianchuan	kou₄₄	foot	142	CVT
1127	foot	Allen2007	ko44	?	脚	Eryuan	ko₄₄	foot	142	CVT
1128	foot	Allen2007	kou44	?	脚	Heqi	kou₄₄	foot	142	CVT
1129	foot	Allen2007	kɔ55	?	脚	Lanping	kɔ₅₅	foot	142	CVT
1130	foot	Allen2007	ko44	?	脚	Qiliqiao	ko₄₄	foot	142	CVT
1131	foot	Allen2007	ku33	?	脚	Yunlong	ku₃₃	foot	142	CVT
1132	foot	Allen2007	kɔ44	?	脚	Xiangyun	kɔ₄₄	foot	142	CVT
1133	foot	Allen2007	qu55	?	脚	Luobenzhuo	qu₅₅	foot	142	CVT
#
1134	four	Wang2006a	ɕi42	?	?	Tuoluo	ɕi₄₂	four	800	CVT
1135	four	Wang2006a	ɕi24	?	?	Gongxing	ɕi₂₄	four	800	CVT
1136	four	Wang2006a	si55	?	?	Enqi	si₅₅	four	800	CVT
1137	four	Wang2006a	si44	?	?	Ega	si₄₄	four	800	CVT
1138	four	Wang2006a	ɕi44	?	?	Jinman	ɕi₄₄	four	800	CVT
1139	four	Wang2006a	ɕi44	?	?	Jinxing	ɕi₄₄	four	800	CVT
1140	four	Wang2006a	ɕi44	?	?	Dashi	ɕi₄₄	four	800	CVT
1141	four	Wang2006a	ɕi44	?	?	Zhoucheng	ɕi₄₄	four	800	CVT
1142	four	Wang2006a	ɕi44	?	?	Mazhelong	ɕi₄₄	four	800	CVT
1143	four	Allen2007	ɕi44	?	四	Jianchuan	ɕi₄₄	four	453	CVT
1144	four	Allen2007	ɕi44	?	四	Eryuan	ɕi₄₄	four	453	CVT
1145	four	Allen2007	ɕi44	?	四	Heqi	ɕi₄₄	four	453	CVT
1146	four	Allen2007	ɕi44	?	四	Lanping	ɕi₄₄	four	453	CVT
1147	four	Allen2007	ɕi44	?	四	Qiliqiao	ɕi₄₄	four	453	CVT
1148	four	Allen2007	ɕi44	?	四	Yunlong	ɕi₄₄	four	453	CVT
1149	four	Allen2007	ɕi44	?	四	Xiangyun	ɕi₄₄	four	453	CVT
1150	four	Allen2007	si55	?	四	Luobenzhuo	si₅₅	four	453	CVT
#
1151	fragrant (smell)	Wang2006a	ɕoŋ55	?	?	Tuoluo	ɕoŋ₅₅	fragrant	1069	CVcT
1152	fragrant (smell)	Wang2006a	ɕioŋ55	?	?	Gongxing	ɕioŋ₅₅	fragrant	1069	CVcT
1153	fragrant (smell)	Wang2006a	ɕio24	?	?	Enqi	ɕio₂₄	fragrant	1069	CVT
1154	fragrant (smell)	Wang2006a	mɛ44	?	?	Ega	mɛ₄₄	fragrant	1069	CVT
1155	fragrant (smell)	Wang2006a	ɕõ55	?	?	Jinman	ɕõ₅₅	fragrant	1069	CVT
