# Wordlist

# DATA
ID	GFN	CONCEPT	LGID	RGEN	STEDT_GLOSS	REFLEX	DOCULECT	SRCID	SRCABBR	STEDT_RN	IPA	TOKENS
85337	pron	I [first person singular]	1851	392722	I	dʑaŋ	Motuo Menba	0928.07	TBL	85337	dʑaŋ	dʑ a ŋ
87042	pron	I [first person singular]	1852	392723	I	qɑ	Qiang (Mawo)	0928.08	TBL	87042	qɑ	q ɑ
21560	pron	I [first person singular]	1815	392717	I	ŋa¹³	Tibetan (Lhasa)	0928.02	TBL	21560	ŋa¹³	ŋ a ¹³
55092	pron	I [first person singular]	1834	392752	I	ŋo³³	Yi (Nanhua)	0928.37	TBL	55092	ŋo³³	ŋ o ³³
88967	pron	I [first person singular]	1853	392724	I	ɛ⁵⁵	Pumi (Lanping)	0928.09	TBL	88967	ɛ⁵⁵	ɛ ⁵⁵
42262	pron	I [first person singular]	1827	392745	I	ŋo⁵¹	Atsi [Zaiwa]	0928.30	TBL	42262	ŋo⁵¹	ŋ o ⁵¹
56940	pron	I [first person singular]	1835	392753	I	ŋu¹¹	Yi (Wuding)	0928.38	TBL	56940	ŋu¹¹	ŋ u ¹¹
53199	pron	I [first person singular]	1833	392751	I	ŋɑ⁵⁵	Yi (Weishan)	0928.36	TBL	53199	ŋɑ⁵⁵	ŋ ɑ ⁵⁵
64290	pron	I [first person singular]	1839	392756	I	ŋa⁵⁵	Hani (Lüchun)	0928.41	TBL	64290	ŋa⁵⁵	ŋ a ⁵⁵
25397	pron	I [first person singular]	1817	392736	I	ŋɑ⁵⁵	Nung	0928.21	TBL	25397	ŋɑ⁵⁵	ŋ ɑ ⁵⁵
58866	pron	I [first person singular]	1836	392754	I	ŋɒ³³	Yi (Sani)	0928.39	TBL	58866	ŋɒ³³	ŋ ɒ ³³
26873	pron	I [first person singular]	1818	392737	I	xɑŋ³⁵	Darang [Taraon]	0928.22	TBL	26873	xɑŋ³⁵	x ɑ ŋ ³⁵
60691	pron	I [first person singular]	1837	392719	I	ŋa	Tibetan (Xiahe)	0928.04	TBL	60691	ŋa	ŋ a
28301	pron	I [first person singular]	1819	392738	I	ki⁵³	Kaman [Miju]	0928.23	TBL	28301	ki⁵³	k i ⁵³
62459	pron	I [first person singular]	1838	392755	I	ŋuɑ³³	Lisu	0928.40	TBL	62459	ŋuɑ³³	ŋ u ɑ ³³
31652	pron	I [first person singular]	1821	392740	I	ŋɑ³⁵	Yidu	0928.25	TBL	31652	ŋɑ³⁵	ŋ ɑ ³⁵
#
32854	prep	above	1822	382672	over / above	ɑ¹thɑk⁴	Burmese (Written)	0731.26	TBL	32854	ɑ¹thɑk⁴	ɑ ¹ ◦ th ɑ k ⁴
65899	prep	above	1840	382688	over / above	a³¹tha³³fɔ³³	Hani (Mojiang)	0731.42	TBL	65899	a³¹tha³³fɔ³³	a ³¹ ◦ th a ³³ ◦ f ɔ ³³
848	prep	above	1804	382647	over / above	jan tɕhad	Tibetan (Written)	0731.01	TBL	848	jan tɕhad	j a n _ tɕh a d
67704	prep	above	1841	382689	over / above	ɔ³¹nɑ³³phɔ⁵³lo³³	Lahu (Lancang)	0731.43	TBL	67704	ɔ³¹nɑ³³phɔ⁵³lo³³	ɔ ³¹ ◦ n ɑ ³³ ◦ ph ɔ ⁵³ ◦ l o ³³
2816	prep	above	1805	382656	over / above	*	Pumi (Jiulong)	0731.10	TBL	2816	*	*
69533	prep	above	1842	382690	over / above	tha³³la³³	Jinuo	0731.44	TBL	69533	tha³³la³³	th a ³³ ◦ l a ³³
4467	prep	above	1806	382657	over / above	wu prɐi	rGyalrong (Maerkang)	0731.11	TBL	4467	wu prɐi	w u _ p r ɐ i
38406	prep	above	1825	382675	over / above	*	Achang (Xiandao)	0731.29	TBL	38406	*	*
71379	prep	above	1843	382691	over / above	gə²¹to⁵⁵	Naxi	0731.45	TBL	71379	gə²¹to⁵⁵	g ə ²¹ ◦ t o ⁵⁵
6385	prep	above	1807	382658	over / above	rə nkhvɛ	Daofu	0731.12	TBL	6385	rə nkhvɛ	r ə _ n ◦ kh v ɛ
40138	prep	above	1826	382649	over / above	ja¹³tɕøʔ⁵³	Tibetan (Batang)	0731.03	TBL	40138	ja¹³tɕøʔ⁵³	j a ¹³ ◦ tɕ ø ʔ ⁵³
73208	prep	above	1844	382692	over / above	læ³³kæ³¹	Namuyi	0731.46	TBL	73208	læ³³kæ³¹	l æ ³³ ◦ k æ ³¹
8311	prep	above	1808	382659	over / above	je¹³ntɕhə⁵⁵	Queyu (Xinlong)	0731.13	TBL	8311	je¹³ntɕhə⁵⁵	j e ¹³ n ◦ tɕh ə ⁵⁵
42049	prep	above	1827	382676	over / above	thoʔ⁵⁵mai²¹	Atsi [Zaiwa]	0731.30	TBL	42049	thoʔ⁵⁵mai²¹	th o ʔ ⁵⁵ ◦ m a i ²¹
10146	prep	above	1809	382660	over / above	ʌ¹³tʂhɿ³³	Zhaba (Daofu County)	0731.14	TBL	10146	ʌ¹³tʂhɿ³³	ʌ ¹³ ◦ tʂh ɿ ³³
43907	prep	above	1828	382677	over / above	thɔʔ⁵⁵mɛ³¹	Langsu (Luxi)	0731.31	TBL	43907	thɔʔ⁵⁵mɛ³¹	th ɔ ʔ ⁵⁵ ◦ m ɛ ³¹
76737	prep	above	1846	382694	over / above	mə⁵⁵tõ³³	Bai (Jianchuan)	0731.48	TBL	76737	mə⁵⁵tõ³³	m ə ⁵⁵ ◦ t õ ∼ ³³
34749	prep	above	1823	382673	over / above	ɑ⁵³thɛʔ	Burmese (Rangoon)	0731.27	TBL	34749	ɑ⁵³thɛʔ	ɑ ⁵³ ◦ th ɛ ʔ
12074	prep	above	1810	382661	over / above	jɐ̃³³tɕhø⁵³	Muya	0731.15	TBL	12074	jɐ̃³³tɕhø⁵³	j ɐ̃ ∼ ³³ ◦ tɕh ø ⁵³
12075	prep	above	1810	382698	over / above	tə³³to²⁴	Muya	0731.15	TBL	12075	tə³³to²⁴	t ə ³³ ◦ t o ²⁴
45689	prep	above	1829	382678	over / above	a³¹thaʔ⁵⁵	Bola (Luxi)	0731.32	TBL	45689	a³¹thaʔ⁵⁵	a ³¹ ◦ th a ʔ ⁵⁵
78674	prep	above	1847	382695	over / above	*	Tujia	0731.49	TBL	78674	*	*
13989	prep	above	1811	382662	over / above	*	Guiqiong	0731.16	TBL	13989	*	*
80178	prep	above	1848	382651	over / above	*	Tibetan (Alike)	0731.05	TBL	80178	*	*
15654	prep	above	1812	382663	over / above	dʑi³³lɛ³³tʂõ⁵⁵	Xumi	0731.17	TBL	15654	dʑi³³lɛ³³tʂõ⁵⁵	dʑ i ³³ ◦ l ɛ ³³ ◦ tʂ õ ∼ ⁵⁵
81746	prep	above	1849	382696	over / above	*	Karen	0731.50	TBL	81746	*	*
49211	prep	above	1831	382680	over / above	*	Nusu (Central)	0731.34	TBL	49211	*	*
17530	prep	above	1813	382664	over / above	de³³le⁵⁵ɣɯʴ³³tɕi³¹	Lyuzu	0731.18	TBL	17530	de³³le⁵⁵ɣɯʴ³³tɕi³¹	d e ³³ ◦ l e ⁵⁵ ◦ ɣ ɯʴ ³³ ◦ tɕ i ³¹
83304	prep	above	1850	382652	over / above	*	Cuona Menba	0731.06	TBL	83304	*	*
19368	prep	above	1814	382665	over / above	n³¹tsa̱³³	Jingpho	0731.19	TBL	19368	n³¹tsa̱³³	n ³¹ ◦ ts a̱ ³³
51037	prep	above	1832	382681	over / above	tshɿ³³hɑ³³	Yi (Xide)	0731.35	TBL	51037	tshɿ³³hɑ³³	tsh ɿ ³³ ◦ h ɑ ³³
51038	prep	above	1832	382699	over / above	khɯ²¹hɑ³³	Yi (Xide)	0731.35	TBL	51038	khɯ²¹hɑ³³	kh ɯ ²¹ ◦ h ɑ ³³
85133	prep	above	1851	382653	over / above	ga ten	Motuo Menba	0731.07	TBL	85133	ga ten	g a _ t e n
52999	prep	above	1833	382682	over / above	m̩²¹ɕi⁵⁵	Yi (Weishan)	0731.36	TBL	52999	m̩²¹ɕi⁵⁵	m̩ ²¹ ◦ ɕ i ⁵⁵
86837	prep	above	1852	382654	over / above	məχ	Qiang (Mawo)	0731.08	TBL	86837	məχ	m ə χ
21349	prep	above	1815	382648	over / above	jɛ̃¹³tɕhɛ⁵²	Tibetan (Lhasa)	0731.02	TBL	21349	jɛ̃¹³tɕhɛ⁵²	j ɛ̃ ∼ ¹³ ◦ tɕh ɛ ⁵²
21350	prep	above	1815	382697	over / above	khoŋ¹³la	Tibetan (Lhasa)	0731.02	TBL	21350	khoŋ¹³la	kh o ŋ ¹³ ◦ l a
54892	prep	above	1834	382683	over / above	tɕɑ̱³³ɑ²¹ʂɿ²¹	Yi (Nanhua)	0731.37	TBL	54892	tɕɑ̱³³ɑ²¹ʂɿ²¹	tɕ ɑ̱ ³³ ɑ ²¹ ◦ ʂ ɿ ²¹
47508	prep	above	1830	382679	over / above	*	Leqi (Luxi)	0731.33	TBL	47508	*	*
36629	prep	above	1824	382674	over / above	a³¹lum³¹	Achang (Longchuan)	0731.28	TBL	36629	a³¹lum³¹	a ³¹ ◦ l u m ³¹
88768	prep	above	1853	382655	over / above	to⁵⁵ni¹³	Pumi (Lanping)	0731.09	TBL	88768	to⁵⁵ni¹³	t o ⁵⁵ ◦ n i ¹³
23374	prep	above	1816	382666	over / above	lɯ³¹kɑ⁵⁵pɑŋ⁵⁵	Dulong	0731.20	TBL	23374	lɯ³¹kɑ⁵⁵pɑŋ⁵⁵	l ɯ ³¹ ◦ k ɑ ⁵⁵ ◦ p ɑ ŋ ⁵⁵
56738	prep	above	1835	382684	over / above	thɑ̱⁵⁵dɑ̱²	Yi (Wuding)	0731.38	TBL	56738	thɑ̱⁵⁵dɑ̱²	th ɑ̱ ⁵⁵ ◦ d ɑ̱ ²
75029	prep	above	1845	382693	over / above	*	Gazhuo	0731.47	TBL	75029	*	*
25199	prep	above	1817	382667	over / above	*	Nung	0731.21	TBL	25199	*	*
58667	prep	above	1836	382685	over / above	æ⁵⁵qe⁵⁵	Yi (Sani)	0731.39	TBL	58667	æ⁵⁵qe⁵⁵	æ ⁵⁵ ◦ q e ⁵⁵
26676	prep	above	1818	382668	over / above	*	Darang [Taraon]	0731.22	TBL	26676	*	*
60494	prep	above	1837	382650	over / above	jan tɕhar	Tibetan (Xiahe)	0731.04	TBL	60494	jan tɕhar	j a n _ tɕh a r
28101	prep	above	1819	382669	over / above	*	Kaman [Miju]	0731.23	TBL	28101	*	*
62259	prep	above	1838	382686	over / above	gɑ̱³¹si̱³³	Lisu	0731.40	TBL	62259	gɑ̱³¹si̱³³	g ɑ̱ ³¹ ◦ s i̱ ³³
29599	prep	above	1820	382670	over / above	jan dap	Bokar	0731.24	TBL	29599	jan dap	j a n _ d a p
64091	prep	above	1839	382687	over / above	la³¹ȵi⁵⁵	Hani (Lüchun)	0731.41	TBL	64091	la³¹ȵi⁵⁵	l a ³¹ ◦ ȵ i ⁵⁵
31454	prep	above	1821	382671	over / above	*	Yidu	0731.25	TBL	31454	*	*
#
33092	num	all	1822	394550	all / everything	hmɑn²tθɑ¹hmjɑ¹	Burmese (Written)	0962.26	TBL	33092	hmɑn²tθɑ¹hmjɑ¹	h m ɑ n ² ◦ tθ ɑ ¹ ◦ h m j ɑ ¹
66133	num	all	1840	394566	all / everything	*	Hani (Mojiang)	0962.42	TBL	66133	*	*
1093	num	all	1804	394525	all / everything	mthaɦ dag	Tibetan (Written)	0962.01	TBL	1093	mthaɦ dag	m ◦ th a ɦ _ d a g
1094	num	all	1804	394575	all / everything	thams tɕad	Tibetan (Written)	0962.01	TBL	1094	thams tɕad	th a ms _ tɕ a d
34989	num	all	1823	394551	all / everything	m̥ɑ̃²²tθɑ⁵³m̥jɑ⁵³	Burmese (Rangoon)	0962.27	TBL	34989	m̥ɑ̃²²tθɑ⁵³m̥jɑ⁵³	m̥ ɑ̃ ∼ ²² ◦ tθ ɑ ⁵³ ◦ m̥ j ɑ ⁵³
67935	num	all	1841	394567	all / everything	qhɑ³³ pɤ-e¹¹	Lahu (Lancang)	0962.43	TBL	67935	qhɑ³³ pɤ-e¹¹	qh ɑ ³³ _ p ɤ e ¹¹
3050	num	all	1805	394534	all / everything	*	Pumi (Jiulong)	0962.10	TBL	3050	*	*
36861	num	all	1824	394552	all / everything	pʐa⁵⁵pʐa⁵⁵	Achang (Longchuan)	0962.28	TBL	36861	pʐa⁵⁵pʐa⁵⁵	pʐ a ⁵⁵ ◦ pʐ a ⁵⁵
69764	num	all	1842	394568	all / everything	ta³¹pu⁵⁵	Jinuo	0962.44	TBL	69764	ta³¹pu⁵⁵	t a ³¹ ◦ p u ⁵⁵
4702	num	all	1806	394535	all / everything	kə tʃᴇt	rGyalrong (Maerkang)	0962.11	TBL	4702	kə tʃᴇt	k ə _ tʃ ᴇ t
38643	num	all	1825	394553	all / everything	chot⁵⁵	Achang (Xiandao)	0962.29	TBL	38643	chot⁵⁵	ch o t ⁵⁵
71624	num	all	1843	394569	all / everything	dɯ³³xə³³	Naxi	0962.45	TBL	71624	dɯ³³xə³³	d ɯ ³³ ◦ x ə ³³
6622	num	all	1807	394536	all / everything	thəm tɕɛ	Daofu	0962.12	TBL	6622	thəm tɕɛ	th ə m _ tɕ ɛ
40376	num	all	1826	394527	all / everything	jø¹³tshɛʔ⁵³	Tibetan (Batang)	0962.03	TBL	40376	jø¹³tshɛʔ⁵³	j ø ¹³ ◦ tsh ɛ ʔ ⁵³
73443	num	all	1844	394570	all / everything	a³³ka³³mu⁵⁵	Namuyi	0962.46	TBL	73443	a³³ka³³mu⁵⁵	a ³³ ◦ k a ³³ ◦ m u ⁵⁵
8552	num	all	1808	394537	all / everything	tə⁵⁵ɬye⁵⁵	Queyu (Xinlong)	0962.13	TBL	8552	tə⁵⁵ɬye⁵⁵	t ə ⁵⁵ ◦ ɬ y e ⁵⁵
17769	num	all	1813	394542	all / everything	*	Lyuzu	0962.18	TBL	17769	*	*
42297	num	all	1827	394554	all / everything	lu̱ŋ⁵⁵la̱ŋ⁵⁵	Atsi [Zaiwa]	0962.30	TBL	42297	lu̱ŋ⁵⁵la̱ŋ⁵⁵	l u̱ ŋ ⁵⁵ ◦ l a̱ ŋ ⁵⁵
75261	num	all	1845	394571	all / everything	*	Gazhuo	0962.47	TBL	75261	*	*
10394	num	all	1809	394538	all / everything	jo³³dzo⁵⁵	Zhaba (Daofu County)	0962.14	TBL	10394	jo³³dzo⁵⁵	j o ³³ ◦ dz o ⁵⁵
44140	num	all	1828	394555	all / everything	pəŋ³¹ʃɔʔ⁵⁵	Langsu (Luxi)	0962.31	TBL	44140	pəŋ³¹ʃɔʔ⁵⁵	p ə ŋ ³¹ ◦ ʃ ɔ ʔ ⁵⁵
76994	num	all	1846	394572	all / everything	tsɑ³⁵ka⁴²tsɿ³³	Bai (Jianchuan)	0962.48	TBL	76994	tsɑ³⁵ka⁴²tsɿ³³	ts ɑ ³⁵ ◦ k a ⁴² ◦ ts ɿ ³³
12331	num	all	1810	394539	all / everything	me³³me⁵⁵	Muya	0962.15	TBL	12331	me³³me⁵⁵	m e ³³ ◦ m e ⁵⁵
45928	num	all	1829	394556	all / everything	a³¹la̱p⁵⁵	Bola (Luxi)	0962.32	TBL	45928	a³¹la̱p⁵⁵	a ³¹ ◦ l a̱ p ⁵⁵
78905	num	all	1847	394573	all / everything	*	Tujia	0962.49	TBL	78905	*	*
56974	num	all	1835	394562	all / everything	khu¹¹dʐɒ³³mu³³	Yi (Wuding)	0962.38	TBL	56974	khu¹¹dʐɒ³³mu³³	kh u ¹¹ ◦ dʐ ɒ ³³ ◦ m u ³³
80414	num	all	1848	394529	all / everything	tshaŋ mæ	Tibetan (Alike)	0962.05	TBL	80414	tshaŋ mæ	tsh a ŋ _ m æ
