# Wordlist

# DATA
ID	GFN	CONCEPT	LGID	RGEN	STEDT_GLOSS	REFLEX	DOCULECT	SRCID	SRCABBR	STEDT_RN	IPA	TOKENS
62508	adj	narrow	1838	395372	narrow	tshi³³	Lisu	0977.40	TBL	62508	tshi³³	tsh i ³³
29858	adj	narrow	1820	395356	narrow	tak meː	Bokar	0977.24	TBL	29858	tak meː	t a k _ m eː
64340	adj	narrow	1839	395373	narrow	the³¹	Hani (Lüchun)	0977.41	TBL	64340	the³¹	th e ³¹
31703	adj	narrow	1821	395357	narrow	i⁵⁵tɕi⁵⁵ɑ⁵⁵	Yidu	0977.25	TBL	31703	i⁵⁵tɕi⁵⁵ɑ⁵⁵	i ⁵⁵ ◦ tɕ i ⁵⁵ ɑ ⁵⁵
#
33108	adj	near	1822	395253	near	ni³	Burmese (Written)	0975.26	TBL	33108	ni³	n i ³
66147	adj	near	1840	395269	near	ȵi³¹	Hani (Mojiang)	0975.42	TBL	66147	ȵi³¹	ȵ i ³¹
1110	adj	near	1804	395228	near	thag ȵe po	Tibetan (Written)	0975.01	TBL	1110	thag ȵe po	th a g _ ȵ e _ p o
35005	adj	near	1823	395254	near	ni⁵⁵	Burmese (Rangoon)	0975.27	TBL	35005	ni⁵⁵	n i ⁵⁵
67948	adj	near	1841	395270	near	no²¹	Lahu (Lancang)	0975.43	TBL	67948	no²¹	n o ²¹
3066	adj	near	1805	395237	near	ʐuə¹¹ȵ̥ĩ⁵⁵	Pumi (Jiulong)	0975.10	TBL	3066	ʐuə¹¹ȵ̥ĩ⁵⁵	ʐ u ə ¹¹ ◦ ȵ̥ ĩ ∼ ⁵⁵
36874	adj	near	1824	395255	near	ne³¹	Achang (Longchuan)	0975.28	TBL	36874	ne³¹	n e ³¹
69777	adj	near	1842	395271	near	a⁴⁴ɕɛ³⁵	Jinuo	0975.44	TBL	69777	a⁴⁴ɕɛ³⁵	a ⁴⁴ ◦ ɕ ɛ ³⁵
4715	adj	near	1806	395238	near	kə wɑt	rGyalrong (Maerkang)	0975.11	TBL	4715	kə wɑt	k ə _ w ɑ t
38657	adj	near	1825	395256	near	nɛ³¹	Achang (Xiandao)	0975.29	TBL	38657	nɛ³¹	n ɛ ³¹
71638	adj	near	1843	395272	near	nv̩⁵⁵	Naxi	0975.45	TBL	71638	nv̩⁵⁵	n v̩ ⁵⁵
6640	adj	near	1807	395239	near	nthɑ ne	Daofu	0975.12	TBL	6640	nthɑ ne	n ◦ th ɑ _ n e
40395	adj	near	1826	395230	near	thɑʔ⁵³thũ¹³thũ⁵⁵	Tibetan (Batang)	0975.03	TBL	40395	thɑʔ⁵³thũ¹³thũ⁵⁵	th ɑ ʔ ⁵³ ◦ th ũ ∼ ¹³ ◦ th ũ ∼ ⁵⁵
8569	adj	near	1808	395240	near	qɛ¹³qɛ⁵⁵	Queyu (Xinlong)	0975.13	TBL	8569	qɛ¹³qɛ⁵⁵	q ɛ ¹³ ◦ q ɛ ⁵⁵
42311	adj	near	1827	395257	near	tʃa̱ŋ⁵⁵	Atsi [Zaiwa]	0975.30	TBL	42311	tʃa̱ŋ⁵⁵	tʃ a̱ ŋ ⁵⁵
75274	adj	near	1845	395274	near	nɤ³¹	Gazhuo	0975.47	TBL	75274	nɤ³¹	n ɤ ³¹
10408	adj	near	1809	395241	near	ȵʌ⁵⁵ʐu³³	Zhaba (Daofu County)	0975.14	TBL	10408	ȵʌ⁵⁵ʐu³³	ȵ ʌ ⁵⁵ ◦ ʐ u ³³
44153	adj	near	1828	395258	near	tʃɔ̃³⁵	Langsu (Luxi)	0975.31	TBL	44153	tʃɔ̃³⁵	tʃ ɔ̃ ∼ ³⁵
77007	adj	near	1846	395275	near	tɕĩ³³	Bai (Jianchuan)	0975.48	TBL	77007	tɕĩ³³	tɕ ĩ ∼ ³³
12344	adj	near	1810	395242	near	qɐ⁵⁵rɐ⁵³	Muya	0975.15	TBL	12344	qɐ⁵⁵rɐ⁵³	q ɐ ⁵⁵ ◦ r ɐ ⁵³
45941	adj	near	1829	395259	near	tʃɔ̱̃³⁵	Bola (Luxi)	0975.32	TBL	45941	tʃɔ̱̃³⁵	tʃ ɔ̱̃ ∼ ³⁵
78920	adj	near	1847	395276	near	tsoŋ²¹	Tujia	0975.49	TBL	78920	tsoŋ²¹	ts o ŋ ²¹
14240	adj	near	1811	395243	near	nɔ̃³¹pha³¹	Guiqiong	0975.16	TBL	14240	nɔ̃³¹pha³¹	n ɔ̃ ∼ ³¹ ◦ ph a ³¹
73456	adj	near	1844	395273	near	æ³³ndʑu̵⁵⁵	Namuyi	0975.46	TBL	73456	æ³³ndʑu̵⁵⁵	æ ³³ n ◦ dʑ u̵ ⁵⁵
80427	adj	near	1848	395232	near	thak ȵe	Tibetan (Alike)	0975.05	TBL	80427	thak ȵe	th a k _ ȵ e
47756	adj	near	1830	395260	near	tʃaːŋ⁵³	Leqi (Luxi)	0975.33	TBL	47756	tʃaːŋ⁵³	tʃ aː ŋ ⁵³
15900	adj	near	1812	395244	near	tshi⁵⁵ke³³	Xumi	0975.17	TBL	15900	tshi⁵⁵ke³³	tsh i ⁵⁵ ◦ k e ³³
81991	adj	near	1849	395277	near	bu̱⁵⁵	Karen	0975.50	TBL	81991	bu̱⁵⁵	b u̱ ⁵⁵
49460	adj	near	1831	395261	near	ȵi⁵⁵	Nusu (Central)	0975.34	TBL	49460	ȵi⁵⁵	ȵ i ⁵⁵
17782	adj	near	1813	395245	near	əʴ³³ȵi⁵³	Lyuzu	0975.18	TBL	17782	əʴ³³ȵi⁵³	əʴ ³³ ◦ ȵ i ⁵³
83548	adj	near	1850	395233	near	thaʔ⁵³len³⁵po⁵³	Cuona Menba	0975.06	TBL	83548	thaʔ⁵³len³⁵po⁵³	th a ʔ ⁵³ ◦ l e n ³⁵ ◦ p o ⁵³
51292	adj	near	1832	395262	near	gɑ³⁴ȵi³³	Yi (Xide)	0975.35	TBL	51292	gɑ³⁴ȵi³³	g ɑ ³⁴ ◦ ȵ i ³³
19620	adj	near	1814	395246	near	ni³¹	Jingpho	0975.19	TBL	19620	ni³¹	n i ³¹
85393	adj	near	1851	395234	near	thaʔ thum bi	Motuo Menba	0975.07	TBL	85393	thaʔ thum bi	th a ʔ _ th u m _ b i
21612	adj	near	1815	395229	near	tha⁵² ȵe¹³po⁵⁵	Tibetan (Lhasa)	0975.02	TBL	21612	tha⁵² ȵe¹³po⁵⁵	th a ⁵² _ ȵ e ¹³ ◦ p o ⁵⁵
55140	adj	near	1834	395264	near	nɑ²¹	Yi (Nanhua)	0975.37	TBL	55140	nɑ²¹	n ɑ ²¹
89015	adj	near	1853	395236	near	ʐuɐ¹³n̥i¹³	Pumi (Lanping)	0975.09	TBL	89015	ʐuɐ¹³n̥i¹³	ʐ u ɐ ¹³ ◦ n̥ i ¹³
23625	adj	near	1816	395247	near	tɯi⁵³	Dulong	0975.20	TBL	23625	tɯi⁵³	t ɯ i ⁵³
56987	adj	near	1835	395265	near	nɔ³³	Yi (Wuding)	0975.38	TBL	56987	nɔ³³	n ɔ ³³
53248	adj	near	1833	395263	near	nᴇ²¹	Yi (Weishan)	0975.36	TBL	53248	nᴇ²¹	n ᴇ ²¹
25444	adj	near	1817	395248	near	ʔi³¹dzɑ⁵³	Nung	0975.21	TBL	25444	ʔi³¹dzɑ⁵³	ʔ i ³¹ ◦ dz ɑ ⁵³
58916	adj	near	1836	395266	near	mɪ⁴⁴næ³³	Yi (Sani)	0975.39	TBL	58916	mɪ⁴⁴næ³³	m ɪ ⁴⁴ ◦ n æ ³³
26920	adj	near	1818	395249	near	gɑ⁵⁵ɑ⁵⁵	Darang [Taraon]	0975.22	TBL	26920	gɑ⁵⁵ɑ⁵⁵	g ɑ ⁵⁵ ɑ ⁵⁵
60739	adj	near	1837	395231	near	thaχ ȵi	Tibetan (Xiahe)	0975.04	TBL	60739	thaχ ȵi	th a χ _ ȵ i
28348	adj	near	1819	395250	near	mɯ³¹nɑi⁵³	Kaman [Miju]	0975.23	TBL	28348	mɯ³¹nɑi⁵³	m ɯ ³¹ ◦ n ɑ i ⁵³
62506	adj	near	1838	395267	near	nɯ³¹	Lisu	0975.40	TBL	62506	nɯ³¹	n ɯ ³¹
29856	adj	near	1820	395251	near	nə tɕe	Bokar	0975.24	TBL	29856	nə tɕe	n ə _ tɕ e
87098	adj	near	1852	395235	near	guɛʴ ȵɛ	Qiang (Mawo)	0975.08	TBL	87098	guɛʴ ȵɛ	g u ɛʴ _ ȵ ɛ
64338	adj	near	1839	395268	near	ȵi³¹	Hani (Lüchun)	0975.41	TBL	64338	ȵi³¹	ȵ i ³¹
31701	adj	near	1821	395252	near	me⁵⁵jɑ⁵⁵	Yidu	0975.25	TBL	31701	me⁵⁵jɑ⁵⁵	m e ⁵⁵ ◦ j ɑ ⁵⁵
#
33186		new	1822	399033	new	tθɑs⁴	Burmese (Written)	1050.26	TBL	33186	tθɑs⁴	tθ ɑ s ⁴
66229		new	1840	399049	new	ʃɤ³¹	Hani (Mojiang)	1050.42	TBL	66229	ʃɤ³¹	ʃ ɤ ³¹
64412		new	1839	399048	new	sɿ̄³¹	Hani (Lüchun)	1050.41	TBL	64412	sɿ̄³¹	s ɿ̄ ³¹
1187		new	1804	399008	new	gsar pa	Tibetan (Written)	1050.01	TBL	1187	gsar pa	gs a r _ p a
35083		new	1823	399034	new	tθiʔ⁴	Burmese (Rangoon)	1050.27	TBL	35083	tθiʔ⁴	tθ i ʔ ⁴
68023		new	1841	399050	new	ɔ³¹◦si³⁵	Lahu (Lancang)	1050.43	TBL	68023	ɔ³¹◦si³⁵	ɔ ³¹ ◦ ◦ s i ³⁵
3143		new	1805	399017	new	sə⁵⁵pa⁵⁵	Pumi (Jiulong)	1050.10	TBL	3143	sə⁵⁵pa⁵⁵	s ə ⁵⁵ ◦ p a ⁵⁵
36949		new	1824	399035	new	ʂək⁵⁵	Achang (Longchuan)	1050.28	TBL	36949	ʂək⁵⁵	ʂ ə k ⁵⁵
69853		new	1842	399051	new	a³³◦ɕi⁵⁵	Jinuo	1050.44	TBL	69853	a³³◦ɕi⁵⁵	a ³³ ◦ ◦ ɕ i ⁵⁵
4793		new	1806	399018	new	kə ʃək|	rGyalrong (Maerkang)	1050.11	TBL	4793	kə ʃək|	k ə _ ʃ ə k|
38728		new	1825	399036	new	ʂɯk⁵⁵	Achang (Xiandao)	1050.29	TBL	38728	ʂɯk⁵⁵	ʂ ɯ k ⁵⁵
71714		new	1843	399052	new	ʂɿ⁵⁵	Naxi	1050.45	TBL	71714	ʂɿ⁵⁵	ʂ ɿ ⁵⁵
6747		new	1807	399019	new	xso xso	Daofu	1050.12	TBL	6747	xso xso	xs o _ xs o
40471		new	1826	399010	new	sɛ⁵⁵ba⁵³	Tibetan (Batang)	1050.03	TBL	40471	sɛ⁵⁵ba⁵³	s ɛ ⁵⁵ ◦ b a ⁵³
73534		new	1844	399053	new	sɿ⁵⁵tsæ̱³¹	Namuyi	1050.46	TBL	73534	sɿ⁵⁵tsæ̱³¹	s ɿ ⁵⁵ ◦ ts æ̱ ³¹
8643		new	1808	399020	new	xsar⁵⁵pe⁵⁵	Queyu (Xinlong)	1050.13	TBL	8643	xsar⁵⁵pe⁵⁵	xs a r ⁵⁵ ◦ p e ⁵⁵
42389		new	1827	399037	new	a²¹sik⁵⁵|	Atsi [Zaiwa]	1050.30	TBL	42389	a²¹sik⁵⁵|	a ²¹ ◦ s i k ⁵⁵|
75340		new	1845	399054	new	si⁵⁵	Gazhuo	1050.47	TBL	75340	si⁵⁵	s i ⁵⁵
44222		new	1828	399038	new	sa̱k⁵⁵	Langsu (Luxi)	1050.31	TBL	44222	sa̱k⁵⁵	s a̱ k ⁵⁵
77087		new	1846	399055	new	ɕĩ⁵⁵	Bai (Jianchuan)	1050.48	TBL	77087	ɕĩ⁵⁵	ɕ ĩ ∼ ⁵⁵
17853		new	1813	399025	new	sæ³³pæ⁵³	Lyuzu	1050.18	TBL	17853	sæ³³pæ⁵³	s æ ³³ ◦ p æ ⁵³
12423		new	1810	399022	new	sɐ⁵⁵pæ⁵³	Muya	1050.15	TBL	12423	sɐ⁵⁵pæ⁵³	s ɐ ⁵⁵ ◦ p æ ⁵³
46018		new	1829	399039	new	sak⁵⁵	Bola (Luxi)	1050.32	TBL	46018	sak⁵⁵	s a k ⁵⁵
78977		new	1847	399056	new	a³⁵si⁵⁵	Tujia	1050.49	TBL	78977	a³⁵si⁵⁵	a ³⁵ ◦ s i ⁵⁵
14311		new	1811	399023	new	su̵⁵⁵pu̵⁵⁵	Guiqiong	1050.16	TBL	14311	su̵⁵⁵pu̵⁵⁵	s u̵ ⁵⁵ ◦ p u̵ ⁵⁵
80491		new	1848	399012	new	sho mæ	Tibetan (Alike)	1050.05	TBL	80491	sho mæ	sh o _ m æ
15978		new	1812	399024	new	ʂɛ̃⁵⁵tsi³³	Xumi	1050.17	TBL	15978	ʂɛ̃⁵⁵tsi³³	ʂ ɛ̃ ∼ ⁵⁵ ◦ ts i ³³
82053		new	1849	399057	new	a³¹tθɔ̱⁵⁵	Karen	1050.50	TBL	82053	a³¹tθɔ̱⁵⁵	a ³¹ ◦ tθ ɔ̱ ⁵⁵
83624		new	1850	399013	new	se⁵⁵ro⁵³	Cuona Menba	1050.06	TBL	83624	se⁵⁵ro⁵³	s e ⁵⁵ ◦ r o ⁵³
51378		new	1832	399042	new	ɑ³³◦ʂɿ⁵⁵	Yi (Xide)	1050.35	TBL	51378	ɑ³³◦ʂɿ⁵⁵	ɑ ³³ ◦ ◦ ʂ ɿ ⁵⁵
19696		new	1814	399026	new	n³¹nan³³	Jingpho	1050.19	TBL	19696	n³¹nan³³	n ³¹ ◦ n a n ³³
10487		new	1809	399021	new	se⁵⁵pi⁵⁵	Zhaba (Daofu County)	1050.14	TBL	10487	se⁵⁵pi⁵⁵	s e ⁵⁵ ◦ p i ⁵⁵
26981		new	1818	399029	new	miŋ⁵³iŋ⁵⁵	Darang [Taraon]	1050.22	TBL	26981	miŋ⁵³iŋ⁵⁵	m i ŋ ⁵³ i ŋ ⁵⁵
85451		new	1851	399014	new	siŋ ma	Motuo Menba	1050.07	TBL	85451	siŋ ma	s i ŋ _ m a
21696		new	1815	399009	new	saː⁵⁵pa⁵⁵	Tibetan (Lhasa)	1050.02	TBL	21696	saː⁵⁵pa⁵⁵	s aː ⁵⁵ ◦ p a ⁵⁵
55217		new	1834	399044	new	ɕi⁵⁵	Yi (Nanhua)	1050.37	TBL	55217	ɕi⁵⁵	ɕ i ⁵⁵
89090		new	1853	399016	new	ʂi¹³ʂi¹³	Pumi (Lanping)	1050.09	TBL	89090	ʂi¹³ʂi¹³	ʂ i ¹³ ◦ ʂ i ¹³
23698		new	1816	399027	new	ɑŋ⁵⁵ɕɑɹ⁵⁵	Dulong	1050.20	TBL	23698	ɑŋ⁵⁵ɕɑɹ⁵⁵	ɑ ŋ ⁵⁵ ◦ ɕ ɑ ɹ ⁵⁵
57073		new	1835	399045	new	ɕi̱⁵⁵	Yi (Wuding)	1050.38	TBL	57073	ɕi̱⁵⁵	ɕ i̱ ⁵⁵
47821		new	1830	399040	new	sə̱ːk⁵⁵	Leqi (Luxi)	1050.33	TBL	47821	sə̱ːk⁵⁵	s ə̱ː k ⁵⁵
25502		new	1817	399028	new	ʔo³¹sɛ⁵⁵	Nung	1050.21	TBL	25502	ʔo³¹sɛ⁵⁵	ʔ o ³¹ ◦ s ɛ ⁵⁵
58992		new	1836	399046	new	ɕi²	Yi (Sani)	1050.39	TBL	58992	ɕi²	ɕ i ²
60805		new	1837	399011	new	sho ma	Tibetan (Xiahe)	1050.04	TBL	60805	sho ma	sh o _ m a
28409		new	1819	399030	new	kɯ³¹tɑn³⁵|	Kaman [Miju]	1050.23	TBL	28409	kɯ³¹tɑn³⁵|	k ɯ ³¹ ◦ t ɑ n ³⁵|
53330		new	1833	399043	new	xɯ̱²¹	Yi (Weishan)	1050.36	TBL	53330	xɯ̱²¹	x ɯ̱ ²¹
87181		new	1852	399015	new	khsə	Qiang (Mawo)	1050.08	TBL	87181	khsə	khs ə
62584		new	1838	399047	new	ʃi̱³¹	Lisu	1050.40	TBL	62584	ʃi̱³¹	ʃ i̱ ³¹
29935		new	1820	399031	new	nɯ tiː	Bokar	1050.24	TBL	29935	nɯ tiː	n ɯ _ t iː
31759		new	1821	399032	new	me⁵⁵eŋ⁵⁵	Yidu	1050.25	TBL	31759	me⁵⁵eŋ⁵⁵	m e ⁵⁵ e ŋ ⁵⁵
49533		new	1831	399041	new	dʐɔ⁵⁵	Nusu (Central)	1050.34	TBL	49533	dʐɔ⁵⁵	dʐ ɔ ⁵⁵
#
928	num	nine	1804	386436	nine	dgu	Tibetan (Written)	0805.01	TBL	928	dgu	d ◦ g u
32930	num	nine	1822	386461	nine	ko³	Burmese (Written)	0805.26	TBL	32930	ko³	k o ³
67778	num	nine	1841	386478	nine	qɔ⁵³	Lahu (Lancang)	0805.43	TBL	67778	qɔ⁵³	q ɔ ⁵³
65973	num	nine	1840	386477	nine	ɣu³¹	Hani (Mojiang)	0805.42	TBL	65973	ɣu³¹	ɣ u ³¹
2891	num	nine	1805	386445	nine	gɯ¹¹ (lĩ⁵⁵)	Pumi (Jiulong)	0805.10	TBL	2891	gɯ¹¹ (lĩ⁵⁵)	g ɯ ¹¹ _ ( l ĩ ∼ ⁵⁵ )
36703	num	nine	1824	386463	nine	kau³¹	Achang (Longchuan)	0805.28	TBL	36703	kau³¹	k a u ³¹
69607	num	nine	1842	386479	nine	tɕy⁴⁴	Jinuo	0805.44	TBL	69607	tɕy⁴⁴	tɕ y ⁴⁴
4543	num	nine	1806	386446	nine	kə ngu	rGyalrong (Maerkang)	0805.11	TBL	4543	kə ngu	k ə _ n ◦ g u
38482	num	nine	1825	386464	nine	kau³¹	Achang (Xiandao)	0805.29	TBL	38482	kau³¹	k a u ³¹
71453	num	nine	1843	386480	nine	gv̩³³	Naxi	0805.45	TBL	71453	gv̩³³	g v̩ ³³
6459	num	nine	1807	386447	nine	ngə	Daofu	0805.12	TBL	6459	ngə	n ◦ g ə
12159	num	nine	1810	386450	nine	ŋguə⁵³	Muya	0805.15	TBL	12159	ŋguə⁵³	ŋ ◦ g u ə ⁵³
40213	num	nine	1826	386438	nine	gᴜ⁵³	Tibetan (Batang)	0805.03	TBL	40213	gᴜ⁵³	g ᴜ ⁵³
73284	num	nine	1844	386481	nine	ngu³¹	Namuyi	0805.46	TBL	73284	ngu³¹	n ◦ g u ³¹
8388	num	nine	1808	386448	nine	ku⁵⁵	Queyu (Xinlong)	0805.13	TBL	8388	ku⁵⁵	k u ⁵⁵
42125	num	nine	1827	386465	nine	kau²¹	Atsi [Zaiwa]	0805.30	TBL	42125	kau²¹	k a u ²¹
75103	num	nine	1845	386482	nine	kv⁴⁴	Gazhuo	0805.47	TBL	75103	kv⁴⁴	k v ⁴⁴
23448	num	nine	1816	386455	nine	dɯ³¹gɯ⁵³|	Dulong	0805.20	TBL	23448	dɯ³¹gɯ⁵³|	d ɯ ³¹ ◦ g ɯ ⁵³|
10226	num	nine	1809	386449	nine	ngʌ¹³	Zhaba (Daofu County)	0805.14	TBL	10226	ngʌ¹³	n ◦ g ʌ ¹³
43981	num	nine	1828	386466	nine	kuk³¹	Langsu (Luxi)	0805.31	TBL	43981	kuk³¹	k u k ³¹
76816	num	nine	1846	386483	nine	tɕə³³	Bai (Jianchuan)	0805.48	TBL	76816	tɕə³³	tɕ ə ³³
12160	num	nine	1810	386486	nine	gu⁵³	Muya	0805.15	TBL	12160	gu⁵³	g u ⁵³
45764	num	nine	1829	386467	nine	kau³¹	Bola (Luxi)	0805.32	TBL	45764	kau³¹	k a u ³¹
78748	num	nine	1847	386484	nine	kɯe⁵⁵	Tujia	0805.49	TBL	78748	kɯe⁵⁵	k ɯ e ⁵⁵
14064	num	nine	1811	386451	nine	ŋgui³⁵	Guiqiong	0805.16	TBL	14064	ŋgui³⁵	ŋ ◦ g u i ³⁵
80257	num	nine	1848	386440	nine	rgə	Tibetan (Alike)	0805.05	TBL	80257	rgə	r ◦ g ə
47582	num	nine	1830	386468	nine	kou³³	Leqi (Luxi)	0805.33	TBL	47582	kou³³	k o u ³³
15728	num	nine	1812	386452	nine	guɛ³³ (ku⁵³)	Xumi	0805.17	TBL	15728	guɛ³³ (ku⁵³)	g u ɛ ³³ _ ( k u ⁵³ )
81820	num	nine	1849	386485	nine	khui⁵⁵	Karen	0805.50	TBL	81820	khui⁵⁵	kh u i ⁵⁵
49286	num	nine	1831	386469	nine	gɯ³³	Nusu (Central)	0805.34	TBL	49286	gɯ³³	g ɯ ³³
17609	num	nine	1813	386453	nine	ngɯ³⁵	Lyuzu	0805.18	TBL	17609	ngɯ³⁵	n ◦ g ɯ ³⁵
83378	num	nine	1850	386441	nine	tu³¹ku⁵³|	Cuona Menba	0805.06	TBL	83378	tu³¹ku⁵³|	t u ³¹ ◦ k u ⁵³|
51117	num	nine	1832	386470	nine	gu³³	Yi (Xide)	0805.35	TBL	51117	gu³³	g u ³³
19446	num	nine	1814	386454	nine	tʃă³¹khu³¹|	Jingpho	0805.19	TBL	19446	tʃă³¹khu³¹|	tʃ ă ³¹ ◦ kh u ³¹|
85211	num	nine	1851	386442	nine	gu	Motuo Menba	0805.07	TBL	85211	gu	g u
53073	num	nine	1833	386471	nine	ku̪³³	Yi (Weishan)	0805.36	TBL	53073	ku̪³³	k u̪ ³³
21435	num	nine	1815	386437	nine	ku¹³	Tibetan (Lhasa)	0805.02	TBL	21435	ku¹³	k u ¹³
54969	num	nine	1834	386472	nine	kɯ³³	Yi (Nanhua)	0805.37	TBL	54969	kɯ³³	k ɯ ³³
88842	num	nine	1853	386444	nine	zgiɯ⁵⁵	Pumi (Lanping)	0805.09	TBL	88842	zgiɯ⁵⁵	z ◦ g i ɯ ⁵⁵
56813	num	nine	1835	386473	nine	kɯ³³	Yi (Wuding)	0805.38	TBL	56813	kɯ³³	k ɯ ³³
25273	num	nine	1817	386456	nine	dɯ³¹gɯ³¹|	Nung	0805.21	TBL	25273	dɯ³¹gɯ³¹|	d ɯ ³¹ ◦ g ɯ ³¹|
58742	num	nine	1836	386474	nine	kɯ⁵⁵	Yi (Sani)	0805.39	TBL	58742	kɯ⁵⁵	k ɯ ⁵⁵
26750	num	nine	1818	386457	nine	kɑ³¹ȵɯŋ⁵⁵	Darang [Taraon]	0805.22	TBL	26750	kɑ³¹ȵɯŋ⁵⁵	k ɑ ³¹ ◦ ȵ ɯ ŋ ⁵⁵
60568	num	nine	1837	386439	nine	gə	Tibetan (Xiahe)	0805.04	TBL	60568	gə	g ə
28175	num	nine	1819	386458	nine	nɑn⁵⁵mu⁵³	Kaman [Miju]	0805.23	TBL	28175	nɑn⁵⁵mu⁵³	n ɑ n ⁵⁵ ◦ m u ⁵³
62334	num	nine	1838	386475	nine	ku̱³³	Lisu	0805.40	TBL	62334	ku̱³³	k u̱ ³³
29673	num	nine	1820	386459	nine	ko noŋ|	Bokar	0805.24	TBL	29673	ko noŋ|	k o _ n o ŋ|
86911	num	nine	1852	386443	nine	ʐguə	Qiang (Mawo)	0805.08	TBL	86911	ʐguə	ʐ ◦ g u ə
34824	num	nine	1823	386462	nine	ko⁵⁵	Burmese (Rangoon)	0805.27	TBL	34824	ko⁵⁵	k o ⁵⁵
64165	num	nine	1839	386476	nine	ɣø³¹	Hani (Lüchun)	0805.41	TBL	64165	ɣø³¹	ɣ ø ³¹
31528	num	nine	1821	386460	nine	kɯ⁵⁵ȵi⁵⁵|	Yidu	0805.25	TBL	31528	kɯ⁵⁵ȵi⁵⁵|	k ɯ ⁵⁵ ◦ ȵ i ⁵⁵|
#
32874	n	noon	1822	383641	noon	ne¹lɑȵ² (poŋ³)	Burmese (Written)	0750.26	TBL	32874	ne¹lɑȵ² (poŋ³)	n e ¹ ◦ l ɑ ȵ ² _ ( p o ŋ ³ )
871	n	noon	1804	383616	noon	ȵin dgoŋ	Tibetan (Written)	0750.01	TBL	871	ȵin dgoŋ	ȵ i n _ d ◦ g o ŋ
34768	n	noon	1823	383642	noon	ne⁵³lɛ²² (pɑ̃i⁵⁵)	Burmese (Rangoon)	0750.27	TBL	34768	ne⁵³lɛ²² (pɑ̃i⁵⁵)	n e ⁵³ ◦ l ɛ ²² _ ( p ɑ̃ i ∼ ⁵⁵ )
67723	n	noon	1841	383658	noon	mv⁵³lɔ²¹qɔ³³	Lahu (Lancang)	0750.43	TBL	67723	mv⁵³lɔ²¹qɔ³³	m v ⁵³ ◦ l ɔ ²¹ ◦ q ɔ ³³
65918	n	noon	1840	383657	noon	u³¹nu³³nu³³ɣu⁵⁵	Hani (Mojiang)	0750.42	TBL	65918	u³¹nu³³nu³³ɣu⁵⁵	u ³¹ ◦ n u ³³ ◦ n u ³³ ◦ ɣ u ⁵⁵
60513	n	noon	1837	383619	noon	tʂe dʑa	Tibetan (Xiahe)	0750.04	TBL	60513	tʂe dʑa	tʂ e _ dʑ a
2835	n	noon	1805	383625	noon	tɕyẽ⁵⁵dzɿ⁵⁵tshə̃¹¹	Pumi (Jiulong)	0750.10	TBL	2835	tɕyẽ⁵⁵dzɿ⁵⁵tshə̃¹¹	tɕ y ẽ ∼ ⁵⁵ ◦ dz ɿ ⁵⁵ ◦ tsh ə̃ ∼ ¹¹
36648	n	noon	1824	383643	noon	ni³¹kuŋ⁵⁵	Achang (Longchuan)	0750.28	TBL	36648	ni³¹kuŋ⁵⁵	n i ³¹ ◦ k u ŋ ⁵⁵
69552	n	noon	1842	383659	noon	ni³³xɯ⁴⁴tsɔ⁴⁴khɛ⁴⁴	Jinuo	0750.44	TBL	69552	ni³³xɯ⁴⁴tsɔ⁴⁴khɛ⁴⁴	n i ³³ ◦ x ɯ ⁴⁴ ◦ ts ɔ ⁴⁴ ◦ kh ɛ ⁴⁴
4486	n	noon	1806	383626	noon	sɐk sə	rGyalrong (Maerkang)	0750.11	TBL	4486	sɐk sə	s ɐ k _ s ə
4487	n	noon	1806	383666	noon	tə mtso	rGyalrong (Maerkang)	0750.11	TBL	4487	tə mtso	t ə _ m ◦ ts o
38425	n	noon	1825	383644	noon	cɔ⁵⁵cɔ³¹jɔʔ³⁵	Achang (Xiandao)	0750.29	TBL	38425	cɔ⁵⁵cɔ³¹jɔʔ³⁵	c ɔ ⁵⁵ ◦ c ɔ ³¹ ◦ j ɔ ʔ ³⁵
71398	n	noon	1843	383660	noon	ȵi³³ly⁵⁵gv̩³³	Naxi	0750.45	TBL	71398	ȵi³³ly⁵⁵gv̩³³	ȵ i ³³ ◦ l y ⁵⁵ ◦ g v̩ ³³
6404	n	noon	1807	383627	noon	sȵə xcçən	Daofu	0750.12	TBL	6404	sȵə xcçən	s ȵ ə _ x ◦ c ç ə n
73227	n	noon	1844	383661	noon	dʐuo⁵⁵ dzi⁵⁵dzi³³	Namuyi	0750.46	TBL	73227	dʐuo⁵⁵ dzi⁵⁵dzi³³	dʐ u o ⁵⁵ _ dz i ⁵⁵ ◦ dz i ³³
8330	n	noon	1808	383628	noon	ndzɛ¹³ri⁵⁵tie¹³	Queyu (Xinlong)	0750.13	TBL	8330	ndzɛ¹³ri⁵⁵tie¹³	n ◦ dz ɛ ¹³ ◦ r i ⁵⁵ ◦ t i e ¹³
10168	n	noon	1809	383629	noon	ʂȵʌ¹³ʑu¹³	Zhaba (Daofu County)	0750.14	TBL	10168	ʂȵʌ¹³ʑu¹³	ʂ ȵ ʌ ¹³ ◦ ʑ u ¹³
43926	n	noon	1828	383646	noon	na⁵⁵kauŋ³⁵	Langsu (Luxi)	0750.31	TBL	43926	na⁵⁵kauŋ³⁵	n a ⁵⁵ ◦ k a u ŋ ³⁵
