# Wordlist

# DATA
ID	GFN	CONCEPT	LGID	RGEN	STEDT_GLOSS	REFLEX	DOCULECT	SRCID	SRCABBR
35903	n	the snow	1824	345584	snow	xan³¹ʑai⁵⁵	Achang (Longchuan)	0012.28	TBL
68807	n	the snow	1842	345600	snow	njɛ³³ji⁴⁴	Jinuo	0012.44	TBL
3728	n	the snow	1806	345567	snow	tɐi pɑ	rGyalrong (Maerkang)	0012.11	TBL
70626	n	the snow	1843	345601	snow	be³³	Naxi	0012.45	TBL
5580	n	the snow	1807	345568	snow	kha va	Daofu	0012.12	TBL
39367	n	the snow	1826	345559	snow	khɑ⁵⁵	Tibetan (Batang)	0012.03	TBL
72464	n	the snow	1844	345602	snow	jy³¹	Namuyi	0012.46	TBL
72465	n	the snow	1844	345609	snow	ju̵³¹	Namuyi	0012.46	TBL
7561	n	the snow	1808	345569	snow	kha⁵⁵wa⁵⁵	Queyu (Xinlong)	0012.13	TBL
74302	n	the snow	1845	345603	snow	xoa⁵⁵	Gazhuo	0012.47	TBL
77954	n	the snow	1847	345605	snow	su³⁵su⁵⁵	Tujia	0012.49	TBL
9373	n	the snow	1809	345570	snow	vʑi¹³	Zhaba (Daofu County)	0012.14	TBL
41308	n	the snow	1827	345586	snow	kjoʔ²¹	Atsi [Zaiwa]	0012.30	TBL
88011	n	the snow	1853	345565	snow	fpy⁵⁵	Pumi (Lanping)	0012.09	TBL
84357	n	the snow	1851	345563	snow	phom	Motuo Menba	0012.07	TBL
43182	n	the snow	1828	345587	snow	*	Langsu (Luxi)	0012.31	TBL
11303	n	the snow	1810	345571	snow	βə²⁴	Muya	0012.15	TBL
44948	n	the snow	1829	345588	snow	ŋɛ̱̃⁵⁵	Bola (Luxi)	0012.32	TBL
61525	n	the snow	1838	345596	snow	wɑ³¹	Lisu	0012.40	TBL
18627	n	the snow	1814	345575	snow	kjo⁵⁵naʔ⁵⁵	Jingpho	0012.19	TBL
79437	n	the snow	1848	345561	snow	kaŋ	Tibetan (Alike)	0012.05	TBL
46786	n	the snow	1830	345589	snow	*	Leqi (Luxi)	0012.33	TBL
14899	n	the snow	1812	345573	snow	dʑyɛ³⁵	Xumi	0012.17	TBL
81027	n	the snow	1849	345606	snow	*	Karen	0012.50	TBL
48476	n	the snow	1831	345590	snow	va⁵⁵	Nusu (Central)	0012.34	TBL
16766	n	the snow	1813	345574	snow	ʑy³⁵	Lyuzu	0012.18	TBL
82584	n	the snow	1850	345562	snow	kha⁵⁵ru⁵³	Cuona Menba	0012.06	TBL
50253	n	the snow	1832	345591	snow	vo³³	Yi (Xide)	0012.35	TBL
52257	n	the snow	1833	345592	snow	vɑ²¹	Yi (Weishan)	0012.36	TBL
20482	n	the snow	1815	345558	snow	khaŋ¹³²	Tibetan (Lhasa)	0012.02	TBL
20483	n	the snow	1815	345608	snow	kha⁵⁵wa⁵⁵	Tibetan (Lhasa)	0012.02	TBL
75982	n	the snow	1846	345604	snow	sue̱³³	Bai (Jianchuan)	0012.48	TBL
13235	n	the snow	1811	345572	snow	khə⁵⁵wu̵⁵⁵	Guiqiong	0012.16	TBL
54151	n	the snow	1834	345593	snow	ɣo²¹	Yi (Nanhua)	0012.37	TBL
22622	n	the snow	1816	345576	snow	tɯ³¹wɑn⁵³	Dulong	0012.20	TBL
56006	n	the snow	1835	345594	snow	vɤ³³	Yi (Wuding)	0012.38	TBL
24473	n	the snow	1817	345577	snow	thi³¹vɛn³¹	Nung	0012.21	TBL
57942	n	the snow	1836	345595	snow	vɑ¹¹	Yi (Sani)	0012.39	TBL
25957	n	the snow	1818	345578	snow	ɑ³¹ɹuɑi⁵⁵	Darang [Taraon]	0012.22	TBL
27376	n	the snow	1819	345579	snow	so⁵⁵	Kaman [Miju]	0012.23	TBL
86063	n	the snow	1852	345564	snow	piɛ	Qiang (Mawo)	0012.08	TBL
28820	n	the snow	1820	345580	snow	ta pam	Bokar	0012.24	TBL
37679	n	the snow	1825	345585	snow	*	Achang (Xiandao)	0012.29	TBL
63361	n	the snow	1839	345597	snow	xa³¹dʑu³³	Hani (Lüchun)	0012.41	TBL
30735	n	the snow	1821	345581	snow	poŋ³⁵	Yidu	0012.25	TBL
59752	n	the snow	1837	345560	snow	khaŋ	Tibetan (Xiahe)	0012.04	TBL
32117	n	the snow	1822	345582	snow	shi³hnɑŋ³	Burmese (Written)	0012.26	TBL
65151	n	the snow	1840	345598	snow	xɔ³¹	Hani (Mojiang)	0012.42	TBL
#
275	n	the son	1804	356352	son	bu	Tibetan (Written)	0220.01	TBL
34217	n	the son	1823	356378	son	tθɑ⁵⁵	Burmese (Rangoon)	0220.27	TBL
67191	n	the son	1841	356394	son	ɔ³¹ʑɑ⁵³pɑ¹¹	Lahu (Lancang)	0220.43	TBL
2275	n	the son	1805	356361	son	tsø³⁵	Pumi (Jiulong)	0220.10	TBL
86285	n	the son	1852	356359	son	tʃɪ	Qiang (Mawo)	0220.08	TBL
36111	n	the son	1824	356379	son	tsɔ³¹lo³¹	Achang (Longchuan)	0220.28	TBL
69016	n	the son	1842	356395	son	zɔ⁴⁴jo⁴²	Jinuo	0220.44	TBL
3941	n	the son	1806	356362	son	tə tsɑ	rGyalrong (Maerkang)	0220.11	TBL
37888	n	the son	1825	356380	son	juʔ³¹cɛ⁵⁵tsɔ³¹	Achang (Xiandao)	0220.29	TBL
70850	n	the son	1843	356396	son	zo³³	Naxi	0220.45	TBL
5804	n	the son	1807	356363	son	ze	Daofu	0220.12	TBL
39591	n	the son	1826	356354	son	pᴜ²³¹	Tibetan (Batang)	0220.03	TBL
72682	n	the son	1844	356397	son	zi⁵³	Namuyi	0220.46	TBL
7773	n	the son	1808	356364	son	ʑi¹³	Queyu (Xinlong)	0220.13	TBL
41518	n	the son	1827	356381	son	juʔ²¹ke⁵¹tso²¹	Atsi [Zaiwa]	0220.30	TBL
61735	n	the son	1838	356391	son	tʃhi̱³¹mɑ̱³³	Lisu	0220.40	TBL
43391	n	the son	1828	356382	son	jauk³¹kai³¹tsɔ³⁵	Langsu (Luxi)	0220.31	TBL
43392	n	the son	1828	356404	son	tso	Langsu (Luxi)	0220.31	TBL
76200	n	the son	1846	356399	son	tsɿ³³ɲi²¹	Bai (Jianchuan)	0220.48	TBL
11525	n	the son	1810	356366	son	tɕue²⁴	Muya	0220.15	TBL
45162	n	the son	1829	356383	son	ta³¹	Bola (Luxi)	0220.32	TBL
78163	n	the son	1847	356400	son	pi³⁵	Tujia	0220.49	TBL
79648	n	the son	1848	356356	son	ɕə lə	Tibetan (Alike)	0220.05	TBL
46994	n	the son	1830	356384	son	tsə̆³³sa̱ŋ³³	Leqi (Luxi)	0220.33	TBL
81235	n	the son	1849	356401	son	pho⁵⁵khua⁵⁵	Karen	0220.50	TBL
15117	n	the son	1812	356368	son	zõ³⁵	Xumi	0220.17	TBL
15118	n	the son	1812	356402	son (intimate)	a³³ju⁵⁵	Xumi	0220.17	TBL
13453	n	the son	1811	356367	son	tsi⁵⁵	Guiqiong	0220.16	TBL
48687	n	the son	1831	356385	son	za⁵⁵	Nusu (Central)	0220.34	TBL
16982	n	the son	1813	356369	son	zɿ⁵³	Lyuzu	0220.18	TBL
82792	n	the son	1850	356357	son	pu³⁵	Cuona Menba	0220.06	TBL
50480	n	the son	1832	356386	son	zɯ³³	Yi (Xide)	0220.35	TBL
18839	n	the son	1814	356370	son (general term)	la³³ʃa³¹	Jingpho	0220.19	TBL
18840	n	the son	1814	356403	son (honorific)	ʃa³¹taŋ³³ʃa³¹	Jingpho	0220.19	TBL
84577	n	the son	1851	356358	son	za	Motuo Menba	0220.07	TBL
52473	n	the son	1833	356387	son	zɑ²¹	Yi (Weishan)	0220.36	TBL
20732	n	the son	1815	356353	son	phu¹³	Tibetan (Lhasa)	0220.02	TBL
63570	n	the son	1839	356392	son	za³¹	Hani (Lüchun)	0220.41	TBL
74513	n	the son	1845	356398	son	za³¹	Gazhuo	0220.47	TBL
54365	n	the son	1834	356388	son	zo²¹	Yi (Nanhua)	0220.37	TBL
22841	n	the son	1816	356371	son	ɑ³¹tɕɑn⁵³pɑi⁵³	Dulong	0220.20	TBL
56214	n	the son	1835	356389	son	zu³³	Yi (Wuding)	0220.38	TBL
24683	n	the son	1817	356372	son	tɕhɛn³¹	Nung	0220.21	TBL
58150	n	the son	1836	356390	son	zɒ¹¹	Yi (Sani)	0220.39	TBL
26165	n	the son	1818	356373	son	ɑ⁵⁵ju⁵⁵ɑ⁵⁵	Darang [Taraon]	0220.22	TBL
9604	n	the son	1809	356365	son	zɿ¹³pʌ³³ɟjʌ⁵⁵	Zhaba (Daofu County)	0220.14	TBL
59966	n	the son	1837	356355	son	ɕə lə	Tibetan (Xiahe)	0220.04	TBL
27585	n	the son	1819	356374	son	sɑ⁵⁵wɑi⁵³	Kaman [Miju]	0220.23	TBL
88230	n	the son	1853	356360	son	tsy⁵⁵	Pumi (Lanping)	0220.09	TBL
29051	n	the son	1820	356375	son	ɦo ro	Bokar	0220.24	TBL
30943	n	the son	1821	356376	son	ʔɑ⁵⁵	Yidu	0220.25	TBL
32327	n	the son	1822	356377	son	tθɑ³	Burmese (Written)	0220.26	TBL
65369	n	the son	1840	356393	son	zɔ³¹	Hani (Mojiang)	0220.42	TBL
#
65609	n	the soup	1840	368137	soup	ɯ⁵⁵tshɔ⁵⁵	Hani (Mojiang)	0451.42	TBL
533	n	the soup	1804	368096	soup	thaŋ	Tibetan (Written)	0451.01	TBL
534	n	the soup	1804	368146	soup	khu ba	Tibetan (Written)	0451.01	TBL
2526	n	the soup	1805	368105	soup	ʐã³⁵thã⁵⁵	Pumi (Jiulong)	0451.10	TBL
83024	n	the soup	1850	368101	soup	khu⁵⁵wo⁵⁵	Cuona Menba	0451.06	TBL
36348	n	the soup	1824	368123	soup	a³¹ʐəŋ³¹	Achang (Longchuan)	0451.28	TBL
69252	n	the soup	1842	368139	soup	a⁴⁴ke³³a⁴⁴ji⁴⁴	Jinuo	0451.44	TBL
4180	n	the soup	1806	368106	soup	ʃɑ tʃi	rGyalrong (Maerkang)	0451.11	TBL
71090	n	the soup	1843	368140	soup	xo³³	Naxi	0451.45	TBL
39837	n	the soup	1826	368098	soup	khɑ⁵⁵	Tibetan (Batang)	0451.03	TBL
39838	n	the soup	1826	368148	soup	thɑ̃⁵⁵	Tibetan (Batang)	0451.03	TBL
72926	n	the soup	1844	368141	soup	ɦæʴ³⁵	Namuyi	0451.46	TBL
8020	n	the soup	1808	368108	soup	brə⁵⁵briɛ³³	Queyu (Xinlong)	0451.13	TBL
41760	n	the soup	1827	368125	soup	sun²¹viŋ²¹	Atsi [Zaiwa]	0451.30	TBL
74746	n	the soup	1845	368142	soup	o³¹tsa²⁴ji³²³	Gazhuo	0451.47	TBL
9849	n	the soup	1809	368109	soup	ʐɪ¹³	Zhaba (Daofu County)	0451.14	TBL
34455	n	the soup	1823	368122	soup	hĩ⁵⁵tɕho²²	Burmese (Rangoon)	0451.27	TBL
43627	n	the soup	1828	368126	soup	ɣaŋ³⁵	Langsu (Luxi)	0451.31	TBL
76445	n	the soup	1846	368143	soup	xã⁵⁵	Bai (Jianchuan)	0451.48	TBL
56452	n	the soup	1835	368133	soup	ji³³	Yi (Wuding)	0451.38	TBL
11773	n	the soup	1810	368110	soup	rə⁵³	Muya	0451.15	TBL
45397	n	the soup	1829	368127	soup	a³¹ɣaŋ³¹	Bola (Luxi)	0451.32	TBL
78394	n	the soup	1847	368144	soup	than⁵⁵	Tujia	0451.49	TBL
13701	n	the soup	1811	368111	soup	tshɛ⁵⁵thɑ̃⁵⁵	Guiqiong	0451.16	TBL
79886	n	the soup	1848	368100	soup	kho	Tibetan (Alike)	0451.05	TBL
47226	n	the soup	1830	368128	soup	tʃhɔn⁵⁵jɤŋ³¹	Leqi (Luxi)	0451.33	TBL
15361	n	the soup	1812	368112	soup	dʑɛ⁵³	Xumi	0451.17	TBL
48927	n	the soup	1831	368129	soup	ɣɹi³³tʂɔ̱⁵³	Nusu (Central)	0451.34	TBL
27819	n	the soup	1819	368118	soup	ɕin⁵³ti⁵³	Kaman [Miju]	0451.23	TBL
17234	n	the soup	1813	368113	soup	əʴ³⁵	Lyuzu	0451.18	TBL
17235	n	the soup	1813	368150	soup	ndʐu³⁵	Lyuzu	0451.18	TBL
50726	n	the soup	1832	368130	soup	ʑɿ³³	Yi (Xide)	0451.35	TBL
19075	n	the soup	1814	368114	soup	tʃă³¹khu³³	Jingpho	0451.19	TBL
84827	n	the soup	1851	368102	soup	*	Motuo Menba	0451.07	TBL
52710	n	the soup	1833	368131	soup	ɣɯ⁵⁵ba³³	Yi (Weishan)	0451.36	TBL
52711	n	the soup	1833	368151	soup (vegetable)	u²¹tɕɪ̱²¹ɣɯ⁵⁵	Yi (Weishan)	0451.36	TBL
86533	n	the soup	1852	368103	soup	thɑŋ	Qiang (Mawo)	0451.08	TBL
21007	n	the soup	1815	368097	soup	khuo⁵⁵	Tibetan (Lhasa)	0451.02	TBL
21008	n	the soup	1815	368147	soup	thaŋ⁵⁵	Tibetan (Lhasa)	0451.02	TBL
54605	n	the soup	1834	368132	soup	ʑi³³tsu³³	Yi (Nanhua)	0451.37	TBL
88472	n	the soup	1853	368104	soup	ʂɑ¹³ʐã⁵⁵	Pumi (Lanping)	0451.09	TBL
23084	n	the soup	1816	368115	soup	kɑn⁵⁵ti⁵³	Dulong	0451.20	TBL
24918	n	the soup	1817	368116	soup	khɛn⁵⁵tʂhɿ³¹	Nung	0451.21	TBL
58382	n	the soup	1836	368134	soup	ż³³sɒ³³	Yi (Sani)	0451.39	TBL
6066	n	the soup	1807	368107	soup	khu va	Daofu	0451.12	TBL
26396	n	the soup	1818	368117	soup	tɕi⁵³	Darang [Taraon]	0451.22	TBL
60208	n	the soup	1837	368099	soup	kho	Tibetan (Xiahe)	0451.04	TBL
86534	n	the soup	1852	368149	soup	ɕpiɛs	Qiang (Mawo)	0451.08	TBL
61970	n	the soup	1838	368135	soup	dʒi³³phɯ³¹	Lisu	0451.40	TBL
29297	n	the soup	1820	368119	soup	a laŋ	Bokar	0451.24	TBL
81466	n	the soup	1849	368145	soup	gă³¹tθu̱⁵⁵thi⁵⁵	Karen	0451.50	TBL
63810	n	the soup	1839	368136	soup	ɯ⁵⁵tsha⁵⁵	Hani (Lüchun)	0451.41	TBL
31174	n	the soup	1821	368120	soup	tɕi⁵⁵	Yidu	0451.25	TBL
67424	n	the soup	1841	368138	soup	ɑ³⁵ɣɯ³¹	Lahu (Lancang)	0451.43	TBL
38123	n	the soup	1825	368124	soup	ɔŋ³¹ʐɯŋ³¹	Achang (Xiandao)	0451.29	TBL
32562	n	the soup	1822	368121	soup	hɑn³khjo²	Burmese (Written)	0451.26	TBL
#
411	n	the sparrow	1804	362473	sparrow	bjeɦu	Tibetan (Written)	0336.01	TBL
34337	n	the sparrow	1823	362499	sparrow	sɑ²²	Burmese (Rangoon)	0336.27	TBL
67309	n	the sparrow	1841	362515	sparrow	dʑɑ¹¹mɤ⁵³	Lahu (Lancang)	0336.43	TBL
2403	n	the sparrow	1805	362482	sparrow	wə¹¹tsi⁵⁵	Pumi (Jiulong)	0336.10	TBL
5945	n	the sparrow	1807	362484	sparrow	ɣzə	Daofu	0336.12	TBL
36232	n	the sparrow	1824	362500	sparrow	tsi⁵⁵tʂuak⁵⁵	Achang (Longchuan)	0336.28	TBL
4062	n	the sparrow	1806	362483	sparrow	pɑ tsɑ	rGyalrong (Maerkang)	0336.11	TBL
38007	n	the sparrow	1825	362501	sparrow	ŋɔʔ⁵⁵	Achang (Xiandao)	0336.29	TBL
70971	n	the sparrow	1843	362517	sparrow	dzæ³³zo³³	Naxi	0336.45	TBL
39721	n	the sparrow	1826	362475	sparrow	ɕy¹³	Tibetan (Batang)	0336.03	TBL
72808	n	the sparrow	1844	362518	sparrow	ge⁵⁵zɿ⁵⁵ a³¹tsɿ⁵⁵	Namuyi	0336.46	TBL
7900	n	the sparrow	1808	362485	sparrow	ɣo¹³tɕhy³³	Queyu (Xinlong)	0336.13	TBL
41639	n	the sparrow	1827	362502	sparrow	tʃo⁵¹khjaŋ⁵⁵	Atsi [Zaiwa]	0336.30	TBL
74630	n	the sparrow	1845	362519	sparrow	tsa³²³za³³	Gazhuo	0336.47	TBL
9729	n	the sparrow	1809	362486	sparrow	və⁵⁵zə⁵⁵	Zhaba (Daofu County)	0336.14	TBL
43509	n	the sparrow	1828	362503	sparrow	tʃɔ̆³¹khjɔ̃⁵⁵	Langsu (Luxi)	0336.31	TBL
11650	n	the sparrow	1810	362487	sparrow	tɕe⁵⁵βu³³ u⁵⁵zə⁵³	Muya	0336.15	TBL
69136	n	the sparrow	1842	362516	sparrow	tʃo⁴²ja⁴²	Jinuo	0336.44	TBL
45281	n	the sparrow	1829	362504	sparrow	tʃə̆ʔ³¹khjɔ̃³⁵	Bola (Luxi)	0336.32	TBL
78279	n	the sparrow	1847	362521	sparrow	tɕhia⁵⁵phɯe⁵⁵	Tujia	0336.49	TBL
13576	n	the sparrow	1811	362488	sparrow	tshə⁵⁵tsə³¹	Guiqiong	0336.16	TBL
79770	n	the sparrow	1848	362477	sparrow	wɕi thə	Tibetan (Alike)	0336.05	TBL
47111	n	the sparrow	1830	362505	sparrow	tʃo³¹khjaŋ⁵³	Leqi (Luxi)	0336.33	TBL
15243	n	the sparrow	1812	362489	sparrow	dʑyæ³³mi⁵³	Xumi	0336.17	TBL
81351	n	the sparrow	1849	362522	sparrow	tho³³phui⁵⁵	Karen	0336.50	TBL
48804	n	the sparrow	1831	362506	sparrow	dʐa³³	Nusu (Central)	0336.34	TBL
48805	n	the sparrow	1831	362523	sparrow	dʐa³³tʂu̱⁵³	Nusu (Central)	0336.34	TBL
17111	n	the sparrow	1813	362490	sparrow	xua³³ju̵⁵³	Lyuzu	0336.18	TBL
50605	n	the sparrow	1832	362507	sparrow	khɯ³³dʐɑ³³	Yi (Xide)	0336.35	TBL
18956	n	the sparrow	1814	362491	sparrow	u³¹tsa̱³³	Jingpho	0336.19	TBL
84706	n	the sparrow	1851	362479	sparrow	*	Motuo Menba	0336.07	TBL
52589	n	the sparrow	1833	362508	sparrow	dʐɑ⁵⁵m̩²¹	Yi (Weishan)	0336.36	TBL
82908	n	the sparrow	1850	362478	sparrow	tɕøː³⁵pe³¹	Cuona Menba	0336.06	TBL
86414	n	the sparrow	1852	362480	sparrow	ʁuɑj	Qiang (Mawo)	0336.08	TBL
20879	n	the sparrow	1815	362474	sparrow	khəŋ⁵⁵tɕiː⁵⁵	Tibetan (Lhasa)	0336.02	TBL
54487	n	the sparrow	1834	362509	sparrow	dʐu³³gɑ³³	Yi (Nanhua)	0336.37	TBL
88349	n	the sparrow	1853	362481	sparrow	gɯ⁵⁵ʂɑ¹³	Pumi (Lanping)	0336.09	TBL
22962	n	the sparrow	1816	362492	sparrow	gɹɑp³¹tsit⁵⁵	Dulong	0336.20	TBL
56334	n	the sparrow	1835	362510	sparrow	ŋɑ̱³³dʐu³³	Yi (Wuding)	0336.38	TBL
24800	n	the sparrow	1817	362493	sparrow	lɑ⁵⁵dzɿ⁵⁵so⁵⁵	Nung	0336.21	TBL
58267	n	the sparrow	1836	362511	sparrow	ɒ¹¹tʂɑ³³mɒ³³	Yi (Sani)	0336.39	TBL
26281	n	the sparrow	1818	362494	sparrow	kɯ³¹pɹɑi⁵³	Darang [Taraon]	0336.22	TBL
60092	n	the sparrow	1837	362476	sparrow	ɕi tə	Tibetan (Xiahe)	0336.04	TBL
27703	n	the sparrow	1819	362495	sparrow	ɑ³¹ɹik³⁵	Kaman [Miju]	0336.23	TBL
61854	n	the sparrow	1838	362512	sparrow	wɑ³¹lɑ³¹	Lisu	0336.40	TBL
29179	n	the sparrow	1820	362496	sparrow	ɕɯŋ tuŋ pu ruk	Bokar	0336.24	TBL
63695	n	the sparrow	1839	362513	sparrow	xa³¹dza⁵⁵	Hani (Lüchun)	0336.41	TBL
31059	n	the sparrow	1821	362497	sparrow	piɑ⁵⁵ɿɑ³¹mɑŋ⁵⁵	Yidu	0336.25	TBL
76323	n	the sparrow	1846	362520	sparrow	tso̱³³tsɿ³³	Bai (Jianchuan)	0336.48	TBL
32445	n	the sparrow	1822	362498	sparrow	sɑɑ²	Burmese (Written)	0336.26	TBL
65491	n	the sparrow	1840	362514	sparrow	jɔ⁵⁵tʃɔ⁵⁵	Hani (Mojiang)	0336.42	TBL
#
439	n	the spider	1804	363461	spider	rgja ka ra	Tibetan (Written)	0361.01	TBL
34363	n	the spider	1823	363487	spider	pĩ⁵³ku²²	Burmese (Rangoon)	0361.27	TBL
67334	n	the spider	1841	363503	spider	ɑ³³qo¹¹ɑ³³qɑ³⁵pɛ³³	Lahu (Lancang)	0361.43	TBL
2428	n	the spider	1805	363470	spider	bu³⁵qɑ⁵⁵ʐõ¹¹	Pumi (Jiulong)	0361.10	TBL
36257	n	the spider	1824	363488	spider	kuŋ³¹kai³⁵ʑai⁵⁵	Achang (Longchuan)	0361.28	TBL
69162	n	the spider	1842	363504	spider	pa⁴²tʃo³³lo³³	Jinuo	0361.44	TBL
4087	n	the spider	1806	363471	spider	khɑ ʃnɑ	rGyalrong (Maerkang)	0361.11	TBL
38032	n	the spider	1825	363489	spider	koŋ³¹kau⁵⁵	Achang (Xiandao)	0361.29	TBL
70996	n	the spider	1843	363505	spider	ɑ³³lɑ³³	Naxi	0361.45	TBL
5973	n	the spider	1807	363472	spider	a mbə	Daofu	0361.12	TBL
39747	n	the spider	1826	363463	spider	dʐa⁵³ka⁵⁵ra⁵³	Tibetan (Batang)	0361.03	TBL
72833	n	the spider	1844	363506	spider	tʂe³¹tʂu⁵⁵	Namuyi	0361.46	TBL
7927	n	the spider	1808	363473	spider	qa¹³ra⁵⁵	Queyu (Xinlong)	0361.13	TBL
41664	n	the spider	1827	363490	spider	a⁵⁵kaŋ²¹	Atsi [Zaiwa]	0361.30	TBL
41665	n	the spider	1827	363511	spider	lă²¹kaŋ²¹	Atsi [Zaiwa]	0361.30	TBL
74656	n	the spider	1845	363507	spider	a³⁵ȵo³¹ma³³	Gazhuo	0361.47	TBL
9756	n	the spider	1809	363474	spider	ka³³ʐa⁵⁵mi³³	Zhaba (Daofu County)	0361.14	TBL
11678	n	the spider	1810	363475	spider	ji⁵⁵mɐ⁵³qɑ³³rɑ³³	Muya	0361.15	TBL
45306	n	the spider	1829	363492	spider	phi³¹kɔ̃³¹	Bola (Luxi)	0361.32	TBL
78304	n	the spider	1847	363509	spider	pu⁵⁵tshi⁵⁵	Tujia	0361.49	TBL
13604	n	the spider	1811	363476	spider	tʂuɔ³⁵kɔ⁵⁵ʐɔ⁵⁵	Guiqiong	0361.16	TBL
79795	n	the spider	1848	363465	spider	ngoŋ ŋo nak rbət	Tibetan (Alike)	0361.05	TBL
47136	n	the spider	1830	363493	spider	laʔ³¹kaŋ³³	Leqi (Luxi)	0361.33	TBL
15268	n	the spider	1812	363477	spider	bɛ³³lɛ³³kha³³da⁵³	Xumi	0361.17	TBL
81376	n	the spider	1849	363510	spider	gă³¹bɔ³³ju³¹	Karen	0361.50	TBL
48833	n	the spider	1831	363494	spider	la⁵⁵ba̱⁵³mɹe³³	Nusu (Central)	0361.34	TBL
17137	n	the spider	1813	363478	spider	kæ⁵⁵əʴ⁵³	Lyuzu	0361.18	TBL
82934	n	the spider	1850	363466	spider	dʐe³⁵tom⁵⁵	Cuona Menba	0361.06	TBL
50632	n	the spider	1832	363495	spider	bu³³ȵi²¹mo²¹	Yi (Xide)	0361.35	TBL
18983	n	the spider	1814	363479	spider	n³¹ti³¹kʒam³¹	Jingpho	0361.19	TBL
84732	n	the spider	1851	363467	spider	roŋ ɕam bu	Motuo Menba	0361.07	TBL
52616	n	the spider	1833	363496	spider	a²¹ma³³ʑɪ̱²¹	Yi (Weishan)	0361.36	TBL
86440	n	the spider	1852	363468	spider	tʂhəʂ	Qiang (Mawo)	0361.08	TBL
20908	n	the spider	1815	363462	spider	tom¹³	Tibetan (Lhasa)	0361.02	TBL
54512	n	the spider	1834	363497	spider	ȵɑ³³mo³³	Yi (Nanhua)	0361.37	TBL
22987	n	the spider	1816	363480	spider	dʑɑn⁵³	Dulong	0361.20	TBL
56360	n	the spider	1835	363498	spider	ɑ¹¹ȵɒ¹¹	Yi (Wuding)	0361.38	TBL
24825	n	the spider	1817	363481	spider	di³¹bɛ³⁵	Nung	0361.21	TBL
58292	n	the spider	1836	363499	spider	ji⁵⁵mɒ³³	Yi (Sani)	0361.39	TBL
26306	n	the spider	1818	363482	spider	kɯ³¹pɹɑu⁵³soŋ³⁵	Darang [Taraon]	0361.22	TBL
60117	n	the spider	1837	363464	spider	dom	Tibetan (Xiahe)	0361.04	TBL
27728	n	the spider	1819	363483	spider	toŋ⁵⁵dɑi⁵⁵sɑm³⁵	Kaman [Miju]	0361.23	TBL
61880	n	the spider	1838	363500	spider	khɯ³¹xɯ̱³³lɑ³¹mɑ³³	Lisu	0361.40	TBL
29205	n	the spider	1820	363484	spider	ta rum	Bokar	0361.24	TBL
63720	n	the spider	1839	363501	spider	bø³¹dzu³¹	Hani (Lüchun)	0361.41	TBL
31084	n	the spider	1821	363485	spider	e⁵⁵phi⁵³sɑŋ³⁵	Yidu	0361.25	TBL
43534	n	the spider	1828	363491	spider	phjɔ̆³¹kɔ̃³⁵	Langsu (Luxi)	0361.31	TBL
76349	n	the spider	1846	363508	spider	to⁵⁵tɕĩ⁵⁵ŋo⁴²suɑ̃⁵⁵	Bai (Jianchuan)	0361.48	TBL
32470	n	the spider	1822	363486	spider	pɑŋ¹ku²	Burmese (Written)	0361.26	TBL
88375	n	the spider	1853	363469	spider	bɐ¹³dʒõ⁵⁵	Pumi (Lanping)	0361.09	TBL
65516	n	the spider	1840	363502	spider	ɔ³¹ku³¹lu³¹mɔ³³	Hani (Mojiang)	0361.42	TBL
#
6	n	the star	1804	345197	star	skar ma	Tibetan (Written)	0005.01	TBL
33999	n	the star	1823	345223	star	tɕɛ²²	Burmese (Rangoon)	0005.27	TBL
66971	n	the star	1841	345239	star	mɤ²¹kɤ³³	Lahu (Lancang)	0005.43	TBL
35896	n	the star	1824	345224	star	khʐə⁵⁵	Achang (Longchuan)	0005.28	TBL
68800	n	the star	1842	345240	star	pu³³ki⁴⁴	Jinuo	0005.44	TBL
3721	n	the star	1806	345207	star	tsəu ri	rGyalrong (Maerkang)	0005.11	TBL
37672	n	the star	1825	345225	star	tshi⁵⁵ʐum³¹	Achang (Xiandao)	0005.29	TBL
70619	n	the star	1843	345241	star	kɯ²¹	Naxi	0005.45	TBL
5573	n	the star	1807	345208	star	zgre	Daofu	0005.12	TBL
39360	n	the star	1826	345199	star	ma⁵⁵ma⁵³	Tibetan (Batang)	0005.03	TBL
72456	n	the star	1844	345242	star	tʂɿ³¹ (lu̵⁵⁵)	Namuyi	0005.46	TBL
7554	n	the star	1808	345209	star	skar⁵⁵ma⁵⁵	Queyu (Xinlong)	0005.13	TBL
41301	n	the star	1827	345226	star	kji̱⁵¹	Atsi [Zaiwa]	0005.30	TBL
74295	n	the star	1845	345243	star	kɤ²⁴za³¹	Gazhuo	0005.47	TBL
9366	n	the star	1809	345210	star	ʂtʂə⁵⁵	Zhaba (Daofu County)	0005.14	TBL
75974	n	the star	1846	345244	star	ɕã⁵⁵	Bai (Jianchuan)	0005.48	TBL
11296	n	the star	1810	345211	star	ndʐi²⁴βu³³	Muya	0005.15	TBL
44939	n	the star	1829	345228	star	kji̱⁵⁵	Bola (Luxi)	0005.32	TBL
2053	n	the star	1805	345206	star	dʐɿ³⁵	Pumi (Jiulong)	0005.10	TBL
77947	n	the star	1847	345245	star	si⁵⁵zi⁵⁵pu²¹li²¹	Tujia	0005.49	TBL
