rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
544151	nɛ-mo	save	v.	SK-TBLUP	2110	Darma	515
544150	nɛ-lok	hell		SK-TBLUP	2110	Darma	514
544149	naraŋki	orange		SK-TBLUP	2110	Darma	513
544148	nam-chəŋ-ni	morning		SK-TBLUP	2110	Darma	512
544147	nalo	bless	v.	SK-TBLUP	2110	Darma	511
544146	nakəl	moss (swamp)		SK-TBLUP	2110	Darma	510
544145	ŋak-pya	duck		SK-TBLUP	2110	Darma	509
544144	na-nu	soft		SK-TBLUP	2110	Darma	508
544143	na-no	hot (like ginger)		SK-TBLUP	2110	Darma	507
544142	hmyaŋ-mo	taste	v.	SK-TBLUP	2110	Darma	506
544141	hmyaŋ-mo	enjoy	v.	SK-TBLUP	2110	Darma	505
544140	hmũ	rain		SK-TBLUP	2110	Darma	504
544139	hme-tɚb-mo	light (fire)	v.	SK-TBLUP	2110	Darma	503
544138	hmẽ	fire		SK-TBLUP	2110	Darma	502
544137	hma	sheep		SK-TBLUP	2110	Darma	501
544136	mɯr-ti, jəŋ-ti	clear		SK-TBLUP	2110	Darma	500
544135	mɯl-dɯn	iris of eye		SK-TBLUP	2110	Darma	499
544134	mɯl	silver		SK-TBLUP	2110	Darma	498
544133	mətshər	mosquito		SK-TBLUP	2110	Darma	497
544132	mər-ti	oil		SK-TBLUP	2110	Darma	496
544131	mər	ghee		SK-TBLUP	2110	Darma	495
544130	məŋnu, murtso	chili		SK-TBLUP	2110	Darma	494
544129	mənɛ-mo	celebrate	v.	SK-TBLUP	2110	Darma	493
544128	mən-ɕi	buffalo		SK-TBLUP	2110	Darma	492
544127	mən-ra-mo	like	v.	SK-TBLUP	2110	Darma	491
544126	məŋ-nu	red		SK-TBLUP	2110	Darma	490
544125	məŋ-mo	drive (cattle)	v.	SK-TBLUP	2110	Darma	489
544124	mən	mind		SK-TBLUP	2110	Darma	488
544123	məkhuŋ	quilt		SK-TBLUP	2110	Darma	487
544122	mə-tər-nu	weak		SK-TBLUP	2110	Darma	486
544121	mə-tsər-nu	blunt		SK-TBLUP	2110	Darma	485
544120	mə-tir-penu	smooth		SK-TBLUP	2110	Darma	484
544119	mə-ruŋ-mo	deny	v.	SK-TBLUP	2110	Darma	483
544118	mə-rɔŋ-mo	refuse	v.	SK-TBLUP	2110	Darma	482
544117	mya-mi	bridegroom		SK-TBLUP	2110	Darma	481
544116	muŋ-ta-mo	name (to)	v.	SK-TBLUP	2110	Darma	480
544115	muŋ-nu-lo	ripe (fruit)		SK-TBLUP	2110	Darma	479
544114	muŋ-harte-mi	brave		SK-TBLUP	2110	Darma	478
544113	muŋ, hmuŋ	name		SK-TBLUP	2110	Darma	477
544112	muk tshɯm	eye brow		SK-TBLUP	2110	Darma	476
544111	mug-təŋ	spectacle		SK-TBLUP	2110	Darma	475
544110	mɚ-ti, muləti	stream		SK-TBLUP	2110	Darma	474
544109	moro	corpus		SK-TBLUP	2110	Darma	473
544108	mor	peacock		SK-TBLUP	2110	Darma	472
544107	molo	price		SK-TBLUP	2110	Darma	471
544106	mok-ɕya	mushroom		SK-TBLUP	2110	Darma	470
544105	mobuŋ-nu	empty		SK-TBLUP	2110	Darma	469
544104	mɔ-kɔro	ant		SK-TBLUP	2110	Darma	468
544103	mɔ-hrəŋ	horse (female)		SK-TBLUP	2110	Darma	467
544102	mo-guano	unhappy		SK-TBLUP	2110	Darma	466
544101	mõna	bee		SK-TBLUP	2110	Darma	465
544100	mõ	family		SK-TBLUP	2110	Darma	464
544099	mo	cloud		SK-TBLUP	2110	Darma	463
544098	minɯ-we	hill		SK-TBLUP	2110	Darma	462
544097	minu-ti	rivulet		SK-TBLUP	2110	Darma	461
544096	mini-nədəŋ-cən	pebble		SK-TBLUP	2110	Darma	460
544095	mini-dəŋ	foot-hill		SK-TBLUP	2110	Darma	459
544094	minã	mother		SK-TBLUP	2110	Darma	458
544093	min-puni	mother's younger brother's wife		SK-TBLUP	2110	Darma	457
544092	min-pua	mother's brother		SK-TBLUP	2110	Darma	456
544091	min-ba	father's younger brother; mother's younger sister's husband		SK-TBLUP	2110	Darma	455
544090	mim-nya	mother's younger sister; father's younger brother's wife		SK-TBLUP	2110	Darma	454
544089	mi-nu	small		SK-TBLUP	2110	Darma	453
544088	mi-mɯktshɯm	eye lashes		SK-TBLUP	2110	Darma	452
544087	mi, hmi	person		SK-TBLUP	2110	Darma	451
544086	mɛr-mo	winnow	v.	SK-TBLUP	2110	Darma	450
544085	melɯŋ	hearth		SK-TBLUP	2110	Darma	449
544084	me-ti	tear (of eye)		SK-TBLUP	2110	Darma	448
544083	me-kɯm	eye lid		SK-TBLUP	2110	Darma	447
544082	mẽ	eye		SK-TBLUP	2110	Darma	446
544081	mar-jya	tea (local)		SK-TBLUP	2110	Darma	445
544080	mala, məla	goat		SK-TBLUP	2110	Darma	444
544079	ma-ɕi-mo	search	v.	SK-TBLUP	2110	Darma	443
544078	mã-ɕi-mo	hunt after	v.	SK-TBLUP	2110	Darma	442
544077	mã	goat (male)		SK-TBLUP	2110	Darma	441
544076	hləŋ-mo	jump	v.	SK-TBLUP	2110	Darma	440
544075	hlo-mo	shake	v.	SK-TBLUP	2110	Darma	439
544074	hle-mo	say	v.	SK-TBLUP	2110	Darma	438
544073	hlaŋ-mo	fly	v.	SK-TBLUP	2110	Darma	437
544072	hlan	dirt		SK-TBLUP	2110	Darma	436
544071	hla-ur-mo	wash (hands)	v.	SK-TBLUP	2110	Darma	435
544070	lɯge-pəŋ	sole		SK-TBLUP	2110	Darma	434
544069	lɯge	leg		SK-TBLUP	2110	Darma	433
544068	lɯb-mo	plaster	v.	SK-TBLUP	2110	Darma	432
544067	lɯb-mo	bury	v.	SK-TBLUP	2110	Darma	431
544066	ləphu	tail		SK-TBLUP	2110	Darma	430
544065	ləŋ-sək	manure		SK-TBLUP	2110	Darma	429
544064	lən-ga-mo	work	v.	SK-TBLUP	2110	Darma	428
544063	ləla	father's mother; mother's mother		SK-TBLUP	2110	Darma	427
544062	ləgən-di-si	incisors		SK-TBLUP	2110	Darma	426
544061	ləcən	end		SK-TBLUP	2110	Darma	425
544060	ləb-mo	teach	v.	SK-TBLUP	2110	Darma	424
544059	lophuŋ	book		SK-TBLUP	2110	Darma	423
544058	loŋ-nu	summer		SK-TBLUP	2110	Darma	422
544057	loŋ-ni	hot		SK-TBLUP	2110	Darma	421
544056	loŋ-mo	vomit	v.	SK-TBLUP	2110	Darma	420
544055	lɔŋ-bər	lungs		SK-TBLUP	2110	Darma	419
544054	lɔŋ	vomit		SK-TBLUP	2110	Darma	418
544053	lɔŋ	back of the body		SK-TBLUP	2110	Darma	417
544052	lɔk-mo	climb up	v.	SK-TBLUP	2110	Darma	416
544051	lo-nu	easy		SK-TBLUP	2110	Darma	415
544050	lo-mə-de-mo	suspect	v.	SK-TBLUP	2110	Darma	414
544049	lo-mo	read	v.	SK-TBLUP	2110	Darma	413
544048	lo-mo	hesitate	v.	SK-TBLUP	2110	Darma	412
544047	lo-khəl-mo	believe	v.	SK-TBLUP	2110	Darma	411
544046	lo, lo-əŋ	fruit		SK-TBLUP	2110	Darma	410
544045	lo	language		SK-TBLUP	2110	Darma	409
544044	lige	foot		SK-TBLUP	2110	Darma	408
544043	li-nu	heavy		SK-TBLUP	2110	Darma	407
544042	li-jəŋ	iron		SK-TBLUP	2110	Darma	406
544041	lɛnu-ga-mo	love	v.	SK-TBLUP	2110	Darma	405
544040	lɛ-ɕi-mo	forget	v.	SK-TBLUP	2110	Darma	404
544039	lɛ-mo	fall down	v.	SK-TBLUP	2110	Darma	403
544038	lɛ-mo	climb down	v.	SK-TBLUP	2110	Darma	402
544037	la◦səŋ	light (of moon)		SK-TBLUP	2110	Darma	401
544036	lasəŋ	goat (bearable)		SK-TBLUP	2110	Darma	400
544035	lakənti	in front of		SK-TBLUP	2110	Darma	399
544034	lakuri-təsine	echo		SK-TBLUP	2110	Darma	398
544033	lak-ɕiŋ	nail		SK-TBLUP	2110	Darma	397
544032	lak-pəŋ	paw		SK-TBLUP	2110	Darma	396
544031	lak-pəŋ	clutch		SK-TBLUP	2110	Darma	395
544030	lak-puŋ	gloves		SK-TBLUP	2110	Darma	394
544029	lak-puŋ	finger		SK-TBLUP	2110	Darma	393
544028	lak-chəp	ring		SK-TBLUP	2110	Darma	392
544027	lacya	resin		SK-TBLUP	2110	Darma	391
544026	la-ɕəŋ	moon		SK-TBLUP	2110	Darma	390
544025	la-nu	thin		SK-TBLUP	2110	Darma	389
544024	la-mo	bring down	v.	SK-TBLUP	2110	Darma	388
544023	la-kər	star		SK-TBLUP	2110	Darma	387
544022	la	hand		SK-TBLUP	2110	Darma	386
544021	khətə	scar		SK-TBLUP	2110	Darma	385
544020	khər-mo	defend	v.	SK-TBLUP	2110	Darma	384
544019	khəpa	heal		SK-TBLUP	2110	Darma	383
544018	khənu	brain		SK-TBLUP	2110	Darma	382
544017	khəni-jən-gɛ	whom (pl.)		SK-TBLUP	2110	Darma	381
544016	khəmi-jən	who (pl.)		SK-TBLUP	2110	Darma	380
544015	khəmi-go	whom		SK-TBLUP	2110	Darma	379
544014	khəmi	who		SK-TBLUP	2110	Darma	378
544013	khə◦lɛ	what		SK-TBLUP	2110	Darma	377
544012	khəi	tomorrow		SK-TBLUP	2110	Darma	376
544011	khə-dɔŋ-sɛ	kidney		SK-TBLUP	2110	Darma	375
544010	khwe-mo	scratch (utensils)	v.	SK-TBLUP	2110	Darma	374
544009	khwe-mo	dig	v.	SK-TBLUP	2110	Darma	373
544008	khuən	scorpion		SK-TBLUP	2110	Darma	372
544007	khuyəŋ	plate (for female)		SK-TBLUP	2110	Darma	371
544006	khura-hini	roasted		SK-TBLUP	2110	Darma	370
544005	khui	dog		SK-TBLUP	2110	Darma	369
544004	khue-mo	split (wood)	v.	SK-TBLUP	2110	Darma	368
544003	khuci	knot		SK-TBLUP	2110	Darma	367
544002	khuc-ci-mo	bind (bundle)	v.	SK-TBLUP	2110	Darma	366
544001	khu-ti	saliva, spittle		SK-TBLUP	2110	Darma	365
544000	khu-ɕi-mo	steal	v.	SK-TBLUP	2110	Darma	364
543999	khu	smoke		SK-TBLUP	2110	Darma	363
543998	khrɔ	corner (inside)		SK-TBLUP	2110	Darma	362
543997	khosi-mu	feast		SK-TBLUP	2110	Darma	361
543996	kho-mo	peel out	v.	SK-TBLUP	2110	Darma	360
543995	kho-ba	cobra		SK-TBLUP	2110	Darma	359
543994	khijɛg	till then		SK-TBLUP	2110	Darma	358
543993	khi-ɕi-mo	desire	v.	SK-TBLUP	2110	Darma	357
543992	khi-jak-ce-mo	hate	v.	SK-TBLUP	2110	Darma	356
543991	khɛta	shirt		SK-TBLUP	2110	Darma	355
543990	khemɛ̃	son's daughter; daughter's daughter		SK-TBLUP	2110	Darma	354
543989	khɛl-cu	reins		SK-TBLUP	2110	Darma	353
543988	kheju	another, other		SK-TBLUP	2110	Darma	352
543987	khɛ-ɕi-mo	bite (meat)	v.	SK-TBLUP	2110	Darma	351
543986	khe-mo	change	v.	SK-TBLUP	2110	Darma	350
543985	khe	son's son; daughter's son		SK-TBLUP	2110	Darma	349
543984	khato	cot		SK-TBLUP	2110	Darma	348
543983	kha-nu	difficult		SK-TBLUP	2110	Darma	347
543982	kha-no	bitter		SK-TBLUP	2110	Darma	346
543981	kha	walnut		SK-TBLUP	2110	Darma	345
543980	kɯp-ɕi-mo	shrink	v.	SK-TBLUP	2110	Darma	344
543979	kɯm, gɯm, gərto	how		SK-TBLUP	2110	Darma	343
543978	kɯb-mo	fold (arms)	v.	SK-TBLUP	2110	Darma	342
543977	kətəm, pəŋ-pho	plough		SK-TBLUP	2110	Darma	341
543976	kəru	sprout		SK-TBLUP	2110	Darma	340
543975	kər-tsu	sheep (male)		SK-TBLUP	2110	Darma	339
543974	kər-mo	close (door, box)	v.	SK-TBLUP	2110	Darma	338
543973	kəŋnu hmi	ill		SK-TBLUP	2110	Darma	337
543972	kəŋ-the-ga-mo	talk	v.	SK-TBLUP	2110	Darma	336
543971	kəm-mo	beat	v.	SK-TBLUP	2110	Darma	335
543970	kəcar	mud		SK-TBLUP	2110	Darma	334
543969	kə-tshər-mo	dry	vi.	SK-TBLUP	2110	Darma	333
543968	kyoŋ-mo	take (one by one)	v.	SK-TBLUP	2110	Darma	332
543967	kyok	ladle (for liquid)		SK-TBLUP	2110	Darma	331
543966	kwali	forehead		SK-TBLUP	2110	Darma	330
543965	kuənti	gourd		SK-TBLUP	2110	Darma	329
543964	kuən-cɛndu	side (left)		SK-TBLUP	2110	Darma	328
543963	kur-tso	lamb		SK-TBLUP	2110	Darma	327
543962	kuɛ-mo	boil, cook	v.	SK-TBLUP	2110	Darma	326
543961	ku-li	calf		SK-TBLUP	2110	Darma	325
543960	kor-mo	take	v.	SK-TBLUP	2110	Darma	324
543959	kɔr-mo	carry in hand	v.	SK-TBLUP	2110	Darma	323
543958	kopho-ɕinu	open		SK-TBLUP	2110	Darma	322
543957	kɔloŋ	bell (a type)		SK-TBLUP	2110	Darma	321
543956	koka-hinu	boiled food		SK-TBLUP	2110	Darma	320
543955	koi-mo	chew	v.	SK-TBLUP	2110	Darma	319
543954	koi-mo	bite (dog)	v.	SK-TBLUP	2110	Darma	318
543953	ko-mo	stir (vegetable)		SK-TBLUP	2110	Darma	317
543952	kɔ	bark (of tree)		SK-TBLUP	2110	Darma	316
543951	kil	nail		SK-TBLUP	2110	Darma	315
543950	kib-mo	close (eyes)	v.	SK-TBLUP	2110	Darma	314
543949	ki-bəŋ	temple		SK-TBLUP	2110	Darma	313
543948	kela	banana		SK-TBLUP	2110	Darma	312
543947	kɛ-mo	defeat	v.	SK-TBLUP	2110	Darma	311
543946	kar	car		SK-TBLUP	2110	Darma	310
543945	kap-ɕi-mo	lay down	v.	SK-TBLUP	2110	Darma	309
543944	kana	blind		SK-TBLUP	2110	Darma	308
543943	kalo	death		SK-TBLUP	2110	Darma	307
543942	ka-tsuk-ta	goose		SK-TBLUP	2110	Darma	306
543941	kãso	bell metal		SK-TBLUP	2110	Darma	305
543940	ka	crow		SK-TBLUP	2110	Darma	304
543939	jər-nu, ga-nu	narrow		SK-TBLUP	2110	Darma	303
543938	jər-nani	east		SK-TBLUP	2110	Darma	302
543937	jər-mo	afraid of	v.	SK-TBLUP	2110	Darma	301
543936	jəŋgi	flour		SK-TBLUP	2110	Darma	300
543935	jəŋ	gold		SK-TBLUP	2110	Darma	299
543934	jəm-ma	whole		SK-TBLUP	2110	Darma	298
543933	jəd-jəd	quickly		SK-TBLUP	2110	Darma	297
543932	jyu	colour		SK-TBLUP	2110	Darma	296
543931	jyaŋ-mo	drown	v.	SK-TBLUP	2110	Darma	295
543930	jyama	intestine		SK-TBLUP	2110	Darma	294
543929	jya	next year		SK-TBLUP	2110	Darma	293
543928	junu	young		SK-TBLUP	2110	Darma	292
543927	juŋa-bu	leech		SK-TBLUP	2110	Darma	291
543926	juŋ-mo	begin	v.	SK-TBLUP	2110	Darma	290
543925	jugo	long gown		SK-TBLUP	2110	Darma	289
543924	jubba	bull		SK-TBLUP	2110	Darma	288
543923	ju-jəŋ	belt		SK-TBLUP	2110	Darma	287
543922	joŋ-su	pair		SK-TBLUP	2110	Darma	286
543921	jɔŋ-phɯl	money		SK-TBLUP	2110	Darma	285
543920	jɔŋ-mo	pay	v.	SK-TBLUP	2110	Darma	284
543919	jitne	win	v.	SK-TBLUP	2110	Darma	283
543918	jiphɛ	tongue		SK-TBLUP	2110	Darma	282
543917	jim-mo	consult	v.	SK-TBLUP	2110	Darma	281
543916	jilə	creeper		SK-TBLUP	2110	Darma	280
543915	ji-mo	sneeze		SK-TBLUP	2110	Darma	279
543914	ji-mo	cut into pieces	v.	SK-TBLUP	2110	Darma	278
543913	ji-gɛ	mine		SK-TBLUP	2110	Darma	277
543912	ji, je	I (1sg pronoun)		SK-TBLUP	2110	Darma	276
543911	jhəb-mo	pierce	v.	SK-TBLUP	2110	Darma	275
543910	jɛnu-sa	soil		SK-TBLUP	2110	Darma	274
543909	jɛ-nu	clean		SK-TBLUP	2110	Darma	273
543908	je-mo	sneeze	v.	SK-TBLUP	2110	Darma	272
543907	jɛ-mo	bloom	v.	SK-TBLUP	2110	Darma	271
543906	jɛ, tsəmã	barley		SK-TBLUP	2110	Darma	270
543905	jarna	regularly		SK-TBLUP	2110	Darma	269
543904	jamo	birth		SK-TBLUP	2110	Darma	268
543903	jali	net		SK-TBLUP	2110	Darma	267
543902	jak-mo	break (stick)	v.	SK-TBLUP	2110	Darma	266
543901	jaho-mi	coward		SK-TBLUP	2110	Darma	265
543900	jab-mo	cut (harvest)	v.	SK-TBLUP	2110	Darma	264
543899	ja-mo	eat	v.	SK-TBLUP	2110	Darma	263
543898	ja, jamo-tuŋmo	meal		SK-TBLUP	2110	Darma	262
543897	itɯna	same		SK-TBLUP	2110	Darma	261
543896	ita-wəna-su	till now		SK-TBLUP	2110	Darma	260
543895	it-təna-raɕi	just now		SK-TBLUP	2110	Darma	259
543894	idɯm	like that		SK-TBLUP	2110	Darma	258
543893	hərthi	phlegm		SK-TBLUP	2110	Darma	257
543892	hər-ga-mo	yawn	v.	SK-TBLUP	2110	Darma	256
543891	həlpa	cheek		SK-TBLUP	2110	Darma	255
543890	həl	jaw		SK-TBLUP	2110	Darma	254
543889	hyunu-mini	shallow		SK-TBLUP	2110	Darma	253
543888	hyu-nu	deep		SK-TBLUP	2110	Darma	252
543887	hyi	flour		SK-TBLUP	2110	Darma	251
543886	hwəl-nu	loose		SK-TBLUP	2110	Darma	250
543885	hwi-mo	fan (to)	v.	SK-TBLUP	2110	Darma	249
543884	hwi	wind		SK-TBLUP	2110	Darma	248
543883	hwɛ-thɛ	loud, loudly		SK-TBLUP	2110	Darma	247
543882	hwa-nəm	far		SK-TBLUP	2110	Darma	246
543881	hwa, hua	honey		SK-TBLUP	2110	Darma	245
543880	hum-ba	then		SK-TBLUP	2110	Darma	244
543879	hulpa-hulpa	sometimes		SK-TBLUP	2110	Darma	243
543878	hul-pari	never		SK-TBLUP	2110	Darma	242
543877	hul-pa	everywhere		SK-TBLUP	2110	Darma	241
543876	hul-ba	when		SK-TBLUP	2110	Darma	240
543875	hok-ɕi-mo	quarrel	vi.	SK-TBLUP	2110	Darma	239
543874	ho-ɕi-mo	quarrel	v.	SK-TBLUP	2110	Darma	238
543873	ho-məŋ	dark		SK-TBLUP	2110	Darma	237
543872	ho-mo	roast (on fire)	v.	SK-TBLUP	2110	Darma	236
543871	ho-ga-mo	kiss	v.	SK-TBLUP	2110	Darma	235
543870	hiba-jəti	defense		SK-TBLUP	2110	Darma	234
543869	he-mo	increase (liquid)	v.	SK-TBLUP	2110	Darma	233
543868	hati	fresh		SK-TBLUP	2110	Darma	232
543867	hami, ko-hoi-nu	roasted barley		SK-TBLUP	2110	Darma	231
543866	hagu-mətɛ, hau-mətɛ	stealthily		SK-TBLUP	2110	Darma	230
543865	ha-ɕi-mo	complain	v.	SK-TBLUP	2110	Darma	229
543864	gɯro	fang		SK-TBLUP	2110	Darma	228
543863	gəni-nimi	you (dual)		SK-TBLUP	2110	Darma	227
543862	gəni-go	your (pl.)		SK-TBLUP	2110	Darma	226
543861	gəni-birmi	you (pl.)		SK-TBLUP	2110	Darma	225
543860	gəndu	round		SK-TBLUP	2110	Darma	224
543859	gəŋ-mo	bulge	v.	SK-TBLUP	2110	Darma	223
543858	gəm-thɛna	continuously		SK-TBLUP	2110	Darma	222
543857	gəm-so	molar teeth		SK-TBLUP	2110	Darma	221
543856	gəl	yak (male)		SK-TBLUP	2110	Darma	220
543855	gəl	glacier		SK-TBLUP	2110	Darma	219
543854	gədro	hole		SK-TBLUP	2110	Darma	218
543853	gəb-da-mo	brood	v.	SK-TBLUP	2110	Darma	217
543852	gyəmo	brown		SK-TBLUP	2110	Darma	216
543851	gyo-mo	run	v.	SK-TBLUP	2110	Darma	215
543850	guroŋ	conceive	vi.	SK-TBLUP	2110	Darma	214
543849	gup-cya	often		SK-TBLUP	2110	Darma	213
543848	gunta-thəŋ	molehill		SK-TBLUP	2110	Darma	212
543847	gunda-la	finger (middle)		SK-TBLUP	2110	Darma	211
543846	gunda-ba	father's elder brother (2nd.)		SK-TBLUP	2110	Darma	210
543845	gunda	middle size, in the middle, in between		SK-TBLUP	2110	Darma	209
543844	gun-chu	winter		SK-TBLUP	2110	Darma	208
543843	gul-thiŋ	testicles		SK-TBLUP	2110	Darma	207
543842	gul-ɕi-mo	cough (to)	v.	SK-TBLUP	2110	Darma	206
543841	gukər	sheep (uncastrated)		SK-TBLUP	2110	Darma	205
543840	gukhe (if only one)	mother's elder brother		SK-TBLUP	2110	Darma	204
543839	gujali	bow		SK-TBLUP	2110	Darma	203
543838	gui-mo	tie	v.	SK-TBLUP	2110	Darma	202
543837	gui-mo	burst	vi.	SK-TBLUP	2110	Darma	201
543836	guguti	dove, pigeon		SK-TBLUP	2110	Darma	200
543835	gubda-ba	father's elder brother (3rd.)		SK-TBLUP	2110	Darma	199
543834	gubakte	usually		SK-TBLUP	2110	Darma	198
543833	gu-jɔk-su	ready		SK-TBLUP	2110	Darma	197
543832	gola	nut (coco)		SK-TBLUP	2110	Darma	196
543831	gɔk-mo	collapse (house)	v.	SK-TBLUP	2110	Darma	195
543830	gogu-ano	happy		SK-TBLUP	2110	Darma	194
543829	goga, koga	maize		SK-TBLUP	2110	Darma	193
543828	go-na	fox		SK-TBLUP	2110	Darma	192
543827	go-mo	cut (grass)	v.	SK-TBLUP	2110	Darma	191
543826	gim-mo	roll up	v.	SK-TBLUP	2110	Darma	190
543825	gigin-ɕinu	rolled		SK-TBLUP	2110	Darma	189
543824	gɛra	crop		SK-TBLUP	2110	Darma	188
543823	gɛju	pajama		SK-TBLUP	2110	Darma	187
543822	ge-ɕi-mo	tease	v.	SK-TBLUP	2110	Darma	186
543821	ge-mo	collapse (person)	v.	SK-TBLUP	2110	Darma	185
543820	gɛ	you (sg.)		SK-TBLUP	2110	Darma	184
543819	gɛ	cloth		SK-TBLUP	2110	Darma	183
543818	gata, tati	valley		SK-TBLUP	2110	Darma	182
543817	ga-nu	tight		SK-TBLUP	2110	Darma	181
543816	ga-mo	do	v.	SK-TBLUP	2110	Darma	180
543815	ga-ji	animal (domestic)		SK-TBLUP	2110	Darma	179
543814	ga	paddy		SK-TBLUP	2110	Darma	178
543813	dɯr-mo	push	v.	SK-TBLUP	2110	Darma	177
543812	dɯŋ-mo	tremble	v.	SK-TBLUP	2110	Darma	176
543811	dɯn, tshɯr	belly		SK-TBLUP	2110	Darma	175
543810	dərəm-damo, baba-cɛmo	divorce		SK-TBLUP	2110	Darma	174
543809	dərm	religion		SK-TBLUP	2110	Darma	173
543808	dəpya	sword		SK-TBLUP	2110	Darma	172
543807	dəŋro	height		SK-TBLUP	2110	Darma	171
543806	dən-dɔ-ka-li	spider		SK-TBLUP	2110	Darma	170
543805	dəl-thəŋ	costly		SK-TBLUP	2110	Darma	169
543804	dzɯnu-basu	good smell		SK-TBLUP	2110	Darma	168
543803	dzor-su	loudly		SK-TBLUP	2110	Darma	167
543802	dzɛ-nu	good		SK-TBLUP	2110	Darma	166
543801	dyu	marsh		SK-TBLUP	2110	Darma	165
543800	duo	poison		SK-TBLUP	2110	Darma	164
543799	duŋ-mo	rear	v.	SK-TBLUP	2110	Darma	163
543798	duŋ-mo	husk	v.	SK-TBLUP	2110	Darma	162
543797	dudi, pudi	buttermilk		SK-TBLUP	2110	Darma	161
543796	dra-mo	cry	v.	SK-TBLUP	2110	Darma	160
543795	doru	towards		SK-TBLUP	2110	Darma	159
543794	dɔŋ-mo	pound	v.	SK-TBLUP	2110	Darma	158
543793	dokh-ga-mo	accuse	v.	SK-TBLUP	2110	Darma	157
543792	do-mo	plant	v.	SK-TBLUP	2110	Darma	156
543791	dimo	yak (cross-bred)		SK-TBLUP	2110	Darma	155
543790	dikte-ɕya	husband's younger sister		SK-TBLUP	2110	Darma	154
543789	di	string (for yak)		SK-TBLUP	2110	Darma	153
543788	di	mule		SK-TBLUP	2110	Darma	152
543787	dharu	cat (male)		SK-TBLUP	2110	Darma	151
543786	delna	much		SK-TBLUP	2110	Darma	150
543785	de-mo	go	v.	SK-TBLUP	2110	Darma	149
543784	dali	branch		SK-TBLUP	2110	Darma	148
543783	dak-ɕi-mo	fight	v.	SK-TBLUP	2110	Darma	147
543782	da-rɯm, kholi, mərɔŋ	door		SK-TBLUP	2110	Darma	146
543781	da-mo	give, offer	v.	SK-TBLUP	2110	Darma	145
543780	chət-chət	quick		SK-TBLUP	2110	Darma	144
543779	chəga	rice (cooked)		SK-TBLUP	2110	Darma	143
543778	chəb	needle		SK-TBLUP	2110	Darma	142
543777	chyoŋ-to	roof		SK-TBLUP	2110	Darma	141
543776	chyo-mo	dye	v.	SK-TBLUP	2110	Darma	140
543775	chya-nu	sweet		SK-TBLUP	2110	Darma	139
543774	chya-no	sweet		SK-TBLUP	2110	Darma	138
543773	chura	cheese		SK-TBLUP	2110	Darma	137
543772	chukto	chest		SK-TBLUP	2110	Darma	136
543771	chɔ-mo	scratch	v.	SK-TBLUP	2110	Darma	135
543770	cho	lake, sea		SK-TBLUP	2110	Darma	134
543769	chiru, dəmba	urine		SK-TBLUP	2110	Darma	133
543768	chiŋ-mo	tether	v.	SK-TBLUP	2110	Darma	132
543767	chiŋ-cha	liver		SK-TBLUP	2110	Darma	131
543766	chi-mo	meet	v.	SK-TBLUP	2110	Darma	130
543765	chi-mo	divide	v.	SK-TBLUP	2110	Darma	129
543764	chi	rose colour		SK-TBLUP	2110	Darma	128
543763	chɛr-ɕi-mo	avoid	v.	SK-TBLUP	2110	Darma	127
543762	chɛr-mo	serve (food)	v.	SK-TBLUP	2110	Darma	126
543761	chɛ-ɕya	sister's daughter		SK-TBLUP	2110	Darma	125
543760	che-mo	carry by hanging	v.	SK-TBLUP	2110	Darma	124
543759	che	life		SK-TBLUP	2110	Darma	123
543758	chɛ	sister's son		SK-TBLUP	2110	Darma	122
543757	chana	hut		SK-TBLUP	2110	Darma	121
543756	chãju	earlymorning		SK-TBLUP	2110	Darma	120
543755	cha	salt		SK-TBLUP	2110	Darma	119
543754	cəpa	armpit		SK-TBLUP	2110	Darma	118
543753	cəŋ-thəŋ	ladder		SK-TBLUP	2110	Darma	117
543752	cəŋ-ɕya	thigh		SK-TBLUP	2110	Darma	116
543751	cəŋ-mo	soak	v.	SK-TBLUP	2110	Darma	115
543750	cə-jo	elder sister's husband		SK-TBLUP	2110	Darma	114
543749	cyu	thorn		SK-TBLUP	2110	Darma	113
543748	cyo-numa	madly		SK-TBLUP	2110	Darma	112
543747	cyo-mo	bring out (scoop)	v.	SK-TBLUP	2110	Darma	111
543746	cya-mo	hide	v.	SK-TBLUP	2110	Darma	110
543745	cya	tea		SK-TBLUP	2110	Darma	109
543744	cunə-thəŋ	cheap		SK-TBLUP	2110	Darma	108
543743	cuŋ-na	many		SK-TBLUP	2110	Darma	107
543742	cuŋ-lɛ	headgear		SK-TBLUP	2110	Darma	106
543741	cuŋ-geju	long shirt (for married women)		SK-TBLUP	2110	Darma	105
543740	cuŋ-bala	gown (for married women)		SK-TBLUP	2110	Darma	104
543739	cuku	lemon		SK-TBLUP	2110	Darma	103
543738	cu-tshim	beard		SK-TBLUP	2110	Darma	102
543737	cu	chin		SK-TBLUP	2110	Darma	101
543736	cɔk-ɕi-mo	wear (clothes)	v.	SK-TBLUP	2110	Darma	100
543735	co-mo	finish	v.	SK-TBLUP	2110	Darma	99
543734	co-la	finger (index)		SK-TBLUP	2110	Darma	98
543733	cir-cir-ga-mo	chirp	v.	SK-TBLUP	2110	Darma	97
543732	cip-cu	chicken		SK-TBLUP	2110	Darma	96
