ID	CONCEPT	OMEGAWIKI	CHINESE	POS	WOLD	ABVD	IELEX	SWADESH_1952	SWADESH_1955	TOWEROFBABEL	SUBGROUP	DOCULECT	ENTRY_IN_SOURCE	IPA	TOKENS	ALIGNMENT	NOTE	GLOSS_IN_SOURCE	HANZI	COGID	SOURCE	SCAID
4891	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Bai	Yunlong	-	-	-	-	-	-	-	0	-	0
4892	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Bai	Zhoucheng	-	-	-	-	-	-	-	0	-	0
4893	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Bodic	Cone_Tibetan	-	-	-	-	-	-	-	0	-	0
4894	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Bodic	Lhasa_Tibetan	-	-	-	-	-	-	-	0	-	0
4895	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Bodic	Old_Tibetan	-	-	-	-	-	-	-	0	-	0
4896	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Burmish	Achang_Lianghe	-	-	-	-	-	-	-	0	-	0
4897	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Burmish	Achang_Longchuan	-	-	-	-	-	-	-	0	-	0
4898	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Burmish	Achang_Luxi	-	-	-	-	-	-	-	0	-	0
4899	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Burmish	Atsi	-	-	-	-	-	-	-	0	-	0
4900	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Burmish	Bola	-	-	-	-	-	-	-	0	-	0
4901	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Burmish	Burmese	-	-	-	-	-	-	-	0	-	0
4902	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Burmish	Hpun	-	-	-	-	-	-	-	0	-	0
4903	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Burmish	Lashi	-	-	-	-	-	-	-	0	-	0
4904	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Burmish	Maru	-	-	-	-	-	-	-	0	-	0
4905	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Burmish	Old_Burmese	-	-	-	-	-	-	-	0	-	0
4906	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Burmish	Xiandau	-	-	-	-	-	-	-	0	-	0
4907	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Kiranti	Dumi	-	-	-	-	-	-	-	0	-	0
4908	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Kiranti	Khaling	-	-	-	-	-	-	-	0	-	0
4909	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Kiranti	Limbu	-	-	-	-	-	-	-	0	-	0
4910	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Kiranti	Wambule	-	-	-	-	-	-	-	0	-	0
4911	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Kiranti	Yakkha	-	-	-	-	-	-	-	0	-	0
4912	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Kiranti	Yamphu	-	-	-	-	-	-	-	0	-	0
4913	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Nungish	Dulong	-	-	-	-	-	-	-	0	-	0
4914	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	SAL	Jingpo	-	-	-	-	-	-	-	0	-	0
4915	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Sinitic	Beijing	-	-	-	-	-	-	-	0	-	0
4916	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Sinitic	Caijia	-	-	-	-	-	-	-	0	-	0
4917	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Sinitic	Changsha	-	-	-	-	-	-	-	0	-	0
4918	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Sinitic	Ganzhou	-	-	-	-	-	-	-	0	-	0
4919	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Sinitic	Guangzhou	-	-	-	-	-	-	-	0	-	0
4920	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Sinitic	Meixian	-	-	-	-	-	-	-	0	-	0
4921	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Sinitic	Old_Chinese	-	-	-	-	-	-	-	0	-	0
4922	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	Sinitic	Xiamen	-	-	-	-	-	-	-	0	-	0
4923	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	rGyalrongic	Guiqiong	-	-	-	-	-	-	-	0	-	0
4924	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	rGyalrongic	Japhug	-	-	-	-	-	-	-	0	-	0
4925	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	rGyalrongic	Khroskyabs_Wobzi	-	-	-	-	-	-	-	0	-	0
4926	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	rGyalrongic	Muya	-	-	-	-	-	-	-	0	-	0
4927	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	rGyalrongic	Stau	-	-	-	-	-	-	-	0	-	0
4928	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	rGyalrongic	Tangut	-	-	-	-	-	-	-	0	-	0
4929	hundred	6685	-	Function word	13105	One Hundred (209)	-	-	-	-	rGyalrongic	Zbu	-	-	-	-	-	-	-	0	-	0
#
4930	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Dashi	-	-	-	-	-	-	-	0	-	0
4931	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Zhaozhuang	-	-	-	-	-	-	-	0	-	0
4932	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Ega	-	-	-	-	-	-	-	0	-	0
4933	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Enqi	-	-	-	-	-	-	-	0	-	0
4934	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Eryuan	-	-	-	-	-	-	-	0	-	0
4935	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Gongxing	-	-	-	-	-	-	-	0	-	0
4936	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Heqi	-	-	-	-	-	-	-	0	-	0
4937	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Jianchuan	-	-	-	-	-	-	-	0	-	0
4938	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Jinman	-	-	-	-	-	-	-	0	-	0
4939	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Jinxing	-	-	-	-	-	-	-	0	-	0
4940	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Luobenzhuo	-	-	-	-	-	-	-	0	-	0
4941	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Mazhelong	-	-	-	-	-	-	-	0	-	0
4942	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Qiliqiao	-	-	-	-	-	-	-	0	-	0
4943	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Xiangyun	-	-	-	-	-	-	-	0	-	0
4944	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Yunlong	-	-	-	-	-	-	-	0	-	0
4945	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bai	Zhoucheng	-	-	-	-	-	-	-	0	-	0
4946	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bodic	Cone_Tibetan	-	-	-	-	-	-	-	0	-	0
4947	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bodic	Lhasa_Tibetan	-	-	-	-	-	-	-	0	-	0
4948	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Bodic	Old_Tibetan	-	-	-	-	-	-	-	0	-	0
4949	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Burmish	Achang_Lianghe	-	-	-	-	-	-	-	0	-	0
4950	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Burmish	Achang_Longchuan	-	-	-	-	-	-	-	0	-	0
4951	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Burmish	Achang_Luxi	-	-	-	-	-	-	-	0	-	0
4952	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Burmish	Atsi	-	-	-	-	-	-	-	0	-	0
4953	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Burmish	Bola	-	-	-	-	-	-	-	0	-	0
4954	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Burmish	Burmese	-	-	-	-	-	-	-	0	-	0
4955	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Burmish	Hpun	-	-	-	-	-	-	-	0	-	0
4956	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Burmish	Lashi	-	-	-	-	-	-	-	0	-	0
4957	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Burmish	Maru	-	-	-	-	-	-	-	0	-	0
4958	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Burmish	Old_Burmese	-	-	-	-	-	-	-	0	-	0
4959	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Burmish	Xiandau	-	-	-	-	-	-	-	0	-	0
4960	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Kiranti	Dumi	-	-	-	-	-	-	-	0	-	0
4961	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Kiranti	Khaling	-	-	-	-	-	-	-	0	-	0
4962	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Kiranti	Limbu	-	-	-	-	-	-	-	0	-	0
4963	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Kiranti	Wambule	-	-	-	-	-	-	-	0	-	0
4964	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Kiranti	Yakkha	-	-	-	-	-	-	-	0	-	0
4965	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Kiranti	Yamphu	-	-	-	-	-	-	-	0	-	0
4966	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Nungish	Dulong	-	-	-	-	-	-	-	0	-	0
4967	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	SAL	Jingpo	-	-	-	-	-	-	-	0	-	0
4968	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Sinitic	Beijing	-	-	-	-	-	-	-	0	-	0
4969	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Sinitic	Caijia	-	-	-	-	-	-	-	0	-	0
4970	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Sinitic	Changsha	-	-	-	-	-	-	-	0	-	0
4971	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Sinitic	Ganzhou	-	-	-	-	-	-	-	0	-	0
4972	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Sinitic	Guangzhou	-	-	-	-	-	-	-	0	-	0
4973	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Sinitic	Meixian	-	-	-	-	-	-	-	0	-	0
4974	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Sinitic	Old_Chinese	-	-	-	-	-	-	-	0	-	0
4975	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	Sinitic	Xiamen	-	-	-	-	-	-	-	0	-	0
4976	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	rGyalrongic	Guiqiong	-	-	-	-	-	-	-	0	-	0
4977	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	rGyalrongic	Japhug	-	-	-	-	-	-	-	0	-	0
4978	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	rGyalrongic	Khroskyabs_Wobzi	-	-	-	-	-	-	-	0	-	0
4979	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	rGyalrongic	Muya	-	-	-	-	-	-	-	0	-	0
4980	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	rGyalrongic	Stau	-	-	-	-	-	-	-	0	-	0
4981	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	rGyalrongic	Tangut	-	-	-	-	-	-	-	0	-	0
4982	to hunt	6046	打猎	Verb	20.61	to hunt (69)	hunt (81)	to hunt (game)(76)	-	-	rGyalrongic	Zbu	-	-	-	-	-	-	-	0	-	0
#
4983	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Dashi	-	-	-	-	-	-	-	0	-	0
4984	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Zhaozhuang	-	-	-	-	-	-	-	0	-	0
4985	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Ega	-	-	-	-	-	-	-	0	-	0
4986	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Enqi	-	-	-	-	-	-	-	0	-	0
4987	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Eryuan	-	-	-	-	-	-	-	0	-	0
4988	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Gongxing	-	-	-	-	-	-	-	0	-	0
4989	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Heqi	-	-	-	-	-	-	-	0	-	0
4990	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Jianchuan	-	-	-	-	-	-	-	0	-	0
4991	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Jinman	-	-	-	-	-	-	-	0	-	0
4992	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Jinxing	-	-	-	-	-	-	-	0	-	0
4993	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Luobenzhuo	-	-	-	-	-	-	-	0	-	0
4994	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Mazhelong	-	-	-	-	-	-	-	0	-	0
4995	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Qiliqiao	-	-	-	-	-	-	-	0	-	0
4996	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Xiangyun	-	-	-	-	-	-	-	0	-	0
4997	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Yunlong	-	-	-	-	-	-	-	0	-	0
4998	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bai	Zhoucheng	-	-	-	-	-	-	-	0	-	0
4999	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bodic	Cone_Tibetan	-	-	-	-	-	-	-	0	-	0
5000	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bodic	Lhasa_Tibetan	-	-	-	-	-	-	-	0	-	0
5001	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Bodic	Old_Tibetan	-	-	-	-	-	-	-	0	-	0
5002	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Burmish	Achang_Lianghe	-	-	-	-	-	-	-	0	-	0
5003	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Burmish	Achang_Longchuan	-	-	-	-	-	-	-	0	-	0
5004	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Burmish	Achang_Luxi	-	-	-	-	-	-	-	0	-	0
5005	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Burmish	Atsi	-	-	-	-	-	-	-	0	-	0
5006	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Burmish	Bola	-	-	-	-	-	-	-	0	-	0
5007	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Burmish	Burmese	-	-	-	-	-	-	-	0	-	0
5008	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Burmish	Hpun	-	-	-	-	-	-	-	0	-	0
5009	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Burmish	Lashi	-	-	-	-	-	-	-	0	-	0
5010	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Burmish	Maru	-	-	-	-	-	-	-	0	-	0
5011	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Burmish	Old_Burmese	-	-	-	-	-	-	-	0	-	0
5012	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Burmish	Xiandau	-	-	-	-	-	-	-	0	-	0
5013	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Kiranti	Dumi	-	-	-	-	-	-	-	0	-	0
5014	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Kiranti	Khaling	-	-	-	-	-	-	-	0	-	0
5015	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Kiranti	Limbu	-	-	-	-	-	-	-	0	-	0
5016	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Kiranti	Wambule	-	-	-	-	-	-	-	0	-	0
5017	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Kiranti	Yakkha	-	-	-	-	-	-	-	0	-	0
5018	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Kiranti	Yamphu	-	-	-	-	-	-	-	0	-	0
5019	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Nungish	Dulong	-	-	-	-	-	-	-	0	-	0
5020	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	SAL	Jingpo	-	-	-	-	-	-	-	0	-	0
5021	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Sinitic	Beijing	-	-	-	-	-	-	-	0	-	0
5022	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Sinitic	Caijia	-	-	-	-	-	-	-	0	-	0
5023	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Sinitic	Changsha	-	-	-	-	-	-	-	0	-	0
5024	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Sinitic	Ganzhou	-	-	-	-	-	-	-	0	-	0
5025	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Sinitic	Guangzhou	-	-	-	-	-	-	-	0	-	0
5026	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Sinitic	Meixian	-	-	-	-	-	-	-	0	-	0
5027	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Sinitic	Old_Chinese	-	-	-	-	-	-	-	0	-	0
5028	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	Sinitic	Xiamen	-	-	-	-	-	-	-	0	-	0
5029	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	rGyalrongic	Guiqiong	-	-	-	-	-	-	-	0	-	0
5030	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	rGyalrongic	Japhug	-	-	-	-	-	-	-	0	-	0
5031	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	rGyalrongic	Khroskyabs_Wobzi	-	-	-	-	-	-	-	0	-	0
5032	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	rGyalrongic	Muya	-	-	-	-	-	-	-	0	-	0
5033	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	rGyalrongic	Stau	-	-	-	-	-	-	-	0	-	0
5034	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	rGyalrongic	Tangut	-	-	-	-	-	-	-	0	-	0
5035	the husband	5432	丈夫	Noun	2.31	husband (57)	husband (82)	husband(77)	-	-	rGyalrongic	Zbu	-	-	-	-	-	-	-	0	-	0
#
5036	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Dashi	-	-	-	-	-	-	-	0	-	0
5037	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Zhaozhuang	-	-	-	-	-	-	-	0	-	0
5038	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Ega	-	-	-	-	-	-	-	0	-	0
5039	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Enqi	-	-	-	-	-	-	-	0	-	0
5040	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Eryuan	-	-	-	-	-	-	-	0	-	0
5041	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Gongxing	-	-	-	-	-	-	-	0	-	0
5042	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Heqi	-	-	-	-	-	-	-	0	-	0
5043	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Jianchuan	-	-	-	-	-	-	-	0	-	0
5044	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Jinman	-	-	-	-	-	-	-	0	-	0
5045	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Jinxing	-	-	-	-	-	-	-	0	-	0
5046	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Luobenzhuo	-	-	-	-	-	-	-	0	-	0
5047	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Mazhelong	-	-	-	-	-	-	-	0	-	0
5048	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Qiliqiao	-	-	-	-	-	-	-	0	-	0
5049	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Xiangyun	-	-	-	-	-	-	-	0	-	0
5050	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Yunlong	-	-	-	-	-	-	-	0	-	0
5051	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bai	Zhoucheng	-	-	-	-	-	-	-	0	-	0
5052	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bodic	Cone_Tibetan	-	-	-	-	-	-	-	0	-	0
5053	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bodic	Lhasa_Tibetan	-	-	-	-	-	-	-	0	-	0
5054	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Bodic	Old_Tibetan	-	-	-	-	-	-	-	0	-	0
5055	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Burmish	Achang_Lianghe	-	-	-	-	-	-	-	0	-	0
5056	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Burmish	Achang_Longchuan	-	-	-	-	-	-	-	0	-	0
5057	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Burmish	Achang_Luxi	-	-	-	-	-	-	-	0	-	0
5058	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Burmish	Atsi	-	-	-	-	-	-	-	0	-	0
5059	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Burmish	Bola	-	-	-	-	-	-	-	0	-	0
5060	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Burmish	Burmese	-	-	-	-	-	-	-	0	-	0
5061	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Burmish	Hpun	-	-	-	-	-	-	-	0	-	0
5062	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Burmish	Lashi	-	-	-	-	-	-	-	0	-	0
5063	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Burmish	Maru	-	-	-	-	-	-	-	0	-	0
5064	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Burmish	Old_Burmese	-	-	-	-	-	-	-	0	-	0
5065	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Burmish	Xiandau	-	-	-	-	-	-	-	0	-	0
5066	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Kiranti	Dumi	-	-	-	-	-	-	-	0	-	0
5067	I [first person singular]	5450	我	Function word	2.91	I (182)	I (1)	I(78)	I(42)	I(3)	Kiranti	Khaling	-	-	-	-	-	-	-	0	-	0
