ID	CONCEPT	OMEGAWIKI	CHINESE	POS	WOLD	ABVD	IELEX	SWADESH_1952	SWADESH_1955	TOWEROFBABEL	SUBGROUP	DOCULECT	ENTRY_IN_SOURCE	IPA	TOKENS	ALIGNMENT	NOTE	GLOSS_IN_SOURCE	HANZI	COGID	SOURCE	SCAID
494	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Bodic	Cone_Tibetan	-	-	-	-	-	-	-	0	-	0
495	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Bodic	Lhasa_Tibetan	-	-	-	-	-	-	-	0	-	0
496	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Bodic	Old_Tibetan	-	-	-	-	-	-	-	0	-	0
497	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Burmish	Achang_Lianghe	-	-	-	-	-	-	-	0	-	0
498	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Burmish	Achang_Longchuan	-	-	-	-	-	-	-	0	-	0
499	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Burmish	Achang_Luxi	-	-	-	-	-	-	-	0	-	0
500	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Burmish	Atsi	-	-	-	-	-	-	-	0	-	0
501	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Burmish	Bola	-	-	-	-	-	-	-	0	-	0
502	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Burmish	Burmese	-	-	-	-	-	-	-	0	-	0
503	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Burmish	Hpun	-	-	-	-	-	-	-	0	-	0
504	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Burmish	Lashi	-	-	-	-	-	-	-	0	-	0
505	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Burmish	Maru	-	-	-	-	-	-	-	0	-	0
506	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Burmish	Old_Burmese	-	-	-	-	-	-	-	0	-	0
507	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Burmish	Xiandau	-	-	-	-	-	-	-	0	-	0
508	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Kiranti	Dumi	-	-	-	-	-	-	-	0	-	0
509	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Kiranti	Khaling	-	-	-	-	-	-	-	0	-	0
510	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Kiranti	Limbu	-	-	-	-	-	-	-	0	-	0
511	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Kiranti	Wambule	-	-	-	-	-	-	-	0	-	0
512	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Kiranti	Yakkha	-	-	-	-	-	-	-	0	-	0
513	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Kiranti	Yamphu	-	-	-	-	-	-	-	0	-	0
514	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Nungish	Dulong	-	-	-	-	-	-	-	0	-	0
515	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	SAL	Jingpo	-	-	-	-	-	-	-	0	-	0
516	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Sinitic	Beijing	-	-	-	-	-	-	-	0	-	0
517	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Sinitic	Caijia	-	-	-	-	-	-	-	0	-	0
518	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Sinitic	Changsha	-	-	-	-	-	-	-	0	-	0
519	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Sinitic	Ganzhou	-	-	-	-	-	-	-	0	-	0
520	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Sinitic	Guangzhou	-	-	-	-	-	-	-	0	-	0
521	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Sinitic	Meixian	-	-	-	-	-	-	-	0	-	0
522	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Sinitic	Old_Chinese	-	-	-	-	-	-	-	0	-	0
523	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	Sinitic	Xiamen	-	-	-	-	-	-	-	0	-	0
524	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	rGyalrongic	Guiqiong	-	-	-	-	-	-	-	0	-	0
525	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	rGyalrongic	Japhug	-	-	-	-	-	-	-	0	-	0
526	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	rGyalrongic	Khroskyabs_Wobzi	-	-	-	-	-	-	-	0	-	0
527	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	rGyalrongic	Muya	-	-	-	-	-	-	-	0	-	0
528	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	rGyalrongic	Stau	-	-	-	-	-	-	-	0	-	0
529	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	rGyalrongic	Tangut	-	-	-	-	-	-	-	0	-	0
530	below, under	6199	-	Function word	12.07	below (176)	-	-	-	-	rGyalrongic	Zbu	-	-	-	-	-	-	-	0	-	0
#
531	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Dashi	-	-	-	-	-	-	-	0	-	0
532	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Zhaozhuang	-	-	-	-	-	-	-	0	-	0
533	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Ega	-	-	-	-	-	-	-	0	-	0
534	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Enqi	-	-	-	-	-	-	-	0	-	0
535	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Eryuan	-	-	-	-	-	-	-	0	-	0
536	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Gongxing	-	-	-	-	-	-	-	0	-	0
537	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Heqi	-	-	-	-	-	-	-	0	-	0
538	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Jianchuan	-	-	-	-	-	-	-	0	-	0
539	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Jinman	-	-	-	-	-	-	-	0	-	0
540	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Jinxing	-	-	-	-	-	-	-	0	-	0
541	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Luobenzhuo	-	-	-	-	-	-	-	0	-	0
542	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Mazhelong	-	-	-	-	-	-	-	0	-	0
543	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Qiliqiao	-	-	-	-	-	-	-	0	-	0
544	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Xiangyun	-	-	-	-	-	-	-	0	-	0
545	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Yunlong	-	-	-	-	-	-	-	0	-	0
546	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bai	Zhoucheng	-	-	-	-	-	-	-	0	-	0
547	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bodic	Cone_Tibetan	-	-	-	-	-	-	-	0	-	0
548	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bodic	Lhasa_Tibetan	-	-	-	-	-	-	-	0	-	0
549	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Bodic	Old_Tibetan	-	-	-	-	-	-	-	0	-	0
550	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Burmish	Achang_Lianghe	-	-	-	-	-	-	-	0	-	0
551	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Burmish	Achang_Longchuan	-	-	-	-	-	-	-	0	-	0
552	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Burmish	Achang_Luxi	-	-	-	-	-	-	-	0	-	0
553	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Burmish	Atsi	-	-	-	-	-	-	-	0	-	0
554	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Burmish	Bola	-	-	-	-	-	-	-	0	-	0
555	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Burmish	Burmese	-	-	-	-	-	-	-	0	-	0
556	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Burmish	Hpun	-	-	-	-	-	-	-	0	-	0
557	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Burmish	Lashi	-	-	-	-	-	-	-	0	-	0
558	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Burmish	Maru	-	-	-	-	-	-	-	0	-	0
559	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Burmish	Old_Burmese	-	-	-	-	-	-	-	0	-	0
560	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Burmish	Xiandau	-	-	-	-	-	-	-	0	-	0
561	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Kiranti	Dumi	-	-	-	-	-	-	-	0	-	0
562	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Kiranti	Khaling	-	-	-	-	-	-	-	0	-	0
563	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Kiranti	Limbu	-	-	-	-	-	-	-	0	-	0
564	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Kiranti	Wambule	-	-	-	-	-	-	-	0	-	0
565	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Kiranti	Yakkha	-	-	-	-	-	-	-	0	-	0
566	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Kiranti	Yamphu	-	-	-	-	-	-	-	0	-	0
567	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Nungish	Dulong	-	-	-	-	-	-	-	0	-	0
568	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	SAL	Jingpo	-	-	-	-	-	-	-	0	-	0
569	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Sinitic	Beijing	-	-	-	-	-	-	-	0	-	0
570	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Sinitic	Caijia	-	-	-	-	-	-	-	0	-	0
571	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Sinitic	Changsha	-	-	-	-	-	-	-	0	-	0
572	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Sinitic	Ganzhou	-	-	-	-	-	-	-	0	-	0
573	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Sinitic	Guangzhou	-	-	-	-	-	-	-	0	-	0
574	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Sinitic	Meixian	-	-	-	-	-	-	-	0	-	0
575	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Sinitic	Old_Chinese	-	-	-	-	-	-	-	0	-	0
576	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	Sinitic	Xiamen	-	-	-	-	-	-	-	0	-	0
577	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	rGyalrongic	Guiqiong	-	-	-	-	-	-	-	0	-	0
578	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	rGyalrongic	Japhug	-	-	-	-	-	-	-	0	-	0
579	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	rGyalrongic	Khroskyabs_Wobzi	-	-	-	-	-	-	-	0	-	0
580	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	rGyalrongic	Muya	-	-	-	-	-	-	-	0	-	0
581	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	rGyalrongic	Stau	-	-	-	-	-	-	-	0	-	0
582	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	rGyalrongic	Tangut	-	-	-	-	-	-	-	0	-	0
583	big	5437	大	Adjective	12.55	big (153)	big (12)	big(12)	big(5)	big(101)	rGyalrongic	Zbu	-	-	-	-	-	-	-	0	-	0
#
584	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Dashi	-	-	-	-	-	-	-	0	-	0
585	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Zhaozhuang	-	-	-	-	-	-	-	0	-	0
586	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Ega	-	-	-	-	-	-	-	0	-	0
587	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Enqi	-	-	-	-	-	-	-	0	-	0
588	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Eryuan	-	-	-	-	-	-	-	0	-	0
589	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Gongxing	-	-	-	-	-	-	-	0	-	0
590	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Heqi	-	-	-	-	-	-	-	0	-	0
591	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Jianchuan	-	-	-	-	-	-	-	0	-	0
592	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Jinman	-	-	-	-	-	-	-	0	-	0
593	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Jinxing	-	-	-	-	-	-	-	0	-	0
594	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Luobenzhuo	-	-	-	-	-	-	-	0	-	0
595	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Mazhelong	-	-	-	-	-	-	-	0	-	0
596	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Qiliqiao	-	-	-	-	-	-	-	0	-	0
597	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Xiangyun	-	-	-	-	-	-	-	0	-	0
598	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Yunlong	-	-	-	-	-	-	-	0	-	0
599	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bai	Zhoucheng	-	-	-	-	-	-	-	0	-	0
600	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bodic	Cone_Tibetan	-	-	-	-	-	-	-	0	-	0
601	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bodic	Lhasa_Tibetan	-	-	-	-	-	-	-	0	-	0
602	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Bodic	Old_Tibetan	-	-	-	-	-	-	-	0	-	0
603	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Burmish	Achang_Lianghe	-	-	-	-	-	-	-	0	-	0
604	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Burmish	Achang_Longchuan	-	-	-	-	-	-	-	0	-	0
605	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Burmish	Achang_Luxi	-	-	-	-	-	-	-	0	-	0
606	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Burmish	Atsi	-	-	-	-	-	-	-	0	-	0
607	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Burmish	Bola	-	-	-	-	-	-	-	0	-	0
608	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Burmish	Burmese	-	-	-	-	-	-	-	0	-	0
609	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Burmish	Hpun	-	-	-	-	-	-	-	0	-	0
610	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Burmish	Lashi	-	-	-	-	-	-	-	0	-	0
611	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Burmish	Maru	-	-	-	-	-	-	-	0	-	0
612	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Burmish	Old_Burmese	-	-	-	-	-	-	-	0	-	0
613	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Burmish	Xiandau	-	-	-	-	-	-	-	0	-	0
614	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Kiranti	Dumi	-	-	-	-	-	-	-	0	-	0
615	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Kiranti	Khaling	-	-	-	-	-	-	-	0	-	0
616	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Kiranti	Limbu	-	-	-	-	-	-	-	0	-	0
617	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Kiranti	Wambule	-	-	-	-	-	-	-	0	-	0
618	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Kiranti	Yakkha	-	-	-	-	-	-	-	0	-	0
619	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Kiranti	Yamphu	-	-	-	-	-	-	-	0	-	0
620	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Nungish	Dulong	-	-	-	-	-	-	-	0	-	0
621	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	SAL	Jingpo	-	-	-	-	-	-	-	0	-	0
622	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Sinitic	Beijing	-	-	-	-	-	-	-	0	-	0
623	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Sinitic	Caijia	-	-	-	-	-	-	-	0	-	0
624	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Sinitic	Changsha	-	-	-	-	-	-	-	0	-	0
625	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Sinitic	Ganzhou	-	-	-	-	-	-	-	0	-	0
626	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Sinitic	Guangzhou	-	-	-	-	-	-	-	0	-	0
627	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Sinitic	Meixian	-	-	-	-	-	-	-	0	-	0
628	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Sinitic	Old_Chinese	-	-	-	-	-	-	-	0	-	0
629	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	Sinitic	Xiamen	-	-	-	-	-	-	-	0	-	0
630	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	rGyalrongic	Guiqiong	-	-	-	-	-	-	-	0	-	0
631	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	rGyalrongic	Japhug	-	-	-	-	-	-	-	0	-	0
632	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	rGyalrongic	Khroskyabs_Wobzi	-	-	-	-	-	-	-	0	-	0
633	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	rGyalrongic	Muya	-	-	-	-	-	-	-	0	-	0
634	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	rGyalrongic	Stau	-	-	-	-	-	-	-	0	-	0
635	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	rGyalrongic	Tangut	-	-	-	-	-	-	-	0	-	0
636	the bird	400	鸟	Noun	3581	bird (97)	bird (13)	bird(13)	bird(6)	bird(37)	rGyalrongic	Zbu	-	-	-	-	-	-	-	0	-	0
#
637	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Dashi	-	-	-	-	-	-	-	0	-	0
638	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Zhaozhuang	-	-	-	-	-	-	-	0	-	0
639	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Ega	-	-	-	-	-	-	-	0	-	0
640	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Enqi	-	-	-	-	-	-	-	0	-	0
641	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Eryuan	-	-	-	-	-	-	-	0	-	0
642	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Gongxing	-	-	-	-	-	-	-	0	-	0
643	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Heqi	-	-	-	-	-	-	-	0	-	0
644	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Jianchuan	-	-	-	-	-	-	-	0	-	0
645	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Jinman	-	-	-	-	-	-	-	0	-	0
646	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Jinxing	-	-	-	-	-	-	-	0	-	0
647	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Luobenzhuo	-	-	-	-	-	-	-	0	-	0
648	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Mazhelong	-	-	-	-	-	-	-	0	-	0
649	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Qiliqiao	-	-	-	-	-	-	-	0	-	0
650	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Xiangyun	-	-	-	-	-	-	-	0	-	0
651	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Yunlong	-	-	-	-	-	-	-	0	-	0
652	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bai	Zhoucheng	-	-	-	-	-	-	-	0	-	0
653	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bodic	Cone_Tibetan	-	-	-	-	-	-	-	0	-	0
654	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bodic	Lhasa_Tibetan	-	-	-	-	-	-	-	0	-	0
655	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Bodic	Old_Tibetan	-	-	-	-	-	-	-	0	-	0
656	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Burmish	Achang_Lianghe	-	-	-	-	-	-	-	0	-	0
657	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Burmish	Achang_Longchuan	-	-	-	-	-	-	-	0	-	0
658	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Burmish	Achang_Luxi	-	-	-	-	-	-	-	0	-	0
659	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Burmish	Atsi	-	-	-	-	-	-	-	0	-	0
660	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Burmish	Bola	-	-	-	-	-	-	-	0	-	0
661	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Burmish	Burmese	-	-	-	-	-	-	-	0	-	0
662	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Burmish	Hpun	-	-	-	-	-	-	-	0	-	0
663	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Burmish	Lashi	-	-	-	-	-	-	-	0	-	0
664	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Burmish	Maru	-	-	-	-	-	-	-	0	-	0
665	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Burmish	Old_Burmese	-	-	-	-	-	-	-	0	-	0
666	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Burmish	Xiandau	-	-	-	-	-	-	-	0	-	0
667	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Kiranti	Dumi	-	-	-	-	-	-	-	0	-	0
668	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Kiranti	Khaling	-	-	-	-	-	-	-	0	-	0
669	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Kiranti	Limbu	-	-	-	-	-	-	-	0	-	0
670	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Kiranti	Wambule	-	-	-	-	-	-	-	0	-	0
671	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Kiranti	Yakkha	-	-	-	-	-	-	-	0	-	0
672	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Kiranti	Yamphu	-	-	-	-	-	-	-	0	-	0
673	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	Nungish	Dulong	-	-	-	-	-	-	-	0	-	0
674	to bite	5993	咬	Verb	4.58	to bite (41)	bite (14)	to bite(14)	bite(7)	bite(80)	SAL	Jingpo	-	-	-	-	-	-	-	0	-	0
