# Wordlist

# DATA
ID	IPA	SOURCE	TOWEROFBABEL	SUBGROUP	WOLD	CONCEPT	ENTRY_IN_SOURCE	CHINESE	SWADESH_1952	POS	NOTE	SCAID	SWADESH_1955	HANZI	DOCULECT	BORROWING	ALIGNMENT	IELEX	ABVD	OMEGAWIKI	GLOSS_IN_SOURCE	COGID	TOKENS
5609	-	-	-	Sinitic	4.35	the leg	-	脚	leg(88)	Noun	-	0	-	-	Meixian		-	leg (93)	leg/foot (4)	5665	-	0	-
5610	*kak	-	-	Sinitic	4.35	the leg	*kak	脚	leg(88)	Noun	-	0	-	腳	Old_Chinese		-	leg (93)	leg/foot (4)	5665	leg/foot	357	k a k
5611	-	-	-	Sinitic	4.35	the leg	-	脚	leg(88)	Noun	-	0	-	-	Xiamen		-	leg (93)	leg/foot (4)	5665	-	0	-
5612	-	-	-	rGyalrongic	4.35	the leg	-	脚	leg(88)	Noun	-	0	-	-	Guiqiong		-	leg (93)	leg/foot (4)	5665	-	0	-
5613	tɯ-mi	-	-	rGyalrongic	4.35	the leg	tɯ-mi	脚	leg(88)	Noun	-	0	-	-	Japhug		-	leg (93)	leg/foot (4)	5665	-	356	t ɯ ◦ m i
5614	-	-	-	rGyalrongic	4.35	the leg	-	脚	leg(88)	Noun	-	0	-	-	Khroskyabs_Wobzi		-	leg (93)	leg/foot (4)	5665	-	0	-
5615	-	-	-	rGyalrongic	4.35	the leg	-	脚	leg(88)	Noun	-	0	-	-	Muya		-	leg (93)	leg/foot (4)	5665	-	0	-
5616	-	-	-	rGyalrongic	4.35	the leg	-	脚	leg(88)	Noun	-	0	-	-	Stau		-	leg (93)	leg/foot (4)	5665	-	0	-
5617	-	-	-	rGyalrongic	4.35	the leg	-	脚	leg(88)	Noun	-	0	-	-	Tangut		-	leg (93)	leg/foot (4)	5665	-	0	-
5618	-	-	-	rGyalrongic	4.35	the leg	-	脚	leg(88)	Noun	-	0	-	-	Zbu		-	leg (93)	leg/foot (4)	5665	-	0	-
#
5725	-	-	-	Bai	1.55	the lightning	-	-	-	Noun	-	0	-	-	Dashi		-	-	lightning (135)	6811	-	0	-
5726	-	-	-	Bai	1.55	the lightning	-	-	-	Noun	-	0	-	-	Zhaozhuang		-	-	lightning (135)	6811	-	0	-
5727	-	-	-	Bai	1.55	the lightning	-	-	-	Noun	-	0	-	-	Ega		-	-	lightning (135)	6811	-	0	-
5728	-	-	-	Bai	1.55	the lightning	-	-	-	Noun	-	0	-	-	Enqi		-	-	lightning (135)	6811	-	0	-
5729	kʲi₃₁ŋue₃₃zɛ₃₃	Allen2007, 8	-	Bai	1.55	the lightning	kʲi31ŋue33zɛ33	-	-	Noun	-	616	-	-	Eryuan		kʲ i ₃₁ ŋ u e ₃₃ z ɛ ₃₃	-	lightning (135)	6811	lightning(vb) / 闪电	359	kʲ i ₃₁ ŋ u e ₃₃ z ɛ ₃₃
5730	-	-	-	Bai	1.55	the lightning	-	-	-	Noun	-	0	-	-	Gongxing		-	-	lightning (135)	6811	-	0	-
5731	t͡ɕi₃₁kɔu₅₅la₄₄	Allen2007, 8	-	Bai	1.55	the lightning	tɕi31kɔu55la44	-	-	Noun	-	617	-	-	Heqi		t͡ɕ i ₃₁ k ɔ u ₅₅ l a ₄₄	-	lightning (135)	6811	lightning(vb) / 闪电	359	t͡ɕ i ₃₁ k ɔ u ₅₅ l a ₄₄
5732	sɛ̃₂₁t͡sɿ₃₃pʰiɯ₄₄	Allen2007, 8	-	Bai	1.55	the lightning	sɛ̃21tsɿ33pʰiɯ44	-	-	Noun	-	618	-	-	Jianchuan		s ɛ̃ ₂₁ t͡s ɿ ₃₃ pʰ i ɯ ₄₄	-	lightning (135)	6811	lightning(vb) / 闪电	359	s ɛ̃ ₂₁ t͡s ɿ ₃₃ pʰ i ɯ ₄₄
5733	-	-	-	Bai	1.55	the lightning	-	-	-	Noun	-	0	-	-	Jinman		-	-	lightning (135)	6811	-	0	-
5734	-	-	-	Bai	1.55	the lightning	-	-	-	Noun	-	0	-	-	Jinxing		-	-	lightning (135)	6811	-	0	-
5735	xẽ₅₅t͡ɕæ₅₅mi₃₁	Allen2007, 8	-	Bai	1.55	the lightning	xẽ55tɕæ55mi31	-	-	Noun	-	620	-	-	Luobenzhuo		x ẽ ₅₅ t͡ɕ æ ₅₅ m i ₃₁	-	lightning (135)	6811	lightning(vb) / 闪电	359	x ẽ ₅₅ t͡ɕ æ ₅₅ m i ₃₁
5736	-	-	-	Bai	1.55	the lightning	-	-	-	Noun	-	0	-	-	Mazhelong		-	-	lightning (135)	6811	-	0	-
5737	t͡ɕi₃₁kɤ₃₅la₄₄	Allen2007, 8	-	Bai	1.55	the lightning	tɕi31kɤ35la44	-	-	Noun	-	617	-	-	Qiliqiao		t͡ɕ i ₃₁ k ɤ - ₃₅ l a ₄₄	-	lightning (135)	6811	lightning(vb) / 闪电	359	t͡ɕ i ₃₁ k ɤ ₃₅ l a ₄₄
5738	jĩ₂₁lũẽ₃₃jɛ̃₃₃	Allen2007, 8	-	Bai	1.55	the lightning	jĩ21lũẽ33jɛ̃33	-	-	Noun	-	622	-	-	Xiangyun		j ĩ ₂₁ l ũ ẽ ₃₃ j ɛ̃ ₃₃	-	lightning (135)	6811	lightning(vb) / 闪电	359	j ĩ ₂₁ l ũ ẽ ₃₃ j ɛ̃ ₃₃
5739	ʥi₃₃mi₃₃jɛ₃₃	Allen2007, 8	-	Bai	1.55	the lightning	ʥi33mi33jɛ33	-	-	Noun	-	623	-	-	Yunlong		ʥ i ₃₃ m i ₃₃ j ɛ ₃₃	-	lightning (135)	6811	lightning(vb) / 闪电	359	ʥ i ₃₃ m i ₃₃ j ɛ ₃₃
5740	-	-	-	Bai	1.55	the lightning	-	-	-	Noun	-	0	-	-	Zhoucheng		-	-	lightning (135)	6811	-	0	-
5741	-	-	-	Bodic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Cone_Tibetan		-	-	lightning (135)	6811	-	0	-
5742	-	-	-	Bodic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Lhasa_Tibetan		-	-	lightning (135)	6811	-	0	-
5743	-	-	-	Bodic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Old_Tibetan		-	-	lightning (135)	6811	-	0	-
5744	-	-	-	Burmish	1.55	the lightning	-	-	-	Noun	-	0	-	-	Achang_Lianghe		-	-	lightning (135)	6811	-	0	-
5745	-	-	-	Burmish	1.55	the lightning	-	-	-	Noun	-	0	-	-	Achang_Longchuan		-	-	lightning (135)	6811	-	0	-
5746	-	-	-	Burmish	1.55	the lightning	-	-	-	Noun	-	0	-	-	Achang_Luxi		-	-	lightning (135)	6811	-	0	-
5747	-	-	-	Burmish	1.55	the lightning	-	-	-	Noun	-	0	-	-	Atsi		-	-	lightning (135)	6811	-	0	-
5748	-	-	-	Burmish	1.55	the lightning	-	-	-	Noun	-	0	-	-	Bola		-	-	lightning (135)	6811	-	0	-
5749	-	-	-	Burmish	1.55	the lightning	-	-	-	Noun	-	0	-	-	Burmese		-	-	lightning (135)	6811	-	0	-
5750	-	-	-	Burmish	1.55	the lightning	-	-	-	Noun	-	0	-	-	Hpun		-	-	lightning (135)	6811	-	0	-
5751	-	-	-	Burmish	1.55	the lightning	-	-	-	Noun	-	0	-	-	Lashi		-	-	lightning (135)	6811	-	0	-
5752	-	-	-	Burmish	1.55	the lightning	-	-	-	Noun	-	0	-	-	Maru		-	-	lightning (135)	6811	-	0	-
5753	-	-	-	Burmish	1.55	the lightning	-	-	-	Noun	-	0	-	-	Old_Burmese		-	-	lightning (135)	6811	-	0	-
5754	-	-	-	Burmish	1.55	the lightning	-	-	-	Noun	-	0	-	-	Xiandau		-	-	lightning (135)	6811	-	0	-
5755	-	-	-	Kiranti	1.55	the lightning	-	-	-	Noun	-	0	-	-	Dumi		-	-	lightning (135)	6811	-	0	-
5756	-	-	-	Kiranti	1.55	the lightning	-	-	-	Noun	-	0	-	-	Khaling		-	-	lightning (135)	6811	-	0	-
5757	-	-	-	Kiranti	1.55	the lightning	-	-	-	Noun	-	0	-	-	Limbu		-	-	lightning (135)	6811	-	0	-
5758	-	-	-	Kiranti	1.55	the lightning	-	-	-	Noun	-	0	-	-	Wambule		-	-	lightning (135)	6811	-	0	-
5759	-	-	-	Kiranti	1.55	the lightning	-	-	-	Noun	-	0	-	-	Yakkha		-	-	lightning (135)	6811	-	0	-
5760	-	-	-	Kiranti	1.55	the lightning	-	-	-	Noun	-	0	-	-	Yamphu		-	-	lightning (135)	6811	-	0	-
5761	-	-	-	Nungish	1.55	the lightning	-	-	-	Noun	-	0	-	-	Dulong		-	-	lightning (135)	6811	-	0	-
5762	-	-	-	SAL	1.55	the lightning	-	-	-	Noun	-	0	-	-	Jingpo		-	-	lightning (135)	6811	-	0	-
5763	-	-	-	Sinitic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Beijing		-	-	lightning (135)	6811	-	0	-
5764	-	-	-	Sinitic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Caijia		-	-	lightning (135)	6811	-	0	-
5765	-	-	-	Sinitic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Changsha		-	-	lightning (135)	6811	-	0	-
5766	-	-	-	Sinitic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Ganzhou		-	-	lightning (135)	6811	-	0	-
5767	-	-	-	Sinitic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Guangzhou		-	-	lightning (135)	6811	-	0	-
5768	-	-	-	Sinitic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Meixian		-	-	lightning (135)	6811	-	0	-
5769	*lˤi[n]-s	-	-	Sinitic	1.55	the lightning	*lˤi[n]-s	-	-	Noun	-	0	-	電	Old_Chinese		-	-	lightning (135)	6811	lightning	359	lˤ i n ◦ s
5770	-	-	-	Sinitic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Xiamen		-	-	lightning (135)	6811	-	0	-
5771	-	-	-	rGyalrongic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Guiqiong		-	-	lightning (135)	6811	-	0	-
5772	tɤ-rmbja	-	-	rGyalrongic	1.55	the lightning	tɤ-rmbja	-	-	Noun	-	0	-	-	Japhug		-	-	lightning (135)	6811	-	358	t ɤ ◦ r m b j a
5773	-	-	-	rGyalrongic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Khroskyabs_Wobzi		-	-	lightning (135)	6811	-	0	-
5774	-	-	-	rGyalrongic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Muya		-	-	lightning (135)	6811	-	0	-
5775	-	-	-	rGyalrongic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Stau		-	-	lightning (135)	6811	-	0	-
5776	-	-	-	rGyalrongic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Tangut		-	-	lightning (135)	6811	-	0	-
5777	-	-	-	rGyalrongic	1.55	the lightning	-	-	-	Noun	-	0	-	-	Zbu		-	-	lightning (135)	6811	-	0	-
#
5778	kã₃₅	Wang2006a, 145	liver(25)	Bai	4.45	the liver	kã35	肝	liver(91)	Noun	-	628	liver(48)	-	Dashi		k ã ₃₅	liver (96)	liver (17)	5476	liver	360	k ã ₃₅
5779	-	-	liver(25)	Bai	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Zhaozhuang		-	liver (96)	liver (17)	5476	-	0	-
5780	qo₅₅	Wang2006a, 145	liver(25)	Bai	4.45	the liver	qo55	肝	liver(91)	Noun	-	628	liver(48)	-	Ega		q o ₅₅	liver (96)	liver (17)	5476	liver	360	q o ₅₅
5781	qa₂₄	Wang2006a, 145	liver(25)	Bai	4.45	the liver	qa24	肝	liver(91)	Noun	-	628	liver(48)	-	Enqi		q a ₂₄	liver (96)	liver (17)	5476	liver	360	q a ₂₄
5782	ka₃₅	Allen2007, 150	liver(25)	Bai	4.45	the liver	ka35	肝	liver(91)	Noun	-	628	liver(48)	-	Eryuan		k a ₃₅	liver (96)	liver (17)	5476	liver / 肝	360	k a ₃₅
5783	qaŋ₅₅	Wang2006a, 145	liver(25)	Bai	4.45	the liver	qaŋ55	肝	liver(91)	Noun	-	632	liver(48)	-	Gongxing		q a ŋ ₅₅	liver (96)	liver (17)	5476	liver	360	q a ŋ ₅₅
5784	kã₅₅	Allen2007, 150	liver(25)	Bai	4.45	the liver	kã55	肝	liver(91)	Noun	-	628	liver(48)	-	Heqi		k ã ₅₅	liver (96)	liver (17)	5476	liver / 肝	360	k ã ₅₅
5785	kã₅₅	Allen2007, 150	liver(25)	Bai	4.45	the liver	kã55	肝	liver(91)	Noun	-	628	liver(48)	-	Jianchuan		k ã ₅₅	liver (96)	liver (17)	5476	liver / 肝	360	k ã ₅₅
5786	qã₅₅	Wang2006a, 145	liver(25)	Bai	4.45	the liver	qã55	肝	liver(91)	Noun	-	628	liver(48)	-	Jinman		q ã ₅₅	liver (96)	liver (17)	5476	liver	360	q ã ₅₅
5787	kɑ₅₅	Wang2006a, 145	liver(25)	Bai	4.45	the liver	kɑ55	肝	liver(91)	Noun	-	628	liver(48)	-	Jinxing		k ɑ ₅₅	liver (96)	liver (17)	5476	liver	360	k ɑ ₅₅
5788	qɔ̃₅₅	Allen2007, 150	liver(25)	Bai	4.45	the liver	qɔ̃55	肝	liver(91)	Noun	-	628	liver(48)	-	Luobenzhuo		q ɔ̃ ₅₅	liver (96)	liver (17)	5476	liver / 肝	360	q ɔ̃ ₅₅
5789	kaŋ₅₅	Wang2006a, 145	liver(25)	Bai	4.45	the liver	kaŋ55	肝	liver(91)	Noun	-	632	liver(48)	-	Mazhelong		k a ŋ ₅₅	liver (96)	liver (17)	5476	liver	360	k a ŋ ₅₅
5790	ka₃₅	Allen2007, 150	liver(25)	Bai	4.45	the liver	ka35	肝	liver(91)	Noun	-	628	liver(48)	-	Qiliqiao		k a ₃₅	liver (96)	liver (17)	5476	liver / 肝	360	k a ₃₅
5791	kã₅₅	Allen2007, 150	liver(25)	Bai	4.45	the liver	kã55	肝	liver(91)	Noun	-	628	liver(48)	-	Xiangyun		k ã ₅₅	liver (96)	liver (17)	5476	liver / 肝	360	k ã ₅₅
5792	ka₃₅	Allen2007, 150	liver(25)	Bai	4.45	the liver	ka35	肝	liver(91)	Noun	-	628	liver(48)	-	Yunlong		k a ₃₅	liver (96)	liver (17)	5476	liver / 肝	360	k a ₃₅
5793	ka₃₅	Wang2006a, 145	liver(25)	Bai	4.45	the liver	ka35	肝	liver(91)	Noun	-	628	liver(48)	-	Zhoucheng		k a ₃₅	liver (96)	liver (17)	5476	liver	360	k a ₃₅
5794	-	-	liver(25)	Bodic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Cone_Tibetan		-	liver (96)	liver (17)	5476	-	0	-
5795	-	-	liver(25)	Bodic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Lhasa_Tibetan		-	liver (96)	liver (17)	5476	-	0	-
5796	mtɕʰin.pa	-	liver(25)	Bodic	4.45	the liver	mtɕʰin.pa	肝	liver(91)	Noun	-	0	liver(48)	肝	Old_Tibetan		-	liver (96)	liver (17)	5476	liver	361	m tɕʰ i n p a
5797	-	-	liver(25)	Burmish	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Achang_Lianghe		-	liver (96)	liver (17)	5476	-	0	-
5798	-	-	liver(25)	Burmish	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Achang_Longchuan		-	liver (96)	liver (17)	5476	-	0	-
5799	-	-	liver(25)	Burmish	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Achang_Luxi		-	liver (96)	liver (17)	5476	-	0	-
5800	-	-	liver(25)	Burmish	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Atsi		-	liver (96)	liver (17)	5476	-	0	-
5801	-	-	liver(25)	Burmish	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Bola		-	liver (96)	liver (17)	5476	-	0	-
5802	asaɲ	-	liver(25)	Burmish	4.45	the liver	asaɲ	肝	liver(91)	Noun	-	0	liver(48)	肝	Burmese		-	liver (96)	liver (17)	5476	liver	361	a s a ɲ
5803	-	-	liver(25)	Burmish	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Hpun		-	liver (96)	liver (17)	5476	-	0	-
5804	-	-	liver(25)	Burmish	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Lashi		-	liver (96)	liver (17)	5476	-	0	-
5805	-	-	liver(25)	Burmish	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Maru		-	liver (96)	liver (17)	5476	-	0	-
5806	-	-	liver(25)	Burmish	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Old_Burmese		-	liver (96)	liver (17)	5476	-	0	-
5807	-	-	liver(25)	Burmish	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Xiandau		-	liver (96)	liver (17)	5476	-	0	-
5808	-	-	liver(25)	Kiranti	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Dumi		-	liver (96)	liver (17)	5476	-	0	-
5809	lūm	-	liver(25)	Kiranti	4.45	the liver	lūm	肝	liver(91)	Noun	-	0	liver(48)	肝	Khaling		-	liver (96)	liver (17)	5476	liver	362	l ū m
5810	luŋma	-	liver(25)	Kiranti	4.45	the liver	luŋma	肝	liver(91)	Noun	-	0	liver(48)	肝	Limbu		-	liver (96)	liver (17)	5476	liver	362	l u ŋ m a
5811	-	-	liver(25)	Kiranti	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Wambule		-	liver (96)	liver (17)	5476	-	0	-
5812	-	-	liver(25)	Kiranti	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Yakkha		-	liver (96)	liver (17)	5476	-	0	-
5813	-	-	liver(25)	Kiranti	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Yamphu		-	liver (96)	liver (17)	5476	-	0	-
5814	-	-	liver(25)	Nungish	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Dulong		-	liver (96)	liver (17)	5476	-	0	-
5815	-	-	liver(25)	SAL	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Jingpo		-	liver (96)	liver (17)	5476	-	0	-
5816	-	-	liver(25)	Sinitic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Beijing		-	liver (96)	liver (17)	5476	-	0	-
5817	-	-	liver(25)	Sinitic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Caijia		-	liver (96)	liver (17)	5476	-	0	-
5818	-	-	liver(25)	Sinitic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Changsha		-	liver (96)	liver (17)	5476	-	0	-
5819	-	-	liver(25)	Sinitic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Ganzhou		-	liver (96)	liver (17)	5476	-	0	-
5820	-	-	liver(25)	Sinitic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Guangzhou		-	liver (96)	liver (17)	5476	-	0	-
5821	-	-	liver(25)	Sinitic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Meixian		-	liver (96)	liver (17)	5476	-	0	-
5822	*s.kˤa[r]	-	liver(25)	Sinitic	4.45	the liver	*s.kˤa[r]	肝	liver(91)	Noun	-	0	liver(48)	肝	Old_Chinese		-	liver (96)	liver (17)	5476	liver	363	s kˤ a r
5823	-	-	liver(25)	Sinitic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Xiamen		-	liver (96)	liver (17)	5476	-	0	-
5824	-	-	liver(25)	rGyalrongic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Guiqiong		-	liver (96)	liver (17)	5476	-	0	-
5825	tɯ-mtsʰi	-	liver(25)	rGyalrongic	4.45	the liver	tɯ-mtsʰi	肝	liver(91)	Noun	-	0	liver(48)	肝	Japhug		-	liver (96)	liver (17)	5476	liver	361	t ɯ ◦ m tsʰ i
5826	-	-	liver(25)	rGyalrongic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Khroskyabs_Wobzi		-	liver (96)	liver (17)	5476	-	0	-
5827	-	-	liver(25)	rGyalrongic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Muya		-	liver (96)	liver (17)	5476	-	0	-
5828	-	-	liver(25)	rGyalrongic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Stau		-	liver (96)	liver (17)	5476	-	0	-
5829	sji¹	-	liver(25)	rGyalrongic	4.45	the liver	sji¹	肝	liver(91)	Noun	-	0	liver(48)	肝	Tangut		-	liver (96)	liver (17)	5476	liver	361	s j i ¹
5830	-	-	liver(25)	rGyalrongic	4.45	the liver	-	肝	liver(91)	Noun	-	0	liver(48)	-	Zbu		-	liver (96)	liver (17)	5476	-	0	-
#
5884	ɕi₃₃	Wang2006a, 356	louse(17)	Bai	3811	the louse	ɕi33	虱子	louse(93)	Noun	-	645	louse(50)	-	Dashi		ɕ i ₃₃	louse (98)	louse (108)	5980	louse	364	ɕ i ₃₃
5885	-	-	louse(17)	Bai	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Zhaozhuang		-	louse (98)	louse (108)	5980	-	0	-
5886	ɕi₄₄	Wang2006a, 356	louse(17)	Bai	3811	the louse	ɕi44	虱子	louse(93)	Noun	-	645	louse(50)	-	Ega		ɕ i ₄₄	louse (98)	louse (108)	5980	louse	364	ɕ i ₄₄
5887	ɕi₅₅	Wang2006a, 356	louse(17)	Bai	3811	the louse	ɕi55	虱子	louse(93)	Noun	-	645	louse(50)	-	Enqi		ɕ i ₅₅	louse (98)	louse (108)	5980	louse	364	ɕ i ₅₅
5888	ɕi₄₄	Allen2007, 78	louse(17)	Bai	3811	the louse	ɕi44	虱子	louse(93)	Noun	-	645	louse(50)	-	Eryuan		ɕ i ₄₄	louse (98)	louse (108)	5980	louse / 虱子	364	ɕ i ₄₄
5889	ɕi₂₄	Wang2006a, 356	louse(17)	Bai	3811	the louse	ɕi24	虱子	louse(93)	Noun	-	645	louse(50)	-	Gongxing		ɕ i ₂₄	louse (98)	louse (108)	5980	louse	364	ɕ i ₂₄
5890	ɕi₄₄	Allen2007, 78	louse(17)	Bai	3811	the louse	ɕi44	虱子	louse(93)	Noun	-	645	louse(50)	-	Heqi		ɕ i ₄₄	louse (98)	louse (108)	5980	louse / 虱子	364	ɕ i ₄₄
5891	ɕi₄₄	Allen2007, 78	louse(17)	Bai	3811	the louse	ɕi44	虱子	louse(93)	Noun	-	645	louse(50)	-	Jianchuan		ɕ i ₄₄	louse (98)	louse (108)	5980	louse / 虱子	364	ɕ i ₄₄
5892	ɕi₅₅	Wang2006a, 356	louse(17)	Bai	3811	the louse	ɕi55	虱子	louse(93)	Noun	-	645	louse(50)	-	Jinman		ɕ i ₅₅	louse (98)	louse (108)	5980	louse	364	ɕ i ₅₅
5893	ɕi₄₄	Wang2006a, 356	louse(17)	Bai	3811	the louse	ɕi44	虱子	louse(93)	Noun	-	645	louse(50)	-	Jinxing		ɕ i ₄₄	louse (98)	louse (108)	5980	louse	364	ɕ i ₄₄
5894	ɕi₄₄	Allen2007, 78	louse(17)	Bai	3811	the louse	ɕi44	虱子	louse(93)	Noun	-	645	louse(50)	-	Luobenzhuo		ɕ i ₄₄	louse (98)	louse (108)	5980	louse / 虱子	364	ɕ i ₄₄
5895	ɕi₄₄	Wang2006a, 356	louse(17)	Bai	3811	the louse	ɕi44	虱子	louse(93)	Noun	-	645	louse(50)	-	Mazhelong		ɕ i ₄₄	louse (98)	louse (108)	5980	louse	364	ɕ i ₄₄
5896	ɕi₄₄	Allen2007, 78	louse(17)	Bai	3811	the louse	ɕi44	虱子	louse(93)	Noun	-	645	louse(50)	-	Qiliqiao		ɕ i ₄₄	louse (98)	louse (108)	5980	louse / 虱子	364	ɕ i ₄₄
5897	ɕi₄₄	Allen2007, 78	louse(17)	Bai	3811	the louse	ɕi44	虱子	louse(93)	Noun	-	645	louse(50)	-	Xiangyun		ɕ i ₄₄	louse (98)	louse (108)	5980	louse / 虱子	364	ɕ i ₄₄
5898	ɕi₄₄	Allen2007, 78	louse(17)	Bai	3811	the louse	ɕi44	虱子	louse(93)	Noun	-	645	louse(50)	-	Yunlong		ɕ i ₄₄	louse (98)	louse (108)	5980	louse / 虱子	364	ɕ i ₄₄
5899	ɕie₄₄	Wang2006a, 356	louse(17)	Bai	3811	the louse	ɕie44	虱子	louse(93)	Noun	-	661	louse(50)	-	Zhoucheng		ɕ i e ₄₄	louse (98)	louse (108)	5980	louse	364	ɕ i e ₄₄
5900	-	-	louse(17)	Bodic	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Cone_Tibetan		-	louse (98)	louse (108)	5980	-	0	-
5901	-	-	louse(17)	Bodic	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Lhasa_Tibetan		-	louse (98)	louse (108)	5980	-	0	-
5902	ɕig	-	louse(17)	Bodic	3811	the louse	ɕig	虱子	louse(93)	Noun	-	0	louse(50)	蝨	Old_Tibetan		-	louse (98)	louse (108)	5980	louse	365	ɕ i g
5903	-	-	louse(17)	Burmish	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Achang_Lianghe		-	louse (98)	louse (108)	5980	-	0	-
5904	-	-	louse(17)	Burmish	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Achang_Longchuan		-	louse (98)	louse (108)	5980	-	0	-
5905	-	-	louse(17)	Burmish	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Achang_Luxi		-	louse (98)	louse (108)	5980	-	0	-
5906	-	-	louse(17)	Burmish	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Atsi		-	louse (98)	louse (108)	5980	-	0	-
5907	-	-	louse(17)	Burmish	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Bola		-	louse (98)	louse (108)	5980	-	0	-
5908	san²	-	louse(17)	Burmish	3811	the louse	san²	虱子	louse(93)	Noun	-	0	louse(50)	蝨	Burmese		-	louse (98)	louse (108)	5980	louse	366	s a n ²
5909	-	-	louse(17)	Burmish	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Hpun		-	louse (98)	louse (108)	5980	-	0	-
5910	-	-	louse(17)	Burmish	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Lashi		-	louse (98)	louse (108)	5980	-	0	-
5911	-	-	louse(17)	Burmish	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Maru		-	louse (98)	louse (108)	5980	-	0	-
5912	-	-	louse(17)	Burmish	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Old_Burmese		-	louse (98)	louse (108)	5980	-	0	-
5913	-	-	louse(17)	Burmish	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Xiandau		-	louse (98)	louse (108)	5980	-	0	-
5914	-	-	louse(17)	Kiranti	3811	the louse	-	虱子	louse(93)	Noun	-	0	louse(50)	-	Dumi		-	louse (98)	louse (108)	5980	-	0	-
5915	sēr	-	louse(17)	Kiranti	3811	the louse	sēr	虱子	louse(93)	Noun	-	0	louse(50)	蝨	Khaling		-	louse (98)	louse (108)	5980	louse	366	s ē r
5916	siʔ	-	louse(17)	Kiranti	3811	the louse	siʔ	虱子	louse(93)	Noun	-	0	louse(50)	蝨	Limbu		-	louse (98)	louse (108)	5980	louse	365	s i ʔ
