# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	CONCEPTID	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	ID_IN_SOURCE	IELEX	IPA	LGID	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	RGEN	SCAID	SOURCE	SRCABBR	SRCID	SUBGROUP	SWADESH_1952	SWADESH_1955	TAXON_NAME_IN_SOURCE	TOKENS	TOWEROFBABEL	WOLD
58	all (191)	t͡ɕʰ ɔ ⁵⁵ k u ⁵⁵			全部	2	all	3	Eryuan		tɕʰɔ55ku55	all / 都	-		all (2)	t͡ɕʰɔ₅₅ku₅₅			-	1173416					Function word		3	Allen2007, 499			Bai	all (of a number)(1)	all(1)	Eryuan	t͡ɕʰ ɔ ⁵⁵ k u ⁵⁵	all(84)	13.14
60	all (191)	t͡s a ³⁵ ɕ ɯ ⁵⁵			全部	5	all	3	Heqi		tsa35ɕɯ55	all / 都	-		all (2)	t͡sa₃₅ɕɯ₅₅			-	1173416					Function word		4	Allen2007, 499			Bai	all (of a number)(1)	all(1)	Heqi	t͡s a ³⁵ ɕ ɯ ⁵⁵	all(84)	13.14
61	all (191)	t͡s a ³⁵ - - -			全部	5	all	3	Jianchuan		tsa35	all / 都	-		all (2)	t͡sa₃₅			-	1173416					Function word		4	Allen2007, 499			Bai	all (of a number)(1)	all(1)	Jianchuan	t͡s a ³⁵	all(84)	13.14
64	all (191)	d a ⁵⁵ t͡ɕ ã ∼ ³¹			全部	3	all	3	Luobenzhuo		da55tɕã31	all / 都	-		all (2)	da₅₅t͡ɕã₃₁			-	1173416					Function word		3	Allen2007, 499			Bai	all (of a number)(1)	all(1)	Luobenzhuo	d a ⁵⁵ t͡ɕ ã ∼ ³¹	all(84)	13.14
66	all (191)	j i ³⁵ s o ³¹			全部	4	all	3	Qiliqiao		ji35so31	all / 都	-		all (2)	ji₃₅so₃₁			-	1173416					Function word		8	Allen2007, 499			Bai	all (of a number)(1)	all(1)	Qiliqiao	j i ³⁵ s o ³¹	all(84)	13.14
67	all (191)	t͡ɕʰ u ɛ ⁵⁵			全部	6	all	3	Xiangyun		tɕʰuɛ55	all / 都	-		all (2)	t͡ɕʰuɛ₅₅			-	1173416					Function word		9	Allen2007, 499			Bai	all (of a number)(1)	all(1)	Xiangyun	t͡ɕʰ u ɛ ⁵⁵	all(84)	13.14
68	all (191)	t͡s a ⁵⁵ t͡ɕʰ i ³¹			全部	5	all	3	Yunlong		tsa55tɕʰi31	all / 都	-		all (2)	t͡sa₅₅t͡ɕʰi₃₁			-	1173416					Function word		4	Allen2007, 499			Bai	all (of a number)(1)	all(1)	Yunlong	t͡s a ⁵⁵ t͡ɕʰ i ³¹	all(84)	13.14
72	all (191)	-			全部	10	all	3	Old_Tibetan		tʰams.tɕad	all	凡		all (2)	tʰams.tɕad			-	1173416					Function word		0	-			Bodic	all (of a number)(1)	all(1)	Old_Tibetan	tʰ a m s ◦ tɕ a d	all(84)	13.14
85	all (191)	-			全部	12	all	3	Khaling		kʰøle	all	凡		all (2)	kʰøle			-	1173416					Function word		0	-			Kiranti	all (of a number)(1)	all(1)	Khaling	kʰ ø l e	all(84)	13.14
86	all (191)	-			全部	11	all	3	Limbu		kak	all	凡		all (2)	kak			-	1173416					Function word		0	-			Kiranti	all (of a number)(1)	all(1)	Limbu	k a k	all(84)	13.14
98	all (191)	-			全部	8	all	3	Old_Chinese		*[g]ˤr[ə]m	all	咸		all (2)	*[g]ˤr[ə]m			-	1173416					Function word		0	-			Sinitic	all (of a number)(1)	all(1)	Old_Chinese	gˤ r ə m	all(84)	13.14
101	all (191)	-		1	全部	6	all	3	Japhug		%tʰamtɕɤt	all	凡		all (2)	tʰamtɕɤt			-	1173416					Function word		0	-			rGyalrongic	all (of a number)(1)	all(1)	Japhug	tʰ a m tɕ ɤ t	all(84)	13.14
105	all (191)	-			全部	7	all	3	Tangut		zji¹	all	凡		all (2)	zji¹			-	1173416					Function word		0	-			rGyalrongic	all (of a number)(1)	all(1)	Tangut	z j i ¹	all(84)	13.14
12994						0	all	3	Guzhang			都	通			tʰau⁵⁵				1173416							0							Guzhang			
13446						0	all	3	Ganzhou		tshyn2 pu4	all (1)				ʦʰyn³pu⁵				1173416							0							Ganzhou	ʦʰ y n ³ p u ⁵		
13741						0	all	3	Jixi				都			tɵ³¹				1173416							0							Jixi			
14521						0	all	3	Dancun				所有			sɔ⁵⁵ jiu²²			plus noun	1173416							0							Dancun			
14849						0	all	3	Dancun				XX			ham²¹ plaŋ²¹			adverb								0							Dancun			
14900						0	all	3	Karen		khɛ̱⁵⁵lø̱³¹	all / everything		81978		khɛ̱⁵⁵lø̱³¹	1849								num	394574	0	STEDT/TBL	TBL	0962.50	Karenic			Karen	kh ɛ̱ ⁵⁵ ◦ l ø̱ ³¹		
15048						0	all	3	Nusu_Central		tshɯ⁵⁵	all / everything		49446		tshɯ⁵⁵	1831								num	394558	0	STEDT/TBL	TBL	0962.34	Northern Loloish			Nusu (Central)	tsh ɯ ⁵⁵		
15565						0	all	3	Tibetan_Written		mthaɦ dag	all / everything		1093		mthaɦ dag	1804								num	394525	0	STEDT/TBL	TBL	0962.01	Tibetan			Tibetan (Written)	m th a ɦ _ d a g		
15566						0	all	3	Tibetan_Written		thams tɕad	all / everything		1094		thams tɕad	1804								num	394575	0	STEDT/TBL	TBL	0962.01	Tibetan			Tibetan (Written)	th a m s _ tɕ a d		
15926						0	all	3	Cuona_Menba		ka³⁵ne⁵³ tshaŋ⁵⁵ma⁵³	all / everything		83535		ka³⁵ne⁵³ tshaŋ⁵⁵ma⁵³	1850								num	394530	0	STEDT/TBL	TBL	0962.06	Bodic			Cuona Menba	k a ³⁵ ◦ n e ⁵³ _ tsh a ŋ ⁵⁵ ◦ m a ⁵³		
16238						0	all	3	Yi_Xide		ʑi²¹χɑ⁵⁵	all / everything		51279		ʑi²¹χɑ⁵⁵	1832								num	394559	0	STEDT/TBL	TBL	0962.35	Northern Loloish			Yi (Xide)	ʑ i ²¹ ◦ χ ɑ ⁵⁵		
16448						0	all	3	Lahu_Lancang		qhɑ³³ pɤ-e¹¹	all / everything		67935		qhɑ³³ pɤ-e¹¹	1841		?						num	394567	0	STEDT/TBL	TBL	0962.43	Central Loloish			Lahu (Lancang)	qh ɑ ³³ _ p ɤ e ¹¹		
16978						0	all	3	Jingpho		ŋa³¹mă⁵⁵ŋa⁵¹	all / everything		19606		ŋa³¹mă⁵⁵ŋa⁵¹	1814								num	394543	0	STEDT/TBL	TBL	0962.19	Jingpho			Jingpho	ŋ a ³¹ ◦ m ă ⁵⁵ ◦ ŋ a ⁵¹		
17146						0	all	3	Motuo_Menba		tham tɕeʔ	all / everything		85379		tham tɕeʔ	1851								num	394531	0	STEDT/TBL	TBL	0962.07	Bodic			Motuo Menba	th a m _ tɕ e ʔ		
17455						0	all	3	Tibetan_Xiahe		ha no	all / everything		60726		ha no	1837								num	394528	0	STEDT/TBL	TBL	0962.04	Tibetan			Tibetan (Xiahe)	h a _ n o		
17582						0	all	3	Yi_Weishan		ʑi⁵⁵sɑ⁵⁵	all / everything		53233		ʑi⁵⁵sɑ⁵⁵	1833								num	394560	0	STEDT/TBL	TBL	0962.36	Northern Loloish			Yi (Weishan)	ʑ i ⁵⁵ ◦ s ɑ ⁵⁵		
17710						0	all	3	Jinuo		ta³¹pu⁵⁵	all / everything		69764		ta³¹pu⁵⁵	1842								num	394568	0	STEDT/TBL	TBL	0962.44	Central Loloish			Jinuo	t a ³¹ ◦ p u ⁵⁵		
17994						0	all	3	rGyalrong_Maerkang		kə tʃᴇt	all / everything		4702		kə tʃᴇt	1806								num	394535	0	STEDT/TBL	TBL	0962.11	rGyalrong			rGyalrong (Maerkang)	k ə _ tʃ ᴇ t		
18289						0	all	3	Qiang_Mawo		ji tɕhɛ	all / everything		87083		ji tɕhɛ	1852		!						num	394532	0	STEDT/TBL	TBL	0962.08	Qiangic			Qiang (Mawo)	j i _ tɕ h ɛ		
18332						0	all	3	Tibetan_Lhasa		tshaŋ⁵⁵ma⁵⁵	all / everything		21598		tshaŋ⁵⁵ma⁵⁵	1815								num	394526	0	STEDT/TBL	TBL	0962.02	Tibetan			Tibetan (Lhasa)	tsh a ŋ ⁵⁵ ◦ m a ⁵⁵		
18819						0	all	3	Yi_Nanhua		ŋ²¹ɕɑ³³	all / everything		55127		ŋ²¹ɕɑ³³	1834								num	394561	0	STEDT/TBL	TBL	0962.37	Northern Loloish			Yi (Nanhua)	ŋ ²¹ ◦ ɕ ɑ ³³		
18906						0	all	3	Naxi		dɯ³³xə³³	all / everything		71624		dɯ³³xə³³	1843								num	394569	0	STEDT/TBL	TBL	0962.45	Naxi			Naxi	d ɯ ³³ ◦ x ə ³³		
19256						0	all	3	Daofu		thəm tɕɛ	all / everything		6622		thəm tɕɛ	1807								num	394536	0	STEDT/TBL	TBL	0962.12	rGyalrongic			Daofu	th ə m _ tɕ ɛ		
19607						0	all	3	Pumi_Lanping		i¹³xa⁵⁵	all / everything		89002		i¹³xa⁵⁵	1853								num	394533	0	STEDT/TBL	TBL	0962.09	Qiangic			Pumi (Lanping)	i ¹³ ◦ x a ⁵⁵		
19712						0	all	3	Dulong		sɯ³¹nɑʔ⁵⁵	all / everything		23612		sɯ³¹nɑʔ⁵⁵	1816								num	394544	0	STEDT/TBL	TBL	0962.20	Nungic			Dulong	s ɯ ³¹ ◦ n ɑ ʔ ⁵⁵		
19950						0	all	3	Tibetan_Batang		jø¹³tshɛʔ⁵³	all / everything		40376		jø¹³tshɛʔ⁵³	1826								num	394527	0	STEDT/TBL	TBL	0962.03	Tibetan			Tibetan (Batang)	j ø ¹³ ◦ tsh ɛ ʔ ⁵³		
20098						0	all	3	Yi_Wuding		khu¹¹dʐɒ³³mu³³	all / everything		56974		khu¹¹dʐɒ³³mu³³	1835								num	394562	0	STEDT/TBL	TBL	0962.38	Northern Loloish			Yi (Wuding)	kh u ¹¹ ◦ dʐ ɒ ³³ ◦ m u ³³		
20162						0	all	3	Namuyi		a³³ka³³mu⁵⁵	all / everything		73443		a³³ka³³mu⁵⁵	1844								num	394570	0	STEDT/TBL	TBL	0962.46	Qiangic			Namuyi	a ³³ ◦ k a ³³ ◦ m u ⁵⁵		
20581						0	all	3	Queyu_Xinlong		tə⁵⁵ɬye⁵⁵	all / everything		8552		tə⁵⁵ɬye⁵⁵	1808								num	394537	0	STEDT/TBL	TBL	0962.13	Qiangic			Queyu (Xinlong)	t ə ⁵⁵ ◦ ɬ y e ⁵⁵		
21326						0	all	3	Tibetan_Lhasa		kaŋ¹³ka⁵⁵	all / everything		21599		kaŋ¹³ka⁵⁵	1815								num	394576	0	STEDT/TBL	TBL	0962.02	Tibetan			Tibetan (Lhasa)	k a ŋ ¹³ ◦ k a ⁵⁵		
21382						0	all	3	Yi_Sani		ɪ⁵⁵dzɤ³³	all / everything		58901		ɪ⁵⁵dzɤ³³	1836								num	394563	0	STEDT/TBL	TBL	0962.39	Central Loloish			Yi (Sani)	ɪ ⁵⁵ ◦ dz ɤ ³³		
21476						0	all	3	Muya		me³³me⁵⁵	all / everything		12331		me³³me⁵⁵	1810								num	394539	0	STEDT/TBL	TBL	0962.15	Qiangic			Muya	m e ³³ ◦ m e ⁵⁵		
21749						0	all	3	Zhaba_Daofu_County		jo³³dzo⁵⁵	all / everything		10394		jo³³dzo⁵⁵	1809								num	394538	0	STEDT/TBL	TBL	0962.14	Qiangic			Zhaba (Daofu County)	j o ³³ ◦ dz o ⁵⁵		
22475						0	all	3	Bai_Jianchuan		tsɑ³⁵ka⁴²tsɿ³³	all / everything		76994		tsɑ³⁵ka⁴²tsɿ³³	1846								num	394572	0	STEDT/TBL	TBL	0962.48	Bai			Bai (Jianchuan)	ts ɑ ³⁵ ◦ k a ⁴² ◦ ts ɿ ³³		
23668						0	all	3	Lisu		hɑ̃³³ŋɑ̱³³ mɑ̱³³	all / everything		62493		hɑ̃³³ŋɑ̱³³ mɑ̱³³	1838								num	394564	0	STEDT/TBL	TBL	0962.40	Central Loloish			Lisu	h ɑ̃ ∼ ³³ ◦ ŋ ɑ̱ ³³ _ m ɑ̱ ³³		
23761						0	all	3	Bokar		kə baŋ	all / everything		29842		kə baŋ	1820								num	394548	0	STEDT/TBL	TBL	0962.24	Western Tani			Bokar	k ə _ b a ŋ		
24717						0	all	3	Tibetan_Alike		tshaŋ mæ	all / everything		80414		tshaŋ mæ	1848								num	394529	0	STEDT/TBL	TBL	0962.05	Tibetan			Tibetan (Alike)	tsh a ŋ _ m æ		
25417						0	all	3	Xumi		nõ³³thi⁵⁵	all / everything		15887		nõ³³thi⁵⁵	1812								num	394541	0	STEDT/TBL	TBL	0962.17	Qiangic			Xumi	n õ ∼ ³³ ◦ th i ⁵⁵		
#
125	and (192)	-			和	0	and	4	Old_Tibetan		-	-	-		and (3)	daŋ			-	6464					Function word		0	-			Bodic	and(2)	-	Old_Tibetan	d a ŋ	-	17.51
151	and (192)	-			和	14	and	4	Old_Chinese		*m-rˤəp	and	眔		and (3)	*m-rˤəp			-	6464					Function word		0	-			Sinitic	and(2)	-	Old_Chinese	m ◦ rˤ ə p	-	17.51
154	and (192)	-			和	13	and	4	Japhug		cho	-	-		and (3)	cʰo			-	6464					Function word		0	-			rGyalrongic	and(2)	-	Japhug	cʰ o	-	17.51
12995						0	and	4	Guzhang			和	跟			kai⁵⁵				6464							0							Guzhang			
13447						0	and	4	Ganzhou		hə2, thə̃2	and (2)				hə³				6464							0							Ganzhou	h ə ³		
13448						0	and	4	Ganzhou		hə2, thə̃2	and (2)				tʰə̃³				6464							0							Ganzhou	tʰ ə̃ ∼ ³		
13742						0	and	4	Jixi				搭			tɤʔ³²				6464							0							Jixi			
14262						0	and	4	Qimen			和	跟			kuã¹¹				6464							0							Qimen			
14522						0	and	4	Dancun				同			həuŋ²²				6464							0							Dancun			
#
12996						0	at	5	Guzhang			在	在			tsʰɤ²⁵				6078							0							Guzhang			
13451						0	at	5	Ganzhou		tsæ4	at (5)				tsæ⁵				6078							0							Ganzhou	t s æ ⁵		
14523						0	at	5	Dancun			to be at a place	到			ʔɔ³³				6078							0							Dancun			
#
266	bad, evil (165)	k u e ⁴²			坏	16	bad	6	Dashi		kue42	bad (things)	-		bad (8)	kue₄₂			-	5650					Adjective		17	Wang2006a, 1053			Bai	bad (deleterious or unsuitable)(7)	-	Dashi	k u e ⁴²	-	16.72
268	bad, evil (165)	q u ɛ ⁴²			坏	16	bad	6	Ega		quɛ42	bad (things)	-		bad (8)	quɛ₄₂			-	5650					Adjective		17	Wang2006a, 1053			Bai	bad (deleterious or unsuitable)(7)	-	Ega	q u ɛ ⁴²	-	16.72
269	bad, evil (165)	q u ɛ ⁴³			坏	16	bad	6	Enqi		quE43	bad (things)	-		bad (8)	quɛ₄₃			-	5650					Adjective		17	Wang2006a, 1053			Bai	bad (deleterious or unsuitable)(7)	-	Enqi	q u ɛ ⁴³	-	16.72
270	bad, evil (165)	x e - ⁴⁴			坏	16	bad	6	Eryuan		xe44	bad / 坏	-		bad (8)	xe₄₄			-	5650					Adjective		20	Allen2007, 417			Bai	bad (deleterious or unsuitable)(7)	-	Eryuan	x e ⁴⁴	-	16.72
271	bad, evil (165)	q u ɛ ⁴²			坏	16	bad	6	Gongxing		quɛ42	bad (things)	-		bad (8)	quɛ₄₂			-	5650					Adjective		17	Wang2006a, 1053			Bai	bad (deleterious or unsuitable)(7)	-	Gongxing	q u ɛ ⁴²	-	16.72
272	bad, evil (165)	x e - ³³			坏	16	bad	6	Heqi		xe33	bad / 坏	-		bad (8)	xe₃₃			-	5650					Adjective		20	Allen2007, 417			Bai	bad (deleterious or unsuitable)(7)	-	Heqi	x e ³³	-	16.72
273	bad, evil (165)	x e - ⁴⁴			坏	16	bad	6	Jianchuan		xe44	bad / 坏	-		bad (8)	xe₄₄			-	5650					Adjective		20	Allen2007, 417			Bai	bad (deleterious or unsuitable)(7)	-	Jianchuan	x e ⁴⁴	-	16.72
274	bad, evil (165)	q u e ⁴²			坏	16	bad	6	Jinman		que42	bad (things)	-		bad (8)	que₄₂			-	5650					Adjective		17	Wang2006a, 1053			Bai	bad (deleterious or unsuitable)(7)	-	Jinman	q u e ⁴²	-	16.72
275	bad, evil (165)	k u a ⁴⁴			坏	16	bad	6	Jinxing		kua44	bad (things)	-		bad (8)	kua₄₄			-	5650					Adjective		17	Wang2006a, 1053			Bai	bad (deleterious or unsuitable)(7)	-	Jinxing	k u a ⁴⁴	-	16.72
276	bad, evil (165)	ʈʰ ɯ ³³			坏	7	bad	6	Luobenzhuo		ʈʰɯ33	bad / 坏	-		bad (8)	ʈʰɯ₃₃			-	5650					Adjective		27	Allen2007, 417			Bai	bad (deleterious or unsuitable)(7)	-	Luobenzhuo	ʈʰ ɯ ³³	-	16.72
277	bad, evil (165)	k u ɛ ⁴⁴			坏	16	bad	6	Mazhelong		kuɛ44	bad (things)	-		bad (8)	kuɛ₄₄			-	5650					Adjective		17	Wang2006a, 1053			Bai	bad (deleterious or unsuitable)(7)	-	Mazhelong	k u ɛ ⁴⁴	-	16.72
278	bad, evil (165)	x e - ⁴⁴			坏	16	bad	6	Qiliqiao		xe44	bad / 坏	-		bad (8)	xe₄₄			-	5650					Adjective		20	Allen2007, 417			Bai	bad (deleterious or unsuitable)(7)	-	Qiliqiao	x e ⁴⁴	-	16.72
279	bad, evil (165)	x ɛ - ⁴⁴			坏	16	bad	6	Xiangyun		xɛ44	bad / 坏	-		bad (8)	xɛ₄₄			-	5650					Adjective		20	Allen2007, 417			Bai	bad (deleterious or unsuitable)(7)	-	Xiangyun	x ɛ ⁴⁴	-	16.72
280	bad, evil (165)	x ɛ - ³³			坏	16	bad	6	Yunlong		xɛ33	bad / 坏	-		bad (8)	xɛ₃₃			-	5650					Adjective		20	Allen2007, 417			Bai	bad (deleterious or unsuitable)(7)	-	Yunlong	x ɛ ³³	-	16.72
284	bad, evil (165)	-			坏	0	bad	6	Old_Tibetan		-	-	-		bad (8)	ŋan-			-	5650					Adjective		0	-			Bodic	bad (deleterious or unsuitable)(7)	-	Old_Tibetan		-	16.72
310	bad, evil (165)	-			坏	834	bad	6	Old_Chinese		*ʔˤak	bad, evil	惡		bad (8)	*ʔˤak			-	5650					Adjective		0	-			Sinitic	bad (deleterious or unsuitable)(7)	-	Old_Chinese	ʔˤ a k	-	16.72
313	bad, evil (165)	-		1	坏	15	bad	6	Japhug		%ŋɤn	-	-		bad (8)	ŋɤn			-	5650					Adjective		0	-			rGyalrongic	bad (deleterious or unsuitable)(7)	-	Japhug	ŋ ɤ n	-	16.72
12997						0	bad	6	Guzhang			差，不好	差			tsʰo⁵⁵				5650							0							Guzhang			
13453						0	bad	6	Ganzhou		pu/5 hɔ3, hwæ4	bad (7)				puʔ⁶hɔ⁴				5650							0							Ganzhou	p u ʔ ⁶ h ɔ ⁴		
13454						0	bad	6	Ganzhou		pu/5 hɔ3, hwæ4	bad (7)				hwæ⁵				5650							0							Ganzhou	h w æ ⁵		
13744						0	bad	6	Jixi				差			tsˈo³¹				5650							0							Jixi			
14264						0	bad	6	Qimen			差，不好	不好			pɑ³⁵ xɔ⁴²				5650							0							Qimen			
14524						0	bad	6	Dancun				唔好			m²² hɔ⁵⁵				5650							0							Dancun			
14824						0	bad	6	Jixi				壞			vɔ²²											0							Jixi			
14966						0	bad	6	Karen		da³¹ɣe³³	bad		82056		da³¹ɣe³³	1849									399222	0	STEDT/TBL	TBL	1053.50	Karenic			Karen	d a ³¹ ◦ ɣ e ³³		
15119						0	bad	6	Nusu_Central		ma⁵⁵ge³³	bad		49536		ma⁵⁵ge³³	1831									399206	0	STEDT/TBL	TBL	1053.34	Northern Loloish			Nusu (Central)	m a ⁵⁵ ◦ g e ³³		
15328						0	bad	6	Hani_Mojiang		ʒv̩³³pa³³	bad		66232		ʒv̩³³pa³³	1840									399214	0	STEDT/TBL	TBL	1053.42	Southern Loloish			Hani (Mojiang)	ʒ v̩ ³³ ◦ p a ³³		
15644						0	bad	6	Tibetan_Written		ŋan pa	bad		1191		ŋan pa	1804									399173	0	STEDT/TBL	TBL	1053.01	Tibetan			Tibetan (Written)	ŋ a n _ p a		
15837						0	bad	6	Lyuzu		mæ³³li⁵³	bad		17856		mæ³³li⁵³	1813									399190	0	STEDT/TBL	TBL	1053.18	Qiangic			Lyuzu	m æ ³³ ◦ l i ⁵³		
15986						0	bad	6	Cuona_Menba		tuk³⁵po⁵³	bad		83627		tuk³⁵po⁵³	1850									399178	0	STEDT/TBL	TBL	1053.06	Bodic			Cuona Menba	t u k ³⁵ ◦ p o ⁵³		
16530						0	bad	6	Lahu_Lancang		lu³¹	bad		68026		lu³¹	1841									399215	0	STEDT/TBL	TBL	1053.43	Central Loloish			Lahu (Lancang)	l u ³¹		
16607						0	bad	6	Qiang_Mawo		bɑ χɑ	bad (things)		87184		bɑ χɑ	1852									399180	0	STEDT/TBL	TBL	1053.08	Qiangic			Qiang (Mawo)	b ɑ _ χ ɑ		
16929						0	bad	6	Pumi_Jiulong		dʐɿ¹¹dʐɑ⁵⁵	bad		3147		dʐɿ¹¹dʐɑ⁵⁵	1805									399182	0	STEDT/TBL	TBL	1053.10	Qiangic			Pumi (Jiulong)	dʐ ɿ ¹¹ ◦ dʐ ɑ ⁵⁵		
17052						0	bad	6	Jingpho		then³¹	bad		19699		then³¹	1814									399191	0	STEDT/TBL	TBL	1053.19	Jingpho			Jingpho	th e n ³¹		
17204						0	bad	6	Motuo_Menba		duk pin	bad		85454		duk pin	1851									399179	0	STEDT/TBL	TBL	1053.07	Bodic			Motuo Menba	d u k _ p i n		
17241						0	bad	6	Yidu		e⁵⁵lieŋ⁵⁵	bad		31762		e⁵⁵lieŋ⁵⁵	1821									399197	0	STEDT/TBL	TBL	1053.25	Deng			Yidu	e ⁵⁵ ◦ l i e ŋ ⁵⁵		
17376						0	bad	6	Bai_Jianchuan		xe̱³³	bad		77090		xe̱³³	1846									399220	0	STEDT/TBL	TBL	1053.48	Bai			Bai (Jianchuan)	x e̱ ³³		
17669						0	bad	6	Yi_Weishan		phɪ̱²¹	bad		53334		phɪ̱²¹	1833									399208	0	STEDT/TBL	TBL	1053.36	Northern Loloish			Yi (Weishan)	ph ɪ̱ ²¹		
17779						0	bad	6	Jinuo		mə³³mɯ⁴⁴	bad		69856		mə³³mɯ⁴⁴	1842									399216	0	STEDT/TBL	TBL	1053.44	Central Loloish			Jinuo	m ə ³³ ◦ m ɯ ⁴⁴		
18052						0	bad	6	rGyalrong_Maerkang		mɑ kə snɑ	bad		4796		mɑ kə snɑ	1806									399183	0	STEDT/TBL	TBL	1053.11	rGyalrong			rGyalrong (Maerkang)	m ɑ _ k ə _ s n ɑ		
18370						0	bad	6	Qiang_Mawo		mɛj	bad (words)		87185		mɛj	1852									399226	0	STEDT/TBL	TBL	1053.08	Qiangic			Qiang (Mawo)	m ɛ j		
18407						0	bad	6	Tibetan_Lhasa		ŋɛ̃¹³po⁵⁵	bad		21700		ŋɛ̃¹³po⁵⁵	1815									399174	0	STEDT/TBL	TBL	1053.02	Tibetan			Tibetan (Lhasa)	ŋ ɛ̃ ∼ ¹³ ◦ p o ⁵⁵		
18408						0	bad	6	Tibetan_Lhasa		tu¹³ko⁵⁵	bad		21701		tu¹³ko⁵⁵	1815									399223	0	STEDT/TBL	TBL	1053.02	Tibetan			Tibetan (Lhasa)	t u ¹³ ◦ k o ⁵⁵		
18891						0	bad	6	Yi_Nanhua		lɑ̱⁵⁵	bad		55220		lɑ̱⁵⁵	1834									399209	0	STEDT/TBL	TBL	1053.37	Northern Loloish			Yi (Nanhua)	l ɑ̱ ⁵⁵		
18948						0	bad	6	Daofu		qhə mɛ	bad		6751		qhə mɛ	1807									399184	0	STEDT/TBL	TBL	1053.12	rGyalrongic			Daofu	qh ə _ m ɛ		
18980						0	bad	6	Naxi		khuɑ²¹	bad		71718		khuɑ²¹	1843									399217	0	STEDT/TBL	TBL	1053.45	Naxi			Naxi	kh u ɑ ²¹		
19360						0	bad	6	Daofu		gɛ qhə mɛ	bad		6752		gɛ qhə mɛ	1807									399227	0	STEDT/TBL	TBL	1053.12	rGyalrongic			Daofu	g ɛ _ qh ə _ m ɛ		
19671						0	bad	6	Pumi_Lanping		dʐɛ¹³	bad		89093		dʐɛ¹³	1853									399181	0	STEDT/TBL	TBL	1053.09	Qiangic			Pumi (Lanping)	dʐ ɛ ¹³		
19776						0	bad	6	Dulong		mɑʔ⁵⁵	bad		23701		mɑʔ⁵⁵	1816									399192	0	STEDT/TBL	TBL	1053.20	Nungic			Dulong	m ɑ ʔ ⁵⁵		
20028						0	bad	6	Tibetan_Batang		du⁵⁵pᴜ⁵³	bad		40475		du⁵⁵pᴜ⁵³	1826									399175	0	STEDT/TBL	TBL	1053.03	Tibetan			Tibetan (Batang)	d u ⁵⁵ ◦ p ᴜ ⁵³		
20029						0	bad	6	Tibetan_Batang		ɕɑu⁵⁵dɛʔ⁵³	bad		40476		ɕɑu⁵⁵dɛʔ⁵³	1826									399224	0	STEDT/TBL	TBL	1053.03	Tibetan			Tibetan (Batang)	ɕ ɑ u ⁵⁵ ◦ d ɛ ʔ ⁵³		
20179						0	bad	6	Yi_Wuding		ɖɑ̱²	bad		57076		ɖɑ̱²	1835									399210	0	STEDT/TBL	TBL	1053.38	Northern Loloish			Yi (Wuding)	ɖ ɑ̱ ²		
20235						0	bad	6	Namuyi		mæ⁵³næ̱³¹	bad		73537		mæ⁵³næ̱³¹	1844									399218	0	STEDT/TBL	TBL	1053.46	Qiangic			Namuyi	m æ ⁵³ ◦ n æ̱ ³¹		
20650						0	bad	6	Queyu_Xinlong		qa⁵⁵stsue⁵⁵	bad		8646		qa⁵⁵stsue⁵⁵	1808		!							399185	0	STEDT/TBL	TBL	1053.13	Qiangic			Queyu (Xinlong)	q a ⁵⁵ ◦ s ts u e ⁵⁵		
20976						0	bad	6	Nung		m̩³¹sɿ³¹lɑ⁵⁵	bad		25506		m̩³¹sɿ³¹lɑ⁵⁵	1817									399193	0	STEDT/TBL	TBL	1053.21	Nungic			Nung	m̩ ³¹ ◦ s ɿ ³¹ ◦ l ɑ ⁵⁵		
21432						0	bad	6	Gazhuo		ma³¹na³⁵	bad		75343		ma³¹na³⁵	1845									399219	0	STEDT/TBL	TBL	1053.47	Northern Loloish			Gazhuo	m a ³¹ ◦ n a ³⁵		
21458						0	bad	6	Yi_Sani		dle⁴⁴	bad		58996		dle⁴⁴	1836									399211	0	STEDT/TBL	TBL	1053.39	Central Loloish			Yi (Sani)	d l e ⁴⁴		
21824						0	bad	6	Zhaba_Daofu_County		ʂtʂu⁵⁵tʂu³³	bad		10490		ʂtʂu⁵⁵tʂu³³	1809		!							399186	0	STEDT/TBL	TBL	1053.14	Qiangic			Zhaba (Daofu County)	ʂ tʂ u ⁵⁵ ◦ tʂ u ³³		
21912						0	bad	6	Darang_Taraon		pɹɑ⁵⁵jim⁵⁵	bad		26984		pɹɑ⁵⁵jim⁵⁵	1818									399194	0	STEDT/TBL	TBL	1053.22	Deng			Darang [Taraon]	p ɹ ɑ ⁵⁵ ◦ j i m ⁵⁵		
21989						0	bad	6	Bai_Jianchuan		kua̱²¹	bad		77091		kua̱²¹	1846									399233	0	STEDT/TBL	TBL	1053.48	Bai			Bai (Jianchuan)	k u a̱ ²¹		
22519						0	bad	6	Muya		tsho⁵⁵βə⁵³	bad		12427		tsho⁵⁵βə⁵³	1810									399187	0	STEDT/TBL	TBL	1053.15	Qiangic			Muya	tsh o ⁵⁵ ◦ β ə ⁵³		
